iso3c,country,animal,system_1,system_2,product,tonnes_per_head,gapfilled
GGY,Guernsey,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
GGY,Guernsey,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
GGY,Guernsey,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
GGY,Guernsey,goats,non-dairy,All systems,milk,0,rate gf with global mean
GGY,Guernsey,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
GGY,Guernsey,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
GGY,Guernsey,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
GGY,Guernsey,sheep,non-dairy,All systems,milk,0,rate gf with global mean
GGY,Guernsey,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
GIN,Guinea,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
GIN,Guinea,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
GIN,Guinea,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
GIN,Guinea,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
GIN,Guinea,cows,dairy,All systems,milk,0.06654563170724681,NA
GIN,Guinea,cows,dairy,All systems,meat,0.011234895353217408,NA
GIN,Guinea,cows,non-dairy,All systems,milk,0,NA
GIN,Guinea,cows,non-dairy,All systems,meat,0.01147896770941871,NA
GIN,Guinea,goats,dairy,All systems,milk,0.015048579543089448,NA
GIN,Guinea,goats,dairy,All systems,meat,0.003816095304881387,NA
GIN,Guinea,goats,non-dairy,All systems,milk,0,NA
GIN,Guinea,goats,non-dairy,All systems,meat,0.0038160984164701014,NA
GIN,Guinea,sheep,dairy,All systems,milk,0.00956312794225357,NA
GIN,Guinea,sheep,dairy,All systems,meat,0.003537936616794479,NA
GIN,Guinea,sheep,non-dairy,All systems,milk,0,NA
GIN,Guinea,sheep,non-dairy,All systems,meat,0.003537933097592377,NA
GNB,Guinea-Bissau,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
GNB,Guinea-Bissau,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
GNB,Guinea-Bissau,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
GNB,Guinea-Bissau,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
GNB,Guinea-Bissau,cows,dairy,All systems,milk,0.059437685449449246,NA
GNB,Guinea-Bissau,cows,dairy,All systems,meat,0.010948916339244543,NA
GNB,Guinea-Bissau,cows,non-dairy,All systems,milk,0,NA
GNB,Guinea-Bissau,cows,non-dairy,All systems,meat,0.011269290846622624,NA
GNB,Guinea-Bissau,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
GNB,Guinea-Bissau,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
GNB,Guinea-Bissau,goats,non-dairy,All systems,milk,0,rate gf with global mean
GNB,Guinea-Bissau,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
GNB,Guinea-Bissau,sheep,dairy,All systems,milk,0.011953884841368808,NA
GNB,Guinea-Bissau,sheep,dairy,All systems,meat,0.003537928144995265,NA
GNB,Guinea-Bissau,sheep,non-dairy,All systems,milk,0,NA
GNB,Guinea-Bissau,sheep,non-dairy,All systems,meat,0.0035379317565451852,NA
GUY,Guyana,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
GUY,Guyana,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
GUY,Guyana,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
GUY,Guyana,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
GUY,Guyana,cows,dairy,All systems,milk,0.45474889011650077,NA
GUY,Guyana,cows,dairy,All systems,meat,0.059029312240073434,NA
GUY,Guyana,cows,non-dairy,All systems,milk,0,NA
GUY,Guyana,cows,non-dairy,All systems,meat,0.0347138253608196,NA
GUY,Guyana,goats,dairy,All systems,milk,0,NA
GUY,Guyana,goats,dairy,All systems,meat,0,NA
GUY,Guyana,goats,non-dairy,All systems,milk,0,NA
GUY,Guyana,goats,non-dairy,All systems,meat,0.007334203357555919,NA
GUY,Guyana,sheep,dairy,All systems,milk,0,NA
GUY,Guyana,sheep,dairy,All systems,meat,0,NA
GUY,Guyana,sheep,non-dairy,All systems,milk,0,NA
GUY,Guyana,sheep,non-dairy,All systems,meat,0.007213769248331502,NA
HTI,Haiti,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
HTI,Haiti,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
HTI,Haiti,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
HTI,Haiti,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
HTI,Haiti,cows,dairy,All systems,milk,0.13572086748068457,NA
HTI,Haiti,cows,dairy,All systems,meat,0.020385158994555088,NA
HTI,Haiti,cows,non-dairy,All systems,milk,0,NA
HTI,Haiti,cows,non-dairy,All systems,meat,0.024301515856886783,NA
HTI,Haiti,goats,dairy,All systems,milk,0.016806387277406173,NA
HTI,Haiti,goats,dairy,All systems,meat,0.0036284301098539777,NA
HTI,Haiti,goats,non-dairy,All systems,milk,0,NA
HTI,Haiti,goats,non-dairy,All systems,meat,0.0036284325494165093,NA
HTI,Haiti,sheep,dairy,All systems,milk,0,NA
HTI,Haiti,sheep,dairy,All systems,meat,0,NA
HTI,Haiti,sheep,non-dairy,All systems,milk,0,NA
HTI,Haiti,sheep,non-dairy,All systems,meat,0.007793353925369734,NA
HND,Honduras,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
HND,Honduras,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
HND,Honduras,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
HND,Honduras,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
HND,Honduras,cows,dairy,All systems,milk,0.5490944317141768,NA
HND,Honduras,cows,dairy,All systems,meat,0.056618115119174264,NA
HND,Honduras,cows,non-dairy,All systems,milk,0,NA
HND,Honduras,cows,non-dairy,All systems,meat,0.030171180340889583,NA
HND,Honduras,goats,dairy,All systems,milk,0,NA
HND,Honduras,goats,dairy,All systems,meat,0,NA
HND,Honduras,goats,non-dairy,All systems,milk,0,NA
HND,Honduras,goats,non-dairy,All systems,meat,0.006138211162919936,NA
HND,Honduras,sheep,dairy,All systems,milk,0,NA
HND,Honduras,sheep,dairy,All systems,meat,0,NA
HND,Honduras,sheep,non-dairy,All systems,milk,0,NA
HND,Honduras,sheep,non-dairy,All systems,meat,0.012491950014684068,NA
HKG,Hong Kong SAR China,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
HKG,Hong Kong SAR China,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
HKG,Hong Kong SAR China,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
HKG,Hong Kong SAR China,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
HKG,Hong Kong SAR China,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
HKG,Hong Kong SAR China,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
HKG,Hong Kong SAR China,cows,non-dairy,All systems,milk,0,rate gf with global mean
HKG,Hong Kong SAR China,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
HKG,Hong Kong SAR China,goats,dairy,All systems,milk,0,NA
HKG,Hong Kong SAR China,goats,dairy,All systems,meat,0,NA
HKG,Hong Kong SAR China,goats,non-dairy,All systems,milk,0,NA
HKG,Hong Kong SAR China,goats,non-dairy,All systems,meat,0.009058555121104015,NA
HKG,Hong Kong SAR China,sheep,dairy,All systems,milk,0,NA
HKG,Hong Kong SAR China,sheep,dairy,All systems,meat,0,NA
HKG,Hong Kong SAR China,sheep,non-dairy,All systems,milk,0,NA
HKG,Hong Kong SAR China,sheep,non-dairy,All systems,meat,0.003016439311525582,NA
HUN,Hungary,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
HUN,Hungary,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
HUN,Hungary,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
HUN,Hungary,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
HUN,Hungary,cows,dairy,All systems,milk,1.9445107012905796,NA
HUN,Hungary,cows,dairy,All systems,meat,0.08835246498844496,NA
HUN,Hungary,cows,non-dairy,All systems,milk,0,NA
HUN,Hungary,cows,non-dairy,All systems,meat,0,NA
HUN,Hungary,goats,dairy,All systems,milk,0.11784169498014814,NA
HUN,Hungary,goats,dairy,All systems,meat,0.012335739374811947,NA
HUN,Hungary,goats,non-dairy,All systems,milk,0,NA
HUN,Hungary,goats,non-dairy,All systems,meat,0.012335678296378109,NA
HUN,Hungary,sheep,dairy,All systems,milk,0.019066445639482194,NA
HUN,Hungary,sheep,dairy,All systems,meat,0.008656960783422103,NA
HUN,Hungary,sheep,non-dairy,All systems,milk,0,NA
HUN,Hungary,sheep,non-dairy,All systems,meat,0.008656979948639456,NA
ISL,Iceland,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
ISL,Iceland,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
ISL,Iceland,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
ISL,Iceland,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
ISL,Iceland,cows,dairy,All systems,milk,1.7018307952775928,NA
ISL,Iceland,cows,dairy,All systems,meat,0.08835206663032645,NA
ISL,Iceland,cows,non-dairy,All systems,milk,0,NA
ISL,Iceland,cows,non-dairy,All systems,meat,0,NA
ISL,Iceland,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
ISL,Iceland,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
ISL,Iceland,goats,non-dairy,All systems,milk,0,rate gf with global mean
ISL,Iceland,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
ISL,Iceland,sheep,dairy,All systems,milk,0,NA
ISL,Iceland,sheep,dairy,All systems,meat,0,NA
ISL,Iceland,sheep,non-dairy,All systems,milk,0,NA
ISL,Iceland,sheep,non-dairy,All systems,meat,0.011963083952640332,NA
IND,India,buffaloes,dairy,All systems,milk,0.1564285895400009,NA
IND,India,buffaloes,dairy,All systems,meat,0.003133906989455936,NA
IND,India,buffaloes,non-dairy,All systems,milk,0,NA
IND,India,buffaloes,non-dairy,All systems,meat,0.015485089247071331,NA
IND,India,cows,dairy,All systems,milk,0.5365494667911753,NA
IND,India,cows,dairy,All systems,meat,0.018153166858313256,NA
IND,India,cows,non-dairy,All systems,milk,0,NA
IND,India,cows,non-dairy,All systems,meat,0.01922620249886041,NA
IND,India,goats,dairy,All systems,milk,0.05326109709389771,NA
IND,India,goats,dairy,All systems,meat,0.003887757966367013,NA
IND,India,goats,non-dairy,All systems,milk,0,NA
IND,India,goats,non-dairy,All systems,meat,0.00388775794242068,NA
IND,India,sheep,dairy,All systems,milk,0,NA
IND,India,sheep,dairy,All systems,meat,0,NA
IND,India,sheep,non-dairy,All systems,milk,0,NA
IND,India,sheep,non-dairy,All systems,meat,0.005037384498802414,NA
IDN,Indonesia,buffaloes,dairy,All systems,milk,0,NA
IDN,Indonesia,buffaloes,dairy,All systems,meat,0,NA
IDN,Indonesia,buffaloes,non-dairy,All systems,milk,0,NA
IDN,Indonesia,buffaloes,non-dairy,All systems,meat,0.016893130618040753,NA
IDN,Indonesia,cows,dairy,All systems,milk,0.526678725114619,NA
IDN,Indonesia,cows,dairy,All systems,meat,0.02313838572258538,NA
IDN,Indonesia,cows,non-dairy,All systems,milk,0,NA
IDN,Indonesia,cows,non-dairy,All systems,meat,0.02648942865835759,NA
IDN,Indonesia,goats,dairy,All systems,milk,0.018612202698142417,NA
IDN,Indonesia,goats,dairy,All systems,meat,0.008348025573190683,NA
IDN,Indonesia,goats,non-dairy,All systems,milk,0,NA
IDN,Indonesia,goats,non-dairy,All systems,meat,0.00834802813756661,NA
IDN,Indonesia,sheep,dairy,All systems,milk,0.015161087340415385,NA
IDN,Indonesia,sheep,dairy,All systems,meat,0.003945181650481114,NA
IDN,Indonesia,sheep,non-dairy,All systems,milk,0,NA
IDN,Indonesia,sheep,non-dairy,All systems,meat,0.0039451818452288,NA
IRN,Iran,buffaloes,dairy,All systems,milk,0.3241064316637838,NA
IRN,Iran,buffaloes,dairy,All systems,meat,0.025223354189833857,NA
IRN,Iran,buffaloes,non-dairy,All systems,milk,0,NA
IRN,Iran,buffaloes,non-dairy,All systems,meat,0,NA
IRN,Iran,cows,dairy,All systems,milk,0.7269030447939228,NA
IRN,Iran,cows,dairy,All systems,meat,0.026072854798431487,NA
IRN,Iran,cows,non-dairy,All systems,milk,0,NA
IRN,Iran,cows,non-dairy,All systems,meat,0,NA
IRN,Iran,goats,dairy,All systems,milk,0.01770911801493045,NA
IRN,Iran,goats,dairy,All systems,meat,0.0045271731803411056,NA
IRN,Iran,goats,non-dairy,All systems,milk,0,NA
IRN,Iran,goats,non-dairy,All systems,meat,0.004527173096989837,NA
IRN,Iran,sheep,dairy,All systems,milk,0.018212182435981786,NA
IRN,Iran,sheep,dairy,All systems,meat,0.005037384528523484,NA
IRN,Iran,sheep,non-dairy,All systems,milk,0,NA
IRN,Iran,sheep,non-dairy,All systems,meat,0.005037384417161826,NA
IRQ,Iraq,buffaloes,dairy,All systems,milk,0.38834216270078403,NA
IRQ,Iraq,buffaloes,dairy,All systems,meat,0.03163915646917126,NA
IRQ,Iraq,buffaloes,non-dairy,All systems,milk,0,NA
IRQ,Iraq,buffaloes,non-dairy,All systems,meat,0.03756373584452279,NA
IRQ,Iraq,cows,dairy,All systems,milk,0.21989168785252486,NA
IRQ,Iraq,cows,dairy,All systems,meat,0.028561658194199094,NA
IRQ,Iraq,cows,non-dairy,All systems,milk,0,NA
IRQ,Iraq,cows,non-dairy,All systems,meat,0.029078523592605765,NA
IRQ,Iraq,goats,dairy,All systems,milk,0.007944138093690545,NA
IRQ,Iraq,goats,dairy,All systems,meat,0.010039809795670823,NA
IRQ,Iraq,goats,non-dairy,All systems,milk,0,NA
IRQ,Iraq,goats,non-dairy,All systems,meat,0,NA
IRQ,Iraq,sheep,dairy,All systems,milk,0.009937251143193826,NA
IRQ,Iraq,sheep,dairy,All systems,meat,0.005921742472415247,NA
IRQ,Iraq,sheep,non-dairy,All systems,milk,0,NA
IRQ,Iraq,sheep,non-dairy,All systems,meat,0.005921741544251979,NA
IRL,Ireland,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
IRL,Ireland,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
IRL,Ireland,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
IRL,Ireland,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
IRL,Ireland,cows,dairy,All systems,milk,1.8576897360044635,NA
IRL,Ireland,cows,dairy,All systems,meat,0.08491163422172962,NA
IRL,Ireland,cows,non-dairy,All systems,milk,0,NA
IRL,Ireland,cows,non-dairy,All systems,meat,0.09545701036649865,NA
IRL,Ireland,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
IRL,Ireland,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
IRL,Ireland,goats,non-dairy,All systems,milk,0,rate gf with global mean
IRL,Ireland,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
IRL,Ireland,sheep,dairy,All systems,milk,0,NA
IRL,Ireland,sheep,dairy,All systems,meat,0,NA
IRL,Ireland,sheep,non-dairy,All systems,milk,0,NA
IRL,Ireland,sheep,non-dairy,All systems,meat,0.01023794794649617,NA
IMN,Isle of Man,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
IMN,Isle of Man,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
IMN,Isle of Man,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
IMN,Isle of Man,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
IMN,Isle of Man,cows,dairy,All systems,milk,0,NA
IMN,Isle of Man,cows,dairy,All systems,meat,0,NA
IMN,Isle of Man,cows,non-dairy,All systems,milk,0,NA
IMN,Isle of Man,cows,non-dairy,All systems,meat,0.09674029631809382,NA
IMN,Isle of Man,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
IMN,Isle of Man,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
IMN,Isle of Man,goats,non-dairy,All systems,milk,0,rate gf with global mean
IMN,Isle of Man,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
IMN,Isle of Man,sheep,dairy,All systems,milk,0,NA
IMN,Isle of Man,sheep,dairy,All systems,meat,0,NA
IMN,Isle of Man,sheep,non-dairy,All systems,milk,0,NA
IMN,Isle of Man,sheep,non-dairy,All systems,meat,0.011962728267128043,NA
ISR,Israel,buffaloes,dairy,All systems,milk,0,NA
ISR,Israel,buffaloes,dairy,All systems,meat,0,NA
ISR,Israel,buffaloes,non-dairy,All systems,milk,0,NA
ISR,Israel,buffaloes,non-dairy,All systems,meat,0.038870146983087106,NA
ISR,Israel,cows,dairy,All systems,milk,3.771904582693445,NA
ISR,Israel,cows,dairy,All systems,meat,0.127941221052985,NA
ISR,Israel,cows,non-dairy,All systems,milk,0,NA
ISR,Israel,cows,non-dairy,All systems,meat,0.12923785852617994,NA
ISR,Israel,goats,dairy,All systems,milk,0.07400232513725208,NA
ISR,Israel,goats,dairy,All systems,meat,0.010039784115068225,NA
ISR,Israel,goats,non-dairy,All systems,milk,0,NA
ISR,Israel,goats,non-dairy,All systems,meat,0,NA
ISR,Israel,sheep,dairy,All systems,milk,0.055387230629755826,NA
ISR,Israel,sheep,dairy,All systems,meat,0.005868028536440082,NA
ISR,Israel,sheep,non-dairy,All systems,milk,0,NA
ISR,Israel,sheep,non-dairy,All systems,meat,0.005867994323496401,NA
ITA,Italy,buffaloes,dairy,All systems,milk,0.6702746480668027,NA
ITA,Italy,buffaloes,dairy,All systems,meat,0.04210222977427496,NA
ITA,Italy,buffaloes,non-dairy,All systems,milk,0,NA
ITA,Italy,buffaloes,non-dairy,All systems,meat,0,NA
ITA,Italy,cows,dairy,All systems,milk,2.1175626268705274,NA
ITA,Italy,cows,dairy,All systems,meat,0.08833029642543717,NA
ITA,Italy,cows,non-dairy,All systems,milk,0,NA
ITA,Italy,cows,non-dairy,All systems,meat,0.08503140913332465,NA
ITA,Italy,goats,dairy,All systems,milk,0.06104880680697506,NA
ITA,Italy,goats,dairy,All systems,meat,0.010115201413123685,NA
ITA,Italy,goats,non-dairy,All systems,milk,0,NA
ITA,Italy,goats,non-dairy,All systems,meat,0,NA
ITA,Italy,sheep,dairy,All systems,milk,0.038620874135008205,NA
ITA,Italy,sheep,dairy,All systems,meat,0.012900271278592241,NA
ITA,Italy,sheep,non-dairy,All systems,milk,0,NA
ITA,Italy,sheep,non-dairy,All systems,meat,0,NA
JAM,Jamaica,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
JAM,Jamaica,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
JAM,Jamaica,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
JAM,Jamaica,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
JAM,Jamaica,cows,dairy,All systems,milk,0.4138271711490494,NA
JAM,Jamaica,cows,dairy,All systems,meat,0.020385536094060044,NA
JAM,Jamaica,cows,non-dairy,All systems,milk,0,NA
JAM,Jamaica,cows,non-dairy,All systems,meat,0.024301701427945313,NA
JAM,Jamaica,goats,dairy,All systems,milk,0.14256013777891524,NA
