Allen Mitchek Cattle Co.,21607 County Road 32,"Sterling, CO 80751",,
Baca County Feedyard Inc.,45445 US Hwy 160,"Walsh, CO 81090",,
Bamford Feedyard,18829 Co Rd 95,"Haxtun, CO 80731",,
Beef City,Box 8,"McClave, CO 81057",,
Best Bet Beeflot Inc.,"21571 Road 24, Route 1","La Junta, CO 81050",,
Bledsoe Cattle Company,PO Box 406,"Wray, CO 80758",,
Burlington Feeders Inc. - West,PO Box 520,"Burlington, CO 80807",,
C4 Livestock,25988 US Hwy 24,"Stratton, CO 80836",,
Cargill Cattle Feeders,12998 CR 42,"Yuma, CO 80759",,
Cattlco,PO Box 488,"Fort Morgan, CO 80701",,
Coakley Cattle Co.,21612 Co Rd 32.2,"Sterling, CO 80751",,
Croissant Farms,26442 Weld Co Rd 15,"Loveland, CO 80537",,
D & D Feedyard West,26819 Co Rd 67,"Iliff, CO 80736",,
Chris Dinsdale,,,,
"Dinklage Feed Yard, Inc.",PO Box 1271,"Sterling, CO 80751",,
Todd Sigmon,,,,
"English Feedlots, Inc.",14111 CR 2,"Wiggins, CO 80654",,
Doug English,,,,
Four States Feeders Inc.,9122 Co Rd HH,"Lamar, CO 81052",,
Joe Spitz,,,,
Four States Feeders LP -- North,38252 Co Rd 8,"Lamar, CO 81052",,
Joe Spitz,,,,
George C. Kubin Feed Lot,4535 Hwy 348,"Olathe, CO 81425",,
George Kubin or A. E. Thomas,,,,
"HBF, Inc.",7152 CR 30,"Haxtun, CO 80731",,
Stan Ham,,,,
Hergert Land & Cattle Company,33766 Co Rd 27,"Greeley, CO 80631-9354",,
Donald Hergert,,,,
Hi-Vu Feedlot,13852 CR 11,"Sedgwick, CO 80749",,
Rick Furrow,,,,
Horton Feedlot & Research Ctr,5100 East CR 70,"Wellington, CO 80549",,
"Travis Horton, Mgr.",,,,
"Horton Feedlot, Inc.",15972 WCR 51,"LaSalle, CO 80645",,
Trent Horton,,,,
Horton Feedlot/Diamond Feeders,24597 CR 60.5 (Hwy 263),"Greeley, CO 80632",,
Billy Rowe,,,,
Horton Feedlots,PO Box 517,"Eaton, CO 80615",,
Travis Horton or Lee Leachman,,,,
Howard Miller Land & Cattle Co,25590 Co Rd 28,"La Junta, CO 81050-9613",,
Bub Miller,,,,
J.A. Timmerman Cattle Company,23659 WCR 44,"La Salle, CO 80645",,
Dan Timmerman,,,,
JBS Five Rivers- Yuma,38002 CR N,"Yuma, CO 80759",,
Jason Floyd,,,,
JBS Five Rivers-CO Beef,2258 US Hwy 50,"Lamar, CO 81052-9502",,
Collin Hill,,,,
JBS Five Rivers-Gilcrest,22777 WCR 31,"La Salle, CO 80645",,
Judd Butler,,,,
John Buol Feeding Company,20200 Hwy 385,"Burlington, CO 80807",,
John Buol,,,,
John Holt Cattle Co,13946 Co Rd 21,"Fort Morgan, CO 80701",,
Brian Gorman,,,,
Keith Bath Feed Lot,16134 CR 23,"Fort Morgan, CO 80701",,
Keith Bath,,,,
Kraft Livestock,2624 E Douglas Rd,"Fort Collins, CO 80524",,
Bob Kraft,,,,
Kramer Feedlot,10942 Co Rd 59,"Holyoke, CO 80734",,
Garry Kramer,,,,
Loyd Farms,66732 Weld Co Rd 87,"Grover, CO 80729",,
Dan Loyd,,,,
Magnum Feedyard LLC,PO Box 126,"Wiggins, CO 80654",,
Steve Gabel,,,,
"Meining Cattle Co., LLC",19529 St Hwy 60,"Platteville, CO 80651-8706",,
Scott Meining,,,,
Mike Danielson,14651 Co Rd 80,"Eaton, CO 80615",,
Mike Danielson,,,,
Miller Feed Lots Inc.,PO Box 237,"LaSalle, CO 80645",,
Jim Miller or Clark Miller,,,,
My Way Feeders,14187 F Road,"Delta, CO 81416",,
Mark Roberts,,,,
Ocho Vaca Cattle Co,50004 Weld Co Rd 31,"Nunn, CO 80648",,
Brent Johnson,,,,
Ordway Feedyard LLC,19424 Hwy 96,"Ordway, CO 81063",,
Luke Larson,,,,
Pinneo Feedlot,PO Box 384,"Brush, CO 80723",,
Kevin Dodson,,,,
Pinneo Feedlot ll,PO Box 266,"Akron, CO 80720",,
Joe Bohrer,,,,
Plains Feeders Inc.,PO Box 476,"Burlington, CO 80807-0476",,
Mike Huddleston,,,,
Producers Feedlot,30130 WCR 49,"Greeley, CO 80631-2464",,
Jeff Loyd,,,,
Richard Seaworth,3218 E Co Rd 70,"Wellington, CO 80549-1939",,
Richard Seaworth,,,,
Rocky Ford Feedyard LLC,PO Box 796,"Rocky Ford, CO 81067",,
"Robert Petty, Mgr.",,,,
Rossi Ranch,748 R Rd,"Mack, CO 81525-9755",,
Alan Rossi,,,,
Schramm Feed Lot Inc.,37800 CR M,"Yuma, CO 80759",,
Tom Holtorf,,,,
Stieb Brothers Inc.,22782 Road 55,"Iliff, CO 80736",,
Basil & Leo Stieb,,,,
Teague Diversified Inc.,15366 CR O,"Fort Morgan, CO 80701",,
Gary Teague,,,,
Timmerman Feeding Corp,38512 CR 16,"Fleming, CO 80728",,
Iram Baeza,,,,
Timmerman Feeding Corp. - Holyoke,8842 CR 53,"Holyoke, CO 80734",,
Jason Timmerman,,,,
Timmerman Feeding Corp.- Otis,45030 CR 42,"Otis, CO 80743",,
Jim Christensen,,,,
Timmerman Feeding-Sterling #1,PO Box 1826,"Sterling, CO 80751",,
Dale Sutter,,,,
Timmerman Feeding-Sterling #2,17107 CR 39,"Sterling, CO 80751",,
Jim Volz,,,,
Timpas Feedyard LLC,PO Box 826,"Rocky Ford, CO 81067",,
Joe Spitz,,,,
Triple A Feeders,58650 Hwy 40,"Arapahoe, CO 80802",,
Don Aldridge,,,,
Triple H Farms Inc.,22520 CR 34,"Stratton, CO 80836",,
"Bill Hornung, Jr",,,,
Truman Wright,47818 Co Rd X,"Walsh, CO 81090",,
Truman Wright,,,,
Twelve Hundred and Fifty-Six Cattle,26795 Hwy 34,"Wray, CO 80758-9727",,
Pat Gallegos,,,,
Unger Feedyard LLC,5795 CR 40,"Yuma, CO 80759",,
J.R. Unger,,,,
United Feeders Inc.,PO Box 407,"Rocky Ford, CO 81067",,
Dave Kitch,,,,
Van Cleave Cattle Company,5237 N Co Rd 9,"Fort Collins, CO 80524-9435",,
Jason Van Cleave; Jennifer Van Cleave,,,,
Welp Farm & Feedlot,27037 Road 28,"Wray, CO 80758",,
Alan Welp,,,,
A to Z Feeders,56393 Highland Rd,"Atlantic, IA 50022",,
Alan Zellmer,,,,
Amana Farms Inc.,PO Box 189,"Amana, IA 52203",,
John McGrath,,,,
Bentley East Inc.,38038 Aspen Rd,"Macedonia, IA 51549-4016",,
Bruce Bentley,,,,
Bob Butcher,1855 Eagle Ave,"Holstein, IA 51025-8055",,
Bob Butcher,,,,
Brenton Brothers Feedlot,PO Box 190,"Dallas Center, IA 50063",,
Bill Brenton,,,,
Bruce Lorch,2151 White Ave,"Ocheyedan, IA 51354",,
Bruce Lorch,,,,
C Bar D Cattle Co,2105 200th St,"Gravity, IA 50848",,
Ron Calfee,,,,
Christensen Feedlot,4375 160th Ave.,"Royal, IA 51357",,
Jim Christensen,,,,
Clan Farms Inc.,59433 585th St,"Atlantic, IA 50022-8507",,
Nick Hunt,,,,
Clause Feedlot,612 South Vine,"Jefferson, IA 50129",,
Reg Clause,,,,
Corn Beef Feedlot Inc.,32576 200 Street,"Reinbeck, IA 50669-8096",,
Junior Cooper,,,,
CWT Feed Yards,PO Box 705,"Monticello, IA 52310",,
Craig Tuetken,,,,
Daale Farms Inc.,1716 430th St,"Hawarden, IA 51023",,
Jerry Daale,,,,
Derner's of Milford Inc.,2351 213 Ave,"Milford, IA 51351",,
John Derner,,,,
DJ T & T Farms,1470 Quince Ave.,"Prescott, IA 50859-8014",,
Doug James,,,,
E. R. Peterson & Sons,2070 510th St,"Albert City, IA 50510",,
James Peterson,,,,
Flying A Cattle Co.,1351 210th St,"Red Oak, IA 51566",,
Gerald E. Anderson,,,,
Grand River Feeders,12011 205th St,"Grand River, IA 50108",,
"Gregory Feedlots, Inc.",1164 305 Ave.,"Tabor, IA 51653-5029",,
David Trowbridge,,,,
Hamann Feedlots,2308 Safford Ave,"Correctionville, IA 51016",,
Darwin Hamann,,,,
Harris & Dianna Haywood Farms,27295 Y Ave,"Eldora, IA 50627",,
Harris Haywood,,,,
Harris Land & Livestock,23501 Bayleaf Ave,"Moulten, IA 52572",,
Leonard Harris,,,,
Hartbecke Farms Inc.,4557 Hartbecke Rd,"Epworth, IA 52045",,
Brian Hartbecke,,,,
Horizon Beef Inc.,216 Main St.,"Sanborn, IA 51248",,
Dean and Maureen Freed,,,,
Jansma Cattle Company,PO Box 428,"Rock Rapids, IA 51246",,
Tony Jansma,,,,
Jen Mar Cattle Company,3260 150th Ave,"Everly, IA 51338-7501",,
Mark & Jennifer Jensen,,,,
"Kuhn Farms, Inc.",2177 Jasper Ave,"Moville, IA 51039",,
Keith Kuhn,,,,
Lauritsen Cattle Company,3015 Hwy 71,"Exira, IA 50076",,
Scott Lauritsen,,,,
Loes Backgrounding Yard,4185 Co Rd D-61,"Cascade, IA 52033",,
Mark Loes,,,,
Loren Schnepf,39367 150th St,"LeMars, IA 51031-8591",,
,,,,
Lorimor Farming Corporation,3485 170th St,"Farragut, IA 51639-5003",,
Brent Lorimor,,,,
Menefee Feedlot,2029 190th Rd,"Guthrie Center, IA 50115",,
Dennis Menefee,,,,
Midwest Farmer's Cooperative,PO Box 128,"Sheldon, IA 51201-0128",,
Bryan Willer,,,,
Mommsen Farms Inc.,3623 200th St,"Goose Lake, IA 52750",,
Bill Mommsen,,,,
Moran Beef Inc.,25843 Old Lincoln Hwy,"Honey Creek, IA 51542-4241",,
Joe Moran,,,,
Nilan Feedlot,38909 Hwy 6,"Oakland, IA 51560-4303",,
Gary Nilan,,,,
Olson,2830 270th St,"Dickens, IA 51333-7000",,
Stacy Olson,,,,
Onken Feedlots,24568 140th St,"Carroll, IA 51401-8815",,
Joel Onken,,,,
"Pithan Feedlot, Inc.",3889 220th St.,"Anthon, IA 51004",,
Allan Pithan,,,,
Premium Beef Feedlot,30867 F Ave,"Radcliffe, IA 50230",,
Wes Stolee,,,,
Riverview Livestock,3589 Addison Ave,"Riceville, IA 50466",,
Greg Fox,,,,
Rock N Sons Feedlot,508 510th St.,"Swea City, IA 50590",,
Jim Doug & David Rock,,,,
Ryan Farms Inc.,3404 285th St,"Cresco, IA 52136",,
Jeff Ryan,,,,
S and B Feedyard,35714 Aspen Rd,"Macedonia, IA 51549-4038",,
Brian Bentley,,,,
Sebby Farm Co,1788 200th St,"Clarion, IA 50525",,
Joel Sebby,,,,
Silver Creek Feeders Inc.,32665 Beechnut Rd,"Treynor, IA 51575-7353",,
Roger Chambers,,,,
"Sioux Feed Confinement, Inc.",PO Box 138,"Sioux Center, IA 51250-0138",,
Jay Visser,,,,
"Valley View Feedlots, Inc.",PO Box 72,"Hawarden, IA 51023",,
Kevin VanWyhe,,,,
Van Meter Feedyard,2197 Chestnut Rd.,"Guthrie Center, IA 50115",,
Eric & Matt Van Meter,,,,
Wilson Farms,4254 140th St,"Clinton, IA 52732-8731",,
Brent Wilson,,,,
Zylstra Feedlot,5123 210th Street,"Ashton, IA 51232",,
Percy Zylstra,,,,
Bedke Feedlot,PO Box 83,"Oakley, ID 83346",,
Frank Bedke,,,,
Boise Valley Feeders/AgriBeef Co,2201 Ridgeway Rd,"Parma, ID 83660-6162",,
Nate Gilliam,,,,
Bruneau Cattle Co,PO Box 648,"Bruneau, ID 83604",,
Eric Davis,,,,
Diamond E Feedlot,2225 S 1200 East,"Bliss, ID 83314",,
Graham Hooper,,,,
Idaho Feedlot Company,6477 Beacon Light Rd,"Eagle, ID 83616",,
Calvin Hightower,,,,
Inter Mountain Beef Feedlot,1440 E. 750 S.,"Eden, ID 83325",,
Cevin Jones,,,,
JBS Five Rivers Cattle Feeding LLC,1710 South 2450 East,"Malta, ID 83342",,
Guthrie Newell,,,,
Kerner Cattle Company,1730 Weiser River Rd,"Weiser, ID 83672",,
Bruce Kerner,,,,
Louis Skaar & Sons Inc.,421 N 3200 East,"Lewisvillle, ID 83431",,
DuWayne Skaar,,,,
Lufkin Feedlot,694 N 3900 East,"Rigby, ID 83442",,
Doyle Lufkin,,,,
Magic Valley Feeders Inc.,4434 East 3500 North,"Murtaugh, ID 83344",,
Kelly Munsee,,,,
Schenk Feedlot,1380 South 50 West,"Oakley, ID 83346",,
Robert Schenk,,,,
Shoulder Three Ranches Inc.,P.O. Box 218,"Oakley, ID 83346",,
Robert Whiteley,,,,
Simplot Livestock Company,1301 Hwy 67,"Grand View, ID 83624",,
Vince Barzee,,,,
Skaar Feedlots,421 North 3200 East,"Lewisville, ID 83431-5019",,
Justin & DuWayne Skaar,,,,
Snake River Cattle (Division of Agri-Beef),2394 Feedlot Rd.,"American Falls, ID 83211-5212",,
Marshall Jensen,,,,
Spring Creek Ranch,3352 East 750 North,"Menan, ID 83434-5045",,
Jerald Raymond,,,,
V. L. Livestock,PO Box 490,"Parma, ID 83660",,
Valley View Farms,715 South 750 East,"Burley, ID 83318",,
Von Gibby,,,,
Wilson Creek Cattle Feeders,12353 Feedlot Dr,"Melba, ID 83641",,
Hadley Farms Inc.,11987 N 1500 Ave,"Cambridge, IL 61238",,
Alan Lyman,,,,
Jim Willrett Feedyard,19410 Willrett Rd,"Malta, IL 60150",,
Jamie Willrett,,,,
Mid West Feeders/Larson Farms,17520 Keslanger Rd,"Maple Park, IL 60151",,
Ray Larson or Michael Martz,,,,
Ross Farms,9660 E Montague,"Egan, IL 61047",,
Bill & Ken Ross,,,,
"Wonder Green, Inc.",c/o Art Leefers,"Carlinville, IL 62626",,
Art & Alex Leefers,,,,
"Wonder Land Ranch, Inc.","Rural Route 4, Box 207","Carlinville, IL 62626",,
Bill Leefers,,,,
Grow Farms & Feedlots Inc.,P.O. Box 100,"Rensselaer, IN 47978",,
Randy Grow,,,,
"2K Feeders, LLC",12851 NW Shumway Rd,"Burns, KS 66840",,
Keith Koehn,,,,
Arrowhead Feeders,PO Box 1149,"Meade, KS 67864",,
Bruce Clark,,,,
"Ashland Feeders, LLC",2590 CR L,"Ashland, KS 67831-3108",,
Mick Sharp,,,,
Bartlett III Feedlot,HCR1 14,"Sublette, KS 67877",,
Mike Gesling,,,,
Barton County Feeders Inc.,1164 SE 40 Rd,"Ellinwood, KS 67526-9276",,
Alan Pohlman,,,,
Beef Belt Feeders,1350 E Road 70,"Scott City, KS 67871",,
Dominic Stephens,,,,
Beefland,12500 S Beefland Rd,"Garden City, KS 67846-8906",,
Ken Burch,,,,
Boot Hill Feeders Inc.,20041 SW C Rd,"Jetmore, KS 67854-5518",,
Connie Kuhlman,,,,
Bosley Cattle Co,Box 549,"Dighton, KS 67839",,
Lewie Bosley or Scott Whiting,,,,
"Brookover Cattle Co. of Scott City, LLC",4000 E Road 200,"Scott City, KS 67871",,
Mike Binns,,,,
Brookover Feed Yard,PO Box 917,"Garden City, KS 67846-0917",,
Brian Price,,,,
Brookover Ranch Feed Yard,PO Box 917,"Garden City, KS 67846-0917",,
Mike Hunter- Mgr,,,,
"C.J. Feeders, Inc.",11751 Hwy 400,"Dodge City, KS 67801",,
John Herrman,,,,
Cadillac Feeders LLC,660 S Willow Road,"Scott City, KS 67871",,
Matt McCauley,,,,
Callicrate Cattle Company,PO Box 748,"Saint Francis, KS 67756",,
Mike Callicrate,,,,
Cargill Cattle Feeders,PO Box 2519,"Wichita, KS 67201-2519",,
Tana Baker or Bill Robertson,,,,
Carpenter Cattle,2257 CR 2,"Brewster, KS 67732",,
Wayne Carpenter,,,,
"Cattle Empire, LLC (Loc #1)",1174 Empire Circle,"Satanta, KS 67870",,
Roy Brown,,,,
"Cattle Empire, LLC (Loc #2)",1174 Empire Circle,"Satanta, KS 67870",,
Roy Brown,,,,
"Cattle Empire, LLC (Loc #3)",1174 Empire Circle,"Satanta, KS 67870",,
Roy Brown,,,,
Cedar Bluff Cattle Feeders Inc.,Rt 2 Box 71,"Ellis, KS 67637",,
Steve Pierce,,,,
"Century Feeders, Inc.",6845 Road 17,"Goodland, KS 67735",,
Darryl Barber,,,,
Charles Haslouer,1268 KS-4,"Hope, KS 67451",,
Charles Haslouer,,,,
"Cimarron Crossing Feeders, LLC",PO Box 349,"Cimarron, KS 67835",,
Maynard Burl,,,,
"Clark County Feedyard, Inc.",461 CR I,"Minneola, KS 67865",,
Calvin Minor,,,,
"Coake Farms Feeders, LLC",P.O. Box 507,"Dodge City, KS 67801",,
Mark Fisher,,,,
Cow Camp Feed Yard,PO Box 103,"Ramona, KS 67475-0103",,
Tracy Brunner,,,,
Cranston Cattle Co Inc.,PO Box 461,"Colby, KS 67701-0461",,
John J Cranston,,,,
CSA Cattle Company LLC,RR 1 Box 12,"Leoti, KS 67861-9760",,
Craig Sheppard,,,,
Cutler Cattle,5010 Big Valley Dr,"Scott City, KS 67871",,
Jim Miller,,,,
David Ranch,PO Box 305,"Lenora, KS 67645-0305",,
John David,,,,
Decatur County Beef,2361 Highway 83,"Oberlin, KS 67749-9405",,
Scott Foote,,,,
"Deerfield Feeders, Inc.",P.O. Box 237,"Deerfield, KS 67838",,
Cary Wimmer,,,,
Diamond O Feeders,Rt. 1 Box 67,"Jetmore, KS 67854",,
Steve Ochs,,,,
Dirks Cattle Co,18005 3 Rd,"Ingalls, KS 67853",,
Phil & Julie Dirks,,,,
DM&M Feedyard,PO Box 668,"Cimarron, KS 67835-0668",,
Clint Morrison,,,,
"Dodge City Feeders, LLC",11430 Lariat Rd,"Dodge City, KS 67801",,
Bruce Conrardy,,,,
Doll Land & Cattle Inc.,5355 N Doll Rd,"Ingalls, KS 67853",,
Eric Doll,,,,
"Doornbos Farms, LLC",2941 S Hwy 83,"Scott City, KS 67871-5007",,
Stuart Doornbos,,,,
Double B & S Cattle Co. LLC,10320 Wrangler Rd,"Fowler, KS 67844",,
Mike Bartlett,,,,
Dudrey Cattle Co,PO Box 65,"St. John, KS 67576",,
Carl Dudrey,,,,
Fairleigh Feed Yard,Po Box 650,"Scott City, KS 67871",,
Perry Nowak,,,,
Fairleigh Ranch,14791 N Kansas Rd,"Scott City, KS 67871",,
Gene Jett,,,,
Flint Hills Feedlot Inc.,1620 Road 210,"Emporia, KS 66801",,
Jack Jones,,,,
"Ford County Feed Yard, Inc.",12466 US Hwy 400,"Ford, KS 67842-9420",,
Daniel Herrmann,,,,
"Fowler Feeders, LLC",5113 23rd Rd,"Fowler, KS 67844",,
Todd Siek- Mgr,,,,
Garden City Feed Yard LLC,1805 W Annie Scheer Rd,"Garden City, KS 67846-1722",,
Mark Boos,,,,
Golden Belt Feeders,PO Box 307,"St. John, KS 67576-0307",,
Shane Haselhorst,,,,
Golden Belt Feeders Inc. -- Alden,c/o Golden Belt Feeders -- St. John,"St. John, KS 67576-0307",,
Jeff Province,,,,
Golden Belt Feeders Inc. -- St. John,PO Box 307,"Saint John, KS 67576-0307",,
Harold Diaz,,,,
Gray County Feed Yard,23405 Kansas 23,"Cimarron, KS 67835",,
Daniel Berg,,,,
Great Bend Feeding,355 NW 30th Ave.,"Great Bend, KS 67530",,
Paul Woydziak,,,,
Harkness Cattle & Land Inc,1203 Santa Fe St.,"Scott City, KS 67871-1363",,
Mike Harkness,,,,
Haw Ranch Feedlot II,PO Box 248,"Potwin, KS 67123",,
David Lowe,,,,
Haw Ranch Feedlot LLC,Box 248,"Turon, KS 67583",,
John Alley,,,,
Hayhook Cattle Co LLC,P.O. Box 399,"Tribune, KS 67879",,
Ran Smith,,,,
Heritage Feeders LP/Parsons,26059 Victory Rd,"Parsons, KS 67357",,
"Claude Brownewell, Mgr.",,,,
"Heritage Feeders, LP",1506 Road 30,"Sublette, KS 67877",,
Galen W. Wright,,,,
High Choice Feeders II,7721 W Hwy 96,"Scott City, KS 67871",,
Ty Rumford,,,,
High Choice Feeders LLC I,553 W Road 40,"Scott City, KS 67871",,
Ty Rumford,,,,
Hitch Feeders Inc. II,521 50th Road,"Satanta, KS 67870",,
Rick Weber,,,,
Howell County Feeders,10256 US Hwy 50,"Dodge City, KS 67801",,
Mark D. Fischer,,,,
Hoxie Feedyard,PO Box 65,"Hoxie, KS 67740",,
Scott Foote,,,,
"HRC Feed Yards, LLC #1",PO Box 224,"Scott City, KS 67871",,
Joe Megert,,,,
Hughes Land & Livestock Inc.,940 S Hereford Rd,"Scott City, KS 67871",,
Craig Hughes,,,,
"Hy-Plains Feedyard, LLC",PO Box 356,"Montezuma, KS 67867",,
Tom Jones & Ronnie Pruitt,,,,
Ingalls Feed Yard,10505 US Hwy 50,"Ingalls, KS 67853",,
David Ast,,,,
Irsik & Doll Co.,PO Box 847,"Cimarron, KS 67835",,
,,,,
Irsik & Doll Feed Yard,8220 E. Hwy 50,"Garden City, KS 67846-9071",,
Mark Sebranek,,,,
"J.O. Cattle Company, Inc.",PO Box 7,"Holcomb, KS 67851",,
Larry Jones,,,,
Jerry Goetz & Sons,13563 S Road 45 E,"Park, KS 67751",,
Jerry Goetz,,,,
"Jewell County Feeders, LLC",1026 Q Rd,"Mankato, KS 66956",,
Randy & Becky Dean,,,,
Kan Sun Feeders LLC,1129 N County Rd 3,"Leoti, KS 67861",,
Cecil Bailey,,,,
Kansas Feedyard,PO Box 528,"Scott City, KS 67871",,
Craig Duff,,,,
"Kearny County Feeders, LLC",PO Box 109,"Lakin, KS 67860",,
Stuart Stabel,,,,
Keating Feedlot Inc.,2519 Bobcat Lane,"Frankfort, KS 66427",,
Gerald Keating,,,,
Knight Feedlot Inc.,1768 Avenue J,"Lyons, KS 67554-8805",,
Luke Knght,,,,
Lakin Feed Yard,PO Box 1026,"Lakin, KS 67860-1026",,
Steven Landgraf,,,,
Lane County Feeders,16 W Road 230,"Dighton, KS 67839-5050",,
Scott Foote,,,,
Lehmann Farms Inc.,12051 220 Rd,"Gaylord, KS 67638",,
Dennis Lehmann,,,,
Liberal Feeders LP,13750 Bluebell Rd,"Liberal, KS 67901",,
Quint Finney,,,,
"Mann's ATP, Inc.",7865 NW 80th Street,"Potwin, KS 67123",,
Ed Travis & Shirley Mann-Tamela Wohlgemuth,,,,
"Maverick Feeders, LLC",11995 Quaker Rd,"Dodge City, KS 67801",,
Gene Carson,,,,
"McPherson County Feeders, Inc.",758 Pioneer Rd,"Marquette, KS 67464-8833",,
Allan Sents,,,,
"Meade County Feeders, LLC",10096 18 Road,"Meade, KS 67869",,
Matthew Welsh,,,,
Meyer Land & Cattle Co,PO Box 305,"Sylvan Grove, KS 67481",,
Tim Meyer,,,,
Mid America Feeders LLC,251 NW 10th Ave. -- Lot #4,"Great Bend, KS 67530",,
Bronson Smith,,,,
"Midwest Feeders, Inc.",05013 13 Rd,"Ingalls, KS 67853",,
Jeff Sternberger,,,,
MPK Land and Livestock LLC,25061 150 Rd,"Lebanon, KS 66952-5586",,
Steve Peterson,,,,
Mull Farms & Feeding Inc. (Pawnee Rock),Rt 1 Box 74,"Pawnee Rock, KS 67567",,
Glenn Mull or Rick Stimatze,,,,
Mull Farms & Feeding-Haviland,553 R Rd,"Pawnee Rock, KS 67567",,
Rick Stimatze,,,,
Mull Farms & Feeding-Pawnee Rock,553 R Rd,"Pawnee Rock, KS 67567-6708",,
Rick Stimatze,,,,
"Nelson Farms, Inc.",1271 W Fox Road,"Long Island, KS 67647",,
Terry Nelson,,,,
Nemaha Valley Angus Inc.,2964 L4 Rd,"Bern, KS 66408-9748",,
Neal Haverkamp,,,,
"Neosho Valley Feeders, LLC",26059 Victory Rd,"Parsons, KS 67357",,
Claude Brownewell,,,,
"Ottawa County Feeders, Inc.",1444 Mulberry Rd,"Minneapolis, KS 67467",,
Perry Owens,,,,
"Ox Town , LLC",1580 Ox Town Dr,"Tribune, KS 67879",,
Cecil Bailey,,,,
Pawnee Valley Feed Yard,PO Box 116,"Hanston, KS 67849-0116",,
Travis C. Ruff,,,,
"Peddicord Land & Cattle Co., Inc.",5615 Peddicord Rd,"Wamego, KS 66547",,
Buck Peddicord,,,,
Perrier Feed Yard,10550 Whirlwind Road,"Dodge City, KS 67801-2760",,
John Perrier,,,,
Pike Feeders Inc.,"HCR 1, Box 120","Minneola, KS 67865",,
Byron Pike,,,,
Pioneer Feedyard,1021 CR CC,"Oakley, KS 67748",,
Scott Foote,,,,
Plunkett Feedlot,P.O. Box 1025,"Syracuse, KS 67878-1025",,
Richard Plunkett,,,,
"Poky Feeders, Inc.",600 East Road 30,"Scott City, KS 67871",,
Joe Morgan,,,,
"Pratt Feeders, LLC",PO Box 945,"Pratt, KS 67124-0945",,
David Latta,,,,
Premier Cattle Co.,PO Box 887,"Syracuse, KS 67878",,
Doug Holthaus,,,,
"Premium Feeders, Inc.",PO Box 230,"Scandia, KS 66966",,
Jeff Strnad,,,,
Prime Feeders LLC,4652 N Road L,"Johnson, KS 67855",,
William L. Nicholas,,,,
Pro Am Feed Yard,Box 448,"Ulysses, KS 67880",,
Don Phelps,,,,
Quality Feeders Inc.,5965 16th Street Ter,"Great Bend, KS 67530-6430",,
Dan LaTourell or Paul LaTourell,,,,
R & L Feeders,PO Box 146,"Osborne, KS 67473-0146",,
Richard Winder,,,,
"Ranger Feeders II, LLC",PO Box 880,"Dighton, KS 67839-0880",,
Shelby Jones,,,,
"Reeve Cattle Co., Inc.",PO Box 1036,"Garden City, KS 67846-1036",,
Keith Bryant,,,,
