iso3c,year,animal,product,fao_headcount
ARE,2010,chickens,eggs&meat,225698.19883877962
ARE,2010,chickens,meat,17302514.07601607
ARE,2010,cows,meat,65788
ARE,2010,cows,milk,35072
ARE,2010,goats,meat and milk,1883630
ARE,2010,sheep,meat and milk,1350665
ARE,2017,chickens,eggs,4745832.432278693
ARE,2017,chickens,eggs&meat,265895.0480519663
ARE,2017,chickens,meat,18550272.51966934
ARE,2017,cows,meat,64177
ARE,2017,cows,milk,42000
ARE,2017,goats,meat and milk,2329732
ARE,2017,sheep,meat and milk,2128755
ARG,2010,chickens,eggs,36327695.88753328
ARG,2010,chickens,eggs&meat,4312784.290045767
ARG,2010,chickens,meat,57359519.82242096
ARG,2010,cows,meat,46849744
ARG,2010,cows,milk,2100000
ARG,2010,goats,meat and milk,4037036
ARG,2010,pigs,meat,3179039
ARG,2010,sheep,meat and milk,15024744
ARG,2017,chickens,eggs,42063647.86977537
ARG,2017,chickens,eggs&meat,5206146.750126676
ARG,2017,chickens,meat,71030205.38009796
ARG,2017,cows,meat,51633720
ARG,2017,cows,milk,1720067
ARG,2017,goats,meat and milk,4863894
ARG,2017,pigs,meat,5400000
ARG,2017,sheep,meat and milk,14746566
ARM,2010,buffaloes,meat and milk,455
ARM,2010,chickens,eggs,2243441.612205601
ARM,2010,chickens,eggs&meat,599528.1014579223
ARM,2010,chickens,meat,1067030.286336477
ARM,2010,cows,meat,296779
ARM,2010,cows,milk,273854
ARM,2010,goats,meat and milk,29687
ARM,2010,pigs,meat,112608
ARM,2010,sheep,meat and milk,481342
ARM,2017,buffaloes,meat and milk,715
ARM,2017,chickens,eggs,2276690.264751828
ARM,2017,chickens,eggs&meat,584808.2299131753
ARM,2017,chickens,meat,952501.5053349967
ARM,2017,cows,meat,359797
ARM,2017,cows,milk,295974
ARM,2017,goats,meat and milk,27521
ARM,2017,pigs,meat,175549
ARM,2017,sheep,meat and milk,699561
ASM,2010,chickens,eggs,8710
ASM,2010,chickens,eggs&meat,0
ASM,2010,chickens,meat,31290
ASM,2010,cows,meat,86
ASM,2010,cows,milk,24
ASM,2010,pigs,meat,10500
ASM,2017,chickens,eggs,9000
ASM,2017,chickens,eggs&meat,0
ASM,2017,chickens,meat,31000
ASM,2017,cows,meat,87
ASM,2017,cows,milk,24
ASM,2017,pigs,meat,10500
ATG,2010,chickens,eggs,62680.19543767689
ATG,2010,chickens,eggs&meat,5353.3951438225595
ATG,2010,chickens,meat,81966.40941850055
ATG,2010,cows,meat,1780
ATG,2010,cows,milk,3220
ATG,2010,goats,meat and milk,27000
ATG,2010,pigs,meat,5000
ATG,2010,sheep,meat and milk,14000
ATG,2017,chickens,eggs,57858.641942470975
ATG,2017,chickens,eggs&meat,5638.909551493096
ATG,2017,chickens,meat,94502.44850603593
ATG,2017,cows,meat,1500
ATG,2017,cows,milk,3500
ATG,2017,goats,meat and milk,27000
ATG,2017,pigs,meat,5000
ATG,2017,sheep,meat and milk,14000
AUS,2010,chickens,eggs,11594201.814313907
AUS,2010,chickens,eggs&meat,989143.0516790733
AUS,2010,chickens,meat,70440655.13400702
AUS,2010,cows,meat,25180000
AUS,2010,cows,milk,1553000
AUS,2010,goats,meat and milk,3500000
AUS,2010,pigs,meat,2289292
AUS,2010,sheep,meat and milk,68085496
AUS,2017,chickens,eggs,15838031.43698974
AUS,2017,chickens,eggs&meat,1131967.3784222887
AUS,2017,chickens,meat,78042001.18458797
AUS,2017,cows,meat,24655145
AUS,2017,cows,milk,1520376
AUS,2017,goats,meat and milk,3600000
AUS,2017,pigs,meat,2485699
AUS,2017,sheep,meat and milk,72125334
AUT,2010,chickens,eggs,5706392.989208715
AUT,2010,chickens,eggs&meat,48139.363886026484
AUT,2010,chickens,meat,9895467.646905258
AUT,2010,cows,meat,1492201
AUT,2010,cows,milk,534059
AUT,2010,goats,meat and milk,68188
AUT,2010,pigs,meat,3136967
AUT,2010,sheep,meat and milk,344709
AUT,2017,chickens,eggs,7325397.568956261
AUT,2017,chickens,eggs&meat,51479.897379970556
AUT,2017,chickens,meat,9359122.533663768
AUT,2017,cows,meat,1413571
AUT,2017,cows,milk,540820
AUT,2017,goats,meat and milk,82735
AUT,2017,pigs,meat,2792803
AUT,2017,sheep,meat and milk,378381
AZE,2010,buffaloes,meat and milk,277400
AZE,2010,chickens,eggs,10659616.85809273
AZE,2010,chickens,eggs&meat,3746040.099686486
AZE,2010,chickens,meat,6744343.042220783
AZE,2010,cows,meat,1022343
AZE,2010,cows,milk,1277357
AZE,2010,goats,meat and milk,620644
AZE,2010,pigs,meat,5347
AZE,2010,sheep,meat and milk,7871193
AZE,2017,buffaloes,meat and milk,196651
AZE,2017,chickens,eggs,12874815.91490805
AZE,2017,chickens,eggs&meat,5397308.7450471055
AZE,2017,chickens,meat,12200875.340044845
AZE,2017,cows,meat,1177306
AZE,2017,cows,milk,1299033
AZE,2017,goats,meat and milk,633327
AZE,2017,pigs,meat,4856
AZE,2017,sheep,meat and milk,7820981
BDI,2010,chickens,eggs,79982.83505702113
BDI,2010,chickens,eggs&meat,1548036.9046274046
BDI,2010,chickens,meat,91980.26031557431
BDI,2010,cows,meat,516412
BDI,2010,cows,milk,80000
BDI,2010,goats,meat and milk,2145013
BDI,2010,pigs,meat,244362
BDI,2010,sheep,meat and milk,315295
BDI,2017,chickens,eggs,69984.9806748935
BDI,2017,chickens,eggs&meat,2070049.3492110642
BDI,2017,chickens,meat,159965.67011404227
BDI,2017,cows,meat,945539
BDI,2017,cows,milk,132000
BDI,2017,goats,meat and milk,3619962
BDI,2017,pigs,meat,618176
BDI,2017,sheep,meat and milk,527464
BEL,2010,chickens,eggs,8939942.510516793
BEL,2010,chickens,eggs&meat,221.05156434748528
BEL,2010,chickens,meat,25434836.43791886
BEL,2010,cows,meat,2093000
BEL,2010,cows,milk,500000
BEL,2010,goats,meat and milk,22000
BEL,2010,pigs,meat,6430000
BEL,2010,sheep,meat and milk,120000
BEL,2017,chickens,eggs,9748937.308168704
BEL,2017,chickens,eggs&meat,173.01504985510087
BEL,2017,chickens,meat,17155889.676781442
BEL,2017,cows,meat,1866829
BEL,2017,cows,milk,519159
BEL,2017,goats,meat and milk,64000
BEL,2017,pigs,meat,6108077
BEL,2017,sheep,meat and milk,86602
BEN,2010,chickens,eggs,790815.8453309101
BEN,2010,chickens,eggs&meat,15560508.638374042
BEN,2010,chickens,meat,198675.51629504908
BEN,2010,cows,meat,1522798
BEN,2010,cows,milk,482202
BEN,2010,goats,meat and milk,1605000
BEN,2010,pigs,meat,368000
BEN,2010,sheep,meat and milk,808000
BEN,2017,chickens,eggs,998100.8332920702
BEN,2017,chickens,eggs&meat,19408796.36386437
BEN,2017,chickens,meat,236102.80284355968
BEN,2017,cows,meat,1822800
BEN,2017,cows,milk,577200
BEN,2017,goats,meat and milk,1878000
BEN,2017,pigs,meat,485000
BEN,2017,sheep,meat and milk,934000
BES,2010,chickens,eggs,72810
BES,2010,chickens,eggs&meat,0
BES,2010,chickens,meat,92190
BES,2010,cows,meat,295
BES,2010,cows,milk,365
BES,2010,goats,meat and milk,13680
BES,2010,pigs,meat,2710
BES,2010,sheep,meat and milk,9320
BES,2017,chickens,eggs,72000
BES,2017,chickens,eggs&meat,0
BES,2017,chickens,meat,90000
BES,2017,cows,meat,220
BES,2017,cows,milk,302
BES,2017,goats,meat and milk,14086
BES,2017,pigs,meat,2886
BES,2017,sheep,meat and milk,9929
BFA,2010,chickens,eggs,332949.6204918993
BFA,2010,chickens,eggs&meat,38213028.169746414
BFA,2010,chickens,meat,454022.20976168086
BFA,2010,cows,meat,7252330
BFA,2010,cows,milk,1146169
BFA,2010,goats,meat and milk,12342454
BFA,2010,pigs,meat,2167246
BFA,2010,sheep,meat and milk,8243238
BFA,2017,chickens,eggs,312770.8556136024
BFA,2017,chickens,eggs&meat,42195021.66928102
BFA,2017,chickens,meat,556207.4751053764
BFA,2017,cows,meat,8017073
BFA,2017,cows,milk,1630000
BFA,2017,goats,meat and milk,15179490
BFA,2017,pigs,meat,2489317
BFA,2017,sheep,meat and milk,10137973
BGD,2010,buffaloes,meat and milk,1349000
BGD,2010,chickens,eggs,22581786.729837272
BGD,2010,chickens,eggs&meat,184395697.14458945
BGD,2010,chickens,meat,21057516.125573255
BGD,2010,cows,meat,19004000
BGD,2010,cows,milk,4047000
BGD,2010,goats,meat and milk,51400000
BGD,2010,sheep,meat and milk,1820000
BGD,2017,buffaloes,meat and milk,1478000
BGD,2017,chickens,eggs,36838931.74147182
BGD,2017,chickens,eggs&meat,222520933.7485016
BGD,2017,chickens,meat,15823134.51002657
BGD,2017,cows,meat,19903199
BGD,2017,cows,milk,4031801
BGD,2017,goats,meat and milk,59499229
BGD,2017,sheep,meat and milk,2207149
BGR,2010,buffaloes,meat and milk,8311
BGR,2010,chickens,eggs,6632889.373083515
BGR,2010,chickens,eggs&meat,601608.8583745789
BGR,2010,chickens,meat,8767501.768541906
BGR,2010,cows,meat,242798
BGR,2010,cows,milk,296757
BGR,2010,goats,meat and milk,360822
BGR,2010,pigs,meat,729798
BGR,2010,sheep,meat and milk,1400252
BGR,2017,buffaloes,meat and milk,12273
BGR,2017,chickens,eggs,5836018.740333493
BGR,2017,chickens,eggs&meat,467993.1926663391
BGR,2017,chickens,meat,6143988.067000168
BGR,2017,cows,meat,286537
BGR,2017,cows,milk,271329
BGR,2017,goats,meat and milk,237543
BGR,2017,pigs,meat,616426
BGR,2017,sheep,meat and milk,1360087
BHR,2010,chickens,eggs,261293.59666399987
BHR,2010,chickens,eggs&meat,16538.85198205508
BHR,2010,chickens,meat,252167.55135394508
BHR,2010,cows,meat,3762
BHR,2010,cows,milk,6238
BHR,2010,goats,meat and milk,19000
BHR,2010,sheep,meat and milk,40000
BHR,2017,chickens,eggs,265449.7255790885
BHR,2017,chickens,eggs&meat,16882.11117413547
BHR,2017,chickens,meat,258668.16324677604
BHR,2017,cows,meat,3632
BHR,2017,cows,milk,6190
BHR,2017,goats,meat and milk,17598
BHR,2017,sheep,meat and milk,38901
BHS,2010,chickens,eggs,111138.22422956309
BHS,2010,chickens,eggs&meat,54120.22717185683
BHS,2010,chickens,meat,2834741.54859858
BHS,2010,cows,meat,30
BHS,2010,cows,milk,720
BHS,2010,goats,meat and milk,14500
BHS,2010,pigs,meat,5000
BHS,2010,sheep,meat and milk,6500
BHS,2017,chickens,eggs,107033.6317460892
BHS,2017,chickens,eggs&meat,57060.75951486105
BHS,2017,chickens,meat,2998905.6087390496
BHS,2017,cows,meat,69
BHS,2017,cows,milk,672
BHS,2017,goats,meat and milk,14947
BHS,2017,pigs,meat,5012
BHS,2017,sheep,meat and milk,6702
BIH,2010,chickens,eggs,3341945.50384961
BIH,2010,chickens,eggs&meat,2510602.3857820034
BIH,2010,chickens,meat,15177452.110368388
BIH,2010,cows,meat,184982
BIH,2010,cows,milk,277386
BIH,2010,goats,meat and milk,64250
BIH,2010,pigs,meat,590431
BIH,2010,sheep,meat and milk,1046035
BIH,2017,chickens,eggs,3322571.9067258444
BIH,2017,chickens,eggs&meat,1943776.8923111067
BIH,2017,chickens,meat,11015651.200963048
BIH,2017,cows,meat,212168
BIH,2017,cows,milk,232354
BIH,2017,goats,meat and milk,73287
BIH,2017,pigs,meat,548011
BIH,2017,sheep,meat and milk,1016735
BLR,2010,chickens,eggs,14086758.360760467
BLR,2010,chickens,eggs&meat,1948248.8303776719
BLR,2010,chickens,meat,15964992.808861861
BLR,2010,cows,meat,2706400
BLR,2010,cows,milk,1444600
BLR,2010,goats,meat and milk,75000
BLR,2010,pigs,meat,3781500
BLR,2010,sheep,meat and milk,52400
BLR,2017,chickens,eggs,18218874.146583535
BLR,2017,chickens,eggs&meat,2800607.6936679035
BLR,2017,chickens,meat,24980518.15974856
BLR,2017,cows,meat,2862000
BLR,2017,cows,milk,1500200
BLR,2017,goats,meat and milk,64700
BLR,2017,pigs,meat,3155700
BLR,2017,sheep,meat and milk,89900
BLZ,2010,chickens,eggs,509475.6560669574
BLZ,2010,chickens,eggs&meat,76391.13513763208
BLZ,2010,chickens,meat,944133.2087954106
BLZ,2010,cows,meat,88770
BLZ,2010,cows,milk,3900
BLZ,2010,goats,meat and milk,180
BLZ,2010,pigs,meat,17400
BLZ,2010,sheep,meat and milk,13100
BLZ,2017,chickens,eggs,621346.5343921494
BLZ,2017,chickens,eggs&meat,80934.66016869385
BLZ,2017,chickens,meat,918718.8054391567
BLZ,2017,cows,meat,107187
BLZ,2017,cows,milk,6500
BLZ,2017,goats,meat and milk,189
BLZ,2017,pigs,meat,22926
BLZ,2017,sheep,meat and milk,15284
BMU,2010,chickens,eggs,0
BMU,2010,chickens,eggs&meat,50000
BMU,2010,chickens,meat,0
BMU,2010,cows,meat,260
BMU,2010,cows,milk,390
BMU,2010,goats,meat and milk,350
BMU,2010,pigs,meat,800
BMU,2017,chickens,eggs,0
BMU,2017,chickens,eggs&meat,51000
BMU,2017,chickens,meat,0
BMU,2017,cows,meat,224
BMU,2017,cows,milk,418
BMU,2017,goats,meat and milk,367
BMU,2017,pigs,meat,812
BOL,2010,chickens,eggs,12169278.085900031
BOL,2010,chickens,eggs&meat,52156536.61388233
BOL,2010,chickens,meat,131082185.30021764
BOL,2010,cows,meat,8012786
BOL,2010,cows,milk,177000
BOL,2010,goats,meat and milk,2199018
BOL,2010,pigs,meat,2640616
BOL,2010,sheep,meat and milk,8701465
BOL,2017,chickens,eggs,18070644.868520226
BOL,2017,chickens,eggs&meat,59433330.08039483
BOL,2017,chickens,meat,145167025.05108494
BOL,2017,cows,meat,9104000
BOL,2017,cows,milk,200000
BOL,2017,goats,meat and milk,2210000
BOL,2017,pigs,meat,2951000
BOL,2017,sheep,meat and milk,7442000
BRA,2010,buffaloes,meat and milk,1184511
BRA,2010,chickens,eggs,270763206.539556
BRA,2010,chickens,eggs&meat,61888240.33845269
BRA,2010,chickens,meat,906261553.1219913
BRA,2010,cows,meat,186616195
BRA,2010,cows,milk,22924914
BRA,2010,goats,meat and milk,9312784
BRA,2010,pigs,meat,38956760
BRA,2010,sheep,meat and milk,17380581
BRA,2017,buffaloes,meat and milk,1375168
BRA,2017,chickens,eggs,342966728.28343767
BRA,2017,chickens,eggs&meat,71266840.426258
BRA,2017,chickens,meat,1012425431.2903043
BRA,2017,cows,meat,198151796
BRA,2017,cows,milk,16851782
BRA,2017,goats,meat and milk,10257806
BRA,2017,pigs,meat,41383029
BRA,2017,sheep,meat and milk,18606767
BRB,2010,chickens,eggs,840614.8438456472
BRB,2010,chickens,eggs&meat,83191.82121518889
BRB,2010,chickens,meat,2676193.334939164
BRB,2010,cows,meat,7320
BRB,2010,cows,milk,3680
BRB,2010,goats,meat and milk,5200
BRB,2010,pigs,meat,21500
BRB,2010,sheep,meat and milk,12000
BRB,2017,chickens,eggs,851849.0921945431
BRB,2017,chickens,eggs&meat,84717.00460413401
BRB,2017,chickens,meat,2729433.903201323
BRB,2017,cows,meat,7930
BRB,2017,cows,milk,2850
BRB,2017,goats,meat and milk,5484
BRB,2017,pigs,meat,23223
BRB,2017,sheep,meat and milk,13648
BRN,2010,buffaloes,meat and milk,4124
BRN,2010,chickens,eggs,1710431.963891867
BRN,2010,chickens,eggs&meat,85354.83663837299
BRN,2010,chickens,meat,13114213.19946976
BRN,2010,cows,meat,725
BRN,2010,cows,milk,127
BRN,2010,goats,meat and milk,6806
BRN,2010,pigs,meat,1200
BRN,2010,sheep,meat and milk,3800
BRN,2017,buffaloes,meat and milk,2942
BRN,2017,chickens,eggs,1968665.1524786064
BRN,2017,chickens,eggs&meat,97611.35610468799
BRN,2017,chickens,meat,14984723.491416706
BRN,2017,cows,meat,648
BRN,2017,cows,milk,122
BRN,2017,goats,meat and milk,8689
BRN,2017,pigs,meat,1300
BRN,2017,sheep,meat and milk,4538
BTN,2010,buffaloes,meat and milk,928
BTN,2010,chickens,eggs,170608.31557544888
BTN,2010,chickens,eggs&meat,78353.17210985607
BTN,2010,chickens,meat,100038.51231469504
BTN,2010,cows,meat,201841
BTN,2010,cows,milk,151000
BTN,2010,goats,meat and milk,43134
BTN,2010,pigs,meat,19711
BTN,2010,sheep,meat and milk,12699
BTN,2017,buffaloes,meat and milk,550
BTN,2017,chickens,eggs,752227.5732190247
BTN,2017,chickens,eggs&meat,239774.1771155481
BTN,2017,chickens,meat,75998.24966542724
BTN,2017,cows,meat,165875
BTN,2017,cows,milk,137375
BTN,2017,goats,meat and milk,42689
BTN,2017,pigs,meat,18816
BTN,2017,sheep,meat and milk,10444
BWA,2010,chickens,eggs,752332.3045580513
BWA,2010,chickens,eggs&meat,104928.51459158954
BWA,2010,chickens,meat,903739.1808503591
BWA,2010,cows,meat,2302534
BWA,2010,cows,milk,346308
BWA,2010,goats,meat and milk,1937971
BWA,2010,pigs,meat,3000
BWA,2010,sheep,meat and milk,279237
BWA,2017,chickens,eggs,526632.6131906359
BWA,2017,chickens,eggs&meat,42305.07970472946
BWA,2017,chickens,meat,141062.30710463462
BWA,2017,cows,meat,935375
BWA,2017,cows,milk,165000
BWA,2017,goats,meat and milk,1199661
BWA,2017,pigs,meat,1437
BWA,2017,sheep,meat and milk,234621
CAF,2010,chickens,eggs,229158.74023447803
CAF,2010,chickens,eggs&meat,4466044.277470546
CAF,2010,chickens,meat,1680796.9822949753
CAF,2010,cows,meat,3613000
CAF,2010,cows,milk,280000
CAF,2010,goats,meat and milk,4862000
CAF,2010,pigs,meat,1087000
CAF,2010,sheep,meat and milk,388000
CAF,2017,chickens,eggs,215678.81433833225
CAF,2017,chickens,eggs&meat,5200812.227135949
CAF,2017,chickens,meat,2008508.9585257191
CAF,2017,cows,meat,4272796
CAF,2017,cows,milk,323033
CAF,2017,goats,meat and milk,6845717
CAF,2017,pigs,meat,1096376
CAF,2017,sheep,meat and milk,437539
CAN,2010,chickens,eggs,26252898.931653783
CAN,2010,chickens,eggs&meat,1624865.2137408787
CAN,2010,chickens,meat,137122235.85460535
CAN,2010,cows,meat,11703800
CAN,2010,cows,milk,966200
CAN,2010,goats,meat and milk,30000
CAN,2010,pigs,meat,12465000
CAN,2010,sheep,meat and milk,855300
CAN,2017,chickens,eggs,31347232.679988954
CAN,2017,chickens,eggs&meat,1673798.2758443842
CAN,2017,chickens,meat,136947969.04416665
CAN,2017,cows,meat,10610000
CAN,2017,cows,milk,925000
CAN,2017,goats,meat and milk,30011
CAN,2017,pigs,meat,13935000
CAN,2017,sheep,meat and milk,813900
CHE,2010,chickens,eggs,2435472.838238063
CHE,2010,chickens,eggs&meat,9271.097128287332
CHE,2010,chickens,meat,6499256.06463365
CHE,2010,cows,meat,995759
CHE,2010,cows,milk,595474
CHE,2010,goats,meat and milk,86987
CHE,2010,pigs,meat,1588998
CHE,2010,sheep,meat and milk,434083
CHE,2017,chickens,eggs,3170709.9214797425
CHE,2017,chickens,eggs&meat,11826.246325651853
CHE,2017,chickens,meat,8226463.832194606
CHE,2017,cows,meat,982530
CHE,2017,cows,milk,562082
CHE,2017,goats,meat and milk,78146
CHE,2017,pigs,meat,1444591
CHE,2017,sheep,meat and milk,342419
CHL,2010,chickens,eggs,10779606.45169951
CHL,2010,chickens,eggs&meat,1798445.3123669154
CHL,2010,chickens,meat,34900948.23593357
CHL,2010,cows,meat,3325315
CHL,2010,cows,milk,504685
CHL,2010,goats,meat and milk,667052
CHL,2010,pigs,meat,2706148
CHL,2010,sheep,meat and milk,3644346
CHL,2017,chickens,eggs,12026515.587847544
CHL,2017,chickens,eggs&meat,4165640.1006113603
CHL,2017,chickens,meat,93780844.3115411
CHL,2017,cows,meat,2358200
CHL,2017,cows,milk,532640
CHL,2017,goats,meat and milk,447141
CHL,2017,pigs,meat,2505503
CHL,2017,sheep,meat and milk,2037516
CHN,2010,buffaloes,meat and milk,29459910
CHN,2010,chickens,eggs,2133042228.423147
CHN,2010,chickens,eggs&meat,810676854.8475013
CHN,2010,chickens,meat,2256280916.7293515
CHN,2010,cows,meat,56382790
CHN,2010,cows,milk,12357000
CHN,2010,goats,meat and milk,141950200
CHN,2010,pigs,meat,467652500
CHN,2010,sheep,meat and milk,145351800
CHN,2017,buffaloes,meat and milk,26503470
CHN,2017,chickens,eggs,2439450747.978985
CHN,2017,chickens,eggs&meat,811492988.1811795
CHN,2017,chickens,meat,1954291263.8398356
CHN,2017,cows,meat,49886430
CHN,2017,cows,milk,11955000
CHN,2017,goats,meat and milk,136917700
CHN,2017,pigs,meat,442091700
CHN,2017,sheep,meat and milk,162387700
CIV,2010,chickens,eggs,3318215.848227433
CIV,2010,chickens,eggs&meat,27040884.289838277
CIV,2010,chickens,meat,14692899.861934291
CIV,2010,cows,meat,1375901
CIV,2010,cows,milk,205681
CIV,2010,goats,meat and milk,1324377
CIV,2010,pigs,meat,348590
CIV,2010,sheep,meat and milk,1692181
CIV,2017,chickens,eggs,5676947.5957625955
CIV,2017,chickens,eggs&meat,35919864.1641963
CIV,2017,chickens,meat,18248188.240041103
CIV,2017,cows,meat,1351100
CIV,2017,cows,milk,305000
CIV,2017,goats,meat and milk,1460565
CIV,2017,pigs,meat,344719
CIV,2017,sheep,meat and milk,1842239
CMR,2010,chickens,eggs,1306699.5035021317
CMR,2010,chickens,eggs&meat,31482418.92928829
CMR,2010,chickens,meat,12210881.567209577
CMR,2010,cows,meat,4533104
CMR,2010,cows,milk,310000
CMR,2010,goats,meat and milk,5405046
CMR,2010,pigs,meat,2150000
CMR,2010,sheep,meat and milk,3739325
CMR,2017,chickens,eggs,1366777.6415941839
CMR,2017,chickens,eggs&meat,35750035.717480704
CMR,2017,chickens,meat,13983186.640925111
CMR,2017,cows,meat,5444657
CMR,2017,cows,milk,289280
CMR,2017,goats,meat and milk,5418692
CMR,2017,pigs,meat,1933417
CMR,2017,sheep,meat and milk,3451236
COD,2010,chickens,eggs,284316.1936405908
COD,2010,chickens,eggs&meat,18065114.716566406
COD,2010,chickens,meat,1717569.0897930008
COD,2010,cows,meat,743185
COD,2010,cows,milk,6594
COD,2010,goats,meat and milk,4052169
COD,2010,pigs,meat,977379
COD,2010,sheep,meat and milk,904080
COD,2017,chickens,eggs,289304.19703779416
COD,2017,chickens,eggs&meat,17350324.210513998
COD,2017,chickens,meat,1633371.5924482082
COD,2017,cows,meat,998767
COD,2017,cows,milk,7913
COD,2017,goats,meat and milk,4067951
COD,2017,pigs,meat,981088
COD,2017,sheep,meat and milk,896879
COG,2010,chickens,eggs,344141.4785860367
COG,2010,chickens,eggs&meat,810464.3113526091
COG,2010,chickens,meat,1445394.2100613543
COG,2010,cows,meat,327350
COG,2010,cows,milk,2650
COG,2010,goats,meat and milk,320000
COG,2010,pigs,meat,88000
COG,2010,sheep,meat and milk,120000
COG,2017,chickens,eggs,371672.79687291966
COG,2017,chickens,eggs&meat,914889.5206999645
COG,2017,chickens,meat,1648437.682427116
COG,2017,cows,meat,356855
COG,2017,cows,milk,3000
COG,2017,goats,meat and milk,325910
COG,2017,pigs,meat,106450
COG,2017,sheep,meat and milk,128166
COK,2010,chickens,eggs,0
COK,2010,chickens,eggs&meat,20000
COK,2010,chickens,meat,0
COK,2010,cows,meat,101
COK,2010,cows,milk,29
COK,2010,goats,meat and milk,1010
COK,2010,pigs,meat,32200
COK,2017,chickens,eggs,0
COK,2017,chickens,eggs&meat,18000
COK,2017,chickens,meat,0
COK,2017,cows,meat,89
COK,2017,cows,milk,25
COK,2017,goats,meat and milk,877
COK,2017,pigs,meat,32088
COL,2010,chickens,eggs,34402201.09094419
COL,2010,chickens,eggs&meat,17146319.078550007
COL,2010,chickens,meat,106451479.8305058
COL,2010,cows,meat,21829066
COL,2010,cows,milk,5500000
COL,2010,goats,meat and milk,1112000
COL,2010,pigs,meat,5161804
COL,2010,sheep,meat and milk,1791802
COL,2017,chickens,eggs,46356907.64503417
COL,2017,chickens,eggs&meat,17775849.439149175
COL,2017,chickens,meat,99668242.91581665
COL,2017,cows,meat,17828158
COL,2017,cows,milk,6500000
COL,2017,goats,meat and milk,834560
COL,2017,pigs,meat,5200000
COL,2017,sheep,meat and milk,819269
COM,2010,chickens,eggs,58800.00037193714
COM,2010,chickens,eggs&meat,395999.9990258789
COM,2010,chickens,meat,95200.00060218394
COM,2010,cows,meat,40480
COM,2010,cows,milk,9520
COM,2010,goats,meat and milk,120000
COM,2010,sheep,meat and milk,23000
COM,2017,chickens,eggs,58800.00037193714
COM,2017,chickens,eggs&meat,393119.9990329634
COM,2017,chickens,meat,94080.00059509941
COM,2017,cows,meat,41031
COM,2017,cows,milk,9649
COM,2017,goats,meat and milk,120969
COM,2017,sheep,meat and milk,24633
CPV,2010,chickens,eggs,269099.6564985618
CPV,2010,chickens,eggs&meat,175879.60197763878
CPV,2010,chickens,meat,173020.74152379946
CPV,2010,cows,meat,16907
CPV,2010,cows,milk,7093
CPV,2010,goats,meat and milk,160000
CPV,2010,pigs,meat,238600
CPV,2010,sheep,meat and milk,11000
CPV,2017,chickens,eggs,228929.65593390874
CPV,2017,chickens,eggs&meat,284594.8252065352
CPV,2017,chickens,meat,486475.51885955606
CPV,2017,cows,meat,21204
CPV,2017,cows,milk,8395
CPV,2017,goats,meat and milk,107630
CPV,2017,pigs,meat,66906
CPV,2017,sheep,meat and milk,12625
CRI,2010,chickens,eggs,2439596.9397250717
CRI,2010,chickens,eggs&meat,1897597.4115361476
CRI,2010,chickens,meat,19562805.64873878
CRI,2010,cows,meat,862083
CRI,2010,cows,milk,487917
CRI,2010,goats,meat and milk,5050
CRI,2010,pigs,meat,438000
CRI,2010,sheep,meat and milk,2750
CRI,2017,chickens,eggs,2922913.314576265
CRI,2017,chickens,eggs&meat,2024950.811038406
CRI,2017,chickens,meat,20556135.874385327
CRI,2017,cows,meat,589230
CRI,2017,cows,milk,835000
