Country,Species,Production_system,Variable,Unit,Value,iso3c
Afghanistan,Pigs,Industrial,EMSS: Feed - N2O manure applied and deposited,kg CO2-eq/year,0,AFG
Afghanistan,Pigs,Industrial,EMSS: Feed - CO2 feed production,kg CO2-eq/year,0,AFG
Afghanistan,Pigs,Industrial,EMSS: Feed - CO2 LUC soy,kg CO2-eq/year,0,AFG
Afghanistan,Pigs,Industrial,EMSS: Feed - CO2 LUC palm kernel cake,kg CO2-eq/year,0,AFG
Afghanistan,Pigs,Industrial,EMSS: Feed - CO2 LUC pasture expansion,kg CO2-eq/year,0,AFG
Afghanistan,Pigs,Industrial,EMSS: Feed - CH4 rice,kg CO2-eq/year,0,AFG
Afghanistan,Pigs,Industrial,EMSS: Enteric - CH4 from enteric fermentation,kg CO2-eq/year,0,AFG
Afghanistan,Pigs,Industrial,EMSS: Manure - CH4 from manure management,kg CO2-eq/year,0,AFG
Afghanistan,Pigs,Industrial,EMSS: Manure - N2O from manure management,kg CO2-eq/year,0,AFG
Afghanistan,Pigs,Industrial,EMSS: Energy - CO2 direct energy use,kg CO2-eq/year,0,AFG
Afghanistan,Pigs,Industrial,EMSS: Energy - CO2 indirect energy use,kg CO2-eq/year,0,AFG
Afghanistan,Pigs,Industrial,PROD: Meat - carcass weight,kg CW/year,0,AFG
Afghanistan,Pigs,Industrial,PROD: Meat - protein amount,kg protein/year,0,AFG
Afghanistan,Pigs,Industrial,HERD: total number of animals,heads/year,0,AFG
Afghanistan,Pigs,Industrial,HERD: adult females,heads/year,0,AFG
Afghanistan,Pigs,Industrial,HERD: adult males,heads/year,0,AFG
Afghanistan,Pigs,Industrial,HERD: replacement females,heads/year,0,AFG
Afghanistan,Pigs,Industrial,HERD: replacement males,heads/year,0,AFG
Afghanistan,Pigs,Industrial,HERD: fattening animals,heads/year,0,AFG
Afghanistan,Pigs,Industrial,INTAKE: Total intake,kg DM/year,0,AFG
Afghanistan,Pigs,Industrial,INTAKE: Total intake - Swill & Roughages,kg DM/year,0,AFG
Afghanistan,Pigs,Industrial,INTAKE: Total intake - Grains & Food crops,kg DM/year,0,AFG
Afghanistan,Pigs,Industrial,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0,AFG
Afghanistan,Pigs,Industrial,INTAKE: Total intake - Additives,kg DM/year,0,AFG
Afghanistan,Pigs,Industrial,EI: Emission intensity of meat,kg CO2-eq/kg protein,0,AFG
Albania,Pigs,All systems,EMSS: Total GHG emissions,kg CO2-eq/year,116479510.67134157,ALB
Albania,Pigs,All systems,EMSS: Total CO2,kg CO2-eq/year,44717380.31704197,ALB
Albania,Pigs,All systems,EMSS: Total CH4,kg CO2-eq/year,54906791.51661487,ALB
Albania,Pigs,All systems,EMSS: Total N2O,kg CO2-eq/year,16855338.837684736,ALB
Albania,Pigs,All systems,EMSS: Feed - N2O fertilizer and crop residues,kg CO2-eq/year,4903330.766700343,ALB
Albania,Pigs,All systems,EMSS: Feed - N2O manure applied and deposited,kg CO2-eq/year,1998523.5703436714,ALB
Albania,Pigs,All systems,EMSS: Feed - CO2 feed production,kg CO2-eq/year,26233958.648043774,ALB
Albania,Pigs,All systems,EMSS: Feed - CO2 LUC soy,kg CO2-eq/year,15014477.736849733,ALB
Albania,Pigs,All systems,EMSS: Feed - CO2 LUC palm kernel cake,kg CO2-eq/year,64418.08383192195,ALB
Albania,Pigs,All systems,EMSS: Feed - CO2 LUC pasture expansion,kg CO2-eq/year,0,ALB
Albania,Pigs,All systems,EMSS: Feed - CH4 rice,kg CO2-eq/year,6450595.85489504,ALB
Albania,Pigs,All systems,EMSS: Enteric - CH4 from enteric fermentation,kg CO2-eq/year,5389201.910331776,ALB
Albania,Pigs,All systems,EMSS: Manure - CH4 from manure management,kg CO2-eq/year,43066993.75138805,ALB
Albania,Pigs,All systems,EMSS: Manure - N2O from manure management,kg CO2-eq/year,9953484.500640718,ALB
Albania,Pigs,All systems,EMSS: Energy - CO2 direct energy use,kg CO2-eq/year,3118895.860596111,ALB
Albania,Pigs,All systems,EMSS: Energy - CO2 indirect energy use,kg CO2-eq/year,285629.9877204299,ALB
Albania,Pigs,All systems,PROD: Meat - carcass weight,kg CW/year,20951080.455672577,ALB
Albania,Pigs,All systems,PROD: Meat - protein amount,kg protein/year,2750876.8638298097,ALB
Albania,Pigs,All systems,HERD: total number of animals,heads/year,163590.4786814506,ALB
Albania,Pigs,All systems,HERD: adult females,heads/year,17458,ALB
Albania,Pigs,All systems,HERD: adult males,heads/year,946,ALB
Albania,Pigs,All systems,HERD: replacement females,heads/year,3029.270606442854,ALB
Albania,Pigs,All systems,HERD: replacement males,heads/year,281.40135130118205,ALB
Albania,Pigs,All systems,HERD: fattening animals,heads/year,141875.80672370654,ALB
Albania,Pigs,All systems,INTAKE: Total intake,kg DM/year,13271690.936768524,ALB
Albania,Pigs,All systems,INTAKE: Total intake - Swill & Roughages,kg DM/year,446588.31601066963,ALB
Albania,Pigs,All systems,INTAKE: Total intake - Grains & Food crops,kg DM/year,7798818.697732279,ALB
Albania,Pigs,All systems,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,4888577.28525161,ALB
Albania,Pigs,All systems,INTAKE: Total intake - Additives,kg DM/year,137706.63777396467,ALB
Albania,Pigs,All systems,EI: Emission intensity of meat,kg CO2-eq/kg protein,42.34268432836254,ALB
Albania,Pigs,Backyard,EMSS: Total GHG emissions,kg CO2-eq/year,21767412.584454328,ALB
Albania,Pigs,Backyard,EMSS: Total CO2,kg CO2-eq/year,2432501.1010058895,ALB
Albania,Pigs,Backyard,EMSS: Total CH4,kg CO2-eq/year,14364307.729719378,ALB
Albania,Pigs,Backyard,EMSS: Total N2O,kg CO2-eq/year,4970603.753729058,ALB
Albania,Pigs,Backyard,EMSS: Feed - N2O fertilizer and crop residues,kg CO2-eq/year,714200.7909870035,ALB
Albania,Pigs,Backyard,EMSS: Feed - N2O manure applied and deposited,kg CO2-eq/year,321888.9057537645,ALB
Albania,Pigs,Backyard,EMSS: Feed - CO2 feed production,kg CO2-eq/year,2410665.528113227,ALB
Albania,Pigs,Backyard,EMSS: Feed - CO2 LUC soy,kg CO2-eq/year,0,ALB
Albania,Pigs,Backyard,EMSS: Feed - CO2 LUC palm kernel cake,kg CO2-eq/year,0,ALB
Albania,Pigs,Backyard,EMSS: Feed - CO2 LUC pasture expansion,kg CO2-eq/year,0,ALB
Albania,Pigs,Backyard,EMSS: Feed - CH4 rice,kg CO2-eq/year,2032504.848587289,ALB
Albania,Pigs,Backyard,EMSS: Enteric - CH4 from enteric fermentation,kg CO2-eq/year,1853808.963899642,ALB
Albania,Pigs,Backyard,EMSS: Manure - CH4 from manure management,kg CO2-eq/year,10477993.917232446,ALB
Albania,Pigs,Backyard,EMSS: Manure - N2O from manure management,kg CO2-eq/year,3934514.0569882905,ALB
Albania,Pigs,Backyard,EMSS: Energy - CO2 direct energy use,kg CO2-eq/year,0,ALB
Albania,Pigs,Backyard,EMSS: Energy - CO2 indirect energy use,kg CO2-eq/year,21835.572892662807,ALB
Albania,Pigs,Backyard,PROD: Meat - carcass weight,kg CW/year,5395514.251791435,ALB
Albania,Pigs,Backyard,PROD: Meat - protein amount,kg protein/year,708431.0212602156,ALB
Albania,Pigs,Backyard,HERD: total number of animals,heads/year,61851.10770549178,ALB
Albania,Pigs,Backyard,HERD: adult females,heads/year,7540,ALB
Albania,Pigs,Backyard,HERD: adult males,heads/year,503,ALB
Albania,Pigs,Backyard,HERD: replacement females,heads/year,683.733772450443,ALB
Albania,Pigs,Backyard,HERD: replacement males,heads/year,44.70727564094603,ALB
Albania,Pigs,Backyard,HERD: fattening animals,heads/year,53079.66665740039,ALB
Albania,Pigs,Backyard,INTAKE: Total intake,kg DM/year,4465883.160106696,ALB
Albania,Pigs,Backyard,INTAKE: Total intake - Swill & Roughages,kg DM/year,446588.31601066963,ALB
Albania,Pigs,Backyard,INTAKE: Total intake - Grains & Food crops,kg DM/year,2569552.1200303854,ALB
Albania,Pigs,Backyard,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,1447956.3708015974,ALB
Albania,Pigs,Backyard,INTAKE: Total intake - Additives,kg DM/year,1786.3532640426786,ALB
Albania,Pigs,Backyard,EI: Emission intensity of meat,kg CO2-eq/kg protein,30.72622729836514,ALB
Albania,Pigs,Intermediate,EMSS: Total GHG emissions,kg CO2-eq/year,36130622.01858657,ALB
Albania,Pigs,Intermediate,EMSS: Total CO2,kg CO2-eq/year,11809892.012956215,ALB
Albania,Pigs,Intermediate,EMSS: Total CH4,kg CO2-eq/year,19996420.69314578,ALB
Albania,Pigs,Intermediate,EMSS: Total N2O,kg CO2-eq/year,4324309.312484568,ALB
Albania,Pigs,Intermediate,EMSS: Feed - N2O fertilizer and crop residues,kg CO2-eq/year,1521073.472367752,ALB
Albania,Pigs,Intermediate,EMSS: Feed - N2O manure applied and deposited,kg CO2-eq/year,628275.6186729033,ALB
Albania,Pigs,Intermediate,EMSS: Feed - CO2 feed production,kg CO2-eq/year,8566562.065649837,ALB
Albania,Pigs,Intermediate,EMSS: Feed - CO2 LUC soy,kg CO2-eq/year,2736998.4640737064,ALB
Albania,Pigs,Intermediate,EMSS: Feed - CO2 LUC palm kernel cake,kg CO2-eq/year,16118.352828010899,ALB
Albania,Pigs,Intermediate,EMSS: Feed - CO2 LUC pasture expansion,kg CO2-eq/year,0,ALB
Albania,Pigs,Intermediate,EMSS: Feed - CH4 rice,kg CO2-eq/year,4418091.006307752,ALB
Albania,Pigs,Intermediate,EMSS: Enteric - CH4 from enteric fermentation,kg CO2-eq/year,1453358.124608896,ALB
Albania,Pigs,Intermediate,EMSS: Manure - CH4 from manure management,kg CO2-eq/year,14124971.562229136,ALB
Albania,Pigs,Intermediate,EMSS: Manure - N2O from manure management,kg CO2-eq/year,2174960.221443912,ALB
Albania,Pigs,Intermediate,EMSS: Energy - CO2 direct energy use,kg CO2-eq/year,379604.40318429284,ALB
Albania,Pigs,Intermediate,EMSS: Energy - CO2 indirect energy use,kg CO2-eq/year,110608.72722036685,ALB
Albania,Pigs,Intermediate,PROD: Meat - carcass weight,kg CW/year,5582417.693886659,ALB
Albania,Pigs,Intermediate,PROD: Meat - protein amount,kg protein/year,732971.4432073184,ALB
Albania,Pigs,Intermediate,HERD: total number of animals,heads/year,43375.87822856316,ALB
Albania,Pigs,Intermediate,HERD: adult females,heads/year,4631,ALB
Albania,Pigs,Intermediate,HERD: adult males,heads/year,232,ALB
Albania,Pigs,Intermediate,HERD: replacement females,heads/year,1035.9929896435865,ALB
Albania,Pigs,Intermediate,HERD: replacement males,heads/year,50.764862155531326,ALB
Albania,Pigs,Intermediate,HERD: fattening animals,heads/year,37426.12037676404,ALB
Albania,Pigs,Intermediate,INTAKE: Total intake,kg DM/year,4019587.1023314605,ALB
Albania,Pigs,Intermediate,INTAKE: Total intake - Swill & Roughages,kg DM/year,0,ALB
Albania,Pigs,Intermediate,INTAKE: Total intake - Grains & Food crops,kg DM/year,2453258.5865902803,ALB
Albania,Pigs,Intermediate,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,1526132.6447178656,ALB
Albania,Pigs,Intermediate,INTAKE: Total intake - Additives,kg DM/year,40195.871023314605,ALB
Albania,Pigs,Intermediate,EI: Emission intensity of meat,kg CO2-eq/kg protein,49.2933556326384,ALB
Albania,Pigs,Industrial,EMSS: Total GHG emissions,kg CO2-eq/year,58581476.06830068,ALB
Albania,Pigs,Industrial,EMSS: Total CO2,kg CO2-eq/year,30474987.203079864,ALB
Albania,Pigs,Industrial,EMSS: Total CH4,kg CO2-eq/year,20546063.09374971,ALB
Albania,Pigs,Industrial,EMSS: Total N2O,kg CO2-eq/year,7560425.771471107,ALB
Albania,Pigs,Industrial,EMSS: Feed - N2O fertilizer and crop residues,kg CO2-eq/year,2668056.5033455878,ALB
Albania,Pigs,Industrial,EMSS: Feed - N2O manure applied and deposited,kg CO2-eq/year,1048359.0459170038,ALB
Albania,Pigs,Industrial,EMSS: Feed - CO2 feed production,kg CO2-eq/year,15256731.054280708,ALB
Albania,Pigs,Industrial,EMSS: Feed - CO2 LUC soy,kg CO2-eq/year,12277479.272776026,ALB
Albania,Pigs,Industrial,EMSS: Feed - CO2 LUC palm kernel cake,kg CO2-eq/year,48299.73100391105,ALB
Albania,Pigs,Industrial,EMSS: Feed - CO2 LUC pasture expansion,kg CO2-eq/year,0,ALB
Albania,Pigs,Industrial,EMSS: Feed - CH4 rice,kg CO2-eq/year,0,ALB
Albania,Pigs,Industrial,EMSS: Enteric - CH4 from enteric fermentation,kg CO2-eq/year,2082034.8218232384,ALB
Albania,Pigs,Industrial,EMSS: Manure - CH4 from manure management,kg CO2-eq/year,18464028.27192647,ALB
Albania,Pigs,Industrial,EMSS: Manure - N2O from manure management,kg CO2-eq/year,3844010.222208516,ALB
Albania,Pigs,Industrial,EMSS: Energy - CO2 direct energy use,kg CO2-eq/year,2739291.457411818,ALB
Albania,Pigs,Industrial,EMSS: Energy - CO2 indirect energy use,kg CO2-eq/year,153185.68760740024,ALB
Albania,Pigs,Industrial,PROD: Meat - carcass weight,kg CW/year,9973148.509994484,ALB
Albania,Pigs,Industrial,PROD: Meat - protein amount,kg protein/year,1309474.3993622758,ALB
Albania,Pigs,Industrial,HERD: total number of animals,heads/year,58363.49274739565,ALB
Albania,Pigs,Industrial,HERD: adult females,heads/year,5287,ALB
Albania,Pigs,Industrial,HERD: adult males,heads/year,211,ALB
Albania,Pigs,Industrial,HERD: replacement females,heads/year,1309.5438443488247,ALB
Albania,Pigs,Industrial,HERD: replacement males,heads/year,185.92921350470468,ALB
Albania,Pigs,Industrial,HERD: fattening animals,heads/year,51370.01968954212,ALB
Albania,Pigs,Industrial,INTAKE: Total intake,kg DM/year,4786220.674330369,ALB
Albania,Pigs,Industrial,INTAKE: Total intake - Swill & Roughages,kg DM/year,0,ALB
Albania,Pigs,Industrial,INTAKE: Total intake - Grains & Food crops,kg DM/year,2776007.991111614,ALB
Albania,Pigs,Industrial,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,1914488.2697321475,ALB
Albania,Pigs,Industrial,INTAKE: Total intake - Additives,kg DM/year,95724.41348660737,ALB
Albania,Pigs,Industrial,EI: Emission intensity of meat,kg CO2-eq/kg protein,44.73663333687952,ALB
Algeria,Pigs,All systems,EMSS: Total GHG emissions,kg CO2-eq/year,0,DZA
Algeria,Pigs,All systems,EMSS: Total CO2,kg CO2-eq/year,0,DZA
Algeria,Pigs,All systems,EMSS: Total CH4,kg CO2-eq/year,0,DZA
Algeria,Pigs,All systems,EMSS: Total N2O,kg CO2-eq/year,0,DZA
Algeria,Pigs,All systems,EMSS: Feed - N2O fertilizer and crop residues,kg CO2-eq/year,0,DZA
Algeria,Pigs,All systems,EMSS: Feed - N2O manure applied and deposited,kg CO2-eq/year,0,DZA
Algeria,Pigs,All systems,EMSS: Feed - CO2 feed production,kg CO2-eq/year,0,DZA
Algeria,Pigs,All systems,EMSS: Feed - CO2 LUC soy,kg CO2-eq/year,0,DZA
Algeria,Pigs,All systems,EMSS: Feed - CO2 LUC palm kernel cake,kg CO2-eq/year,0,DZA
Algeria,Pigs,All systems,EMSS: Feed - CO2 LUC pasture expansion,kg CO2-eq/year,0,DZA
Algeria,Pigs,All systems,EMSS: Feed - CH4 rice,kg CO2-eq/year,0,DZA
Algeria,Pigs,All systems,EMSS: Enteric - CH4 from enteric fermentation,kg CO2-eq/year,0,DZA
Algeria,Pigs,All systems,EMSS: Manure - CH4 from manure management,kg CO2-eq/year,0,DZA
Algeria,Pigs,All systems,EMSS: Manure - N2O from manure management,kg CO2-eq/year,0,DZA
Algeria,Pigs,All systems,EMSS: Energy - CO2 direct energy use,kg CO2-eq/year,0,DZA
Algeria,Pigs,All systems,EMSS: Energy - CO2 indirect energy use,kg CO2-eq/year,0,DZA
Algeria,Pigs,All systems,PROD: Meat - carcass weight,kg CW/year,0,DZA
Algeria,Pigs,All systems,PROD: Meat - protein amount,kg protein/year,0,DZA
Algeria,Pigs,All systems,HERD: total number of animals,heads/year,0,DZA
Algeria,Pigs,All systems,HERD: adult females,heads/year,0,DZA
Algeria,Pigs,All systems,HERD: adult males,heads/year,0,DZA
Algeria,Pigs,All systems,HERD: replacement females,heads/year,0,DZA
Algeria,Pigs,All systems,HERD: replacement males,heads/year,0,DZA
Algeria,Pigs,All systems,HERD: fattening animals,heads/year,0,DZA
Algeria,Pigs,All systems,INTAKE: Total intake,kg DM/year,0,DZA
Algeria,Pigs,All systems,INTAKE: Total intake - Swill & Roughages,kg DM/year,0,DZA
Algeria,Pigs,All systems,INTAKE: Total intake - Grains & Food crops,kg DM/year,0,DZA
Algeria,Pigs,All systems,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0,DZA
Algeria,Pigs,All systems,INTAKE: Total intake - Additives,kg DM/year,0,DZA
Algeria,Pigs,All systems,EI: Emission intensity of meat,kg CO2-eq/kg protein,0,DZA
Algeria,Pigs,Backyard,EMSS: Total GHG emissions,kg CO2-eq/year,0,DZA
Algeria,Pigs,Backyard,EMSS: Total CO2,kg CO2-eq/year,0,DZA
Algeria,Pigs,Backyard,EMSS: Total CH4,kg CO2-eq/year,0,DZA
Algeria,Pigs,Backyard,EMSS: Total N2O,kg CO2-eq/year,0,DZA
Algeria,Pigs,Backyard,EMSS: Feed - N2O fertilizer and crop residues,kg CO2-eq/year,0,DZA
Algeria,Pigs,Backyard,EMSS: Feed - N2O manure applied and deposited,kg CO2-eq/year,0,DZA
Algeria,Pigs,Backyard,EMSS: Feed - CO2 feed production,kg CO2-eq/year,0,DZA
Algeria,Pigs,Backyard,EMSS: Feed - CO2 LUC soy,kg CO2-eq/year,0,DZA
Algeria,Pigs,Backyard,EMSS: Feed - CO2 LUC palm kernel cake,kg CO2-eq/year,0,DZA
Algeria,Pigs,Backyard,EMSS: Feed - CO2 LUC pasture expansion,kg CO2-eq/year,0,DZA
Algeria,Pigs,Backyard,EMSS: Feed - CH4 rice,kg CO2-eq/year,0,DZA
Algeria,Pigs,Backyard,EMSS: Enteric - CH4 from enteric fermentation,kg CO2-eq/year,0,DZA
Algeria,Pigs,Backyard,EMSS: Manure - CH4 from manure management,kg CO2-eq/year,0,DZA
Algeria,Pigs,Backyard,EMSS: Manure - N2O from manure management,kg CO2-eq/year,0,DZA
Algeria,Pigs,Backyard,EMSS: Energy - CO2 direct energy use,kg CO2-eq/year,0,DZA
Algeria,Pigs,Backyard,EMSS: Energy - CO2 indirect energy use,kg CO2-eq/year,0,DZA
Algeria,Pigs,Backyard,PROD: Meat - carcass weight,kg CW/year,0,DZA
Algeria,Pigs,Backyard,PROD: Meat - protein amount,kg protein/year,0,DZA
