iso3c,global_prop_product,global_prop_kcal,global_prop_protein
BWA,4.324340319536605e-5,2.8470141451763443e-5,3.415915018546917e-5
CAF,2.3882424743960928e-4,2.2958062539257698e-4,1.8179841495267768e-4
CAN,0.011543919263457277,0.022550822568464794,0.02585039026761313
CCK,1.6814249832748e-7,8.895815299300566e-8,3.952033287538796e-7
CHE,8.529743660547471e-4,6.203401901296508e-4,6.330480744297278e-4
CHL,0.0021152977844261824,0.0015695650278468825,0.0020310611753936642
CHN,0.1814903056559024,0.1572801386735883,0.13623708574448662
CIV,0.002578652043384987,0.00297188737019273,0.0017724066604149244
CMR,0.002608274224534489,0.002658352423250185,0.0021173224795605293
COD,0.0041954178913564,0.003309168643896125,0.0014423012937815067
COG,2.8174544842008754e-4,1.9232936949485998e-4,1.030171261909294e-4
COK,5.259750168159227e-7,3.972763703198054e-7,1.3121582490757169e-6
COL,0.007506216332054573,0.00473255202644967,0.003678457462490713
COM,3.807949276762552e-6,2.045036533948016e-6,6.486747641393961e-6
CPV,1.3621186762762686e-5,8.162299490069587e-6,1.1661735619145583e-5
CRI,0.0013717685065353763,7.497227360890689e-4,5.362739111009964e-4
CUB,0.0028710146815039634,9.463388123676354e-4,4.5389315118887823e-4
CUW,3.3954708682952426e-7,1.9926777223260615e-7,7.418000925869603e-7
CXR,6.669303627554225e-6,1.2389571068857082e-5,7.473366196860187e-6
CYM,4.291485005954288e-8,1.8544398868978587e-8,3.288995351542682e-8
CYP,7.499658291936937e-5,5.1808200928763e-5,5.712394295570072e-5
CZE,0.0018299235325764962,0.002513774667405939,0.0023021801552619444
DEU,0.014138695316402746,0.015913333328423356,0.014532267531507412
DJI,7.221082618696425e-6,4.0233883471354e-6,8.816957132366841e-6
DMA,1.225854155790164e-5,6.071307804282354e-6,3.2786769104602086e-6
DNK,0.00228940489830007,0.0032572425330990975,0.0030783684424779524
DOM,0.0013208026584314982,6.883796994672506e-4,4.806419411152259e-4
DZA,0.0024633427825851016,0.0018534516732751842,0.0018252881030049461
ECU,0.0025267180176339397,0.001901256075483676,0.0015948355293126841
EGY,0.009122253891994775,0.006889204072146512,0.00570026409980837
ERI,7.88129933203469e-5,1.158134952726222e-4,1.2465304353714916e-4
ESH,2.415814166965674e-5,1.4387500089152485e-5,5.167083291252321e-5
ESP,0.007435487972416186,0.00796489547345977,0.007503289498941433
EST,2.6423575301735077e-4,4.2699397905123204e-4,4.250790414074343e-4
ETH,0.004450417846998056,0.00633353464281262,0.006005874055917352
FIN,8.075086026798384e-4,0.0011332120149479285,0.0010898296145381765
FJI,1.9895273156174872e-4,6.467280907913783e-5,4.539549893554469e-5
FLK,8.923487084212854e-6,4.0360651180897864e-6,1.8269079897069938e-5
FRA,0.01742980255844064,0.020166395508296877,0.018261377701289466
FRO,3.52784700808921e-5,1.9450955969781578e-5,8.36696179054324e-5
FSM,1.1120798222705033e-5,8.771967960440765e-6,1.484850954646293e-5
GAB,1.401181912616462e-4,8.586836144443594e-5,5.1229753574635e-5
GBR,0.006523721016035386,0.007981240512962751,0.008227675628416222
GEO,1.8521615137177211e-4,1.32877388350045e-4,1.3626951150534666e-4
GGY,8.071677798451191e-7,3.139462496334808e-7,1.409025463711245e-6
GHA,0.004071364298958766,0.003758526091590356,0.0020652224636777874
GIB,1.3107313427523206e-7,3.2628928875460184e-8,1.325699372253675e-7
GIN,9.830982849157604e-4,0.0013301911600061742,0.0010582340597280705
GLP,7.586564343986494e-5,1.9176022873886203e-5,6.034120507936206e-6
GMB,5.106351274277914e-5,8.076258188254704e-5,8.645719299885083e-5
GNB,1.1102840245984721e-4,1.4088186946942474e-4,1.2597269830104936e-4
GNQ,4.382398122336302e-5,3.383936420736573e-5,3.736592610219023e-5
GRC,0.00159312452156583,0.001888747858063564,0.0018293757208693443
GRD,9.338683993879466e-6,4.861468775096123e-6,3.7873203729635626e-6
GRL,5.993378828469563e-5,2.2554730244361316e-5,1.1506646341662965e-4
GTM,0.0037098114804407713,0.001851037884224393,0.0013223091449064083
GUF,1.2700509663134963e-5,6.076161447255131e-6,4.801620173871919e-6
GUM,3.2319102047431915e-6,3.2841976417314147e-6,1.140159427863534e-6
GUY,2.9785809479558357e-4,1.8872001585292444e-4,1.0078331042769283e-4
HKG,1.7693602984391715e-5,2.999871913107655e-5,3.582982685942229e-5
HND,0.0010949114936215788,9.874473259645902e-4,8.763106334080875e-4
HRV,5.941130670710856e-4,6.985813957327807e-4,7.17590042363437e-4
HSX,8.617571790301917e-4,4.672971659696809e-4,0.001964818783486102
HTI,5.470200181869305e-4,3.363563581149537e-4,2.4430588846321457e-4
HUN,0.002492105693265635,0.0036244731145103847,0.0034136458296454867
IDN,0.03230315696004561,0.055052030543814204,0.04595759379200558
IMN,8.839081847540803e-8,3.4482813247392564e-8,1.561452288369005e-7
IND,0.11192884983249275,0.10306266288305024,0.08756852486559064
IOT,1.4167927405919942e-7,8.08490219669994e-8,3.5355714279021155e-7
IRL,0.0011702345763492602,0.001112676803137799,0.0013166026212434157
IRN,0.007924119990650366,0.006719763573491034,0.006474771126592316
IRQ,6.112831758712029e-4,8.000300438712108e-4,7.409296505390328e-4
ISL,1.2978449867696398e-4,6.333792446481306e-5,2.512727041653237e-4
ISR,6.253189196610359e-4,3.5666537851292374e-4,4.4475209298692727e-4
ITA,0.006545133959906291,0.00565087438018716,0.005735406004189944
JAM,2.542245301888284e-4,1.1346303767947451e-4,8.47344642652032e-5
JEY,3.3203173629702485e-7,1.258662156708736e-7,5.669546806120915e-7
JOR,2.904652384137872e-4,1.5384028407932433e-4,1.8498825679368722e-4
JPN,0.004770772775875304,0.0040218205724379405,0.00412405223355648
KAZ,0.005194630414773571,0.008766428174801553,0.008603916099750666
KEN,0.0022701742296391434,0.0014702220659088745,0.0015014309653527198
KGZ,7.150710152234189e-4,6.05896960940414e-4,6.031591044604085e-4
KHM,0.0022396030837973234,0.0027504979376883143,0.0015246921430084506
KIR,2.1523545929275748e-5,1.700776397760588e-5,3.16825790516149e-5
KNA,8.566164766293673e-7,6.243289911713771e-7,6.665177655551948e-7
KOR,0.002498495636242022,0.001982467025630569,0.001817275503025722
KWT,7.918068941415014e-5,3.9431368625187736e-5,7.797639257663715e-5
LAO,0.0012569498923855331,0.0012249109550083943,7.733435355508898e-4
LBN,2.612635130784374e-4,1.641002803895618e-4,1.7015620211345136e-4
LBR,1.7262839925407837e-4,1.6976156902514974e-4,1.2092315333981554e-4
LBY,2.5936031163781314e-4,2.014453862753321e-4,2.2203817257341718e-4
LCA,4.589504596082624e-6,3.395074668977756e-6,2.44490936425401e-6
LIE,1.295014240496277e-6,5.909794728749453e-7,7.851731383442006e-7
LKA,8.970976768441119e-4,9.013423911176444e-4,5.288477170574513e-4
LSO,5.087782443494033e-5,3.6915277424783966e-5,3.744559925753492e-5
LTU,0.0010239013845687603,0.0017341502277763317,0.0017699815287728743
LUX,5.762657062779649e-5,5.732927968781913e-5,6.009779554848618e-5
LVA,4.8362911906931855e-4,8.097004836217608e-4,8.178285681215462e-4
MAC,1.2217874993733333e-6,1.981519872664074e-6,2.500532261444004e-6
MAF,2.924445584676107e-7,1.3149153571214258e-7,5.970048861158895e-7
MAR,0.00335801168483423,0.0036466423977700325,0.0036437233848541123
MCO,4.8566968652362055e-9,2.572304901860722e-9,1.0824412882357529e-8
MDA,7.262107025209808e-4,8.771071374092559e-4,8.241898857682598e-4
MDG,0.0013667405712590559,0.0012011973506848312,7.406728071659044e-4
MDV,1.5975210170756916e-5,9.337670231390006e-6,3.765840822034697e-5
MEX,0.014839817881056427,0.00906703955512149,0.008492784967458165
MHL,6.194276534095467e-6,5.303413176786775e-6,9.135040775489403e-6
MKD,2.0419114169605517e-4,1.477160598750972e-4,1.4210431937518878e-4
MLI,0.0016796920083143772,0.0024872085706210954,0.0019553386152180953
MLT,1.8039446044101612e-5,1.07850396516053e-5,1.586778897189173e-5
MMR,0.006454785761961541,0.008599885069663955,0.008075097068914345
MNE,6.85535068964178e-5,3.330979778815907e-5,3.2337192459057526e-5
MNG,1.467248627958538e-4,1.4908015772453455e-4,1.965002803005536e-4
MNP,1.4213223107161504e-9,7.507414743389606e-10,3.3643446469654604e-9
MOZ,0.0016522793304691507,0.0011713336690735733,7.268368625010397e-4
MRT,0.00029067055799045205,2.1661894893757876e-4,4.946255017188484e-4
MSR,7.436986148015181e-7,4.163000273432194e-7,6.694558273867278e-7
MTQ,3.695312529693257e-5,1.2509847751324511e-5,5.348596926244676e-6
MUS,3.808254167619645e-4,8.833692329438419e-5,3.670579932311274e-5
MWI,0.0016217721382620505,0.0012970426763418686,0.0011053210453448948
MYS,0.011272968865412581,0.03075278468834885,0.02925524771763259
MYT,3.0544175544453366e-7,1.5823599548620286e-7,7.125013139075459e-7
"NAM",1.3747400567711132e-4,9.729887535626432e-5,1.875544569797003e-4
NCL,7.568529406943457e-6,5.947408872589561e-6,5.051775922398832e-6
NER,0.0011317905830158085,0.0016706854123516434,0.0016662697633268494
NFK,2.179766594805977e-7,7.23319644520082e-8,3.260438396005191e-7
NGA,0.01717310759814483,0.01576001096928262,0.010281098050577897
NIC,0.0010690515635820462,5.870700461777836e-4,4.7988233753920795e-4
NIU,6.719877115213854e-7,5.227100886861443e-7,3.079211484822399e-7
NLD,0.003961486262236794,0.0023006813827045605,0.0024027569919734836
NOR,8.445274466725571e-4,6.698716527974341e-4,0.0015849056291135225
NPL,0.002398064900178939,0.002440632711399875,0.0018770903619400947
NRU,8.036725208011521e-7,5.737153672089172e-7,1.3045523995173758e-6
NZL,0.0025552728167780423,0.0013960337269905416,0.00187021812730396
OMN,1.7431063434924086e-4,8.609731409495247e-5,1.6836606025725254e-4
PAK,0.019395308274994253,0.01596718127491522,0.01362818048340269
PAN,4.382436480159045e-4,2.2162239621145027e-4,1.8021420783560614e-4
PCN,1.3877831127593225e-7,8.26713346466101e-8,3.624691500731067e-7
PER,0.0038774848307060435,0.002560044122409461,0.0029491304451141386
PHL,0.01155960972237389,0.008584873294658119,0.00509589997800304
PLW,1.1147103726139107e-6,6.441318380125202e-7,2.740479700626152e-6
PNG,8.784945172376355e-4,0.0010536747652328008,8.64933636117841e-4
POL,0.008539959656660755,0.00999899638133316,0.009243155758201187
PRI,6.428947739963472e-5,3.233974238466467e-5,3.787386267279623e-5
PRK,0.0012796657974785475,0.0010897010586382629,9.890556460971714e-4
PRT,9.999127160031963e-4,7.834063367388171e-4,8.050559176608459e-4
PRY,0.0026530877563219284,0.0034885719030773696,0.006618646121030671
PSE,2.6010989483790846e-5,1.8896460391145624e-5,3.535433032310892e-5
PYF,1.3294650796656992e-5,1.1519973295401332e-5,7.931439135899708e-6
QAT,2.356792699033544e-5,1.2262453161720832e-5,3.594459938492761e-5
REU,7.540713979471632e-6,7.329150628924936e-6,1.120426571359177e-5
ROU,0.004729806911008796,0.006216828731847977,0.005907995088554486
RUS,0.036004931070913175,0.05117621346371749,0.05013988832629453
RWA,8.45918279862678e-4,6.202055022155538e-4,4.425154056304814e-4
SAU,9.663748855231666e-4,6.965421266378876e-4,0.001077033433238881
SDN,0.0026086537530412932,0.002636498869826319,0.0025206144682569853
SEN,5.892250462544372e-4,6.795068040901007e-4,6.905835403553643e-4
SGP,1.7918551889087182e-5,1.64045488152347e-5,3.3397189855415574e-5
SHN,4.30254860762244e-6,2.020598061223257e-6,9.090186320817122e-6
SJM,4.707814853086787e-6,1.790045073087318e-6,9.527510107526278e-6
SLB,9.082374507178294e-5,1.364217887544581e-4,1.0344250992938095e-4
SLE,2.7195032633134e-4,3.506721878806516e-4,3.0787521718490205e-4
SLV,9.622447385256442e-4,3.5729139820399336e-4,2.347316089402737e-4
SMR,1.6375196694299304e-12,5.297827111520406e-13,2.0849273280480444e-12
SOM,2.2375068303099054e-4,1.4540295004457376e-4,2.1071026080495404e-4
SPM,1.9961116197458415e-7,8.180750882504851e-8,3.6678123652235197e-7
SRB,0.0017846650104241112,0.0017323853549550425,0.001695653325218442
SSD,6.104735639341979e-4,5.415588055896829e-4,5.734633784960324e-4
STP,7.282953025357158e-6,8.530760884114395e-6,8.329614547402605e-6
SUR,6.113745384330505e-5,6.729460412614369e-5,4.577160081140051e-5
SVK,7.625264238895765e-4,0.0011333495626001562,0.0010806780228920642
SVN,1.7225927038100463e-4,1.5184305728648822e-4,1.7184379729241175e-4
SWE,0.0013502625242406779,0.0018813843714779745,0.001819121802821337
SWZ,5.589214792545196e-4,1.34920459621807e-4,3.684380309195151e-5
SXM,9.96452313282803e-9,4.4610158679905285e-9,2.0378176868854533e-8
SYC,6.801816821776586e-6,4.147257971508991e-6,1.5711107246374785e-5
SYR,0.0010320174077204731,0.001076309638248485,0.0010834973459354661
TCA,5.611405924782904e-7,2.520135135547311e-7,1.143744688773256e-6
TCD,6.083732170887334e-4,8.67714359812999e-4,8.366789907860629e-4
TGO,4.262619304663959e-4,4.911094340238514e-4,4.1501243008292644e-4
THA,0.021571848124753608,0.016912533935303908,0.011050249612538879
TJK,6.334988124106605e-4,5.424253267190591e-4,5.233410542437514e-4
TKL,4.5613546651366447e-7,4.866403149173457e-7,2.552258844026995e-7
TKM,6.183560948715961e-4,6.226569754298776e-4,6.07067458337585e-4
TLS,3.826433152358077e-5,4.1371790727598125e-05,4.292411131639002e-5
TON,1.9708321238212617e-5,1.8477498840799288e-5,7.6996405794321e-6
TTO,2.067177300328087e-5,1.3639957038736112e-5,2.254026856420282e-5
TUN,0.0010463578770879796,0.0010518358383793515,0.0010529964082139232
TUR,0.013770128257771663,0.013070899673994586,0.012462098595730359
TUV,3.082399135580878e-6,1.6520659155301826e-6,6.448077770447999e-6
TWN,0.0019460977762895259,0.0014760398608230831,0.0012613134364449958
TZA,0.003823867626642397,0.003949839465205525,0.003290634026016742
UGA,0.0023199377505464763,0.0017536150198527432,0.0014390667993951533
UKR,0.015139402314484589,0.020004408065316524,0.019821941469816497
URY,8.340861140025901e-4,0.001176462622749084,0.0015074717865264967
USA,0.084953909529288,0.09451943891104382,0.13585028077215727
UZB,0.004130171717165952,0.004040911673958294,0.003978588887581452
VCT,9.912311899161181e-6,4.50491315285897e-6,2.6453460008464226e-6
VEN,0.0013555667496733838,8.460339991309097e-4,8.229617634716182e-4
VGB,3.0308749191625195e-7,1.7982167475297226e-7,5.987369364767909e-7
VIR,3.071858244437198e-7,2.2452227990459033e-7,3.530413598255077e-7
VNM,0.011245696205743765,0.012115928328672147,0.007952209121700235
VUT,4.9034622922730296e-5,5.119860279626103e-5,1.915851603377049e-5
WLF,2.0546765652907127e-6,1.172749960629497e-6,6.580561277382671e-7
WSM,1.4870041549767805e-6,1.4486815158541228e-6,2.95248972960299e-6
XKO,8.034481251835626e-5,9.617009215480624e-5,8.785321529890882e-5
XMI,2.2529111765810883e-6,1.3586528229118053e-6,5.2472486883733975e-6
YEM,2.976373901625534e-4,2.1543982399367345e-4,3.0321561564807594e-4
ZAF,0.005609096882173049,0.003936916210344347,0.004251724884798803
ZMB,0.0010912135133248106,8.045334804897337e-4,8.200333163644333e-4
ZWE,5.666954979298603e-4,3.1366062909648086e-4,2.8046848951652055e-4
