iso3c,product,tonnes,product_tonnes_to_mill_kcal,product_tonnes_to_tonnes_protein,million_kcal,tonnes_protein
AUS,cows_milk,9331500,0.6667921783456684,0.03377826275535814,6222171.212232605,315201.8589016245
AUS,goats_meat,35665.38,1.4085299127960191,0.15268677320339286,50235.754581236884,5445.631787272823
AUS,pigs_meat,430612.14,3.2303575643687106,0.11067792825595003,1391031.1837579983,47659.259537061116
AUS,sheep_meat,755313.31,2.205370196003507,0.1340347089575894,1665745.462518758,101238.19967764351
AUT,chickens_eggs,128343.82244671817,1.347665156943461,0.10607382782442676,172964.49762038013,13613.920524541982
AUT,chickens_meat,130815.82244671817,1.2979377867544766,0.12379158521703051,169790.79905895996,16193.898032148845
AUT,cows_meat,237559.9,2.0848951665824287,0.143624929072276,495287.4872838051,34119.52378791698
AUT,cows_milk,3712727,0.6667921783456684,0.03377826275535814,2475617.3239327786,125409.46814491256
AUT,goats_meat,630.38,1.4085299127960191,0.15268677320339286,887.9090864283545,96.25068809195479
AUT,goats_milk,23075,0.7502654071524572,0.035507431374429806,17312.37427004295,819.3339789649677
AUT,pigs_meat,526699.34,3.2303575643687106,0.11067792825595003,1701427.1971170073,58293.99176497623
AUT,sheep_meat,6957.41,2.205370196003507,0.1340347089575894,15343.664655376759,932.5344244486221
AUT,sheep_milk,11982,0.9525121771438787,0.058559218635291344,11413.000906537955,701.6565576880608
AZE,chickens_eggs,121956.2485791222,1.347665156943461,0.10607382782442676,164356.18688161846,12936.3661138948
AZE,chickens_meat,123476.2485791222,1.2979377867544766,0.12379158521703051,160264.48879753146,15285.320548261649
AZE,cows_meat,171856.03,2.0848951665824287,0.143624929072276,358301.80629504484,24682.810119392936
AZE,cows_milk,1985063,0.6667921783456684,0.03377826275535814,1323624.4819233876,67051.9795999395
AZE,goats_milk,6125,0.7502654071524572,0.035507431374429806,4595.3756188088,217.48301716838256
AZE,pigs_meat,504.55,3.2303575643687106,0.11067792825595003,1629.876909102233,55.84254870153959
AZE,sheep_meat,88010.89,2.205370196003507,0.1340347089575894,194096.5937297431,11796.514026248415
AZE,sheep_milk,32955,0.9525121771438787,0.058559218635291344,31390.038797776524,1929.8190501260262
BDI,chickens_eggs,22457.66363562323,1.347665156943461,0.10607382782442676,30265.41078808564,2382.1703458239886
BDI,chickens_meat,25957.66363562323,1.2979377867544766,0.12379158521703051,33691.432488537976,3213.340329984267
BDI,cows_meat,12027.93,2.0848951665824287,0.143624929072276,25076.97312099179,1727.5105931363007
BDI,cows_milk,66000,0.6667921783456684,0.03377826275535814,44008.283770814116,2229.3653418536373
BDI,goats_meat,4611.54,1.4085299127960191,0.15268677320339286,6495.492034055354,704.1211620983743
BDI,goats_milk,56435,0.7502654071524572,0.035507431374429806,42341.22825264892,2003.861889615946
BDI,pigs_meat,9404.6,3.2303575643687106,0.11067792825595003,30380.220749861975,1040.8816440759076
BDI,sheep_meat,1304.98,2.205370196003507,0.1340347089575894,2877.9639983806564,174.91261449547503
BDI,sheep_milk,1227,0.9525121771438787,0.058559218635291344,1168.732441355539,71.85216126550247
BEL,chickens_eggs,188058.48046173068,1.347665156943461,0.10607382782442676,253439.8615860071,19948.082877420944
BEL,chickens_meat,505102.4804617307,1.2979377867544766,0.12379158521703051,655591.5955746949,62527.43675341182
BEL,cows_meat,306561.42,2.0848951665824287,0.143624929072276,639148.4228186458,44029.86220379621
BEL,cows_milk,4025417,0.6667921783456684,0.03377826275535814,2684116.5701796855,135971.5931258855
BEL,goats_meat,338.82,1.4085299127960191,0.15268677320339286,477.2381050535472,51.73333249677356
BEL,goats_milk,32865,0.7502654071524572,0.035507431374429806,24657.472606065505,1166.9517321206356
BEL,pigs_meat,1111994.68,3.2303575643687106,0.11067792825595003,3592140.4260757635,123073.26741403811
BEL,sheep_meat,3115.2,2.205370196003507,0.1340347089575894,6870.169234590125,417.5449253446825
BEN,chickens_eggs,152550.3923970255,1.347665156943461,0.10607382782442676,205586.84851152395,16181.604057670826
BEN,chickens_meat,151534.3923970255,1.2979377867544766,0.12379158521703051,196682.2138849797,18758.682649727325
BEN,cows_meat,48960,2.0848951665824287,0.143624929072276,102076.4673558757,7031.876527378633
BEN,cows_milk,118903,0.6667921783456684,0.03377826275535814,79283.590381835,4016.3367764003488
BEN,goats_meat,7234.87,1.4085299127960191,0.15268677320339286,10190.530810190536,1104.6689548460308
BEN,goats_milk,26892,0.7502654071524572,0.035507431374429806,20176.13732914388,954.8658445211663
BEN,pigs_meat,6942.84,3.2303575643687106,0.11067792825595003,22427.855712201657,768.4191474125402
BEN,sheep_meat,4106.38,2.205370196003507,0.1340347089575894,9056.08806546488,550.397448169266
BES,chickens_eggs,520,1.347665156943461,0.10607382782442676,700.7858816105997,55.15839046870192
BES,chickens_meat,390,1.2979377867544766,0.12379158521703051,506.19573683424585,48.2787182346419
BES,cows_meat,22.68,2.0848951665824287,0.143624929072276,47.28542237808948,3.25741339135922
BES,cows_milk,389,0.6667921783456684,0.03377826275535814,259.382157376465,13.139744211834318
BES,goats_meat,47.03,1.4085299127960191,0.15268677320339286,66.24316179879678,7.180858943755566
BES,pigs_meat,244.98,3.2303575643687106,0.11067792825595003,791.3729961190467,27.113878864142638
BES,sheep_meat,50.39,2.205370196003507,0.1340347089575894,111.12860417661672,6.75400898437293
BFA,chickens_eggs,154690.56479292436,1.347665156943461,0.10607382782442676,208471.08427932902,16408.62033590799
BFA,chickens_meat,154763.56479292436,1.2979377867544766,0.12379158521703051,200873.47875756127,19158.427019554718
BFA,cows_meat,123060,2.0848951665824287,0.143624929072276,256567.19919963367,17674.483771634284
BFA,cows_milk,212236,0.6667921783456684,0.03377826275535814,141517.30476337127,7168.96337414619
BFA,goats_meat,33894,1.4085299127960191,0.15268677320339286,47740.712864308276,5175.165490955797
BFA,goats_milk,180332,0.7502654071524572,0.035507431374429806,135296.8614026169,6403.126114613676
BFA,pigs_meat,46846.47,3.2303575643687106,0.11067792825595003,151330.84872847187,5184.870245704516
BFA,sheep_meat,18167.94,2.205370196003507,0.1340347089575894,40067.03339877995,2435.1345502589465
BFA,sheep_milk,74489,0.9525121771438787,0.058559218635291344,70951.67956327039,4362.017636924217
BGD,buffaloes_milk,35562,1.0733332764111474,0.041995432670972443,38169.87797573322,1493.441576645122
BGD,chickens_eggs,753715.7369319022,1.347665156943461,0.10607382782442676,1015756.4369030884,79949.51330787553
BGD,chickens_meat,457143.73693190224,1.2979377867544766,0.12379158521703051,593344.1301420638,56590.547866837354
BGD,cows_meat,237085.18,2.0848951665824287,0.143624929072276,494297.7458503251,34051.34216158779
BGD,cows_milk,827372,0.6667921783456684,0.03377826275535814,551685.1781822124,27947.188812426175
BGD,goats_meat,284438.57,1.4085299127960191,0.15268677320339286,400640.2341979244,43430.00742788739
BGD,goats_milk,1114318,0.7502654071524572,0.035507431374429806,836034.2479673118,39566.569914291875
BGD,sheep_meat,5601.2,2.205370196003507,0.1340347089575894,12352.719541854844,750.7552118132497
BGD,sheep_milk,28169,0.9525121771438787,0.058559218635291344,26831.31551796592,1649.554629737522
BGR,buffaloes_milk,10375,1.0733332764111474,0.041995432670972443,11135.832742765655,435.7026139613391
BGR,chickens_eggs,105397.08549154535,1.347665156943461,0.10607382782442676,142039.97976034685,11179.87229962657
BGR,chickens_meat,113035.08549154535,1.2979377867544766,0.12379158521703051,146712.50868849942,13992.792418140965
BGR,cows_meat,21139.59,2.0848951665824287,0.143624929072276,44073.82901453425,3036.172114366995
BGR,cows_milk,968177,0.6667921783456684,0.03377826275535814,645572.8508541742,32703.337099694378
BGR,goats_meat,1940.16,1.4085299127960191,0.15268677320339286,2732.7733956103248,296.2367698982947
BGR,goats_milk,43543,0.7502654071524572,0.035507431374429806,32668.80662363944,1546.100084336797
BGR,pigs_meat,87655.17,3.2303575643687106,0.11067792825595003,283157.5414655253,9701.492616523103
BGR,sheep_meat,10569.05,2.205370196003507,0.1340347089575894,23308.667870070865,1416.6195407082103
BGR,sheep_milk,69375,0.9525121771438787,0.058559218635291344,66080.53228935659,4062.545792823337
BHR,chickens_eggs,2841.5755498738813,1.347665156943461,0.10607382782442676,3829.492359387486,301.41679562742286
BHR,chickens_meat,6841.575549873882,1.2979377867544766,0.12379158521703051,8879.939427116848,846.9294827009651
BHR,cows_meat,1225.28,2.0848951665824287,0.143624929072276,2554.5803497101183,175.98075309367835
BHR,cows_milk,13620,0.6667921783456684,0.03377826275535814,9081.709469068004,460.05993872797785
BHR,goats_meat,206.4,1.4085299127960191,0.15268677320339286,290.7205740010984,31.514549989180285
BHR,goats_milk,274,0.7502654071524572,0.035507431374429806,205.57272155977327,9.729036196593766
BHR,sheep_meat,18985.93,2.205370196003507,0.1340347089575894,41871.004165408864,2544.773601839165
BHR,sheep_milk,137,0.9525121771438787,0.058559218635291344,130.49416826871138,8.022612953034914
BHS,chickens_eggs,1316.458584658288,1.347665156943461,0.10607382782442676,1774.1453651030781,139.64180124703176
BHS,chickens_meat,7527.458584658288,1.2979377867544766,0.12379158521703051,9770.172935257362,931.8360308503943
BHS,cows_meat,20.31,2.0848951665824287,0.143624929072276,42.34422083328912,2.9170223094579253
BHS,cows_milk,675,0.6667921783456684,0.03377826275535814,450.08472038332616,22.800327359866746
BHS,goats_meat,91.58,1.4085299127960191,0.15268677320339286,128.99316941385942,13.983054689966718
BHS,goats_milk,2116,0.7502654071524572,0.035507431374429806,1587.5616015345993,75.13372478829346
BHS,pigs_meat,349.64,3.2303575643687106,0.11067792825595003,1129.4622188058759,38.697430835410366
BHS,sheep_meat,35.9,2.205370196003507,0.1340347089575894,79.1727900365259,4.811846051577459
BIH,chickens_eggs,31667.600995177385,1.347665156943461,0.10607382782442676,42677.322465188634,3359.1036555750916
BIH,chickens_meat,70457.60099517739,1.2979377867544766,0.12379158521703051,91449.58269571055,8722.058117782035
BIH,cows_meat,18377.17,2.0848951665824287,0.143624929072276,38314.472908463606,2639.419737799158
BIH,cows_milk,679714,0.6667921783456684,0.03377826275535814,453227.9787120476,22959.558090495502
BIH,pigs_meat,9832.18,3.2303575643687106,0.11067792825595003,31761.457037234748,1088.2053126395867
BIH,sheep_meat,1780.46,2.205370196003507,0.1340347089575894,3926.573419176404,238.64343791062961
BIH,sheep_milk,16611,0.9525121771438787,0.058559218635291344,15822.17977453697,972.7271807508245
BLM,chickens_eggs,0,1.347665156943461,0.10607382782442676,0,0
BLM,chickens_meat,0,1.2979377867544766,0.12379158521703051,0,0
BLR,chickens_eggs,233091.04687115544,1.347665156943461,0.10607382782442676,314128.6822637313,24724.85957322633
BLR,chickens_meat,493776.04687115544,1.2979377867544766,0.12379158521703051,640890.5894283222,61125.31958437909
BLR,cows_meat,372966.67,2.0848951665824287,0.143624929072276,777596.4075793436,53567.31152507297
BLR,cows_milk,7304000,0.6667921783456684,0.03377826275535814,4870250.070636762,246716.43116513584
BLR,goats_milk,16800,0.7502654071524572,0.035507431374429806,12604.45884016128,596.5248470904207
BLR,pigs_meat,427992.63,3.2303575643687106,0.11067792825595003,1382569.2298145588,47369.337597215366
BLR,sheep_meat,1540,2.205370196003507,0.1340347089575894,3396.270101845401,206.4134517946877
BLZ,chickens_eggs,3462.5536963708664,1.347665156943461,0.10607382782442676,4666.362970644805,367.28632462167576
BLZ,chickens_meat,20224.553696370866,1.2979377867544766,0.12379158521703051,26250.21246276467,2503.6295623807036
BLZ,cows_meat,1664.59,2.0848951665824287,0.143624929072276,3470.4956453414447,239.0766206844199
BLZ,cows_milk,4785,0.6667921783456684,0.03377826275535814,3190.6005733840234,161.6289872843887
BLZ,goats_meat,1.16,1.4085299127960191,0.15268677320339286,1.633894698843382,0.1771166569159357
BLZ,pigs_meat,1880.79,3.2303575643687106,0.11067792825595003,6075.624203489027,208.16194068450827
BLZ,sheep_meat,51.03,2.205370196003507,0.1340347089575894,112.54004110205896,6.839791198105787
BMU,chickens_eggs,361.6009204544269,1.347665156943461,0.10607382782442676,487.31696121511516,38.35639377743711
BMU,chickens_meat,120.60092045442688,1.2979377867544766,0.12379158521703051,156.5324917751715,14.929379121686503
BMU,cows_meat,34.8,2.0848951665824287,0.143624929072276,72.5543517970685,4.998147531715205
BMU,cows_milk,1415,0.6667921783456684,0.03377826275535814,943.5109323591208,47.796241798831765
BMU,goats_meat,2.47,1.4085299127960191,0.15268677320339286,3.4790688846061677,0.3771363298123804
BMU,pigs_meat,76.21,3.2303575643687106,0.11067792825595003,246.1855499805394,8.434764912385951
BOL,chickens_eggs,433473.24084790295,1.347665156943461,0.10607382782442676,584176.7831580798,45980.16591619673
BOL,chickens_meat,822566.240847903,1.2979377867544766,0.12379158521703051,1067639.8061050768,101826.77890057562
BOL,cows_meat,299520,2.0848951665824287,0.143624929072276,624467.800294769,43018.53875572811
BOL,cows_milk,543508,0.6667921783456684,0.03377826275535814,362406.88326829753,18358.75603363919
BOL,goats_meat,8936.17,1.4085299127960191,0.15268677320339286,12586.862750830402,1364.434962096963
BOL,goats_milk,29532,0.7502654071524572,0.035507431374429806,22156.838004026366,1048.605463349661
BOL,pigs_meat,109585.29,3.2303575643687106,0.11067792825595003,353999.6704950388,12128.672864527478
BOL,sheep_meat,28844.44,2.205370196003507,0.1340347089575894,63612.66829641139,3866.15612044465
BOL,sheep_milk,35000,0.9525121771438787,0.058559218635291344,33337.926200035756,2049.572652235197
BRA,chickens_eggs,3409470.8656790047,1.347665156943461,0.10607382782442676,4594825.089289454,361655.625578434
BRA,chickens_meat,14488129.865679005,1.2979377867544766,0.12379158521703051,18804691.21207084,1793508.5629026075
BRA,cows_meat,10777857.14,2.0848951665824287,0.143624929072276,22470702.25730192,1547968.9672836235
BRA,cows_milk,33312149,0.6667921783456684,0.03377826275535814,22212280.39708548,1125226.521867641
BRA,goats_meat,42618.42,1.4085299127960191,0.15268677320339286,60029.319406104114,6507.269028826942
BRA,goats_milk,264366,0.7502654071524572,0.035507431374429806,198344.6646272665,9386.95760273251
BRA,pigs_meat,4076018.27,3.2303575643687106,0.11067792825595003,13166996.450999565,451125.25765700155
BRA,sheep_meat,108965.06,2.205370196003507,0.1340347089575894,240308.2957297339,14605.100103646266
BRB,chickens_eggs,3420.7134360937644,1.347665156943461,0.10607382782442676,4609.9763097119085,362.8481680569132
BRB,chickens_meat,15858.713436093763,1.2979377867544766,0.12379158521703051,20583.62341801702,1963.1752757566678
BRB,cows_meat,182.57,2.0848951665824287,0.143624929072276,380.639310562954,26.22160330072543
BRB,cows_milk,4862,0.6667921783456684,0.03377826275535814,3241.9435711166398,164.22991351655128
BRB,goats_meat,37.68,1.4085299127960191,0.15268677320339286,53.073407114154,5.753237614303843
BRB,pigs_meat,2599.3,3.2303575643687106,0.11067792825595003,8396.66841706359,287.68513891569097
BRB,sheep_meat,118.91,2.205370196003507,0.1340347089575894,262.24057000677703,15.938067242146955
BRN,buffaloes_milk,210,1.0733332764111474,0.041995432670972443,225.39998804634095,8.819040860904213
BRN,chickens_eggs,9060.852482414433,1.347665156943461,0.10607382782442676,12210.995182754596,961.1193061621584
BRN,chickens_meat,23737.852482414433,1.2979377867544766,0.12379158521703051,30810.255713329247,2938.5463884461055
BRN,cows_meat,804.1800000000001,2.0848951665824287,0.143624929072276,1676.6309950622576,115.50029546134293
BRN,cows_milk,55,0.6667921783456684,0.03377826275535814,36.67356980901176,1.8578044515446976
BRN,goats_meat,60.19,1.4085299127960191,0.15268677320339286,84.77941545119239,9.190216879112215
BRN,pigs_meat,59.01,3.2303575643687106,0.11067792825595003,190.6233998733976,6.531104546383611
BRN,sheep_meat,31.94,2.205370196003507,0.1340347089575894,70.43952406035201,4.281068604105406
BTN,buffaloes_milk,290,1.0733332764111474,0.041995432670972443,311.26665015923277,12.17867547458201
BTN,chickens_eggs,5721.602731363168,1.347665156943461,0.10607382782442676,7710.804642930679,606.9123030063865
BTN,chickens_meat,1892.6027313631673,1.2979377867544766,0.12379158521703051,2456.4806003509866,234.28829230152823
BTN,cows_meat,6056.4400000000005,2.0848951665824287,0.143624929072276,12627.042482696486,869.8557654304954
BTN,cows_milk,190456,0.6667921783456684,0.03377826275535814,126994.57111900262,6433.27281133449
BTN,goats_meat,207.78,1.4085299127960191,0.15268677320339286,292.66434528075683,31.72525773620097
BTN,pigs_meat,1109.68,3.2303575643687106,0.11067792825595003,3584.663182028671,122.81708342706264
BTN,sheep_meat,80.65,2.205370196003507,0.1340347089575894,177.86310630768284,10.809899277429587
BWA,chickens_eggs,3040.669705458783,1.347665156943461,0.10607382782442676,4097.804615820338,322.53547480778536
BWA,chickens_meat,4780.669705458783,1.2979377867544766,0.12379158521703051,6205.011856707349,591.8066812377771
BWA,cows_meat,38642.31,2.0848951665824287,0.143624929072276,80565.16534457984,5549.999032938901
BWA,cows_milk,230000,0.6667921783456684,0.03377826275535814,153362.20101950373,7769.000433732373
BWA,goats_meat,5688.89,1.4085299127960191,0.15268677320339286,8012.971735606146,868.6182572090496
BWA,goats_milk,11691,0.7502654071524572,0.035507431374429806,8771.352875019376,415.1173801984589
BWA,pigs_meat,521.92,3.2303575643687106,0.11067792825595003,1685.9882199953172,57.765024315345435
BWA,sheep_meat,1665.52,2.205370196003507,0.1340347089575894,3673.088168847761,223.2374884630443
CAF,chickens_eggs,18810.94315652139,1.347665156943461,0.10607382782442676,25350.85266128792,1995.3487455999286
CAF,chickens_meat,22705.94315652139,1.2979377867544766,0.12379158521703051,29470.901606748324,2810.8046971935682
CAF,cows_meat,111490.44,2.0848951665824287,0.143624929072276,232445.8794761483,16012.806537236844
CAF,cows_milk,80563,0.6667921783456684,0.03377826275535814,53718.778264062086,2721.278182359918
CAF,goats_meat,28200.69,1.4085299127960191,0.15268677320339286,39721.51542648757,4305.872358209189
CAF,pigs_meat,19389.28,3.2303575643687106,0.11067792825595003,62634.30731566295,2145.965340774527
CAF,sheep_meat,3000.0299999999997,2.205370196003507,0.1340347089575894,6616.176749116401,402.10814791403686
CAN,chickens_eggs,810636.7123907367,1.347665156943461,0.10607382782442676,1092466.8522281933,85987.33905829435
CAN,chickens_meat,1494859.7123907367,1.2979377867544766,0.12379158521703051,1940234.906608866,185051.05347392362
CAN,cows_meat,1205061.24,2.0848951665824287,0.143624929072276,2512426.354711828,173076.83512274898
CAN,cows_milk,8100000,0.6667921783456684,0.03377826275535814,5401016.644599914,273603.9283184009
CAN,pigs_meat,2267156.74,3.2303575643687106,0.11067792825595003,7323726.924668507,250924.2110147136
CAN,sheep_meat,16838.44,2.205370196003507,0.1340347089575894,37134.99372319329,2256.9354046998315
CCK,chickens_eggs,0,1.347665156943461,0.10607382782442676,0,0
CCK,chickens_meat,0,1.2979377867544766,0.12379158521703051,0,0
CHE,chickens_eggs,111111.03783049039,1.347665156943461,0.10607382782442676,149740.47423597865,11785.973096224805
CHE,chickens_meat,142555.0378304904,1.2979377867544766,0.12379158521703051,185027.57029240738,17647.11411371016
CHE,cows_meat,161740.74,2.0848951665824287,0.143624929072276,337212.48706546525,23230.002310597432
CHE,cows_milk,3892500,0.6667921783456684,0.03377826275535814,2595488.5542105143,131481.88777523156
CHE,goats_meat,566.92,1.4085299127960191,0.15268677320339286,798.5237781623191,86.56118546446747
CHE,goats_milk,22500,0.7502654071524572,0.035507431374429806,16880.971660930285,798.9172059246706
CHE,pigs_meat,247779,3.2303575643687106,0.11067792825595003,800414.7669417147,27423.666385331042
CHE,sheep_meat,5567.1,2.205370196003507,0.1340347089575894,12277.516418171124,746.184628237796
CHE,sheep_milk,6200,0.9525121771438787,0.058559218635291344,5905.575498292048,363.06715553880633
CHL,chickens_eggs,243333.46577095965,1.347665156943461,0.10607382782442676,327932.03333781665,25811.312152109815
CHL,chickens_meat,641773.4657709596,1.2979377867544766,0.12379158521703051,832982.0317605091,79446.15467801476
CHL,cows_meat,228388.38,2.0848951665824287,0.143624929072276,476165.829565591,32802.26487843202
CHL,cows_milk,1990519,0.6667921783456684,0.03377826275535814,1327262.5000484416,67236.27380153273
CHL,goats_meat,6388.45,1.4085299127960191,0.15268677320339286,8998.322921401728,975.4318162712151
CHL,goats_milk,8111,0.7502654071524572,0.035507431374429806,6085.40271741358,288.0007758780001
CHL,pigs_meat,527560.72,3.2303575643687106,0.11067792825595003,1704209.762515803,58389.32751881734
CHL,sheep_meat,10763.91,2.205370196003507,0.1340347089575894,23738.40630646411,1442.7375440956862
CHN,buffaloes_milk,2946374,1.0733332764111474,0.041995432670972443,3162441.258952618,123734.25094050376
