iso3c	SPAM_super	tonnes	prop
TCD	spis	NA	0.3333333333333333
TCD	tnut	NA	0.3333333333333333
TCD	othr	NA	0.3333333333333333
CHL	spis	NA	0
CHL	tnut	123672	1
CHL	othr	NA	0
CHN	spis	1101406	0.1930484362443222
CHN	tnut	3778115	0.662207390100669
CHN	othr	825814	0.14474417365500886
CXR	spis	NA	0.3333333333333333
CXR	tnut	NA	0.3333333333333333
CXR	othr	NA	0.3333333333333333
CCK	spis	NA	0.3333333333333333
CCK	tnut	NA	0.3333333333333333
CCK	othr	NA	0.3333333333333333
COL	spis	19380	0.21460843373493976
COL	tnut	70924	0.7853915662650602
COL	othr	NA	0
COM	spis	2478	1
COM	tnut	NA	0
COM	othr	NA	0
COK	spis	0	0.3333333333333333
COK	tnut	NA	0.3333333333333333
COK	othr	NA	0.3333333333333333
CRI	spis	5578	0.9939415538132573
CRI	tnut	34	0.0060584461867426945
CRI	othr	NA	0
CIV	spis	125307	0.08351044155428708
CIV	tnut	795188	0.5299504496849373
CIV	othr	580000	0.38653910876077563
HRV	spis	NA	0
HRV	tnut	4643	1
HRV	othr	NA	0
CUB	spis	NA	0.3333333333333333
CUB	tnut	NA	0.3333333333333333
CUB	othr	NA	0.3333333333333333
CUW	spis	NA	0.3333333333333333
CUW	tnut	NA	0.3333333333333333
CUW	othr	NA	0.3333333333333333
CZE	spis	2412	0.25991379310344825
CZE	tnut	71	0.007650862068965517
CZE	othr	6797	0.7324353448275862
COD	spis	40718	0.7396951695823569
COD	tnut	NA	0
COD	othr	14329	0.26030483041764313
DNK	spis	52	0.9285714285714286
DNK	tnut	4	0.07142857142857142
DNK	othr	NA	0
DJI	spis	501	1
DJI	tnut	NA	0
DJI	othr	NA	0
DOM	spis	846	0.5395408163265306
DOM	tnut	667	0.42538265306122447
DOM	othr	55	0.035076530612244895
DMA	spis	298	1
DMA	tnut	NA	0
DMA	othr	NA	0
ECU	spis	3025	0.12988407041648775
ECU	tnut	NA	0
ECU	othr	20265	0.8701159295835122
EGY	spis	90095	0.7639507177804347
EGY	tnut	27838	0.23604928221956534
EGY	othr	NA	0
SLV	spis	NA	0
SLV	tnut	586	1
SLV	othr	NA	0
GNQ	spis	NA	0.3333333333333333
GNQ	tnut	NA	0.3333333333333333
GNQ	othr	NA	0.3333333333333333
ERI	spis	562	1
ERI	tnut	NA	0
ERI	othr	NA	0
EST	spis	NA	0.3333333333333333
EST	tnut	NA	0.3333333333333333
EST	othr	NA	0.3333333333333333
ETH	spis	322164	0.7735067155184419
ETH	tnut	55779	0.13392381235924303
ETH	othr	38555	0.09256947212231512
FLK	spis	NA	0.3333333333333333
FLK	tnut	NA	0.3333333333333333
FLK	othr	NA	0.3333333333333333
FRO	spis	NA	0.3333333333333333
FRO	tnut	NA	0.3333333333333333
FRO	othr	NA	0.3333333333333333
FJI	spis	7689	1
FJI	tnut	NA	0
FJI	othr	NA	0
FIN	spis	NA	0.3333333333333333
FIN	tnut	NA	0.3333333333333333
FIN	othr	NA	0.3333333333333333
FRA	spis	NA	0
FRA	tnut	50524	0.9877035559986707
FRA	othr	629	0.012296444001329345
GUF	spis	NA	0.3333333333333333
GUF	tnut	NA	0.3333333333333333
GUF	othr	NA	0.3333333333333333
PYF	spis	20	1
PYF	tnut	NA	0
PYF	othr	NA	0
GAB	spis	NA	0
GAB	tnut	NA	0
GAB	othr	25905	1
GMB	spis	NA	0
GMB	tnut	2818	1
GMB	othr	NA	0
GEO	spis	4423	0.14523543705260392
GEO	tnut	26031	0.8547645629473961
GEO	othr	NA	0
DEU	spis	NA	0
DEU	tnut	18261	0.35971633999803015
DEU	othr	32504	0.6402836600019699
GHA	spis	123370	0.4709425722618375
GHA	tnut	116034	0.4429387244048801
GHA	othr	22560	0.08611870333328243
GIB	spis	NA	0.3333333333333333
GIB	tnut	NA	0.3333333333333333
GIB	othr	NA	0.3333333333333333
GRC	spis	1272	0.010368945334789768
GRC	tnut	121402	0.9896310546652103
GRC	othr	NA	0
GRL	spis	NA	0.3333333333333333
GRL	tnut	NA	0.3333333333333333
GRL	othr	NA	0.3333333333333333
GRD	spis	7141	1
GRD	tnut	NA	0
GRD	othr	NA	0
GLP	spis	11	0.22916666666666666
GLP	tnut	37	0.7708333333333334
GLP	othr	NA	0
GUM	spis	NA	0
GUM	tnut	205	1
GUM	othr	NA	0
GTM	spis	39369	0.10044342164346655
GTM	tnut	35705	0.09109533820467812
GTM	othr	316878	0.8084612401518553
GGY	spis	NA	0
GGY	tnut	NA	0
GGY	othr	769	1
GNB	spis	NA	0
GNB	tnut	158641	1
GNB	othr	NA	0
GIN	spis	NA	0
GIN	tnut	10777	0.39137855897733875
GIN	othr	16759	0.6086214410226612
GUY	spis	3057	1
GUY	tnut	NA	0
GUY	othr	NA	0
HTI	spis	NA	0.3333333333333333
HTI	tnut	NA	0.3333333333333333
HTI	othr	NA	0.3333333333333333
HND	spis	902	0.30339724184325595
HND	tnut	2071	0.696602758156744
HND	othr	NA	0
HKG	spis	998	1
HKG	tnut	NA	0
HKG	othr	NA	0
HUN	spis	29872	0.7829528477446073
HUN	tnut	8281	0.21704715225539276
HUN	othr	NA	0
ISL	spis	NA	0.3333333333333333
ISL	tnut	NA	0.3333333333333333
ISL	othr	NA	0.3333333333333333
IND	spis	5866000	0.7040487001023787
IND	tnut	1500000	0.18003291001595093
IND	othr	965810	0.11591838988167037
IDN	spis	658879	0.1412539090462195
IDN	tnut	376078	0.08062555887542955
IDN	othr	3629544	0.778120532078351
IRN	spis	67886	0.05393980855761904
IRN	tnut	1190665	0.946060191442381
IRN	othr	NA	0
IRQ	spis	NA	0
IRQ	tnut	3376	1
IRQ	othr	NA	0
IRL	spis	NA	0
IRL	tnut	NA	0
IRL	othr	45	1
IMN	spis	NA	0.3333333333333333
IMN	tnut	NA	0.3333333333333333
IMN	othr	NA	0.3333333333333333
ISR	spis	NA	0
ISR	tnut	10709	1
ISR	othr	NA	0
ITA	spis	NA	0
ITA	tnut	282495	0.9989285638512295
ITA	othr	303	0.0010714361487705005
JAM	spis	16071	1
JAM	tnut	NA	0
JAM	othr	NA	0
JPN	spis	48331	0.7137308760115778
JPN	tnut	18700	0.2761533463287849
JPN	othr	685	0.01011577765963731
JEY	spis	NA	0.3333333333333333
JEY	tnut	NA	0.3333333333333333
JEY	othr	NA	0.3333333333333333
JOR	spis	NA	0
JOR	tnut	4166	1
JOR	othr	NA	0
KAZ	spis	433	0.18464818763326227
KAZ	tnut	1912	0.8153518123667377
KAZ	othr	NA	0
KEN	spis	6792	0.15496942593775667
KEN	tnut	36870	0.84124304097837
KEN	othr	166	0.003787533083873323
KIR	spis	NA	0
KIR	tnut	282	1
KIR	othr	NA	0
XKO	spis	5230	0.24064786269728064
XKO	tnut	16472	0.7579257350572861
XKO	othr	31	0.0014264022454332122
KWT	spis	468	1
KWT	tnut	NA	0
KWT	othr	NA	0
KGZ	spis	1832	0.10047164637490402
KGZ	tnut	16402	0.899528353625096
KGZ	othr	NA	0
LAO	spis	15778	1
LAO	tnut	NA	0
LAO	othr	NA	0
LVA	spis	NA	0.3333333333333333
LVA	tnut	NA	0.3333333333333333
LVA	othr	NA	0.3333333333333333
LBN	spis	719	0.019958362248438586
LBN	tnut	35306	0.9800416377515614
LBN	othr	NA	0
LSO	spis	NA	0.3333333333333333
LSO	tnut	NA	0.3333333333333333
LSO	othr	NA	0.3333333333333333
LBR	spis	NA	0
LBR	tnut	2804	0.037699826559285804
LBR	othr	71573	0.9623001734407142
LBY	spis	NA	0
LBY	tnut	30869	1
LBY	othr	NA	0
LIE	spis	NA	0.3333333333333333
LIE	tnut	NA	0.3333333333333333
LIE	othr	NA	0.3333333333333333
LTU	spis	4494	1
LTU	tnut	NA	0
LTU	othr	NA	0
LUX	spis	NA	0
LUX	tnut	26	1
LUX	othr	NA	0
MAC	spis	218	1
MAC	tnut	NA	0
MAC	othr	NA	0
MKD	spis	3818	0.5386568848758465
MKD	tnut	3270	0.4613431151241535
MKD	othr	NA	0
MDG	spis	38646	0.7787293207326657
MDG	tnut	10981	0.22127067926733432
MDG	othr	NA	0
MWI	spis	2717	0.3135603000577034
MWI	tnut	5948	0.6864396999422966
MWI	othr	NA	0
MYS	spis	48071	0.05972101783269518
MYS	tnut	16717	0.020768368769303016
MYS	othr	740138	0.9195106133980018
MDV	spis	10	0.004608294930875576
MDV	tnut	2160	0.9953917050691244
MDV	othr	NA	0
MLI	spis	37508	0.3368114796788851
MLI	tnut	73854	0.663188520321115
MLI	othr	NA	0
MLT	spis	NA	0.3333333333333333
MLT	tnut	NA	0.3333333333333333
MLT	othr	NA	0.3333333333333333
MHL	spis	NA	0.3333333333333333
MHL	tnut	NA	0.3333333333333333
MHL	othr	NA	0.3333333333333333
MTQ	spis	261	1
MTQ	tnut	NA	0
MTQ	othr	NA	0
MRT	spis	NA	0.3333333333333333
MRT	tnut	NA	0.3333333333333333
MRT	othr	NA	0.3333333333333333
MUS	spis	765	0.9947984395318595
MUS	tnut	4	0.005201560468140442
MUS	othr	NA	0
MYT	spis	NA	0.3333333333333333
MYT	tnut	NA	0.3333333333333333
MYT	othr	NA	0.3333333333333333
MEX	spis	208466	0.3751243870619461
MEX	tnut	278494	0.5011363534122093
MEX	othr	68765	0.12373925952584462
FSM	spis	NA	0.3333333333333333
FSM	tnut	NA	0.3333333333333333
FSM	othr	NA	0.3333333333333333
MDA	spis	NA	0
MDA	tnut	19925	1
MDA	othr	NA	0
MCO	spis	NA	0.3333333333333333
MCO	tnut	NA	0.3333333333333333
MCO	othr	NA	0.3333333333333333
MNG	spis	NA	0
MNG	tnut	5213	1
MNG	othr	NA	0
MNE	spis	NA	0
MNE	tnut	680	1
MNE	othr	NA	0
MSR	spis	NA	0.3333333333333333
MSR	tnut	NA	0.3333333333333333
MSR	othr	NA	0.3333333333333333
MAR	spis	150166	0.5353397075285378
MAR	tnut	130158	0.4640114649954012
MAR	othr	182	6.488274760611181e-4
MOZ	spis	NA	0
MOZ	tnut	139000	1
MOZ	othr	NA	0
MMR	spis	139442	0.29090719434216156
MMR	tnut	131456	0.27424661249439325
MMR	othr	208437	0.4348461931634452
"NAM"	spis	NA	0.3333333333333333
"NAM"	tnut	NA	0.3333333333333333
"NAM"	othr	NA	0.3333333333333333
NRU	spis	NA	0.3333333333333333
NRU	tnut	NA	0.3333333333333333
NRU	othr	NA	0.3333333333333333
NPL	spis	359033	0.9408424351690741
NPL	tnut	22575	0.05915756483092598
NPL	othr	NA	0
NLD	spis	339	1
NLD	tnut	NA	0
NLD	othr	NA	0
NCL	spis	NA	0.3333333333333333
NCL	tnut	NA	0.3333333333333333
NCL	othr	NA	0.3333333333333333
NZL	spis	NA	0
NZL	tnut	NA	0
NZL	othr	896	1
NIC	spis	NA	0.3333333333333333
NIC	tnut	NA	0.3333333333333333
NIC	othr	NA	0.3333333333333333
NER	spis	17954	1
NER	tnut	NA	0
NER	othr	NA	0
NGA	spis	417852	0.5160915806518149
NGA	tnut	247136	0.305239196835164
NGA	othr	144659	0.17866922251302111
NIU	spis	NA	0.3333333333333333
NIU	tnut	NA	0.3333333333333333
NIU	othr	NA	0.3333333333333333
NFK	spis	NA	0.3333333333333333
NFK	tnut	NA	0.3333333333333333
NFK	othr	NA	0.3333333333333333
PRK	spis	NA	0
PRK	tnut	28105	0.9326364692218351
PRK	othr	2030	0.06736353077816493
MNP	spis	NA	0.3333333333333333
MNP	tnut	NA	0.3333333333333333
MNP	othr	NA	0.3333333333333333
NOR	spis	NA	0.3333333333333333
NOR	tnut	NA	0.3333333333333333
NOR	othr	NA	0.3333333333333333
OMN	spis	NA	0.3333333333333333
OMN	tnut	NA	0.3333333333333333
OMN	othr	NA	0.3333333333333333
PAK	spis	221611	0.8463086581938164
PAK	tnut	40245	0.15369134180618355
PAK	othr	NA	0
PLW	spis	NA	0.3333333333333333
PLW	tnut	NA	0.3333333333333333
PLW	othr	NA	0.3333333333333333
PSE	spis	2766	0.3944103807215172
PSE	tnut	4247	0.6055896192784829
PSE	othr	NA	0
PAN	spis	NA	0.3333333333333333
PAN	tnut	NA	0.3333333333333333
PAN	othr	NA	0.3333333333333333
PNG	spis	895	0.05843562287803604
PNG	tnut	5602	0.3657612953773831
PNG	othr	8819	0.5758030817445808
PRY	spis	NA	0.3333333333333333
PRY	tnut	NA	0.3333333333333333
PRY	othr	NA	0.3333333333333333
PER	spis	32318	0.7277681446618777
PER	tnut	12089	0.2722318553381224
PER	othr	NA	0
PHL	spis	28851	0.043262136970525784
PHL	tnut	231053	0.34646447379470013
PHL	othr	406984	0.610273389234774
PCN	spis	NA	0.3333333333333333
PCN	tnut	NA	0.3333333333333333
PCN	othr	NA	0.3333333333333333
POL	spis	NA	0
POL	tnut	8353	0.7198379869010686
POL	othr	3251	0.2801620130989314
PRT	spis	0	0
PRT	tnut	57907	0.9997237712135076
PRT	othr	16	2.762287864924123e-4
XMI	spis	0	0
XMI	tnut	57907	0.9997237712135076
XMI	othr	16	2.762287864924123e-4
PRI	spis	93	1
PRI	tnut	NA	0
PRI	othr	NA	0
QAT	spis	NA	0.3333333333333333
QAT	tnut	NA	0.3333333333333333
QAT	othr	NA	0.3333333333333333
COG	spis	NA	0
COG	tnut	NA	0
COG	othr	2611	1
REU	spis	990	1
REU	tnut	NA	0
REU	othr	NA	0
ROU	spis	54117	0.5384347514625701
ROU	tnut	46267	0.4603315158992319
ROU	othr	124	0.0012337326381979543
RUS	spis	48488	0.7292086504045477
RUS	tnut	17832	0.26817457214184737
RUS	othr	174	0.0026167774536048367
RWA	spis	2794	0.3547486033519553
RWA	tnut	NA	0
RWA	othr	5082	0.6452513966480447
BLM	spis	NA	0.3333333333333333
BLM	tnut	NA	0.3333333333333333
BLM	othr	NA	0.3333333333333333
MAF	spis	NA	0.3333333333333333
MAF	tnut	NA	0.3333333333333333
MAF	othr	NA	0.3333333333333333
SHN	spis	NA	0.3333333333333333
SHN	tnut	NA	0.3333333333333333
SHN	othr	NA	0.3333333333333333
KNA	spis	NA	0.3333333333333333
KNA	tnut	NA	0.3333333333333333
KNA	othr	NA	0.3333333333333333
LCA	spis	324	1
LCA	tnut	NA	0
LCA	othr	NA	0
SPM	spis	NA	0.3333333333333333
SPM	tnut	NA	0.3333333333333333
SPM	othr	NA	0.3333333333333333
VCT	spis	438	1
VCT	tnut	NA	0
VCT	othr	NA	0
WSM	spis	112	1
WSM	tnut	NA	0
WSM	othr	NA	0
SMR	spis	NA	0.3333333333333333
SMR	tnut	NA	0.3333333333333333
SMR	othr	NA	0.3333333333333333
STP	spis	58	1
STP	tnut	NA	0
STP	othr	NA	0
SAU	spis	NA	0.3333333333333333
SAU	tnut	NA	0.3333333333333333
SAU	othr	NA	0.3333333333333333
SEN	spis	4732	0.27900943396226413
SEN	tnut	12228	0.7209905660377358
SEN	othr	NA	0
SRB	spis	253.9548934747168	0.2406478626972806
SRB	tnut	799.8365210928366	0.7579257350572861
SRB	othr	1.505277571265052	0.001426402245433212
SYC	spis	40	1
SYC	tnut	NA	0
SYC	othr	NA	0
SLE	spis	6738	0.45028067361668
SLE	tnut	8226	0.54971932638332
SLE	othr	NA	0
SGP	spis	NA	0.3333333333333333
SGP	tnut	NA	0.3333333333333333
SGP	othr	NA	0.3333333333333333
SXM	spis	NA	0.3333333333333333
SXM	tnut	NA	0.3333333333333333
SXM	othr	NA	0.3333333333333333
SVK	spis	684	0.8614609571788413
SVK	tnut	6	0.007556675062972292
SVK	othr	104	0.1309823677581864
SVN	spis	1266	0.31328878990348924
SVN	tnut	615	0.15219005196733482
SVN	othr	2160	0.534521158129176
SLB	spis	218	0.39853747714808047
SLB	tnut	329	0.6014625228519196
SLB	othr	NA	0
SOM	spis	NA	0.3333333333333333
SOM	tnut	NA	0.3333333333333333
SOM	othr	NA	0.3333333333333333
ZAF	spis	17064	0.4316393898768118
ZAF	tnut	22017	0.5569271241747401
ZAF	othr	452	0.011433485948448133
KOR	spis	8229	0.10196646964796847
KOR	tnut	72474	0.8980335303520315
KOR	othr	0	0
SSD	spis	6716	1
SSD	tnut	NA	0
SSD	othr	NA	0
ESP	spis	17761	0.05420177427574821
ESP	tnut	309211	0.9436284457844929
ESP	othr	711	0.0021697799397588525
LKA	spis	92071	0.3809876522775424
LKA	tnut	66523	0.2752706236758475
LKA	othr	83070	0.3437417240466102
SDN	spis	9648	1
SDN	tnut	NA	0
SDN	othr	NA	0
SUR	spis	NA	0.3333333333333333
SUR	tnut	NA	0.3333333333333333
SUR	othr	NA	0.3333333333333333
SJM	spis	NA	0.3333333333333333
SJM	tnut	NA	0.3333333333333333
SJM	othr	NA	0.3333333333333333
SWZ	spis	NA	0
SWZ	tnut	1038	1
SWZ	othr	NA	0
SWE	spis	NA	0.3333333333333333
SWE	tnut	NA	0.3333333333333333
SWE	othr	NA	0.3333333333333333
CHE	spis	NA	0
CHE	tnut	2708	0.993032636596993
CHE	othr	19	0.006967363403006967
SYR	spis	33296	0.30323949690804275
SYR	tnut	76505	0.6967605030919573
SYR	othr	NA	0
TWN	spis	22098	0.17783250042249102
TWN	tnut	102165	0.822167499577509
TWN	othr	NA	0
TJK	spis	3046	0.3431339416469528
TJK	tnut	5831	0.6568660583530472
TJK	othr	NA	0
TZA	spis	18752	0.08674293062693417
TZA	tnut	190773	0.8824770213573011
TZA	othr	6654	0.030780048015764713
THA	spis	438482	0.08570800848632075
THA	tnut	77516	0.015151686924037108
THA	othr	4600000	0.8991403045896421
TLS	spis	494	1
TLS	tnut	NA	0
TLS	othr	NA	0
TGO	spis	3710	0.33831843881087
TGO	tnut	7256	0.66168156118913
TGO	othr	NA	0
TKL	spis	NA	0.3333333333333333
TKL	tnut	NA	0.3333333333333333
TKL	othr	NA	0.3333333333333333
TON	spis	429	1
TON	tnut	NA	0
TON	othr	NA	0
TTO	spis	341	1
TTO	tnut	NA	0
TTO	othr	NA	0
TUN	spis	33528	0.3262557655255629
TUN	tnut	69079	0.6721970301461573
TUN	othr	159	0.0015472043282797813
TUR	spis	246622	0.1806369484600719
TUR	tnut	1118669	0.8193630515399282
TUR	othr	NA	0
TKM	spis	NA	0
TKM	tnut	1535	1
TKM	othr	NA	0
TCA	spis	NA	0.3333333333333333
TCA	tnut	NA	0.3333333333333333
TCA	othr	NA	0.3333333333333333
TUV	spis	NA	0.3333333333333333
TUV	tnut	NA	0.3333333333333333
TUV	othr	NA	0.3333333333333333
UGA	spis	5169	1
UGA	tnut	NA	0
UGA	othr	NA	0
UKR	spis	2500	0.02232920391922187
UKR	tnut	108911	0.9727583712185494
UKR	othr	550	0.004912424862228812
ARE	spis	NA	0
ARE	tnut	914	1
ARE	othr	NA	0
GBR	spis	NA	0
GBR	tnut	NA	0
GBR	othr	769	1
USA	spis	1070	4.2181650745393135e-4
USA	tnut	2487669	0.980691447926555
USA	othr	47909	0.018886735565991023
URY	spis	NA	0.3333333333333333
URY	tnut	NA	0.3333333333333333
URY	othr	NA	0.3333333333333333
UZB	spis	7134	0.1364575363427697
UZB	tnut	45146	0.8635424636572303
UZB	othr	NA	0
VUT	spis	129	1
VUT	tnut	NA	0
VUT	othr	NA	0
VEN	spis	NA	0.3333333333333333
VEN	tnut	NA	0.3333333333333333
VEN	othr	NA	0.3333333333333333
VNM	spis	386257	0.10598563066687008
VNM	tnut	2163652	0.5936876788346483
VNM	othr	1094519	0.30032669049848154
VIR	spis	NA	0.3333333333333333
VIR	tnut	NA	0.3333333333333333
VIR	othr	NA	0.3333333333333333
WLF	spis	5	1
WLF	tnut	NA	0
WLF	othr	NA	0
ESH	spis	NA	0.3333333333333333
ESH	tnut	NA	0.3333333333333333
ESH	othr	NA	0.3333333333333333
YEM	spis	NA	0
YEM	tnut	166	1
YEM	othr	NA	0
ZMB	spis	3850	1
ZMB	tnut	NA	0
ZMB	othr	NA	0
ZWE	spis	2649	0.294431477159053
ZWE	tnut	6348	0.705568522840947
ZWE	othr	NA	0
