SPAM_short_name	SPAM_full_name	item_code	SPAM_super
trof	tropical fruit	504	xfru
trof	tropical fruit	505	xfru
trof	tropical fruit	506	xfru
trof	tropical fruit	507	xfru
trof	tropical fruit	508	xfru
trof	tropical fruit	509	xfru
trof	tropical fruit	510	xfru
trof	tropical fruit	511	xfru
trof	tropical fruit	512	xfru
trof	tropical fruit	567	xfru
trof	tropical fruit	568	xfru
trof	tropical fruit	569	xfru
trof	tropical fruit	570	xfru
trof	tropical fruit	571	xfru
trof	tropical fruit	572	xfru
trof	tropical fruit	573	xfru
trof	tropical fruit	574	xfru
trof	tropical fruit	575	xfru
trof	tropical fruit	576	xfru
trof	tropical fruit	577	xfru
trof	tropical fruit	578	xfru
trof	tropical fruit	579	xfru
trof	tropical fruit	580	xfru
trof	tropical fruit	581	xfru
trof	tropical fruit	582	xfru
trof	tropical fruit	583	xfru
trof	tropical fruit	584	xfru
trof	tropical fruit	585	xfru
trof	tropical fruit	586	xfru
trof	tropical fruit	587	xfru
trof	tropical fruit	588	xfru
trof	tropical fruit	589	xfru
trof	tropical fruit	590	xfru
trof	tropical fruit	591	xfru
trof	tropical fruit	600	xfru
trof	tropical fruit	601	xfru
trof	tropical fruit	602	xfru
trof	tropical fruit	603	xfru
temf	temperate fruit	515	xfru
temf	temperate fruit	516	xfru
temf	temperate fruit	517	xfru
temf	temperate fruit	518	xfru
temf	temperate fruit	519	xfru
temf	temperate fruit	520	xfru
temf	temperate fruit	521	xfru
temf	temperate fruit	522	xfru
temf	temperate fruit	523	xfru
temf	temperate fruit	524	xfru
temf	temperate fruit	525	xfru
temf	temperate fruit	526	xfru
temf	temperate fruit	527	xfru
temf	temperate fruit	528	xfru
temf	temperate fruit	529	xfru
temf	temperate fruit	530	xfru
temf	temperate fruit	531	xfru
temf	temperate fruit	532	xfru
temf	temperate fruit	533	xfru
temf	temperate fruit	534	xfru
temf	temperate fruit	535	xfru
temf	temperate fruit	536	xfru
temf	temperate fruit	537	xfru
temf	temperate fruit	538	xfru
temf	temperate fruit	539	xfru
temf	temperate fruit	540	xfru
temf	temperate fruit	541	xfru
temf	temperate fruit	542	xfru
temf	temperate fruit	543	xfru
temf	temperate fruit	544	xfru
temf	temperate fruit	545	xfru
temf	temperate fruit	546	xfru
temf	temperate fruit	547	xfru
temf	temperate fruit	548	xfru
temf	temperate fruit	549	xfru
temf	temperate fruit	550	xfru
temf	temperate fruit	551	xfru
temf	temperate fruit	552	xfru
temf	temperate fruit	553	xfru
temf	temperate fruit	554	xfru
temf	temperate fruit	555	xfru
temf	temperate fruit	556	xfru
temf	temperate fruit	557	xfru
temf	temperate fruit	558	xfru
temf	temperate fruit	559	xfru
temf	temperate fruit	560	xfru
vege	vegetables	358	vege
vege	vegetables	359	vege
vege	vegetables	360	vege
vege	vegetables	361	vege
vege	vegetables	362	vege
vege	vegetables	363	vege
vege	vegetables	364	vege
vege	vegetables	365	vege
vege	vegetables	366	vege
vege	vegetables	367	vege
vege	vegetables	368	vege
vege	vegetables	369	vege
vege	vegetables	370	vege
vege	vegetables	371	vege
vege	vegetables	372	vege
vege	vegetables	373	vege
vege	vegetables	374	vege
vege	vegetables	375	vege
vege	vegetables	376	vege
vege	vegetables	377	vege
vege	vegetables	378	vege
vege	vegetables	379	vege
vege	vegetables	380	vege
vege	vegetables	381	vege
vege	vegetables	382	vege
vege	vegetables	383	vege
vege	vegetables	384	vege
vege	vegetables	385	vege
vege	vegetables	386	vege
vege	vegetables	387	vege
vege	vegetables	388	vege
vege	vegetables	389	vege
vege	vegetables	390	vege
vege	vegetables	391	vege
vege	vegetables	392	vege
vege	vegetables	393	vege
vege	vegetables	394	vege
vege	vegetables	395	vege
vege	vegetables	396	vege
vege	vegetables	397	vege
vege	vegetables	398	vege
vege	vegetables	399	vege
vege	vegetables	400	vege
vege	vegetables	401	vege
vege	vegetables	402	vege
vege	vegetables	403	vege
vege	vegetables	404	vege
vege	vegetables	405	vege
vege	vegetables	406	vege
vege	vegetables	407	vege
vege	vegetables	408	vege
vege	vegetables	409	vege
vege	vegetables	410	vege
vege	vegetables	411	vege
vege	vegetables	412	vege
vege	vegetables	413	vege
vege	vegetables	414	vege
vege	vegetables	415	vege
vege	vegetables	416	vege
vege	vegetables	417	vege
vege	vegetables	418	vege
vege	vegetables	419	vege
vege	vegetables	420	vege
vege	vegetables	421	vege
vege	vegetables	422	vege
vege	vegetables	423	vege
vege	vegetables	424	vege
vege	vegetables	425	vege
vege	vegetables	426	vege
vege	vegetables	427	vege
vege	vegetables	428	vege
vege	vegetables	429	vege
vege	vegetables	430	vege
vege	vegetables	431	vege
vege	vegetables	432	vege
vege	vegetables	433	vege
vege	vegetables	434	vege
vege	vegetables	435	vege
vege	vegetables	436	vege
vege	vegetables	437	vege
vege	vegetables	438	vege
vege	vegetables	439	vege
vege	vegetables	440	vege
vege	vegetables	441	vege
vege	vegetables	442	vege
vege	vegetables	443	vege
vege	vegetables	444	vege
vege	vegetables	445	vege
vege	vegetables	446	vege
vege	vegetables	447	vege
vege	vegetables	448	vege
vege	vegetables	449	vege
vege	vegetables	450	vege
vege	vegetables	451	vege
vege	vegetables	452	vege
vege	vegetables	453	vege
vege	vegetables	454	vege
vege	vegetables	455	vege
vege	vegetables	456	vege
vege	vegetables	457	vege
vege	vegetables	458	vege
vege	vegetables	459	vege
vege	vegetables	460	vege
vege	vegetables	461	vege
vege	vegetables	462	vege
vege	vegetables	463	vege
rest	rest of crops	216	rest
rest	rest of crops	217	rest
rest	rest of crops	218	rest
rest	rest of crops	219	rest
rest	rest of crops	220	rest
rest	rest of crops	221	rest
rest	rest of crops	222	rest
rest	rest of crops	223	rest
rest	rest of crops	224	rest
rest	rest of crops	225	rest
rest	rest of crops	226	rest
rest	rest of crops	227	rest
rest	rest of crops	228	rest
rest	rest of crops	229	rest
rest	rest of crops	230	rest
rest	rest of crops	231	rest
rest	rest of crops	232	rest
rest	rest of crops	233	rest
rest	rest of crops	234	rest
rest	rest of crops	677	rest
rest	rest of crops	678	rest
rest	rest of crops	679	rest
rest	rest of crops	680	rest
rest	rest of crops	681	rest
rest	rest of crops	682	rest
rest	rest of crops	683	rest
rest	rest of crops	684	rest
rest	rest of crops	685	rest
rest	rest of crops	686	rest
rest	rest of crops	687	rest
rest	rest of crops	688	rest
rest	rest of crops	689	rest
rest	rest of crops	690	rest
rest	rest of crops	691	rest
rest	rest of crops	692	rest
rest	rest of crops	693	rest
rest	rest of crops	694	rest
rest	rest of crops	695	rest
rest	rest of crops	696	rest
rest	rest of crops	697	rest
rest	rest of crops	698	rest
rest	rest of crops	699	rest
rest	rest of crops	700	rest
rest	rest of crops	701	rest
rest	rest of crops	702	rest
rest	rest of crops	703	rest
rest	rest of crops	704	rest
rest	rest of crops	705	rest
rest	rest of crops	706	rest
rest	rest of crops	707	rest
rest	rest of crops	708	rest
rest	rest of crops	709	rest
rest	rest of crops	710	rest
rest	rest of crops	711	rest
rest	rest of crops	712	rest
rest	rest of crops	713	rest
rest	rest of crops	714	rest
rest	rest of crops	715	rest
rest	rest of crops	716	rest
rest	rest of crops	717	rest
rest	rest of crops	718	rest
rest	rest of crops	719	rest
rest	rest of crops	720	rest
rest	rest of crops	721	rest
rest	rest of crops	722	rest
rest	rest of crops	723	rest
rest	rest of crops	724	rest
rest	rest of crops	725	rest
rest	rest of crops	726	rest
rest	rest of crops	727	rest
rest	rest of crops	728	rest
rest	rest of crops	729	rest
rest	rest of crops	730	rest
rest	rest of crops	731	rest
rest	rest of crops	732	rest
rest	rest of crops	733	rest
rest	rest of crops	734	rest
rest	rest of crops	735	rest
rest	rest of crops	736	rest
rest	rest of crops	737	rest
rest	rest of crops	738	rest
rest	rest of crops	739	rest
rest	rest of crops	740	rest
rest	rest of crops	741	rest
rest	rest of crops	742	rest
rest	rest of crops	743	rest
rest	rest of crops	744	rest
rest	rest of crops	745	rest
rest	rest of crops	746	rest
rest	rest of crops	747	rest
rest	rest of crops	748	rest
rest	rest of crops	749	rest
rest	rest of crops	750	rest
rest	rest of crops	751	rest
rest	rest of crops	752	rest
rest	rest of crops	753	rest
rest	rest of crops	754	rest
rest	rest of crops	755	rest
rest	rest of crops	756	rest
rest	rest of crops	757	rest
rest	rest of crops	758	rest
rest	rest of crops	759	rest
rest	rest of crops	760	rest
rest	rest of crops	761	rest
rest	rest of crops	762	rest
rest	rest of crops	763	rest
rest	rest of crops	764	rest
rest	rest of crops	765	rest
rest	rest of crops	766	rest
rest	rest of crops	767	rest
rest	rest of crops	768	rest
rest	rest of crops	769	rest
rest	rest of crops	770	rest
rest	rest of crops	771	rest
rest	rest of crops	772	rest
rest	rest of crops	822	rest
rest	rest of crops	823	rest
rest	rest of crops	824	rest
rest	rest of crops	825	rest
rest	rest of crops	827	rest
rest	rest of crops	828	rest
rest	rest of crops	829	rest
rest	rest of crops	830	rest
rest	rest of crops	831	rest
rest	rest of crops	832	rest
rest	rest of crops	833	rest
rest	rest of crops	834	rest
rest	rest of crops	835	rest
rest	rest of crops	836	rest
rest	rest of crops	837	rest
rest	rest of crops	838	rest
rest	rest of crops	839	rest
