ID_0,production,iso3c,Country,split_rest_names,prod_system
122,1090449.4246168453,KGZ,Kyrgyzstan,fodd,I
123,0,LAO,Laos,fodd,I
124,15442.327759623528,LVA,Latvia,fodd,I
125,2315.643743932247,LBN,Lebanon,fodd,I
126,11.689942359924316,LSO,Lesotho,fodd,I
127,0,LBR,Liberia,fodd,I
128,0,LBY,Libya,fodd,I
129,0,LIE,Liechtenstein,fodd,I
130,7760.2580634355545,LTU,Lithuania,fodd,I
131,444.3761854171753,LUX,Luxembourg,fodd,I
132,0,MAC,Macao,fodd,I
133,61029.51323771477,MKD,Macedonia,fodd,I
134,0,MDG,Madagascar,fodd,I
135,0,MWI,Malawi,fodd,I
136,0,MYS,Malaysia,fodd,I
137,0,MDV,Maldives,fodd,I
138,0,MLI,Mali,fodd,I
139,2506.7903442382812,MLT,Malta,fodd,I
140,0,MHL,Marshall Islands,fodd,I
141,0,MTQ,Martinique,fodd,I
142,0,MRT,Mauritania,fodd,I
143,0,MUS,Mauritius,fodd,I
144,0,MYT,Mayotte,fodd,I
145,65717.19610595703,MEX,Mexico,fodd,I
146,0,FSM,Micronesia,fodd,I
147,56160.43660068512,MDA,Moldova,fodd,I
148,0,MCO,Monaco,fodd,I
149,0,MNG,Mongolia,fodd,I
150,9535.303690254688,MNE,Montenegro,fodd,I
151,0,MSR,Montserrat,fodd,I
152,0,MAR,Morocco,fodd,I
153,0,MOZ,Mozambique,fodd,I
154,0,MMR,Myanmar,fodd,I
155,0,NAM,Namibia,fodd,I
156,0,NRU,Nauru,fodd,I
157,0,NPL,Nepal,fodd,I
158,8224389.699712753,NLD,Netherlands,fodd,I
159,0,NCL,New Caledonia,fodd,I
160,2486774.656226635,NZL,New Zealand,fodd,I
161,0,NIC,Nicaragua,fodd,I
162,0,NER,Niger,fodd,I
163,0,NGA,Nigeria,fodd,I
164,0,NIU,Niue,fodd,I
165,0,NFK,Norfolk Island,fodd,I
166,0,PRK,North Korea,fodd,I
168,0,MNP,Northern Mariana Islands,fodd,I
169,717765.5777908049,NOR,Norway,fodd,I
170,394956.69465351105,OMN,Oman,fodd,I
171,0,PAK,Pakistan,fodd,I
172,0,PLW,Palau,fodd,I
173,0,PSE,Palestina,fodd,I
174,0,PAN,Panama,fodd,I
175,0,PNG,Papua New Guinea,fodd,I
177,0,PRY,Paraguay,fodd,I
178,1124523.7602728761,PER,Peru,fodd,I
179,0,PHL,Philippines,fodd,I
180,0,PCN,Pitcairn Islands,fodd,I
181,181150.5079445839,POL,Poland,fodd,I
182,3503775.5813703835,PRT,Portugal,fodd,I
183,0,PRI,Puerto Rico,fodd,I
184,174294.9081838131,QAT,Qatar,fodd,I
185,0,COG,Republic of Congo,fodd,I
186,0,REU,Reunion,fodd,I
187,2937652.0816245675,ROU,Romania,fodd,I
188,1062385.9317634034,RUS,Russia,fodd,I
189,0,RWA,Rwanda,fodd,I
190,0,BLM,Saint-Barthélemy,fodd,I
191,0,MAF,Saint-Martin,fodd,I
192,0,SHN,Saint Helena,fodd,I
193,0,KNA,Saint Kitts and Nevis,fodd,I
194,0,LCA,Saint Lucia,fodd,I
195,0,SPM,Saint Pierre and Miquelon,fodd,I
196,0,VCT,Saint Vincent and the Grenadines,fodd,I
197,0,WSM,Samoa,fodd,I
198,0,SMR,San Marino,fodd,I
199,0,STP,São Tomé and Príncipe,fodd,I
200,3003763.5704374323,SAU,Saudi Arabia,fodd,I
201,0,SEN,Senegal,fodd,I
202,32255.548757448792,SRB,Serbia,fodd,I
203,0,SYC,Seychelles,fodd,I
204,0,SLE,Sierra Leone,fodd,I
205,0,SGP,Singapore,fodd,I
206,0,SXM,Sint Maarten,fodd,I
207,121638.6522358656,SVK,Slovakia,fodd,I
208,33037.12705564499,SVN,Slovenia,fodd,I
209,0,SLB,Solomon Islands,fodd,I
210,0,SOM,Somalia,fodd,I
211,1343463.8489360823,ZAF,South Africa,fodd,I
213,0,KOR,South Korea,fodd,I
214,0,SSD,South Sudan,fodd,I
215,3132287.0359585714,ESP,Spain,fodd,I
217,0,LKA,Sri Lanka,fodd,I
218,0,SDN,Sudan,fodd,I
219,0,SUR,Suriname,fodd,I
220,0,SJM,Svalbard and Jan Mayen,fodd,I
221,0,SWZ,Swaziland,fodd,I
222,987992.3896315098,SWE,Sweden,fodd,I
223,595855.2699137926,CHE,Switzerland,fodd,I
224,7.155813694000244,SYR,Syria,fodd,I
225,0,TWN,Taiwan,fodd,I
226,364056.1107330285,TJK,Tajikistan,fodd,I
227,0,TZA,Tanzania,fodd,I
228,0,THA,Thailand,fodd,I
229,0,TLS,Timor-Leste,fodd,I
230,0,TGO,Togo,fodd,I
231,0,TKL,Tokelau,fodd,I
232,0,TON,Tonga,fodd,I
233,0,TTO,Trinidad and Tobago,fodd,I
234,0,TUN,Tunisia,fodd,I
235,0.0030196430161595345,TUR,Turkey,fodd,I
236,1295120.9643266797,TKM,Turkmenistan,fodd,I
237,0,TCA,Turks and Caicos Islands,fodd,I
238,0,TUV,Tuvalu,fodd,I
239,0,UGA,Uganda,fodd,I
240,776005.7258001082,UKR,Ukraine,fodd,I
241,1447901.7162747383,ARE,United Arab Emirates,fodd,I
242,333391.14479804283,GBR,United Kingdom,fodd,I
243,58229139.20231384,USA,United States,fodd,I
245,0,URY,Uruguay,fodd,I
246,4791557.989385873,UZB,Uzbekistan,fodd,I
247,0,VUT,Vanuatu,fodd,I
249,0,VEN,Venezuela,fodd,I
250,0,VNM,Vietnam,fodd,I
251,0,VIR,"Virgin Islands, U.S.",fodd,I
252,0,WLF,Wallis and Futuna,fodd,I
253,0,ESH,Western Sahara,fodd,I
254,3502102.444445763,YEM,Yemen,fodd,I
255,0,ZMB,Zambia,fodd,I
256,0,ZWE,Zimbabwe,fodd,I
300,63448.130859375,XMI,Madeira Island,fodd,I
301,0,COD,Democratic Republic of the Congo,fodd,I
1,4998.6208700984025,AFG,Afghanistan,fodd,H
3,7641.912058338009,ALA,Åland,fodd,H
4,1013601.0657619818,ALB,Albania,fodd,H
5,1087478.5991255278,DZA,Algeria,fodd,H
6,0,ASM,American Samoa,fodd,H
7,0,AND,Andorra,fodd,H
8,0,AGO,Angola,fodd,H
9,0,AIA,Anguilla,fodd,H
11,0,ATG,Antigua and Barbuda,fodd,H
12,66970843.199474744,ARG,Argentina,fodd,H
13,733211.579968953,ARM,Armenia,fodd,H
14,0,ABW,Aruba,fodd,H
15,170054761.36353272,AUS,Australia,fodd,H
16,5803921.251577253,AUT,Austria,fodd,H
17,846683.3532002454,AZE,Azerbaijan,fodd,H
18,0,BHS,Bahamas,fodd,H
19,0,BHR,Bahrain,fodd,H
20,8767.509079584286,BGD,Bangladesh,fodd,H
21,0,BRB,Barbados,fodd,H
22,23130547.49173777,BLR,Belarus,fodd,H
23,17885624.512403376,BEL,Belgium,fodd,H
24,0,BLZ,Belize,fodd,H
25,0,BEN,Benin,fodd,H
26,0,BMU,Bermuda,fodd,H
27,76.43503527392458,BTN,Bhutan,fodd,H
28,198892.67794028687,BOL,Bolivia,fodd,H
29,0,BES,"Bonaire, Sint Eustatius and Saba",fodd,H
30,1296460.8356651517,BIH,Bosnia and Herzegovina,fodd,H
31,53.95748706111973,BWA,Botswana,fodd,H
33,7749.782749439531,BRA,Brazil,fodd,H
34,0,IOT,British Indian Ocean Territory,fodd,H
35,0,VGB,British Virgin Islands,fodd,H
36,0,BRN,Brunei,fodd,H
37,835444.1254934121,BGR,Bulgaria,fodd,H
38,0,BFA,Burkina Faso,fodd,H
39,0,BDI,Burundi,fodd,H
40,0,KHM,Cambodia,fodd,H
41,0,CMR,Cameroon,fodd,H
42,98380382.95812708,CAN,Canada,fodd,H
43,0,CPV,Cape Verde,fodd,H
45,0,CYM,Cayman Islands,fodd,H
46,0,CAF,Central African Republic,fodd,H
47,0.33417089994228993,TCD,Chad,fodd,H
48,6992842.495737433,CHL,Chile,fodd,H
49,40035936.606893755,CHN,China,fodd,H
50,0,CXR,Christmas Island,fodd,H
52,0,CCK,Cocos Islands,fodd,H
53,0.002287173381789408,COL,Colombia,fodd,H
54,0,COM,Comoros,fodd,H
55,0,COK,Cook Islands,fodd,H
56,0,CRI,Costa Rica,fodd,H
57,0,CIV,Côte d'Ivoire,fodd,H
58,2182672.191268448,HRV,Croatia,fodd,H
59,0,CUB,Cuba,fodd,H
60,0,CUW,Curaçao,fodd,H
61,90405.17756455959,CYP,Cyprus,fodd,H
62,13733985.700098833,CZE,Czech Republic,fodd,H
64,19625866.536189485,DNK,Denmark,fodd,H
65,0,DJI,Djibouti,fodd,H
66,0,DMA,Dominica,fodd,H
67,0,DOM,Dominican Republic,fodd,H
68,2.1619601505679342e-4,ECU,Ecuador,fodd,H
69,0,EGY,Egypt,fodd,H
70,0,SLV,El Salvador,fodd,H
71,0,GNQ,Equatorial Guinea,fodd,H
72,28.954180682642274,ERI,Eritrea,fodd,H
73,5853591.720014089,EST,Estonia,fodd,H
74,14.886405754279288,ETH,Ethiopia,fodd,H
75,0,FLK,Falkland Islands,fodd,H
76,0,FRO,Faroe Islands,fodd,H
77,0,FJI,Fiji,fodd,H
78,8326477.951081277,FIN,Finland,fodd,H
79,131795563.52677824,FRA,France,fodd,H
80,0,GUF,French Guiana,fodd,H
81,0,PYF,French Polynesia,fodd,H
83,0,GAB,Gabon,fodd,H
84,0,GMB,Gambia,fodd,H
85,27258.616144787444,GEO,Georgia,fodd,H
86,236877915.63430113,DEU,Germany,fodd,H
87,0,GHA,Ghana,fodd,H
88,0,GIB,Gibraltar,fodd,H
89,6737364.515191077,GRC,Greece,fodd,H
90,0,GRL,Greenland,fodd,H
91,0,GRD,Grenada,fodd,H
92,0,GLP,Guadeloupe,fodd,H
93,0,GUM,Guam,fodd,H
94,9013.280502348282,GTM,Guatemala,fodd,H
95,5565.868829096662,GGY,Guernsey,fodd,H
96,0,GIN,Guinea,fodd,H
97,0,GNB,Guinea-Bissau,fodd,H
98,0,GUY,Guyana,fodd,H
99,0,HTI,Haiti,fodd,H
101,0,HND,Honduras,fodd,H
102,7.1721498655297875,HKG,Hong Kong,fodd,H
103,8489060.722032,HUN,Hungary,fodd,H
104,0,ISL,Iceland,fodd,H
105,31830664.5622165,IND,India,fodd,H
106,0,IDN,Indonesia,fodd,H
107,990030.2573037052,IRN,Iran,fodd,H
108,19015.168870283116,IRQ,Iraq,fodd,H
109,6057147.822619062,IRL,Ireland,fodd,H
110,0,IMN,Isle of Man,fodd,H
111,1830853.861778213,ISR,Israel,fodd,H
112,37415619.350814514,ITA,Italy,fodd,H
113,0,JAM,Jamaica,fodd,H
114,30945521.77794944,JPN,Japan,fodd,H
115,6522.582320484483,JEY,Jersey,fodd,H
116,118316.03706530473,JOR,Jordan,fodd,H
117,871067.8657597983,KAZ,Kazakhstan,fodd,H
118,1.6513923813938678e-4,KEN,Kenya,fodd,H
119,0,KIR,Kiribati,fodd,H
120,577716.3854086986,XKO,Kosovo,fodd,H
121,0,KWT,Kuwait,fodd,H
122,1335611.54592377,KGZ,Kyrgyzstan,fodd,H
123,0,LAO,Laos,fodd,H
124,17275415.403697528,LVA,Latvia,fodd,H
125,28471.618508635216,LBN,Lebanon,fodd,H
126,915.2399538529048,LSO,Lesotho,fodd,H
127,0,LBR,Liberia,fodd,H
128,126319.5842307653,LBY,Libya,fodd,H
129,0,LIE,Liechtenstein,fodd,H
130,5461382.592656217,LTU,Lithuania,fodd,H
131,1262087.7572483825,LUX,Luxembourg,fodd,H
132,0,MAC,Macao,fodd,H
133,370707.2998753086,MKD,Macedonia,fodd,H
134,0,MDG,Madagascar,fodd,H
135,0,MWI,Malawi,fodd,H
136,0,MYS,Malaysia,fodd,H
137,0,MDV,Maldives,fodd,H
138,0,MLI,Mali,fodd,H
139,7383.011670961224,MLT,Malta,fodd,H
140,0,MHL,Marshall Islands,fodd,H
141,0,MTQ,Martinique,fodd,H
142,0,MRT,Mauritania,fodd,H
143,0,MUS,Mauritius,fodd,H
144,0,MYT,Mayotte,fodd,H
145,40241886.649891675,MEX,Mexico,fodd,H
146,0,FSM,Micronesia,fodd,H
147,1118909.715239511,MDA,Moldova,fodd,H
148,0,MCO,Monaco,fodd,H
149,18997.19899359028,MNG,Mongolia,fodd,H
150,794897.9367524467,MNE,Montenegro,fodd,H
151,0,MSR,Montserrat,fodd,H
152,1976268.9957487665,MAR,Morocco,fodd,H
153,0,MOZ,Mozambique,fodd,H
154,2081954.2762123488,MMR,Myanmar,fodd,H
155,0,NAM,Namibia,fodd,H
156,0,NRU,Nauru,fodd,H
157,10350.07039327907,NPL,Nepal,fodd,H
158,23928957.76989309,NLD,Netherlands,fodd,H
159,0,NCL,New Caledonia,fodd,H
160,3062347.0060021468,NZL,New Zealand,fodd,H
161,0,NIC,Nicaragua,fodd,H
162,0,NER,Niger,fodd,H
163,0,NGA,Nigeria,fodd,H
164,0,NIU,Niue,fodd,H
165,0,NFK,Norfolk Island,fodd,H
166,489.4388093633226,PRK,North Korea,fodd,H
168,0,MNP,Northern Mariana Islands,fodd,H
169,7476689.266201453,NOR,Norway,fodd,H
170,0,OMN,Oman,fodd,H
171,21.185967284505427,PAK,Pakistan,fodd,H
172,0,PLW,Palau,fodd,H
173,259.6483723522413,PSE,Palestina,fodd,H
174,0,PAN,Panama,fodd,H
175,0,PNG,Papua New Guinea,fodd,H
177,18219796.26667503,PRY,Paraguay,fodd,H
178,3038735.2095417753,PER,Peru,fodd,H
179,801981.1272784837,PHL,Philippines,fodd,H
180,0,PCN,Pitcairn Islands,fodd,H
181,41143649.94405499,POL,Poland,fodd,H
182,11362349.570228681,PRT,Portugal,fodd,H
183,0,PRI,Puerto Rico,fodd,H
184,0,QAT,Qatar,fodd,H
185,0,COG,Republic of Congo,fodd,H
186,0,REU,Reunion,fodd,H
187,17647020.368088134,ROU,Romania,fodd,H
188,63894725.61066295,RUS,Russia,fodd,H
189,0,RWA,Rwanda,fodd,H
190,0,BLM,Saint-Barthélemy,fodd,H
191,0,MAF,Saint-Martin,fodd,H
192,0,SHN,Saint Helena,fodd,H
193,0,KNA,Saint Kitts and Nevis,fodd,H
194,0,LCA,Saint Lucia,fodd,H
195,0,SPM,Saint Pierre and Miquelon,fodd,H
196,0,VCT,Saint Vincent and the Grenadines,fodd,H
197,0,WSM,Samoa,fodd,H
198,0,SMR,San Marino,fodd,H
199,0,STP,São Tomé and Príncipe,fodd,H
200,0,SAU,Saudi Arabia,fodd,H
201,0,SEN,Senegal,fodd,H
202,5586873.196953044,SRB,Serbia,fodd,H
203,0,SYC,Seychelles,fodd,H
204,0,SLE,Sierra Leone,fodd,H
205,0,SGP,Singapore,fodd,H
206,0,SXM,Sint Maarten,fodd,H
207,3867988.309702793,SVK,Slovakia,fodd,H
208,1529835.922893939,SVN,Slovenia,fodd,H
209,0,SLB,Solomon Islands,fodd,H
210,0,SOM,Somalia,fodd,H
211,10495119.204999937,ZAF,South Africa,fodd,H
213,0,KOR,South Korea,fodd,H
214,7201.7649298098095,SSD,South Sudan,fodd,H
215,25306038.324021164,ESP,Spain,fodd,H
217,0,LKA,Sri Lanka,fodd,H
218,246795.37782817104,SDN,Sudan,fodd,H
219,0,SUR,Suriname,fodd,H
220,0,SJM,Svalbard and Jan Mayen,fodd,H
221,700.0906952007548,SWZ,Swaziland,fodd,H
222,23222850.215132143,SWE,Sweden,fodd,H
223,7827468.044474942,CHE,Switzerland,fodd,H
224,445745.5055602446,SYR,Syria,fodd,H
225,990.39672332303,TWN,Taiwan,fodd,H
226,448140.5573294798,TJK,Tajikistan,fodd,H
227,0,TZA,Tanzania,fodd,H
228,2542.7925411019373,THA,Thailand,fodd,H
229,0,TLS,Timor-Leste,fodd,H
230,0,TGO,Togo,fodd,H
231,0,TKL,Tokelau,fodd,H
232,0,TON,Tonga,fodd,H
233,0,TTO,Trinidad and Tobago,fodd,H
234,1281866.6238033844,TUN,Tunisia,fodd,H
235,7689785.9720884925,TUR,Turkey,fodd,H
236,1713803.0589140705,TKM,Turkmenistan,fodd,H
237,0,TCA,Turks and Caicos Islands,fodd,H
238,0,TUV,Tuvalu,fodd,H
239,0,UGA,Uganda,fodd,H
240,27396347.31286776,UKR,Ukraine,fodd,H
241,0,ARE,United Arab Emirates,fodd,H
242,59125445.18442261,GBR,United Kingdom,fodd,H
243,655180552.3356751,USA,United States,fodd,H
245,0,URY,Uruguay,fodd,H
246,5964340.660309475,UZB,Uzbekistan,fodd,H
247,0,VUT,Vanuatu,fodd,H
249,0,VEN,Venezuela,fodd,H
250,483.51290209725533,VNM,Vietnam,fodd,H
251,0,VIR,"Virgin Islands, U.S.",fodd,H
252,0,WLF,Wallis and Futuna,fodd,H
253,0,ESH,Western Sahara,fodd,H
254,0,YEM,Yemen,fodd,H
255,0,ZMB,Zambia,fodd,H
256,23.065913650286536,ZWE,Zimbabwe,fodd,H
300,20789.471064815185,XMI,Madeira Island,fodd,H
301,4.054469537096451e-8,COD,Democratic Republic of the Congo,fodd,H
1,4092846.151596278,AFG,Afghanistan,whea,A
1,333931.45344668627,AFG,Afghanistan,rice,A
1,174405.6559126228,AFG,Afghanistan,maiz,A
1,89223.49950434268,AFG,Afghanistan,barl,A
1,35.286425828933716,AFG,Afghanistan,pmil,A
1,12986.360859185457,AFG,Afghanistan,smil,A
1,2.0000000670552254,AFG,Afghanistan,sorg,A
1,20.600000739097595,AFG,Afghanistan,ocer,A
1,547134.0653067231,AFG,Afghanistan,pota,A
1,0,AFG,Afghanistan,swpo,A
1,0,AFG,Afghanistan,yams,A
1,0,AFG,Afghanistan,cass,A
1,0,AFG,Afghanistan,orts,A
1,304.0999944880605,AFG,Afghanistan,bean,A
1,3.099999964237213,AFG,Afghanistan,chic,A
1,0,AFG,Afghanistan,cowp,A
1,0,AFG,Afghanistan,pige,A
1,16.400000028312206,AFG,Afghanistan,lent,A
1,39279.288296207786,AFG,Afghanistan,opul,A
1,0.20000000298023224,AFG,Afghanistan,soyb,A
1,92.09999960660934,AFG,Afghanistan,grou,A
1,0,AFG,Afghanistan,cnut,A
1,0,AFG,Afghanistan,oilp,A
1,4966.339133858681,AFG,Afghanistan,sunf,A
1,214.69999397546053,AFG,Afghanistan,rape,A
1,31946.20001796633,AFG,Afghanistan,sesa,A
1,37485.994535148144,AFG,Afghanistan,sugc,A
1,2474.1646463302895,AFG,Afghanistan,sugb,A
1,44808.70205031335,AFG,Afghanistan,cott,A
1,0,AFG,Afghanistan,acof,A
1,0,AFG,Afghanistan,rcof,A
1,0,AFG,Afghanistan,coco,A
1,0,AFG,Afghanistan,teas,A
1,0.7000000178813934,AFG,Afghanistan,toba,A
1,495,AFG,Afghanistan,bana,A
1,0,AFG,Afghanistan,plnt,A
1,1543305.5893583745,AFG,Afghanistan,temf,A
1,10416.407172679901,AFG,Afghanistan,ooil,A
1,0,AFG,Afghanistan,ofib,A
1,1019751.8316998482,AFG,Afghanistan,trof,A
1,609325.5545635521,AFG,Afghanistan,vege,A
1,37805.99623676017,AFG,Afghanistan,tnut,A
1,0,AFG,Afghanistan,othr,A
1,18847.993294386193,AFG,Afghanistan,spis,A
1,2107.32811999321,AFG,Afghanistan,whea,H
1,171.32512784004211,AFG,Afghanistan,rice,H
1,194.2498848438263,AFG,Afghanistan,maiz,H
1,75.36559816077352,AFG,Afghanistan,barl,H
1,0,AFG,Afghanistan,pmil,H
1,0,AFG,Afghanistan,smil,H
1,0.6000000163912773,AFG,Afghanistan,sorg,H
1,0,AFG,Afghanistan,ocer,H
1,2946.693115234375,AFG,Afghanistan,pota,H
1,0,AFG,Afghanistan,swpo,H
1,0,AFG,Afghanistan,yams,H
1,0,AFG,Afghanistan,cass,H
1,0,AFG,Afghanistan,orts,H
1,0,AFG,Afghanistan,bean,H
1,0,AFG,Afghanistan,chic,H
1,0,AFG,Afghanistan,cowp,H
1,0,AFG,Afghanistan,pige,H
1,0,AFG,Afghanistan,lent,H
1,22.298890113830566,AFG,Afghanistan,opul,H
1,0,AFG,Afghanistan,soyb,H
1,6.300000011920929,AFG,Afghanistan,grou,H
1,0,AFG,Afghanistan,cnut,H
1,0,AFG,Afghanistan,oilp,H
1,0,AFG,Afghanistan,sunf,H
1,0.8000000193715096,AFG,Afghanistan,rape,H
1,3.9000000059604645,AFG,Afghanistan,sesa,H
1,0,AFG,Afghanistan,sugc,H
1,317.8445358276367,AFG,Afghanistan,sugb,H
1,129.5863914489746,AFG,Afghanistan,cott,H
1,0,AFG,Afghanistan,acof,H
1,0,AFG,Afghanistan,rcof,H
1,0,AFG,Afghanistan,coco,H
1,0,AFG,Afghanistan,teas,H
1,0,AFG,Afghanistan,toba,H
1,33,AFG,Afghanistan,bana,H
1,0,AFG,Afghanistan,plnt,H
1,891888.4168393761,AFG,Afghanistan,temf,H
1,0,AFG,Afghanistan,ooil,H
1,0,AFG,Afghanistan,ofib,H
1,0,AFG,Afghanistan,trof,H
1,0,AFG,Afghanistan,vege,H
1,0,AFG,Afghanistan,tnut,H
1,0,AFG,Afghanistan,othr,H
1,0,AFG,Afghanistan,spis,H
1,827884.8866542652,AFG,Afghanistan,whea,S
1,0,AFG,Afghanistan,rice,S
1,8595.47062125802,AFG,Afghanistan,maiz,S
1,26045.281310768798,AFG,Afghanistan,barl,S
1,0,AFG,Afghanistan,pmil,S
1,12886.95349752903,AFG,Afghanistan,smil,S
1,0,AFG,Afghanistan,sorg,S
1,0,AFG,Afghanistan,ocer,S
1,0,AFG,Afghanistan,pota,S
1,0,AFG,Afghanistan,swpo,S
1,0,AFG,Afghanistan,yams,S
1,0,AFG,Afghanistan,cass,S
1,0,AFG,Afghanistan,orts,S
1,0.10000000149011612,AFG,Afghanistan,bean,S
1,0.20000000298023224,AFG,Afghanistan,chic,S
1,0,AFG,Afghanistan,cowp,S
1,0,AFG,Afghanistan,pige,S
1,0.5000000149011612,AFG,Afghanistan,lent,S
1,384.75844560563564,AFG,Afghanistan,opul,S
1,0,AFG,Afghanistan,soyb,S
1,0,AFG,Afghanistan,grou,S
1,0,AFG,Afghanistan,cnut,S
1,0,AFG,Afghanistan,oilp,S
1,811.1840785443783,AFG,Afghanistan,sunf,S
1,0,AFG,Afghanistan,rape,S
1,26225.600048311055,AFG,Afghanistan,sesa,S
1,0,AFG,Afghanistan,sugc,S
1,0,AFG,Afghanistan,sugb,S
1,0,AFG,Afghanistan,cott,S
1,0,AFG,Afghanistan,acof,S
1,0,AFG,Afghanistan,rcof,S
1,0,AFG,Afghanistan,coco,S
1,0,AFG,Afghanistan,teas,S
1,0,AFG,Afghanistan,toba,S
1,0,AFG,Afghanistan,bana,S
1,0,AFG,Afghanistan,plnt,S
1,201781.97216039896,AFG,Afghanistan,temf,S
1,8568.506480574608,AFG,Afghanistan,ooil,S
1,0,AFG,Afghanistan,ofib,S
