iso3c,country,animal,system,headcount_system,headcount_total,system_prop
PRT,Portugal,sheep,grassland,1096599.3725725068,2215500.3523449455,0.49496691409316923
PRT,Portugal,sheep,mixed,1118900.9797724388,2215500.3523449455,0.5050330859068308
PRY,Paraguay,cows,feedlot,0,12260186.04121152,0
PRY,Paraguay,cows,grassland,6642438.316578339,12260186.04121152,0.5417893573760117
PRY,Paraguay,cows,mixed,5617747.72463318,12260186.04121152,0.45821064262398814
PRY,Paraguay,goats,grassland,103242.14183186769,136134.3833626795,0.7583840267364149
PRY,Paraguay,goats,mixed,32892.241530811814,136134.3833626795,0.24161597326358508
PRY,Paraguay,sheep,grassland,249838.67949246653,399865.8001722459,0.6248063209828053
PRY,Paraguay,sheep,mixed,150027.12067977936,399865.8001722459,0.37519367901719475
PSE,Palestinian Territories,cows,feedlot,0,32248.327156734602,0
PSE,Palestinian Territories,cows,grassland,12573.358823379001,32248.327156734602,0.38989181554346874
PSE,Palestinian Territories,cows,mixed,19674.968333355602,32248.327156734602,0.6101081844565313
PSE,Palestinian Territories,goats,grassland,227088.45666069217,377909.1352454283,0.6009075607902742
PSE,Palestinian Territories,goats,mixed,150820.6785847361,377909.1352454283,0.3990924392097257
PSE,Palestinian Territories,sheep,grassland,398735.4639427676,773401.7901095061,0.515560565080035
PSE,Palestinian Territories,sheep,mixed,374666.32616673846,773401.7901095061,0.48443943491996494
PYF,French Polynesia,cows,feedlot,0,0,0
PYF,French Polynesia,cows,grassland,0,0,0
PYF,French Polynesia,cows,mixed,0,0,0
PYF,French Polynesia,goats,grassland,0,0,0
PYF,French Polynesia,goats,mixed,0,0,0
PYF,French Polynesia,sheep,grassland,0,0,0
PYF,French Polynesia,sheep,mixed,0,0,0
QAT,Qatar,cows,feedlot,0,0,0
QAT,Qatar,cows,grassland,0,0,0
QAT,Qatar,cows,mixed,0,0,0
QAT,Qatar,goats,grassland,146584.15334192457,167711.71253768817,0.8740245455962664
QAT,Qatar,goats,mixed,21127.559195763613,167711.71253768817,0.1259754544037336
QAT,Qatar,sheep,grassland,180202.6908956432,200309.45394354494,0.899621497377909
QAT,Qatar,sheep,mixed,20106.76304790173,200309.45394354494,0.10037850262209094
REU,Réunion,cows,feedlot,0,0,0
REU,Réunion,cows,grassland,0,0,0
REU,Réunion,cows,mixed,0,0,0
REU,Réunion,goats,grassland,0,0,0
REU,Réunion,goats,mixed,0,0,0
REU,Réunion,sheep,grassland,0,0,0
REU,Réunion,sheep,mixed,0,0,0
ROU,Romania,cows,feedlot,0,2494260.1837665103,0
ROU,Romania,cows,grassland,921195.3546144853,2494260.1837665103,0.3693260873945455
ROU,Romania,cows,mixed,1573064.829152025,2494260.1837665103,0.6306739126054545
ROU,Romania,goats,grassland,232296.713511556,914546.3129653389,0.25400213222483353
ROU,Romania,goats,mixed,682249.5994537829,914546.3129653389,0.7459978677751664
ROU,Romania,sheep,grassland,2654605.065315081,9113040.565816738,0.29129740465246873
ROU,Romania,sheep,mixed,6458435.500501658,9113040.565816738,0.7087025953475313
RUS,Russia,cows,feedlot,0,20271956.5840767,0
RUS,Russia,cows,grassland,8922401.922647042,20271956.5840767,0.4401352126836858
RUS,Russia,cows,mixed,11349554.661429657,20271956.5840767,0.5598647873163142
RUS,Russia,goats,grassland,995471.4078906088,2130336.963528268,0.4672835447787129
RUS,Russia,goats,mixed,1134865.5556376593,2130336.963528268,0.5327164552212871
RUS,Russia,sheep,grassland,9240363.559227193,19719815.889130097,0.46858264859970833
RUS,Russia,sheep,mixed,10479452.329902904,19719815.889130097,0.5314173514002917
RWA,Rwanda,cows,feedlot,0,1331549.4709625354,0
RWA,Rwanda,cows,grassland,222141.27629362675,1331549.4709625354,0.16682915741241502
RWA,Rwanda,cows,mixed,1109408.1946689086,1331549.4709625354,0.833170842587585
RWA,Rwanda,goats,grassland,248311.09054256853,2692985.871229015,0.09220660724419072
RWA,Rwanda,goats,mixed,2444674.7806864465,2692985.871229015,0.9077933927558094
RWA,Rwanda,sheep,grassland,69698.11672641983,740857.4792003597,0.09407763123569746
RWA,Rwanda,sheep,mixed,671159.3624739399,740857.4792003597,0.9059223687643027
SAU,Saudi Arabia,cows,feedlot,0,399151.46120551083,0
SAU,Saudi Arabia,cows,grassland,361922.0461725142,399151.46120551083,0.9067286014172241
SAU,Saudi Arabia,cows,mixed,37229.41503299664,399151.46120551083,0.09327139858277597
SAU,Saudi Arabia,goats,grassland,3123622.62363923,3404292.82598149,0.917554036421253
SAU,Saudi Arabia,goats,mixed,280670.2023422598,3404292.82598149,0.08244596357874706
SAU,Saudi Arabia,sheep,grassland,7984779.964300872,8722991.297976589,0.9153717677275507
SAU,Saudi Arabia,sheep,mixed,738211.333675717,8722991.297976589,0.08462823227244932
SDN,Sudan,cows,feedlot,0,34143062.29555287,0
SDN,Sudan,cows,grassland,12613109.870546687,34143062.29555287,0.36941940829336634
SDN,Sudan,cows,mixed,21529952.425006185,34143062.29555287,0.6305805917066337
SDN,Sudan,goats,grassland,13833159.596019918,29910708.847668618,0.462481837741473
SDN,Sudan,goats,mixed,16077549.251648702,29910708.847668618,0.5375181622585271
SDN,Sudan,sheep,grassland,16583734.60119306,39208387.43933528,0.42296395450723523
SDN,Sudan,sheep,mixed,22624652.83814222,39208387.43933528,0.5770360454927648
SEN,Senegal,cows,feedlot,0,3289984.7401457373,0
SEN,Senegal,cows,grassland,793624.4216399372,3289984.7401457373,0.2412243473216784
SEN,Senegal,cows,mixed,2496360.3185058003,3289984.7401457373,0.7587756526783217
SEN,Senegal,goats,grassland,1278334.7941732972,5393519.188997771,0.23701311692391303
SEN,Senegal,goats,mixed,4115184.394824473,5393519.188997771,0.7629868830760869
SEN,Senegal,sheep,grassland,989336.4260565548,5546859.918095667,0.17835972796591032
SEN,Senegal,sheep,mixed,4557523.492039112,5546859.918095667,0.8216402720340897
SGP,Singapore,cows,feedlot,0,0,0
SGP,Singapore,cows,grassland,0,0,0
SGP,Singapore,cows,mixed,0,0,0
SGP,Singapore,goats,grassland,0,0,0
SGP,Singapore,goats,mixed,0,0,0
SGP,Singapore,sheep,grassland,0,0,0
SGP,Singapore,sheep,mixed,0,0,0
SHN,St. Helena,cows,feedlot,0,0,0
SHN,St. Helena,cows,grassland,0,0,0
SHN,St. Helena,cows,mixed,0,0,0
SHN,St. Helena,goats,grassland,0,0,0
SHN,St. Helena,goats,mixed,0,0,0
SHN,St. Helena,sheep,grassland,0,0,0
SHN,St. Helena,sheep,mixed,0,0,0
SJM,Svalbard & Jan Mayen,cows,feedlot,0,0,0
SJM,Svalbard & Jan Mayen,cows,grassland,0,0,0
SJM,Svalbard & Jan Mayen,cows,mixed,0,0,0
SJM,Svalbard & Jan Mayen,goats,grassland,0,0,0
SJM,Svalbard & Jan Mayen,goats,mixed,0,0,0
SJM,Svalbard & Jan Mayen,sheep,grassland,0,0,0
SJM,Svalbard & Jan Mayen,sheep,mixed,0,0,0
SLB,Solomon Islands,cows,feedlot,0,0,0
SLB,Solomon Islands,cows,grassland,0,0,0
SLB,Solomon Islands,cows,mixed,0,0,0
SLB,Solomon Islands,goats,grassland,173840.3794523483,173840.3794523483,1
SLB,Solomon Islands,goats,mixed,0,173840.3794523483,0
SLB,Solomon Islands,sheep,grassland,256208.6320095971,256208.6320095971,1
SLB,Solomon Islands,sheep,mixed,0,256208.6320095971,0
SLE,Sierra Leone,cows,feedlot,0,512974.260030617,0
SLE,Sierra Leone,cows,grassland,89625.66560372856,512974.260030617,0.17471766633744787
SLE,Sierra Leone,cows,mixed,423348.59442688845,512974.260030617,0.8252823336625521
SLE,Sierra Leone,goats,grassland,303321.79877857043,745871.9950828252,0.4066673648806028
SLE,Sierra Leone,goats,mixed,442550.1963042548,745871.9950828252,0.5933326351193973
SLE,Sierra Leone,sheep,grassland,238601.40254743284,606017.8527875027,0.3937200883603297
SLE,Sierra Leone,sheep,mixed,367416.4502400698,606017.8527875027,0.6062799116396702
SLV,El Salvador,cows,feedlot,0,1231668.3881524755,0
SLV,El Salvador,cows,grassland,343596.750875533,1231668.3881524755,0.2789685553194511
SLV,El Salvador,cows,mixed,888071.6372769424,1231668.3881524755,0.7210314446805488
SLV,El Salvador,goats,grassland,0,0,0
SLV,El Salvador,goats,mixed,0,0,0
SLV,El Salvador,sheep,grassland,0,0,0
SLV,El Salvador,sheep,mixed,0,0,0
SMR,San Marino,cows,feedlot,0,0,0
SMR,San Marino,cows,grassland,0,0,0
SMR,San Marino,cows,mixed,0,0,0
SMR,San Marino,goats,grassland,0,0,0
SMR,San Marino,goats,mixed,0,0,0
SMR,San Marino,sheep,grassland,0,0,0
SMR,San Marino,sheep,mixed,0,0,0
SOM,Somalia,cows,feedlot,0,4226747.773785059,0
SOM,Somalia,cows,grassland,3473839.156898686,4226747.773785059,0.8218704646735657
SOM,Somalia,cows,mixed,752908.6168863735,4226747.773785059,0.17812953532643436
SOM,Somalia,goats,grassland,10350484.795957614,12078021.361501852,0.8569685783922619
SOM,Somalia,goats,mixed,1727536.5655442383,12078021.361501852,0.1430314216077381
SOM,Somalia,sheep,grassland,11262532.98862296,11998865.682207746,0.9386331414079715
SOM,Somalia,sheep,mixed,736332.693584787,11998865.682207746,0.06136685859202855
SPM,St. Pierre & Miquelon,cows,feedlot,0,0,0
SPM,St. Pierre & Miquelon,cows,grassland,0,0,0
SPM,St. Pierre & Miquelon,cows,mixed,0,0,0
SPM,St. Pierre & Miquelon,goats,grassland,0,0,0
SPM,St. Pierre & Miquelon,goats,mixed,0,0,0
SPM,St. Pierre & Miquelon,sheep,grassland,0,0,0
SPM,St. Pierre & Miquelon,sheep,mixed,0,0,0
SRB,Serbia,cows,feedlot,0,936260.0226442792,0
SRB,Serbia,cows,grassland,198477.4330094955,936260.0226442792,0.21198964839803336
SRB,Serbia,cows,mixed,737782.5896347837,936260.0226442792,0.7880103516019666
SRB,Serbia,goats,grassland,31774.75227851486,130993.13813813328,0.24256806677162082
SRB,Serbia,goats,mixed,99218.38585961841,130993.13813813328,0.7574319332283792
SRB,Serbia,sheep,grassland,253774.13510286677,1499440.0412573998,0.16924593723004552
SRB,Serbia,sheep,mixed,1245665.9061545331,1499440.0412573998,0.8307540627699546
SSD,South Sudan,cows,feedlot,0,7371710.11763373,0
SSD,South Sudan,cows,grassland,5382041.464333558,7371710.11763373,0.7300940186808591
SSD,South Sudan,cows,mixed,1989668.6533001717,7371710.11763373,0.2699059813191409
SSD,South Sudan,goats,grassland,9299444.80986072,13383811.624288717,0.6948278316308818
SSD,South Sudan,goats,mixed,4084366.814427998,13383811.624288717,0.3051721683691182
SSD,South Sudan,sheep,grassland,10574258.815936191,15462413.874439225,0.6838685668229592
SSD,South Sudan,sheep,mixed,4888155.058503034,15462413.874439225,0.3161314331770409
STP,São Tomé & Príncipe,cows,feedlot,0,0,0
STP,São Tomé & Príncipe,cows,grassland,0,0,0
STP,São Tomé & Príncipe,cows,mixed,0,0,0
STP,São Tomé & Príncipe,goats,grassland,0,0,0
STP,São Tomé & Príncipe,goats,mixed,0,0,0
STP,São Tomé & Príncipe,sheep,grassland,0,0,0
STP,São Tomé & Príncipe,sheep,mixed,0,0,0
SUR,Suriname,cows,feedlot,0,50568.7676823402,0
SUR,Suriname,cows,grassland,50568.7676823402,50568.7676823402,1
SUR,Suriname,cows,mixed,0,50568.7676823402,0
SUR,Suriname,goats,grassland,0,0,0
SUR,Suriname,goats,mixed,0,0,0
SUR,Suriname,sheep,grassland,0,0,0
SUR,Suriname,sheep,mixed,0,0,0
SVK,Slovakia,cows,feedlot,0,461882.2995172208,0
SVK,Slovakia,cows,grassland,207719.376661353,461882.2995172208,0.449723613306832
SVK,Slovakia,cows,mixed,254162.92285586783,461882.2995172208,0.5502763866931679
SVK,Slovakia,goats,grassland,19646.21344207454,35768.25027057873,0.5492640342609821
SVK,Slovakia,goats,mixed,16122.036828504188,35768.25027057873,0.4507359657390178
SVK,Slovakia,sheep,grassland,226193.6944330113,364607.6197317428,0.6203756646650214
SVK,Slovakia,sheep,mixed,138413.92529873148,364607.6197317428,0.37962433533497864
SVN,Slovenia,cows,feedlot,0,463958.3253342506,0
SVN,Slovenia,cows,grassland,349851.437455378,463958.3253342506,0.7540578934613011
SVN,Slovenia,cows,mixed,114106.88787887256,463958.3253342506,0.24594210653869886
SVN,Slovenia,goats,grassland,15904.819483642548,15904.819483642548,1
SVN,Slovenia,goats,mixed,0,15904.819483642548,0
SVN,Slovenia,sheep,grassland,97707.19198096114,113225.67784093876,0.8629419919942698
SVN,Slovenia,sheep,mixed,15518.485859977622,113225.67784093876,0.1370580080057303
SWE,Sweden,cows,feedlot,0,1431648.7661386216,0
SWE,Sweden,cows,grassland,1037790.5236909634,1431648.7661386216,0.7248918507365778
SWE,Sweden,cows,mixed,393858.2424476582,1431648.7661386216,0.27510814926342225
SWE,Sweden,goats,grassland,0,0,0
SWE,Sweden,goats,mixed,0,0,0
SWE,Sweden,sheep,grassland,416779.6517668831,562523.9982836359,0.7409099932421628
SWE,Sweden,sheep,mixed,145744.34651675285,562523.9982836359,0.2590900067578372
SWZ,Swaziland,cows,feedlot,0,608442.415199197,0
SWZ,Swaziland,cows,grassland,461645.4808439936,608442.415199197,0.758733233107781
SWZ,Swaziland,cows,mixed,146796.9343552034,608442.415199197,0.24126676689221904
SWZ,Swaziland,goats,grassland,207105.6608638098,269085.7264306985,0.7696642390177048
SWZ,Swaziland,goats,mixed,61980.065566888676,269085.7264306985,0.23033576098229533
SWZ,Swaziland,sheep,grassland,28967.7741787874,28967.7741787874,1
SWZ,Swaziland,sheep,mixed,0,28967.7741787874,0
SYC,Seychelles,cows,feedlot,0,0,0
SYC,Seychelles,cows,grassland,0,0,0
SYC,Seychelles,cows,mixed,0,0,0
SYC,Seychelles,goats,grassland,0,0,0
SYC,Seychelles,goats,mixed,0,0,0
SYC,Seychelles,sheep,grassland,0,0,0
SYC,Seychelles,sheep,mixed,0,0,0
SYR,Syria,cows,feedlot,0,995150.7582931011,0
SYR,Syria,cows,grassland,411763.2370459605,995150.7582931011,0.4137697063631078
SYR,Syria,cows,mixed,583387.5212471406,995150.7582931011,0.5862302936368922
SYR,Syria,goats,grassland,794352.6209885019,2043645.1694807003,0.3886940026826431
SYR,Syria,goats,mixed,1249292.5484921983,2043645.1694807003,0.6113059973173569
SYR,Syria,sheep,grassland,7634465.848163383,16955921.720630936,0.45025366205095346
SYR,Syria,sheep,mixed,9321455.872467551,16955921.720630936,0.5497463379490464
TCA,Turks & Caicos Islands,cows,feedlot,0,0,0
TCA,Turks & Caicos Islands,cows,grassland,0,0,0
TCA,Turks & Caicos Islands,cows,mixed,0,0,0
TCA,Turks & Caicos Islands,goats,grassland,0,0,0
TCA,Turks & Caicos Islands,goats,mixed,0,0,0
TCA,Turks & Caicos Islands,sheep,grassland,0,0,0
TCA,Turks & Caicos Islands,sheep,mixed,0,0,0
TCD,Chad,cows,feedlot,0,7364801.76519192,0
TCD,Chad,cows,grassland,4026715.745905859,7364801.76519192,0.5467514095134544
TCD,Chad,cows,mixed,3338086.0192860616,7364801.76519192,0.4532485904865457
TCD,Chad,goats,grassland,4381177.317124598,6719064.747936823,0.6520516591940709
TCD,Chad,goats,mixed,2337887.4308122257,6719064.747936823,0.34794834080592907
TCD,Chad,sheep,grassland,1934301.5235513323,3269756.4827405727,0.5915735724545707
TCD,Chad,sheep,mixed,1335454.9591892404,3269756.4827405727,0.40842642754542935
TGO,Togo,cows,feedlot,0,312794.7674211351,0
TGO,Togo,cows,grassland,68126.44974357403,312794.7674211351,0.21779919883330767
TGO,Togo,cows,mixed,244668.31767756108,312794.7674211351,0.7822008011666923
TGO,Togo,goats,grassland,351326.33225525136,1862687.320218644,0.1886126181467818
TGO,Togo,goats,mixed,1511360.9879633929,1862687.320218644,0.8113873818532182
TGO,Togo,sheep,grassland,351426.8875198324,2023069.5040759572,0.1737097449256187
TGO,Togo,sheep,mixed,1671642.6165561248,2023069.5040759572,0.8262902550743813
THA,Thailand,cows,feedlot,0,6443220.48939877,0
THA,Thailand,cows,grassland,995225.4618582889,6443220.48939877,0.15446087302083858
THA,Thailand,cows,mixed,5447995.027540482,6443220.48939877,0.8455391269791614
THA,Thailand,goats,grassland,58553.70397716664,379894.39302174764,0.1541315298481245
THA,Thailand,goats,mixed,321340.689044581,379894.39302174764,0.8458684701518756
THA,Thailand,sheep,grassland,0,33680.667980904276,0
THA,Thailand,sheep,mixed,33680.667980904276,33680.667980904276,1
TJK,Tajikistan,cows,feedlot,0,1806196.182922013,0
TJK,Tajikistan,cows,grassland,1190567.4624919035,1806196.182922013,0.6591573350386762
TJK,Tajikistan,cows,mixed,615628.7204301096,1806196.182922013,0.3408426649613238
TJK,Tajikistan,goats,grassland,1311247.2976698386,1565425.4880193395,0.837629965594146
TJK,Tajikistan,goats,mixed,254178.1903495009,1565425.4880193395,0.16237003440585396
TJK,Tajikistan,sheep,grassland,1929862.697105377,2617507.1965229074,0.7372903118161447
TJK,Tajikistan,sheep,mixed,687644.4994175306,2617507.1965229074,0.26270968818385543
TKL,Tokelau,cows,feedlot,0,0,0
TKL,Tokelau,cows,grassland,0,0,0
TKL,Tokelau,cows,mixed,0,0,0
TKL,Tokelau,goats,grassland,0,0,0
TKL,Tokelau,goats,mixed,0,0,0
TKL,Tokelau,sheep,grassland,0,0,0
TKL,Tokelau,sheep,mixed,0,0,0
TKM,Turkmenistan,cows,feedlot,0,2226662.5584145943,0
TKM,Turkmenistan,cows,grassland,1750205.2821916821,2226662.5584145943,0.7860217865422077
TKM,Turkmenistan,cows,mixed,476457.27622291236,2226662.5584145943,0.21397821345779247
TKM,Turkmenistan,goats,grassland,2427343.958875184,2792300.9455287913,0.869298834984818
TKM,Turkmenistan,goats,mixed,364956.9866536073,2792300.9455287913,0.130701165015182
TKM,Turkmenistan,sheep,grassland,11857088.645190146,13477534.095638607,0.8797669188629361
TKM,Turkmenistan,sheep,mixed,1620445.4504484618,13477534.095638607,0.12023308113706391
TLS,Timor-Leste,cows,feedlot,0,134255.67202937952,0
TLS,Timor-Leste,cows,grassland,0,134255.67202937952,0
TLS,Timor-Leste,cows,mixed,134255.67202937952,134255.67202937952,1
TLS,Timor-Leste,goats,grassland,0,129077.0903308673,0
TLS,Timor-Leste,goats,mixed,129077.0903308673,129077.0903308673,1
TLS,Timor-Leste,sheep,grassland,0,38536.54198472548,0
TLS,Timor-Leste,sheep,mixed,38536.54198472548,38536.54198472548,1
TON,Tonga,cows,feedlot,0,0,0
TON,Tonga,cows,grassland,0,0,0
TON,Tonga,cows,mixed,0,0,0
TON,Tonga,goats,grassland,0,0,0
TON,Tonga,goats,mixed,0,0,0
TON,Tonga,sheep,grassland,0,0,0
TON,Tonga,sheep,mixed,0,0,0
TTO,Trinidad & Tobago,cows,feedlot,0,27156.553697828465,0
TTO,Trinidad & Tobago,cows,grassland,12806.246184640086,27156.553697828465,0.47157111050008227
TTO,Trinidad & Tobago,cows,mixed,14350.307513188382,27156.553697828465,0.5284288894999177
TTO,Trinidad & Tobago,goats,grassland,0,0,0
TTO,Trinidad & Tobago,goats,mixed,0,0,0
TTO,Trinidad & Tobago,sheep,grassland,0,0,0
TTO,Trinidad & Tobago,sheep,mixed,0,0,0
TUN,Tunisia,cows,feedlot,0,628264.5315373085,0
TUN,Tunisia,cows,grassland,138335.41497136024,628264.5315373085,0.2201865743285962
TUN,Tunisia,cows,mixed,489929.11656594824,628264.5315373085,0.7798134256714038
TUN,Tunisia,goats,grassland,652070.0954283349,1231096.3904260118,0.5296661581492339
TUN,Tunisia,goats,mixed,579026.294997677,1231096.3904260118,0.4703338418507662
TUN,Tunisia,sheep,grassland,2202616.6193675166,7599028.48630803,0.28985502861796125
TUN,Tunisia,sheep,mixed,5396411.866940513,7599028.48630803,0.7101449713820388
TUR,Turkey,cows,feedlot,0,10605198.102195907,0
TUR,Turkey,cows,grassland,1586076.02453791,10605198.102195907,0.14955647308554262
TUR,Turkey,cows,mixed,9019122.077657998,10605198.102195907,0.8504435269144573
TUR,Turkey,goats,grassland,824891.5048124859,5110671.871515561,0.16140568707023364
TUR,Turkey,goats,mixed,4285780.366703075,5110671.871515561,0.8385943129297664
TUR,Turkey,sheep,grassland,2181799.974946411,23866640.82186568,0.09141629906071788
TUR,Turkey,sheep,mixed,21684840.846919272,23866640.82186568,0.9085837009392822
TUV,Tuvalu,cows,feedlot,0,0,0
TUV,Tuvalu,cows,grassland,0,0,0
TUV,Tuvalu,cows,mixed,0,0,0
TUV,Tuvalu,goats,grassland,0,0,0
TUV,Tuvalu,goats,mixed,0,0,0
TUV,Tuvalu,sheep,grassland,0,0,0
TUV,Tuvalu,sheep,mixed,0,0,0
TZA,Tanzania,cows,feedlot,0,17061649.77896955,0
TZA,Tanzania,cows,grassland,6835019.913805556,17061649.77896955,0.4006072098743057
TZA,Tanzania,cows,mixed,10226629.865163995,17061649.77896955,0.5993927901256944
TZA,Tanzania,goats,grassland,5475138.985609464,12115803.563537825,0.4519006070787367
TZA,Tanzania,goats,mixed,6640664.577928361,12115803.563537825,0.5480993929212633
TZA,Tanzania,sheep,grassland,1307736.3077161934,3302421.495589137,0.39599315516292055
TZA,Tanzania,sheep,mixed,1994685.1878729435,3302421.495589137,0.6040068448370793
UGA,Uganda,cows,feedlot,0,11613246.699324114,0
UGA,Uganda,cows,grassland,2248228.596150601,11613246.699324114,0.19359173660553053
UGA,Uganda,cows,mixed,9365018.103173513,11613246.699324114,0.8064082633944695
UGA,Uganda,goats,grassland,3045084.716671226,12198419.764240477,0.24962944180670482
UGA,Uganda,goats,mixed,9153335.04756925,12198419.764240477,0.7503705581932951
UGA,Uganda,sheep,grassland,539844.1187198111,1782124.0069210646,0.30292174765800256
UGA,Uganda,sheep,mixed,1242279.8882012535,1782124.0069210646,0.6970782523419975
UKR,Ukraine,cows,feedlot,0,4792218.81062985,0
UKR,Ukraine,cows,grassland,565775.7430624049,4792218.81062985,0.11806133346988051
UKR,Ukraine,cows,mixed,4226443.067567445,4792218.81062985,0.8819386665301195
UKR,Ukraine,goats,grassland,79872.90636705716,633331.7436968406,0.1261154318601315
UKR,Ukraine,goats,mixed,553458.8373297835,633331.7436968406,0.8738845681398686
UKR,Ukraine,sheep,grassland,168211.3019679524,1207706.283302894,0.13928163187817483
UKR,Ukraine,sheep,mixed,1039494.9813349417,1207706.283302894,0.8607183681218252
URY,Uruguay,cows,feedlot,345440.014438331,11788284.698976103,0.029303670827388054
URY,Uruguay,cows,grassland,6069556.309088067,11788284.698976103,0.5148803633505095
URY,Uruguay,cows,mixed,5373288.375449705,11788284.698976103,0.4558159658221025
URY,Uruguay,goats,grassland,10545.013474554564,10545.013474554564,1
URY,Uruguay,goats,mixed,0,10545.013474554564,0
URY,Uruguay,sheep,grassland,4592322.717128697,7701047.711283369,0.5963244079633669
URY,Uruguay,sheep,mixed,3108724.9941546726,7701047.711283369,0.4036755920366331
USA,United States,cows,feedlot,26451901.718206204,93164776.94787195,0.283925992041034
USA,United States,cows,grassland,37812741.42697078,93164776.94787195,0.40586949988758053
USA,United States,cows,mixed,28900133.802694965,93164776.94787195,0.3102045080713854
USA,United States,goats,grassland,1804873.0363360462,3030982.455873734,0.5954745903719723
USA,United States,goats,mixed,1226109.4195376877,3030982.455873734,0.40452540962802774
USA,United States,sheep,grassland,4742699.940904331,5513557.716280871,0.8601886812392859
USA,United States,sheep,mixed,770857.7753765399,5513557.716280871,0.13981131876071412
UZB,Uzbekistan,cows,feedlot,0,8065197.717373034,0
UZB,Uzbekistan,cows,grassland,3981836.753420328,8065197.717373034,0.49370603089409154
UZB,Uzbekistan,cows,mixed,4083360.9639527067,8065197.717373034,0.5062939691059085
UZB,Uzbekistan,goats,grassland,1608652.3413846209,2288720.631000974,0.702860943181639
UZB,Uzbekistan,goats,mixed,680068.2896163531,2288720.631000974,0.29713905681836084
UZB,Uzbekistan,sheep,grassland,8530504.825118212,12000116.443149809,0.7108685041125411
UZB,Uzbekistan,sheep,mixed,3469611.6180315977,12000116.443149809,0.28913149588745896
VCT,St. Vincent & Grenadines,cows,feedlot,0,0,0
VCT,St. Vincent & Grenadines,cows,grassland,0,0,0
VCT,St. Vincent & Grenadines,cows,mixed,0,0,0
VCT,St. Vincent & Grenadines,goats,grassland,0,0,0
VCT,St. Vincent & Grenadines,goats,mixed,0,0,0
VCT,St. Vincent & Grenadines,sheep,grassland,11842.901669090594,11842.901669090594,1
VCT,St. Vincent & Grenadines,sheep,mixed,0,11842.901669090594,0
VEN,Venezuela,cows,feedlot,0,20759504.4963749,0
VEN,Venezuela,cows,grassland,7148335.153495785,20759504.4963749,0.3443403552692721
VEN,Venezuela,cows,mixed,13611169.342879117,20759504.4963749,0.6556596447307279
VEN,Venezuela,goats,grassland,1130380.6071124626,1485953.3448808002,0.7607106986277145
VEN,Venezuela,goats,mixed,355572.73776833765,1485953.3448808002,0.2392893013722856
VEN,Venezuela,sheep,grassland,280275.4412347324,567843.7251789714,0.4935784773291207
VEN,Venezuela,sheep,mixed,287568.2839442391,567843.7251789714,0.5064215226708794
VGB,British Virgin Islands,cows,feedlot,0,0,0
VGB,British Virgin Islands,cows,grassland,0,0,0
VGB,British Virgin Islands,cows,mixed,0,0,0
VGB,British Virgin Islands,goats,grassland,0,0,0
VGB,British Virgin Islands,goats,mixed,0,0,0
VGB,British Virgin Islands,sheep,grassland,0,0,0
VGB,British Virgin Islands,sheep,mixed,0,0,0
VIR,U.S. Virgin Islands,cows,feedlot,0,0,0
VIR,U.S. Virgin Islands,cows,grassland,0,0,0
VIR,U.S. Virgin Islands,cows,mixed,0,0,0
VIR,U.S. Virgin Islands,goats,grassland,0,0,0
VIR,U.S. Virgin Islands,goats,mixed,0,0,0
VIR,U.S. Virgin Islands,sheep,grassland,0,0,0
VIR,U.S. Virgin Islands,sheep,mixed,0,0,0
VNM,Vietnam,cows,feedlot,0,5629295.839742658,0
VNM,Vietnam,cows,grassland,545556.8457878291,5629295.839742658,0.09691387010364855
VNM,Vietnam,cows,mixed,5083738.993954829,5629295.839742658,0.9030861298963515
VNM,Vietnam,goats,grassland,324162.48855557694,1277005.5657090468,0.25384579148297476
VNM,Vietnam,goats,mixed,952843.0771534699,1277005.5657090468,0.7461542085170253
VNM,Vietnam,sheep,grassland,17664.785095688992,154742.60984170987,0.11415592068505725
VNM,Vietnam,sheep,mixed,137077.82474602087,154742.60984170987,0.8858440793149427
VUT,Vanuatu,cows,feedlot,0,125130.32371270983,0
VUT,Vanuatu,cows,grassland,111964.53702760574,125130.32371270983,0.8947834042583332
VUT,Vanuatu,cows,mixed,13165.786685104084,125130.32371270983,0.10521659574166672
VUT,Vanuatu,goats,grassland,11394.53614180515,11394.53614180515,1
VUT,Vanuatu,goats,mixed,0,11394.53614180515,0
VUT,Vanuatu,sheep,grassland,31950.402643016663,42702.41179374305,0.7482107286431579
VUT,Vanuatu,sheep,mixed,10752.009150726384,42702.41179374305,0.25178927135684215
WLF,Wallis & Futuna,cows,feedlot,0,0,0
WLF,Wallis & Futuna,cows,grassland,0,0,0
WLF,Wallis & Futuna,cows,mixed,0,0,0
WLF,Wallis & Futuna,goats,grassland,0,0,0
WLF,Wallis & Futuna,goats,mixed,0,0,0
WLF,Wallis & Futuna,sheep,grassland,0,0,0
WLF,Wallis & Futuna,sheep,mixed,0,0,0
WSM,Samoa,cows,feedlot,0,0,0
WSM,Samoa,cows,grassland,0,0,0
WSM,Samoa,cows,mixed,0,0,0
WSM,Samoa,goats,grassland,0,0,0
WSM,Samoa,goats,mixed,0,0,0
WSM,Samoa,sheep,grassland,0,0,0
WSM,Samoa,sheep,mixed,0,0,0
XMI,Madeira Islands,cows,feedlot,0,0,0
XMI,Madeira Islands,cows,grassland,0,0,0
