iso3c,animal,system,product,headcount,gleam_rgn_animal_headcount,gleam_prop,ID_0,Country,gf_prop,year,fao_product,fao_rgn_animal_headcount,fao_allocated_headcount
AGO,goats,grassland,milk,3020052.4573005233,3711607.185783469,0.8136778236846289,8,Angola,NA,2016,meat and milk,4430665,3605133.8546756567
AGO,goats,mixed,meat,0,3711607.185783469,0,8,Angola,NA,2016,meat and milk,4430665,0
AGO,goats,mixed,milk,691554.7284829457,3711607.185783469,0.18632217631537107,8,Angola,NA,2016,meat and milk,4430665,825531.1453243436
AIA,sheep,grassland,meat,0,0,0,9,Anguilla,0,NA,NA,NA,0
AIA,sheep,grassland,milk,0,0,0,9,Anguilla,0,NA,NA,NA,0
AIA,sheep,mixed,meat,0,0,0,9,Anguilla,0,NA,NA,NA,0
AIA,sheep,mixed,milk,0,0,0,9,Anguilla,0,NA,NA,NA,0
AIA,goats,grassland,meat,0,0,0,9,Anguilla,0,NA,NA,NA,0
AIA,goats,grassland,milk,0,0,0,9,Anguilla,0,NA,NA,NA,0
AIA,goats,mixed,meat,0,0,0,9,Anguilla,0,NA,NA,NA,0
AIA,goats,mixed,milk,0,0,0,9,Anguilla,0,NA,NA,NA,0
ATG,sheep,grassland,meat,0,20763.387553489818,0,11,Antigua and Barbuda,NA,2016,meat and milk,14000,0
ATG,sheep,grassland,milk,20763.387553489818,20763.387553489818,1,11,Antigua and Barbuda,NA,2016,meat and milk,14000,14000
ATG,sheep,mixed,meat,0,20763.387553489818,0,11,Antigua and Barbuda,NA,2016,meat and milk,14000,0
ATG,sheep,mixed,milk,0,20763.387553489818,0,11,Antigua and Barbuda,NA,2016,meat and milk,14000,0
ATG,goats,grassland,meat,0,42598.23954719611,0,11,Antigua and Barbuda,NA,2016,meat and milk,27000,0
ATG,goats,grassland,milk,31789.43839976468,42598.23954719611,0.7462617877563702,11,Antigua and Barbuda,NA,2016,meat and milk,27000,20149.068269421994
ATG,goats,mixed,meat,0,42598.23954719611,0,11,Antigua and Barbuda,NA,2016,meat and milk,27000,0
ATG,goats,mixed,milk,10808.801147431433,42598.23954719611,0.25373821224362986,11,Antigua and Barbuda,NA,2016,meat and milk,27000,6850.931730578006
ARG,sheep,grassland,meat,0,14972042.612770528,0,12,Argentina,NA,2016,meat and milk,14864321,0
ARG,sheep,grassland,milk,12480462.465647964,14972042.612770528,0.8335844873299152,12,Argentina,NA,2016,meat and milk,14864321,12390667.400292292
ARG,sheep,mixed,meat,0,14972042.612770528,0,12,Argentina,NA,2016,meat and milk,14864321,0
ARG,sheep,mixed,milk,2491580.147122563,14972042.612770528,0.16641551267008478,12,Argentina,NA,2016,meat and milk,14864321,2473653.5997077073
ARG,goats,grassland,meat,0,4246508.019127795,0,12,Argentina,NA,2016,meat and milk,4712173,0
ARG,goats,grassland,milk,3942237.4908810547,4246508.019127795,0.9283480622487473,12,Argentina,NA,2016,meat and milk,4712173,4374536.673530866
ARG,goats,mixed,meat,0,4246508.019127795,0,12,Argentina,NA,2016,meat and milk,4712173,0
ARG,goats,mixed,milk,304270.52824674017,4246508.019127795,0.07165193775125271,12,Argentina,NA,2016,meat and milk,4712173,337636.3264691337
ARM,sheep,grassland,meat,179152.439287498,623433.3152514127,0.28736423752915896,13,Armenia,NA,2016,meat and milk,747338,214758.2145465666
ARM,sheep,grassland,milk,0,623433.3152514127,0,13,Armenia,NA,2016,meat and milk,747338,0
ARM,sheep,mixed,meat,444280.8759639147,623433.3152514127,0.712635762470841,13,Armenia,NA,2016,meat and milk,747338,532579.7854534334
ARM,sheep,mixed,milk,0,623433.3152514127,0,13,Armenia,NA,2016,meat and milk,747338,0
ARM,goats,grassland,meat,10656.431407862354,37821.216512280036,0.28175802870863115,13,Armenia,NA,2016,meat and milk,30731,8658.705980244944
ARM,goats,grassland,milk,0,37821.216512280036,0,13,Armenia,NA,2016,meat and milk,30731,0
ARM,goats,mixed,meat,27164.785104417682,37821.216512280036,0.7182419712913688,13,Armenia,NA,2016,meat and milk,30731,22072.294019755056
ARM,goats,mixed,milk,0,37821.216512280036,0,13,Armenia,NA,2016,meat and milk,30731,0
ABW,sheep,grassland,meat,0,0,0,14,Aruba,0,NA,NA,NA,0
ABW,sheep,grassland,milk,0,0,0,14,Aruba,0,NA,NA,NA,0
ABW,sheep,mixed,meat,0,0,0.5,14,Aruba,0.5,NA,NA,NA,0
ABW,sheep,mixed,milk,0,0,0.5,14,Aruba,0.5,NA,NA,NA,0
ABW,goats,grassland,meat,0,0,0,14,Aruba,0,NA,NA,NA,0
ABW,goats,grassland,milk,0,0,0,14,Aruba,0,NA,NA,NA,0
ABW,goats,mixed,meat,0,0,0.5,14,Aruba,0.5,NA,NA,NA,0
ABW,goats,mixed,milk,0,0,0.5,14,Aruba,0.5,NA,NA,NA,0
AUS,sheep,grassland,meat,0,67615912.09260365,0,15,Australia,NA,2016,meat and milk,67543092,0
AUS,sheep,grassland,milk,25484755.514615007,67615912.09260365,0.37690470668667836,15,Australia,NA,2016,meat and milk,67543092,25457309.278971333
AUS,sheep,mixed,meat,0,67615912.09260365,0,15,Australia,NA,2016,meat and milk,67543092,0
AUS,sheep,mixed,milk,42131156.57798864,67615912.09260365,0.6230952933133216,15,Australia,NA,2016,meat and milk,67543092,42085782.72102866
AUS,goats,grassland,meat,103901.82052950312,3406859.022979238,0.030497833878269143,15,Australia,NA,2016,meat and milk,3650000,111317.09365568237
AUS,goats,grassland,milk,2273910.6735869264,3406859.022979238,0.6674507686550621,15,Australia,NA,2016,meat and milk,3650000,2436195.305590977
AUS,goats,mixed,meat,44964.50538615992,3406859.022979238,0.013198228950148707,15,Australia,NA,2016,meat and milk,3650000,48173.53566804278
AUS,goats,mixed,milk,984082.0234766486,3406859.022979238,0.28885316851652004,15,Australia,NA,2016,meat and milk,3650000,1054314.0650852981
AUT,sheep,grassland,meat,49310.47666994107,342581.9792897497,0.14393774235344456,16,Austria,NA,2016,meat and milk,353710,50912.21884783688
AUT,sheep,grassland,milk,230657.523801765,342581.9792897497,0.6732914681617826,16,Austria,NA,2016,meat and milk,353710,238149.92520350413
AUT,sheep,mixed,meat,11028.430559346238,342581.9792897497,0.032192091896400044,16,Austria,NA,2016,meat and milk,353710,11386.66482467566
AUT,sheep,mixed,milk,51585.54825869739,342581.9792897497,0.15057869758837272,16,Austria,NA,2016,meat and milk,353710,53261.19112398331
AUT,goats,grassland,meat,53031.51340555292,67736.26754054279,0.7829116562085665,16,Austria,NA,2016,meat and milk,76620,59986.691098700365
AUT,goats,grassland,milk,0,67736.26754054279,0,16,Austria,NA,2016,meat and milk,76620,0
AUT,goats,mixed,meat,14704.754134989875,67736.26754054279,0.21708834379143357,16,Austria,NA,2016,meat and milk,76620,16633.30890129964
AUT,goats,mixed,milk,0,67736.26754054279,0,16,Austria,NA,2016,meat and milk,76620,0
AZE,sheep,grassland,meat,158668.41533717228,7731390.413883241,0.02052262359591255,17,Azerbaijan,NA,2016,meat and milk,7966456,163492.5778813991
AZE,sheep,grassland,milk,1437290.4783343205,7731390.413883241,0.18590323362190855,17,Azerbaijan,NA,2016,meat and milk,7966456,1480989.930906655
AZE,sheep,mixed,meat,608021.3582210778,7731390.413883241,0.07864320978141981,17,Azerbaijan,NA,2016,meat and milk,7966456,626507.6704224505
AZE,sheep,mixed,milk,5527410.1619906705,7731390.413883241,0.714930933000759,17,Azerbaijan,NA,2016,meat and milk,7966456,5695465.820789495
AZE,goats,grassland,meat,73484.78254142348,609894.5341713796,0.12048768832018152,17,Azerbaijan,NA,2016,meat and milk,648345,78117.59028394808
AZE,goats,grassland,milk,113470.69691204492,609894.5341713796,0.18604970294775555,17,Azerbaijan,NA,2016,meat and milk,648345,120624.39465766257
AZE,goats,mixed,meat,166240.64684388344,609894.5341713796,0.27257277697978194,17,Azerbaijan,NA,2016,meat and milk,648345,176721.19709095673
AZE,goats,mixed,milk,256698.4078740278,609894.5341713796,0.420889831752281,17,Azerbaijan,NA,2016,meat and milk,648345,272881.8179674326
BHS,sheep,grassland,meat,0,0,0.3565563247342463,18,Bahamas,0.3565563247342463,2016,meat and milk,6647,2370.029890508535
BHS,sheep,grassland,milk,0,0,0.3565563247342463,18,Bahamas,0.3565563247342463,2016,meat and milk,6647,2370.029890508535
BHS,sheep,mixed,meat,0,0,0.1434436752657537,18,Bahamas,0.1434436752657537,2016,meat and milk,6647,953.4701094914648
BHS,sheep,mixed,milk,0,0,0.1434436752657537,18,Bahamas,0.1434436752657537,2016,meat and milk,6647,953.4701094914648
BHS,goats,grassland,meat,12175.144937753863,12175.144937753863,NA,18,Bahamas,NA,2016,meat and milk,14909,NA
BHS,goats,grassland,milk,0,12175.144937753863,NA,18,Bahamas,NA,2016,meat and milk,14909,NA
BHS,goats,mixed,meat,0,12175.144937753863,NA,18,Bahamas,NA,2016,meat and milk,14909,NA
BHS,goats,mixed,milk,0,12175.144937753863,NA,18,Bahamas,NA,2016,meat and milk,14909,NA
BHR,sheep,grassland,meat,0,25894.42187129065,NA,19,Bahrain,NA,2016,meat and milk,39177,NA
BHR,sheep,grassland,milk,25894.42187129065,25894.42187129065,NA,19,Bahrain,NA,2016,meat and milk,39177,NA
BHR,sheep,mixed,meat,0,25894.42187129065,NA,19,Bahrain,NA,2016,meat and milk,39177,NA
BHR,sheep,mixed,milk,0,25894.42187129065,NA,19,Bahrain,NA,2016,meat and milk,39177,NA
BHR,goats,grassland,meat,0,0,0.5,19,Bahrain,0.5,2016,meat and milk,18296,9148
BHR,goats,grassland,milk,0,0,0.5,19,Bahrain,0.5,2016,meat and milk,18296,9148
BHR,goats,mixed,meat,0,0,0,19,Bahrain,0,2016,meat and milk,18296,0
BHR,goats,mixed,milk,0,0,0,19,Bahrain,0,2016,meat and milk,18296,0
BGD,sheep,grassland,meat,12196.981539310249,1438971.254649898,0.008476181508071735,20,Bangladesh,NA,2016,meat and milk,2176340,18447.05286327684
BGD,sheep,grassland,milk,0,1438971.254649898,0,20,Bangladesh,NA,2016,meat and milk,2176340,0
BGD,sheep,mixed,meat,1200553.2862328547,1438971.254649898,0.8343135989363106,20,Bangladesh,NA,2016,meat and milk,2176340,1815750.0579090503
BGD,sheep,mixed,milk,226220.9868777331,1438971.254649898,0.15721021955561768,20,Bangladesh,NA,2016,meat and milk,2176340,342142.88922767295
BGD,goats,grassland,meat,539987.7113014946,50444217.33987536,0.010704650399534355,20,Bangladesh,NA,2016,meat and milk,56108883,600625.9768233764
BGD,goats,grassland,milk,0,50444217.33987536,0,20,Bangladesh,NA,2016,meat and milk,56108883,0
BGD,goats,mixed,meat,49904229.628573865,50444217.33987536,0.9892953496004656,20,Bangladesh,NA,2016,meat and milk,56108883,55508257.023176625
BGD,goats,mixed,milk,0,50444217.33987536,0,20,Bangladesh,NA,2016,meat and milk,56108883,0
BRB,sheep,grassland,meat,0,11538.859258686593,NA,21,Barbados,NA,2016,meat and milk,13407,NA
BRB,sheep,grassland,milk,0,11538.859258686593,NA,21,Barbados,NA,2016,meat and milk,13407,NA
BRB,sheep,mixed,meat,0,11538.859258686593,NA,21,Barbados,NA,2016,meat and milk,13407,NA
BRB,sheep,mixed,milk,11538.859258686593,11538.859258686593,NA,21,Barbados,NA,2016,meat and milk,13407,NA
BRB,goats,grassland,meat,0,0,0,21,Barbados,0,2016,meat and milk,5479,0
BRB,goats,grassland,milk,0,0,0,21,Barbados,0,2016,meat and milk,5479,0
BRB,goats,mixed,meat,0,0,0.5,21,Barbados,0.5,2016,meat and milk,5479,2739.5
BRB,goats,mixed,milk,0,0,0.5,21,Barbados,0.5,2016,meat and milk,5479,2739.5
BLR,sheep,grassland,meat,0,53803.09147693673,0,22,Belarus,NA,2016,meat and milk,89800,0
BLR,sheep,grassland,milk,16893.947987192812,53803.09147693673,0.31399586015302827,22,Belarus,NA,2016,meat and milk,89800,28196.82824174194
BLR,sheep,mixed,meat,0,53803.09147693673,0,22,Belarus,NA,2016,meat and milk,89800,0
BLR,sheep,mixed,milk,36909.14348974392,53803.09147693673,0.6860041398469717,22,Belarus,NA,2016,meat and milk,89800,61603.17175825806
BLR,goats,grassland,meat,24681.999180490806,74934.81265120536,0.3293796075180257,22,Belarus,NA,2016,meat and milk,68000,22397.813311225746
BLR,goats,grassland,milk,0,74934.81265120536,0,22,Belarus,NA,2016,meat and milk,68000,0
BLR,goats,mixed,meat,50252.81347071455,74934.81265120536,0.6706203924819744,22,Belarus,NA,2016,meat and milk,68000,45602.18668877426
BLR,goats,mixed,milk,0,74934.81265120536,0,22,Belarus,NA,2016,meat and milk,68000,0
BEL,sheep,grassland,meat,0,123819.64351984175,0,23,Belgium,NA,2016,meat and milk,86229,0
BEL,sheep,grassland,milk,12802.942425854275,123819.64351984175,0.1033999296226583,23,Belgium,NA,2016,meat and milk,86229,8916.072531432203
BEL,sheep,mixed,meat,0,123819.64351984175,0,23,Belgium,NA,2016,meat and milk,86229,0
BEL,sheep,mixed,milk,111016.70109398747,123819.64351984175,0.8966000703773417,23,Belgium,NA,2016,meat and milk,86229,77312.9274685678
BEL,goats,grassland,meat,0,21593.96616546477,0,23,Belgium,NA,2016,meat and milk,50801,0
BEL,goats,grassland,milk,0,21593.96616546477,0,23,Belgium,NA,2016,meat and milk,50801,0
BEL,goats,mixed,meat,21593.96616546477,21593.96616546477,1,23,Belgium,NA,2016,meat and milk,50801,50801
BEL,goats,mixed,milk,0,21593.96616546477,0,23,Belgium,NA,2016,meat and milk,50801,0
BLZ,sheep,grassland,meat,0,0,0.061002866254368716,24,Belize,0.061002866254368716,2016,meat and milk,15510,946.1544556052588
BLZ,sheep,grassland,milk,0,0,0.061002866254368716,24,Belize,0.061002866254368716,2016,meat and milk,15510,946.1544556052588
BLZ,sheep,mixed,meat,0,0,0.4389971337456313,24,Belize,0.4389971337456313,2016,meat and milk,15510,6808.845544394741
BLZ,sheep,mixed,milk,0,0,0.4389971337456313,24,Belize,0.4389971337456313,2016,meat and milk,15510,6808.845544394741
BLZ,goats,grassland,meat,0,0,0.19740613102217056,24,Belize,0.19740613102217056,2016,meat and milk,188,37.11235263216806
BLZ,goats,grassland,milk,0,0,0.19740613102217056,24,Belize,0.19740613102217056,2016,meat and milk,188,37.11235263216806
BLZ,goats,mixed,meat,0,0,0.3025938689778294,24,Belize,0.3025938689778294,2016,meat and milk,188,56.88764736783193
BLZ,goats,mixed,milk,0,0,0.3025938689778294,24,Belize,0.3025938689778294,2016,meat and milk,188,56.88764736783193
BEN,sheep,grassland,meat,0,836229.202320917,0,25,Benin,NA,2016,meat and milk,1836000,0
BEN,sheep,grassland,milk,199903.016564595,836229.202320917,0.23905290081926467,25,Benin,NA,2016,meat and milk,1836000,438901.1259041699
BEN,sheep,mixed,meat,0,836229.202320917,0,25,Benin,NA,2016,meat and milk,1836000,0
BEN,sheep,mixed,milk,636326.185756322,836229.202320917,0.7609470991807352,25,Benin,NA,2016,meat and milk,1836000,1397098.87409583
BEN,goats,grassland,meat,92385.29334015118,1626764.9809619777,0.05679080532304039,25,Benin,NA,2016,meat and milk,1836000,104267.91857310216
BEN,goats,grassland,milk,199311.59628182428,1626764.9809619777,0.1225202156515335,25,Benin,NA,2016,meat and milk,1836000,224947.1159362155
BEN,goats,mixed,meat,422835.95725012856,1626764.9809619777,0.25992442805111715,25,Benin,NA,2016,meat and milk,1836000,477221.2499018511
BEN,goats,mixed,milk,912232.1340898736,1626764.9809619777,0.5607645509743089,25,Benin,NA,2016,meat and milk,1836000,1029563.7155888311
BMU,sheep,grassland,meat,0,0,0,26,Bermuda,0,NA,NA,NA,0
BMU,sheep,grassland,milk,0,0,0,26,Bermuda,0,NA,NA,NA,0
BMU,sheep,mixed,meat,0,0,0,26,Bermuda,0,NA,NA,NA,0
BMU,sheep,mixed,milk,0,0,0,26,Bermuda,0,NA,NA,NA,0
BMU,goats,grassland,meat,0,0,0,26,Bermuda,0,2016,meat and milk,362,0
BMU,goats,grassland,milk,0,0,0,26,Bermuda,0,2016,meat and milk,362,0
BMU,goats,mixed,meat,0,0,0,26,Bermuda,0,2016,meat and milk,362,0
BMU,goats,mixed,milk,0,0,0,26,Bermuda,0,2016,meat and milk,362,0
BTN,sheep,grassland,meat,0,13731.552431604272,0,27,Bhutan,NA,2016,meat and milk,11277,0
BTN,sheep,grassland,milk,13731.552431604272,13731.552431604272,1,27,Bhutan,NA,2016,meat and milk,11277,11277
BTN,sheep,mixed,meat,0,13731.552431604272,0,27,Bhutan,NA,2016,meat and milk,11277,0
BTN,sheep,mixed,milk,0,13731.552431604272,0,27,Bhutan,NA,2016,meat and milk,11277,0
BTN,goats,grassland,meat,0,62584.72231133988,0,27,Bhutan,NA,2016,meat and milk,39513,0
BTN,goats,grassland,milk,37973.34557085119,62584.72231133988,0.6067510435205798,27,Bhutan,NA,2016,meat and milk,39513,23974.553982628673
BTN,goats,mixed,meat,0,62584.72231133988,0,27,Bhutan,NA,2016,meat and milk,39513,0
BTN,goats,mixed,milk,24611.376740488686,62584.72231133988,0.39324895647942004,27,Bhutan,NA,2016,meat and milk,39513,15538.446017371323
BOL,sheep,grassland,meat,2684632.0412478317,8690085.695081092,0.30893044504353184,28,Bolivia,NA,2016,meat and milk,7426000,2294117.4848932675
BOL,sheep,grassland,milk,5382120.342689203,8690085.695081092,0.6193403070507901,28,Bolivia,NA,2016,meat and milk,7426000,4599221.120159168
BOL,sheep,mixed,meat,207447.46513788583,8690085.695081092,0.02387173986734201,28,Bolivia,NA,2016,meat and milk,7426000,177271.54025488178
BOL,sheep,mixed,milk,415885.84600617207,8690085.695081092,0.047857508038336,28,Bolivia,NA,2016,meat and milk,7426000,355389.85469268315
BOL,goats,grassland,meat,1371849.9581733798,2196996.4214077536,0.6244206612290927,28,Bolivia,NA,2016,meat and milk,2209968,1379949.6798551355
BOL,goats,grassland,milk,750028.5087296013,2196996.4214077536,0.34138813400934487,28,Bolivia,NA,2016,meat and milk,2209968,754456.8517403639
BOL,goats,mixed,meat,48565.936946120295,2196996.4214077536,0.0221056058502822,28,Bolivia,NA,2016,meat and milk,2209968,48852.68154973645
BOL,goats,mixed,milk,26552.017558652202,2196996.4214077536,0.012085598911280273,28,Bolivia,NA,2016,meat and milk,2209968,26708.786854764243
BIH,sheep,grassland,meat,248382.99174791842,1045367.2009750613,0.23760358227830408,30,Bosnia and Herzegovina,NA,2016,meat and milk,1015576,241304.49567587094
BIH,sheep,grassland,milk,107925.7086363094,1045367.2009750613,0.1032419120627108,30,Bosnia and Herzegovina,NA,2016,meat and milk,1015576,104850.00808499959
BIH,sheep,mixed,meat,480342.69142974954,1045367.2009750613,0.4594966160997898,30,Bosnia and Herzegovina,NA,2016,meat and milk,1015576,466653.73539216013
BIH,sheep,mixed,milk,208715.8091610839,1045367.2009750613,0.19965788955919528,30,Bosnia and Herzegovina,NA,2016,meat and milk,1015576,202767.7608469693
BIH,goats,grassland,meat,0,64490.79815559593,0,30,Bosnia and Herzegovina,NA,2016,meat and milk,74712,0
BIH,goats,grassland,milk,20788.210483090344,64490.79815559593,0.322343823888409,30,Bosnia and Herzegovina,NA,2016,meat and milk,74712,24082.951770350814
BIH,goats,mixed,meat,0,64490.79815559593,0,30,Bosnia and Herzegovina,NA,2016,meat and milk,74712,0
BIH,goats,mixed,milk,43702.58767250558,64490.79815559593,0.6776561761115909,30,Bosnia and Herzegovina,NA,2016,meat and milk,74712,50629.04822964918
BWA,sheep,grassland,meat,0,280380.69585433975,0,31,Botswana,NA,2016,meat and milk,248312,0
BWA,sheep,grassland,milk,205120.35803179437,280380.69585433975,0.7315780332407628,31,Botswana,NA,2016,meat and milk,248312,181659.60459008027
BWA,sheep,mixed,meat,0,280380.69585433975,0,31,Botswana,NA,2016,meat and milk,248312,0
BWA,sheep,mixed,milk,75260.33782254535,280380.69585433975,0.2684219667592371,31,Botswana,NA,2016,meat and milk,248312,66652.39540991967
BWA,goats,grassland,meat,254356.52584260452,1931244.3849528637,0.13170602738027515,31,Botswana,NA,2016,meat and milk,1289264,169803.83968440306
BWA,goats,grassland,milk,1169268.770299636,1931244.3849528637,0.6054483727745179,31,Botswana,NA,2016,meat and milk,1289264,780582.7908767661
BWA,goats,mixed,meat,90695.6488704744,1931244.3849528637,0.04696228482377596,31,Botswana,NA,2016,meat and milk,1289264,60546.783181040686
BWA,goats,mixed,milk,416923.4399401486,1931244.3849528637,0.21588331502143088,31,Botswana,NA,2016,meat and milk,1289264,278330.58625779004
BRA,sheep,grassland,meat,0,17337031.15980315,0,33,Brazil,NA,2016,meat and milk,18403947,0
BRA,sheep,grassland,milk,7261362.710807555,17337031.15980315,0.41883541904472205,33,Brazil,NA,2016,meat and milk,18403947,7708224.853821855
BRA,sheep,mixed,meat,0,17337031.15980315,0,33,Brazil,NA,2016,meat and milk,18403947,0
BRA,sheep,mixed,milk,10075668.448995594,17337031.15980315,0.581164580955278,33,Brazil,NA,2016,meat and milk,18403947,10695722.146178145
BRA,goats,grassland,meat,4385042.58337654,9311828.48430859,0.47091101288708204,33,Brazil,NA,2016,meat and milk,9774784,4603053.434192443
BRA,goats,grassland,milk,0,9311828.48430859,0,33,Brazil,NA,2016,meat and milk,9774784,0
BRA,goats,mixed,meat,4926785.90093205,9311828.48430859,0.5290889871129181,33,Brazil,NA,2016,meat and milk,9774784,5171730.565807558
BRA,goats,mixed,milk,0,9311828.48430859,0,33,Brazil,NA,2016,meat and milk,9774784,0
VGB,sheep,grassland,meat,0,0,0,35,British Virgin Islands,0,2016,meat and milk,6100,0
VGB,sheep,grassland,milk,0,0,0,35,British Virgin Islands,0,2016,meat and milk,6100,0
VGB,sheep,mixed,meat,0,0,0,35,British Virgin Islands,0,2016,meat and milk,6100,0
VGB,sheep,mixed,milk,0,0,0,35,British Virgin Islands,0,2016,meat and milk,6100,0
VGB,goats,grassland,meat,0,0,0,35,British Virgin Islands,0,2016,meat and milk,10000,0
VGB,goats,grassland,milk,0,0,0,35,British Virgin Islands,0,2016,meat and milk,10000,0
VGB,goats,mixed,meat,0,0,0,35,British Virgin Islands,0,2016,meat and milk,10000,0
VGB,goats,mixed,milk,0,0,0,35,British Virgin Islands,0,2016,meat and milk,10000,0
BRN,sheep,grassland,meat,0,0,0.07818013592864707,36,Brunei,0.07818013592864707,2016,meat and milk,4463,348.9179466495519
BRN,sheep,grassland,milk,0,0,0.07818013592864707,36,Brunei,0.07818013592864707,2016,meat and milk,4463,348.9179466495519
BRN,sheep,mixed,meat,0,0,0.4218198640713529,36,Brunei,0.4218198640713529,2016,meat and milk,4463,1882.582053350448
BRN,sheep,mixed,milk,0,0,0.4218198640713529,36,Brunei,0.4218198640713529,2016,meat and milk,4463,1882.582053350448
