iso3c,category2_production,cumulative_pressure,tonnes,pressure_per_tonne
ARG,feed_chickens_eggs&meat,0.015110646607829228,39335860.1293147,3.841443039037083e-4
ARG,feed_cows_meat,0.003107074515918446,29485561.113451395,1.0537613661016578e-4
ARG,feed_crustaceans_meat,1.4250864708906613e-5,21521.144963745654,6.621796718024763e-4
ARG,feed_large_ruminant_milk,9.002778011929798e-4,7563457.129172688,1.1902993377466988e-4
ARG,feed_marine-fish-general_meat,1.9760947016066985e-4,299872.1819104268,6.589789986578238e-4
ARG,feed_pigs_meat,0.00814978058665647,18520032.27583991,4.4005218054010475e-4
ARG,feed_salmon_meat,1.62478139536708e-4,280071.86245061446,5.801301784300379e-4
ARG,feed_shrimp_meat,2.3979264717095792e-4,456097.34617781854,5.257488323062287e-4
ARG,feed_small_ruminant_meat,1.4571663911008777e-4,2554120.4515035003,5.7051592466718114e-5
ARG,feed_small_ruminant_milk,5.310668089895955e-5,671730.6722116568,7.90594848439883e-5
ARG,feed_tuna_meat,6.303141823697862e-6,10494.200241984347,6.0063098457763e-4
ARG,freshwater_fisheries,7.907631335252588e-5,24127.954647818442,0.0032773732588093894
ARG,human_crop,0.045897195001907254,163597333.22536585,2.8054977484676303e-4
ARG,large_ruminant_milk,0.0010999787481925907,10097500,1.0893575124462399e-4
ARG,marine_fisheries,0.006233975953070557,1184756.4593638715,0.0052618206077709425
ARG,pigs_meat,0.0012214276487201067,617169.16,0.001979080822379567
ARG,small_ruminant_meat,0.0013675671424893347,65772.7,0.020792321776197945
ARM,chickens_eggs&meat,1.6103448738382314e-5,44750,3.598536030923422e-4
ARM,cows_meat,1.4706335682764684e-4,84158.49,0.001747457170722132
ARM,feed_chickens_eggs&meat,2.959080684734319e-5,22605.178259092456,0.001309027803637908
ARM,feed_cows_meat,3.048647268332404e-5,426926.75104757876,7.140914128364489e-5
ARM,feed_large_ruminant_milk,1.2645435619016467e-5,208236.70749717913,6.072625605256349e-5
ARM,feed_pigs_meat,7.504123632296576e-6,12778.845710815343,5.872301616370155e-4
ARM,feed_small_ruminant_meat,3.2519664992610256e-6,54341.25050688378,5.98434240825775e-5
ARM,feed_small_ruminant_milk,1.2118795049814346e-6,27760.4194791393,4.365494209812309e-5
ARM,human_crop,6.267813813159349e-4,2637395.802236192,2.3765161860972867e-4
ARM,large_ruminant_milk,1.5959770162797058e-4,693800,2.3003416204665694e-4
ARM,pigs_meat,1.0616372754029627e-4,19221.05,0.005523305310599383
ARM,small_ruminant_meat,1.6394333850702948e-5,13498.82,0.0012145012564581904
ARM,small_ruminant_milk,3.8031161576920764e-5,64400,5.905459872192666e-4
ASM,feed_chickens_eggs&meat,1.0522146028062472e-7,4770.50112090863,2.205668914308595e-5
ASM,feed_marine-fish-general_meat,1.084556573076605e-7,3378.77463704889,3.2099109576123876e-5
ASM,feed_salmon_meat,9.342595273608638e-8,11487.9885557651,8.13249005973302e-6
ASM,feed_shrimp_meat,1.5081749680615915e-7,11297.577796326834,1.3349542665260003e-5
ASM,feed_tuna_meat,2.5502075883664217e-8,5876.36671380304,4.339769304009262e-6
ASM,human_crop,5.966312918802286e-6,6579.800086796284,9.067620353352247e-4
ASM,marine_fisheries,1.725010765606275e-5,5055.346540643035,0.0034122502814354157
ATG,human_crop,3.660240837146591e-6,13772.181571111083,2.6577059111857886e-4
ATG,large_ruminant_milk,2.1198680625150966e-6,3100,6.838284072629344e-4
ATG,marine_fisheries,1.0419391494980892e-5,2990.112939841109,0.0034846146967059265
AUS,chickens_eggs&meat,2.6077870693878575e-4,1477084,1.7654967959763004e-4
AUS,cows_meat,0.01373185214154293,2335309.38,0.005880099767142172
AUS,feed_chickens_eggs&meat,0.0039005857922559534,8071194.016892525,4.832724605668332e-4
AUS,feed_cows_meat,0.0029285107589324634,55529090.57803911,5.2738316591315544e-5
AUS,feed_crustaceans_meat,5.1022773689455635e-6,9174.74494803766,5.561219846265987e-4
AUS,feed_large_ruminant_milk,0.0016146617735490541,22790050.671381358,7.084941568720021e-5
AUS,feed_marine-fish-general_meat,9.255177755080707e-5,177034.6713579693,5.227889929180294e-4
AUS,feed_pigs_meat,0.0024052015386053045,5164730.975698996,4.6569735188961776e-4
AUS,feed_salmon_meat,2.7920219065709244e-5,36499.28249984308,7.649525457337217e-4
AUS,feed_shrimp_meat,2.099648876354299e-4,406060.7878020351,5.17077476926418e-4
AUS,feed_small_ruminant_meat,3.2946346863632587e-4,6913767.072628144,4.765324969374276e-5
AUS,feed_small_ruminant_milk,7.486499992322292e-5,1673313.4365934115,4.47405717817193e-5
AUS,feed_tuna_meat,1.5487416793877382e-05,32936.55084947964,4.702197526588327e-4
AUS,human_crop,0.034728020529959304,106208271.24233958,3.269803766103962e-4
AUS,large_ruminant_milk,0.0014046243209989242,9331500,1.505250303808524e-4
AUS,mariculture,7.867703115033492e-5,87925.28,8.94816953103077e-4
AUS,marine_fisheries,0.0017041572283353597,297122.76845968934,0.005735532275664572
AUS,pigs_meat,3.793102546084701e-4,430612.14,8.808628911587818e-4
AUS,small_ruminant_meat,0.008145101669730074,790978.6900000001,0.010297498241994451
AUT,chickens_eggs&meat,6.414048433970794e-5,251928,2.545984739278998e-4
AUT,cows_meat,7.872385203162104e-4,237559.9,0.003313852718056416
AUT,feed_chickens_eggs&meat,2.0414467545668187e-4,804952.5319228931,2.536108246892712e-4
AUT,feed_cows_meat,2.095365427937727e-4,2587407.7094873334,8.098319488863628e-5
AUT,feed_large_ruminant_milk,1.5181872196258123e-4,1471113.7642791737,1.0319985146558016e-4
AUT,feed_pigs_meat,1.7469788917237795e-4,1113469.83937581,1.5689503477733197e-4
AUT,feed_small_ruminant_meat,1.4774460133263073e-5,329860.21732409496,4.47900636612594e-5
AUT,feed_small_ruminant_milk,5.7940203379863626e-6,110513.02458889663,5.2428393481581485e-5
AUT,human_crop,0.0016220642867551703,11251526.8275643,1.4416392651541237e-4
AUT,large_ruminant_milk,5.909769332165829e-4,3712727,1.5917597313688372e-4
AUT,pigs_meat,1.7047195753069972e-4,526699.34,3.2366085275652655e-4
AUT,small_ruminant_meat,3.548567925173486e-5,7587.79,0.004676681781089732
AUT,small_ruminant_milk,6.8795927691403225e-6,35057,1.9624020221754065e-4
AZE,chickens_eggs&meat,1.0111185355190671e-4,207204,4.879821506916214e-4
AZE,cows_meat,5.190310036372607e-4,171856.03,0.0030201500851454602
AZE,feed_chickens_eggs&meat,2.5343383417855e-4,446929.9909357952,5.670548840275918e-4
AZE,feed_cows_meat,3.8012427268595485e-5,708077.9880783309,5.368395559330729e-5
AZE,feed_large_ruminant_milk,2.033964934707106e-5,542931.3623324306,3.746265321585407e-5
AZE,feed_pigs_meat,4.9124854592798265e-6,9448.000863815578,5.199497258826369e-4
AZE,feed_small_ruminant_meat,6.570627211948181e-6,173420.19629316122,3.788847753834132e-5
AZE,feed_small_ruminant_milk,1.3940065500492007e-6,33484.067786741216,4.163193549026291e-5
AZE,freshwater_fisheries,3.6057898010086914e-6,9072.060117640498,3.974609685398008e-4
AZE,human_crop,0.002100325089798617,8125383.479333562,2.584893494738644e-4
AZE,large_ruminant_milk,7.412568315574174e-4,1985063,3.7341728275496416e-4
AZE,small_ruminant_meat,6.199819358160744e-4,88010.89,0.007044377528918006
AZE,small_ruminant_milk,3.769910208049636e-5,39080,9.646648434108587e-4
BDI,chickens_eggs&meat,4.670136269972045e-6,9100,5.13201787909016e-4
BDI,cows_meat,2.921126025533727e-4,12027.93,0.02428619077042955
BDI,feed_chickens_eggs&meat,3.8676472639817936e-5,47917.00015408626,8.071555505446159e-4
BDI,feed_cows_meat,2.4837529407624987e-5,75557.1040576337,3.287252696805231e-4
BDI,feed_large_ruminant_milk,6.921401222712081e-6,22851.2257000541,3.02889714257021e-4
BDI,feed_pigs_meat,1.37221553895247e-4,205936.25219767416,6.663302474958645e-4
BDI,human_crop,0.0013336712296047437,5523220.571684318,2.4146622650596727e-4
BDI,large_ruminant_milk,5.7077897810073975e-5,66000,8.648166334859693e-4
BDI,pigs_meat,3.566682161474147e-4,9404.6,0.03792486827163459
BDI,small_ruminant_meat,2.184008047898933e-4,5916.52,0.036913727121668356
BDI,small_ruminant_milk,5.7992322710625756e-5,57662,0.0010057286030769963
BEL,chickens_eggs&meat,1.0506034733899902e-4,593684,1.76963413767255e-4
BEL,cows_meat,0.0010418648980763576,306561.42,0.00339855190544315
BEL,feed_chickens_eggs&meat,2.4032094236290248e-4,917818.6207645008,2.618392533404107e-4
BEL,feed_cows_meat,2.648265666690465e-4,6962714.217811821,3.803496142231065e-5
BEL,feed_large_ruminant_milk,1.404956528925846e-4,3364328.5398123427,4.176038434713075e-5
BEL,feed_pigs_meat,2.201827368850266e-4,1415078.3699554764,1.555975566865278e-4
BEL,feed_salmon_meat,1.2941982535502806e-5,6618.785845078168,0.0019553408794947894
BEL,feed_small_ruminant_meat,3.120733017168895e-5,910915.6844572551,3.425929611727238e-5
BEL,feed_small_ruminant_milk,1.0117065540305511e-5,281449.6620916283,3.594626998348222e-5
BEL,human_crop,0.0012234342049996388,16977637.347762056,7.206151126563606e-5
BEL,large_ruminant_milk,5.640737234049737e-4,4025417,1.401280223651298e-4
BEL,marine_fisheries,2.1683621314541425e-4,9327.630182238274,0.02324665632202218
BEL,pigs_meat,3.0234255169386956e-4,1111994.68,2.7189208467604323e-4
BEL,small_ruminant_meat,9.019232019635458e-6,3454.02,0.002611227502919919
BEL,small_ruminant_milk,5.134559476258529e-6,32865,1.5623184166312274e-4
BEN,chickens_eggs&meat,4.8923394305955683e-5,29234,0.0016735101014556915
BEN,cows_meat,5.786059164813308e-4,48960,0.011817931300680774
BEN,feed_chickens_eggs&meat,2.1997974918983393e-4,343711.7492506921,6.400123058621075e-4
BEN,feed_cows_meat,7.75604294473793e-5,172624.11966411385,4.4930238948238374e-4
BEN,feed_large_ruminant_milk,4.330579536385049e-5,109256.94625590272,3.9636651808315444e-4
BEN,feed_pigs_meat,1.650418970017392e-4,269689.1113672498,6.119709326232048e-4
BEN,feed_shrimp_meat,2.077697158303319e-6,2883.019414049387,7.206670715356229e-4
BEN,feed_small_ruminant_meat,1.6810095829210134e-5,50616.24358730018,3.321087192141587e-4
BEN,feed_small_ruminant_milk,2.3744624716463855e-6,7041.031142600136,3.3723220698176547e-4
BEN,freshwater_fisheries,4.1095196918847265e-6,14520.730576465092,2.830105324414843e-4
BEN,human_crop,0.003763962011128305,12798473.207930252,2.9409461191011915e-4
BEN,large_ruminant_milk,2.529346555809484e-4,118903,0.0021272352722887427
BEN,marine_fisheries,1.3004098865514874e-4,54224.74481742134,0.002398185350489084
BEN,pigs_meat,0.0032590633944208245,6942.84,0.4694135821106096
BEN,small_ruminant_meat,1.6076855895064186e-4,11341.25,0.014175559038963241
BEN,small_ruminant_milk,2.6190567165884463e-5,26892,9.739166728352099e-4
BES,marine_fisheries,8.021612932740715e-6,2528.639113485002,0.0031723043790480754
BFA,chickens_eggs&meat,9.361813111499046e-5,96073,9.744478793728775e-4
BFA,cows_meat,0.0023714758657988793,123060,0.019270891157150003
BFA,feed_chickens_eggs&meat,5.420678580732515e-4,243378.34227688194,0.0022272641558901004
BFA,feed_cows_meat,6.972358897453066e-5,280558.0965127936,2.485174722852855e-4
BFA,feed_large_ruminant_milk,2.1751435078172775e-5,87380.44946523773,2.489279376712988e-4
BFA,feed_pigs_meat,0.0011133362059986794,332476.3637866401,0.0033486176079366055
BFA,feed_small_ruminant_meat,9.604532993416982e-7,8931.47672531426,1.0753577811153105e-4
BFA,freshwater_fisheries,4.75624912684006e-6,8880.106299427249,5.356072288399104e-4
BFA,human_crop,0.0066246027719010486,6640861.643162057,9.97551692516023e-4
BFA,large_ruminant_milk,6.644055639283828e-4,212236,0.0031305036088523286
BFA,pigs_meat,0.0071650984973289766,46846.47,0.15294852520006258
BFA,small_ruminant_meat,0.0012858116979879704,52061.94,0.02469772924305107
BFA,small_ruminant_milk,2.469328169786634e-4,254821,9.690442191917595e-4
BGD,chickens_eggs&meat,7.452186214998579e-4,685428,0.001087231075327909
BGD,cows_meat,0.004071416527173825,237085.18,0.01717280062454273
BGD,feed_chickens_eggs&meat,0.0011668527836828015,1093550.7226568633,0.001067031240076222
BGD,feed_cows_meat,8.24222491228286e-6,13508.900774769565,6.101329079029715e-4
BGD,feed_crustaceans_meat,3.5257480077318e-6,5338.961654374172,6.603808448114964e-4
BGD,feed_large_ruminant_milk,3.0489447022567453e-6,4625.743786318813,6.591252873266266e-4
BGD,feed_marine-fish-general_meat,1.854823750592368e-5,29151.684708851957,6.36266400764532e-4
BGD,feed_pigs_meat,8.413373635226459e-5,32120.413297678195,0.0026193229698680794
BGD,feed_shrimp_meat,2.564985686092709e-5,33054.50550280871,7.759867065246995e-4
BGD,feed_small_ruminant_meat,1.8553924050439654e-6,2897.6063430025833,6.403190031401416e-4
BGD,feed_small_ruminant_milk,3.4897326152132364e-6,5019.962223340735,6.951710909272249e-4
BGD,freshwater_fisheries,2.7342493440022725e-5,789765.5830854275,3.462102429584493e-5
BGD,human_crop,0.029217842550646644,86596409.21700199,3.374024721675195e-4
BGD,large_ruminant_milk,0.0018561358299457533,862934,0.002150959204233178
BGD,mariculture,7.656861290270065e-4,212253,0.0036074219399820336
BGD,marine_fisheries,0.00206692937863508,847527.1069725454,0.0024387767206860977
BGD,small_ruminant_meat,0.002640577125952219,290039.77,0.009104189835594679
BGD,small_ruminant_milk,0.002642973115940826,1142487,0.0023133507129103666
BGR,chickens_eggs&meat,5.279943451213167e-5,166420,3.172661609910568e-4
BGR,cows_meat,2.1162216326177068e-4,21139.59,0.010010703294707733
BGR,feed_chickens_eggs&meat,4.920255362046277e-4,1216490.899645178,4.044629814724796e-4
BGR,feed_cows_meat,4.5236730228414485e-5,339322.20209644415,1.3331497305194617e-4
BGR,feed_large_ruminant_milk,4.41379143432443e-5,218685.4163300651,2.018329117869767e-4
BGR,feed_marine-fish-general_meat,2.054533887792635e-5,24486.539932431693,8.390462243591493e-4
BGR,feed_pigs_meat,4.8588979291481886e-4,1388646.0012317472,3.499018414223843e-4
BGR,feed_salmon_meat,1.853752130678155e-6,3076.959074038119,6.024623942252634e-4
BGR,feed_shrimp_meat,2.7001964986110786e-6,4971.109022486217,5.431778877504119e-4
BGR,feed_small_ruminant_meat,3.666931372931833e-6,36857.906821096425,9.94883239227515e-5
BGR,feed_small_ruminant_milk,1.063307264070024e-5,41650.27643245895,2.552941673254696e-4
BGR,human_crop,0.005249691530003418,13620557.528315075,3.854241295989613e-4
BGR,large_ruminant_milk,2.8263082397296085e-4,978552,2.888255544651289e-4
BGR,mariculture,5.497645382445848e-7,3291.58,1.6702147243712284e-4
BGR,marine_fisheries,4.747211908558195e-5,12204.940944996364,0.003889582038907283
BGR,pigs_meat,9.483658780537075e-5,87655.17,0.0010819280574707773
BGR,small_ruminant_meat,4.7147752172331216e-5,12509.21,0.0037690431427988835
BGR,small_ruminant_milk,1.6127532977302356e-4,112918,0.001428251738190754
BHR,chickens_eggs&meat,1.7442119160719597e-6,9682,1.801499603462053e-4
BHR,feed_cows_meat,3.105063214831598e-7,9832.299057006836,3.158023567864143e-5
BHR,feed_large_ruminant_milk,9.991992139517843e-8,3164.0017166137695,3.158023615174153e-5
BHR,human_crop,5.498376361558788e-6,33585.85623511672,1.637110670357063e-4
BHR,large_ruminant_milk,3.087418397792789e-6,13620,2.2668270174690082e-4
BHR,marine_fisheries,2.5255885532709474e-4,101589.07844844775,0.0024860827481101512
BHR,small_ruminant_meat,3.6850152108393916e-6,19192.33,1.9200457739312484e-4
BHS,chickens_eggs&meat,2.615185126323971e-6,7847,3.332719671624788e-4
BHS,feed_chickens_eggs&meat,3.0068580953284532e-6,21380.0954388956,1.4063819798756585e-4
BHS,human_crop,1.7864076492726928e-5,138803.48289823532,1.2870049165714445e-4
BHS,marine_fisheries,4.803426361654137e-5,14127.380392827794,0.0034000828377869306
BHS,small_ruminant_milk,5.531296815102682e-7,2116,2.6140344116742356e-4
BIH,chickens_eggs&meat,4.250666567296244e-5,83150,5.112046382797648e-4
BIH,cows_meat,1.0737719807835057e-4,18377.17,0.005842967011697154
BIH,feed_chickens_eggs&meat,1.3437812040120527e-4,269568.39696485724,4.984935990798793e-4
BIH,feed_cows_meat,2.763940676538704e-5,378953.7430757414,7.293609647724936e-5
BIH,feed_large_ruminant_milk,2.903816957965109e-5,191861.62327884184,1.5134954600821087e-4
BIH,feed_pigs_meat,3.086989754838198e-5,126138.58331316442,2.447300162848765e-4
BIH,feed_small_ruminant_meat,3.0444164320016758e-6,60264.648893830774,5.051745074239252e-5
BIH,feed_small_ruminant_milk,1.8406042620290403e-6,23360.2665527535,7.879209160017425e-5
BIH,human_crop,9.140794942668331e-4,2755512.7912828065,3.3172754528977924e-4
BIH,large_ruminant_milk,2.350444601597058e-4,679714,3.45799056897027e-4
BIH,marine_fisheries,9.732251506138469e-6,2524.483171621718,0.0038551461208143085
BIH,pigs_meat,2.7589825382957943e-4,9832.18,0.02806074073395518
BIH,small_ruminant_milk,2.6139502170386405e-5,16611,0.001573626041200795
BLR,chickens_eggs&meat,2.072820396051608e-4,659315,3.14389995078469e-4
BLR,cows_meat,0.0015087439659974384,372966.67,0.004045251459057825
BLR,feed_chickens_eggs&meat,7.204710173747247e-4,1276698.043393478,5.64323742096216e-4
BLR,feed_cows_meat,0.001366360385333349,8703071.59296501,1.5699748884495272e-4
BLR,feed_large_ruminant_milk,6.821550914902109e-4,3783510.4180103857,1.8029687145646397e-4
BLR,feed_pigs_meat,5.696446814325393e-4,1720664.6054114578,3.3106084686174023e-4
BLR,feed_salmon_meat,2.6992321134991233e-6,2936.391584704504,9.19234385345357e-4
BLR,feed_small_ruminant_meat,5.453791104948345e-5,1055657.7778381472,5.166249157105644e-5
BLR,feed_small_ruminant_milk,1.4862339095827975e-5,303926.36829980055,4.890111765875935e-5
BLR,human_crop,0.00545362201967319,23507762.312003672,2.3199239244002523e-4
BLR,large_ruminant_milk,0.0012208649579656537,7304000,1.6715018592081788e-4
BLR,pigs_meat,5.570123047204161e-4,427992.63,0.0013014530290402805
BLR,small_ruminant_milk,3.5302546663618486e-6,16800,2.101342063310624e-4
BLZ,chickens_eggs&meat,4.67104039552643e-6,22530,2.0732536154134177e-4
BLZ,feed_chickens_eggs&meat,2.4453888537322584e-5,73834.60468954398,3.3119820496290407e-4
BLZ,feed_cows_meat,1.5977320691689083e-6,6004.997472459039,2.660670677209526e-4
BLZ,feed_pigs_meat,5.47823937898681e-6,13408.27951027072,4.085713886550834e-4
BLZ,human_crop,2.0250840436857444e-4,1844527.8859400153,1.0978874643869715e-4
BLZ,large_ruminant_milk,3.92458703948734e-6,4785,8.201853792032059e-4
BLZ,marine_fisheries,3.9271728378520635e-5,14140.20835601364,0.0027773090317879862
BMU,human_crop,8.897806919080981e-7,5300.241846084595,1.6787548903365583e-4
BOL,chickens_eggs&meat,4.175048081819401e-4,619093,6.743814066415549e-4
BOL,cows_meat,0.004073125214214283,299520,0.01359884219489277
BOL,feed_chickens_eggs&meat,0.0023750607294315503,7885030.395327303,3.0121136005246344e-4
BOL,feed_cows_meat,2.0104990866135454e-4,950430.894757025,2.115355359031678e-4
BOL,feed_large_ruminant_milk,2.689953150704242e-5,109908.26266382517,2.4474530717785644e-4
BOL,feed_pigs_meat,6.865313984583574e-4,1495596.5392151906,4.5903516119301304e-4
BOL,feed_salmon_meat,1.4401214651841537e-5,34310.37116078387,4.197335722296663e-4
BOL,feed_shrimp_meat,5.777977352988366e-5,69200.35465245323,8.349635463585778e-4
BOL,feed_small_ruminant_meat,2.568729971057168e-6,14120.933614229702,1.8190935820763666e-4
BOL,feed_small_ruminant_milk,1.6925195661565058e-6,5991.745275941012,2.824752201921156e-4
BOL,freshwater_fisheries,6.089681158919927e-5,5839.237373336335,0.010428898107015125
BOL,human_crop,0.004085272669666726,18330150.428707935,2.228717481373496e-4
BOL,large_ruminant_milk,1.2493193917559052e-4,543508,2.2986219002404842e-4
BOL,pigs_meat,0.011057627890960785,109585.29,0.10090430833336103
BOL,small_ruminant_meat,5.306237047404298e-4,37780.61,0.014044868644006272
BOL,small_ruminant_milk,1.3570373502481785e-4,64532,0.0021028905818015536
BRA,chickens_eggs&meat,0.0037031864682765476,16136045,2.294977776943822e-4
BRA,cows_meat,0.09564716249495152,10777857.14,0.008874413647586307
BRA,feed_chickens_eggs&meat,0.03868211082304785,88584674.58814129,4.366682047757522e-4
BRA,feed_cows_meat,0.0055675205074429655,40103427.735861234,1.388290433454491e-4
BRA,feed_crustaceans_meat,3.585095773978397e-5,75632.668356689,4.740141861808752e-4
BRA,feed_large_ruminant_milk,0.0011865336994790641,6361579.581513117,1.8651557907522776e-4
BRA,feed_marine-fish-general_meat,1.6539405478515164e-4,300758.45666551375,5.499232062129291e-4
BRA,feed_pigs_meat,0.023749819811388163,54021833.00788933,4.396337274953212e-4
BRA,feed_salmon_meat,1.9426601651774424e-4,277453.26397911087,7.001756394272237e-4
BRA,feed_shrimp_meat,2.5102725495685914e-4,489492.2412777027,5.128319384626249e-4
BRA,feed_small_ruminant_meat,5.890197970967147e-5,197498.59439661645,2.9823999451552847e-4
BRA,feed_small_ruminant_milk,2.906965845207459e-5,81354.23591925616,3.5732200202735775e-4
BRA,feed_tuna_meat,4.316754673578884e-6,5455.26548962767,7.913005667252151e-4
BRA,freshwater_fisheries,7.546980575855516e-4,211579.40724475132,0.0035669731162094155
BRA,human_crop,0.1282830504557262,1066565578.257173,1.2027675847681845e-4
BRA,large_ruminant_milk,0.011046969703849689,33312149,3.31619845475886e-4
BRA,mariculture,4.3872869321249017e-4,80900,0.005423098803615453
BRA,marine_fisheries,0.002186033410546746,507250.882977174,0.004309570439220145
BRA,pigs_meat,0.014739509621133033,4076018.27,0.003616153963199246
BRA,small_ruminant_meat,0.0016992399894141701,151583.47999999998,0.011209928611047656
BRA,small_ruminant_milk,3.8868500109744673e-4,264366,0.001470253365022154
BRB,chickens_eggs&meat,6.387422267249206e-6,19172,3.331641074092012e-4
BRB,feed_chickens_eggs&meat,6.513825296638826e-6,6252.087035546758,0.0010418641422622452
