iso3c,animal,system,product,kgCO2eq_per_animal
SEN,goats,grassland,meat,1.4412357627091432
SEN,sheep,grassland,meat,2.7005963564531728
SRB,cows,grassland,meat,17.33332456362578
SRB,goats,grassland,meat,13.628822769084042
SRB,sheep,grassland,meat,6.938027663471464
SYC,cows,grassland,meat,5.806451612903227
SYC,goats,grassland,meat,1.4142857142857141
SLE,cows,grassland,meat,2.9057849013401578
SLE,goats,grassland,meat,0.9841236256098491
SLE,sheep,grassland,meat,0.9310344827586207
SGP,cows,grassland,meat,28.26927875186179
SGP,goats,grassland,meat,10.877593873517787
SVK,cows,grassland,meat,11.240001122348204
SVK,goats,grassland,meat,24.930906081919737
SVK,sheep,grassland,meat,4.075252242928066
SVN,cows,grassland,meat,30.89513426243939
SVN,goats,grassland,meat,10.769347204188657
SVN,sheep,grassland,meat,8.632407143579327
SLB,cows,grassland,meat,0
SOM,cows,grassland,meat,2.236515479115479
SOM,goats,grassland,meat,2.6467018934440665
SOM,sheep,grassland,meat,2.9353846153846153
ZAF,cows,grassland,meat,10.799749544200456
ZAF,goats,grassland,meat,0.6689649689056597
ZAF,sheep,grassland,meat,2.544798667170704
SSD,cows,grassland,meat,7.546827416973403
SSD,goats,grassland,meat,2.723317522267038
SSD,sheep,grassland,meat,4.267157541194808
ESP,cows,grassland,meat,38.36501640527868
ESP,goats,grassland,meat,4.910671096779205
ESP,sheep,grassland,meat,5.612563059412311
LKA,buffaloes,grassland,meat,0
LKA,cows,grassland,meat,4.148370381934097
LKA,goats,grassland,meat,1.7163860715063783
LKA,sheep,grassland,meat,3.1684955241120414
SDN,cows,grassland,meat,2.3234179939228405
SDN,goats,grassland,meat,3.0795998260113095
SDN,sheep,grassland,meat,5.308365104283471
SUR,cows,grassland,meat,7.337357874591917
SUR,goats,grassland,meat,0.543956043956044
SUR,sheep,grassland,meat,0.7513309290743603
SWE,cows,grassland,meat,39.28830127231411
SWE,sheep,grassland,meat,6.364396339317143
CHE,cows,grassland,meat,44.79844197934876
CHE,goats,grassland,meat,8.421558919224784
CHE,sheep,grassland,meat,11.500121381610972
SYR,buffaloes,grassland,meat,0
SYR,cows,grassland,meat,19.93622972217043
SYR,goats,grassland,meat,6.282477812063402
SYR,sheep,grassland,meat,9.530579065604446
TJK,cows,grassland,meat,27.184570445785102
TJK,sheep,grassland,meat,8.937308619951299
THA,buffaloes,grassland,meat,0
THA,cows,grassland,meat,4.141928251121076
THA,goats,grassland,meat,1.639589345697119
THA,sheep,grassland,meat,1.7078123065494617
TLS,buffaloes,grassland,meat,0
TLS,cows,grassland,meat,0.7916834822014656
TLS,goats,grassland,meat,1.5413091199361406
TLS,sheep,grassland,meat,0.6537360963677482
TGO,cows,grassland,meat,2.053767445252053
TGO,goats,grassland,meat,0.7925399509808545
TGO,sheep,grassland,meat,0.8714030064183248
TON,cows,grassland,meat,0
TON,goats,grassland,meat,0.7261051373954601
TTO,cows,grassland,meat,4.381201613782576
TTO,goats,grassland,meat,3.1353353618203466
TTO,sheep,grassland,meat,1.5704882902188886
TUN,cows,grassland,meat,41.6842606727948
TUN,goats,grassland,meat,4.215420433184369
TUN,sheep,grassland,meat,2.9427314325660037
TUR,buffaloes,grassland,meat,0
TUR,cows,grassland,meat,17.044214299179064
TUR,goats,grassland,meat,5.2678345465147
TUR,sheep,grassland,meat,10.078543711855604
TKM,cows,grassland,meat,14.948495505612655
TKM,goats,grassland,meat,1.8247959086433085
TKM,sheep,grassland,meat,3.6292829676250653
UGA,cows,grassland,meat,2.1993184021004604
UGA,goats,grassland,meat,0.9279315759705079
UGA,sheep,grassland,meat,1.882407643246773
UKR,cows,grassland,meat,26.926436258761917
UKR,goats,grassland,meat,17.620691431809984
UKR,sheep,grassland,meat,8.145805148529945
ARE,cows,grassland,meat,37.72087819623853
ARE,goats,grassland,meat,13.41826144059268
ARE,sheep,grassland,meat,0.9660844113675351
GBR,cows,grassland,meat,35.11469469988563
GBR,sheep,grassland,meat,5.516388438943017
TZA,cows,grassland,meat,2.6886726713288254
TZA,goats,grassland,meat,1.0260387222512755
TZA,sheep,grassland,meat,1.1793299754960893
USA,cows,grassland,meat,59.355232202772264
USA,goats,grassland,meat,2.640121353677911
USA,sheep,grassland,meat,9.261912442396316
URY,cows,grassland,meat,7.1741515038670425
URY,sheep,grassland,meat,0.7241401370906322
UZB,cows,grassland,meat,13.645243244589008
UZB,sheep,grassland,meat,4.41658654872335
VUT,cows,grassland,meat,0
VUT,goats,grassland,meat,0.7011384552457565
VEN,cows,grassland,meat,4.430544391796856
VEN,goats,grassland,meat,1.375093833202975
VEN,sheep,grassland,meat,2.502823339881891
VNM,buffaloes,grassland,meat,0
VNM,cows,grassland,meat,7.688075602029427
VNM,goats,grassland,meat,2.6876086544916262
YEM,cows,grassland,meat,6.5445477851670635
YEM,goats,grassland,meat,3.049017405655936
YEM,sheep,grassland,meat,2.6096800422631476
ZMB,cows,grassland,meat,8.445589123904945
ZMB,goats,grassland,meat,1.2531521149920575
ZMB,sheep,grassland,meat,1.3943298740070726
ZWE,cows,grassland,meat,3.3228685892897136
ZWE,goats,grassland,meat,1.857840612529441
ZWE,sheep,grassland,meat,0.4311833243765507
ALB,pigs,intermediate,meat,4.147110007940606
DZA,pigs,intermediate,meat,1.7958499266401173
AGO,pigs,intermediate,meat,2.281714470495377
ATG,pigs,intermediate,meat,0.9619999999999997
ARG,pigs,intermediate,meat,7.020233496984109
ARM,pigs,intermediate,meat,6.269360691316954
AUS,pigs,intermediate,meat,11.728537105476349
AUT,pigs,intermediate,meat,11.449386147387596
AZE,pigs,intermediate,meat,6.75811831449985
BHS,pigs,intermediate,meat,5.343582089552238
BRB,pigs,intermediate,meat,7.974396903675744
BLR,pigs,intermediate,meat,8.395436828595873
BEL,pigs,intermediate,meat,10.926043839480588
BLZ,pigs,intermediate,meat,6.006491499227202
BLZ,pigs,intermediate,meat,5.553387429160227
BEN,pigs,intermediate,meat,0.9695257731958762
BTN,pigs,intermediate,meat,4.442377535654176
BOL,pigs,intermediate,meat,2.6868180277871905
BIH,pigs,intermediate,meat,1.0017770877525518
BWA,pigs,intermediate,meat,9.939498956158664
BRA,pigs,intermediate,meat,6.733567106872308
BRN,pigs,intermediate,meat,3.3267692307692305
BGR,pigs,intermediate,meat,9.324192198252508
BFA,pigs,intermediate,meat,1.2228856698269128
BDI,pigs,intermediate,meat,0.967424730173931
CPV,pigs,intermediate,meat,2.2480897458253413
KHM,pigs,intermediate,meat,3.794219444907381
CMR,pigs,intermediate,meat,1.2777179367851763
CAN,pigs,intermediate,meat,9.462313362673896
CAF,pigs,intermediate,meat,0.9993593165954966
TCD,pigs,intermediate,meat,1.6227272727272726
CHL,pigs,intermediate,meat,12.00247630106483
CHN,pigs,intermediate,meat,8.3112306031941
TWN,pigs,intermediate,meat,10.564832222148894
COL,pigs,intermediate,meat,4.507762188735344
COG,pigs,intermediate,meat,1.263652496571751
COK,pigs,intermediate,meat,1.3069901396075367
CRI,pigs,intermediate,meat,8.331841950249752
CIV,pigs,intermediate,meat,1.441410443712848
HRV,pigs,intermediate,meat,6.1410083521255405
CUB,pigs,intermediate,meat,8.61409341743152
CYP,pigs,intermediate,meat,8.51635467239098
CZE,pigs,intermediate,meat,10.54958917341651
PRK,pigs,intermediate,meat,3.1860141176470584
COD,pigs,intermediate,meat,1.8934927149786591
DNK,pigs,intermediate,meat,8.974442919198252
DMA,pigs,intermediate,meat,6.422856578427498
DOM,pigs,intermediate,meat,9.052939150401837
ECU,pigs,intermediate,meat,13.164482690302677
EGY,pigs,intermediate,meat,3.761311491862416
SLV,pigs,intermediate,meat,2.5203509970983022
GNQ,pigs,intermediate,meat,1.6277382852168865
EST,pigs,intermediate,meat,8.826892236093205
SWZ,pigs,intermediate,meat,2.6622594331617355
ETH,pigs,intermediate,meat,3.822409414155096
FJI,pigs,intermediate,meat,2.1321260149512975
FIN,pigs,intermediate,meat,10.87307304169257
FRA,pigs,intermediate,meat,11.359836397541168
PYF,pigs,intermediate,meat,2.042224503050852
GAB,pigs,intermediate,meat,1.158959283959284
GMB,pigs,intermediate,meat,2.361111111111111
GEO,pigs,intermediate,meat,8.291378225298928
DEU,pigs,intermediate,meat,13.236083763634252
GHA,pigs,intermediate,meat,2.043515625
GRC,pigs,intermediate,meat,7.242697068867387
GRD,pigs,intermediate,meat,5.532440782698249
GTM,pigs,intermediate,meat,1.2246698519531953
GIN,pigs,intermediate,meat,1.3115937753639249
GNB,pigs,intermediate,meat,2.665783373386359
GUY,pigs,intermediate,meat,3.6692375625551956
HTI,pigs,intermediate,meat,2.470122917035792
HND,pigs,intermediate,meat,1.6122751893902882
HUN,pigs,intermediate,meat,9.942122083559413
ISL,pigs,intermediate,meat,14.84390243902439
IND,pigs,intermediate,meat,2.9418380500854244
IDN,pigs,intermediate,meat,2.422666862328767
IRL,pigs,intermediate,meat,12.850033272269936
ISR,pigs,intermediate,meat,5.226087257617729
ITA,pigs,intermediate,meat,11.08816320771636
JAM,pigs,intermediate,meat,3.2461703847577197
JPN,pigs,intermediate,meat,9.997623094371923
KAZ,pigs,intermediate,meat,9.020697540610533
KEN,pigs,intermediate,meat,1.4707654671934007
KIR,pigs,intermediate,meat,4.826115787240061
KGZ,pigs,intermediate,meat,20.81049090456018
LAO,pigs,intermediate,meat,1.635717239596795
LVA,pigs,intermediate,meat,7.039397828829917
LBN,pigs,intermediate,meat,7.191034473354585
LSO,pigs,intermediate,meat,4.810012283010449
LBR,pigs,intermediate,meat,2.165529992463581
LTU,pigs,intermediate,meat,7.170046768035065
LUX,pigs,intermediate,meat,8.546765560686458
MDG,pigs,intermediate,meat,2.52682946061572
MWI,pigs,intermediate,meat,3.636601149026587
MYS,pigs,intermediate,meat,9.0250798793739
MLI,pigs,intermediate,meat,2.3068181818181817
MLT,pigs,intermediate,meat,8.822770574225984
MUS,pigs,intermediate,meat,1.8787596176264862
MEX,pigs,intermediate,meat,5.561298464970452
FSM,pigs,intermediate,meat,1.9358832320535442
MNG,pigs,intermediate,meat,1.2793836663573428
MNE,pigs,intermediate,meat,10.208960587789
MAR,pigs,intermediate,meat,5.184968295412159
MOZ,pigs,intermediate,meat,5.04683223292998
MMR,pigs,intermediate,meat,3.5086432160804017
NAM,pigs,intermediate,meat,4.688330027554525
NRU,pigs,intermediate,meat,1.9162821357943307
NPL,pigs,intermediate,meat,1.8171137680002651
NLD,pigs,intermediate,meat,7.861010998206476
NCL,pigs,intermediate,meat,4.964536846647881
NZL,pigs,intermediate,meat,12.07386550226982
NIC,pigs,intermediate,meat,1.7737960847207568
NER,pigs,intermediate,meat,2.3952162944968696
NGA,pigs,intermediate,meat,2.3120157910640247
NIU,pigs,intermediate,meat,2.1944601586754047
MKD,pigs,intermediate,meat,4.140529181676129
NOR,pigs,intermediate,meat,10.883119565886426
PAN,pigs,intermediate,meat,6.081122580937905
PNG,pigs,intermediate,meat,2.903690518929542
PRY,pigs,intermediate,meat,2.8802141824851795
PER,pigs,intermediate,meat,3.593808434374012
PHL,pigs,intermediate,meat,10.786070227633852
POL,pigs,intermediate,meat,11.89339588122888
PRT,pigs,intermediate,meat,11.58379429909203
PRI,pigs,intermediate,meat,18.181296060197933
KOR,pigs,intermediate,meat,7.778738877943874
MDA,pigs,intermediate,meat,9.398820551149822
ROU,pigs,intermediate,meat,7.460562142872314
RUS,pigs,intermediate,meat,10.686099850569967
RWA,pigs,intermediate,meat,0.61288801909203
KNA,pigs,intermediate,meat,0.7011627906976744
LCA,pigs,intermediate,meat,3.017148601883059
VCT,pigs,intermediate,meat,4.987153509482898
WSM,pigs,intermediate,meat,1.0755581939691488
STP,pigs,intermediate,meat,1.0696601878593917
SEN,pigs,intermediate,meat,2.506729449040662
SRB,pigs,intermediate,meat,7.037564062448233
SYC,pigs,intermediate,meat,6.483287671232876
SLE,pigs,intermediate,meat,0.3571464243739866
SVK,pigs,intermediate,meat,5.964783694937975
SVN,pigs,intermediate,meat,6.8767705616271
SLB,pigs,intermediate,meat,3.5074332022492554
SOM,pigs,intermediate,meat,1.9716696497059576
ZAF,pigs,intermediate,meat,10.597168226930814
ESP,pigs,intermediate,meat,9.096766136517507
LKA,pigs,intermediate,meat,1.0321626351887607
SUR,pigs,intermediate,meat,5.159578753524774
SWE,pigs,intermediate,meat,11.588144008836457
CHE,pigs,intermediate,meat,10.730101807362775
THA,pigs,intermediate,meat,8.79750239508003
TLS,pigs,intermediate,meat,1.7549837305739022
TGO,pigs,intermediate,meat,1.3114950504918836
TKL,pigs,intermediate,meat,1.346659912684111
TON,pigs,intermediate,meat,1.7649976448422042
TTO,pigs,intermediate,meat,6.040943908765207
TUN,pigs,intermediate,meat,1.684024322830293
TKM,pigs,intermediate,meat,1.9014052631578944
TUV,pigs,intermediate,meat,0.8187299874704163
UGA,pigs,intermediate,meat,3.0640696389587374
UKR,pigs,intermediate,meat,7.686452005993423
GBR,pigs,intermediate,meat,12.139855838593647
TZA,pigs,intermediate,meat,1.8649295977205644
USA,pigs,intermediate,meat,11.412027495612891
URY,pigs,intermediate,meat,5.831735510204081
UZB,pigs,intermediate,meat,15.161192590354085
VUT,pigs,intermediate,meat,2.770242165386683
VEN,pigs,intermediate,meat,2.8429514930107214
VNM,pigs,intermediate,meat,10.477782883504863
ZMB,pigs,intermediate,meat,1.821434600133719
ZWE,pigs,intermediate,meat,3.0821760786110834
ALB,pigs,backyard,meat,0
DZA,pigs,backyard,meat,0
AGO,pigs,backyard,meat,0
ATG,pigs,backyard,meat,0
ARG,pigs,backyard,meat,0
ARM,pigs,backyard,meat,0
AUS,pigs,backyard,meat,0
AUT,pigs,backyard,meat,0
AZE,pigs,backyard,meat,0
BHS,pigs,backyard,meat,0
BRB,pigs,backyard,meat,0
BLR,pigs,backyard,meat,0
BEL,pigs,backyard,meat,0
BLZ,pigs,backyard,meat,0
BLZ,pigs,backyard,meat,0
BEN,pigs,backyard,meat,0
BTN,pigs,backyard,meat,0
BOL,pigs,backyard,meat,0
BIH,pigs,backyard,meat,0
BWA,pigs,backyard,meat,0
BRA,pigs,backyard,meat,0
BRN,pigs,backyard,meat,0
BGR,pigs,backyard,meat,0
BFA,pigs,backyard,meat,0
BDI,pigs,backyard,meat,0
CPV,pigs,backyard,meat,0
KHM,pigs,backyard,meat,0
CMR,pigs,backyard,meat,0
CAN,pigs,backyard,meat,0
CAF,pigs,backyard,meat,0
TCD,pigs,backyard,meat,0
CHL,pigs,backyard,meat,0
CHN,pigs,backyard,meat,0
TWN,pigs,backyard,meat,0
COL,pigs,backyard,meat,0
COG,pigs,backyard,meat,0
COK,pigs,backyard,meat,0
CRI,pigs,backyard,meat,0
CIV,pigs,backyard,meat,0
HRV,pigs,backyard,meat,0
CUB,pigs,backyard,meat,0
CYP,pigs,backyard,meat,0
CZE,pigs,backyard,meat,0
PRK,pigs,backyard,meat,0
COD,pigs,backyard,meat,0
DNK,pigs,backyard,meat,0
DMA,pigs,backyard,meat,0
DOM,pigs,backyard,meat,0
ECU,pigs,backyard,meat,0
EGY,pigs,backyard,meat,0
SLV,pigs,backyard,meat,0
GNQ,pigs,backyard,meat,0
EST,pigs,backyard,meat,0
SWZ,pigs,backyard,meat,0
ETH,pigs,backyard,meat,0
FJI,pigs,backyard,meat,0
FIN,pigs,backyard,meat,0
FRA,pigs,backyard,meat,0
PYF,pigs,backyard,meat,0
GAB,pigs,backyard,meat,0
GMB,pigs,backyard,meat,0
GEO,pigs,backyard,meat,0
DEU,pigs,backyard,meat,0
GHA,pigs,backyard,meat,0
GRC,pigs,backyard,meat,0
GRD,pigs,backyard,meat,0
GTM,pigs,backyard,meat,0
GIN,pigs,backyard,meat,0
GNB,pigs,backyard,meat,0
GUY,pigs,backyard,meat,0
HTI,pigs,backyard,meat,0
HND,pigs,backyard,meat,0
HUN,pigs,backyard,meat,0
ISL,pigs,backyard,meat,0
IND,pigs,backyard,meat,0
IDN,pigs,backyard,meat,0
IRL,pigs,backyard,meat,0
ISR,pigs,backyard,meat,0
ITA,pigs,backyard,meat,0
JAM,pigs,backyard,meat,0
JPN,pigs,backyard,meat,0
KAZ,pigs,backyard,meat,0
KEN,pigs,backyard,meat,0
KIR,pigs,backyard,meat,0
KGZ,pigs,backyard,meat,0
LAO,pigs,backyard,meat,0
LVA,pigs,backyard,meat,0
LBN,pigs,backyard,meat,0
LSO,pigs,backyard,meat,0
LBR,pigs,backyard,meat,0
LTU,pigs,backyard,meat,0
LUX,pigs,backyard,meat,0
MDG,pigs,backyard,meat,0
MWI,pigs,backyard,meat,0
MYS,pigs,backyard,meat,0
MLI,pigs,backyard,meat,0
MLT,pigs,backyard,meat,0
MUS,pigs,backyard,meat,0
MEX,pigs,backyard,meat,0
FSM,pigs,backyard,meat,0
MNG,pigs,backyard,meat,0
MNE,pigs,backyard,meat,0
MAR,pigs,backyard,meat,0
MOZ,pigs,backyard,meat,0
MMR,pigs,backyard,meat,0
NAM,pigs,backyard,meat,0
NRU,pigs,backyard,meat,0
NPL,pigs,backyard,meat,0
NLD,pigs,backyard,meat,0
NCL,pigs,backyard,meat,0
NZL,pigs,backyard,meat,0
NIC,pigs,backyard,meat,0
NER,pigs,backyard,meat,0
NGA,pigs,backyard,meat,0
NIU,pigs,backyard,meat,0
MKD,pigs,backyard,meat,0
NOR,pigs,backyard,meat,0
PAN,pigs,backyard,meat,0
PNG,pigs,backyard,meat,0
PRY,pigs,backyard,meat,0
PER,pigs,backyard,meat,0
PHL,pigs,backyard,meat,0
POL,pigs,backyard,meat,0
PRT,pigs,backyard,meat,0
PRI,pigs,backyard,meat,0
KOR,pigs,backyard,meat,0
MDA,pigs,backyard,meat,0
ROU,pigs,backyard,meat,0
RUS,pigs,backyard,meat,0
RWA,pigs,backyard,meat,0
KNA,pigs,backyard,meat,0
LCA,pigs,backyard,meat,0
VCT,pigs,backyard,meat,0
WSM,pigs,backyard,meat,0
STP,pigs,backyard,meat,0
SEN,pigs,backyard,meat,0
SRB,pigs,backyard,meat,0
SYC,pigs,backyard,meat,0
SLE,pigs,backyard,meat,0
SVK,pigs,backyard,meat,0
SVN,pigs,backyard,meat,0
SLB,pigs,backyard,meat,0
SOM,pigs,backyard,meat,0
ZAF,pigs,backyard,meat,0
ESP,pigs,backyard,meat,0
LKA,pigs,backyard,meat,0
SUR,pigs,backyard,meat,0
SWE,pigs,backyard,meat,0
CHE,pigs,backyard,meat,0
THA,pigs,backyard,meat,0
TLS,pigs,backyard,meat,0
TGO,pigs,backyard,meat,0
TKL,pigs,backyard,meat,0
TON,pigs,backyard,meat,0
TTO,pigs,backyard,meat,0
TUN,pigs,backyard,meat,0
TKM,pigs,backyard,meat,0
TUV,pigs,backyard,meat,0
UGA,pigs,backyard,meat,0
UKR,pigs,backyard,meat,0
GBR,pigs,backyard,meat,0
TZA,pigs,backyard,meat,0
USA,pigs,backyard,meat,0
URY,pigs,backyard,meat,0
UZB,pigs,backyard,meat,0
VUT,pigs,backyard,meat,0
VEN,pigs,backyard,meat,0
VNM,pigs,backyard,meat,0
ZMB,pigs,backyard,meat,0
ZWE,pigs,backyard,meat,0
AFG,cows,feedlot,meat,10.186527778018931
ALB,cows,feedlot,meat,52.019363849914285
DZA,cows,feedlot,meat,35.013067633009314
AGO,cows,feedlot,meat,3.8822228630176965
ATG,cows,feedlot,meat,18.047872340425528
ARG,cows,feedlot,meat,10.137398076864143
ARM,cows,feedlot,meat,33.522474379402034
AUS,cows,feedlot,meat,70.6415824081475
AUT,cows,feedlot,meat,63.555968448300455
AZE,cows,feedlot,meat,17.41678034427753
BHS,cows,feedlot,meat,49.04844290657439
BGD,cows,feedlot,meat,1.849411811164615
BRB,cows,feedlot,meat,3.5969208310957486
BLR,cows,feedlot,meat,17.52438804339698
BEL,cows,feedlot,meat,57.69497776363262
BLZ,cows,feedlot,meat,2.5092294449156443
BLZ,cows,feedlot,meat,2.493808909978848
BEN,cows,feedlot,meat,4.02896642527979
BTN,cows,feedlot,meat,4.730020426978072
BOL,cows,feedlot,meat,5.140597539543058
BIH,cows,feedlot,meat,10.940294281620496
BWA,cows,feedlot,meat,6.189163906656891
BRA,cows,feedlot,meat,8.81360091767137
BGR,cows,feedlot,meat,24.234687077934087
BFA,cows,feedlot,meat,2.3574688667547368
BDI,cows,feedlot,meat,2.710907990859426
CPV,cows,feedlot,meat,5.768383596977158
KHM,cows,feedlot,meat,3.3357753203779397
CMR,cows,feedlot,meat,2.9303452472310236
CAN,cows,feedlot,meat,33.07917847025496
CAF,cows,feedlot,meat,3.0795456488704125
TCD,cows,feedlot,meat,2.863163488066382
CHL,cows,feedlot,meat,15.534189426712272
CHN,cows,feedlot,meat,22.725809595696482
TWN,cows,feedlot,meat,21.642262171593796
COL,cows,feedlot,meat,6.53120904438383
COM,cows,feedlot,meat,5.334309776638594
COG,cows,feedlot,meat,3.0475095593931973
COK,cows,feedlot,meat,0
CRI,cows,feedlot,meat,24.399521244655862
CIV,cows,feedlot,meat,4.152471498326253
HRV,cows,feedlot,meat,54.51448557581556
CUB,cows,feedlot,meat,4.253952988430967
CYP,cows,feedlot,meat,54.94952809679615
CZE,cows,feedlot,meat,25.361672581012183
PRK,cows,feedlot,meat,6.703767950666561
COD,cows,feedlot,meat,3.037212174740975
DNK,cows,feedlot,meat,54.107650038646035
DJI,cows,feedlot,meat,4.462160044056596
DMA,cows,feedlot,meat,15.152712353745631
DOM,cows,feedlot,meat,4.347095150872457
ECU,cows,feedlot,meat,11.766070955693701
ECU,cows,feedlot,meat,11.720990224062692
EGY,cows,feedlot,meat,20.553189763796095
SLV,cows,feedlot,meat,4.73229793864497
GNQ,cows,feedlot,meat,1.574832464631422
ERI,cows,feedlot,meat,2.882687280415088
EST,cows,feedlot,meat,26.662613981762913
SWZ,cows,feedlot,meat,6.110237012246605
ETH,cows,feedlot,meat,1.6202845076330874
FRO,cows,feedlot,meat,8.850283794355121
FJI,cows,feedlot,meat,0
FIN,cows,feedlot,meat,56.304906681233945
FRA,cows,feedlot,meat,36.985259456246425
PYF,cows,feedlot,meat,0
GAB,cows,feedlot,meat,6.858231484637485
GMB,cows,feedlot,meat,1.7598175004073653
GEO,cows,feedlot,meat,10.165925825387669
DEU,cows,feedlot,meat,55.580825805171436
GHA,cows,feedlot,meat,3.7481875858259617
GRC,cows,feedlot,meat,34.57530468703129
GRD,cows,feedlot,meat,6.493235303186549
GTM,cows,feedlot,meat,9.877479686526419
GIN,cows,feedlot,meat,2.883096049527801
GNB,cows,feedlot,meat,2.1711436678772853
GUY,cows,feedlot,meat,5.688416211555045
HTI,cows,feedlot,meat,6.448837591610627
HND,cows,feedlot,meat,4.706653716824652
HUN,cows,feedlot,meat,16.932196637426898
ISL,cows,feedlot,meat,29.73335353752603
IND,cows,feedlot,meat,1.1657254138401365
IDN,cows,feedlot,meat,5.509438460547431
IRN,cows,feedlot,meat,26.497064188895717
IRQ,cows,feedlot,meat,2.4121367131289295
IRL,cows,feedlot,meat,42.04503095368773
ISR,cows,feedlot,meat,60.29028359288321
ITA,cows,feedlot,meat,66.70829958798558
JAM,cows,feedlot,meat,9.338458081164227
JPN,cows,feedlot,meat,68.98490632664144
KAZ,cows,feedlot,meat,17.2627211948143
KEN,cows,feedlot,meat,8.289260797426293
KWT,cows,feedlot,meat,19.191997367445463
KGZ,cows,feedlot,meat,20.230669869762682
LAO,cows,feedlot,meat,2.594688762557626
LVA,cows,feedlot,meat,23.814481291886466
LSO,cows,feedlot,meat,4.161572399547883
LBR,cows,feedlot,meat,5.62544922134966
LBY,cows,feedlot,meat,13.992601080204498
LBY,cows,feedlot,meat,14.029135286680225
LTU,cows,feedlot,meat,37.76785528799479
LUX,cows,feedlot,meat,24.663076553928036
MDG,cows,feedlot,meat,3.536149464807244
MWI,cows,feedlot,meat,5.936065552493478
MYS,cows,feedlot,meat,13.973693575333517
MLI,cows,feedlot,meat,3.4162878091083484
MLT,cows,feedlot,meat,51.07713646532438
MRT,cows,feedlot,meat,3.6425269064388974
MEX,cows,feedlot,meat,10.02872857162292
FSM,cows,feedlot,meat,0
MNG,cows,feedlot,meat,5.476762136629989
MNE,cows,feedlot,meat,24.54161398895987
MAR,cows,feedlot,meat,29.10321755442415
MOZ,cows,feedlot,meat,2.0085881949318436
MMR,cows,feedlot,meat,5.234747005176709
NAM,cows,feedlot,meat,2.146780992254255
NPL,cows,feedlot,meat,1.4049950949341543
NLD,cows,feedlot,meat,71.67847871971719
NCL,cows,feedlot,meat,0
NZL,cows,feedlot,meat,40.24986628026285
NIC,cows,feedlot,meat,6.498080826257822
NER,cows,feedlot,meat,1.1271478299193904
NGA,cows,feedlot,meat,3.0520903944710494
NIU,cows,feedlot,meat,0
MKD,cows,feedlot,meat,6.48689580432531
NOR,cows,feedlot,meat,51.63327598076256
OMN,cows,feedlot,meat,9.548112823110896
PAK,cows,feedlot,meat,6.084046954706512
PAN,cows,feedlot,meat,8.81273026777371
PNG,cows,feedlot,meat,0
PRY,cows,feedlot,meat,6.764503432714602
PER,cows,feedlot,meat,7.311561179436796
PHL,cows,feedlot,meat,14.888003823482554
POL,cows,feedlot,meat,57.68156032783987
PRT,cows,feedlot,meat,24.043614221676805
PRI,cows,feedlot,meat,4.250072997707186
QAT,cows,feedlot,meat,8.909349882999287
KOR,cows,feedlot,meat,35.72983336872155
MDA,cows,feedlot,meat,17.221858967910673
ROU,cows,feedlot,meat,55.7330734621391
RUS,cows,feedlot,meat,21.907193761471902
RWA,cows,feedlot,meat,6.872364151472606
KNA,cows,feedlot,meat,4.385635359116022
LCA,cows,feedlot,meat,7.573942015431378
VCT,cows,feedlot,meat,11.60168543254773
WSM,cows,feedlot,meat,0
STP,cows,feedlot,meat,34.23597678916828
SEN,cows,feedlot,meat,4.609839158183577
SRB,cows,feedlot,meat,22.285703010376
SYC,cows,feedlot,meat,7.465437788018433
SLE,cows,feedlot,meat,3.7360091588659166
SGP,cows,feedlot,meat,36.34621553810801
SVK,cows,feedlot,meat,13.113334642739572
SVN,cows,feedlot,meat,36.044323306179294
SLB,cows,feedlot,meat,0
SOM,cows,feedlot,meat,2.875519901719901
ZAF,cows,feedlot,meat,13.885392271114869
SSD,cows,feedlot,meat,9.703063821822944
ESP,cows,feedlot,meat,44.75918580615846
LKA,cows,feedlot,meat,5.333619062486695
SDN,cows,feedlot,meat,2.987251706472223
SUR,cows,feedlot,meat,9.433745838761036
SWE,cows,feedlot,meat,45.83635148436645
CHE,cows,feedlot,meat,55.33925185684258
SYR,cows,feedlot,meat,25.632295357076263
TJK,cows,feedlot,meat,34.951590573152274
THA,cows,feedlot,meat,5.325336322869955
TLS,cows,feedlot,meat,1.0178787628304555
TGO,cows,feedlot,meat,2.6405581438954964
TON,cows,feedlot,meat,0
TTO,cows,feedlot,meat,5.63297350343474
TUN,cows,feedlot,meat,53.59404943645045
TUR,cows,feedlot,meat,21.913989813230224
TKM,cows,feedlot,meat,19.219494221501982
UGA,cows,feedlot,meat,2.8276950884148775
UKR,cows,feedlot,meat,34.61970376126532
ARE,cows,feedlot,meat,48.49827196659239
GBR,cows,feedlot,meat,43.37697580574107
TZA,cows,feedlot,meat,3.456864863137061
USA,cows,feedlot,meat,71.72090557834981
URY,cows,feedlot,meat,9.223909076400481
UZB,cows,feedlot,meat,17.543884171614437
VUT,cows,feedlot,meat,0
VEN,cows,feedlot,meat,5.696414218024528
VNM,cows,feedlot,meat,9.88466863118069
YEM,cows,feedlot,meat,8.41441858092908
ZMB,cows,feedlot,meat,10.858614587877785
ZWE,cows,feedlot,meat,4.27225961480106
