iso3c,species,product,kg_co2eq_head
VAT,buffaloes,milk,1375
ITA,buffaloes,milk,1375
MLT,buffaloes,milk,1375
MNE,buffaloes,milk,1375
MKD,buffaloes,milk,1375
PRT,buffaloes,milk,1375
SMR,buffaloes,milk,1375
XKO,buffaloes,milk,1375
SRB,buffaloes,milk,1375
SVN,buffaloes,milk,1375
ESP,buffaloes,milk,1375
AUT,buffaloes,milk,1375
BEL,buffaloes,milk,1375
FRA,buffaloes,milk,1375
DEU,buffaloes,milk,1375
LIE,buffaloes,milk,1375
LUX,buffaloes,milk,1375
MCO,buffaloes,milk,1375
NLD,buffaloes,milk,1375
CHE,buffaloes,milk,1375
AUS,buffaloes,milk,1375
CXR,buffaloes,milk,1375
CCK,buffaloes,milk,1375
HMD,buffaloes,milk,1375
NZL,buffaloes,milk,1375
NFK,buffaloes,milk,1375
FJI,buffaloes,milk,1375
NCL,buffaloes,milk,1375
PNG,buffaloes,milk,1375
SLB,buffaloes,milk,1375
VUT,buffaloes,milk,1375
GUM,buffaloes,milk,1375
KIR,buffaloes,milk,1375
MHL,buffaloes,milk,1375
FSM,buffaloes,milk,1375
NRU,buffaloes,milk,1375
MNP,buffaloes,milk,1375
PLW,buffaloes,milk,1375
UMI,buffaloes,milk,1375
ASM,buffaloes,milk,1375
COK,buffaloes,milk,1375
PYF,buffaloes,milk,1375
NIU,buffaloes,milk,1375
PCN,buffaloes,milk,1375
WSM,buffaloes,milk,1375
TKL,buffaloes,milk,1375
TON,buffaloes,milk,1375
TUV,buffaloes,milk,1375
WLF,buffaloes,milk,1375
XMI,buffaloes,milk,1375
TWN,buffaloes,milk,1375
DZA,buffaloes,meat,1375
EGY,buffaloes,meat,1375
LBY,buffaloes,meat,1375
MAR,buffaloes,meat,1375
SDN,buffaloes,meat,1375
TUN,buffaloes,meat,1375
ESH,buffaloes,meat,1375
IOT,buffaloes,meat,1375
BDI,buffaloes,meat,1375
COM,buffaloes,meat,1375
DJI,buffaloes,meat,1375
ERI,buffaloes,meat,1375
ETH,buffaloes,meat,1375
ATF,buffaloes,meat,1375
KEN,buffaloes,meat,1375
MDG,buffaloes,meat,1375
MWI,buffaloes,meat,1375
MUS,buffaloes,meat,1375
MYT,buffaloes,meat,1375
MOZ,buffaloes,meat,1375
REU,buffaloes,meat,1375
RWA,buffaloes,meat,1375
SYC,buffaloes,meat,1375
SOM,buffaloes,meat,1375
SSD,buffaloes,meat,1375
UGA,buffaloes,meat,1375
TZA,buffaloes,meat,1375
ZMB,buffaloes,meat,1375
ZWE,buffaloes,meat,1375
AGO,buffaloes,meat,1375
CMR,buffaloes,meat,1375
CAF,buffaloes,meat,1375
TCD,buffaloes,meat,1375
COG,buffaloes,meat,1375
COD,buffaloes,meat,1375
GNQ,buffaloes,meat,1375
GAB,buffaloes,meat,1375
STP,buffaloes,meat,1375
BWA,buffaloes,meat,1375
SWZ,buffaloes,meat,1375
LSO,buffaloes,meat,1375
NAM,buffaloes,meat,1375
ZAF,buffaloes,meat,1375
BEN,buffaloes,meat,1375
BFA,buffaloes,meat,1375
CPV,buffaloes,meat,1375
CIV,buffaloes,meat,1375
GMB,buffaloes,meat,1375
GHA,buffaloes,meat,1375
GIN,buffaloes,meat,1375
GNB,buffaloes,meat,1375
LBR,buffaloes,meat,1375
MLI,buffaloes,meat,1375
MRT,buffaloes,meat,1375
NER,buffaloes,meat,1375
NGA,buffaloes,meat,1375
SHN,buffaloes,meat,1375
SEN,buffaloes,meat,1375
SLE,buffaloes,meat,1375
TGO,buffaloes,meat,1375
AIA,buffaloes,meat,1375
ATG,buffaloes,meat,1375
ABW,buffaloes,meat,1375
BHS,buffaloes,meat,1375
BRB,buffaloes,meat,1375
BES,buffaloes,meat,1375
VGB,buffaloes,meat,1375
CYM,buffaloes,meat,1375
CUB,buffaloes,meat,1375
CUW,buffaloes,meat,1375
DMA,buffaloes,meat,1375
DOM,buffaloes,meat,1375
GRD,buffaloes,meat,1375
GLP,buffaloes,meat,1375
HTI,buffaloes,meat,1375
JAM,buffaloes,meat,1375
MTQ,buffaloes,meat,1375
MSR,buffaloes,meat,1375
PRI,buffaloes,meat,1375
BLM,buffaloes,meat,1375
KNA,buffaloes,meat,1375
LCA,buffaloes,meat,1375
MAF,buffaloes,meat,1375
VCT,buffaloes,meat,1375
SXM,buffaloes,meat,1375
TTO,buffaloes,meat,1375
TCA,buffaloes,meat,1375
VIR,buffaloes,meat,1375
BLZ,buffaloes,meat,1375
CRI,buffaloes,meat,1375
SLV,buffaloes,meat,1375
GTM,buffaloes,meat,1375
HND,buffaloes,meat,1375
MEX,buffaloes,meat,1375
NIC,buffaloes,meat,1375
PAN,buffaloes,meat,1375
ARG,buffaloes,meat,1375
BOL,buffaloes,meat,1375
BVT,buffaloes,meat,1375
BRA,buffaloes,meat,1375
CHL,buffaloes,meat,1375
COL,buffaloes,meat,1375
ECU,buffaloes,meat,1375
FLK,buffaloes,meat,1375
GUF,buffaloes,meat,1375
GUY,buffaloes,meat,1375
PRY,buffaloes,meat,1375
PER,buffaloes,meat,1375
SGS,buffaloes,meat,1375
SUR,buffaloes,meat,1375
URY,buffaloes,meat,1375
VEN,buffaloes,meat,1375
BMU,buffaloes,meat,1375
CAN,buffaloes,meat,1375
GRL,buffaloes,meat,1375
SPM,buffaloes,meat,1375
USA,buffaloes,meat,1375
ATA,buffaloes,meat,1375
KAZ,buffaloes,meat,1375
KGZ,buffaloes,meat,1375
TJK,buffaloes,meat,1375
TKM,buffaloes,meat,1375
UZB,buffaloes,meat,1375
CHN,buffaloes,meat,1375
HKG,buffaloes,meat,1375
MAC,buffaloes,meat,1375
PRK,buffaloes,meat,1375
JPN,buffaloes,meat,1375
MNG,buffaloes,meat,1375
KOR,buffaloes,meat,1375
BRN,buffaloes,meat,1375
KHM,buffaloes,meat,1375
IDN,buffaloes,meat,1375
LAO,buffaloes,meat,1375
MYS,buffaloes,meat,1375
MMR,buffaloes,meat,1375
PHL,buffaloes,meat,1375
SGP,buffaloes,meat,1375
THA,buffaloes,meat,1375
TLS,buffaloes,meat,1375
VNM,buffaloes,meat,1375
AFG,buffaloes,meat,1375
BGD,buffaloes,meat,1375
BTN,buffaloes,meat,1375
IND,buffaloes,meat,1375
IRN,buffaloes,meat,1375
MDV,buffaloes,meat,1375
NPL,buffaloes,meat,1375
PAK,buffaloes,meat,1375
LKA,buffaloes,meat,1375
ARM,buffaloes,meat,1375
AZE,buffaloes,meat,1375
BHR,buffaloes,meat,1375
CYP,buffaloes,meat,1375
GEO,buffaloes,meat,1375
IRQ,buffaloes,meat,1375
ISR,buffaloes,meat,1375
JOR,buffaloes,meat,1375
KWT,buffaloes,meat,1375
LBN,buffaloes,meat,1375
OMN,buffaloes,meat,1375
QAT,buffaloes,meat,1375
SAU,buffaloes,meat,1375
PSE,buffaloes,meat,1375
SYR,buffaloes,meat,1375
TUR,buffaloes,meat,1375
ARE,buffaloes,meat,1375
YEM,buffaloes,meat,1375
BLR,buffaloes,meat,1375
BGR,buffaloes,meat,1375
CZE,buffaloes,meat,1375
HUN,buffaloes,meat,1375
POL,buffaloes,meat,1375
MDA,buffaloes,meat,1375
ROU,buffaloes,meat,1375
RUS,buffaloes,meat,1375
SVK,buffaloes,meat,1375
UKR,buffaloes,meat,1375
ALA,buffaloes,meat,1375
GGY,buffaloes,meat,1375
JEY,buffaloes,meat,1375
NA,buffaloes,meat,1375
DNK,buffaloes,meat,1375
EST,buffaloes,meat,1375
FRO,buffaloes,meat,1375
FIN,buffaloes,meat,1375
ISL,buffaloes,meat,1375
IRL,buffaloes,meat,1375
IMN,buffaloes,meat,1375
LVA,buffaloes,meat,1375
LTU,buffaloes,meat,1375
NOR,buffaloes,meat,1375
SJM,buffaloes,meat,1375
SWE,buffaloes,meat,1375
GBR,buffaloes,meat,1375
ALB,buffaloes,meat,1375
AND,buffaloes,meat,1375
BIH,buffaloes,meat,1375
HRV,buffaloes,meat,1375
GIB,buffaloes,meat,1375
GRC,buffaloes,meat,1375
VAT,buffaloes,meat,1375
ITA,buffaloes,meat,1375
MLT,buffaloes,meat,1375
MNE,buffaloes,meat,1375
MKD,buffaloes,meat,1375
PRT,buffaloes,meat,1375
SMR,buffaloes,meat,1375
XKO,buffaloes,meat,1375
SRB,buffaloes,meat,1375
SVN,buffaloes,meat,1375
ESP,buffaloes,meat,1375
AUT,buffaloes,meat,1375
BEL,buffaloes,meat,1375
FRA,buffaloes,meat,1375
DEU,buffaloes,meat,1375
LIE,buffaloes,meat,1375
LUX,buffaloes,meat,1375
MCO,buffaloes,meat,1375
NLD,buffaloes,meat,1375
CHE,buffaloes,meat,1375
AUS,buffaloes,meat,1375
CXR,buffaloes,meat,1375
CCK,buffaloes,meat,1375
HMD,buffaloes,meat,1375
NZL,buffaloes,meat,1375
NFK,buffaloes,meat,1375
FJI,buffaloes,meat,1375
NCL,buffaloes,meat,1375
PNG,buffaloes,meat,1375
SLB,buffaloes,meat,1375
VUT,buffaloes,meat,1375
GUM,buffaloes,meat,1375
KIR,buffaloes,meat,1375
MHL,buffaloes,meat,1375
FSM,buffaloes,meat,1375
NRU,buffaloes,meat,1375
MNP,buffaloes,meat,1375
PLW,buffaloes,meat,1375
UMI,buffaloes,meat,1375
ASM,buffaloes,meat,1375
COK,buffaloes,meat,1375
PYF,buffaloes,meat,1375
NIU,buffaloes,meat,1375
PCN,buffaloes,meat,1375
WSM,buffaloes,meat,1375
TKL,buffaloes,meat,1375
TON,buffaloes,meat,1375
TUV,buffaloes,meat,1375
WLF,buffaloes,meat,1375
XMI,buffaloes,meat,1375
TWN,buffaloes,meat,1375
DZA,chickens,meat,0
EGY,chickens,meat,0
LBY,chickens,meat,0
MAR,chickens,meat,0
SDN,chickens,meat,0
TUN,chickens,meat,0
ESH,chickens,meat,0
IOT,chickens,meat,0
BDI,chickens,meat,0
COM,chickens,meat,0
DJI,chickens,meat,0
ERI,chickens,meat,0
ETH,chickens,meat,0
ATF,chickens,meat,0
KEN,chickens,meat,0
MDG,chickens,meat,0
MWI,chickens,meat,0
MUS,chickens,meat,0
MYT,chickens,meat,0
MOZ,chickens,meat,0
REU,chickens,meat,0
RWA,chickens,meat,0
SYC,chickens,meat,0
SOM,chickens,meat,0
SSD,chickens,meat,0
UGA,chickens,meat,0
TZA,chickens,meat,0
ZMB,chickens,meat,0
ZWE,chickens,meat,0
AGO,chickens,meat,0
CMR,chickens,meat,0
CAF,chickens,meat,0
TCD,chickens,meat,0
COG,chickens,meat,0
COD,chickens,meat,0
GNQ,chickens,meat,0
GAB,chickens,meat,0
STP,chickens,meat,0
BWA,chickens,meat,0
SWZ,chickens,meat,0
LSO,chickens,meat,0
NAM,chickens,meat,0
ZAF,chickens,meat,0
BEN,chickens,meat,0
BFA,chickens,meat,0
CPV,chickens,meat,0
CIV,chickens,meat,0
GMB,chickens,meat,0
GHA,chickens,meat,0
GIN,chickens,meat,0
GNB,chickens,meat,0
LBR,chickens,meat,0
MLI,chickens,meat,0
MRT,chickens,meat,0
NER,chickens,meat,0
NGA,chickens,meat,0
SHN,chickens,meat,0
SEN,chickens,meat,0
SLE,chickens,meat,0
TGO,chickens,meat,0
AIA,chickens,meat,0
ATG,chickens,meat,0
ABW,chickens,meat,0
BHS,chickens,meat,0
BRB,chickens,meat,0
BES,chickens,meat,0
VGB,chickens,meat,0
CYM,chickens,meat,0
CUB,chickens,meat,0
CUW,chickens,meat,0
DMA,chickens,meat,0
DOM,chickens,meat,0
GRD,chickens,meat,0
GLP,chickens,meat,0
HTI,chickens,meat,0
JAM,chickens,meat,0
MTQ,chickens,meat,0
MSR,chickens,meat,0
PRI,chickens,meat,0
BLM,chickens,meat,0
KNA,chickens,meat,0
LCA,chickens,meat,0
MAF,chickens,meat,0
VCT,chickens,meat,0
SXM,chickens,meat,0
TTO,chickens,meat,0
TCA,chickens,meat,0
VIR,chickens,meat,0
BLZ,chickens,meat,0
CRI,chickens,meat,0
SLV,chickens,meat,0
GTM,chickens,meat,0
HND,chickens,meat,0
MEX,chickens,meat,0
NIC,chickens,meat,0
PAN,chickens,meat,0
ARG,chickens,meat,0
BOL,chickens,meat,0
BVT,chickens,meat,0
BRA,chickens,meat,0
CHL,chickens,meat,0
COL,chickens,meat,0
ECU,chickens,meat,0
FLK,chickens,meat,0
GUF,chickens,meat,0
GUY,chickens,meat,0
PRY,chickens,meat,0
PER,chickens,meat,0
SGS,chickens,meat,0
SUR,chickens,meat,0
URY,chickens,meat,0
VEN,chickens,meat,0
BMU,chickens,meat,0
CAN,chickens,meat,0
GRL,chickens,meat,0
SPM,chickens,meat,0
USA,chickens,meat,0
ATA,chickens,meat,0
KAZ,chickens,meat,0
KGZ,chickens,meat,0
TJK,chickens,meat,0
TKM,chickens,meat,0
UZB,chickens,meat,0
CHN,chickens,meat,0
HKG,chickens,meat,0
MAC,chickens,meat,0
PRK,chickens,meat,0
JPN,chickens,meat,0
MNG,chickens,meat,0
KOR,chickens,meat,0
BRN,chickens,meat,0
KHM,chickens,meat,0
IDN,chickens,meat,0
LAO,chickens,meat,0
MYS,chickens,meat,0
MMR,chickens,meat,0
PHL,chickens,meat,0
SGP,chickens,meat,0
THA,chickens,meat,0
TLS,chickens,meat,0
VNM,chickens,meat,0
AFG,chickens,meat,0
BGD,chickens,meat,0
BTN,chickens,meat,0
IND,chickens,meat,0
IRN,chickens,meat,0
MDV,chickens,meat,0
NPL,chickens,meat,0
PAK,chickens,meat,0
LKA,chickens,meat,0
ARM,chickens,meat,0
AZE,chickens,meat,0
BHR,chickens,meat,0
CYP,chickens,meat,0
GEO,chickens,meat,0
IRQ,chickens,meat,0
ISR,chickens,meat,0
JOR,chickens,meat,0
KWT,chickens,meat,0
LBN,chickens,meat,0
OMN,chickens,meat,0
QAT,chickens,meat,0
SAU,chickens,meat,0
PSE,chickens,meat,0
SYR,chickens,meat,0
TUR,chickens,meat,0
ARE,chickens,meat,0
YEM,chickens,meat,0
BLR,chickens,meat,0
BGR,chickens,meat,0
CZE,chickens,meat,0
HUN,chickens,meat,0
POL,chickens,meat,0
MDA,chickens,meat,0
ROU,chickens,meat,0
RUS,chickens,meat,0
SVK,chickens,meat,0
UKR,chickens,meat,0
ALA,chickens,meat,0
GGY,chickens,meat,0
JEY,chickens,meat,0
NA,chickens,meat,0
DNK,chickens,meat,0
EST,chickens,meat,0
FRO,chickens,meat,0
FIN,chickens,meat,0
ISL,chickens,meat,0
IRL,chickens,meat,0
IMN,chickens,meat,0
LVA,chickens,meat,0
LTU,chickens,meat,0
NOR,chickens,meat,0
SJM,chickens,meat,0
SWE,chickens,meat,0
GBR,chickens,meat,0
ALB,chickens,meat,0
AND,chickens,meat,0
BIH,chickens,meat,0
HRV,chickens,meat,0
GIB,chickens,meat,0
GRC,chickens,meat,0
VAT,chickens,meat,0
ITA,chickens,meat,0
MLT,chickens,meat,0
MNE,chickens,meat,0
MKD,chickens,meat,0
PRT,chickens,meat,0
SMR,chickens,meat,0
XKO,chickens,meat,0
SRB,chickens,meat,0
SVN,chickens,meat,0
ESP,chickens,meat,0
AUT,chickens,meat,0
BEL,chickens,meat,0
FRA,chickens,meat,0
DEU,chickens,meat,0
LIE,chickens,meat,0
LUX,chickens,meat,0
MCO,chickens,meat,0
NLD,chickens,meat,0
CHE,chickens,meat,0
AUS,chickens,meat,0
CXR,chickens,meat,0
CCK,chickens,meat,0
HMD,chickens,meat,0
NZL,chickens,meat,0
NFK,chickens,meat,0
FJI,chickens,meat,0
NCL,chickens,meat,0
PNG,chickens,meat,0
SLB,chickens,meat,0
VUT,chickens,meat,0
GUM,chickens,meat,0
KIR,chickens,meat,0
MHL,chickens,meat,0
FSM,chickens,meat,0
NRU,chickens,meat,0
MNP,chickens,meat,0
PLW,chickens,meat,0
UMI,chickens,meat,0
ASM,chickens,meat,0
COK,chickens,meat,0
PYF,chickens,meat,0
NIU,chickens,meat,0
PCN,chickens,meat,0
WSM,chickens,meat,0
TKL,chickens,meat,0
TON,chickens,meat,0
TUV,chickens,meat,0
WLF,chickens,meat,0
XMI,chickens,meat,0
TWN,chickens,meat,0
DZA,chickens,eggs,0
EGY,chickens,eggs,0
LBY,chickens,eggs,0
MAR,chickens,eggs,0
SDN,chickens,eggs,0
TUN,chickens,eggs,0
ESH,chickens,eggs,0
IOT,chickens,eggs,0
BDI,chickens,eggs,0
COM,chickens,eggs,0
DJI,chickens,eggs,0
ERI,chickens,eggs,0
ETH,chickens,eggs,0
ATF,chickens,eggs,0
KEN,chickens,eggs,0
MDG,chickens,eggs,0
MWI,chickens,eggs,0
MUS,chickens,eggs,0
MYT,chickens,eggs,0
MOZ,chickens,eggs,0
REU,chickens,eggs,0
RWA,chickens,eggs,0
SYC,chickens,eggs,0
SOM,chickens,eggs,0
SSD,chickens,eggs,0
UGA,chickens,eggs,0
TZA,chickens,eggs,0
ZMB,chickens,eggs,0
ZWE,chickens,eggs,0
AGO,chickens,eggs,0
CMR,chickens,eggs,0
CAF,chickens,eggs,0
TCD,chickens,eggs,0
COG,chickens,eggs,0
COD,chickens,eggs,0
GNQ,chickens,eggs,0
GAB,chickens,eggs,0
STP,chickens,eggs,0
BWA,chickens,eggs,0
SWZ,chickens,eggs,0
LSO,chickens,eggs,0
NAM,chickens,eggs,0
ZAF,chickens,eggs,0
BEN,chickens,eggs,0
BFA,chickens,eggs,0
CPV,chickens,eggs,0
CIV,chickens,eggs,0
GMB,chickens,eggs,0
GHA,chickens,eggs,0
GIN,chickens,eggs,0
GNB,chickens,eggs,0
LBR,chickens,eggs,0
MLI,chickens,eggs,0
MRT,chickens,eggs,0
NER,chickens,eggs,0
NGA,chickens,eggs,0
SHN,chickens,eggs,0
SEN,chickens,eggs,0
SLE,chickens,eggs,0
TGO,chickens,eggs,0
AIA,chickens,eggs,0
ATG,chickens,eggs,0
ABW,chickens,eggs,0
BHS,chickens,eggs,0
BRB,chickens,eggs,0
BES,chickens,eggs,0
VGB,chickens,eggs,0
CYM,chickens,eggs,0
CUB,chickens,eggs,0
CUW,chickens,eggs,0
DMA,chickens,eggs,0
DOM,chickens,eggs,0
GRD,chickens,eggs,0
GLP,chickens,eggs,0
HTI,chickens,eggs,0
JAM,chickens,eggs,0
MTQ,chickens,eggs,0
MSR,chickens,eggs,0
PRI,chickens,eggs,0
BLM,chickens,eggs,0
KNA,chickens,eggs,0
LCA,chickens,eggs,0
MAF,chickens,eggs,0
VCT,chickens,eggs,0
SXM,chickens,eggs,0
TTO,chickens,eggs,0
TCA,chickens,eggs,0
VIR,chickens,eggs,0
BLZ,chickens,eggs,0
CRI,chickens,eggs,0
SLV,chickens,eggs,0
GTM,chickens,eggs,0
HND,chickens,eggs,0
MEX,chickens,eggs,0
NIC,chickens,eggs,0
PAN,chickens,eggs,0
ARG,chickens,eggs,0
BOL,chickens,eggs,0
BVT,chickens,eggs,0
BRA,chickens,eggs,0
CHL,chickens,eggs,0
COL,chickens,eggs,0
ECU,chickens,eggs,0
FLK,chickens,eggs,0
GUF,chickens,eggs,0
GUY,chickens,eggs,0
PRY,chickens,eggs,0
PER,chickens,eggs,0
SGS,chickens,eggs,0
SUR,chickens,eggs,0
URY,chickens,eggs,0
VEN,chickens,eggs,0
BMU,chickens,eggs,0
CAN,chickens,eggs,0
GRL,chickens,eggs,0
SPM,chickens,eggs,0
USA,chickens,eggs,0
ATA,chickens,eggs,0
KAZ,chickens,eggs,0
KGZ,chickens,eggs,0
TJK,chickens,eggs,0
TKM,chickens,eggs,0
UZB,chickens,eggs,0
CHN,chickens,eggs,0
HKG,chickens,eggs,0
MAC,chickens,eggs,0
PRK,chickens,eggs,0
JPN,chickens,eggs,0
MNG,chickens,eggs,0
KOR,chickens,eggs,0
BRN,chickens,eggs,0
KHM,chickens,eggs,0
IDN,chickens,eggs,0
LAO,chickens,eggs,0
MYS,chickens,eggs,0
MMR,chickens,eggs,0
PHL,chickens,eggs,0
SGP,chickens,eggs,0
THA,chickens,eggs,0
TLS,chickens,eggs,0
VNM,chickens,eggs,0
AFG,chickens,eggs,0
BGD,chickens,eggs,0
BTN,chickens,eggs,0
IND,chickens,eggs,0
IRN,chickens,eggs,0
MDV,chickens,eggs,0
NPL,chickens,eggs,0
PAK,chickens,eggs,0
LKA,chickens,eggs,0
ARM,chickens,eggs,0
AZE,chickens,eggs,0
BHR,chickens,eggs,0
CYP,chickens,eggs,0
GEO,chickens,eggs,0
IRQ,chickens,eggs,0
ISR,chickens,eggs,0
JOR,chickens,eggs,0
KWT,chickens,eggs,0
LBN,chickens,eggs,0
OMN,chickens,eggs,0
QAT,chickens,eggs,0
SAU,chickens,eggs,0
PSE,chickens,eggs,0
SYR,chickens,eggs,0
TUR,chickens,eggs,0
ARE,chickens,eggs,0
YEM,chickens,eggs,0
BLR,chickens,eggs,0
BGR,chickens,eggs,0
CZE,chickens,eggs,0
HUN,chickens,eggs,0
POL,chickens,eggs,0
MDA,chickens,eggs,0
ROU,chickens,eggs,0
RUS,chickens,eggs,0
SVK,chickens,eggs,0
UKR,chickens,eggs,0
ALA,chickens,eggs,0
GGY,chickens,eggs,0
JEY,chickens,eggs,0
NA,chickens,eggs,0
DNK,chickens,eggs,0
EST,chickens,eggs,0
FRO,chickens,eggs,0
FIN,chickens,eggs,0
ISL,chickens,eggs,0
IRL,chickens,eggs,0
IMN,chickens,eggs,0
