iso3c,country,mms_specific,animal,product,production_system,to_mms_percentage,ef_direct,ef_dir_unit,frac_gas,percentage_leach
AFG,Afghanistan,Daily spread,cows,meat,mixed,20,0.0125,kg N2O - N kg/N,7,6
AFG,Afghanistan,Daily spread,cows,milk,grassland,0,0.0125,kg N2O - N kg/N,7,6
AFG,Afghanistan,Burned for fuel,cows,meat,mixed,20,0.007,kg N2O - N kg/N,NA,6
AFG,Afghanistan,Composting intensive windrow,cows,meat,grassland,0,0.1,kg N2O - N kg/N,NA,6
AFG,Afghanistan,Anaerobic digester,sheep,meat,mixed,0,0,kg N2O - N kg/N,NA,18
AFG,Afghanistan,Poultry manure with litter,chickens,eggs,industrial,0,0.001,kg N2O - N kg/N,40,6
AFG,Afghanistan,Uncovered anaerobic lagoon,pigs,meat,intermediate,10,0,kg N2O - N kg/N,40,18
AFG,Afghanistan,Solid storage,sheep,milk,grassland,0,0.005,kg N2O - N kg/N,12,6
AFG,Afghanistan,Uncovered anaerobic lagoon,chickens,eggs,industrial,0,0,kg N2O - N kg/N,40,18
AFG,Afghanistan,Poultry manure with litter,chickens,meat,industrial,100,0.001,kg N2O - N kg/N,40,6
AFG,Afghanistan,Composting intensive windrow,goats,meat,grassland,0,0.1,kg N2O - N kg/N,NA,6
AFG,Afghanistan,Burned for fuel,goats,milk,grassland,0,0.007,kg N2O - N kg/N,NA,6
AFG,Afghanistan,Pasture/Range/Paddock,cows,milk,grassland,100,0.02,kg N2O - N kg/N,0,6
AFG,Afghanistan,Composting intensive windrow,goats,milk,mixed,0,0.1,kg N2O - N kg/N,NA,6
AFG,Afghanistan,Liquid/Slurry,chickens,eggs&meat,backyard,0,0,kg N2O - N kg/N,48,18
AFG,Afghanistan,Daily spread,sheep,meat,mixed,50,0.0125,kg N2O - N kg/N,7,6
AFG,Afghanistan,Burned for fuel,cows,milk,mixed,20,0.007,kg N2O - N kg/N,NA,6
AFG,Afghanistan,Burned for fuel,goats,meat,mixed,0,0.007,kg N2O - N kg/N,NA,6
AFG,Afghanistan,Daily spread,buffaloes,milk,grassland,0,0.0125,kg N2O - N kg/N,7,6
AFG,Afghanistan,Liquid/Slurry,goats,milk,mixed,0,0,kg N2O - N kg/N,40,18
AFG,Afghanistan,Daily spread,goats,meat,mixed,50,0.0125,kg N2O - N kg/N,7,6
AFG,Afghanistan,Pasture/Range/Paddock,sheep,milk,grassland,100,0.01,kg N2O - N kg/N,0,6
AFG,Afghanistan,Daily spread,cows,meat,feedlot,0,0.0125,kg N2O - N kg/N,NA,6
AFG,Afghanistan,Composting intensive windrow,buffaloes,meat,grassland,0,0.1,kg N2O - N kg/N,NA,6
AFG,Afghanistan,Dry lot,cows,milk,mixed,0,0.02,kg N2O - N kg/N,20,6
AFG,Afghanistan,Liquid/Slurry,goats,milk,grassland,0,0,kg N2O - N kg/N,40,18
AFG,Afghanistan,Anaerobic digester,goats,meat,grassland,0,0,kg N2O - N kg/N,NA,18
AFG,Afghanistan,Solid storage,sheep,meat,mixed,50,0.005,kg N2O - N kg/N,12,6
AFG,Afghanistan,Composting intensive windrow,cows,meat,mixed,0,0.1,kg N2O - N kg/N,NA,6
AFG,Afghanistan,Dry lot,goats,meat,mixed,0,0.02,kg N2O - N kg/N,30,6
AFG,Afghanistan,Uncovered anaerobic lagoon,chickens,meat,industrial,0,0,kg N2O - N kg/N,40,18
AFG,Afghanistan,Dry lot,chickens,meat,industrial,0,0.02,kg N2O - N kg/N,30,6
AFG,Afghanistan,Composting intensive windrow,cows,milk,grassland,0,0.1,kg N2O - N kg/N,NA,6
AFG,Afghanistan,Uncovered anaerobic lagoon,goats,milk,grassland,0,0,kg N2O - N kg/N,35,18
AFG,Afghanistan,Pit storage (> 1 month),chickens,eggs,industrial,0,0.001,kg N2O - N kg/N,55,6
AFG,Afghanistan,Pasture/Range/Paddock,buffaloes,meat,mixed,0,0.02,kg N2O - N kg/N,0,6
AFG,Afghanistan,Dry lot,cows,meat,mixed,0,0.02,kg N2O - N kg/N,30,6
AFG,Afghanistan,Liquid/Slurry,goats,meat,grassland,0,0,kg N2O - N kg/N,40,18
AFG,Afghanistan,Daily spread,sheep,milk,mixed,50,0.0125,kg N2O - N kg/N,7,6
AFG,Afghanistan,Liquid/Slurry,cows,meat,mixed,0,0,kg N2O - N kg/N,40,18
AFG,Afghanistan,Solid storage,sheep,milk,mixed,50,0.005,kg N2O - N kg/N,12,6
AFG,Afghanistan,Uncovered anaerobic lagoon,buffaloes,milk,grassland,0,0,kg N2O - N kg/N,35,18
AFG,Afghanistan,Uncovered anaerobic lagoon,cows,meat,mixed,0,0,kg N2O - N kg/N,35,18
AFG,Afghanistan,Burned for fuel,sheep,milk,grassland,0,0.007,kg N2O - N kg/N,NA,6
AFG,Afghanistan,Liquid/Slurry,pigs,meat,industrial,30,0,kg N2O - N kg/N,48,18
AFG,Afghanistan,Solid storage,cows,meat,grassland,0,0.005,kg N2O - N kg/N,45,6
AFG,Afghanistan,Dry lot,sheep,meat,grassland,0,0.02,kg N2O - N kg/N,30,6
AFG,Afghanistan,Anaerobic digester,pigs,meat,intermediate,7,0,kg N2O - N kg/N,0,18
AFG,Afghanistan,Composting intensive windrow,sheep,meat,mixed,0,0.1,kg N2O - N kg/N,NA,6
AFG,Afghanistan,Poultry manure with litter,chickens,eggs&meat,backyard,0,0.001,kg N2O - N kg/N,40,6
AFG,Afghanistan,Liquid/Slurry,chickens,eggs,industrial,0,0,kg N2O - N kg/N,48,18
AFG,Afghanistan,Anaerobic digester,goats,milk,grassland,0,0,kg N2O - N kg/N,NA,18
AFG,Afghanistan,Pasture/Range/Paddock,chickens,eggs&meat,backyard,50,0.02,kg N2O - N kg/N,20,6
AFG,Afghanistan,Dry lot,sheep,meat,mixed,0,0.02,kg N2O - N kg/N,30,6
AFG,Afghanistan,Anaerobic digester,buffaloes,milk,grassland,0,0,kg N2O - N kg/N,NA,18
AFG,Afghanistan,Burned for fuel,sheep,meat,mixed,0,0.007,kg N2O - N kg/N,NA,6
AFG,Afghanistan,Daily spread,chickens,eggs&meat,backyard,50,0.0125,kg N2O - N kg/N,7,6
AFG,Afghanistan,Uncovered anaerobic lagoon,sheep,milk,grassland,0,0,kg N2O - N kg/N,35,18
AFG,Afghanistan,Uncovered anaerobic lagoon,pigs,meat,backyard,5,0,kg N2O - N kg/N,40,18
AFG,Afghanistan,Uncovered anaerobic lagoon,sheep,milk,mixed,0,0,kg N2O - N kg/N,35,18
AFG,Afghanistan,Uncovered anaerobic lagoon,sheep,meat,grassland,0,0,kg N2O - N kg/N,35,18
AFG,Afghanistan,Solid storage,pigs,meat,industrial,0,0.005,kg N2O - N kg/N,45,6
AFG,Afghanistan,Anaerobic digester,sheep,milk,mixed,0,0,kg N2O - N kg/N,NA,18
AFG,Afghanistan,Anaerobic digester,sheep,milk,grassland,0,0,kg N2O - N kg/N,NA,18
AFG,Afghanistan,Dry lot,pigs,meat,industrial,53,0.02,kg N2O - N kg/N,30,6
AFG,Afghanistan,Burned for fuel,cows,milk,grassland,0,0.007,kg N2O - N kg/N,NA,6
AFG,Afghanistan,Pit storage (> 1 month),pigs,meat,backyard,5,0.002,kg N2O - N kg/N,25,6
AFG,Afghanistan,Liquid/Slurry,cows,meat,grassland,0,0,kg N2O - N kg/N,40,18
AFG,Afghanistan,Burned for fuel,buffaloes,meat,mixed,20,0.007,kg N2O - N kg/N,NA,6
AFG,Afghanistan,Composting intensive windrow,sheep,milk,grassland,0,0.1,kg N2O - N kg/N,NA,6
AFG,Afghanistan,Dry lot,cows,meat,feedlot,100,0.02,kg N2O - N kg/N,30,6
AFG,Afghanistan,Solid storage,cows,meat,feedlot,0,0.005,kg N2O - N kg/N,45,6
AFG,Afghanistan,Dry lot,buffaloes,milk,mixed,0,0.02,kg N2O - N kg/N,30,6
AFG,Afghanistan,Dry lot,pigs,meat,backyard,15,0.02,kg N2O - N kg/N,30,6
AFG,Afghanistan,Anaerobic digester,goats,milk,mixed,0,0,kg N2O - N kg/N,NA,18
AFG,Afghanistan,Anaerobic digester,pigs,meat,backyard,5,0,kg N2O - N kg/N,0,18
AFG,Afghanistan,Pasture/Range/Paddock,goats,meat,grassland,100,0.01,kg N2O - N kg/N,0,6
AFG,Afghanistan,Burned for fuel,buffaloes,milk,grassland,0,0.007,kg N2O - N kg/N,NA,6
AFG,Afghanistan,Dry lot,sheep,milk,grassland,0,0.02,kg N2O - N kg/N,30,6
AFG,Afghanistan,Liquid/Slurry,sheep,meat,grassland,0,0,kg N2O - N kg/N,40,18
AFG,Afghanistan,Daily spread,pigs,meat,industrial,0,0.0125,kg N2O - N kg/N,7,6
AFG,Afghanistan,Uncovered anaerobic lagoon,cows,milk,mixed,0,0,kg N2O - N kg/N,35,18
AFG,Afghanistan,Daily spread,goats,meat,grassland,0,0.0125,kg N2O - N kg/N,7,6
AFG,Afghanistan,Uncovered anaerobic lagoon,cows,meat,feedlot,0,0,kg N2O - N kg/N,35,18
AFG,Afghanistan,Daily spread,pigs,meat,intermediate,0,0.0125,kg N2O - N kg/N,7,6
AFG,Afghanistan,Solid storage,sheep,meat,grassland,0,0.005,kg N2O - N kg/N,12,6
AFG,Afghanistan,Uncovered anaerobic lagoon,cows,milk,grassland,0,0,kg N2O - N kg/N,35,18
AFG,Afghanistan,Uncovered anaerobic lagoon,buffaloes,milk,mixed,0,0,kg N2O - N kg/N,35,18
AFG,Afghanistan,Burned for fuel,buffaloes,milk,mixed,20,0.007,kg N2O - N kg/N,NA,6
AFG,Afghanistan,Anaerobic digester,buffaloes,meat,grassland,0,0,kg N2O - N kg/N,NA,18
AFG,Afghanistan,Anaerobic digester,pigs,meat,industrial,7,0,kg N2O - N kg/N,0,18
AFG,Afghanistan,Burned for fuel,cows,meat,grassland,0,0.007,kg N2O - N kg/N,NA,6
AFG,Afghanistan,Burned for fuel,goats,meat,grassland,0,0.007,kg N2O - N kg/N,NA,6
AFG,Afghanistan,Dry lot,buffaloes,milk,grassland,0,0.02,kg N2O - N kg/N,30,6
AFG,Afghanistan,Solid storage,buffaloes,milk,grassland,0,0.005,kg N2O - N kg/N,45,6
AFG,Afghanistan,Anaerobic digester,buffaloes,milk,mixed,0,0,kg N2O - N kg/N,NA,18
AFG,Afghanistan,Dry lot,goats,milk,mixed,0,0.02,kg N2O - N kg/N,30,6
AFG,Afghanistan,Daily spread,goats,milk,grassland,0,0.0125,kg N2O - N kg/N,7,6
AFG,Afghanistan,Pit storage (> 1 month),chickens,meat,industrial,0,0.001,kg N2O - N kg/N,55,6
AFG,Afghanistan,Anaerobic digester,buffaloes,meat,mixed,0,0,kg N2O - N kg/N,NA,18
AFG,Afghanistan,Dry lot,pigs,meat,intermediate,53,0.02,kg N2O - N kg/N,30,6
AFG,Afghanistan,Solid storage,buffaloes,meat,grassland,0,0.005,kg N2O - N kg/N,45,6
AFG,Afghanistan,Dry lot,buffaloes,meat,grassland,0,0.02,kg N2O - N kg/N,30,6
AFG,Afghanistan,Daily spread,buffaloes,meat,grassland,0,0.0125,kg N2O - N kg/N,7,6
AFG,Afghanistan,Burned for fuel,buffaloes,meat,grassland,0,0.007,kg N2O - N kg/N,NA,6
AFG,Afghanistan,Pit storage (> 1 month),pigs,meat,industrial,0,0.002,kg N2O - N kg/N,25,6
AFG,Afghanistan,Daily spread,cows,meat,grassland,0,0.0125,kg N2O - N kg/N,7,6
ALB,Albania,Uncovered anaerobic lagoon,goats,meat,grassland,0,0,kg N2O - N kg/N,35,2
ALB,Albania,Daily spread,chickens,eggs,industrial,0,0.0125,kg N2O - N kg/N,7,4
ALB,Albania,Uncovered anaerobic lagoon,buffaloes,milk,grassland,0,0,kg N2O - N kg/N,35,2
ALB,Albania,Uncovered anaerobic lagoon,pigs,meat,industrial,11.7,0,kg N2O - N kg/N,40,2
ALB,Albania,Anaerobic digester,buffaloes,milk,grassland,0,0,kg N2O - N kg/N,NA,2
ALB,Albania,Composting intensive windrow,goats,milk,mixed,0,0.1,kg N2O - N kg/N,NA,4
ALB,Albania,Dry lot,buffaloes,meat,mixed,0,0.02,kg N2O - N kg/N,30,4
ALB,Albania,Anaerobic digester,pigs,meat,industrial,0,0,kg N2O - N kg/N,0,2
ALB,Albania,Uncovered anaerobic lagoon,sheep,meat,grassland,0,0,kg N2O - N kg/N,35,2
ALB,Albania,Pasture/Range/Paddock,pigs,meat,intermediate,0,0.02,kg N2O - N kg/N,20,4
ALB,Albania,Solid storage,goats,meat,grassland,0,0.005,kg N2O - N kg/N,12,4
ALB,Albania,Composting intensive windrow,buffaloes,meat,grassland,0,0.1,kg N2O - N kg/N,NA,4
ALB,Albania,Anaerobic digester,cows,milk,grassland,0,0,kg N2O - N kg/N,NA,2
ALB,Albania,Dry lot,chickens,eggs,industrial,50,0.02,kg N2O - N kg/N,30,4
ALB,Albania,Dry lot,pigs,meat,industrial,0,0.02,kg N2O - N kg/N,30,4
ALB,Albania,Solid storage,sheep,meat,grassland,0,0.005,kg N2O - N kg/N,12,4
ALB,Albania,Pasture/Range/Paddock,chickens,eggs&meat,backyard,50,0.02,kg N2O - N kg/N,20,4
ALB,Albania,Uncovered anaerobic lagoon,pigs,meat,intermediate,11.7,0,kg N2O - N kg/N,40,2
ALB,Albania,Liquid/Slurry,buffaloes,milk,mixed,19,0,kg N2O - N kg/N,40,2
ALB,Albania,Pasture/Range/Paddock,goats,meat,mixed,0,0.01,kg N2O - N kg/N,0,4
ALB,Albania,Dry lot,goats,milk,mixed,0,0.02,kg N2O - N kg/N,30,4
ALB,Albania,Composting intensive windrow,goats,meat,grassland,0,0.1,kg N2O - N kg/N,NA,4
ALB,Albania,Liquid/Slurry,sheep,meat,grassland,0,0,kg N2O - N kg/N,40,2
ALB,Albania,Burned for fuel,goats,milk,mixed,0,0.007,kg N2O - N kg/N,NA,4
ALB,Albania,Pasture/Range/Paddock,chickens,meat,industrial,0,0.02,kg N2O - N kg/N,20,4
ALB,Albania,Liquid/Slurry,buffaloes,milk,grassland,0,0,kg N2O - N kg/N,40,2
ALB,Albania,Poultry manure with litter,chickens,eggs,industrial,8,0.001,kg N2O - N kg/N,40,4
ALB,Albania,Pasture/Range/Paddock,goats,milk,mixed,0,0.01,kg N2O - N kg/N,0,4
ALB,Albania,Liquid/Slurry,chickens,eggs&meat,backyard,0,0,kg N2O - N kg/N,48,2
ALB,Albania,Solid storage,goats,milk,grassland,0,0.005,kg N2O - N kg/N,12,4
ALB,Albania,Poultry manure with litter,chickens,eggs&meat,backyard,0,0.001,kg N2O - N kg/N,40,4
ALB,Albania,Burned for fuel,buffaloes,meat,mixed,0,0.007,kg N2O - N kg/N,NA,4
ALB,Albania,Anaerobic digester,cows,meat,grassland,0,0,kg N2O - N kg/N,NA,2
ALB,Albania,Burned for fuel,buffaloes,milk,grassland,0,0.007,kg N2O - N kg/N,NA,4
ALB,Albania,Liquid/Slurry,goats,meat,mixed,0,0,kg N2O - N kg/N,40,2
ALB,Albania,Composting intensive windrow,sheep,milk,grassland,0,0.1,kg N2O - N kg/N,NA,4
ALB,Albania,Dry lot,buffaloes,meat,grassland,0,0.02,kg N2O - N kg/N,30,4
ALB,Albania,Uncovered anaerobic lagoon,sheep,meat,mixed,0,0,kg N2O - N kg/N,35,2
ALB,Albania,Dry lot,cows,milk,grassland,0,0.02,kg N2O - N kg/N,20,4
ALB,Albania,Solid storage,cows,meat,mixed,49,0.005,kg N2O - N kg/N,45,4
ALB,Albania,Burned for fuel,sheep,meat,grassland,0,0.007,kg N2O - N kg/N,NA,4
ALB,Albania,Daily spread,cows,meat,feedlot,0,0.0125,kg N2O - N kg/N,NA,4
ALB,Albania,Anaerobic digester,cows,milk,mixed,0,0,kg N2O - N kg/N,NA,2
ALB,Albania,Daily spread,cows,milk,mixed,14,0.0125,kg N2O - N kg/N,7,4
ALB,Albania,Liquid/Slurry,cows,meat,grassland,0,0,kg N2O - N kg/N,40,2
ALB,Albania,Liquid/Slurry,cows,meat,feedlot,4,0,kg N2O - N kg/N,40,2
ALB,Albania,Burned for fuel,sheep,milk,mixed,0,0.007,kg N2O - N kg/N,NA,4
ALB,Albania,Pit storage (< 1 month),pigs,meat,intermediate,2.8,0.002,kg N2O - N kg/N,25,4
ALB,Albania,Liquid/Slurry,goats,meat,grassland,0,0,kg N2O - N kg/N,40,2
ALB,Albania,Daily spread,buffaloes,milk,mixed,14,0.0125,kg N2O - N kg/N,7,4
ALB,Albania,Dry lot,cows,meat,feedlot,96,0.02,kg N2O - N kg/N,30,4
ALB,Albania,Pit storage (< 1 month),pigs,meat,industrial,2.8,0.002,kg N2O - N kg/N,25,4
ALB,Albania,Daily spread,goats,milk,mixed,72,0.0125,kg N2O - N kg/N,7,4
ALB,Albania,Composting intensive windrow,buffaloes,milk,mixed,0,0.1,kg N2O - N kg/N,NA,4
ALB,Albania,Burned for fuel,cows,milk,mixed,0,0.007,kg N2O - N kg/N,NA,4
ALB,Albania,Pasture/Range/Paddock,chickens,eggs,industrial,0,0.02,kg N2O - N kg/N,20,4
ALB,Albania,Liquid/Slurry,sheep,milk,mixed,0,0,kg N2O - N kg/N,40,2
ALB,Albania,Pasture/Range/Paddock,buffaloes,meat,mixed,0,0.02,kg N2O - N kg/N,0,4
ALB,Albania,Liquid/Slurry,goats,milk,grassland,0,0,kg N2O - N kg/N,40,2
