iso3c,species,product,kg_co2eq_head
GBR,buffaloes,milk,120.49125000000001
ALB,buffaloes,milk,115.98250000000002
AND,buffaloes,milk,120.49125000000001
BIH,buffaloes,milk,120.49125000000001
HRV,buffaloes,milk,120.49125000000001
GIB,buffaloes,milk,120.49125000000001
GRC,buffaloes,milk,125
VAT,buffaloes,milk,120.49125000000001
ITA,buffaloes,milk,125
MLT,buffaloes,milk,120.49125000000001
MNE,buffaloes,milk,120.49125000000001
MKD,buffaloes,milk,100
PRT,buffaloes,milk,120.49125000000001
SMR,buffaloes,milk,120.49125000000001
XKO,buffaloes,milk,120.49125000000001
SRB,buffaloes,milk,120.49125000000001
SVN,buffaloes,milk,120.49125000000001
ESP,buffaloes,milk,120.49125000000001
AUT,buffaloes,milk,100
BEL,buffaloes,milk,100
FRA,buffaloes,milk,100
DEU,buffaloes,milk,100
LIE,buffaloes,milk,100
LUX,buffaloes,milk,100
MCO,buffaloes,milk,100
NLD,buffaloes,milk,100
CHE,buffaloes,milk,100
AUS,buffaloes,milk,50
CXR,buffaloes,milk,50
CCK,buffaloes,milk,50
HMD,buffaloes,milk,50
NZL,buffaloes,milk,50
NFK,buffaloes,milk,50
FJI,buffaloes,milk,50
NCL,buffaloes,milk,50
PNG,buffaloes,milk,50
SLB,buffaloes,milk,50
VUT,buffaloes,milk,50
GUM,buffaloes,milk,50
KIR,buffaloes,milk,50
MHL,buffaloes,milk,50
FSM,buffaloes,milk,50
NRU,buffaloes,milk,50
MNP,buffaloes,milk,50
PLW,buffaloes,milk,50
UMI,buffaloes,milk,50
ASM,buffaloes,milk,50
COK,buffaloes,milk,50
PYF,buffaloes,milk,50
NIU,buffaloes,milk,50
PCN,buffaloes,milk,50
WSM,buffaloes,milk,50
TKL,buffaloes,milk,50
TON,buffaloes,milk,50
TUV,buffaloes,milk,50
WLF,buffaloes,milk,50
XMI,buffaloes,milk,25
TWN,buffaloes,milk,50
DZA,buffaloes,meat,25
EGY,buffaloes,meat,25
LBY,buffaloes,meat,25
MAR,buffaloes,meat,25
SDN,buffaloes,meat,25
TUN,buffaloes,meat,25
ESH,buffaloes,meat,25
IOT,buffaloes,meat,25
BDI,buffaloes,meat,25
COM,buffaloes,meat,25
DJI,buffaloes,meat,25
ERI,buffaloes,meat,25
ETH,buffaloes,meat,25
ATF,buffaloes,meat,25
KEN,buffaloes,meat,25
MDG,buffaloes,meat,25
MWI,buffaloes,meat,25
MUS,buffaloes,meat,25
MYT,buffaloes,meat,25
MOZ,buffaloes,meat,25
REU,buffaloes,meat,25
RWA,buffaloes,meat,25
SYC,buffaloes,meat,25
SOM,buffaloes,meat,25
SSD,buffaloes,meat,25
UGA,buffaloes,meat,25
TZA,buffaloes,meat,25
ZMB,buffaloes,meat,25
ZWE,buffaloes,meat,25
AGO,buffaloes,meat,25
CMR,buffaloes,meat,25
CAF,buffaloes,meat,25
TCD,buffaloes,meat,25
COG,buffaloes,meat,25
COD,buffaloes,meat,25
GNQ,buffaloes,meat,25
GAB,buffaloes,meat,25
STP,buffaloes,meat,25
BWA,buffaloes,meat,25
SWZ,buffaloes,meat,25
LSO,buffaloes,meat,25
NAM,buffaloes,meat,25
ZAF,buffaloes,meat,25
BEN,buffaloes,meat,25
BFA,buffaloes,meat,25
CPV,buffaloes,meat,25
CIV,buffaloes,meat,25
GMB,buffaloes,meat,25
GHA,buffaloes,meat,25
GIN,buffaloes,meat,25
GNB,buffaloes,meat,25
LBR,buffaloes,meat,25
MLI,buffaloes,meat,25
MRT,buffaloes,meat,25
NER,buffaloes,meat,25
NGA,buffaloes,meat,25
SHN,buffaloes,meat,25
SEN,buffaloes,meat,25
SLE,buffaloes,meat,25
TGO,buffaloes,meat,25
AIA,buffaloes,meat,50
ATG,buffaloes,meat,50
ABW,buffaloes,meat,50
BHS,buffaloes,meat,50
BRB,buffaloes,meat,50
BES,buffaloes,meat,50
VGB,buffaloes,meat,50
CYM,buffaloes,meat,50
CUB,buffaloes,meat,50
CUW,buffaloes,meat,50
DMA,buffaloes,meat,50
DOM,buffaloes,meat,50
GRD,buffaloes,meat,50
GLP,buffaloes,meat,50
HTI,buffaloes,meat,50
JAM,buffaloes,meat,50
MTQ,buffaloes,meat,50
MSR,buffaloes,meat,50
PRI,buffaloes,meat,50
BLM,buffaloes,meat,50
KNA,buffaloes,meat,50
LCA,buffaloes,meat,50
MAF,buffaloes,meat,50
VCT,buffaloes,meat,50
SXM,buffaloes,meat,50
TTO,buffaloes,meat,50
TCA,buffaloes,meat,50
VIR,buffaloes,meat,50
BLZ,buffaloes,meat,50
CRI,buffaloes,meat,50
SLV,buffaloes,meat,50
GTM,buffaloes,meat,50
HND,buffaloes,meat,50
MEX,buffaloes,meat,50
NIC,buffaloes,meat,50
PAN,buffaloes,meat,50
ARG,buffaloes,meat,37.5
BOL,buffaloes,meat,37.5
BVT,buffaloes,meat,37.5
BRA,buffaloes,meat,25
CHL,buffaloes,meat,37.5
COL,buffaloes,meat,37.5
ECU,buffaloes,meat,37.5
FLK,buffaloes,meat,37.5
GUF,buffaloes,meat,37.5
GUY,buffaloes,meat,37.5
PRY,buffaloes,meat,37.5
PER,buffaloes,meat,37.5
SGS,buffaloes,meat,37.5
SUR,buffaloes,meat,50
URY,buffaloes,meat,37.5
VEN,buffaloes,meat,37.5
BMU,buffaloes,meat,50
CAN,buffaloes,meat,50
GRL,buffaloes,meat,50
SPM,buffaloes,meat,50
USA,buffaloes,meat,50
ATA,buffaloes,meat,50
KAZ,buffaloes,meat,25
KGZ,buffaloes,meat,25
TJK,buffaloes,meat,25
TKM,buffaloes,meat,25
UZB,buffaloes,meat,25
CHN,buffaloes,meat,25
HKG,buffaloes,meat,50
MAC,buffaloes,meat,50
PRK,buffaloes,meat,50
JPN,buffaloes,meat,50
MNG,buffaloes,meat,50
KOR,buffaloes,meat,50
BRN,buffaloes,meat,50
KHM,buffaloes,meat,50
IDN,buffaloes,meat,50
LAO,buffaloes,meat,50
MYS,buffaloes,meat,50
MMR,buffaloes,meat,50
PHL,buffaloes,meat,50
SGP,buffaloes,meat,50
THA,buffaloes,meat,50
TLS,buffaloes,meat,50
VNM,buffaloes,meat,50
AFG,buffaloes,meat,125
BGD,buffaloes,meat,125
BTN,buffaloes,meat,100
IND,buffaloes,meat,125
IRN,buffaloes,meat,125
MDV,buffaloes,meat,125
NPL,buffaloes,meat,100
PAK,buffaloes,meat,125
LKA,buffaloes,meat,125
ARM,buffaloes,meat,100
AZE,buffaloes,meat,100
BHR,buffaloes,meat,100
CYP,buffaloes,meat,100
GEO,buffaloes,meat,100
IRQ,buffaloes,meat,125
ISR,buffaloes,meat,100
JOR,buffaloes,meat,125
KWT,buffaloes,meat,100
LBN,buffaloes,meat,100
OMN,buffaloes,meat,100
QAT,buffaloes,meat,100
SAU,buffaloes,meat,100
PSE,buffaloes,meat,100
SYR,buffaloes,meat,125
TUR,buffaloes,meat,100
ARE,buffaloes,meat,100
YEM,buffaloes,meat,100
BLR,buffaloes,meat,125
BGR,buffaloes,meat,125
CZE,buffaloes,meat,125
HUN,buffaloes,meat,125
POL,buffaloes,meat,125
MDA,buffaloes,meat,125
ROU,buffaloes,meat,125
RUS,buffaloes,meat,125
SVK,buffaloes,meat,125
UKR,buffaloes,meat,125
ALA,buffaloes,meat,120.49125000000001
GGY,buffaloes,meat,120.49125000000001
JEY,buffaloes,meat,120.49125000000001
NA,buffaloes,meat,120.49125000000001
DNK,buffaloes,meat,120.49125000000001
EST,buffaloes,meat,120.49125000000001
FRO,buffaloes,meat,120.49125000000001
FIN,buffaloes,meat,120.49125000000001
ISL,buffaloes,meat,120.49125000000001
IRL,buffaloes,meat,120.49125000000001
IMN,buffaloes,meat,120.49125000000001
LVA,buffaloes,meat,120.49125000000001
LTU,buffaloes,meat,120.49125000000001
NOR,buffaloes,meat,120.49125000000001
SJM,buffaloes,meat,120.49125000000001
SWE,buffaloes,meat,120.49125000000001
GBR,buffaloes,meat,120.49125000000001
ALB,buffaloes,meat,115.98250000000002
AND,buffaloes,meat,120.49125000000001
BIH,buffaloes,meat,120.49125000000001
HRV,buffaloes,meat,120.49125000000001
GIB,buffaloes,meat,120.49125000000001
GRC,buffaloes,meat,125
VAT,buffaloes,meat,120.49125000000001
ITA,buffaloes,meat,125
MLT,buffaloes,meat,120.49125000000001
MNE,buffaloes,meat,120.49125000000001
MKD,buffaloes,meat,100
PRT,buffaloes,meat,120.49125000000001
SMR,buffaloes,meat,120.49125000000001
XKO,buffaloes,meat,120.49125000000001
SRB,buffaloes,meat,120.49125000000001
SVN,buffaloes,meat,120.49125000000001
ESP,buffaloes,meat,120.49125000000001
AUT,buffaloes,meat,100
BEL,buffaloes,meat,100
FRA,buffaloes,meat,100
DEU,buffaloes,meat,100
LIE,buffaloes,meat,100
LUX,buffaloes,meat,100
MCO,buffaloes,meat,100
NLD,buffaloes,meat,100
CHE,buffaloes,meat,100
AUS,buffaloes,meat,50
CXR,buffaloes,meat,50
CCK,buffaloes,meat,50
HMD,buffaloes,meat,50
NZL,buffaloes,meat,50
NFK,buffaloes,meat,50
FJI,buffaloes,meat,50
NCL,buffaloes,meat,50
PNG,buffaloes,meat,50
SLB,buffaloes,meat,50
VUT,buffaloes,meat,50
GUM,buffaloes,meat,50
KIR,buffaloes,meat,50
MHL,buffaloes,meat,50
FSM,buffaloes,meat,50
NRU,buffaloes,meat,50
MNP,buffaloes,meat,50
PLW,buffaloes,meat,50
UMI,buffaloes,meat,50
ASM,buffaloes,meat,50
COK,buffaloes,meat,50
PYF,buffaloes,meat,50
NIU,buffaloes,meat,50
PCN,buffaloes,meat,50
WSM,buffaloes,meat,50
TKL,buffaloes,meat,50
TON,buffaloes,meat,50
TUV,buffaloes,meat,50
WLF,buffaloes,meat,50
XMI,buffaloes,meat,25
TWN,buffaloes,meat,50
DZA,chickens,meat,0.5
EGY,chickens,meat,0.5
LBY,chickens,meat,0.5
MAR,chickens,meat,0.5
SDN,chickens,meat,0.5
TUN,chickens,meat,0.5
ESH,chickens,meat,0.5
IOT,chickens,meat,0.5
BDI,chickens,meat,0.5
COM,chickens,meat,0.5
DJI,chickens,meat,0.5
ERI,chickens,meat,0.5
ETH,chickens,meat,0.5
ATF,chickens,meat,0.5
KEN,chickens,meat,0.5
MDG,chickens,meat,0.5
MWI,chickens,meat,0.5
MUS,chickens,meat,0.5
MYT,chickens,meat,0.5
MOZ,chickens,meat,0.5
REU,chickens,meat,0.5
RWA,chickens,meat,0.5
SYC,chickens,meat,0.5
SOM,chickens,meat,0.5
SSD,chickens,meat,0.5
UGA,chickens,meat,0.5
TZA,chickens,meat,0.5
ZMB,chickens,meat,0.5
ZWE,chickens,meat,0.5
AGO,chickens,meat,0.5
CMR,chickens,meat,0.5
CAF,chickens,meat,0.5
TCD,chickens,meat,0.5
COG,chickens,meat,0.5
COD,chickens,meat,0.5
GNQ,chickens,meat,0.5
GAB,chickens,meat,0.5
STP,chickens,meat,0.5
BWA,chickens,meat,0.5
SWZ,chickens,meat,0.5
LSO,chickens,meat,0.25
NAM,chickens,meat,0.5
ZAF,chickens,meat,0.5
BEN,chickens,meat,0.5
BFA,chickens,meat,0.5
CPV,chickens,meat,0.5
CIV,chickens,meat,0.5
GMB,chickens,meat,0.5
GHA,chickens,meat,0.5
GIN,chickens,meat,0.5
GNB,chickens,meat,0.5
LBR,chickens,meat,0.5
MLI,chickens,meat,0.5
MRT,chickens,meat,0.5
NER,chickens,meat,0.5
NGA,chickens,meat,0.5
SHN,chickens,meat,0.5
SEN,chickens,meat,0.5
SLE,chickens,meat,0.5
TGO,chickens,meat,0.5
AIA,chickens,meat,0.5
ATG,chickens,meat,0.5
ABW,chickens,meat,0.5
BHS,chickens,meat,0.5
BRB,chickens,meat,0.5
BES,chickens,meat,0.5
VGB,chickens,meat,0.5
CYM,chickens,meat,0.5
CUB,chickens,meat,0.5
CUW,chickens,meat,0.5
DMA,chickens,meat,0.5
DOM,chickens,meat,0.5
GRD,chickens,meat,0.5
GLP,chickens,meat,0.5
HTI,chickens,meat,0.5
JAM,chickens,meat,0.5
MTQ,chickens,meat,0.5
MSR,chickens,meat,0.5
PRI,chickens,meat,0.5
BLM,chickens,meat,0.5
KNA,chickens,meat,0.5
LCA,chickens,meat,0.5
MAF,chickens,meat,0.5
VCT,chickens,meat,0.5
SXM,chickens,meat,0.5
TTO,chickens,meat,0.5
TCA,chickens,meat,0.5
VIR,chickens,meat,0.5
BLZ,chickens,meat,0.5
CRI,chickens,meat,0.5
SLV,chickens,meat,0.5
GTM,chickens,meat,0.5
HND,chickens,meat,0.5
MEX,chickens,meat,0.5
NIC,chickens,meat,0.5
PAN,chickens,meat,0.5
ARG,chickens,meat,0.44999999999999996
BOL,chickens,meat,0.5
BVT,chickens,meat,0.5
BRA,chickens,meat,0.5
CHL,chickens,meat,0.25
COL,chickens,meat,0.5
ECU,chickens,meat,0.5
FLK,chickens,meat,0.25
GUF,chickens,meat,0.5
GUY,chickens,meat,0.5
PRY,chickens,meat,0.5
PER,chickens,meat,0.5
SGS,chickens,meat,0.5
SUR,chickens,meat,0.5
URY,chickens,meat,0.5
VEN,chickens,meat,0.5
BMU,chickens,meat,0.5
CAN,chickens,meat,0.5
GRL,chickens,meat,0.5
SPM,chickens,meat,0.5
USA,chickens,meat,0.5
ATA,chickens,meat,0.5
KAZ,chickens,meat,0.25
KGZ,chickens,meat,0.25
TJK,chickens,meat,0.25
TKM,chickens,meat,0.2525
UZB,chickens,meat,0.25
CHN,chickens,meat,0.25
HKG,chickens,meat,0.5
MAC,chickens,meat,0.5
PRK,chickens,meat,0.25
JPN,chickens,meat,0.5
MNG,chickens,meat,0.25
KOR,chickens,meat,0.25
BRN,chickens,meat,0.5
KHM,chickens,meat,0.5
IDN,chickens,meat,0.5
LAO,chickens,meat,0.5
MYS,chickens,meat,0.5
MMR,chickens,meat,0.5
PHL,chickens,meat,0.5
SGP,chickens,meat,0.5
THA,chickens,meat,0.5
TLS,chickens,meat,0.5
VNM,chickens,meat,0.5
AFG,chickens,meat,0.25
BGD,chickens,meat,0.5
BTN,chickens,meat,0.25
IND,chickens,meat,0.5
IRN,chickens,meat,0.5
MDV,chickens,meat,0.5
NPL,chickens,meat,0.25
PAK,chickens,meat,0.5
LKA,chickens,meat,0.5
ARM,chickens,meat,0.25
AZE,chickens,meat,0.25
BHR,chickens,meat,0.5
CYP,chickens,meat,0.5
GEO,chickens,meat,0.25
IRQ,chickens,meat,0.5
ISR,chickens,meat,0.5
JOR,chickens,meat,0.5
KWT,chickens,meat,0.5
LBN,chickens,meat,0.325
OMN,chickens,meat,0.5
QAT,chickens,meat,0.5
SAU,chickens,meat,0.5
PSE,chickens,meat,0.5
SYR,chickens,meat,0.5
TUR,chickens,meat,0.25
ARE,chickens,meat,0.5
YEM,chickens,meat,0.5
BLR,chickens,meat,0.5
BGR,chickens,meat,0.5
CZE,chickens,meat,0.5
HUN,chickens,meat,0.5
POL,chickens,meat,0.5
MDA,chickens,meat,0.5
ROU,chickens,meat,0.5
RUS,chickens,meat,0.5
SVK,chickens,meat,0.5
UKR,chickens,meat,0.5
ALA,chickens,meat,0.5
GGY,chickens,meat,0.5
JEY,chickens,meat,0.5
NA,chickens,meat,0.5
DNK,chickens,meat,0.5
EST,chickens,meat,0.5
FRO,chickens,meat,0.5
FIN,chickens,meat,0.5
ISL,chickens,meat,0.5
IRL,chickens,meat,0.5
IMN,chickens,meat,0.5
LVA,chickens,meat,0.5
LTU,chickens,meat,0.5
NOR,chickens,meat,0.5
SJM,chickens,meat,0.5
SWE,chickens,meat,0.5
GBR,chickens,meat,0.5
ALB,chickens,meat,0.5
AND,chickens,meat,0.5
BIH,chickens,meat,0.5
HRV,chickens,meat,0.5
GIB,chickens,meat,0.5
GRC,chickens,meat,0.5
VAT,chickens,meat,0.5
ITA,chickens,meat,0.5
MLT,chickens,meat,0.5
MNE,chickens,meat,0.5
MKD,chickens,meat,0.5
PRT,chickens,meat,0.5
SMR,chickens,meat,0.5
XKO,chickens,meat,0.5
SRB,chickens,meat,0.5
SVN,chickens,meat,0.5
ESP,chickens,meat,0.5
AUT,chickens,meat,0.5
BEL,chickens,meat,0.5
FRA,chickens,meat,0.5
DEU,chickens,meat,0.5
LIE,chickens,meat,0.5
LUX,chickens,meat,0.5
MCO,chickens,meat,0.5
NLD,chickens,meat,0.5
CHE,chickens,meat,0.5
AUS,chickens,meat,0.5
CXR,chickens,meat,0.5
CCK,chickens,meat,0.5
HMD,chickens,meat,0.5
NZL,chickens,meat,0.5
NFK,chickens,meat,0.5
FJI,chickens,meat,0.5
NCL,chickens,meat,0.5
PNG,chickens,meat,0.5
SLB,chickens,meat,0.5
VUT,chickens,meat,0.5
GUM,chickens,meat,0.5
KIR,chickens,meat,0.5
MHL,chickens,meat,0.5
FSM,chickens,meat,0.5
NRU,chickens,meat,0.5
MNP,chickens,meat,0.5
PLW,chickens,meat,0.5
UMI,chickens,meat,0.5
ASM,chickens,meat,0.5
COK,chickens,meat,0.5
PYF,chickens,meat,0.5
NIU,chickens,meat,0.5
PCN,chickens,meat,0.5
WSM,chickens,meat,0.5
TKL,chickens,meat,0.5
TON,chickens,meat,0.5
TUV,chickens,meat,0.5
WLF,chickens,meat,0.5
XMI,chickens,meat,0.5
TWN,chickens,meat,0.5
DZA,chickens,eggs,0.5
EGY,chickens,eggs,0.5
LBY,chickens,eggs,0.5
MAR,chickens,eggs,0.5
SDN,chickens,eggs,0.5
TUN,chickens,eggs,0.5
ESH,chickens,eggs,0.5
IOT,chickens,eggs,0.5
BDI,chickens,eggs,0.5
COM,chickens,eggs,0.5
DJI,chickens,eggs,0.5
ERI,chickens,eggs,0.5
ETH,chickens,eggs,0.5
ATF,chickens,eggs,0.5
KEN,chickens,eggs,0.5
MDG,chickens,eggs,0.5
MWI,chickens,eggs,0.5
MUS,chickens,eggs,0.5
MYT,chickens,eggs,0.5
MOZ,chickens,eggs,0.5
REU,chickens,eggs,0.5
RWA,chickens,eggs,0.5
SYC,chickens,eggs,0.5
SOM,chickens,eggs,0.5
SSD,chickens,eggs,0.5
UGA,chickens,eggs,0.5
TZA,chickens,eggs,0.5
ZMB,chickens,eggs,0.5
ZWE,chickens,eggs,0.5
AGO,chickens,eggs,0.5
CMR,chickens,eggs,0.5
CAF,chickens,eggs,0.5
TCD,chickens,eggs,0.5
COG,chickens,eggs,0.5
COD,chickens,eggs,0.5
GNQ,chickens,eggs,0.5
GAB,chickens,eggs,0.5
STP,chickens,eggs,0.5
BWA,chickens,eggs,0.5
SWZ,chickens,eggs,0.5
LSO,chickens,eggs,0.25
NAM,chickens,eggs,0.5
ZAF,chickens,eggs,0.5
BEN,chickens,eggs,0.5
BFA,chickens,eggs,0.5
CPV,chickens,eggs,0.5
CIV,chickens,eggs,0.5
GMB,chickens,eggs,0.5
GHA,chickens,eggs,0.5
GIN,chickens,eggs,0.5
GNB,chickens,eggs,0.5
LBR,chickens,eggs,0.5
MLI,chickens,eggs,0.5
MRT,chickens,eggs,0.5
NER,chickens,eggs,0.5
NGA,chickens,eggs,0.5
SHN,chickens,eggs,0.5
SEN,chickens,eggs,0.5
SLE,chickens,eggs,0.5
TGO,chickens,eggs,0.5
AIA,chickens,eggs,0.5
ATG,chickens,eggs,0.5
ABW,chickens,eggs,0.5
BHS,chickens,eggs,0.5
BRB,chickens,eggs,0.5
BES,chickens,eggs,0.5
VGB,chickens,eggs,0.5
CYM,chickens,eggs,0.5
CUB,chickens,eggs,0.5
CUW,chickens,eggs,0.5
DMA,chickens,eggs,0.5
DOM,chickens,eggs,0.5
GRD,chickens,eggs,0.5
GLP,chickens,eggs,0.5
HTI,chickens,eggs,0.5
JAM,chickens,eggs,0.5
MTQ,chickens,eggs,0.5
MSR,chickens,eggs,0.5
PRI,chickens,eggs,0.5
BLM,chickens,eggs,0.5
KNA,chickens,eggs,0.5
LCA,chickens,eggs,0.5
MAF,chickens,eggs,0.5
VCT,chickens,eggs,0.5
SXM,chickens,eggs,0.5
TTO,chickens,eggs,0.5
TCA,chickens,eggs,0.5
VIR,chickens,eggs,0.5
BLZ,chickens,eggs,0.5
CRI,chickens,eggs,0.5
SLV,chickens,eggs,0.5
GTM,chickens,eggs,0.5
HND,chickens,eggs,0.5
MEX,chickens,eggs,0.5
NIC,chickens,eggs,0.5
PAN,chickens,eggs,0.5
ARG,chickens,eggs,0.44999999999999996
BOL,chickens,eggs,0.5
BVT,chickens,eggs,0.5
BRA,chickens,eggs,0.5
CHL,chickens,eggs,0.25
COL,chickens,eggs,0.5
ECU,chickens,eggs,0.5
FLK,chickens,eggs,0.25
GUF,chickens,eggs,0.5
GUY,chickens,eggs,0.5
PRY,chickens,eggs,0.5
PER,chickens,eggs,0.5
SGS,chickens,eggs,0.5
SUR,chickens,eggs,0.5
URY,chickens,eggs,0.5
VEN,chickens,eggs,0.5
BMU,chickens,eggs,3.8324999999999996
CAN,chickens,eggs,3.3825000000000003
GRL,chickens,eggs,3.3825000000000003
SPM,chickens,eggs,3.3825000000000003
USA,chickens,eggs,3.3825000000000003
ATA,chickens,eggs,0.5
KAZ,chickens,eggs,0.25
KGZ,chickens,eggs,0.25
TJK,chickens,eggs,0.25
TKM,chickens,eggs,0.2525
UZB,chickens,eggs,0.25
CHN,chickens,eggs,0.25
HKG,chickens,eggs,0.5
MAC,chickens,eggs,0.5
PRK,chickens,eggs,0.25
JPN,chickens,eggs,1.6275000000000002
MNG,chickens,eggs,0.25
KOR,chickens,eggs,0.25
BRN,chickens,eggs,0.5
KHM,chickens,eggs,0.5
IDN,chickens,eggs,0.5
LAO,chickens,eggs,0.5
MYS,chickens,eggs,0.5
MMR,chickens,eggs,0.5
