"iso3c","country","origin","cum_pressure_prop_final","cum_pressure_percent_final"
"BMU","Bermuda","land",0.565469635598501,56.55
"BOL","Bolivia","marine",0,0
"BOL","Bolivia","land",1,100
"BRA","Brazil","marine",0.010659883618942,1.07
"BRA","Brazil","land",0.989340116381058,98.93
"BRB","Barbados","marine",0.138226404604488,13.82
"BRB","Barbados","land",0.861773595395512,86.18
"BRN","Brunei","marine",0.845364826570173,84.54
"BRN","Brunei","land",0.154635173429827,15.46
"BTN","Bhutan","marine",0,0
"BTN","Bhutan","land",1,100
"BWA","Botswana","marine",0,0
"BWA","Botswana","land",1,100
"CAF","Central African Republic","marine",0,0
"CAF","Central African Republic","land",1,100
"CAN","Canada","marine",0.0541731451132266,5.42
"CAN","Canada","land",0.945826854886773,94.58
"CCK","Cocos Islands","marine",1,100
"CCK","Cocos Islands","land",0,0
"CHE","Switzerland","marine",0,0
"CHE","Switzerland","land",1,100
"CHL","Chile","marine",0.464226346563682,46.42
"CHL","Chile","land",0.535773653436318,53.58
"CHN","China","marine",0.0921531692542682,9.22
"CHN","China","land",0.907846830745732,90.78
"CIV","Côte d'Ivoire","marine",0.04762201289199,4.76
"CIV","Côte d'Ivoire","land",0.95237798710801,95.24
"CMR","Cameroon","marine",0.062613937775614,6.26
"CMR","Cameroon","land",0.937386062224386,93.74
"COD","Democratic Republic of the Congo","marine",0.00539393775207113,0.54
"COD","Democratic Republic of the Congo","land",0.994606062247929,99.46
"COG","Republic of Congo","marine",0.251690262922375,25.17
"COG","Republic of Congo","land",0.748309737077625,74.83
"COK","Cook Islands","marine",0.745487000422773,74.55
"COK","Cook Islands","land",0.254512999577227,25.45
"COL","Colombia","marine",0.00448490809265847,0.45
"COL","Colombia","land",0.995515091907342,99.55
"COM","Comoros","marine",0.718948347708186,71.89
"COM","Comoros","land",0.281051652291814,28.11
"CPV","Cape Verde","marine",0.290007837740031,29
"CPV","Cape Verde","land",0.709992162259969,71
"CRI","Costa Rica","marine",0.0323713897918715,3.24
"CRI","Costa Rica","land",0.967628610208129,96.76
"CUB","Cuba","marine",0.018686034495402,1.87
"CUB","Cuba","land",0.981313965504598,98.13
"CUW","Curaçao","marine",0.880378924398534,88.04
"CUW","Curaçao","land",0.119621075601466,11.96
"CXR","Christmas Island","marine",0.134213021447336,13.42
"CXR","Christmas Island","land",0.865786978552664,86.58
"CYM","Cayman Islands","marine",0.0626749458642871,6.27
"CYM","Cayman Islands","land",0.937325054135713,93.73
"CYP","Cyprus","marine",0.162206724264314,16.22
"CYP","Cyprus","land",0.837793275735686,83.78
"CZE","Czech Republic","marine",0,0
"CZE","Czech Republic","land",1,100
"DEU","Germany","marine",0.0518279872446542,5.18
"DEU","Germany","land",0.948172012755346,94.82
"DJI","Djibouti","marine",0.290154430567278,29.02
"DJI","Djibouti","land",0.709845569432722,70.98
"DMA","Dominica","marine",0.10469382539854,10.47
"DMA","Dominica","land",0.89530617460146,89.53
"DNK","Denmark","marine",0.31820164918573,31.82
"DNK","Denmark","land",0.68179835081427,68.18
"DOM","Dominican Republic","marine",0.0212803417323348,2.13
"DOM","Dominican Republic","land",0.978719658267665,97.87
"DZA","Algeria","marine",0.0206460020641574,2.06
"DZA","Algeria","land",0.979353997935843,97.94
"ECU","Ecuador","marine",0.284618753444378,28.46
"ECU","Ecuador","land",0.715381246555622,71.54
"EGY","Egypt","marine",0.0240149410698055,2.4
"EGY","Egypt","land",0.975985058930195,97.6
"ERI","Eritrea","marine",0.109730191829147,10.97
"ERI","Eritrea","land",0.890269808170853,89.03
"ESH","Western Sahara","marine",0.943604448875203,94.36
"ESH","Western Sahara","land",0.056395551124797,5.64
"ESP","Spain","marine",0.135554371434471,13.56
"ESP","Spain","land",0.864445628565529,86.44
"EST","Estonia","marine",0.11974386790957,11.97
"EST","Estonia","land",0.88025613209043,88.03
"ETH","Ethiopia","marine",0,0
"ETH","Ethiopia","land",1,100
"FIN","Finland","marine",0.0842621190412634,8.43
"FIN","Finland","land",0.915737880958736,91.57
"FJI","Fiji","marine",0.357901163442845,35.79
"FJI","Fiji","land",0.642098836557155,64.21
"FLK","Falkland Islands","marine",0.949576467040315,94.96
"FLK","Falkland Islands","land",0.0504235329596854,5.04
"FRA","France","marine",0.0844358766692361,8.44
"FRA","France","land",0.915564123330764,91.56
"FRO","Faroe Islands","marine",0.993345665751719,99.33
"FRO","Faroe Islands","land",0.00665433424828137,0.67
"FSM","Micronesia","marine",0.819738695694799,81.97
"FSM","Micronesia","land",0.180261304305201,18.03
"GAB","Gabon","marine",0.219003811191878,21.9
"GAB","Gabon","land",0.780996188808122,78.1
"GBR","United Kingdom","marine",0.358721665369183,35.87
"GBR","United Kingdom","land",0.641278334630817,64.13
"GEO","Georgia","marine",0.0295840264342583,2.96
"GEO","Georgia","land",0.970415973565742,97.04
"GGY","Guernsey","marine",0.982018942607749,98.2
"GGY","Guernsey","land",0.0179810573922505,1.8
"GHA","Ghana","marine",0.0287141043271385,2.87
"GHA","Ghana","land",0.971285895672861,97.13
"GIB","Gibraltar","marine",0.999943578440371,99.99
"GIB","Gibraltar","land",5.64215596293883e-05,0.01
"GIN","Guinea","marine",0.0773679645865531,7.74
"GIN","Guinea","land",0.922632035413447,92.26
"GLP","Guadeloupe","marine",0.00797081900101343,0.8
"GLP","Guadeloupe","land",0.992029180998987,99.2
"GMB","Gambia","marine",0.29092227986041,29.09
"GMB","Gambia","land",0.709077720139589,70.91
"GNB","Guinea-Bissau","marine",0.393724906703504,39.37
"GNB","Guinea-Bissau","land",0.606275093296496,60.63
"GNQ","Equatorial Guinea","marine",0.702466497535552,70.25
"GNQ","Equatorial Guinea","land",0.297533502464447,29.75
"GRC","Greece","marine",0.262919910729557,26.29
"GRC","Greece","land",0.737080089270444,73.71
"GRD","Grenada","marine",0.157075719960581,15.71
"GRD","Grenada","land",0.842924280039419,84.29
"GRL","Greenland","marine",0.96531089955175,96.53
"GRL","Greenland","land",0.0346891004482506,3.47
"GTM","Guatemala","marine",0.0193678543590095,1.94
"GTM","Guatemala","land",0.980632145640991,98.06
"GUF","French Guiana","marine",0.822004498429602,82.2
"GUF","French Guiana","land",0.177995501570398,17.8
"GUM","Guam","marine",0.00480979524596543,0.48
"GUM","Guam","land",0.995190204754035,99.52
"GUY","Guyana","marine",0.208128340308797,20.81
"GUY","Guyana","land",0.791871659691203,79.19
"HKG","Hong Kong","marine",0.72158004298715,72.16
"HKG","Hong Kong","land",0.27841995701285,27.84
"HND","Honduras","marine",0.0481855173407097,4.82
"HND","Honduras","land",0.95181448265929,95.18
"HRV","Croatia","marine",0.334164460494096,33.42
"HRV","Croatia","land",0.665835539505904,66.58
"HSX","High Seas","marine",0.999946763257089,99.99
"HSX","High Seas","land",5.32367429110621e-05,0.01
"HTI","Haiti","marine",0.0916698204929896,9.17
"HTI","Haiti","land",0.90833017950701,90.83
"HUN","Hungary","marine",0,0
"HUN","Hungary","land",1,100
"IDN","Indonesia","marine",0.270506905814665,27.05
"IDN","Indonesia","land",0.729493094185335,72.95
"IMN","Isle of Man","marine",0.443945657446385,44.39
"IMN","Isle of Man","land",0.556054342553615,55.61
"IND","India","marine",0.0404865422730255,4.05
"IND","India","land",0.959513457726974,95.95
"IOT","British Indian Ocean Territory","marine",1,100
"IOT","British Indian Ocean Territory","land",0,0
"IRL","Ireland","marine",0.256447460095331,25.64
"IRL","Ireland","land",0.743552539904669,74.36
"IRN","Iran","marine",0.053194583776969,5.32
"IRN","Iran","land",0.946805416223031,94.68
"IRQ","Iraq","marine",0.00303619923495475,0.3
"IRQ","Iraq","land",0.996963800765045,99.7
"ISL","Iceland","marine",0.956390127737679,95.64
"ISL","Iceland","land",0.0436098722623211,4.36
"ISR","Israel","marine",0.0621905273503354,6.22
"ISR","Israel","land",0.937809472649665,93.78
"ITA","Italy","marine",0.240587688180871,24.06
"ITA","Italy","land",0.759412311819129,75.94
"JAM","Jamaica","marine",0.149504828052396,14.95
"JAM","Jamaica","land",0.850495171947604,85.05
"JEY","Jersey","marine",0.882136288546533,88.21
"JEY","Jersey","land",0.117863711453467,11.79
"JOR","Jordan","marine",0.00727440732917024,0.73
"JOR","Jordan","land",0.99272559267083,99.27
"JPN","Japan","marine",0.393720174454744,39.37
"JPN","Japan","land",0.606279825545256,60.63
"KAZ","Kazakhstan","marine",0,0
"KAZ","Kazakhstan","land",1,100
"KEN","Kenya","marine",0.010332314052389,1.03
"KEN","Kenya","land",0.989667685947611,98.97
"KGZ","Kyrgyzstan","marine",0,0
"KGZ","Kyrgyzstan","land",1,100
"KHM","Cambodia","marine",0.0502100906815918,5.02
"KHM","Cambodia","land",0.949789909318408,94.98
"KIR","Kiribati","marine",0.76517587806894,76.52
"KIR","Kiribati","land",0.23482412193106,23.48
"KNA","Saint Kitts and Nevis","marine",0.571571282724182,57.16
"KNA","Saint Kitts and Nevis","land",0.428428717275819,42.84
"KOR","South Korea","marine",0.231260059666805,23.13
"KOR","South Korea","land",0.768739940333195,76.87
"KWT","Kuwait","marine",0.603352066311216,60.34
"KWT","Kuwait","land",0.396647933688784,39.66
"LAO","Laos","marine",4.6809041365951e-05,0
"LAO","Laos","land",0.999953190958634,100
"LBN","Lebanon","marine",0.0525008153566045,5.25
"LBN","Lebanon","land",0.947499184643396,94.75
"LBR","Liberia","marine",0.0475279145809857,4.75
"LBR","Liberia","land",0.952472085419014,95.25
"LBY","Libya","marine",0.126974088616843,12.7
"LBY","Libya","land",0.873025911383157,87.3
"LCA","Saint Lucia","marine",0.192059078619414,19.21
"LCA","Saint Lucia","land",0.807940921380586,80.79
"LIE","Liechtenstein","marine",0,0
"LIE","Liechtenstein","land",1,100
"LKA","Sri Lanka","marine",0.133189249481095,13.32
"LKA","Sri Lanka","land",0.866810750518905,86.68
"LSO","Lesotho","marine",0,0
"LSO","Lesotho","land",1,100
"LTU","Lithuania","marine",0.0134854873122054,1.35
"LTU","Lithuania","land",0.986514512687795,98.65
"LUX","Luxembourg","marine",0,0
"LUX","Luxembourg","land",1,100
"LVA","Latvia","marine",0.0695883090676566,6.96
"LVA","Latvia","land",0.930411690932343,93.04
"MAC","Macao","marine",0.765653150341518,76.57
"MAC","Macao","land",0.234346849658481,23.43
"MAF","Saint-Martin","marine",0.955290925697577,95.53
"MAF","Saint-Martin","land",0.0447090743024231,4.47
"MAR","Morocco","marine",0.130291882460259,13.03
"MAR","Morocco","land",0.869708117539741,86.97
"MCO","Monaco","marine",0.990509452796809,99.05
"MCO","Monaco","land",0.00949054720319116,0.95
"MDA","Moldova","marine",0,0
"MDA","Moldova","land",1,100
"MDG","Madagascar","marine",0.0702278607823178,7.02
"MDG","Madagascar","land",0.929772139217682,92.98
"MDV","Maldives","marine",1,100
"MDV","Maldives","land",0,0
"MEX","Mexico","marine",0.0884174020471185,8.84
"MEX","Mexico","land",0.911582597952882,91.16
"MHL","Marshall Islands","marine",0.995711178800201,99.57
"MHL","Marshall Islands","land",0.00428882119979921,0.43
"MKD","Macedonia","marine",0,0
"MKD","Macedonia","land",1,100
"MLI","Mali","marine",0,0
"MLI","Mali","land",1,100
"MLT","Malta","marine",0.878577978994401,87.86
"MLT","Malta","land",0.121422021005599,12.14
"MMR","Myanmar","marine",0.109988659339479,11
"MMR","Myanmar","land",0.890011340660521,89
"MNE","Montenegro","marine",0.163343855683866,16.33
"MNE","Montenegro","land",0.836656144316134,83.67
"MNG","Mongolia","marine",0,0
"MNG","Mongolia","land",1,100
"MNP","Northern Mariana Islands","marine",0.369130372848754,36.91
"MNP","Northern Mariana Islands","land",0.630869627151246,63.09
"MOZ","Mozambique","marine",0.112478062848999,11.25
"MOZ","Mozambique","land",0.887521937151001,88.75
"MRT","Mauritania","marine",0.729384498753376,72.94
"MRT","Mauritania","land",0.270615501246624,27.06
"MSR","Montserrat","marine",0.101862757010389,10.19
"MSR","Montserrat","land",0.898137242989611,89.81
"MTQ","Martinique","marine",0.0246817685183157,2.47
"MTQ","Martinique","land",0.975318231481684,97.53
"MUS","Mauritius","marine",0.299701231730327,29.97
"MUS","Mauritius","land",0.700298768269673,70.03
"MWI","Malawi","marine",0,0
"MWI","Malawi","land",1,100
"MYS","Malaysia","marine",0.321254507838953,32.13
"MYS","Malaysia","land",0.678745492161047,67.87
"MYT","Mayotte","marine",0.371987019509502,37.2
"MYT","Mayotte","land",0.628012980490498,62.8
"NAM","Namibia","marine",0.408462100588648,40.85
"NAM","Namibia","land",0.591537899411352,59.15
"NCL","New Caledonia","marine",0.243642445998701,24.36
"NCL","New Caledonia","land",0.756357554001299,75.64
"NER","Niger","marine",0,0
"NER","Niger","land",1,100
"NFK","Norfolk Island","marine",0.74603987200417,74.6
"NFK","Norfolk Island","land",0.25396012799583,25.4
"NGA","Nigeria","marine",0.0261443363018907,2.61
"NGA","Nigeria","land",0.973855663698109,97.39
"NIC","Nicaragua","marine",0.0524195617008623,5.24
"NIC","Nicaragua","land",0.947580438299138,94.76
"NIU","Niue","marine",0.105283461602134,10.53
"NIU","Niue","land",0.894716538397866,89.47
"NLD","Netherlands","marine",0.234080851796454,23.41
"NLD","Netherlands","land",0.765919148203546,76.59
"NOR","Norway","marine",0.874616961906497,87.46
"NOR","Norway","land",0.125383038093503,12.54
"NPL","Nepal","marine",0,0
"NPL","Nepal","land",1,100
"NRU","Nauru","marine",0.94306545524861,94.31
"NRU","Nauru","land",0.0569345447513904,5.69
"NZL","New Zealand","marine",0.163343382992006,16.33
"NZL","New Zealand","land",0.836656617007994,83.67
"OMN","Oman","marine",0.702518472902594,70.25
"OMN","Oman","land",0.297481527097406,29.75
"PAK","Pakistan","marine",0.0221134945312577,2.21
"PAK","Pakistan","land",0.977886505468742,97.79
"PAN","Panama","marine",0.124435992806511,12.44
"PAN","Panama","land",0.875564007193489,87.56
"PCN","Pitcairn Islands","marine",1,100
"PCN","Pitcairn Islands","land",0,0
"PER","Peru","marine",0.32988765126739,32.99
"PER","Peru","land",0.67011234873261,67.01
"PHL","Philippines","marine",0.159949803231488,15.99
"PHL","Philippines","land",0.840050196768512,84.01
"PLW","Palau","marine",0.98509003056088,98.51
"PLW","Palau","land",0.0149099694391202,1.49
"PNG","Papua New Guinea","marine",0.335192761290575,33.52
"PNG","Papua New Guinea","land",0.664807238709425,66.48
"POL","Poland","marine",0.0166019593979981,1.66
"POL","Poland","land",0.983398040602002,98.34
"PRI","Puerto Rico","marine",0.0128978737930526,1.29
"PRI","Puerto Rico","land",0.987102126206947,98.71
"PRK","North Korea","marine",0.157703343393408,15.77
"PRK","North Korea","land",0.842296656606592,84.23
"PRT","Portugal","marine",0.200133219195045,20.01
"PRT","Portugal","land",0.799866780804955,79.99
"PRY","Paraguay","marine",0,0
"PRY","Paraguay","land",1,100
"PSE","Palestina","marine",0.0452407508040841,4.52
"PSE","Palestina","land",0.954759249195916,95.48
"PYF","French Polynesia","marine",0.511550043735036,51.16
"PYF","French Polynesia","land",0.488449956264965,48.84
"QAT","Qatar","marine",0.722761520143429,72.28
"QAT","Qatar","land",0.277238479856571,27.72
"REU","Reunion","marine",0.0122309785334129,1.22
"REU","Reunion","land",0.987769021466587,98.78
"ROU","Romania","marine",0.0018609798842598,0.19
"ROU","Romania","land",0.99813902011574,99.81
"RUS","Russia","marine",0.180817106166106,18.08
"RUS","Russia","land",0.819182893833894,81.92
"RWA","Rwanda","marine",0,0
"RWA","Rwanda","land",1,100
"SAU","Saudi Arabia","marine",0.654432911609085,65.44
"SAU","Saudi Arabia","land",0.345567088390915,34.56
"SDN","Sudan","marine",0.0483785694579447,4.84
"SDN","Sudan","land",0.951621430542055,95.16
"SEN","Senegal","marine",0.132588077843681,13.26
"SEN","Senegal","land",0.867411922156319,86.74
"SGP","Singapore","marine",0.573563921650858,57.36
"SGP","Singapore","land",0.426436078349142,42.64
"SHN","Saint Helena","marine",0.99522619445538,99.52
"SHN","Saint Helena","land",0.00477380554461975,0.48
"SJM","Svalbard and Jan Mayen","marine",0.956674331897408,95.67
"SJM","Svalbard and Jan Mayen","land",0.0433256681025918,4.33
"SLB","Solomon Islands","marine",0.488430460315371,48.84
"SLB","Solomon Islands","land",0.511569539684629,51.16
"SLE","Sierra Leone","marine",0.14235781728779,14.24
"SLE","Sierra Leone","land",0.85764218271221,85.76
"SLV","El Salvador","marine",0.0180006734173373,1.8
"SLV","El Salvador","land",0.981999326582663,98.2
"SMR","San Marino","marine",0,0
"SMR","San Marino","land",1,100
"SOM","Somalia","marine",0.176318131873597,17.63
"SOM","Somalia","land",0.823681868126403,82.37
"SPM","Saint Pierre and Miquelon","marine",0.972087565118059,97.21
"SPM","Saint Pierre and Miquelon","land",0.0279124348819411,2.79
"SRB","Serbia","marine",0,0
"SRB","Serbia","land",1,100
"SSD","South Sudan","marine",0,0
"SSD","South Sudan","land",1,100
"STP","São Tomé and Príncipe","marine",0.278045084668682,27.8
"STP","São Tomé and Príncipe","land",0.721954915331318,72.2
"SUR","Suriname","marine",0.302737874691736,30.27
"SUR","Suriname","land",0.697262125308263,69.73
"SVK","Slovakia","marine",0,0
"SVK","Slovakia","land",1,100
"SVN","Slovenia","marine",0.0413610560499608,4.14
"SVN","Slovenia","land",0.958638943950039,95.86
"SWE","Sweden","marine",0.252143892236465,25.21
"SWE","Sweden","land",0.747856107763535,74.79
"SWZ","Swaziland","marine",0,0
"SWZ","Swaziland","land",1,100
"SXM","Sint Maarten","marine",0.99814499037503,99.81
"SXM","Sint Maarten","land",0.00185500962497031,0.19
"SYC","Seychelles","marine",0.822482616319445,82.25
"SYC","Seychelles","land",0.177517383680555,17.75
"SYR","Syria","marine",0.0030838745065014,0.31
"SYR","Syria","land",0.996916125493499,99.69
"TCA","Turks and Caicos Islands","marine",0.934858821345482,93.49
"TCA","Turks and Caicos Islands","land",0.065141178654518,6.51
"TCD","Chad","marine",0,0
"TCD","Chad","land",1,100
"TGO","Togo","marine",0.0178839310323415,1.79
"TGO","Togo","land",0.982116068967659,98.21
"THA","Thailand","marine",0.090368116016628,9.04
"THA","Thailand","land",0.909631883983372,90.96
"TJK","Tajikistan","marine",0,0
"TJK","Tajikistan","land",1,100
"TKL","Tokelau","marine",0.659588946715591,65.96
"TKL","Tokelau","land",0.340411053284409,34.04
"TKM","Turkmenistan","marine",0,0
"TKM","Turkmenistan","land",1,100
"TLS","Timor-Leste","marine",0.345241220048321,34.52
"TLS","Timor-Leste","land",0.654758779951679,65.48
"TON","Tonga","marine",0.386357773919333,38.64
"TON","Tonga","land",0.613642226080667,61.36
"TTO","Trinidad and Tobago","marine",0.159435424060296,15.94
"TTO","Trinidad and Tobago","land",0.840564575939704,84.06
"TUN","Tunisia","marine",0.117253083046138,11.73
"TUN","Tunisia","land",0.882746916953862,88.27
"TUR","Turkey","marine",0.0432133860216758,4.32
"TUR","Turkey","land",0.956786613978324,95.68
"TUV","Tuvalu","marine",0.932049704398041,93.2
"TUV","Tuvalu","land",0.0679502956019592,6.8
"TWN","Taiwan","marine",0.315432257410746,31.54
"TWN","Taiwan","land",0.684567742589254,68.46
"TZA","Tanzania","marine",0.024324498108302,2.43
"TZA","Tanzania","land",0.975675501891698,97.57
"UGA","Uganda","marine",0,0
"UGA","Uganda","land",1,100
"UKR","Ukraine","marine",0.00330842112338244,0.33
"UKR","Ukraine","land",0.996691578876618,99.67
"URY","Uruguay","marine",0.0758490028146378,7.58
"URY","Uruguay","land",0.924150997185362,92.42
"USA","United States","marine",0.0651046493900054,6.51
"USA","United States","land",0.934895350609995,93.49
"UZB","Uzbekistan","marine",0,0
"UZB","Uzbekistan","land",1,100
"VCT","Saint Vincent and the Grenadines","marine",0.207959582561985,20.8
"VCT","Saint Vincent and the Grenadines","land",0.792040417438015,79.2
"VEN","Venezuela","marine",0.0476008623275876,4.76
"VEN","Venezuela","land",0.952399137672412,95.24
"VGB","British Virgin Islands","marine",0.522064504176843,52.21
"VGB","British Virgin Islands","land",0.477935495823157,47.79
"VIR","Virgin Islands, U.S.","marine",0.0242377356242275,2.42
"VIR","Virgin Islands, U.S.","land",0.975762264375773,97.58
"VNM","Vietnam","marine",0.249724871610241,24.97
"VNM","Vietnam","land",0.750275128389759,75.03
"VUT","Vanuatu","marine",0.100321979152395,10.03
"VUT","Vanuatu","land",0.899678020847605,89.97
"WLF","Wallis and Futuna","marine",0.189222471583414,18.92
"WLF","Wallis and Futuna","land",0.810777528416586,81.08
"WSM","Samoa","marine",0.303000700153549,30.3
"WSM","Samoa","land",0.696999299846451,69.7
"XKO","Kosovo","marine",0,0
"XKO","Kosovo","land",1,100
"XMI","Madeira Island","marine",0.836610472784951,83.66
"XMI","Madeira Island","land",0.163389527215049,16.34
"YEM","Yemen","marine",0.177131438599827,17.71
"YEM","Yemen","land",0.822868561400173,82.29
"ZAF","South Africa","marine",0.0645610831370339,6.46
"ZAF","South Africa","land",0.935438916862966,93.54
"ZMB","Zambia","marine",0,0
"ZMB","Zambia","land",1,100
"ZWE","Zimbabwe","marine",0,0
"ZWE","Zimbabwe","land",1,100
