,GENuS_foodID,GENuS_FoodName,FCT_FoodName,Calories,Protein,Fat,Carbohydrates,Vitamin C,Vitamin A,Folate,Calcium,Iron,Zinc,Potassium,Dietary Fiber,Copper,Sodium,Phosphorus,Thiamin,Riboflavin,Niacin,B6,Choline,Magnesium,Manganese,Saturated FA,Monounsaturated FA,Polyunsaturated FA,Omega-3 (USDA only),B12 (USDA only),Water/moisture,Ash,Refuse
11,2,Rice (Milled Equivalent),"Arroz, blanco, pulido, crudo",,6.9,0.2,,0,,,9,0.7,,78,,,4,93,0.04,0.09,4.7,,,,,,,,,,12.5,1.2,
12,2,Rice (Milled Equivalent),"Arroz, blanco, pulido, crudo",,7.8,0.4,,0,0,,9,5.2,,,,,,140,0.07,0.03,1.3,,,,,,,,,,12.2,0.5,
13,2,Rice (Milled Equivalent),"Arroz, blanco, pulido, crudo",,6.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,14,1.1,
14,2,Rice (Milled Equivalent),"Arroz, cargo, crudo, variedad Araure",350.5,8.9,2.9,72.2,,,,14,1,2.3,217,,,7.1,232,0.3,0.08,5.8,,,,,,,,,,11.8,1.1,
15,2,Rice (Milled Equivalent),"Arroz, cargo, crudo, variedad Cimarrón",351.5,6.8,2.7,75,,,,13.4,0.9,2,277,,,6.8,184,0.28,0.08,5.9,,,,,,,,,,11.3,1.1,
16,2,Rice (Milled Equivalent),"Arroz, cargo, crudo, variedad Oryzica",350.1,9.6,3.3,70.5,,,,11,0.9,2.1,237,,,7,288,0.35,0.08,8.2,,,,,,,,,,11.4,1.7,
17,2,Rice (Milled Equivalent),"Arroz, crudo, variedad Carolina",342.02,7.1,0.4,77.5,0,0,,11,7.8,,,,,,117,0.05,0.03,1.5,,,,,,,,,,13.1,0.7,
18,2,Rice (Milled Equivalent),"Arroz, crudo, variedad Perla",347.96,7.8,0.2,78.7,0,0,,17,6.2,,,,,,105,0.06,0.03,2.06,,,,,,,,,,11.2,1,
19,2,Rice (Milled Equivalent),"Arroz, integral",,9.14,0.97,,,,,,,,,,,,,,,,,,,,,,,,,9.22,1.37,
20,2,Rice (Milled Equivalent),"Arroz, integral",,8.5,,,,,,1.4,2.5,,,,,,318,0.42,0.08,5.6,,,,,,,,,,8.3,1.4,
21,2,Rice (Milled Equivalent),"Arroz, integral, cru",339.96,7.81,2.04,72.59,,,,,,,,,,,,,,,,,,,,,,,,13.39,1.19,
22,2,Rice (Milled Equivalent),"Arroz, integral, crudo",,8.6,1,,0,0,,10,8,,,,,,380,0.25,0.06,5.3,,,,,,,,,,11.5,1.1,
23,2,Rice (Milled Equivalent),"Arroz, integral, crudo",,7.5,2.7,,,,,,,,,,,,,,,,,,,,,,,,,14,0.9,
24,2,Rice (Milled Equivalent),"Arroz, integral, crudo, seco",,7.5,1.9,,0,0,,32,1.6,0.2,214,,,9,231,0.34,0.05,4.7,,,,,,,,,,12,0.2,
25,2,Rice (Milled Equivalent),"Arroz, parboiled, crudo",,6.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,13,0.8,
26,2,Rice (Milled Equivalent),"Arroz, pilado",,8.9,0.8,,,,,,,,,,,,,0.08,0.05,,,,,,,,,,,10.1,2.1,
27,2,Rice (Milled Equivalent),"Arroz, pilado",,,,,,,,10,2.1,1.46,91.6,,,14.8,133.2,,,,,,,,,,,,,10,0.5,
28,2,Rice (Milled Equivalent),"Arroz, pilado, crudo",,8.2,0.5,,0.9,,,6,0.8,,,,,,92,0.09,0.08,1.6,,,,,,,,,,13.1,0.4,
29,2,Rice (Milled Equivalent),"Arroz, polido, cru",346.45,6.73,0.89,77.88,,,,,,,,,,,,,,,,,,,,,,,,12.33,0.48,
30,2,Rice (Milled Equivalent),"Arroz, polido, cru",,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,,
31,2,Rice (Milled Equivalent),"Arroz, pulido",,9.1,0.35,,,,,,,,,,,,,,,,,,,,,,,,,10.38,1.26,
32,2,Rice (Milled Equivalent),"Arroz, pulido, crudo, seco",,7.4,1,,0,0,,10,1.1,0,214,,,9,104,0.23,0.03,1.6,,,,,,,,,,11.2,0.5,
33,2,Rice (Milled Equivalent),"Arroz, pulido, crudo, variedad Araure",353.4,8.6,0.6,78.4,,,,9,0.5,1.6,58,,,7,78,0.07,0.02,0.8,,,,,,,,,,11.3,0.3,
34,2,Rice (Milled Equivalent),"Arroz, pulido, crudo, variedad Cimarrón",355,6.1,0.9,80.5,,,,11,0.4,1.6,67,,,6.7,37,0.11,0.02,1.4,,,,,,,,,,10.9,0.4,
35,2,Rice (Milled Equivalent),"Arroz, pulido, crudo, variedad Oryzica",352.6,9.2,0.6,77.6,,,,7,0.3,1.4,68,,,6.9,69,0.1,0.01,1.2,,,,,,,,,,10.9,0.4,
36,2,Rice (Milled Equivalent),"Arroz, corriente",,6,0.46,,,,,11.5,1.45,,,,,,113,0.08,0.07,2.1,,,,,,,,,,11.55,0.78,
37,2,Rice (Milled Equivalent),"Arroz, grano largo",,6,0.46,,,,,10.21,1.14,,,,,,110.67,0.08,0.07,2.1,,,,,,,,,,10.7,0.78,
38,2,Rice (Milled Equivalent),"Arroz, integral",,8.2,0.48,,,,,14.3,2.65,,,,,,238.23,0.23,0.08,4.2,,,,,,,,,,10.95,0.82,
39,3,Barley,"Cebada, con cáscara",,6.9,1.8,,,,,61,5.1,,,,,,394,0.33,0.21,7.4,,,,,,,,,,12.1,2.6,
40,3,Barley,"Cebada, cruda",,11.8,1.1,,0,0,,54,5.8,,,,,,323,0.25,0.18,6.25,,,,,,,,,,9.5,2.6,
41,3,Barley,"Cebada, cruda",,10.6,2,,,,,112,,,,,,,312,,,,,,,,,,,,,9.5,2.6,
42,3,Barley,"Cebada, cruda",,,,,,,,,4.12,,,,,,,,,,,,,,,,,,,10.1,,
43,3,Barley,"Cebada, cruda",,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,13.6,,
44,3,Barley,"Cebada, cruda",,10.2,1.6,,1,0,,45,2.7,,,,,,380,0.47,0.11,5.9,,,,,,,,,,14.6,1.9,
45,3,Barley,"Cebada, cruda, seca",,9.7,1.9,,0,0,,55,4.5,,,,,,341,0.38,0.2,7.2,,,,,,,,,,10.5,2.5,
46,3,Barley,"Cebada, llunka",,1.9,0.7,,2.1,,,42,9.7,,,,,,283,0.25,0.18,2.25,,,,,,,,,,18.5,1.8,
47,3,Barley,"Cebada, máshka",,8.6,0.7,,1.9,,,74,12.3,,,,,,320,0.12,0.25,8.7,,,,,,,,,,10,3.3,
48,3,Barley,"Cebada, mondada, perlada, cruda",,10.2,1.5,,0,,,15,2.77,,138,,,6,204,0.08,0.12,7.4,,,,,,,,,,12,1.4,
49,3,Barley,"Cebada, perla, cruda, seca",,9.5,1,,0,0,,12,2.1,,160,,,3,181,0.27,0.06,4.8,,,,,,,,,,12.1,1.1,
50,3,Barley,"Cebada, perlada, cruda",,9,0.7,,1,0,,36,2.1,,,,,,480,0.27,0.06,4.8,,,,,,,,,,11.4,1.1,
51,3,Barley,"Cebada, perlada, cruda",,5.3,0.6,,2,,,18,4,,,,,,162,0.03,0.04,3.5,,,,,,,,,,13.3,1,
52,3,Barley,"Cebada, laminada",,9.9,1.08,,,,,91,4.6,,,,,,283.51,0.04,0.03,3.2,,,,,,,,,,10.5,1.18,
53,4,Maize,"Maíz, amarillo",,8.4,1.1,,0.7,2,,6,1.7,,,,,,267,0.3,0.16,3.25,,,,,,,,,,17.2,1.2,
54,4,Maize,"Maíz, amarillo",354.8,7.2,1.2,78.8,,,,12,5,,,,,,76,0.31,,5.1,,,,,,,,,,9.2,0.4,
55,4,Maize,"Maíz, amarillo",354.8,7.2,1.2,78.8,,,,12,5,,,,,,76,0.31,,5.1,,,,,,,,,,9.2,0.4,
56,4,Maize,"Maíz, amarillo, crudo",,7.8,4.2,,0,0,,9,4.1,,,,,,296,0.15,0.16,2.5,,,,,,,,,,11.1,1.5,
57,4,Maize,"Maíz, amarillo, crudo",,7.2,4.1,,0,0,,10,3.2,,,,,,275,0.12,0.12,2.5,,,,,,,,,,10.7,1.6,
58,4,Maize,"Maíz, amarillo, crudo",,,,,,,,10,1.2,1.52,318,,,10,299.3,,,,,,,,,,,,,13,1.4,
59,4,Maize,"Maíz, amarillo, crudo, seco",,8.3,4.8,,0,16,,158,2.3,,284,,,1,235,0.34,0.08,1.6,,,,,0.6,1.3,2.5,,,13.8,1.2,
60,4,Maize,"Maíz, amarillo, de Bogotá",,7.5,4.1,,0,18,,6,1.2,,,,,,295,0.31,0.1,2.3,,,,,,,,,,15.8,1.4,
61,4,Maize,"Maíz, amarillo, de Caldas",,8.3,3.2,,1,177,,9,2.1,,,,,,280,0.4,0.1,1.7,,,,,,,,,,16.6,1.4,
62,4,Maize,"Maíz, amarillo, opaco",,10.1,5.1,,1,135,,9,2.4,,,,,,260,0.48,0.13,1.7,,,,,,,,,,10.7,1.2,
63,4,Maize,"Maíz, amarillo, trillado",,8.4,1.2,,0,90,,5,1.1,,,,,,99,0.18,0.08,0.6,,,,,,,,,,12,0.6,
64,4,Maize,"Maíz, blanco",,7.6,3.8,,1,0,,7,2,,,,,,310,0.32,0.09,2.3,,,,,,,,,,15.2,1.3,
65,4,Maize,"Maíz, blanco",354.3,7.2,1.1,78.9,,,,12,5,,,,,,64,0.31,0.25,5.1,,,,,,,,,,11.2,0.3,
66,4,Maize,"Maíz, blanco, crudo",,8.3,4.6,,0,0,,8,4.1,,,,,,306,0.17,0.14,2.75,,,,,,,,,,9.4,1.7,
67,4,Maize,"Maíz, blanco, crudo",,8.6,4.3,,0,0,,9,4.2,,,,,,226,0.14,0.15,3.31,,,,,,,,,,10.8,1.2,
68,4,Maize,"Maíz, blanco, crudo",,7.4,3.6,,0,0,,8,1.7,,,,,,268,0.16,0.14,2,,,,,,,,,,11.3,1.5,
69,4,Maize,"Maíz, blanco, crudo",,5.6,4.6,,2.6,,,5,3,,,,,,249,0.2,0.16,3,,,,,,,,,,14.1,1.4,
70,4,Maize,"Maíz, blanco, crudo, seco",,7.9,4.7,,0,1,,159,2.3,,284,,,1,228,0.36,0.06,1.9,,,,,0.6,1.3,2.5,,,10.6,1.3,
71,4,Maize,"Maíz, blanco, trillado",,8.7,0.9,,0,0,,4,2,,,,,,71,0.2,0.03,1.1,,,,,,,,,,25,0.3,
72,4,Maize,"Maíz, crudo, variedad chuspillo",,9.9,4.2,,0,0,,12,4.8,,,,,,249,0.25,0.15,2.81,,,,,,,,,,10.1,1.5,
73,4,Maize,"Maíz, crudo, variedad willcaparu",,9.1,4.3,,0,0,,19,11.3,,,,,,253,0.2,0.14,2.81,,,,,,,,,,11.1,1.8,
74,4,Maize,"Maíz, cacahuazintle, crudo, seco",,11.7,4.7,,0,,,8,2.2,,284,,,1,336,0.31,0.24,3.1,,,,,0.5,1.3,2.5,,,9.4,1.5,
75,4,Maize,"Sémola, de maíz",,8.3,1.2,,0.9,,,70,2,,,,,,58,0.09,0.06,4.45,,,,,,,,,,13.3,3.2,
76,4,Maize,"Maíz, sémola",,9,1.1,,,,,,1.11,1,,,,,38,,,,,,,,,,,,,12.8,0.68,
77,4,Maize,"Maíz, pisingallo",,10.9,0.5,,,,,,7.74,1.9,,,,,203,,,,,,,,,,,,,12.7,1.34,
78,5,Rye,"Harina, de centeno, clara, cruda",,13.2,2.9,,0,0,,8,2.7,,,,,,450,0.8,0.25,1.7,,,,,,,,,,10.7,2.2,
79,5,Rye,"Harina, de centeno, de 1a",,8.9,0.9,,0,,,,,,0,,,0,,0.14,0.26,1.3,,,,,,,,,,11,0.7,
80,5,Rye,"Harina, de centeno, de 3a",,8,0.9,,0,0,,50,2.7,,,,,,180,0.2,0.1,0.6,,,,,,,,,,11.5,1.2,
81,5,Rye,"Harina, de centeno, integral, cruda",,11.4,1.7,,0,0,,27,2.6,,203,,,1,376,0.3,0.12,2.5,,,,,,,,,,11,1.8,
82,5,Rye,"Centeno, crudo, seco",,12.1,1.7,,0,0,,38,3.7,,,,,,376,0.43,0.22,1.6,,,,,,,,,,11,1.8,
83,5,Rye,"Centeio, farinha",,,,,,,,,,,,,,,,,,,,,,,,,,,,11.85,,
84,6,Oats,Avena,,9.6,5.2,,,,,148,,,,,,,260,,,,,,,,,,,,,9.6,3.5,
85,6,Oats,Avena,,,,,,,,,5.12,,,,,,,,,,,,,,,,,,,12.9,,
86,6,Oats,Avena,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,12.3,,
87,6,Oats,"Avena, aplastada, cruda, extranjera",,14.2,7.3,,0,0,,56,2.8,,,,,,450,0.63,0.12,1.3,,,,,,,,,,9,1.6,
88,6,Oats,"Avena, aplastada, nacional",,11,6,,0,0,,55,4.2,,,,,,320,0.46,0.11,1.2,,,,,,,,,,11.5,1.5,
89,6,Oats,"Avena, arrollada, cruda",,15.6,7.8,,0,,,36,4.13,,391,,,47,360,0.59,0.16,1.4,,,,,,,,,,11.9,2.2,
90,6,Oats,"Avena, arrollada, cruda",342.82,12.8,7.1,56.9,0,,,21.4,4.2,4.4,460,,,65,333,,,,,,,,,,,,,10.9,1.9,
91,6,Oats,"Avena, laminada, cruda",,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,0.1,
92,6,Oats,"Harina, de avena, cruda",,14.7,8.6,,,,,81,5,,,,,,438,0.41,0.09,0.8,,,,,,,,,,8.7,1.9,
93,6,Oats,"Hojuela, de avena",338,12.9,2.8,65.2,0,0,,55,6.6,,,,,,378,0.28,0.17,1.81,,,,,,,,,,12,1.8,
94,6,Oats,"Hojuela, de avena, con cáscara",358.99,8.9,4.8,70.1,0,0,,88,5.3,,,,,,253,0.24,0.12,1.12,,,,,,,,,,8.2,4.4,
95,6,Oats,"Hojuela, de avena, cruda",337.28,16.9,2.7,61.3,1,0,,52,6.3,,,,,,358,0.44,0.16,2.25,,,,,,,,,,11.9,2,
96,6,Oats,"Hojuela, de avena, cruda",,13.3,4,,,,,49,4.1,,,,,,407,0.15,0.09,1,,,,,,,,,,8.8,1.7,
97,6,Oats,"Hojuela, de avena, cruda, seca",,16.2,6.3,,0,0,,52,4.2,3.07,350,,,4,264,0.73,0.14,0.8,,,,,1.16,2.21,2.44,,,6.3,1.9,
98,8,Sorghum,"Sorgo, crudo",,9.3,5.9,,,,,191.6,5.94,,,,,,444.4,,,,,,,,,,,,,9.9,2.4,
99,13,Cereals; nes,"Cañahua, del altiplano, cruda",,13.4,2.4,,0,0,,90,60.8,,,,,,412,0.34,0.25,1,,,,,,,,,,11.5,4.8,
100,13,Cereals; nes,"Cañahua, dextrinizada",,14.6,4.7,,1,0,,157,13.6,,,,,,373,0.14,0.53,1.62,,,,,,,,,,7.3,5.6,
101,13,Cereals; nes,"Cañihua, amarilla",,14.3,5,,2.2,,,87,10.8,,,,,,335,0.62,0.51,1.2,,,,,,,,,,12,5.9,
102,13,Cereals; nes,"Cañihua, gris",,14,4.5,,1.1,,,110,13,,,,,,375,0.47,0.65,1.13,,,,,,,,,,12.4,5.1,
103,13,Cereals; nes,"Cañihua, parda",,13.8,3.5,,,,,141,12,,,,,,387,0.67,0.3,1.45,,,,,,,,,,12.2,5.3,
104,13,Cereals; nes,"Cañahua, gris",,14.22,4.3,,,,,122,13,,,,,,372,0.45,0.06,1.01,,,,,,,,,,10.91,5,
105,13,Cereals; nes,"Cañahua, parda",,14.06,3.88,,,,,128.2,12.8,,,,,,361,0.54,0.25,1,,,,,,,,,,11.79,5.2,
106,13,Cereals; nes,"Hojuela, de cañihua",,17.6,8.3,,,,,171,15,,,,,,496,0.57,0.75,1.56,,,,,,,,,,8.1,4.3,
107,13,Cereals; nes,"Hojuela, de cañahua",,14,4.7,,,,,120.1,13.02,,,,,,387,0.48,0.58,1.3,,,,,,,,,,8.3,5.3,
108,13,Cereals; nes,Amaranto,,13.2,7,,,,,249.3,6.6,,,,,,459,0.31,0.02,0.4,,,,,,,,,,11.2,2.1,
109,13,Cereals; nes,"Amaranto, semilla, cruda",,15.4,8.4,,,,,,8.22,4,,,,,,,,,,,,,,,,,,10.8,2.8,
110,13,Cereals; nes,"Amaranto, semilla, cruda",,15.3,7.6,,,,,,12.17,4.8,,,,,,,,,,,,,,,,,,11.2,2.29,
111,13,Cereals; nes,"Amaranto, semilla, cruda",,15.6,7.6,,,,,,10.89,3.8,,,,,,,,,,,,,,,,,,11.3,2.18,
112,13,Cereals; nes,"Amaranto, semilla, cruda",,14.4,7.4,,,,,,13.5,4.9,,,,,,,,,,,,,,,,,,11.5,2.47,
113,13,Cereals; nes,"Hojuela, de amaranto",,12.68,6.8,,,,,245,5.7,,,,,,465.2,0.01,0.01,1.01,,,,,,,,,,13,2,
114,14,Popcorn,"Maíz, palomero, crudo, seco",,12.2,4.6,,0,9,,17,1.8,,284,,,1,,0.6,0.14,2.6,,,,,0.5,1.3,2.4,,,9,1.8,
115,14,Popcorn,"Maíz, canguil",,,,,,,,12,3.6,3.27,230,,,20,248,,,,,,,,,,,,,11,1.3,
116,15,Quinoa,"Harina, de quinua",,10.8,6.3,,0,0,,41,8.7,,,,,,441,0.28,0.21,1.27,,,,,,,,,,9.9,2.4,
117,15,Quinoa,"Harina, de quinua",,9.1,2.6,,,,,181,3.7,,,,,,61,0.19,0.24,0.68,,,,,,,,,,13.7,2.5,
118,15,Quinoa,"Harina, de quinua dulce",,10.3,5.1,,0,0,,57,5.8,,,,,,314,0.24,0.2,0.94,,,,,,,,,,10.1,1.7,
119,15,Quinoa,"Hojuela, de quinua",,8.5,3.7,,,,,114,4.7,,,,,,60,0.13,0.38,1.1,,,,,,,,,,7,2.2,
120,15,Quinoa,"Quinoa, cruda",,4,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,2.5,
121,15,Quinoa,"Quinoa, cruda, lavada",365.6,16.5,8.4,56,,,,,,,,,,,,,,,,,,,,,,,,11,2.4,
122,15,Quinoa,"Quinoa, cruda, lavada",369.5,11.7,9.1,60.2,,,,,,,,,,,,,,,,,,,,,,,,10,2.7,
123,15,Quinoa,"Quinoa, cruda, lavada",372.8,15.2,7.2,61.8,,,,,,,,,,,,,,,,,,,,,,,,9.6,3.3,
124,15,Quinoa,Quinua,,16.4,2,,7,0,,55,5,,,,,,354,0.65,0.24,1.7,,,,,,,,,,13,3,
125,15,Quinoa,"Quinua, blanca, Junín",,12.2,6.2,,,,,85,4.2,,,,,,155,0.2,0.15,0.95,,,,,,,,,,11.8,2.6,
126,15,Quinoa,"Quinua, blanca, Puno",,11.5,8.2,,,,,120,,,,,,,165,0.12,0.14,1.35,,,,,,,,,,10.1,3.5,
127,15,Quinoa,"Quinua, cruda",,10.4,5.3,,2,0,,67,6.7,,,,,,345,0.26,0.28,,,,,,,,,,,9.2,2.8,
128,15,Quinoa,"Quinua, cruda",,13.5,5.4,,1,0,,62,3.1,,,,,,250,0.25,0.23,1.25,,,,,,,,,,10.2,2.8,
129,15,Quinoa,"Quinua, cruda",,11.8,5.7,,1,0,,51,9.7,,,,,,414,0.27,0.26,1.06,,,,,,,,,,9.7,3.1,
130,15,Quinoa,"Quinua, cruda",,13,7.4,,1.28,,,93.7,16.4,,,,,,140.1,0.3,0.6,1.4,,,,,,,,,,9.8,3,
131,15,Quinoa,"Quinua, cruda",,13.8,5.1,,0.5,,,171,9.5,,394,,,6,122,0.09,0.2,3,,,,,,,,,,11.7,6.1,
132,15,Quinoa,"Quinua, cruda",,13.6,5.8,,0.5,,,56,7.5,,,,,,242,0.48,0.03,1.4,,,,,,,,,,11.5,2.5,
133,15,Quinoa,"Quinua, dulce, blanca, Junín",,11.1,7.7,,2.2,,,93,4.3,,,,,,355,0.59,0.3,1.23,,,,,,,,,,11.1,2.7,
134,15,Quinoa,"Quinua, dulce, blanca, Puno",,11.6,5.3,,1.1,,,115,5.3,,,,,,226,0.73,0.21,1.09,,,,,,,,,,11.2,3,
135,15,Quinoa,"Quinua, dulce, cruda",,10.5,0.2,,0,0,,58,5.4,,,,,,347,0.26,0.25,1.06,,,,,,,,,,11.8,1.9,
136,15,Quinoa,"Quinua, dulce, rosada",,12.3,7.2,,1.1,,,80,4.3,,,,,,344,1,0.3,1.23,,,,,,,,,,11,2.4,
137,15,Quinoa,"Quinua, inflada",,10.6,6.3,,1,0,,47,4.2,,,,,,347,0.22,0.22,1.12,,,,,,,,,,9.7,3,
138,15,Quinoa,"Quinua, lacteada",,12.3,6.3,,0,0,,57,8.8,,,,,,438,0.17,0.22,1.25,,,,,,,,,,7,2.6,
139,15,Quinoa,"Quinua, rosada",,12.5,6.4,,,,,124,5.2,,,,,,205,0.24,0.25,1.6,,,,,,,,,,10.2,3.3,
140,15,Quinoa,"Sémola, de quinua",,19.5,10.7,,,,,76,3.6,,,,,,,0.21,0.25,1.84,,,,,,,,,,12.6,3.4,
141,15,Quinoa,"Quinua, dulce",,11.68,5.23,,,,,115.02,5.4,,,,,,247.2,0.26,0.25,1.06,,,,,,,,,,11.7,2.93,
142,15,Quinoa,"Quinua, surumi",,10.83,5,,,,,110.02,5,,,,,,238.9,,,,,,,,,,,,,11,2.8,
143,17,Cassava,"Mandioca, crua",133.4,1.3,0.28,31.42,,,,,,,,,,,,,,,,,,,,,,,,62.98,1.58,
144,17,Cassava,"Mandioca, crua",,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
145,17,Cassava,"Mandioca, crua",,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,
146,17,Cassava,"Mandioca, crua",,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,
147,17,Cassava,"Mandioca, crua",,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
148,17,Cassava,"Mandioca, crua",,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
149,17,Cassava,"Mandioca, crua",,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
150,17,Cassava,"Mandioca, crua",,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,
151,17,Cassava,"Mandioca, crua",,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,
152,17,Cassava,"Mandioca, crua",,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,
153,17,Cassava,"Mandioca, crua",,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,
154,17,Cassava,"Mandioca, crua",,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,
155,17,Cassava,"Mandioca, crua",,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,
156,17,Cassava,"Mandioca, cruda",,,,,42.8,,,4,2.34,,,,,,3,0.1,0.06,0.3,,,,,,,,,,,,
157,17,Cassava,"Yuca, amarilla",,0.6,0.2,,36.3,15,,35,0.4,,,,,,62,0.03,0.04,0.66,,,,,,,,,,59,1.1,
158,17,Cassava,"Yuca, blanca",,0.8,0.1,,30,3,,27,0.4,,,,,,35,0.04,0.03,0.5,,,,,,,,,,61.8,0.9,
159,17,Cassava,"Yuca, blanca",,0.8,0.2,,30.7,1,,25,0.5,,,,,,52,0.04,0.04,0.76,,,,,,,,,,58.9,0.8,
160,17,Cassava,"Yuca, cruda",107,4.8,0.5,20.7,,,,,,,,,,,,,,,,,,,,,,,,68,4.1,
161,17,Cassava,"Yuca, cruda",108.17,5.6,0.7,19.9,,,,,,,,,,,,,,,,,,,,,,,,69,2.8,
162,17,Cassava,"Yuca, cruda",158.3,3.8,3.1,28.8,,,,,,,,,,,,,,,,,,,,,,,,60,2.1,
163,17,Cassava,"Yuca, ra’z, cruda",,1.1,0.2,,41,0,,28,1.2,,,,,,55,0.05,0.1,0.76,,,,,,,,,,62.2,1,
164,17,Cassava,"Yuca, ra’z, cruda",,1,0.6,,19,1,,52,2.4,,764,,,8,34,0.06,0.04,0.7,,,,,0.1,0.1,0.04,,,68.7,0.4,
165,18,Potatoes,"Papa, amarilla",,2,0.4,,9,,,6,0.4,,,,,,52,0.07,0.06,1.85,,,,,,,,,,73.2,1.1,
166,18,Potatoes,"Papa, amarilla, cruda",,1.7,0.1,,17,0,,11,2.1,0.3,407,,,3,51,0.09,0.05,2,,,,,0.03,0,0.03,,,75.7,1.2,
167,18,Potatoes,"Papa, blanca",,2.1,0.1,,14,3,,9,0.5,,,,,,47,0.09,0.09,1.67,,,,,,,,,,74.5,1,
168,18,Potatoes,"Papa, comun",,1.9,0.1,,16,0,,2,0.6,,,,,,28,0.08,0.08,0.9,,,,,,,,,,75.4,1,
169,18,Potatoes,"Papa, comun, con cascara",,1.9,0.1,,20,0,,4,0.7,,,,,,26,0.08,0.09,1,,,,,,,,,,76.7,1,
170,18,Potatoes,"Papa, criolla, con cascara",,2.5,0.1,,15,6,,7,0.6,,,,,,54,0.08,0.06,2.5,,,,,,,,,,75.5,1,
171,18,Potatoes,"Papa, cruda",,2.7,0,,21.2,,,36,0.86,,493,,,24,72,0.13,0.11,1.9,,,,,,,,,,78,0.5,
172,18,Potatoes,"Papa, cruda",87.82,2.7,0.1,19,12,0,,4,1,,,,,,37,0.08,0.06,1.09,,,,,,,,,,75.5,0.6,
173,18,Potatoes,"Papa, cruda",,2.1,0.1,,14,0,,4,1.5,,,,,,40,0.09,0.06,1.35,,,,,,,,,,68.1,4,
174,18,Potatoes,"Papa, cruda",,2.8,0.1,,21,0,,8,1,,,,,,54,0.08,0.1,1.47,,,,,,,,,,75.9,0.8,
175,18,Potatoes,"Papa, cruda",,1.5,0.1,,12,0,,8,1,,,,,,37,0.1,0.09,1.62,,,,,,,,,,82.5,0.6,
176,18,Potatoes,"Papa, cruda",,2.4,0.1,,11,0,,7,1.4,,,,,,40,0.08,0.11,1.26,,,,,,,,,,83.5,1,
