#,GENuS_foodID,GENuS_FoodName,FCT_FoodName,Calories,Protein,Fat,Carbohydrates,Vitamin C,Vitamin A,Folate,Calcium,Iron,Zinc,Potassium,Dietary Fiber,Copper,Sodium,Phosphorus,Thiamin,Riboflavin,Niacin,B6,Choline,Magnesium,Manganese,Saturated FA,Monounsaturated FA,Polyunsaturated FA,Omega-3 (USDA only),B12 (USDA only),Water/moisture,Ash,Refuse
40,23,Roots and tubers; nes,"ARROWHEAD,RAW",99,5.33,0.29,20.23,1.1,0,14,10,2.57,0.28,922,,0.171,22,174,0.17,0.073,1.65,0.26,,51,0.36,,,,,0,72.48,1.67,25
41,23,Roots and tubers; nes,"YAMBEAN (JICAMA),RAW",38,0.72,0.09,8.82,20.2,1,12,12,0.6,0.16,150,4.9,0.048,4,18,0.02,0.029,0.2,0.042,13.6,12,0.06,0.021,0.005,0.043,,0,90.07,0.3,8
42,23,Roots and tubers; nes,"JERUSALEM-ARTICHOKES,RAW",73,2,0.01,17.44,4,1,13,14,3.4,0.12,429,1.6,0.14,4,78,0.2,0.06,1.3,0.077,30,17,0.06,0,0.004,0.001,,0,78.01,2.54,31
43,23,Roots and tubers; nes,"MOUNTAIN YAM,HAWAII,RAW",67,1.34,0.1,16.3,2.6,,14,26,0.44,0.27,418,2.5,0.11,13,34,0.102,0.019,0.481,0.179,,12,0.242,0.022,0.004,0.045,,0,81.44,0.82,17
44,24,Flour of roots and tubers,ARROWROOT FLOUR,357,0.3,0.1,88.15,0,0,7,40,0.33,0.07,11,3.4,0.04,2,5,0.001,0,0,0.005,,3,0.47,0.019,0.002,0.045,,0,11.37,0.08,0
45,24,Flour of roots and tubers,POTATO FLOUR,357,6.9,0.34,83.1,3.8,0,25,65,1.38,0.54,1001,5.9,0.197,55,168,0.228,0.051,3.507,0.769,39.5,65,0.313,0.09,0.008,0.15,,0,6.52,3.14,0
46,25,Sugar Cane,"SUGAR,TURBINADO",399,0,0,99.8,,,,12,0.37,0.03,29,,0.009,3,1,,,,,,2,0.046,,,,,,0.03,0.17,0
47,25,Sugar Cane,"SUGARS,GRANULATED",387,0,0,99.98,0,0,0,1,0.05,0.01,2,0,0.007,1,0,0,0.019,0,0,0,0,0.004,0,0,0,,0,0.02,0.01,0
48,26,Sugar; Non-Centrifugal,"SUGAR,TURBINADO",399,0,0,99.8,,,,12,0.37,0.03,29,,0.009,3,1,,,,,,2,0.046,,,,,,0.03,0.17,0
49,26,Sugar; Non-Centrifugal,"SUGARS,GRANULATED",387,0,0,99.98,0,0,0,1,0.05,0.01,2,0,0.007,1,0,0,0.019,0,0,0,0,0.004,0,0,0,,0,0.02,0.01,0
50,27,Sugar (Raw Equivalent),"SUGAR,TURBINADO",399,0,0,99.8,,,,12,0.37,0.03,29,,0.009,3,1,,,,,,2,0.046,,,,,,0.03,0.17,0
51,27,Sugar (Raw Equivalent),"SUGARS,GRANULATED",387,0,0,99.98,0,0,0,1,0.05,0.01,2,0,0.007,1,0,0,0.019,0,0,0,0,0.004,0,0,0,,0,0.02,0.01,0
52,28,Sweeteners; Other,"SUGARS,MAPLE",354,0.1,0.2,90.9,0,0,0,90,1.61,6.06,274,0,0.099,11,3,0.009,0.013,0.04,0.003,2.1,19,4.422,0.036,0.064,0.1,,0,8,0.8,0
53,28,Sweeteners; Other,"SYRUPS,MAPLE",260,0.04,0.06,67.04,0,0,0,102,0.11,1.47,212,0,0.018,12,2,0.066,1.27,0.081,0.002,1.6,21,2.908,0.007,0.011,0.017,,0,32.39,0.47,0
54,28,Sweeteners; Other,"SYRUPS,CORN,DK",286,0,0,77.59,0,0,0,18,0.37,0.04,44,0,0.053,155,11,0.011,0.009,0.02,0.009,13.3,8,0.1,0,0,0,,0,22.01,0.4,0
55,28,Sweeteners; Other,"SYRUPS,CORN,LT",283,0,0.2,76.79,0,0,0,13,0,0.44,1,0,0,62,0,0.059,0,0,0,0,1,0,0,0,0,,0,22.81,0.2,0
56,28,Sweeteners; Other,"SYRUPS,CORN,HIGH-FRUCTOSE",281,0,0,76,0,0,0,0,0.03,0.02,0,0,0.029,2,0,0,0.019,0,0,0,0,0.094,0,0,0,,0,24,0,0
57,28,Sweeteners; Other,"SYRUPS,MALT",318,6.2,0,71.3,0,0,12,61,0.96,0.14,320,0,0.2,35,236,0.011,0.393,8.12,0.5,,72,0.1,0,0,0,,0,21.1,1.3,0
58,29,Honey,HONEY,304,0.3,0,82.4,0.5,0,2,6,0.42,0.22,52,0.2,0.036,4,4,0,0.038,0.121,0.024,2.2,2,0.08,0,0,0,,0,17.1,0.2,0
59,30,Beans,"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,RAW",333,23.58,0.83,60.01,4.5,0,394,143,8.2,2.79,1406,24.9,0.958,24,407,0.529,0.219,2.06,0.397,,140,1.021,0.12,0.064,0.457,,0,11.75,3.83,0
60,30,Beans,"LIMA BNS,LRG,MATURE SEEDS,RAW",338,21.46,0.69,63.38,0,0,395,81,7.51,2.83,1724,19,0.74,18,385,0.507,0.202,1.537,0.512,96.7,224,1.672,0.161,0.062,0.309,,0,10.17,4.3,0
61,30,Beans,"BEANS,ADZUKI,MATURE SEEDS,RAW",329,19.87,0.53,62.9,0,1,622,66,4.98,5.04,1254,12.7,1.094,5,381,0.455,0.22,2.63,0.351,,127,1.73,0.191,0.05,0.113,,0,13.44,3.26,0
62,30,Beans,"MUNG BNS,MATURE SEEDS,RAW",347,23.86,1.15,62.62,4.8,6,625,132,6.74,2.68,1246,16.3,0.941,15,367,0.621,0.233,2.251,0.382,97.9,189,1.035,0.348,0.161,0.384,,0,9.05,3.32,0
63,30,Beans,"BEANS,BLACK TURTLE,MATURE SEEDS,RAW",339,21.25,0.9,63.25,0,0,444,160,8.7,2.2,1500,15.5,1,9,440,0.9,0.193,1.955,0.286,,160,1,0.232,0.078,0.387,,0,11,3.6,0
64,30,Beans,"BEANS,BLACK,MATURE SEEDS,RAW",341,21.6,1.42,62.36,0,0,444,123,5.02,3.65,1483,15.5,0.841,5,352,0.9,0.193,1.955,0.286,66.4,171,1.06,0.366,0.123,0.61,,0,11.02,3.6,0
65,30,Beans,"BEANS,GREAT NORTHERN,MATURE SEEDS,RAW",339,21.86,1.14,62.37,5.3,0,482,175,5.47,2.31,1387,20.2,0.837,14,447,0.653,0.237,1.955,0.447,,189,1.423,0.356,0.053,0.477,,0,10.7,3.93,0
66,30,Beans,"BEANS,NAVY,MATURE SEEDS,RAW",337,22.33,1.5,60.75,,0,364,147,5.49,3.65,1185,15.3,0.834,5,407,0.775,0.164,2.188,0.428,87.4,175,1.418,0.17,0.128,0.873,,0,12.1,3.32,0
67,30,Beans,"BEANS,PINTO,MATURE SEEDS,RAW",347,21.42,1.23,62.55,6.3,0,525,113,5.07,2.28,1393,15.5,0.893,12,411,0.713,0.212,1.174,0.474,66.2,176,1.148,0.235,0.229,0.407,,0,11.33,3.46,0
68,30,Beans,"BEANS,PINK,MATURE SEEDS,RAW",343,20.96,1.13,64.19,0,0,463,130,6.77,2.55,1464,12.7,0.81,8,415,0.772,0.192,1.892,0.527,67.2,182,1.376,0.292,0.098,0.487,,0,10.06,3.66,0
69,30,Beans,"BEANS,SML WHITE,MATURE SEEDS,RAW",336,21.11,1.18,62.25,0,0,386,173,7.73,2.81,1542,24.9,0.635,12,445,0.743,0.207,1.342,0.439,,183,1.278,0.304,0.102,0.507,,0,11.71,3.75,0
70,30,Beans,"BEANS,YEL,MATURE SEEDS,RAW",345,22,2.6,60.7,0,0,389,166,7.01,2.83,1042,25.1,0.639,12,488,0.69,0.33,2.43,0.442,,222,1.286,0.671,0.226,1.118,,0,11.1,3.6,0
71,30,Beans,"BEANS,WHITE,MATURE SEEDS,RAW",333,23.36,0.85,60.27,0,0,388,240,10.44,3.67,1795,15.2,0.984,16,301,0.437,0.146,0.479,0.318,66.2,190,1.796,0.219,0.074,0.364,,0,11.32,4.2,0
72,30,Beans,"BEANS,FRENCH,MATURE SEEDS,RAW",343,18.81,2.02,64.11,4.6,0,399,186,3.4,1.9,1316,25.2,0.44,18,304,0.535,0.221,2.083,0.401,,188,1.2,0.221,0.138,1.207,,0,10.77,4.3,0
73,31,Peas,"PEAS,GRN,SPLIT,MATURE SEEDS,RAW",352,23.82,1.16,63.74,1.8,7,274,37,4.82,3.55,823,25.5,0.815,15,321,0.726,0.215,2.889,0.174,95.5,49,1.22,0.161,0.242,0.495,,0,8.62,2.66,0
74,32,Broad beans; horse beans; dry,"BROADBEANS (FAVA BEANS),MATURE SEEDS,RAW",341,26.12,1.53,58.29,1.4,3,423,103,6.7,3.14,1062,25,0.824,13,421,0.555,0.333,2.832,0.366,95.8,192,1.626,0.254,0.303,0.627,,0,10.98,3.08,0
75,33,Chick peas,"CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,RAW",378,20.47,6.04,62.95,4,3,557,57,4.31,2.76,718,12.2,0.656,24,252,0.477,0.212,1.541,0.535,99.3,79,21.306,0.603,1.377,2.731,,0,7.68,2.85,0
76,34,Cow peas; dry,"COWPEAS,COMMON (BLACKEYES,CROWDER,SOUTHERN),MTRE SEEDS,RAW",336,23.52,1.26,60.03,1.5,3,633,110,8.27,3.37,1112,10.6,0.845,16,424,0.853,0.226,2.075,0.357,94.7,184,1.528,0.331,0.106,0.542,,0,11.95,3.24,0
77,35,Pigeon peas,"PIGEON PEAS (RED GM),MATURE SEEDS,RAW",343,21.7,1.49,62.78,0,1,456,130,5.23,2.76,1392,15,1.057,17,367,0.643,0.187,2.965,0.283,,183,1.791,0.33,0.012,0.814,,0,10.59,3.45,0
78,36,Lentils,"LENTILS,RAW",352,24.63,1.06,63.35,4.5,2,479,35,6.51,3.27,677,10.7,0.754,6,281,0.873,0.211,2.605,0.54,96.4,47,1.393,0.154,0.193,0.526,,0,8.26,2.71,0
79,39,Lupins,"LUPINS,MATURE SEEDS,RAW",371,36.17,9.74,40.37,4.8,0,355,176,4.36,4.75,1013,18.9,1.022,15,440,0.64,0.22,2.19,0.357,,198,2.382,1.156,3.94,2.439,,0,10.44,3.28,0
80,40,Pulses; nes,"HYACINTH BNS,MATURE SEEDS,RAW",344,23.9,1.69,60.74,0,0,23,130,5.1,9.3,1235,25.6,1.335,21,372,1.13,0.136,1.61,0.155,,283,1.573,0.288,0.076,0.715,,0,9.38,4.29,0
81,40,Pulses; nes,"WINGED BNS,MATURE SEEDS,RAW",409,29.65,16.32,41.71,0,0,45,440,13.44,4.48,977,25.9,2.88,38,451,1.03,0.45,3.09,0.175,,179,3.721,2.303,6.012,4.33,,0,8.34,3.98,0
82,40,Pulses; nes,"YARDLONG BNS,MATURE SEEDS,RAW",347,24.33,1.31,61.91,1.6,3,658,138,8.61,3.5,1157,11,0.879,17,559,0.887,0.235,2.158,0.371,,338,1.59,0.339,0.114,0.565,,0,8.43,4.03,0
83,40,Pulses; nes,"COWPEAS,CATJANG,MATURE SEEDS,RAW",343,23.85,2.07,59.64,1.5,2,639,85,9.95,6.11,1375,10.7,1.059,58,438,0.68,0.17,2.795,0.361,,333,1.544,0.542,0.173,0.889,,0,11.05,3.39,0
84,41,Flour of pulses,CHICKPEA FLOUR (BESAN),387,22.39,6.69,57.82,0,2,437,45,4.86,2.81,846,10.8,0.912,64,318,0.486,0.106,1.762,0.492,,166,1.6,0.693,1.504,2.983,,0,10.28,2.82,0
85,41,Flour of pulses,"SOY FLOUR,FULL-FAT,RAW",436,34.54,20.65,35.19,0,6,345,206,6.37,3.92,2515,9.6,2.92,13,494,0.581,1.16,4.32,0.461,190.6,429,2.275,2.987,4.561,11.657,,0,5.16,4.46,0
86,41,Flour of pulses,"PEANUT FLOUR,LOW FAT",428,33.8,21.9,31.27,0,0,133,130,4.74,5.99,1358,15.8,2.039,1,508,0.457,0.172,11.499,0.304,,48,4.231,3.04,10.866,6.921,,0,7.8,5.23,0
87,42,Brazil nuts; with shell,"BRAZILNUTS,DRIED,UNBLANCHED",659,14.32,67.1,11.74,0.7,0,22,160,2.43,4.06,659,7.5,1.743,3,725,0.617,0.035,0.295,0.101,28.8,376,1.223,16.134,23.879,24.399,,0,3.42,3.43,49
88,43,Cashew nuts; with shell,"NUTS,CASHEW NUTS,RAW",553,18.22,43.85,30.19,0.5,0,25,37,6.68,5.78,660,3.3,2.195,12,593,0.423,0.058,1.062,0.417,,292,1.655,7.783,23.797,7.845,,0,5.2,2.54,28
89,44,Chestnuts,"CHESTNUTS,EUROPEAN,DRIED,UNPEELED",374,6.39,4.45,77.31,15,0,109,67,2.38,0.35,986,11.7,0.65,37,175,0.295,0.36,0.85,0.663,,74,1.3,0.837,1.535,1.758,,0,9.45,2.4,20
90,45,Almonds; with shell,ALMONDS,579,21.15,49.93,21.55,0,0,44,269,3.71,3.12,733,12.5,1.031,1,481,0.205,1.138,3.618,0.137,52.1,270,2.179,3.802,31.551,12.329,,0,4.41,2.97,60
91,46,Walnuts; with shell,"WALNUTS,BLACK,DRIED",619,24.06,59.33,9.58,1.7,2,31,61,3.12,3.37,523,6.8,1.36,2,513,0.057,0.13,0.47,0.583,32.1,201,3.896,3.483,15.442,36.437,,0,4.56,2.47,76
92,46,Walnuts; with shell,"WALNUTS,ENGLISH",654,15.23,65.21,13.71,1.3,1,98,98,2.91,3.09,441,6.7,1.586,2,346,0.341,0.15,1.125,0.537,39.2,158,3.414,6.126,8.933,47.174,,0,4.07,1.78,55
93,47,Pistachios,"PISTACHIO NUTS,RAW",562,20.27,45.39,27.51,5.6,21,51,105,3.92,2.2,1025,10.3,1.3,1,490,0.87,0.16,1.3,1.7,,121,1.2,5.556,23.82,13.744,,0,3.91,2.91,47
94,49,Hazelnuts; with shell,HAZELNUTS OR FILBERTS,628,14.95,60.75,16.7,6.3,1,113,114,4.7,2.45,680,9.7,1.725,0,290,0.643,0.113,1.8,0.563,45.6,163,6.175,4.464,45.652,7.92,,0,5.31,2.29,59
95,51,Nuts; nes,PECANS,691,9.17,71.97,13.86,1.1,3,22,70,2.53,4.53,410,9.6,1.2,0,277,0.66,0.13,1.167,0.21,40.5,121,4.5,6.18,40.801,21.614,,0,3.52,1.49,47
96,51,Nuts; nes,"MACADAMIA NUTS,RAW",718,7.91,75.77,13.82,1.2,0,11,85,3.69,1.3,368,8.6,0.756,5,188,1.195,0.162,2.473,0.275,,130,4.131,12.061,58.877,1.502,,0,1.36,1.14,69
97,51,Nuts; nes,"NUTS,PILINUTS,DRIED",719,10.8,79.55,3.98,0.6,2,60,145,3.53,2.97,507,,0.958,3,575,0.913,0.093,0.519,0.115,,302,2.313,31.184,37.229,7.605,,0,2.77,2.91,81
98,51,Nuts; nes,"NUTS,PINE NUTS,DRIED",673,13.69,68.37,13.08,0.8,1,34,16,5.53,6.45,597,3.7,1.324,2,575,0.364,0.227,4.387,0.094,55.8,251,8.802,4.899,18.764,34.071,,0,2.28,2.59,23
99,52,Prepared nuts (exc. groundnuts),"ALMONDS,BLANCHED",590,21.4,52.52,18.67,0,0,49,236,3.28,2.97,659,9.9,1.027,19,481,0.191,0.711,3.5,0.115,52.1,268,1.835,3.953,33.415,12.368,,0,4.51,2.91,0
100,52,Prepared nuts (exc. groundnuts),"ALMONDS,DRY RSTD,WO/SALT",598,20.96,52.54,21.01,0,0,55,268,3.73,3.31,713,10.9,1.099,3,471,0.077,1.197,3.637,0.136,52.1,279,2.232,4.092,33.076,12.955,,0,2.41,3.07,0
101,52,Prepared nuts (exc. groundnuts),"ALMONDS,OIL RSTD,WO/SALT",607,21.23,55.17,17.68,0,0,27,291,3.68,3.07,699,10.5,0.955,1,466,0.092,0.781,3.665,0.118,52.1,274,2.46,4.208,34.793,13.519,,0,2.8,3.13,0
102,52,Prepared nuts (exc. groundnuts),"CASHEW NUTS,DRY RSTD,WO/SALT",574,15.31,46.35,32.69,0,0,69,45,6,5.6,565,3,2.22,16,490,0.2,0.2,1.4,0.256,61,260,0.826,9.157,27.317,7.836,,0,1.7,3.95,0
103,52,Prepared nuts (exc. groundnuts),"CASHEW NUTS,OIL RSTD,WO/SALT",580,16.84,47.77,29.87,0.3,0,25,43,6.05,5.35,632,3.3,2.043,13,531,0.363,0.218,1.736,0.323,61,273,1.668,8.478,25.923,8.546,,0,3.48,2.03,0
104,52,Prepared nuts (exc. groundnuts),"CASHEW BUTTER,PLN,WO/SALT",587,17.56,49.41,27.57,0,0,68,43,5.03,5.16,546,2,2.19,15,457,0.312,0.187,1.599,0.252,,258,0.815,9.763,29.122,8.354,,0,2.96,2.5,0
105,52,Prepared nuts (exc. groundnuts),"CHESTNUTS,CHINESE,BLD&STMD",153,2.88,0.76,33.64,24.7,7,46,12,0.97,0.6,306,,0.249,2,66,0.11,0.123,0.548,0.281,,58,1.097,0.112,0.399,0.197,,0,61.57,1.14,0
106,52,Prepared nuts (exc. groundnuts),"CHESTNUTS,CHINESE,ROASTED",239,4.48,1.19,52.36,38.4,0,72,19,1.5,0.93,477,,0.387,4,102,0.15,0.09,1.5,0.437,,90,1.708,0.175,0.62,0.307,,0,40.2,1.78,25
107,52,Prepared nuts (exc. groundnuts),"CHESTNUTS,EUROPEAN,BLD&STMD",131,2,1.38,27.76,26.7,1,38,46,1.73,0.25,715,,0.472,27,99,0.148,0.104,0.731,0.233,,54,0.854,0.26,0.476,0.545,,0,68.15,0.71,0
108,52,Prepared nuts (exc. groundnuts),"HAZELNUTS OR FILBERTS,BLANCHED",629,13.7,61.15,17,2,2,78,149,3.3,2.2,658,11,1.6,0,310,0.475,0.11,1.55,0.585,,160,12.65,4.669,48.192,5.558,,0,5.79,2.36,0
109,52,Prepared nuts (exc. groundnuts),"HAZELNUTS OR FILBERTS,DRY RSTD,WO/SALT",646,15.03,62.4,17.6,3.8,3,88,123,4.38,2.5,755,9.4,1.75,0,310,0.338,0.123,2.05,0.62,,173,5.55,4.511,46.608,8.463,,0,2.52,2.45,0
