iso3c,system,system_total,rgn_total,system_prop,animal
GAB,grassland,0,0,0,buffalo
GAB,mixed,0,0,1,buffalo
GBR,grassland,387.39846871512174,3434.481991679434,0.11279676808719763,buffalo
GBR,mixed,3047.083522964312,3434.481991679434,0.8872032319128024,buffalo
GEO,grassland,484.17274775575294,13127.511319083982,0.036882295203348396,buffalo
GEO,mixed,12643.33857132823,13127.511319083982,0.9631177047966516,buffalo
GHA,grassland,0,0,0,buffalo
GHA,mixed,0,0,1,buffalo
GIN,grassland,0,0,0,buffalo
GIN,mixed,0,0,1,buffalo
GLP,grassland,0,0,0,buffalo
GLP,mixed,0,0,1,buffalo
GMB,grassland,0,0,0,buffalo
GMB,mixed,0,0,1,buffalo
GNB,grassland,0,0,0,buffalo
GNB,mixed,0,0,1,buffalo
GNQ,grassland,0,0,0,buffalo
GNQ,mixed,0,0,1,buffalo
GRC,grassland,42.382949468786194,1074.6576863524488,0.03943855797713629,buffalo
GRC,mixed,1032.2747368836626,1074.6576863524488,0.9605614420228638,buffalo
GRL,grassland,0,0,0,buffalo
GRL,mixed,0,0,1,buffalo
GUF,grassland,0,0,0,buffalo
GUF,mixed,0,0,1,buffalo
GUM,grassland,0,0,0,buffalo
GUM,mixed,0,0,1,buffalo
GUY,grassland,0,0,0,buffalo
GUY,mixed,0,0,1,buffalo
HKG,grassland,0,0,0,buffalo
HKG,mixed,0,0,1,buffalo
HND,grassland,0,0,0,buffalo
HND,mixed,0,0,1,buffalo
HRV,grassland,0,0,0,buffalo
HRV,mixed,0,0,1,buffalo
HTI,grassland,0,0,0,buffalo
HTI,mixed,0,0,1,buffalo
IDN,grassland,14121.856161249121,1393360.0881415159,0.010135108850494677,buffalo
IDN,mixed,1379238.2319802667,1393360.0881415159,0.9898648911495054,buffalo
IND,grassland,304964.15913824225,97610223.81438959,0.0031243055001917205,buffalo
IND,mixed,97305259.65525134,97610223.81438959,0.9968756944998082,buffalo
IRL,grassland,0,0,0,buffalo
IRL,mixed,0,0,1,buffalo
IRN,grassland,1126.0497686135982,116191.83407730651,0.009691298683385939,buffalo
IRN,mixed,115065.78430869292,116191.83407730651,0.9903087013166141,buffalo
IRQ,grassland,109113.35085744342,292047.5337989853,0.3736150394358253,buffalo
IRQ,mixed,182934.18294154186,292047.5337989853,0.6263849605641746,buffalo
ISL,grassland,0,0,0,buffalo
ISL,mixed,0,0,1,buffalo
ISR,grassland,1.7509730331169318e-11,1.7509730331169318e-11,1,buffalo
ISR,mixed,0,1.7509730331169318e-11,0,buffalo
ITA,grassland,2698.063390571562,251505.09337996715,0.010727668987981092,buffalo
ITA,mixed,248807.02998939558,251505.09337996715,0.989272331012019,buffalo
JOR,grassland,91.9009009455372,100.00000047569597,0.9190090050836832,buffalo
JOR,mixed,8.09909953015877,100.00000047569597,0.0809909949163168,buffalo
JPN,grassland,0,0,0,buffalo
JPN,mixed,0,0,1,buffalo
KEN,grassland,0,0,0,buffalo
KEN,mixed,0,0,1,buffalo
KGZ,grassland,2.348017701314026,2.348017701314026,1,buffalo
KGZ,mixed,0,2.348017701314026,0,buffalo
KHM,grassland,70395.1508584898,593065.7726257574,0.11869703852039913,buffalo
KHM,mixed,522670.62176726764,593065.7726257574,0.881302961479601,buffalo
KOR,grassland,0,0,0,buffalo
KOR,mixed,0,0,1,buffalo
KWT,grassland,138.4391786421689,138.4391786421689,1,buffalo
KWT,mixed,0,138.4391786421689,0,buffalo
LAO,grassland,471777.52089095674,1030448.9413735135,0.4578368727926603,buffalo
LAO,mixed,558671.4204825568,1030448.9413735135,0.5421631272073397,buffalo
LBN,grassland,0,0,0,buffalo
LBN,mixed,0,0,1,buffalo
LBR,grassland,0,0,0,buffalo
LBR,mixed,0,0,1,buffalo
LBY,grassland,0,0,0,buffalo
LBY,mixed,0,0,1,buffalo
LKA,grassland,56.51805897692134,320669.1032949654,1.7625040390914607e-4,buffalo
LKA,mixed,320612.5852359885,320669.1032949654,0.9998237495960909,buffalo
MAR,grassland,0,0,0,buffalo
MAR,mixed,0,0,1,buffalo
MDG,grassland,0,0,0,buffalo
MDG,mixed,0,0,1,buffalo
MEX,grassland,474.2145521363728,542.9015056627184,0.8734817405921548,buffalo
MEX,mixed,68.6869535263456,542.9015056627184,0.1265182594078453,buffalo
MKD,grassland,3.224330772763218,401.97580095234207,0.0080212061649589,buffalo
MKD,mixed,398.75147017957886,401.97580095234207,0.9919787938350412,buffalo
MLI,grassland,0,0,0,buffalo
MLI,mixed,0,0,1,buffalo
MMR,grassland,663007.6991111632,2270423.797584755,0.29201935771482906,buffalo
MMR,mixed,1607416.0984735917,2270423.797584755,0.707980642285171,buffalo
MNE,grassland,0,0,0,buffalo
MNE,mixed,0,0,1,buffalo
MNP,grassland,0,0,0,buffalo
MNP,mixed,0,0,1,buffalo
MOZ,grassland,38.72799259432853,200.1034724777553,0.19353983274145214,buffalo
MOZ,mixed,161.37547988342678,200.1034724777553,0.8064601672585479,buffalo
MRT,grassland,0,0,0,buffalo
MRT,mixed,0,0,1,buffalo
MWI,grassland,0,251.47850677569326,0,buffalo
MWI,mixed,251.47850677569326,251.47850677569326,1,buffalo
MYS,grassland,726.4435342584298,96370.48175138592,0.007538029498830256,buffalo
MYS,mixed,95644.03821712748,96370.48175138592,0.9924619705011697,buffalo
NAM,grassland,0,0,0,buffalo
NAM,mixed,0,0,1,buffalo
NCL,grassland,0,0,0,buffalo
NCL,mixed,0,0,1,buffalo
NER,grassland,0,0,0,buffalo
NER,mixed,0,0,1,buffalo
NGA,grassland,0,0,0,buffalo
NGA,mixed,0,0,1,buffalo
NIC,grassland,0,0,0,buffalo
NIC,mixed,0,0,1,buffalo
NOR,grassland,0,0,0,buffalo
NOR,mixed,0,0,1,buffalo
NPL,grassland,44702.083767606404,2589418.0104436455,0.01726337099198116,buffalo
NPL,mixed,2544715.926676039,2589418.0104436455,0.9827366290080188,buffalo
NZL,grassland,0,0,0,buffalo
NZL,mixed,0,0,1,buffalo
OMN,grassland,0,0,0,buffalo
OMN,mixed,0,0,1,buffalo
PAK,grassland,705316.1681163348,28364657.997000936,0.02486602053128614,buffalo
PAK,mixed,27659341.8288846,28364657.997000936,0.9751339794687138,buffalo
PAN,grassland,1.3263096185596306,887.8395528543946,0.0014938618293086397,buffalo
PAN,mixed,886.5132432358349,887.8395528543946,0.9985061381706913,buffalo
PER,grassland,0,0,0,buffalo
PER,mixed,0,0,1,buffalo
PHL,grassland,21488.546156947643,2950415.703063821,0.007283226609264973,buffalo
PHL,mixed,2928927.1569068735,2950415.703063821,0.992716773390735,buffalo
PNG,grassland,0,73.25246792755938,0,buffalo
PNG,mixed,73.25246792755938,73.25246792755938,1,buffalo
POL,grassland,0,5.226027807211467e-5,0,buffalo
POL,mixed,5.226027807211467e-5,5.226027807211467e-5,1,buffalo
PRI,grassland,0,0,0,buffalo
PRI,mixed,0,0,1,buffalo
PRK,grassland,0,0,0,buffalo
PRK,mixed,0,0,1,buffalo
PRT,grassland,0,0,0,buffalo
PRT,mixed,0,0,1,buffalo
PRY,grassland,0,19.094285447896823,0,buffalo
PRY,mixed,19.094285447896823,19.094285447896823,1,buffalo
PSE,grassland,0,0,0,buffalo
PSE,mixed,0,0,1,buffalo
QAT,grassland,0,0,0,buffalo
QAT,mixed,0,0,1,buffalo
RUS,grassland,3.4420949300981745,8729.2585761387,3.9431698580989343e-4,buffalo
RUS,mixed,8725.816481208602,8729.2585761387,0.9996056830141901,buffalo
RWA,grassland,0,0,0,buffalo
RWA,mixed,0,0,1,buffalo
SAU,grassland,5.5465303859414625e-8,5.5465303859414625e-8,1,buffalo
SAU,mixed,0,5.5465303859414625e-8,0,buffalo
SDN,grassland,0,0,0,buffalo
SDN,mixed,0,0,1,buffalo
SEN,grassland,0,0,0,buffalo
SEN,mixed,0,0,1,buffalo
SJM,grassland,0,0,0,buffalo
SJM,mixed,0,0,1,buffalo
SLB,grassland,0,0,0,buffalo
SLB,mixed,0,0,1,buffalo
SLE,grassland,0,0,0,buffalo
SLE,mixed,0,0,1,buffalo
SLV,grassland,0,0.049035608089418654,0,buffalo
SLV,mixed,0.049035608089418654,0.049035608089418654,1,buffalo
SOM,grassland,0,0,0,buffalo
SOM,mixed,0,0,1,buffalo
SPM,grassland,0,0,0,buffalo
SPM,mixed,0,0,1,buffalo
SSD,grassland,0,0,0,buffalo
SSD,mixed,0,0,1,buffalo
SUR,grassland,8.942331882661518e-4,664.1755864708286,1.3463806958303903e-6,buffalo
SUR,mixed,664.1746922376403,664.1755864708286,0.9999986536193041,buffalo
SWZ,grassland,3.0592268354960144,61.30028643339426,0.04990558794239914,buffalo
SWZ,mixed,58.24105959789825,61.30028643339426,0.9500944120576009,buffalo
SYR,grassland,725.6313558958578,7032.357027507802,0.10318465815337229,buffalo
SYR,mixed,6306.725671611944,7032.357027507802,0.8968153418466277,buffalo
TCA,grassland,0,0,0,buffalo
TCA,mixed,0,0,1,buffalo
TCD,grassland,0,0,0,buffalo
TCD,mixed,0,0,1,buffalo
TGO,grassland,0,0,0,buffalo
TGO,mixed,0,0,1,buffalo
THA,grassland,58858.87677937375,1544148.7525620263,0.03811736186796516,buffalo
THA,mixed,1485289.8757826525,1544148.7525620263,0.9618826381320349,buffalo
TJK,grassland,8275.41347249066,14294.031308469504,0.5789418879744099,buffalo
TJK,mixed,6018.617835978844,14294.031308469504,0.42105811202559,buffalo
TKM,grassland,2.104427004631595e-6,2.104427004631595e-6,1,buffalo
TKM,mixed,0,2.104427004631595e-6,0,buffalo
TTO,grassland,0,3179.045926044686,0,buffalo
TTO,mixed,3179.045926044686,3179.045926044686,1,buffalo
TUN,grassland,0,0,0,buffalo
TUN,mixed,0,0,1,buffalo
TUR,grassland,1831.8331320758134,67927.49856684823,0.026967475186401652,buffalo
TUR,mixed,66095.66543477241,67927.49856684823,0.9730325248135984,buffalo
TWN,grassland,2.0455101556338096,3016.839018163988,6.780309268469626e-4,buffalo
TWN,mixed,3014.793508008354,3016.839018163988,0.999321969073153,buffalo
TZA,grassland,0,0,0,buffalo
TZA,mixed,0,0,1,buffalo
UGA,grassland,0,0,0,buffalo
UGA,mixed,0,0,1,buffalo
UKR,grassland,0,9.804133326383135e-4,0,buffalo
UKR,mixed,9.804133326383135e-4,9.804133326383135e-4,1,buffalo
URY,grassland,25.295592098129113,25.295592098129113,1,buffalo
URY,mixed,0,25.295592098129113,0,buffalo
USA,grassland,192899.8006908483,717346.4507815862,0.26890744420729196,buffalo
USA,mixed,524446.650090738,717346.4507815862,0.7310925557927082,buffalo
UZB,grassland,0,0.0125396193897888,0,buffalo
UZB,mixed,0.0125396193897888,0.0125396193897888,1,buffalo
VEN,grassland,23519.94120205173,173929.7261542304,0.13522669023922723,buffalo
VEN,mixed,150409.78495217866,173929.7261542304,0.8647733097607727,buffalo
VIR,grassland,0,0,0,buffalo
VIR,mixed,0,0,1,buffalo
VNM,grassland,112221.43924164542,2731996.4831822426,0.04107671438541874,buffalo
VNM,mixed,2619775.043940597,2731996.4831822426,0.9589232856145813,buffalo
VUT,grassland,0,0,0,buffalo
VUT,mixed,0,0,1,buffalo
XMI,grassland,0,0,0,buffalo
XMI,mixed,0,0,1,buffalo
YEM,grassland,0,0,0,buffalo
YEM,mixed,0,0,1,buffalo
ZAF,grassland,0,0,0,buffalo
ZAF,mixed,0,0,1,buffalo
ZMB,grassland,0,0,0,buffalo
ZMB,mixed,0,0,1,buffalo
ZWE,grassland,0,0,0,buffalo
ZWE,mixed,0,0,1,buffalo
AIA,grassland,0,0,1,buffalo
AIA,mixed,0,0,0,buffalo
AND,grassland,0,0,0,buffalo
AND,mixed,0,0,1,buffalo
ATG,grassland,0,0,0,buffalo
ATG,mixed,0,0,1,buffalo
BEL,grassland,0,0,0,buffalo
BEL,mixed,0,0,1,buffalo
BLR,grassland,3.607797297123567e-4,3.607797297123567e-4,0,buffalo
BLR,mixed,3.607797297123567e-4,3.607797297123567e-4,1,buffalo
BMU,grassland,0,0,1,buffalo
BMU,mixed,0,0,0,buffalo
BRB,grassland,0,0,0,buffalo
BRB,mixed,0,0,1,buffalo
COM,grassland,0,0,0,buffalo
COM,mixed,0,0,1,buffalo
CRI,grassland,0,0,0,buffalo
CRI,mixed,0,0,1,buffalo
CXR,grassland,4.627998120192405,4.627998120192405,0,buffalo
CXR,mixed,4.627998120192405,4.627998120192405,1,buffalo
CZE,grassland,0,0,0,buffalo
CZE,mixed,0,0,1,buffalo
DJI,grassland,0,0,1,buffalo
DJI,mixed,0,0,0,buffalo
ESH,grassland,0,0,1,buffalo
ESH,mixed,0,0,0,buffalo
FIN,grassland,0,0,0,buffalo
FIN,mixed,0,0,1,buffalo
FLK,grassland,0,0,0,buffalo
FLK,mixed,0,0,1,buffalo
FRO,grassland,0,0,0,buffalo
FRO,mixed,0,0,1,buffalo
GGY,grassland,0,0,0,buffalo
GGY,mixed,0,0,1,buffalo
GRD,grassland,0,0,0,buffalo
GRD,mixed,0,0,1,buffalo
GTM,grassland,1717.574662803005,1717.574662803005,0,buffalo
GTM,mixed,1717.574662803005,1717.574662803005,1,buffalo
HUN,grassland,0,0,0,buffalo
HUN,mixed,0,0,1,buffalo
IMN,grassland,0,0,0,buffalo
IMN,mixed,0,0,1,buffalo
JAM,grassland,0,0,0,buffalo
JAM,mixed,0,0,1,buffalo
JEY,grassland,0,0,0,buffalo
JEY,mixed,0,0,1,buffalo
KAZ,grassland,7743.090189413069,7743.090189413069,0,buffalo
KAZ,mixed,7743.090189413069,7743.090189413069,1,buffalo
KNA,grassland,0,0,0,buffalo
KNA,mixed,0,0,1,buffalo
LCA,grassland,0,0,0,buffalo
LCA,mixed,0,0,1,buffalo
LSO,grassland,0,0,0,buffalo
LSO,mixed,0,0,1,buffalo
LTU,grassland,0,0,0,buffalo
LTU,mixed,0,0,1,buffalo
LUX,grassland,0,0,0,buffalo
LUX,mixed,0,0,1,buffalo
LVA,grassland,0,0,0,buffalo
LVA,mixed,0,0,1,buffalo
MAF,grassland,0,0,1,buffalo
MAF,mixed,0,0,0,buffalo
MDA,grassland,16.91862118951428,16.91862118951428,0,buffalo
MDA,mixed,16.91862118951428,16.91862118951428,1,buffalo
MLT,grassland,0,0,0,buffalo
MLT,mixed,0,0,1,buffalo
MNG,grassland,521.8092510907861,521.8092510907861,0,buffalo
MNG,mixed,521.8092510907861,521.8092510907861,1,buffalo
MTQ,grassland,0,0,0,buffalo
MTQ,mixed,0,0,1,buffalo
MUS,grassland,14.009208634684136,14.009208634684136,0,buffalo
MUS,mixed,14.009208634684136,14.009208634684136,1,buffalo
MYT,grassland,0,0,0,buffalo
MYT,mixed,0,0,1,buffalo
NLD,grassland,0,0,0,buffalo
NLD,mixed,0,0,1,buffalo
PLW,grassland,0,0,0,buffalo
PLW,mixed,0,0,1,buffalo
REU,grassland,0,0,0,buffalo
REU,mixed,0,0,1,buffalo
ROU,grassland,12177.170293738027,12177.170293738027,0,buffalo
ROU,mixed,12177.170293738027,12177.170293738027,1,buffalo
SGP,grassland,0,0,0,buffalo
SGP,mixed,0,0,1,buffalo
SMR,grassland,0,0,0,buffalo
SMR,mixed,0,0,1,buffalo
SRB,grassland,0.7092316899132749,0.7092316899132749,0,buffalo
SRB,mixed,0.7092316899132749,0.7092316899132749,1,buffalo
STP,grassland,0,0,0,buffalo
STP,mixed,0,0,1,buffalo
SVK,grassland,178.45346907449587,178.45346907449587,0,buffalo
SVK,mixed,178.45346907449587,178.45346907449587,1,buffalo
SVN,grassland,0,0,0,buffalo
SVN,mixed,0,0,1,buffalo
SWE,grassland,0,0,0,buffalo
SWE,mixed,0,0,1,buffalo
TLS,grassland,92076.98200282326,92076.98200282326,0,buffalo
TLS,mixed,92076.98200282326,92076.98200282326,1,buffalo
VCT,grassland,0,0,0,buffalo
VCT,mixed,0,0,1,buffalo
VGB,grassland,0,0,1,buffalo
VGB,mixed,0,0,0,buffalo
XKO,grassland,0,0,0,buffalo
XKO,mixed,0,0,1,buffalo
ALA,grassland,NA,NA,0,buffalo
ALA,mixed,NA,NA,1,buffalo
ASM,grassland,NA,NA,0,buffalo
ASM,mixed,NA,NA,1,buffalo
IOT,grassland,NA,NA,0,buffalo
IOT,mixed,NA,NA,1,buffalo
CYM,grassland,NA,NA,0,buffalo
CYM,mixed,NA,NA,1,buffalo
CCK,grassland,NA,NA,0,buffalo
CCK,mixed,NA,NA,1,buffalo
COK,grassland,NA,NA,0,buffalo
COK,mixed,NA,NA,1,buffalo
PYF,grassland,NA,NA,0,buffalo
PYF,mixed,NA,NA,1,buffalo
GIB,grassland,NA,NA,0,buffalo
GIB,mixed,NA,NA,1,buffalo
KIR,grassland,NA,NA,0,buffalo
KIR,mixed,NA,NA,1,buffalo
LIE,grassland,NA,NA,0,buffalo
LIE,mixed,NA,NA,1,buffalo
MAC,grassland,NA,NA,0,buffalo
MAC,mixed,NA,NA,1,buffalo
MDV,grassland,NA,NA,0,buffalo
MDV,mixed,NA,NA,1,buffalo
MHL,grassland,NA,NA,0,buffalo
MHL,mixed,NA,NA,1,buffalo
FSM,grassland,NA,NA,0,buffalo
FSM,mixed,NA,NA,1,buffalo
MCO,grassland,NA,NA,0,buffalo
MCO,mixed,NA,NA,1,buffalo
MSR,grassland,NA,NA,0,buffalo
MSR,mixed,NA,NA,1,buffalo
NRU,grassland,NA,NA,0,buffalo
NRU,mixed,NA,NA,1,buffalo
NIU,grassland,NA,NA,0,buffalo
NIU,mixed,NA,NA,1,buffalo
NFK,grassland,NA,NA,0,buffalo
NFK,mixed,NA,NA,1,buffalo
PCN,grassland,NA,NA,0,buffalo
PCN,mixed,NA,NA,1,buffalo
BLM,grassland,NA,NA,0,buffalo
BLM,mixed,NA,NA,1,buffalo
SHN,grassland,NA,NA,0,buffalo
SHN,mixed,NA,NA,1,buffalo
WSM,grassland,NA,NA,0,buffalo
WSM,mixed,NA,NA,1,buffalo
SYC,grassland,NA,NA,0,buffalo
SYC,mixed,NA,NA,1,buffalo
SXM,grassland,NA,NA,0,buffalo
SXM,mixed,NA,NA,1,buffalo
TKL,grassland,NA,NA,0,buffalo
TKL,mixed,NA,NA,1,buffalo
TON,grassland,NA,NA,0,buffalo
TON,mixed,NA,NA,1,buffalo
TUV,grassland,NA,NA,0,buffalo
TUV,mixed,NA,NA,1,buffalo
WLF,grassland,NA,NA,0,buffalo
WLF,mixed,NA,NA,1,buffalo
