Country,Species,Production_system,Herd_type,Variable,Unit,Value
Western_Sahara,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,7270968.407137835
Western_Sahara,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Western_Sahara,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Western_Sahara,Sheep,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Western_Sahara,Sheep,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Western_Sahara,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Western_Sahara,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Western_Sahara,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Western_Sahara,Sheep,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,33017.83407842598
Western_Sahara,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,7270968.407137835
Western_Sahara,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,7270968.407137835
Western_Sahara,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Western_Sahara,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Western_Sahara,Goats,Grassland systems,Whole herd,HERD: total number of animals,heads/year,165063.0545538761
Western_Sahara,Goats,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,30210625.465713963
Western_Sahara,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,30210625.465713963
Western_Sahara,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Western_Sahara,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Western_Sahara,Goats,Grassland systems,Dairy,HERD: total number of animals,heads/year,165063.0545538761
Western_Sahara,Goats,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,30210625.465713963
Western_Sahara,Goats,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,30210625.465713963
Western_Sahara,Goats,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Western_Sahara,Goats,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Western_Sahara,Goats,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Western_Sahara,Goats,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Western_Sahara,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Western_Sahara,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Western_Sahara,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Yemen,Cattle,Grassland systems,Whole herd,HERD: total number of animals,heads/year,844106.510446977
Yemen,Cattle,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,1416708688.7565665
Yemen,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,1416708688.7565665
Yemen,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Yemen,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Yemen,Cattle,Grassland systems,Dairy,HERD: total number of animals,heads/year,712939.1563345781
Yemen,Cattle,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,1206762984.3976374
Yemen,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,1206762984.3976374
Yemen,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Yemen,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Yemen,Cattle,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,131167.35411239893
Yemen,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,209945704.3589292
Yemen,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,209945704.3589292
Yemen,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Yemen,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Yemen,Buffalo,Grassland systems,Whole herd,HERD: total number of animals,heads/year,377254.07082100376
Yemen,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,988584703.0951684
Yemen,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,974822397.9977658
Yemen,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Yemen,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,13762305.097402582
Yemen,Buffalo,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Yemen,Buffalo,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Yemen,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Yemen,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Yemen,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Yemen,Buffalo,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,377254.07082100376
Yemen,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,988584703.0951684
Yemen,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,974822397.9977658
Yemen,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Yemen,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,13762305.097402582
Yemen,Sheep,Grassland systems,Whole herd,HERD: total number of animals,heads/year,6982680.333939201
Yemen,Sheep,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,1821537713.7934794
Yemen,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,1781459134.8746443
Yemen,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Yemen,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,40078578.91883492
Yemen,Sheep,Grassland systems,Dairy,HERD: total number of animals,heads/year,3302743.310996011
Yemen,Sheep,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,870783445.3125311
Yemen,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,840158640.6312408
Yemen,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Yemen,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,30624804.681290224
Yemen,Sheep,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,3679937.0229431903
Yemen,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,950754268.4809482
Yemen,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,941300494.2434036
Yemen,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Yemen,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,9453774.237544691
Yemen,Goats,Grassland systems,Whole herd,HERD: total number of animals,heads/year,7437226.987771448
Yemen,Goats,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,1785826549.946422
Yemen,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,1729457160.4534698
Yemen,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Yemen,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,56369389.49295223
Yemen,Goats,Grassland systems,Dairy,HERD: total number of animals,heads/year,4461877.664602215
Yemen,Goats,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,1082042095.7693367
Yemen,Goats,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,1040160645.2671843
Yemen,Goats,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Yemen,Goats,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,41881450.502152435
Yemen,Goats,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,2975349.323169232
Yemen,Goats,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,703784454.1770854
Yemen,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,689296515.1862856
Yemen,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Yemen,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,14487938.990799796
Zambia,Cattle,Grassland systems,Whole herd,HERD: total number of animals,heads/year,2240902.1370883486
Zambia,Cattle,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,3950072244.2797966
Zambia,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,3831806161.6842628
Zambia,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Zambia,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,118266082.5955337
Zambia,Cattle,Grassland systems,Dairy,HERD: total number of animals,heads/year,512895.809223451
Zambia,Cattle,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,1071200812.5830692
Zambia,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,1010512158.6214701
Zambia,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Zambia,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,60688653.96159914
Zambia,Cattle,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,1728006.3278648974
Zambia,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,2878871431.6967273
Zambia,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,2821294003.062793
Zambia,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Zambia,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,57577428.63393456
Zambia,Buffalo,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Zambia,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Zambia,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Zambia,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Zambia,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Zambia,Buffalo,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Zambia,Buffalo,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Zambia,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Zambia,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Zambia,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Zambia,Buffalo,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Zambia,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Zambia,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Zambia,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Zambia,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Zambia,Sheep,Grassland systems,Whole herd,HERD: total number of animals,heads/year,180469.20549968194
Zambia,Sheep,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,43031886.472213484
Zambia,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,43031886.472213484
Zambia,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Zambia,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Zambia,Sheep,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Zambia,Sheep,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Zambia,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Zambia,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Zambia,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Zambia,Sheep,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,180469.20549968194
Zambia,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,43031886.472213484
Zambia,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,43031886.472213484
Zambia,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Zambia,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Zambia,Goats,Grassland systems,Whole herd,HERD: total number of animals,heads/year,1619538.8323165542
Zambia,Goats,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,364081613.3495549
Zambia,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,364081613.3495549
Zambia,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Zambia,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Zambia,Goats,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Zambia,Goats,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Zambia,Goats,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Zambia,Goats,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Zambia,Goats,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Zambia,Goats,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,1619538.8323165542
Zambia,Goats,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,364081613.3495549
Zambia,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,364081613.3495549
Zambia,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Zambia,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Zimbabwe,Cattle,Grassland systems,Whole herd,HERD: total number of animals,heads/year,2525262.5866497685
Zimbabwe,Cattle,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,1675905998.6368332
Zimbabwe,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,1530451876.4736187
Zimbabwe,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Zimbabwe,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,145454122.16321453
Zimbabwe,Cattle,Grassland systems,Dairy,HERD: total number of animals,heads/year,1386027.969302923
Zimbabwe,Cattle,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,1675905998.6368332
Zimbabwe,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,1530451876.4736187
Zimbabwe,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Zimbabwe,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,145454122.16321453
Zimbabwe,Cattle,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,1139234.6173468456
Zimbabwe,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Zimbabwe,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Zimbabwe,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Zimbabwe,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Zimbabwe,Buffalo,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Zimbabwe,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Zimbabwe,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Zimbabwe,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Zimbabwe,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Zimbabwe,Buffalo,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Zimbabwe,Buffalo,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Zimbabwe,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Zimbabwe,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Zimbabwe,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Zimbabwe,Buffalo,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Zimbabwe,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Zimbabwe,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Zimbabwe,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Zimbabwe,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Zimbabwe,Sheep,Grassland systems,Whole herd,HERD: total number of animals,heads/year,137135.5960644036
Zimbabwe,Sheep,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,50458113.2031007
Zimbabwe,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,50458113.2031007
Zimbabwe,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Zimbabwe,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Zimbabwe,Sheep,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Zimbabwe,Sheep,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Zimbabwe,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Zimbabwe,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Zimbabwe,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Zimbabwe,Sheep,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,137135.5960644036
Zimbabwe,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,50458113.2031007
Zimbabwe,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,50458113.2031007
Zimbabwe,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Zimbabwe,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Zimbabwe,Goats,Grassland systems,Whole herd,HERD: total number of animals,heads/year,1187245.3004736986
Zimbabwe,Goats,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,318266587.8191005
Zimbabwe,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,318266587.8191005
