iso3c,animal,system,product,headcount,kg_dm,kg_dm_per_head
KIR,buffaloes,grassland,meat,0,0,2553.6630536843745
KIR,sheep,grassland,milk,0,0,253.68687400051996
KIR,sheep,grassland,meat,0,0,264.5374561005152
KIR,goats,grassland,milk,0,0,199.8261874269004
KIR,goats,grassland,meat,17159.728104397152,3889778.5397127676,226.68066277320665
KWT,cows,grassland,milk,22748.229462789375,42461314.38831661,1866.5766695281975
KWT,cows,grassland,meat,0,0,1762.682751282521
KWT,buffaloes,grassland,milk,0,0,3132.5417012168887
KWT,buffaloes,grassland,meat,12858.839885696032,29036930.65498133,2258.1298867623
KWT,sheep,grassland,milk,0,0,274.59535942650024
KWT,sheep,grassland,meat,425455.1778215436,117299839.321204,275.70434075291763
KWT,goats,grassland,milk,75844.12555167492,17538526.222459305,231.24435933419485
KWT,goats,grassland,meat,86956.98729812594,20929853.821567718,240.69203030012045
KGZ,cows,grassland,milk,1002908.174214682,3658213244.7302094,3647.605372839582
KGZ,cows,grassland,meat,0,0,1921.7635829237
KGZ,buffaloes,grassland,milk,0,0,2670.8162072918117
KGZ,buffaloes,grassland,meat,0,0,2746.815435299427
KGZ,sheep,grassland,milk,489065.35658393824,210493757.31523022,430.40005692798076
KGZ,sheep,grassland,meat,2589749.6878256854,981289249.3600872,378.91277831718276
KGZ,goats,grassland,milk,277572.3306131853,75346301.83469862,271.44745179842323
KGZ,goats,grassland,meat,519698.33026760595,134597151.31902042,258.99092508092707
LAO,cows,grassland,milk,62965.93011689202,134440529.73149413,2135.1313239066635
LAO,cows,grassland,meat,741923.1287575471,1546382259.5062926,2084.289058484972
LAO,buffaloes,grassland,milk,0,0,2178.9826562814956
LAO,buffaloes,grassland,meat,716528.7192759366,1548507953.8597138,2161.124756345433
LAO,sheep,grassland,milk,0,0,216.07250301639905
LAO,sheep,grassland,meat,10967.587155078156,2591766.508721426,236.3114577595492
LAO,goats,grassland,milk,0,0,245.16227120387492
LAO,goats,grassland,meat,222181.21787309472,51247568.1887338,230.65661750943028
LVA,cows,grassland,milk,115904.53807273341,267784302.51211804,2310.3866937813577
LVA,cows,grassland,meat,0,0,2070.8534146907487
LVA,buffaloes,grassland,milk,0,0,1625.849168917518
LVA,buffaloes,grassland,meat,0,0,1969.2300419101177
LVA,sheep,grassland,milk,0,0,209.31420142409814
LVA,sheep,grassland,meat,20438.142702634337,4125418.713798786,201.8490023199147
LVA,goats,grassland,milk,0,0,291.35004212809986
LVA,goats,grassland,meat,0,0,217.89452508248303
LBN,cows,grassland,milk,0,0,2341.6873265397526
LBN,cows,grassland,meat,0,0,1762.682751282521
LBN,buffaloes,grassland,milk,0,0,3132.5417012168887
LBN,buffaloes,grassland,meat,0,0,2713.012736171676
LBN,sheep,grassland,milk,72832.80816857389,18075293.218258098,248.17515173137699
LBN,sheep,grassland,meat,0,0,275.37943961335424
LBN,goats,grassland,milk,73223.05285991449,19130978.780178472,261.2698874598768
LBN,goats,grassland,meat,0,0,251.99787171932917
LSO,cows,grassland,milk,225169.00772596005,187653445.2635152,833.389315690804
LSO,cows,grassland,meat,127016.09693763312,0,2062.73903208294
LSO,buffaloes,grassland,milk,0,0,3301.837936933596
LSO,buffaloes,grassland,meat,0,0,2553.6630536843745
LSO,sheep,grassland,milk,0,0,235.50070705255615
LSO,sheep,grassland,meat,800889.7691905728,171226417.52055556,213.7952363826638
LSO,goats,grassland,milk,0,0,283.1041529667701
LSO,goats,grassland,meat,617336.1081969967,172513654.9443654,279.44850893010613
LBR,cows,grassland,milk,0,0,1544.399654623579
LBR,cows,grassland,meat,0,0,1508.6382149325848
LBR,buffaloes,grassland,milk,0,0,3301.837936933596
LBR,buffaloes,grassland,meat,0,0,2553.6630536843745
LBR,sheep,grassland,milk,0,0,233.14947923016828
LBR,sheep,grassland,meat,39821.31190889455,8101423.160663918,203.4444063319363
LBR,goats,grassland,milk,0,0,209.91788493459822
LBR,goats,grassland,meat,41851.59241670545,6818985.300499256,162.9325171812912
LBY,cows,grassland,milk,188901.63267719405,336301621.92362535,1780.3002396401564
LBY,cows,grassland,meat,0,0,1570.3281152732202
LBY,buffaloes,grassland,milk,0,0,3301.837936933596
LBY,buffaloes,grassland,meat,0,0,2553.6630536843745
LBY,sheep,grassland,milk,3418568.454638886,788170534.1059182,230.55572663358444
LBY,sheep,grassland,meat,1710327.460536426,390203117.8380238,228.14526857660388
LBY,goats,grassland,milk,991877.784232802,169794333.60163572,171.1847329386133
LBY,goats,grassland,meat,880582.7224546068,146242906.2799418,166.07514836572378
LIE,cows,grassland,milk,0,0,2396.6285530100495
LIE,cows,grassland,meat,0,0,2190.0267173121597
LIE,buffaloes,grassland,milk,0,0,1625.849168917518
LIE,buffaloes,grassland,meat,0,0,1969.2300419101177
LIE,sheep,grassland,milk,0,0,223.84639871906916
LIE,sheep,grassland,meat,0,0,232.40035807437422
LIE,goats,grassland,milk,0,0,245.58092279401856
LIE,goats,grassland,meat,0,0,178.60888245972234
LTU,cows,grassland,milk,95215.55500401829,214609124.18046784,2253.9292468694944
LTU,cows,grassland,meat,0,0,2070.8534146907487
LTU,buffaloes,grassland,milk,0,0,1625.849168917518
LTU,buffaloes,grassland,meat,0,0,1969.2300419101177
LTU,sheep,grassland,milk,0,0,209.31420142409814
LTU,sheep,grassland,meat,0,0,213.72059130629273
LTU,goats,grassland,milk,0,0,291.35004212809986
LTU,goats,grassland,meat,0,0,217.89452508248303
LUX,cows,grassland,milk,45448.81273332627,112585092.99123856,2477.1844679824444
LUX,cows,grassland,meat,32496.72822525099,70558205.9011296,2171.240298778867
LUX,buffaloes,grassland,milk,0,0,1625.849168917518
LUX,buffaloes,grassland,meat,0,0,1969.2300419101177
LUX,sheep,grassland,milk,0,0,223.84639871906916
LUX,sheep,grassland,meat,0,0,232.40035807437422
LUX,goats,grassland,milk,0,0,245.58092279401856
LUX,goats,grassland,meat,0,0,178.60888245972234
MDG,cows,grassland,milk,4353581.140404255,6740766147.132589,1548.3267521015287
MDG,cows,grassland,meat,3612054.1711708354,4828155363.204601,1336.678558627367
MDG,buffaloes,grassland,milk,0,0,3301.837936933596
MDG,buffaloes,grassland,meat,0,0,2553.6630536843745
MDG,sheep,grassland,milk,0,0,238.18160071852955
MDG,sheep,grassland,meat,582744.2777271803,126983152.29900904,217.905446955685
MDG,goats,grassland,milk,0,0,211.90820289974906
MDG,goats,grassland,meat,1011049.0458546554,199772955.3046896,197.5897768004107
XMI,cows,grassland,milk,0,0,1992.5969191484562
XMI,cows,grassland,meat,0,0,1570.3281152732202
XMI,buffaloes,grassland,milk,0,0,3301.837936933596
XMI,buffaloes,grassland,meat,0,0,2553.6630536843745
XMI,sheep,grassland,milk,0,0,238.38142462381916
XMI,sheep,grassland,meat,0,0,232.47395344238993
XMI,goats,grassland,milk,0,0,187.48674036811775
XMI,goats,grassland,meat,0,0,167.79539065294836
MWI,cows,grassland,milk,161360.35341566295,269457007.9004953,1669.9083894937703
MWI,cows,grassland,meat,445583.4237883174,626375085.6783303,1405.7414442237
MWI,buffaloes,grassland,milk,0,0,3301.837936933596
MWI,buffaloes,grassland,meat,0,0,2553.6630536843745
MWI,sheep,grassland,milk,0,0,238.18160071852955
MWI,sheep,grassland,meat,140696.9876037345,32319120.532239456,229.70726724629327
MWI,goats,grassland,milk,0,0,211.90820289974906
MWI,goats,grassland,meat,2503751.885126783,497112553.6466932,198.5470511673807
MYS,cows,grassland,milk,136144.02135614844,289731967.3910963,2128.128466494806
MYS,cows,grassland,meat,107442.88695361171,219021888.12264335,2038.495933352998
MYS,buffaloes,grassland,milk,0,0,2178.9826562814956
MYS,buffaloes,grassland,meat,43888.23282005648,90288532.53298151,2057.23782279337
MYS,sheep,grassland,milk,0,0,216.07250301639905
MYS,sheep,grassland,meat,35977.62726677963,7487582.078376811,208.11772891122698
MYS,goats,grassland,milk,0,0,245.16227120387492
MYS,goats,grassland,meat,131649.98104570067,41221580.480754815,313.1149746724631
MDV,cows,grassland,milk,0,0,1888.083726105623
MDV,cows,grassland,meat,0,0,1741.4628099767604
MDV,buffaloes,grassland,milk,0,0,2843.405209494458
MDV,buffaloes,grassland,meat,0,0,2708.2357837859226
MDV,sheep,grassland,milk,0,0,212.71213015033246
MDV,sheep,grassland,meat,0,0,223.83384056134867
MDV,goats,grassland,milk,0,0,215.08129381688514
MDV,goats,grassland,meat,0,0,201.44447403882634
MLI,cows,grassland,milk,2811697.5714742146,4680531882.054734,1664.6640554590876
MLI,cows,grassland,meat,1484246.9685831121,2374233993.8393617,1599.621925524865
MLI,buffaloes,grassland,milk,0,0,3301.837936933596
MLI,buffaloes,grassland,meat,0,0,2553.6630536843745
MLI,sheep,grassland,milk,7650258.076989105,1806276330.306344,236.10658779464814
MLI,sheep,grassland,meat,206713.97585412307,46004936.15440164,222.5535838315406
MLI,goats,grassland,milk,11001545.11585008,2198138651.3744903,199.80272118391818
MLI,goats,grassland,meat,0,0,178.31801750218872
MLT,cows,grassland,milk,0,0,2332.0061274728405
MLT,cows,grassland,meat,0,0,2213.784689455979
MLT,buffaloes,grassland,milk,0,0,1625.849168917518
MLT,buffaloes,grassland,meat,0,0,1969.2300419101177
MLT,sheep,grassland,milk,0,0,206.92052844029536
MLT,sheep,grassland,meat,0,0,260.6676518001507
MLT,goats,grassland,milk,0,0,226.20697028893227
MLT,goats,grassland,meat,0,0,257.8608604654041
MHL,cows,grassland,milk,0,0,2110.426304224341
MHL,cows,grassland,meat,0,0,1919.2046089400646
MHL,buffaloes,grassland,milk,0,0,2736.120699098977
MHL,buffaloes,grassland,meat,0,0,2553.6630536843745
MHL,sheep,grassland,milk,0,0,253.68687400051996
MHL,sheep,grassland,meat,0,0,264.5374561005152
MHL,goats,grassland,milk,0,0,199.8261874269004
MHL,goats,grassland,meat,11411.93044480446,2283919.2010978623,200.13434292685056
MTQ,cows,grassland,milk,0,0,2179.0810195813524
MTQ,cows,grassland,meat,0,0,1972.9170556150248
MTQ,buffaloes,grassland,milk,0,0,3358.572676103807
MTQ,buffaloes,grassland,meat,0,0,3170.871731986684
MTQ,sheep,grassland,milk,0,0,313.1057762532239
MTQ,sheep,grassland,meat,0,0,231.1404424858868
MTQ,goats,grassland,milk,0,0,235.85346910577044
MTQ,goats,grassland,meat,0,0,170.44684947185294
MRT,cows,grassland,milk,835615.2445485898,1445835170.2962155,1730.2642331247491
MRT,cows,grassland,meat,704719.3713326595,1152477513.076978,1635.3708439965053
MRT,buffaloes,grassland,milk,0,0,3301.837936933596
MRT,buffaloes,grassland,meat,0,0,2553.6630536843745
MRT,sheep,grassland,milk,4250711.212077118,1075881780.5379338,253.10629841922432
MRT,sheep,grassland,meat,4100011.8761987714,934323995.09508,227.88324114839304
MRT,goats,grassland,milk,3283393.308886245,709910699.83358,216.21250732047932
MRT,goats,grassland,meat,2034482.3547872822,368854557.57916766,181.30142869572035
MUS,cows,grassland,milk,0,0,1618.4360333828224
MUS,cows,grassland,meat,0,0,1400.7215131502144
MUS,buffaloes,grassland,milk,0,0,3301.837936933596
MUS,buffaloes,grassland,meat,0,0,2553.6630536843745
MUS,sheep,grassland,milk,0,0,238.18160071852955
MUS,sheep,grassland,meat,0,0,234.4060756199724
MUS,goats,grassland,milk,0,0,211.90820289974906
MUS,goats,grassland,meat,0,0,210.35281899325653
MYT,cows,grassland,milk,0,0,1618.4360333828224
MYT,cows,grassland,meat,0,0,1400.7215131502144
MYT,buffaloes,grassland,milk,0,0,3301.837936933596
MYT,buffaloes,grassland,meat,0,0,2553.6630536843745
MYT,sheep,grassland,milk,0,0,238.18160071852955
MYT,sheep,grassland,meat,0,0,234.4060756199724
MYT,goats,grassland,milk,0,0,211.90820289974906
MYT,goats,grassland,meat,0,0,210.35281899325653
MEX,cows,grassland,milk,3249406.4378728177,11399644001.927483,3508.2234924696318
MEX,cows,grassland,meat,13052320.707234275,33976251733.54347,2603.081283063483
MEX,buffaloes,grassland,milk,0,0,3358.572676103807
MEX,buffaloes,grassland,meat,0,0,3170.871731986684
MEX,sheep,grassland,milk,0,0,313.1057762532239
MEX,sheep,grassland,meat,5205076.348735629,1895043384.8900306,364.0760015653484
MEX,goats,grassland,milk,1379837.609187206,445286856.3161266,322.70960970430644
MEX,goats,grassland,meat,5456668.566628032,1349835467.6828535,247.37354875064165
MCO,cows,grassland,milk,0,0,2396.6285530100495
MCO,cows,grassland,meat,0,0,2190.0267173121597
MCO,buffaloes,grassland,milk,0,0,1625.849168917518
MCO,buffaloes,grassland,meat,0,0,1969.2300419101177
MCO,sheep,grassland,milk,0,0,223.84639871906916
MCO,sheep,grassland,meat,0,0,232.40035807437422
MCO,goats,grassland,milk,0,0,245.58092279401856
MCO,goats,grassland,meat,0,0,178.60888245972234
MNG,cows,grassland,milk,1164715.8006773253,1726679133.8311567,1482.4896621364876
MNG,cows,grassland,meat,286128.73801199044,405649661.77363336,1417.7172995347091
MNG,buffaloes,grassland,milk,0,0,2114.042351121596
MNG,buffaloes,grassland,meat,20021.337808911852,35177184.53301071,1756.9847164435096
MNG,sheep,grassland,milk,2966852.365018459,587881375.7993728,198.1498583249238
MNG,sheep,grassland,meat,7996628.108220844,1798495915.4826422,224.90678460259002
MNG,goats,grassland,milk,4418922.9245216185,819114406.5239148,185.36517167531048
MNG,goats,grassland,meat,6951398.334304936,1443772116.672759,207.6952070992376
MNE,cows,grassland,milk,36985.048575921166,73003158.03933655,1973.8559458555017
MNE,cows,grassland,meat,0,0,2213.784689455979
MNE,buffaloes,grassland,milk,0,0,1625.849168917518
MNE,buffaloes,grassland,meat,0,0,1969.2300419101177
MNE,sheep,grassland,milk,63878.82376218683,12583943.983753458,196.99711489056162
MNE,sheep,grassland,meat,0,0,260.6676518001507
MNE,goats,grassland,milk,0,0,226.20697028893227
MNE,goats,grassland,meat,0,0,257.8608604654041
MSR,cows,grassland,milk,0,0,2179.0810195813524
MSR,cows,grassland,meat,0,0,1972.9170556150248
MSR,buffaloes,grassland,milk,0,0,3358.572676103807
MSR,buffaloes,grassland,meat,0,0,3170.871731986684
MSR,sheep,grassland,milk,0,0,313.1057762532239
MSR,sheep,grassland,meat,0,0,231.1404424858868
MSR,goats,grassland,milk,0,0,235.85346910577044
MSR,goats,grassland,meat,0,0,170.44684947185294
MAR,cows,grassland,milk,1546598.430456871,3003854021.4540205,1942.2326845157024
MAR,cows,grassland,meat,0,0,1570.3281152732202
MAR,buffaloes,grassland,milk,0,0,3301.837936933596
MAR,buffaloes,grassland,meat,0,0,2553.6630536843745
MAR,sheep,grassland,milk,812190.9490231196,183413717.6912572,225.82585771469388
MAR,sheep,grassland,meat,6537931.125747939,1435456227.1969666,219.55817514562003
MAR,goats,grassland,milk,3570685.27972153,539220724.7705727,151.01323206301322
MAR,goats,grassland,meat,333108.1895142067,48593522.382936224,145.87909848089689
MOZ,cows,grassland,milk,613049.7912172779,1009814797.2097874,1647.1986642466493
MOZ,cows,grassland,meat,52962.69543402393,77118730.26402128,1456.0952691708962
MOZ,buffaloes,grassland,milk,0,0,3301.837936933596
MOZ,buffaloes,grassland,meat,0,0,2553.6630536843745
MOZ,sheep,grassland,milk,0,0,238.18160071852955
MOZ,sheep,grassland,meat,170286.8390399307,40520765.40959623,237.95594326637587
MOZ,goats,grassland,milk,324976.3650309612,69303420.48340362,213.25680246562217
MOZ,goats,grassland,meat,2314413.739223171,580266700.3702189,250.71865524138497
MMR,cows,grassland,milk,2007893.74867973,4349620367.16213,2166.260226678916
MMR,cows,grassland,meat,1387949.9785731286,2998416046.689271,2160.3199632394317
MMR,buffaloes,grassland,milk,710501.8843450247,1548171283.2431297,2178.9826562814956
MMR,buffaloes,grassland,meat,831396.3158855435,1890814495.5063262,2274.2637408639066
MMR,sheep,grassland,milk,0,0,216.07250301639905
MMR,sheep,grassland,meat,0,0,223.79474392562935
MMR,goats,grassland,milk,220463.44755505497,46497879.136304796,210.90969796566014
MMR,goats,grassland,meat,184770.64663118872,41224105.538758345,223.1096025822959
NAM,cows,grassland,milk,522438.8016600254,1041925624.752651,1994.3496184471367
NAM,cows,grassland,meat,1408384.4183340494,2554048207.7944193,1813.4595743508391
NAM,buffaloes,grassland,milk,0,0,3301.837936933596
NAM,buffaloes,grassland,meat,0,0,2553.6630536843745
NAM,sheep,grassland,milk,0,0,235.50070705255615
NAM,sheep,grassland,meat,2771738.8709472935,728399980.057496,262.7953115253428
NAM,goats,grassland,milk,0,0,283.1041529667701
NAM,goats,grassland,meat,1582707.6380000208,486062014.57392395,307.10789719074927
NRU,cows,grassland,milk,0,0,2110.426304224341
NRU,cows,grassland,meat,0,0,1919.2046089400646
NRU,buffaloes,grassland,milk,0,0,2736.120699098977
NRU,buffaloes,grassland,meat,0,0,2553.6630536843745
NRU,sheep,grassland,milk,0,0,253.68687400051996
NRU,sheep,grassland,meat,0,0,264.5374561005152
NRU,goats,grassland,milk,0,0,199.8261874269004
NRU,goats,grassland,meat,0,0,213.4075028500286
NPL,cows,grassland,milk,1438802.2943198357,2626635735.496616,1825.5709946155625
NPL,cows,grassland,meat,1998089.019322249,3502794935.9812794,1753.07251183905
NPL,buffaloes,grassland,milk,1383166.0482662993,3753913594.3429213,2714.000679129007
NPL,buffaloes,grassland,meat,916000.6232221526,2431225594.9358907,2654.1746078553256
NPL,sheep,grassland,milk,496320.9325181774,93494948.91711083,188.37599382066492
NPL,sheep,grassland,meat,59586.95074350793,12226172.395464342,205.18204477507012
NPL,goats,grassland,milk,1995569.1708819894,314650686.4515742,157.6746579586148
NPL,goats,grassland,meat,2049484.9130952242,339710804.13088477,165.75423510575555
BES,cows,grassland,milk,0,0,2179.0810195813524
BES,cows,grassland,meat,0,0,1972.9170556150248
BES,buffaloes,grassland,milk,0,0,3358.572676103807
BES,buffaloes,grassland,meat,0,0,3170.871731986684
BES,sheep,grassland,milk,0,0,313.1057762532239
BES,sheep,grassland,meat,0,0,231.1404424858868
BES,goats,grassland,milk,0,0,235.85346910577044
BES,goats,grassland,meat,0,0,170.44684947185294
NLD,cows,grassland,milk,351197.71364733914,754131040.6667031,2147.3119310337424
NLD,cows,grassland,meat,0,0,2190.0267173121597
NLD,buffaloes,grassland,milk,0,0,1625.849168917518
NLD,buffaloes,grassland,meat,0,0,1969.2300419101177
NLD,sheep,grassland,milk,0,0,223.84639871906916
NLD,sheep,grassland,meat,105718.89468815332,24813709.290963475,234.7140439195687
NLD,goats,grassland,milk,19364.785146601378,4568572.095888486,235.92165166316315
NLD,goats,grassland,meat,0,0,178.60888245972234
NCL,cows,grassland,milk,0,0,1765.3568352594216
NCL,cows,grassland,meat,0,0,1782.468601651388
NCL,buffaloes,grassland,milk,0,0,2736.120699098977
NCL,buffaloes,grassland,meat,0,0,2553.6630536843745
NCL,sheep,grassland,milk,0,0,253.68687400051996
NCL,sheep,grassland,meat,0,0,282.506685453993
NCL,goats,grassland,milk,0,0,199.8261874269004
NCL,goats,grassland,meat,0,0,226.67502424557546
NZL,cows,grassland,milk,4967111.096689481,11237092100.926912,2262.2993289633278
NZL,cows,grassland,meat,0,0,2171.7495672605282
NZL,buffaloes,grassland,milk,0,0,2736.120699098977
NZL,buffaloes,grassland,meat,0,0,2553.6630536843745
NZL,sheep,grassland,milk,0,0,253.68687400051996
NZL,sheep,grassland,meat,15608703.711410511,4738008295.107973,303.54912122806985
NZL,goats,grassland,milk,0,0,199.8261874269004
NZL,goats,grassland,meat,51214.613110160535,13883382.320978304,271.08244069159946
NIC,cows,grassland,milk,1200926.43615697,4060582207.0716934,3381.20811135258
NIC,cows,grassland,meat,534073.579329639,1458329229.9046044,2730.5773705096535
NIC,buffaloes,grassland,milk,0,0,3358.572676103807
NIC,buffaloes,grassland,meat,0,0,3170.871731986684
NIC,sheep,grassland,milk,0,0,313.1057762532239
NIC,sheep,grassland,meat,0,0,349.80724966990596
NIC,goats,grassland,milk,0,0,317.25591808782843
NIC,goats,grassland,meat,0,0,240.67210479915545
NER,cows,grassland,milk,1344194.1359741953,2107576215.8086207,1567.9105862793915
NER,cows,grassland,meat,2360511.3582253316,3502719982.148079,1483.8818588788647
NER,buffaloes,grassland,milk,0,0,3301.837936933596
NER,buffaloes,grassland,meat,0,0,2553.6630536843745
NER,sheep,grassland,milk,2792195.751118901,625902947.8460007,224.16155729596898
NER,sheep,grassland,meat,1788957.341883958,369854230.39742124,206.74290087203883
NER,goats,grassland,milk,4115021.719400007,766116836.1797087,186.17564825184272
NER,goats,grassland,meat,577817.558929223,95020140.96577686,164.44661380983734
NGA,cows,grassland,milk,813891.2198363114,1338176535.520422,1644.1712392345921
NGA,cows,grassland,meat,1718224.7310116377,2639227491.0310717,1536.0199649071376
NGA,buffaloes,grassland,milk,0,0,3301.837936933596
NGA,buffaloes,grassland,meat,0,0,2553.6630536843745
NGA,sheep,grassland,milk,0,0,233.14947923016828
NGA,sheep,grassland,meat,3839607.5068532005,796818420.0316432,207.52600848118612
NGA,goats,grassland,milk,0,0,209.91788493459822
NGA,goats,grassland,meat,8082120.760917044,1291057229.527569,159.7423829362676
NIU,cows,grassland,milk,0,0,2110.426304224341
NIU,cows,grassland,meat,0,0,1953.2660651258843
NIU,buffaloes,grassland,milk,0,0,2736.120699098977
NIU,buffaloes,grassland,meat,0,0,2553.6630536843745
NIU,sheep,grassland,milk,0,0,253.68687400051996
NIU,sheep,grassland,meat,0,0,280.5140120029873
NIU,goats,grassland,milk,0,0,199.8261874269004
NIU,goats,grassland,meat,0,0,228.33099458144392
NFK,cows,grassland,milk,0,0,2455.495773189261
NFK,cows,grassland,meat,0,0,2171.7495672605282
NFK,buffaloes,grassland,milk,0,0,2736.120699098977
NFK,buffaloes,grassland,meat,0,0,2553.6630536843745
NFK,sheep,grassland,milk,0,0,253.68687400051996
NFK,sheep,grassland,meat,18519.36128385826,5747193.425013089,310.33432184415693
NFK,goats,grassland,milk,0,0,199.8261874269004
NFK,goats,grassland,meat,0,0,250.87985334129377
MNP,cows,grassland,milk,0,0,2110.426304224341
MNP,cows,grassland,meat,0,0,1919.2046089400646
MNP,buffaloes,grassland,milk,0,0,2736.120699098977
MNP,buffaloes,grassland,meat,0,0,2553.6630536843745
MNP,sheep,grassland,milk,0,0,253.68687400051996
MNP,sheep,grassland,meat,10914.367031845011,2691107.0838756845,246.56556592093716
MNP,goats,grassland,milk,0,0,199.8261874269004
MNP,goats,grassland,meat,0,0,213.4075028500286
NOR,cows,grassland,milk,529716.8449157398,1165243574.0889978,2199.7480073988377
NOR,cows,grassland,meat,155756.94280990132,321412048.9231647,2063.5487775042084
NOR,buffaloes,grassland,milk,0,0,1625.849168917518
NOR,buffaloes,grassland,meat,0,0,1969.2300419101177
NOR,sheep,grassland,milk,0,0,209.31420142409814
NOR,sheep,grassland,meat,2079331.7558129157,418225388.67192507,201.1345171364536
NOR,goats,grassland,milk,62185.93192888182,18117873.887254868,291.35004212809986
NOR,goats,grassland,meat,0,0,217.89452508248303
OMN,cows,grassland,milk,312428.1892295722,617682982.0986018,1977.039855532141
OMN,cows,grassland,meat,0,0,1762.682751282521
OMN,buffaloes,grassland,milk,0,0,3132.5417012168887
OMN,buffaloes,grassland,meat,44649.00986560883,134228649.9000135,3006.307425495765
OMN,sheep,grassland,milk,426899.10717669217,125008773.07276195,292.82978336382706
OMN,sheep,grassland,meat,0,0,275.37943961335424
OMN,goats,grassland,milk,1703118.3554605185,501611810.5580049,294.52551488846495
OMN,goats,grassland,meat,0,0,251.99787171932917
PAK,cows,grassland,milk,8245379.965382542,15044828354.692112,1824.6373627239034
PAK,cows,grassland,meat,600231.6730300369,991720806.9498252,1652.2300496798298
PAK,buffaloes,grassland,milk,3108792.0660218354,8875590230.493946,2854.9964236918527
PAK,buffaloes,grassland,meat,336292.3593974305,875254069.2851238,2602.6582074401163
PAK,sheep,grassland,milk,679682.7398687087,166512157.56278354,244.98511996192218
PAK,sheep,grassland,meat,12309503.920346264,2763495740.3101716,224.50098380832515
PAK,goats,grassland,milk,5047594.297418966,1207286376.345791,239.18054922978342
PAK,goats,grassland,meat,16036994.903673606,3123622971.2599363,194.7760780633787
PLW,cows,grassland,milk,0,0,2110.426304224341
PLW,cows,grassland,meat,0,0,1919.2046089400646
PLW,buffaloes,grassland,milk,0,0,2736.120699098977
PLW,buffaloes,grassland,meat,0,0,2553.6630536843745
PLW,sheep,grassland,milk,0,0,253.68687400051996
PLW,sheep,grassland,meat,0,0,264.5374561005152
PLW,goats,grassland,milk,0,0,199.8261874269004
PLW,goats,grassland,meat,0,0,213.4075028500286
PAN,cows,grassland,milk,138164.25626718558,468051731.1856991,3387.647021242373
PAN,cows,grassland,meat,367645.73465367476,935952677.5999131,2545.8004523881887
PAN,buffaloes,grassland,milk,0,0,3358.572676103807
PAN,buffaloes,grassland,meat,0,0,3170.871731986684
PAN,sheep,grassland,milk,0,0,313.1057762532239
PAN,sheep,grassland,meat,45256.99635077142,15256045.969042223,337.0980665795374
PAN,goats,grassland,milk,0,0,317.25591808782843
PAN,goats,grassland,meat,0,0,240.67210479915545
PNG,cows,grassland,milk,0,0,1765.3568352594216
PNG,cows,grassland,meat,48172.75925126905,79001800.92631988,1639.9683587615687
PNG,buffaloes,grassland,milk,0,0,2736.120699098977
PNG,buffaloes,grassland,meat,0,0,2553.6630536843745
PNG,sheep,grassland,milk,0,0,253.68687400051996
PNG,sheep,grassland,meat,0,0,282.506685453993
PNG,goats,grassland,milk,0,0,199.8261874269004
PNG,goats,grassland,meat,0,0,226.67502424557546
PRY,cows,grassland,milk,284042.90075496,1085790839.8722646,3822.629740036917
PRY,cows,grassland,meat,6358395.415823379,17701992018.825817,2784.034471145501
PRY,buffaloes,grassland,milk,0,0,3358.572676103807
PRY,buffaloes,grassland,meat,0,0,3170.871731986684
PRY,sheep,grassland,milk,0,0,313.1057762532239
PRY,sheep,grassland,meat,249838.67949246653,81544209.28735004,326.38744910516897
PRY,goats,grassland,milk,0,0,250.47471263951374
PRY,goats,grassland,meat,103242.14183186769,25296059.385868233,245.01680163768273
PER,cows,grassland,milk,1468081.7048879263,5560933240.921705,3787.8908390498796
PER,cows,grassland,meat,2674162.9430680145,7455001576.624656,2787.7888278833448
PER,buffaloes,grassland,milk,0,0,3358.572676103807
PER,buffaloes,grassland,meat,0,0,3170.871731986684
PER,sheep,grassland,milk,0,0,313.1057762532239
PER,sheep,grassland,meat,10541949.176916257,2963293642.40493,281.0954210340593
PER,goats,grassland,milk,518048.8601896598,145840878.19357735,281.51954265507777
PER,goats,grassland,meat,989163.6560246039,252768131.71886182,255.53722094352264
PHL,cows,grassland,milk,0,0,2301.6585564995708
PHL,cows,grassland,meat,198968.04764982863,405970157.96319675,2040.378657570581
PHL,buffaloes,grassland,milk,0,0,2178.9826562814956
PHL,buffaloes,grassland,meat,417671.32737266534,882836166.297424,2113.7102511940384
PHL,sheep,grassland,milk,0,0,216.07250301639905
PHL,sheep,grassland,meat,0,0,223.79474392562935
PHL,goats,grassland,milk,0,0,245.16227120387492
PHL,goats,grassland,meat,397657.9651426592,89807548.92496726,225.84119217315046
PCN,cows,grassland,milk,0,0,2110.426304224341
PCN,cows,grassland,meat,0,0,1953.2660651258843
PCN,buffaloes,grassland,milk,0,0,2736.120699098977
PCN,buffaloes,grassland,meat,0,0,2553.6630536843745
PCN,sheep,grassland,milk,0,0,253.68687400051996
PCN,sheep,grassland,meat,0,0,280.5140120029873
PCN,goats,grassland,milk,0,0,199.8261874269004
PCN,goats,grassland,meat,0,0,228.33099458144392
POL,cows,grassland,milk,1021520.4744850524,2345723275.122743,2296.305687172076
POL,cows,grassland,meat,0,0,2227.1297406967506
POL,buffaloes,grassland,milk,0,0,1625.849168917518
POL,buffaloes,grassland,meat,0,0,1969.2300419101177
POL,sheep,grassland,milk,0,0,200.0651006327087
