nutrient,rate,split_rest_names,iso3c
K2O,9,cott,ABW
K2O,9,cott,AZE
K2O,9,cott,BHS
K2O,9,cott,BHR
K2O,9,cott,BRB
K2O,9,cott,BLZ
K2O,9,cott,BEN
K2O,9,cott,BMU
K2O,9,cott,BTN
K2O,9,cott,BOL
K2O,9,cott,BES
K2O,9,cott,BIH
K2O,9,cott,BWA
K2O,9,cott,IOT
K2O,9,cott,VGB
K2O,9,cott,BRN
K2O,9,cott,BFA
K2O,9,cott,BDI
K2O,9,cott,KHM
K2O,9,cott,CMR
K2O,9,cott,CPV
K2O,9,cott,CYM
K2O,9,cott,CAF
K2O,9,cott,TCD
K2O,9,cott,CXR
K2O,9,cott,CCK
K2O,9,cott,COL
K2O,9,cott,COM
K2O,9,cott,COK
K2O,9,cott,CRI
K2O,9,cott,CIV
K2O,9,cott,CUB
K2O,9,cott,CUW
K2O,9,cott,COD
K2O,9,cott,DJI
K2O,9,cott,DOM
K2O,9,cott,DMA
K2O,9,cott,ECU
K2O,9,cott,SLV
K2O,9,cott,GNQ
K2O,9,cott,ERI
K2O,9,cott,ETH
K2O,9,cott,FLK
K2O,9,cott,FJI
K2O,9,cott,GUF
K2O,9,cott,PYF
K2O,9,cott,GAB
K2O,9,cott,GMB
K2O,9,cott,GEO
K2O,9,cott,GHA
K2O,9,cott,GRL
K2O,9,cott,GRD
K2O,9,cott,GLP
K2O,9,cott,GUM
K2O,9,cott,GTM
K2O,9,cott,GNB
K2O,9,cott,GIN
K2O,9,cott,GUY
K2O,9,cott,HTI
K2O,9,cott,HND
K2O,9,cott,ISL
K2O,9,cott,IRQ
K2O,9,cott,IMN
K2O,9,cott,ISR
K2O,9,cott,JAM
K2O,9,cott,JEY
K2O,9,cott,JOR
K2O,9,cott,KAZ
K2O,9,cott,KEN
K2O,9,cott,KIR
K2O,9,cott,XKO
K2O,9,cott,KWT
K2O,9,cott,KGZ
K2O,9,cott,LAO
K2O,9,cott,LBN
K2O,9,cott,LSO
K2O,9,cott,LBR
K2O,9,cott,LBY
K2O,9,cott,LIE
K2O,9,cott,MKD
K2O,9,cott,MDG
K2O,9,cott,MWI
K2O,9,cott,MDV
K2O,9,cott,MLI
K2O,9,cott,MHL
K2O,9,cott,MTQ
K2O,9,cott,MRT
K2O,9,cott,MUS
K2O,9,cott,MYT
K2O,9,cott,FSM
K2O,9,cott,MDA
K2O,9,cott,MCO
K2O,9,cott,MNG
K2O,9,cott,MNE
K2O,9,cott,MSR
K2O,9,cott,MOZ
K2O,9,cott,MMR
K2O,9,cott,"NAM"
K2O,9,cott,NRU
K2O,9,cott,NPL
K2O,9,cott,NCL
K2O,9,cott,NIC
K2O,9,cott,NER
K2O,9,cott,NGA
K2O,9,cott,NIU
K2O,9,cott,NFK
K2O,9,cott,PRK
K2O,9,cott,MNP
K2O,9,cott,NOR
K2O,9,cott,OMN
K2O,9,cott,PLW
K2O,9,cott,PSE
K2O,9,cott,PAN
K2O,9,cott,PNG
K2O,9,cott,PRY
K2O,9,cott,PER
K2O,9,cott,PCN
K2O,9,cott,XMI
K2O,9,cott,PRI
K2O,9,cott,QAT
K2O,9,cott,COG
K2O,9,cott,REU
K2O,9,cott,RWA
K2O,9,cott,BLM
K2O,9,cott,MAF
K2O,9,cott,SHN
K2O,9,cott,KNA
K2O,9,cott,LCA
K2O,9,cott,SPM
K2O,9,cott,VCT
K2O,9,cott,WSM
K2O,9,cott,SMR
K2O,9,cott,STP
K2O,9,cott,SAU
K2O,9,cott,SEN
K2O,9,cott,SRB
K2O,9,cott,SYC
K2O,9,cott,SLE
K2O,9,cott,SGP
K2O,9,cott,SXM
K2O,9,cott,SLB
K2O,9,cott,SOM
K2O,9,cott,KOR
K2O,9,cott,SSD
K2O,9,cott,LKA
K2O,9,cott,SDN
K2O,9,cott,SUR
K2O,9,cott,SWZ
K2O,9,cott,CHE
K2O,9,cott,SYR
K2O,9,cott,TWN
K2O,9,cott,TJK
K2O,9,cott,TZA
K2O,9,cott,TLS
K2O,9,cott,TGO
K2O,9,cott,TKL
K2O,9,cott,TON
K2O,9,cott,TTO
K2O,9,cott,TUN
K2O,9,cott,TKM
K2O,9,cott,TCA
K2O,9,cott,TUV
K2O,9,cott,UGA
K2O,9,cott,ARE
K2O,9,cott,URY
K2O,9,cott,VUT
K2O,9,cott,VEN
K2O,9,cott,VIR
K2O,9,cott,WLF
K2O,9,cott,ESH
K2O,9,cott,YEM
K2O,9,cott,ZMB
K2O,9,cott,ZWE
N,169,ofib,CHN
N,169,ofib,MAC
N,169,ofib,HKG
N,169,cott,CHN
N,169,cott,MAC
N,169,cott,HKG
N,118,ofib,IND
N,118,cott,IND
N,63,ofib,USA
N,63,cott,USA
N,76,ofib,AUT
N,76,ofib,BEL
N,76,ofib,BGR
N,76,ofib,HRV
N,76,ofib,CYP
N,76,ofib,CZE
N,76,ofib,DNK
N,76,ofib,EST
N,76,ofib,FIN
N,76,ofib,FRA
N,76,ofib,DEU
N,76,ofib,GRC
N,76,ofib,HUN
N,76,ofib,IRL
N,76,ofib,ITA
N,76,ofib,LVA
N,76,ofib,LTU
N,76,ofib,LUX
N,76,ofib,MLT
N,76,ofib,NLD
N,76,ofib,POL
N,76,ofib,PRT
N,76,ofib,SVK
N,76,ofib,SVN
N,76,ofib,ESP
N,76,ofib,SWE
N,76,ofib,ROU
N,76,ofib,GBR
N,76,ofib,GGY
N,76,ofib,FRO
N,76,ofib,GIB
N,76,ofib,ALA
N,76,ofib,SJM
N,76,cott,AUT
N,76,cott,BEL
N,76,cott,BGR
N,76,cott,HRV
N,76,cott,CYP
N,76,cott,CZE
N,76,cott,DNK
N,76,cott,EST
N,76,cott,FIN
N,76,cott,FRA
N,76,cott,DEU
N,76,cott,GRC
N,76,cott,HUN
N,76,cott,IRL
N,76,cott,ITA
N,76,cott,LVA
N,76,cott,LTU
N,76,cott,LUX
N,76,cott,MLT
N,76,cott,NLD
N,76,cott,POL
N,76,cott,PRT
N,76,cott,SVK
N,76,cott,SVN
N,76,cott,ESP
N,76,cott,SWE
N,76,cott,ROU
N,76,cott,GBR
N,76,cott,GGY
N,76,cott,FRO
N,76,cott,GIB
N,76,cott,ALA
N,76,cott,SJM
N,127,ofib,BRA
N,127,cott,BRA
N,18,ofib,IDN
N,18,cott,IDN
N,201,ofib,PAK
N,201,cott,PAK
N,0,ofib,CAN
N,0,cott,CAN
N,5,ofib,RUS
N,5,cott,RUS
N,124,ofib,VNM
N,124,cott,VNM
N,0,ofib,MYS
N,0,cott,MYS
N,205,ofib,AUS
N,205,cott,AUS
N,106,ofib,TUR
N,106,cott,TUR
N,103,ofib,THA
N,103,cott,THA
N,39,ofib,BGD
N,39,cott,BGD
N,59,ofib,MEX
N,59,cott,MEX
N,139,ofib,IRN
N,139,cott,IRN
N,25,ofib,BLR
N,25,cott,BLR
N,6,ofib,ARG
N,6,cott,ARG
N,203,ofib,EGY
N,203,cott,EGY
N,0,ofib,JPN
N,0,cott,JPN
N,0,ofib,UKR
N,0,cott,UKR
N,47,ofib,ZAF
N,47,cott,ZAF
N,184,ofib,UZB
N,184,cott,UZB
N,0,ofib,PHL
N,0,cott,PHL
N,138,ofib,NZL
N,138,cott,NZL
N,21,ofib,CHL
N,21,cott,CHL
N,0,ofib,MAR
N,0,cott,MAR
N,49,ofib,AFG
N,49,ofib,ALB
N,49,ofib,DZA
N,49,ofib,ASM
N,49,ofib,AND
N,49,ofib,AGO
N,49,ofib,AIA
N,49,ofib,ATG
N,49,ofib,ARM
N,49,ofib,ABW
N,49,ofib,AZE
N,49,ofib,BHS
N,49,ofib,BHR
N,49,ofib,BRB
N,49,ofib,BLZ
N,49,ofib,BEN
N,49,ofib,BMU
N,49,ofib,BTN
N,49,ofib,BOL
N,49,ofib,BES
N,49,ofib,BIH
N,49,ofib,BWA
N,49,ofib,IOT
N,49,ofib,VGB
N,49,ofib,BRN
N,49,ofib,BFA
N,49,ofib,BDI
N,49,ofib,KHM
N,49,ofib,CMR
N,49,ofib,CPV
N,49,ofib,CYM
N,49,ofib,CAF
N,49,ofib,TCD
N,49,ofib,CXR
N,49,ofib,CCK
N,49,ofib,COL
N,49,ofib,COM
N,49,ofib,COK
N,49,ofib,CRI
N,49,ofib,CIV
N,49,ofib,CUB
N,49,ofib,CUW
N,49,ofib,COD
N,49,ofib,DJI
N,49,ofib,DOM
N,49,ofib,DMA
N,49,ofib,ECU
N,49,ofib,SLV
N,49,ofib,GNQ
N,49,ofib,ERI
N,49,ofib,ETH
N,49,ofib,FLK
N,49,ofib,FJI
N,49,ofib,GUF
N,49,ofib,PYF
N,49,ofib,GAB
N,49,ofib,GMB
N,49,ofib,GEO
N,49,ofib,GHA
N,49,ofib,GRL
N,49,ofib,GRD
N,49,ofib,GLP
N,49,ofib,GUM
N,49,ofib,GTM
N,49,ofib,GNB
N,49,ofib,GIN
N,49,ofib,GUY
N,49,ofib,HTI
N,49,ofib,HND
N,49,ofib,ISL
N,49,ofib,IRQ
N,49,ofib,IMN
N,49,ofib,ISR
N,49,ofib,JAM
N,49,ofib,JEY
N,49,ofib,JOR
N,49,ofib,KAZ
N,49,ofib,KEN
N,49,ofib,KIR
N,49,ofib,XKO
N,49,ofib,KWT
N,49,ofib,KGZ
N,49,ofib,LAO
N,49,ofib,LBN
N,49,ofib,LSO
N,49,ofib,LBR
N,49,ofib,LBY
N,49,ofib,LIE
N,49,ofib,MKD
N,49,ofib,MDG
N,49,ofib,MWI
N,49,ofib,MDV
N,49,ofib,MLI
N,49,ofib,MHL
N,49,ofib,MTQ
N,49,ofib,MRT
N,49,ofib,MUS
N,49,ofib,MYT
N,49,ofib,FSM
N,49,ofib,MDA
N,49,ofib,MCO
N,49,ofib,MNG
N,49,ofib,MNE
N,49,ofib,MSR
N,49,ofib,MOZ
N,49,ofib,MMR
N,49,ofib,"NAM"
N,49,ofib,NRU
N,49,ofib,NPL
N,49,ofib,NCL
N,49,ofib,NIC
N,49,ofib,NER
N,49,ofib,NGA
N,49,ofib,NIU
N,49,ofib,NFK
N,49,ofib,PRK
N,49,ofib,MNP
N,49,ofib,NOR
N,49,ofib,OMN
N,49,ofib,PLW
N,49,ofib,PSE
N,49,ofib,PAN
N,49,ofib,PNG
N,49,ofib,PRY
N,49,ofib,PER
N,49,ofib,PCN
N,49,ofib,XMI
N,49,ofib,PRI
N,49,ofib,QAT
N,49,ofib,COG
N,49,ofib,REU
N,49,ofib,RWA
N,49,ofib,BLM
N,49,ofib,MAF
N,49,ofib,SHN
N,49,ofib,KNA
N,49,ofib,LCA
N,49,ofib,SPM
N,49,ofib,VCT
N,49,ofib,WSM
N,49,ofib,SMR
N,49,ofib,STP
N,49,ofib,SAU
N,49,ofib,SEN
N,49,ofib,SRB
N,49,ofib,SYC
N,49,ofib,SLE
N,49,ofib,SGP
N,49,ofib,SXM
N,49,ofib,SLB
N,49,ofib,SOM
N,49,ofib,KOR
N,49,ofib,SSD
N,49,ofib,LKA
N,49,ofib,SDN
N,49,ofib,SUR
N,49,ofib,SWZ
N,49,ofib,CHE
N,49,ofib,SYR
N,49,ofib,TWN
N,49,ofib,TJK
N,49,ofib,TZA
N,49,ofib,TLS
N,49,ofib,TGO
N,49,ofib,TKL
N,49,ofib,TON
N,49,ofib,TTO
N,49,ofib,TUN
N,49,ofib,TKM
N,49,ofib,TCA
N,49,ofib,TUV
N,49,ofib,UGA
N,49,ofib,ARE
N,49,ofib,URY
N,49,ofib,VUT
N,49,ofib,VEN
N,49,ofib,VIR
N,49,ofib,WLF
N,49,ofib,ESH
N,49,ofib,YEM
N,49,ofib,ZMB
N,49,ofib,ZWE
N,49,cott,AFG
N,49,cott,ALB
N,49,cott,DZA
N,49,cott,ASM
N,49,cott,AND
N,49,cott,AGO
N,49,cott,AIA
N,49,cott,ATG
N,49,cott,ARM
N,49,cott,ABW
N,49,cott,AZE
N,49,cott,BHS
N,49,cott,BHR
N,49,cott,BRB
N,49,cott,BLZ
N,49,cott,BEN
N,49,cott,BMU
N,49,cott,BTN
N,49,cott,BOL
N,49,cott,BES
N,49,cott,BIH
N,49,cott,BWA
N,49,cott,IOT
N,49,cott,VGB
N,49,cott,BRN
N,49,cott,BFA
N,49,cott,BDI
N,49,cott,KHM
N,49,cott,CMR
N,49,cott,CPV
N,49,cott,CYM
N,49,cott,CAF
N,49,cott,TCD
N,49,cott,CXR
N,49,cott,CCK
N,49,cott,COL
N,49,cott,COM
N,49,cott,COK
N,49,cott,CRI
N,49,cott,CIV
N,49,cott,CUB
N,49,cott,CUW
N,49,cott,COD
N,49,cott,DJI
N,49,cott,DOM
N,49,cott,DMA
N,49,cott,ECU
N,49,cott,SLV
N,49,cott,GNQ
N,49,cott,ERI
N,49,cott,ETH
N,49,cott,FLK
N,49,cott,FJI
N,49,cott,GUF
N,49,cott,PYF
N,49,cott,GAB
N,49,cott,GMB
N,49,cott,GEO
N,49,cott,GHA
N,49,cott,GRL
N,49,cott,GRD
N,49,cott,GLP
N,49,cott,GUM
N,49,cott,GTM
N,49,cott,GNB
N,49,cott,GIN
N,49,cott,GUY
N,49,cott,HTI
N,49,cott,HND
N,49,cott,ISL
N,49,cott,IRQ
N,49,cott,IMN
N,49,cott,ISR
N,49,cott,JAM
N,49,cott,JEY
N,49,cott,JOR
N,49,cott,KAZ
N,49,cott,KEN
N,49,cott,KIR
N,49,cott,XKO
N,49,cott,KWT
N,49,cott,KGZ
N,49,cott,LAO
N,49,cott,LBN
N,49,cott,LSO
N,49,cott,LBR
N,49,cott,LBY
N,49,cott,LIE
N,49,cott,MKD
N,49,cott,MDG
N,49,cott,MWI
N,49,cott,MDV
N,49,cott,MLI
N,49,cott,MHL
N,49,cott,MTQ
N,49,cott,MRT
N,49,cott,MUS
N,49,cott,MYT
N,49,cott,FSM
N,49,cott,MDA
N,49,cott,MCO
N,49,cott,MNG
N,49,cott,MNE
N,49,cott,MSR
N,49,cott,MOZ
N,49,cott,MMR
N,49,cott,"NAM"
N,49,cott,NRU
N,49,cott,NPL
N,49,cott,NCL
N,49,cott,NIC
N,49,cott,NER
N,49,cott,NGA
N,49,cott,NIU
N,49,cott,NFK
N,49,cott,PRK
N,49,cott,MNP
N,49,cott,NOR
N,49,cott,OMN
N,49,cott,PLW
N,49,cott,PSE
N,49,cott,PAN
N,49,cott,PNG
N,49,cott,PRY
N,49,cott,PER
N,49,cott,PCN
N,49,cott,XMI
N,49,cott,PRI
N,49,cott,QAT
N,49,cott,COG
N,49,cott,REU
N,49,cott,RWA
N,49,cott,BLM
N,49,cott,MAF
N,49,cott,SHN
N,49,cott,KNA
N,49,cott,LCA
N,49,cott,SPM
N,49,cott,VCT
N,49,cott,WSM
N,49,cott,SMR
N,49,cott,STP
N,49,cott,SAU
N,49,cott,SEN
N,49,cott,SRB
N,49,cott,SYC
N,49,cott,SLE
N,49,cott,SGP
N,49,cott,SXM
N,49,cott,SLB
N,49,cott,SOM
N,49,cott,KOR
N,49,cott,SSD
N,49,cott,LKA
N,49,cott,SDN
N,49,cott,SUR
N,49,cott,SWZ
N,49,cott,CHE
N,49,cott,SYR
N,49,cott,TWN
N,49,cott,TJK
N,49,cott,TZA
N,49,cott,TLS
N,49,cott,TGO
N,49,cott,TKL
N,49,cott,TON
N,49,cott,TTO
N,49,cott,TUN
N,49,cott,TKM
N,49,cott,TCA
N,49,cott,TUV
N,49,cott,UGA
N,49,cott,ARE
N,49,cott,URY
N,49,cott,VUT
N,49,cott,VEN
N,49,cott,VIR
N,49,cott,WLF
N,49,cott,ESH
N,49,cott,YEM
N,49,cott,ZMB
N,49,cott,ZWE
P2O5,124,ofib,CHN
P2O5,124,ofib,MAC
P2O5,124,ofib,HKG
P2O5,124,cott,CHN
P2O5,124,cott,MAC
P2O5,124,cott,HKG
P2O5,35,ofib,IND
P2O5,35,cott,IND
P2O5,24,ofib,USA
P2O5,24,cott,USA
P2O5,35,ofib,AUT
P2O5,35,ofib,BEL
P2O5,35,ofib,BGR
P2O5,35,ofib,HRV
P2O5,35,ofib,CYP
P2O5,35,ofib,CZE
P2O5,35,ofib,DNK
P2O5,35,ofib,EST
P2O5,35,ofib,FIN
P2O5,35,ofib,FRA
P2O5,35,ofib,DEU
P2O5,35,ofib,GRC
P2O5,35,ofib,HUN
P2O5,35,ofib,IRL
P2O5,35,ofib,ITA
P2O5,35,ofib,LVA
P2O5,35,ofib,LTU
P2O5,35,ofib,LUX
P2O5,35,ofib,MLT
P2O5,35,ofib,NLD
P2O5,35,ofib,POL
P2O5,35,ofib,PRT
P2O5,35,ofib,SVK
P2O5,35,ofib,SVN
P2O5,35,ofib,ESP
P2O5,35,ofib,SWE
P2O5,35,ofib,ROU
P2O5,35,ofib,GBR
P2O5,35,ofib,GGY
P2O5,35,ofib,FRO
P2O5,35,ofib,GIB
P2O5,35,ofib,ALA
P2O5,35,ofib,SJM
P2O5,35,cott,AUT
P2O5,35,cott,BEL
P2O5,35,cott,BGR
P2O5,35,cott,HRV
P2O5,35,cott,CYP
P2O5,35,cott,CZE
P2O5,35,cott,DNK
P2O5,35,cott,EST
P2O5,35,cott,FIN
P2O5,35,cott,FRA
P2O5,35,cott,DEU
P2O5,35,cott,GRC
P2O5,35,cott,HUN
P2O5,35,cott,IRL
P2O5,35,cott,ITA
P2O5,35,cott,LVA
P2O5,35,cott,LTU
P2O5,35,cott,LUX
P2O5,35,cott,MLT
P2O5,35,cott,NLD
P2O5,35,cott,POL
P2O5,35,cott,PRT
P2O5,35,cott,SVK
P2O5,35,cott,SVN
P2O5,35,cott,ESP
P2O5,35,cott,SWE
P2O5,35,cott,ROU
P2O5,35,cott,GBR
P2O5,35,cott,GGY
P2O5,35,cott,FRO
P2O5,35,cott,GIB
P2O5,35,cott,ALA
P2O5,35,cott,SJM
P2O5,134,ofib,BRA
P2O5,134,cott,BRA
P2O5,16,ofib,IDN
P2O5,16,cott,IDN
P2O5,59,ofib,PAK
P2O5,59,cott,PAK
P2O5,0,ofib,CAN
P2O5,0,cott,CAN
P2O5,11,ofib,RUS
P2O5,11,cott,RUS
P2O5,32,ofib,VNM
P2O5,32,cott,VNM
P2O5,0,ofib,MYS
P2O5,0,cott,MYS
P2O5,53,ofib,AUS
P2O5,53,cott,AUS
P2O5,33,ofib,TUR
P2O5,33,cott,TUR
P2O5,36,ofib,THA
P2O5,36,cott,THA
P2O5,22,ofib,BGD
P2O5,22,cott,BGD
P2O5,28,ofib,MEX
P2O5,28,cott,MEX
P2O5,34,ofib,IRN
P2O5,34,cott,IRN
P2O5,65,ofib,BLR
P2O5,65,cott,BLR
P2O5,1,ofib,ARG
P2O5,1,cott,ARG
P2O5,43,ofib,EGY
P2O5,43,cott,EGY
P2O5,0,ofib,JPN
P2O5,0,cott,JPN
P2O5,0,ofib,UKR
P2O5,0,cott,UKR
P2O5,27,ofib,ZAF
P2O5,27,cott,ZAF
P2O5,37,ofib,UZB
P2O5,37,cott,UZB
P2O5,0,ofib,PHL
P2O5,0,cott,PHL
P2O5,115,ofib,NZL
P2O5,115,cott,NZL
P2O5,14,ofib,CHL
P2O5,14,cott,CHL
P2O5,0,ofib,MAR
