iso3c,split_rest_names,nutrient,prod_system,weighting,t_per_ha,harvested_area,total_nutrient,prop_nutrient,country_application,reported_by_fao,allocated_nutrient
AFG,othr,P2O5,H,1,0.012,0,0,0,16656.69,Yes,0
AFG,othr,P2O5,I,2,0.012,0,0,0,16656.69,Yes,0
AFG,pige,P2O5,H,1,0.0108,0,0,0,16656.69,Yes,0
AFG,pige,P2O5,I,2,0.0108,0,0,0,16656.69,Yes,0
AFG,rcof,P2O5,H,1,0.05642857142857143,0,0,0,16656.69,Yes,0
AFG,rcof,P2O5,I,2,0.05642857142857143,0,0,0,16656.69,Yes,0
AFG,spis,P2O5,H,1,0.0864,0,0,0,16656.69,Yes,0
AFG,spis,P2O5,I,2,0.0864,11693.416469566524,2020.6223659410955,0.06585865309385067,16656.69,Yes,1096.9871684018115
AFG,teas,P2O5,H,1,0.0365,0,0,0,16656.69,Yes,0
AFG,teas,P2O5,I,2,0.0365,0,0,0,16656.69,Yes,0
AFG,tnut,P2O5,H,1,0.009699999999999999,0,0,0,16656.69,Yes,0
AFG,tnut,P2O5,I,2,0.009699999999999999,23455.083625912663,455.0286223427056,0.014830862357936823,16656.69,Yes,247.03307672882266
AFG,toba,P2O5,H,1,0.0746,0,0,0,16656.69,Yes,0
AFG,toba,P2O5,I,2,0.0746,2.800000049173832,0.41776000733673574,1.3616157013515233e-5,16656.69,Yes,0.22680010636544903
AFG,acof,K2O,H,1,0.05142857142857143,0,0,0,31.48,Yes,0
AFG,acof,K2O,I,2,0.05142857142857143,0,0,0,31.48,Yes,0
AFG,bean,K2O,H,1,0.12,0,0,0,31.48,Yes,0
AFG,bean,K2O,I,2,0.12,6.499999910593033,1.5599999785423277,6.686249776723387e-5,31.48,Yes,0.0021048314297125222
AFG,chic,K2O,H,1,0,0,0,0,31.48,Yes,0
AFG,chic,K2O,I,2,0,7.100000023841858,0,0,31.48,Yes,0
AFG,coco,K2O,H,1,0.0575,0,0,0,31.48,Yes,0
AFG,coco,K2O,I,2,0.0575,0,0,0,31.48,Yes,0
AFG,cowp,K2O,H,1,0.0423,0,0,0,31.48,Yes,0
AFG,cowp,K2O,I,2,0.0423,0,0,0,31.48,Yes,0
AFG,fodd,K2O,H,1,0.0011,12.420775822698976,0.013662853404968875,5.85597767852141e-7,31.48,Yes,1.84346177319854e-5
AFG,fodd,K2O,I,2,0.0011,17.936840828042477,0.039461049821693454,1.6913233281330413e-6,31.48,Yes,5.324285836962814e-5
AFG,lent,K2O,H,1,0.0571,0,0,0,31.48,Yes,0
AFG,lent,K2O,I,2,0.0571,17.800000190734863,2.0327600217819213,8.712526556873164e-5,31.48,Yes,0.002742703360103672
AFG,opul,K2O,H,1,0.05364,11.699999928474426,0.6275879961633682,2.68987830573085e-5,31.48,Yes,8.467736906440715e-4
AFG,opul,K2O,I,2,0.05364,48132.09998266399,5163.611686140192,0.22131537152841282,31.48,Yes,6.967007895714436
AFG,othr,K2O,H,1,0.0126,0,0,0,31.48,Yes,0
AFG,othr,K2O,I,2,0.0126,0,0,0,31.48,Yes,0
AFG,pige,K2O,H,1,4e-4,0,0,0,31.48,Yes,0
AFG,pige,K2O,I,2,4e-4,0,0,0,31.48,Yes,0
AFG,rcof,K2O,H,1,0.05142857142857143,0,0,0,31.48,Yes,0
AFG,rcof,K2O,I,2,0.05142857142857143,0,0,0,31.48,Yes,0
AFG,spis,K2O,H,1,0.0828,0,0,0,31.48,Yes,0
AFG,spis,K2O,I,2,0.0828,11693.416469566524,1936.4297673602164,0.08299649537015337,31.48,Yes,2.612729674252428
AFG,teas,K2O,H,1,0.12279999999999999,0,0,0,31.48,Yes,0
AFG,teas,K2O,I,2,0.12279999999999999,0,0,0,31.48,Yes,0
AFG,tnut,K2O,H,1,0.0514,0,0,0,31.48,Yes,0
AFG,tnut,K2O,I,2,0.0514,23455.083625912663,2411.1825967438217,0.10334467513379045,31.48,Yes,3.2532903732117235
AFG,toba,K2O,H,1,0.0746,0,0,0,31.48,Yes,0
AFG,toba,K2O,I,2,0.0746,2.800000049173832,0.41776000733673574,1.7905434578205797e-5,31.48,Yes,5.636630805219185e-4
CYP,acof,N,H,1,0.0707142857142857,0,0,0,6592.844,Yes,0
CYP,acof,N,I,2,0.0707142857142857,0,0,0,6592.844,Yes,0
CYP,bean,N,H,1,0.1375,0,0,0,6592.844,Yes,0
CYP,bean,N,I,2,0.1375,141.40000046044588,38.88500012662262,0.006320706271499368,6592.844,Yes,41.67143041781698
CYP,chic,N,H,1,0,0,0,0,6592.844,Yes,0
CYP,chic,N,I,2,0,58.60000015050173,0,0,6592.844,Yes,0
CYP,coco,N,H,1,0.1,0,0,0,6592.844,Yes,0
CYP,coco,N,I,2,0.1,0,0,0,6592.844,Yes,0
CYP,cowp,N,H,1,5e-4,0,0,0,6592.844,Yes,0
CYP,cowp,N,I,2,5e-4,145.70000015944242,0.14570000015944243,2.3683345808573983e-5,6592.844,Yes,0.15614060431398213
CYP,fodd,N,H,1,0.15343333333333334,3226.124987015325,494.9951105077181,0.08046081237391019,6592.844,Yes,530.4655840944596
CYP,fodd,N,I,2,0.15343333333333334,2907.986239224556,892.3640439433755,0.14505261644969752,6592.844,Yes,956.3092720446896
CYP,lent,N,H,1,0.045,0,0,0,6592.844,Yes,0
CYP,lent,N,I,2,0.045,11.50000012665987,1.0350000113993882,1.6823790772152e-4,6592.844,Yes,1.1091662804943767
CYP,opul,N,H,1,0.0281,0,0,0,6592.844,Yes,0
CYP,opul,N,I,2,0.0281,421.69999827444553,23.69953990302384,0.003852329433172181,6592.844,Yes,25.397806989512617
CYP,othr,N,H,1,0.03473333333333333,0,0,0,6592.844,Yes,0
CYP,othr,N,I,2,0.03473333333333333,0,0,0,6592.844,Yes,0
CYP,pige,N,H,1,0.0145,0,0,0,6592.844,Yes,0
CYP,pige,N,I,2,0.0145,0,0,0,6592.844,Yes,0
CYP,rcof,N,H,1,0.0707142857142857,0,0,0,6592.844,Yes,0
CYP,rcof,N,I,2,0.0707142857142857,0,0,0,6592.844,Yes,0
CYP,spis,N,H,1,0.109,0,0,0,6592.844,Yes,0
CYP,spis,N,I,2,0.109,0,0,0,6592.844,Yes,0
CYP,teas,N,H,1,0.11359999999999999,0,0,0,6592.844,Yes,0
CYP,teas,N,I,2,0.11359999999999999,0,0,0,6592.844,Yes,0
CYP,tnut,N,H,1,0.10625,0,0,0,6592.844,Yes,0
CYP,tnut,N,I,2,0.10625,3751.899992391467,797.2787483831868,0.1295966251415433,6592.844,Yes,854.4103324846728
CYP,toba,N,H,1,0.029033333333333335,0,0,0,6592.844,Yes,0
CYP,toba,N,I,2,0.029033333333333335,21.9000001847744,1.2716600107292335,2.0670668326751903e-4,6592.844,Yes,1.3627849165401633
CYP,acof,P2O5,H,1,0.05642857142857143,0,0,0,4474.323,Yes,0
CYP,acof,P2O5,I,2,0.05642857142857143,0,0,0,4474.323,Yes,0
CYP,bean,P2O5,H,1,0.0915,0,0,0,4474.323,Yes,0
CYP,bean,P2O5,I,2,0.0915,141.40000046044588,25.876200084261594,0.007765405714678403,4474.323,Yes,34.744933393517016
CYP,chic,P2O5,H,1,0.06,0,0,0,4474.323,Yes,0
CYP,chic,P2O5,I,2,0.06,58.60000015050173,7.032000018060207,0.002110291810545861,4474.323,Yes,9.44212718463699
CYP,coco,P2O5,H,1,0.055,0,0,0,4474.323,Yes,0
CYP,coco,P2O5,I,2,0.055,0,0,0,4474.323,Yes,0
CYP,cowp,P2O5,H,1,6e-4,0,0,0,4474.323,Yes,0
CYP,cowp,P2O5,I,2,6e-4,145.70000015944242,0.1748400001913309,5.246920074118284e-5,4474.323,Yes,0.23476415166789144
CYP,fodd,P2O5,H,1,0.18506666666666663,3226.124987015325,597.0481975969694,0.17917319662317216,4474.323,Yes,801.6787546345815
CYP,fodd,P2O5,I,2,0.18506666666666663,2907.986239224556,1076.3426400116487,0.32300868212802764,4474.323,Yes,1445.245175645123
CYP,lent,P2O5,H,1,0.0525,0,0,0,4474.323,Yes,0
CYP,lent,P2O5,I,2,0.0525,11.50000012665987,1.2075000132992864,3.623687973201148e-4,4474.323,Yes,1.621355044331728
CYP,opul,P2O5,H,1,0.08415,0,0,0,4474.323,Yes,0
CYP,opul,P2O5,I,2,0.08415,421.69999827444553,70.97210970958919,0.021298615118408856,4474.323,Yes,95.29688349244448
CYP,othr,P2O5,H,1,0.02022222222222222,0,0,0,4474.323,Yes,0
CYP,othr,P2O5,I,2,0.02022222222222222,0,0,0,4474.323,Yes,0
CYP,pige,P2O5,H,1,0.0108,0,0,0,4474.323,Yes,0
CYP,pige,P2O5,I,2,0.0108,0,0,0,4474.323,Yes,0
CYP,rcof,P2O5,H,1,0.05642857142857143,0,0,0,4474.323,Yes,0
CYP,rcof,P2O5,I,2,0.05642857142857143,0,0,0,4474.323,Yes,0
CYP,spis,P2O5,H,1,0.0864,0,0,0,4474.323,Yes,0
CYP,spis,P2O5,I,2,0.0864,0,0,0,4474.323,Yes,0
CYP,teas,P2O5,H,1,0.02425,0,0,0,4474.323,Yes,0
CYP,teas,P2O5,I,2,0.02425,0,0,0,4474.323,Yes,0
CYP,tnut,P2O5,H,1,0.009699999999999999,0,0,0,4474.323,Yes,0
CYP,tnut,P2O5,I,2,0.009699999999999999,3751.899992391467,72.78685985239446,0.021843218695586506,4474.323,Yes,97.73361580369271
CYP,toba,P2O5,H,1,0.020633333333333333,0,0,0,4474.323,Yes,0
CYP,toba,P2O5,I,2,0.020633333333333333,21.9000001847744,0.9037400076250235,2.712109118395358e-4,4474.323,Yes,1.2134852206946074
CYP,acof,K2O,H,1,0.05142857142857143,0,0,0,2935.218,Yes,0
CYP,acof,K2O,I,2,0.05142857142857143,0,0,0,2935.218,Yes,0
CYP,bean,K2O,H,1,0.12,0,0,0,2935.218,Yes,0
CYP,bean,K2O,I,2,0.12,141.40000046044588,33.93600011050701,0.010857642774913611,2935.218,Yes,31.86954851049638
CYP,chic,K2O,H,1,0,0,0,0,2935.218,Yes,0
CYP,chic,K2O,I,2,0,58.60000015050173,0,0,2935.218,Yes,0
CYP,coco,K2O,H,1,0.0575,0,0,0,2935.218,Yes,0
CYP,coco,K2O,I,2,0.0575,0,0,0,2935.218,Yes,0
CYP,cowp,K2O,H,1,0.054766666666666665,0,0,0,2935.218,Yes,0
CYP,cowp,K2O,I,2,0.054766666666666665,145.70000015944242,15.959006684130927,0.00510599932385972,2935.218,Yes,14.987221123380879
CYP,fodd,K2O,H,1,0.0702,3226.124987015325,226.4739740884758,0.0724591436957941,2935.218,Yes,212.68338284048139
CYP,fodd,K2O,I,2,0.0702,2907.986239224556,408.28126798712765,0.1306274205875106,2935.218,Yes,383.41995620203164
CYP,lent,K2O,H,1,0.03,0,0,0,2935.218,Yes,0
CYP,lent,K2O,I,2,0.03,11.50000012665987,0.6900000075995922,2.2076183323928335e-4,2935.218,Yes,0.6479841066369427
CYP,opul,K2O,H,1,0.0391,0,0,0,2935.218,Yes,0
CYP,opul,K2O,I,2,0.0391,421.69999827444553,32.976939865061645,0.010550796549349076,2935.218,Yes,30.968887945987294
CYP,othr,K2O,H,1,0.02606666666666666,0,0,0,2935.218,Yes,0
CYP,othr,K2O,I,2,0.02606666666666666,0,0,0,2935.218,Yes,0
CYP,pige,K2O,H,1,4e-4,0,0,0,2935.218,Yes,0
CYP,pige,K2O,I,2,4e-4,0,0,0,2935.218,Yes,0
CYP,rcof,K2O,H,1,0.05142857142857143,0,0,0,2935.218,Yes,0
CYP,rcof,K2O,I,2,0.05142857142857143,0,0,0,2935.218,Yes,0
CYP,spis,K2O,H,1,0.0828,0,0,0,2935.218,Yes,0
CYP,spis,K2O,I,2,0.0828,0,0,0,2935.218,Yes,0
CYP,teas,K2O,H,1,0.039450000000000006,0,0,0,2935.218,Yes,0
CYP,teas,K2O,I,2,0.039450000000000006,0,0,0,2935.218,Yes,0
CYP,tnut,K2O,H,1,0.0514,0,0,0,2935.218,Yes,0
CYP,tnut,K2O,I,2,0.0514,3751.899992391467,385.69531921784284,0.1234011663833957,2935.218,Yes,362.20932478953796
CYP,toba,K2O,H,1,0.037,0,0,0,2935.218,Yes,0
CYP,toba,K2O,I,2,0.037,21.9000001847744,1.6206000136733054,5.185023565590146e-4,2935.218,Yes,1.5219174500144377
ALA,acof,N,H,1,0.07987999999999999,0,0,0,NA,No,0
ALA,acof,N,I,2,0.07987999999999999,0,0,0,NA,No,0
ALA,bean,N,H,1,0.0455,0,0,0,NA,No,0
ALA,bean,N,I,2,0.0455,0,0,0,NA,No,0
ALA,chic,N,H,1,0,0,0,0,NA,No,0
ALA,chic,N,I,2,0,0,0,0,NA,No,0
ALA,coco,N,H,1,0.07928571428571429,0,0,0,NA,No,0
ALA,coco,N,I,2,0.07928571428571429,0,0,0,NA,No,0
ALA,cowp,N,H,1,5e-4,0,0,0,NA,No,0
ALA,cowp,N,I,2,5e-4,0,0,0,NA,No,0
ALA,fodd,N,H,1,0.0895875,386.0840006373133,34.5883004070953,0.05840316868548796,NA,No,34.5883004070953
ALA,fodd,N,I,2,0.0895875,8.47374857403338,1.5182839007524307,0.002563658512400191,NA,No,1.5182839007524307
ALA,lent,N,H,1,0.045,0,0,0,NA,No,0
ALA,lent,N,I,2,0.045,0,0,0,NA,No,0
ALA,opul,N,H,1,0.015,27.600000105798244,0.41400000158697364,6.990488588307838e-4,NA,No,0.41400000158697364
ALA,opul,N,I,2,0.015,0,0,0,NA,No,0
ALA,othr,N,H,1,0.128,0,0,0,NA,No,0
ALA,othr,N,I,2,0.128,0,0,0,NA,No,0
ALA,pige,N,H,1,0.0145,0,0,0,NA,No,0
ALA,pige,N,I,2,0.0145,0,0,0,NA,No,0
ALA,rcof,N,H,1,0.07987999999999999,0,0,0,NA,No,0
ALA,rcof,N,I,2,0.07987999999999999,0,0,0,NA,No,0
ALA,spis,N,H,1,0.1042,0,0,0,NA,No,0
ALA,spis,N,I,2,0.1042,0,0,0,NA,No,0
ALA,teas,N,H,1,0.661,0,0,0,NA,No,0
ALA,teas,N,I,2,0.661,0,0,0,NA,No,0
ALA,tnut,N,H,1,0.11,0,0,0,NA,No,0
ALA,tnut,N,I,2,0.11,0,0,0,NA,No,0
ALA,toba,N,H,1,0.016625,0,0,0,NA,No,0
ALA,toba,N,I,2,0.016625,0,0,0,NA,No,0
ALA,acof,P2O5,H,1,0.041216,0,0,0,NA,No,0
ALA,acof,P2O5,I,2,0.041216,0,0,0,NA,No,0
ALA,bean,P2O5,H,1,0.0606,0,0,0,NA,No,0
ALA,bean,P2O5,I,2,0.0606,0,0,0,NA,No,0
ALA,chic,P2O5,H,1,0.06,0,0,0,NA,No,0
ALA,chic,P2O5,I,2,0.06,0,0,0,NA,No,0
ALA,coco,P2O5,H,1,0.0425,0,0,0,NA,No,0
ALA,coco,P2O5,I,2,0.0425,0,0,0,NA,No,0
ALA,cowp,P2O5,H,1,6e-4,0,0,0,NA,No,0
ALA,cowp,P2O5,I,2,6e-4,0,0,0,NA,No,0
ALA,fodd,P2O5,H,1,0.038387500000000005,386.0840006373133,14.820799574464866,0.07565707018701007,NA,No,14.820799574464866
ALA,fodd,P2O5,I,2,0.038387500000000005,8.47374857403338,0.6505720467714128,0.0033210337105627295,NA,No,0.6505720467714128
ALA,lent,P2O5,H,1,0.0525,0,0,0,NA,No,0
ALA,lent,P2O5,I,2,0.0525,0,0,0,NA,No,0
ALA,opul,P2O5,H,1,0.027571428571428573,27.600000105798244,0.7609714314884374,0.0038845993910898028,NA,No,0.7609714314884374
ALA,opul,P2O5,I,2,0.027571428571428573,0,0,0,NA,No,0
ALA,othr,P2O5,H,1,0.042,0,0,0,NA,No,0
ALA,othr,P2O5,I,2,0.042,0,0,0,NA,No,0
ALA,pige,P2O5,H,1,0.0108,0,0,0,NA,No,0
ALA,pige,P2O5,I,2,0.0108,0,0,0,NA,No,0
ALA,rcof,P2O5,H,1,0.041216,0,0,0,NA,No,0
ALA,rcof,P2O5,I,2,0.041216,0,0,0,NA,No,0
ALA,spis,P2O5,H,1,0.0625,0,0,0,NA,No,0
ALA,spis,P2O5,I,2,0.0625,0,0,0,NA,No,0
ALA,teas,P2O5,H,1,0.36,0,0,0,NA,No,0
ALA,teas,P2O5,I,2,0.36,0,0,0,NA,No,0
ALA,tnut,P2O5,H,1,0.045,0,0,0,NA,No,0
ALA,tnut,P2O5,I,2,0.045,0,0,0,NA,No,0
ALA,toba,P2O5,H,1,0.03506666666666667,0,0,0,NA,No,0
ALA,toba,P2O5,I,2,0.03506666666666667,0,0,0,NA,No,0
ALA,acof,K2O,H,1,0.050104347826086956,0,0,0,NA,No,0
ALA,acof,K2O,I,2,0.050104347826086956,0,0,0,NA,No,0
ALA,bean,K2O,H,1,0.0455,0,0,0,NA,No,0
ALA,bean,K2O,I,2,0.0455,0,0,0,NA,No,0
ALA,chic,K2O,H,1,0,0,0,0,NA,No,0
ALA,chic,K2O,I,2,0,0,0,0,NA,No,0
ALA,coco,K2O,H,1,0.05071428571428572,0,0,0,NA,No,0
ALA,coco,K2O,I,2,0.05071428571428572,0,0,0,NA,No,0
ALA,cowp,K2O,H,1,0.04962,0,0,0,NA,No,0
ALA,cowp,K2O,I,2,0.04962,0,0,0,NA,No,0
ALA,fodd,K2O,H,1,0.0661625,386.0840006373133,25.54428269216624,0.08549829903153358,NA,No,25.54428269216624
ALA,fodd,K2O,I,2,0.0661625,8.47374857403338,1.121288780058967,0.0037530231157199543,NA,No,1.121288780058967
ALA,lent,K2O,H,1,0.03,0,0,0,NA,No,0
ALA,lent,K2O,I,2,0.03,0,0,0,NA,No,0
ALA,opul,K2O,H,1,0.030714285714285715,27.600000105798244,0.8477142889638032,0.0028373523204610574,NA,No,0.8477142889638032
ALA,opul,K2O,I,2,0.030714285714285715,0,0,0,NA,No,0
ALA,othr,K2O,H,1,0.047,0,0,0,NA,No,0
ALA,othr,K2O,I,2,0.047,0,0,0,NA,No,0
ALA,pige,K2O,H,1,4e-4,0,0,0,NA,No,0
ALA,pige,K2O,I,2,4e-4,0,0,0,NA,No,0
ALA,rcof,K2O,H,1,0.050104347826086956,0,0,0,NA,No,0
ALA,rcof,K2O,I,2,0.050104347826086956,0,0,0,NA,No,0
ALA,spis,K2O,H,1,0.0625,0,0,0,NA,No,0
ALA,spis,K2O,I,2,0.0625,0,0,0,NA,No,0
ALA,teas,K2O,H,1,0.277,0,0,0,NA,No,0
ALA,teas,K2O,I,2,0.277,0,0,0,NA,No,0
ALA,tnut,K2O,H,1,0.095,0,0,0,NA,No,0
ALA,tnut,K2O,I,2,0.095,0,0,0,NA,No,0
ALA,toba,K2O,H,1,0.0985,0,0,0,NA,No,0
ALA,toba,K2O,I,2,0.0985,0,0,0,NA,No,0
ALB,acof,N,H,1,0.07987999999999999,0,0,0,39184.92,Yes,0
ALB,acof,N,I,2,0.07987999999999999,0,0,0,39184.92,Yes,0
ALB,bean,N,H,1,0.0455,856.1000015884638,38.9525500722751,0.003449613716440458,39184.92,Yes,135.172837509622
ALB,bean,N,I,2,0.0455,7984.900024019182,726.6259021857455,0.06434953999802326,39184.92,Yes,2521.5315768593414
ALB,chic,N,H,1,0,0,0,0,39184.92,Yes,0
ALB,chic,N,I,2,0,0.10000000149011612,0,0,39184.92,Yes,0
ALB,coco,N,H,1,0.07928571428571429,0,0,0,39184.92,Yes,0
ALB,coco,N,I,2,0.07928571428571429,0,0,0,39184.92,Yes,0
ALB,cowp,N,H,1,5e-4,2.0999999046325684,0.0010499999523162842,9.298734565648233e-8,39184.92,Yes,0.0036437017005616075
ALB,cowp,N,I,2,5e-4,0.10000000149011612,1.0000000149011613e-4,8.855938215708779e-9,39184.92,Yes,3.4701923050749125e-4
ALB,fodd,N,H,1,0.02,31594.2018053216,631.8840361064321,0.05595925899865463,39184.92,Yes,2192.7590871215616
ALB,fodd,N,I,2,0.02,43438.506459126074,1737.540258365043,0.15387548946095142,39184.92,Yes,6029.598744488224
ALB,lent,N,H,1,0.045,0,0,0,39184.92,Yes,0
ALB,lent,N,I,2,0.045,0.10000000149011612,0.009000000134110451,7.9703443941379e-7,39184.92,Yes,0.03123173074567421
ALB,opul,N,H,1,0.03243,432.49999936670065,14.025974979462102,0.0012421316598227317,39184.92,Yes,48.67282971962095
ALB,opul,N,I,2,0.03243,3962.599992468953,257.0142355115363,0.022761021563312254,39184.92,Yes,891.8888090766656
ALB,othr,N,H,1,0.128,0.2257701605558395,0.028898580551147458,2.5592404006907986e-6,39184.92,Yes,0.10028363036183688
ALB,othr,N,I,2,0.128,890.7887562764809,228.0419216067791,0.02019525138247871,39184.92,Yes,791.3493098023176
ALB,pige,N,H,1,0.0145,0,0,0,39184.92,Yes,0
ALB,pige,N,I,2,0.0145,0,0,0,39184.92,Yes,0
ALB,rcof,N,H,1,0.07987999999999999,0,0,0,39184.92,Yes,0
ALB,rcof,N,I,2,0.07987999999999999,0,0,0,39184.92,Yes,0
ALB,spis,N,H,1,0.1042,0.03982884809374809,0.0041501659713685515,3.675361287970539e-7,39184.92,Yes,0.014401873804022252
ALB,spis,N,I,2,0.1042,157.14694329863414,32.74942298343536,0.0029002686221967955,39184.92,Yes,113.64679393929165
ALB,teas,N,H,1,0.661,4.800000190734863,3.1728001260757446,2.8098121468625177e-4,39184.92,Yes,11.0102264189836
ALB,teas,N,I,2,0.661,0,0,0,39184.92,Yes,0
ALB,tnut,N,H,1,0.11,1.5344009399414062,0.16878410339355468,1.4947415691737374e-5,39184.92,Yes,0.5857132880874736
ALB,tnut,N,I,2,0.11,6054.0643186196685,1331.8941500963272,0.11795172127355266,39184.92,Yes,4621.928761966459
ALB,toba,N,H,1,0.015,0,0,0,39184.92,Yes,0
ALB,toba,N,I,2,0.015,1185.1999953240156,35.555999859720465,0.0031488173326333097,39184.92,Yes,123.38615527384962
ALB,acof,P2O5,H,1,0.041216,0,0,0,21263.69,Yes,0
ALB,acof,P2O5,I,2,0.041216,0,0,0,21263.69,Yes,0
ALB,bean,P2O5,H,1,0.0606,856.1000015884638,51.879660096260906,0.009485460743659536,21263.69,Yes,201.69589676034582
ALB,bean,P2O5,I,2,0.0606,7984.900024019182,967.7698829111248,0.17694301034773097,21263.69,Yes,3762.4613197009435
ALB,chic,P2O5,H,1,0.06,0,0,0,21263.69,Yes,0
ALB,chic,P2O5,I,2,0.06,0.10000000149011612,0.012000000178813934,2.194029999596136e-6,21263.69,Yes,0.04665317376211236
ALB,coco,P2O5,H,1,0.0425,0,0,0,21263.69,Yes,0
ALB,coco,P2O5,I,2,0.0425,0,0,0,21263.69,Yes,0
ALB,cowp,P2O5,H,1,6e-4,2.0999999046325684,0.001259999942779541,2.3037313606281672e-7,21263.69,Yes,0.004898582949567555
ALB,cowp,P2O5,I,2,6e-4,0.10000000149011612,1.2000000178813933e-4,2.1940299995961356e-8,21263.69,Yes,4.6653173762112353e-4
ALB,fodd,P2O5,H,1,0.01,31594.2018053216,315.94201805321603,0.057765521284368314,21263.69,Yes,1228.3081372792096
ALB,fodd,P2O5,I,2,0.01,43438.506459126074,868.7701291825215,0.15884230814802036,21263.69,Yes,3377.573599343979
ALB,lent,P2O5,H,1,0.0525,0,0,0,21263.69,Yes,0
ALB,lent,P2O5,I,2,0.0525,0.10000000149011612,0.010500000156462193,1.919776249646619e-6,21263.69,Yes,0.04082152704184831
