iso3c,nutrient,split_rest_names,rate
BRB,K2O,rcof,60
BRB,K2O,spis,40
BRB,K2O,teas,44.746153846153845
BRB,K2O,tnut,90
BRB,K2O,toba,60
BLR,N,acof,79.88
BLR,N,bean,45.5
BLR,N,chic,0
BLR,N,coco,79.28571428571429
BLR,N,cowp,0.5
BLR,N,fodd,47.083333333333336
BLR,N,lent,45
BLR,N,opul,26.75
BLR,N,othr,128
BLR,N,pige,14.5
BLR,N,rcof,79.88
BLR,N,spis,104.2
BLR,N,teas,661
BLR,N,tnut,110
BLR,N,toba,18.05
BLR,P2O5,acof,41.216
BLR,P2O5,bean,60.6
BLR,P2O5,chic,60
BLR,P2O5,coco,42.5
BLR,P2O5,cowp,0.6
BLR,P2O5,fodd,18.916666666666668
BLR,P2O5,lent,52.5
BLR,P2O5,opul,15.95
BLR,P2O5,othr,42
BLR,P2O5,pige,10.8
BLR,P2O5,rcof,41.216
BLR,P2O5,spis,62.5
BLR,P2O5,teas,360
BLR,P2O5,tnut,45
BLR,P2O5,toba,33.7
BLR,K2O,acof,50.10434782608696
BLR,K2O,bean,45.5
BLR,K2O,chic,0
BLR,K2O,coco,50.714285714285715
BLR,K2O,cowp,33.3
BLR,K2O,fodd,14.85
BLR,K2O,lent,30
BLR,K2O,opul,17.4
BLR,K2O,othr,47
BLR,K2O,pige,0.4
