iso3c,nutrient,prod_system,split_rest_names,allocated_nutrient
ALA,N,I,opul,0
ALA,N,H,othr,0
ALA,N,I,othr,0
ALA,N,H,pige,0
ALA,N,I,pige,0
ALA,N,H,rcof,0
ALA,N,I,rcof,0
ALA,N,H,spis,0
ALA,N,I,spis,0
ALA,N,H,teas,0
ALA,N,I,teas,0
ALA,N,H,tnut,0
ALA,N,I,tnut,0
ALA,N,H,toba,0
ALA,N,I,toba,0
ALA,P2O5,H,acof,0
ALA,P2O5,I,acof,0
ALA,P2O5,H,bean,0
ALA,P2O5,I,bean,0
ALA,P2O5,H,chic,0
ALA,P2O5,I,chic,0
ALA,P2O5,H,coco,0
ALA,P2O5,I,coco,0
ALA,P2O5,H,cowp,0
ALA,P2O5,I,cowp,0
ALA,P2O5,H,fodd,14.820799574464866
ALA,P2O5,I,fodd,0.6505720467714128
ALA,P2O5,H,lent,0
ALA,P2O5,I,lent,0
ALA,P2O5,H,opul,0.7609714314884374
ALA,P2O5,I,opul,0
ALA,P2O5,H,othr,0
ALA,P2O5,I,othr,0
ALA,P2O5,H,pige,0
ALA,P2O5,I,pige,0
ALA,P2O5,H,rcof,0
ALA,P2O5,I,rcof,0
ALA,P2O5,H,spis,0
ALA,P2O5,I,spis,0
ALA,P2O5,H,teas,0
ALA,P2O5,I,teas,0
ALA,P2O5,H,tnut,0
ALA,P2O5,I,tnut,0
ALA,P2O5,H,toba,0
ALA,P2O5,I,toba,0
ALA,K2O,H,acof,0
ALA,K2O,I,acof,0
ALA,K2O,H,bean,0
ALA,K2O,I,bean,0
ALA,K2O,H,chic,0
ALA,K2O,I,chic,0
ALA,K2O,H,coco,0
ALA,K2O,I,coco,0
ALA,K2O,H,cowp,0
ALA,K2O,I,cowp,0
ALA,K2O,H,fodd,25.54428269216624
ALA,K2O,I,fodd,1.121288780058967
ALA,K2O,H,lent,0
ALA,K2O,I,lent,0
ALA,K2O,H,opul,0.8477142889638032
ALA,K2O,I,opul,0
ALA,K2O,H,othr,0
ALA,K2O,I,othr,0
ALA,K2O,H,pige,0
ALA,K2O,I,pige,0
ALA,K2O,H,rcof,0
ALA,K2O,I,rcof,0
ALA,K2O,H,spis,0
ALA,K2O,I,spis,0
ALA,K2O,H,teas,0
ALA,K2O,I,teas,0
ALA,K2O,H,tnut,0
ALA,K2O,I,tnut,0
ALA,K2O,H,toba,0
ALA,K2O,I,toba,0
ALB,N,H,acof,0
ALB,N,I,acof,0
ALB,N,H,bean,135.172837509622
ALB,N,I,bean,2521.5315768593414
ALB,N,H,chic,0
ALB,N,I,chic,0
ALB,N,H,coco,0
ALB,N,I,coco,0
ALB,N,H,cowp,0.0036437017005616075
ALB,N,I,cowp,3.4701923050749125e-4
ALB,N,H,fodd,2192.7590871215616
ALB,N,I,fodd,6029.598744488224
ALB,N,H,lent,0
ALB,N,I,lent,0.03123173074567421
ALB,N,H,opul,48.67282971962095
ALB,N,I,opul,891.8888090766656
ALB,N,H,othr,0.10028363036183688
ALB,N,I,othr,791.3493098023176
ALB,N,H,pige,0
ALB,N,I,pige,0
ALB,N,H,rcof,0
ALB,N,I,rcof,0
ALB,N,H,spis,0.014401873804022252
ALB,N,I,spis,113.64679393929165
ALB,N,H,teas,11.0102264189836
ALB,N,I,teas,0
ALB,N,H,tnut,0.5857132880874736
ALB,N,I,tnut,4621.928761966459
ALB,N,H,toba,0
ALB,N,I,toba,123.38615527384962
ALB,P2O5,H,acof,0
ALB,P2O5,I,acof,0
ALB,P2O5,H,bean,201.69589676034582
ALB,P2O5,I,bean,3762.4613197009435
ALB,P2O5,H,chic,0
ALB,P2O5,I,chic,0.04665317376211236
ALB,P2O5,H,coco,0
ALB,P2O5,I,coco,0
ALB,P2O5,H,cowp,0.004898582949567555
ALB,P2O5,I,cowp,4.6653173762112353e-4
ALB,P2O5,H,fodd,1228.3081372792096
ALB,P2O5,I,fodd,3377.573599343979
ALB,P2O5,H,lent,0
ALB,P2O5,I,lent,0.04082152704184831
ALB,P2O5,H,opul,46.15602512384631
ALB,P2O5,I,opul,845.770474339714
ALB,P2O5,H,othr,0.0368651303081573
ALB,P2O5,I,othr,290.9068540884684
ALB,P2O5,H,pige,0
ALB,P2O5,I,pige,0
ALB,P2O5,H,rcof,0
ALB,P2O5,I,rcof,0
ALB,P2O5,H,spis,0.009677823662364228
ALB,P2O5,I,spis,76.3687869025997
ALB,P2O5,H,teas,6.7180571885889275
ALB,P2O5,I,teas,0
ALB,P2O5,H,tnut,0.26844252226927573
ALB,P2O5,I,tnut,2118.3098281114812
ALB,P2O5,H,toba,0
ALB,P2O5,I,toba,92.15556750128512
ALB,K2O,H,acof,0
ALB,K2O,I,acof,0
ALB,K2O,H,bean,2.92501947445166
ALB,K2O,I,bean,54.56369122408459
ALB,K2O,H,chic,0
ALB,K2O,I,chic,0
ALB,K2O,H,coco,0
ALB,K2O,I,coco,0
ALB,K2O,H,cowp,0.0056128816905388484
ALB,K2O,I,cowp,5.345601932452825e-4
ALB,K2O,H,fodd,84.80088196550028
ALB,K2O,I,fodd,233.18352409697638
ALB,K2O,H,lent,0
ALB,K2O,I,lent,4.5055117253333727e-4
ALB,K2O,H,opul,0.6446730119655224
ALB,K2O,I,opul,11.813092606243368
ALB,K2O,H,othr,7.968145708580785e-4
ALB,K2O,I,othr,6.287752631349997
ALB,K2O,H,pige,0
ALB,K2O,I,pige,0
ALB,K2O,H,rcof,0
ALB,K2O,I,rcof,0
ALB,K2O,H,spis,1.869263952280211e-4
ALB,K2O,I,spis,1.4750570522538846
ALB,K2O,H,teas,0.09984214231299388
ALB,K2O,I,teas,0
ALB,K2O,H,tnut,0.010945997095150478
ALB,K2O,I,tnut,86.37608166219658
ALB,K2O,H,toba,0
ALB,K2O,I,toba,13.688026708993208
DZA,N,H,acof,0
DZA,N,I,acof,0
DZA,N,H,bean,0
DZA,N,I,bean,0
DZA,N,H,chic,0.24340761550260215
DZA,N,I,chic,0
DZA,N,H,coco,0
DZA,N,I,coco,0
DZA,N,H,cowp,0
DZA,N,I,cowp,0
DZA,N,H,fodd,1350.4468442443379
DZA,N,I,fodd,0
DZA,N,H,lent,0.21241370774609283
DZA,N,I,lent,0
DZA,N,H,opul,0.31661020633280595
DZA,N,I,opul,0.008654493389698618
DZA,N,H,othr,0
DZA,N,I,othr,0
DZA,N,H,pige,0
DZA,N,I,pige,0
DZA,N,H,rcof,0
DZA,N,I,rcof,0
DZA,N,H,spis,472.8941877776776
DZA,N,I,spis,2255.1948723856076
DZA,N,H,teas,0
DZA,N,I,teas,0
DZA,N,H,tnut,557.8710200432633
DZA,N,I,tnut,2660.4426522168897
DZA,N,H,toba,51.426034381967504
DZA,N,I,toba,146.97567902947057
DZA,P2O5,H,acof,0
DZA,P2O5,I,acof,0
DZA,P2O5,H,bean,0
DZA,P2O5,I,bean,0
DZA,P2O5,H,chic,0.0670881297939247
DZA,P2O5,I,chic,0
DZA,P2O5,H,coco,0
DZA,P2O5,I,coco,0
DZA,P2O5,H,cowp,0
DZA,P2O5,I,cowp,0
DZA,P2O5,H,fodd,3534.439074284951
DZA,P2O5,I,fodd,0
DZA,P2O5,H,lent,0.8781835995057222
DZA,P2O5,I,lent,0
DZA,P2O5,H,opul,2.8633586891518408
DZA,P2O5,I,opul,0.07826948832329228
DZA,P2O5,H,othr,0
DZA,P2O5,I,othr,0
DZA,P2O5,H,pige,0
DZA,P2O5,I,pige,0
DZA,P2O5,H,rcof,0
DZA,P2O5,I,rcof,0
DZA,P2O5,H,spis,209.66951789178322
DZA,P2O5,I,spis,999.8973002125614
DZA,P2O5,H,teas,0
DZA,P2O5,I,teas,0
DZA,P2O5,H,tnut,576.6025950490165
DZA,P2O5,I,tnut,2749.772047898064
DZA,P2O5,H,toba,139.27728762069853
DZA,P2O5,I,toba,398.05468509181725
DZA,K2O,H,acof,0
DZA,K2O,I,acof,0
DZA,K2O,H,bean,0
DZA,K2O,I,bean,0
DZA,K2O,H,chic,0
DZA,K2O,I,chic,0
DZA,K2O,H,coco,0
DZA,K2O,I,coco,0
DZA,K2O,H,cowp,0
DZA,K2O,I,cowp,0
DZA,K2O,H,fodd,0
DZA,K2O,I,fodd,0
DZA,K2O,H,lent,0.37500076471061683
DZA,K2O,I,lent,0
DZA,K2O,H,opul,0.3057839492065284
DZA,K2O,I,opul,0.00835855924461911
DZA,K2O,H,othr,0
DZA,K2O,I,othr,0
DZA,K2O,H,pige,0
DZA,K2O,I,pige,0
DZA,K2O,H,rcof,0
DZA,K2O,I,rcof,0
DZA,K2O,H,spis,119.26569679621352
DZA,K2O,I,spis,568.7686480781349
DZA,K2O,H,teas,0
DZA,K2O,I,teas,0
DZA,K2O,H,tnut,492.44010978845057
DZA,K2O,I,tnut,2348.4078302579
DZA,K2O,H,toba,66.17282024209149
DZA,K2O,I,toba,189.1220138838245
ASM,N,H,acof,0
ASM,N,I,acof,0
ASM,N,H,bean,0
ASM,N,I,bean,0
ASM,N,H,chic,0
ASM,N,I,chic,0
ASM,N,H,coco,0
ASM,N,I,coco,0
ASM,N,H,cowp,0
ASM,N,I,cowp,0
ASM,N,H,fodd,0
ASM,N,I,fodd,0
ASM,N,H,lent,0
ASM,N,I,lent,0
ASM,N,H,opul,0
ASM,N,I,opul,0
ASM,N,H,othr,0
ASM,N,I,othr,0
ASM,N,H,pige,0
ASM,N,I,pige,0
ASM,N,H,rcof,0
ASM,N,I,rcof,0
ASM,N,H,spis,0
ASM,N,I,spis,0
ASM,N,H,teas,0
ASM,N,I,teas,0
ASM,N,H,tnut,0
ASM,N,I,tnut,0
ASM,N,H,toba,0
ASM,N,I,toba,0
ASM,P2O5,H,acof,0
ASM,P2O5,I,acof,0
ASM,P2O5,H,bean,0
ASM,P2O5,I,bean,0
ASM,P2O5,H,chic,0
ASM,P2O5,I,chic,0
ASM,P2O5,H,coco,0
ASM,P2O5,I,coco,0
ASM,P2O5,H,cowp,0
ASM,P2O5,I,cowp,0
ASM,P2O5,H,fodd,0
ASM,P2O5,I,fodd,0
ASM,P2O5,H,lent,0
ASM,P2O5,I,lent,0
ASM,P2O5,H,opul,0
ASM,P2O5,I,opul,0
ASM,P2O5,H,othr,0
ASM,P2O5,I,othr,0
ASM,P2O5,H,pige,0
ASM,P2O5,I,pige,0
ASM,P2O5,H,rcof,0
ASM,P2O5,I,rcof,0
ASM,P2O5,H,spis,0
ASM,P2O5,I,spis,0
ASM,P2O5,H,teas,0
ASM,P2O5,I,teas,0
ASM,P2O5,H,tnut,0
ASM,P2O5,I,tnut,0
ASM,P2O5,H,toba,0
ASM,P2O5,I,toba,0
ASM,K2O,H,acof,0
ASM,K2O,I,acof,0
ASM,K2O,H,bean,0
ASM,K2O,I,bean,0
ASM,K2O,H,chic,0
ASM,K2O,I,chic,0
ASM,K2O,H,coco,0
ASM,K2O,I,coco,0
ASM,K2O,H,cowp,0
ASM,K2O,I,cowp,0
ASM,K2O,H,fodd,0
ASM,K2O,I,fodd,0
ASM,K2O,H,lent,0
ASM,K2O,I,lent,0
ASM,K2O,H,opul,0
ASM,K2O,I,opul,0
ASM,K2O,H,othr,0
ASM,K2O,I,othr,0
ASM,K2O,H,pige,0
ASM,K2O,I,pige,0
ASM,K2O,H,rcof,0
ASM,K2O,I,rcof,0
ASM,K2O,H,spis,0
ASM,K2O,I,spis,0
ASM,K2O,H,teas,0
ASM,K2O,I,teas,0
ASM,K2O,H,tnut,0
ASM,K2O,I,tnut,0
ASM,K2O,H,toba,0
ASM,K2O,I,toba,0
AND,N,H,acof,0
AND,N,I,acof,0
AND,N,H,bean,0
AND,N,I,bean,0
AND,N,H,chic,0
AND,N,I,chic,0
AND,N,H,coco,0
AND,N,I,coco,0
AND,N,H,cowp,0
AND,N,I,cowp,0
AND,N,H,fodd,0
AND,N,I,fodd,0
AND,N,H,lent,0
AND,N,I,lent,0
AND,N,H,opul,0
AND,N,I,opul,0
AND,N,H,othr,0
AND,N,I,othr,0
AND,N,H,pige,0
AND,N,I,pige,0
AND,N,H,rcof,0
AND,N,I,rcof,0
AND,N,H,spis,0
AND,N,I,spis,0
AND,N,H,teas,0
AND,N,I,teas,0
AND,N,H,tnut,0
AND,N,I,tnut,0
AND,N,H,toba,0
AND,N,I,toba,0
AND,P2O5,H,acof,0
AND,P2O5,I,acof,0
AND,P2O5,H,bean,0
AND,P2O5,I,bean,0
AND,P2O5,H,chic,0
AND,P2O5,I,chic,0
AND,P2O5,H,coco,0
AND,P2O5,I,coco,0
AND,P2O5,H,cowp,0
AND,P2O5,I,cowp,0
AND,P2O5,H,fodd,0
AND,P2O5,I,fodd,0
AND,P2O5,H,lent,0
AND,P2O5,I,lent,0
AND,P2O5,H,opul,0
AND,P2O5,I,opul,0
AND,P2O5,H,othr,0
AND,P2O5,I,othr,0
AND,P2O5,H,pige,0
AND,P2O5,I,pige,0
AND,P2O5,H,rcof,0
AND,P2O5,I,rcof,0
AND,P2O5,H,spis,0
AND,P2O5,I,spis,0
AND,P2O5,H,teas,0
AND,P2O5,I,teas,0
AND,P2O5,H,tnut,0
AND,P2O5,I,tnut,0
AND,P2O5,H,toba,0
AND,P2O5,I,toba,0
AND,K2O,H,acof,0
AND,K2O,I,acof,0
AND,K2O,H,bean,0
AND,K2O,I,bean,0
AND,K2O,H,chic,0
AND,K2O,I,chic,0
AND,K2O,H,coco,0
AND,K2O,I,coco,0
AND,K2O,H,cowp,0
AND,K2O,I,cowp,0
AND,K2O,H,fodd,0
AND,K2O,I,fodd,0
AND,K2O,H,lent,0
AND,K2O,I,lent,0
AND,K2O,H,opul,0
AND,K2O,I,opul,0
AND,K2O,H,othr,0
AND,K2O,I,othr,0
AND,K2O,H,pige,0
AND,K2O,I,pige,0
AND,K2O,H,rcof,0
AND,K2O,I,rcof,0
AND,K2O,H,spis,0
AND,K2O,I,spis,0
AND,K2O,H,teas,0
AND,K2O,I,teas,0
AND,K2O,H,tnut,0
AND,K2O,I,tnut,0
AND,K2O,H,toba,0
AND,K2O,I,toba,0
AGO,N,H,acof,0.025848293373313555
AGO,N,I,acof,0
AGO,N,H,bean,0.5296978256399393
AGO,N,I,bean,232.46436551013963
AGO,N,H,chic,0
AGO,N,I,chic,0
AGO,N,H,coco,0.16506942623234455
AGO,N,I,coco,0
AGO,N,H,cowp,0.016335352045118934
AGO,N,I,cowp,0
AGO,N,H,fodd,0
AGO,N,I,fodd,0
AGO,N,H,lent,0
AGO,N,I,lent,0
AGO,N,H,opul,0.2689567719500293
AGO,N,I,opul,0
AGO,N,H,othr,0
AGO,N,I,othr,0
AGO,N,H,pige,0.23686261157486757
AGO,N,I,pige,0
AGO,N,H,rcof,0.24297395347228204
AGO,N,I,rcof,0
AGO,N,H,spis,0
AGO,N,I,spis,0
AGO,N,H,teas,0.016815804239144506
AGO,N,I,teas,0
AGO,N,H,tnut,61.29024331383668
AGO,N,I,tnut,323.1916812676147
AGO,N,H,toba,0.04492222063977058
AGO,N,I,toba,154.2828683917881
AGO,P2O5,H,acof,0.012141017841525714
AGO,P2O5,I,acof,0
AGO,P2O5,H,bean,0.7919718452982238
AGO,P2O5,I,bean,347.5665249271594
AGO,P2O5,H,chic,0
AGO,P2O5,I,chic,0
AGO,P2O5,H,coco,0.0939483528835777
AGO,P2O5,I,coco,0
AGO,P2O5,H,cowp,0.0208131726216555
AGO,P2O5,I,cowp,0
AGO,P2O5,H,fodd,0
AGO,P2O5,I,fodd,0
AGO,P2O5,H,lent,0
AGO,P2O5,I,lent,0
AGO,P2O5,H,opul,0.39300167863580165
AGO,P2O5,I,opul,0
AGO,P2O5,H,othr,0
AGO,P2O5,I,othr,0
AGO,P2O5,H,pige,0.1873185590679662
AGO,P2O5,I,pige,0
AGO,P2O5,H,rcof,0.11412556572027382
AGO,P2O5,I,rcof,0
AGO,P2O5,H,spis,0
AGO,P2O5,I,spis,0
AGO,P2O5,H,teas,0.0076519020009615845
AGO,P2O5,I,teas,0
AGO,P2O5,H,tnut,32.537927827500695
AGO,P2O5,I,tnut,171.5768616823259
AGO,P2O5,H,toba,0.06249053404249903
AGO,P2O5,I,toba,214.62026369363983
AGO,K2O,H,acof,0.017592509128132986
AGO,K2O,I,acof,0
AGO,K2O,H,bean,0.28952243162305386
AGO,K2O,I,bean,127.06045807700839
AGO,K2O,H,chic,0
AGO,K2O,I,chic,0
AGO,K2O,H,coco,0.13255417157820057
AGO,K2O,I,coco,0
AGO,K2O,H,cowp,1.0847826201813409
AGO,K2O,I,cowp,0
AGO,K2O,H,fodd,0
AGO,K2O,I,fodd,0
AGO,K2O,H,lent,0
AGO,K2O,I,lent,0
AGO,K2O,H,opul,0.32571273368846415
AGO,K2O,I,opul,0
AGO,K2O,H,othr,0
AGO,K2O,I,othr,0
AGO,K2O,H,pige,0.008203135601001818
AGO,K2O,I,pige,0
AGO,K2O,H,rcof,0.16536958292081316
AGO,K2O,I,rcof,0
AGO,K2O,H,spis,0
AGO,K2O,I,spis,0
AGO,K2O,H,teas,0.009047576123039821
AGO,K2O,I,teas,0
AGO,K2O,H,tnut,61.53477686560734
AGO,K2O,I,tnut,324.4811395149644
AGO,K2O,H,toba,0.06574572091596442
AGO,K2O,I,toba,225.80002196999078
AIA,N,H,acof,0
AIA,N,I,acof,0
AIA,N,H,bean,0
AIA,N,I,bean,0
AIA,N,H,chic,0
AIA,N,I,chic,0
AIA,N,H,coco,0
AIA,N,I,coco,0
AIA,N,H,cowp,0
AIA,N,I,cowp,0
AIA,N,H,fodd,0
AIA,N,I,fodd,0
AIA,N,H,lent,0
AIA,N,I,lent,0
AIA,N,H,opul,0
AIA,N,I,opul,0
AIA,N,H,othr,0
AIA,N,I,othr,0
AIA,N,H,pige,0
AIA,N,I,pige,0
AIA,N,H,rcof,0
AIA,N,I,rcof,0
AIA,N,H,spis,0
AIA,N,I,spis,0
AIA,N,H,teas,0
AIA,N,I,teas,0
AIA,N,H,tnut,0
AIA,N,I,tnut,0
AIA,N,H,toba,0
AIA,N,I,toba,0
AIA,P2O5,H,acof,0
AIA,P2O5,I,acof,0
AIA,P2O5,H,bean,0
AIA,P2O5,I,bean,0
AIA,P2O5,H,chic,0
AIA,P2O5,I,chic,0
AIA,P2O5,H,coco,0
AIA,P2O5,I,coco,0
AIA,P2O5,H,cowp,0
AIA,P2O5,I,cowp,0
AIA,P2O5,H,fodd,0
AIA,P2O5,I,fodd,0
AIA,P2O5,H,lent,0
AIA,P2O5,I,lent,0
AIA,P2O5,H,opul,0
AIA,P2O5,I,opul,0
AIA,P2O5,H,othr,0
AIA,P2O5,I,othr,0
AIA,P2O5,H,pige,0
AIA,P2O5,I,pige,0
AIA,P2O5,H,rcof,0
AIA,P2O5,I,rcof,0
AIA,P2O5,H,spis,0
AIA,P2O5,I,spis,0
AIA,P2O5,H,teas,0
AIA,P2O5,I,teas,0
AIA,P2O5,H,tnut,0
AIA,P2O5,I,tnut,0
AIA,P2O5,H,toba,0
AIA,P2O5,I,toba,0
AIA,K2O,H,acof,0
AIA,K2O,I,acof,0
AIA,K2O,H,bean,0
AIA,K2O,I,bean,0
AIA,K2O,H,chic,0
AIA,K2O,I,chic,0
AIA,K2O,H,coco,0
AIA,K2O,I,coco,0
AIA,K2O,H,cowp,0
AIA,K2O,I,cowp,0
AIA,K2O,H,fodd,0
AIA,K2O,I,fodd,0
AIA,K2O,H,lent,0
AIA,K2O,I,lent,0
AIA,K2O,H,opul,0
AIA,K2O,I,opul,0
AIA,K2O,H,othr,0
AIA,K2O,I,othr,0
AIA,K2O,H,pige,0
AIA,K2O,I,pige,0
AIA,K2O,H,rcof,0
AIA,K2O,I,rcof,0
AIA,K2O,H,spis,0
AIA,K2O,I,spis,0
AIA,K2O,H,teas,0
AIA,K2O,I,teas,0
AIA,K2O,H,tnut,0
AIA,K2O,I,tnut,0
AIA,K2O,H,toba,0
AIA,K2O,I,toba,0
ATG,N,H,acof,0
ATG,N,I,acof,0
ATG,N,H,bean,0
ATG,N,I,bean,0
ATG,N,H,chic,0
ATG,N,I,chic,0
ATG,N,H,coco,0
ATG,N,I,coco,0
ATG,N,H,cowp,0
ATG,N,I,cowp,0
ATG,N,H,fodd,0
ATG,N,I,fodd,0
ATG,N,H,lent,0
ATG,N,I,lent,0
ATG,N,H,opul,0
ATG,N,I,opul,0
ATG,N,H,othr,0
ATG,N,I,othr,0
ATG,N,H,pige,0
ATG,N,I,pige,0
ATG,N,H,rcof,0
ATG,N,I,rcof,0
ATG,N,H,spis,0
ATG,N,I,spis,0
ATG,N,H,teas,0
ATG,N,I,teas,0
ATG,N,H,tnut,0
ATG,N,I,tnut,0
ATG,N,H,toba,0
ATG,N,I,toba,0
ATG,P2O5,H,acof,0
ATG,P2O5,I,acof,0
ATG,P2O5,H,bean,0
ATG,P2O5,I,bean,0
ATG,P2O5,H,chic,0
ATG,P2O5,I,chic,0
ATG,P2O5,H,coco,0
ATG,P2O5,I,coco,0
ATG,P2O5,H,cowp,0
ATG,P2O5,I,cowp,0
ATG,P2O5,H,fodd,0
ATG,P2O5,I,fodd,0
ATG,P2O5,H,lent,0
ATG,P2O5,I,lent,0
ATG,P2O5,H,opul,0
ATG,P2O5,I,opul,0
ATG,P2O5,H,othr,0
ATG,P2O5,I,othr,0
