iso3c,nutrient,prod_system,split_rest_names,allocated_nutrient
NRU,P2O5,I,trof,0
NPL,P2O5,H,trof,0
NPL,P2O5,I,trof,0
NCL,P2O5,H,trof,0
NCL,P2O5,I,trof,0
NIC,P2O5,H,trof,50.68347478972644
NIC,P2O5,I,trof,0
NER,P2O5,H,trof,2.75395794773279
NER,P2O5,I,trof,0
NGA,P2O5,H,trof,0.5643822501763145
NGA,P2O5,I,trof,0
NIU,P2O5,H,trof,0
NIU,P2O5,I,trof,0
NFK,P2O5,H,trof,0
NFK,P2O5,I,trof,0
PRK,P2O5,H,trof,0
PRK,P2O5,I,trof,0.23800000000000002
MNP,P2O5,H,trof,0
MNP,P2O5,I,trof,0
NOR,P2O5,H,trof,0
NOR,P2O5,I,trof,0
OMN,P2O5,H,trof,77.79696625633933
OMN,P2O5,I,trof,331.00117839673374
PLW,P2O5,H,trof,0
PLW,P2O5,I,trof,0
PSE,P2O5,H,trof,0
PSE,P2O5,I,trof,0
PAN,P2O5,H,trof,237.42841600859558
PAN,P2O5,I,trof,0
PNG,P2O5,H,trof,1.821332204903645
PNG,P2O5,I,trof,0
PRY,P2O5,H,trof,0
PRY,P2O5,I,trof,0
PER,P2O5,H,trof,213.42514294668553
PER,P2O5,I,trof,2268.9942151500095
PCN,P2O5,H,trof,0
PCN,P2O5,I,trof,0
XMI,P2O5,H,trof,0
XMI,P2O5,I,trof,0
PRI,P2O5,H,trof,0
PRI,P2O5,I,trof,0
QAT,P2O5,H,trof,0.05482182097794361
QAT,P2O5,I,trof,0
COG,P2O5,H,trof,17.789170198651178
COG,P2O5,I,trof,0
REU,P2O5,H,trof,0
REU,P2O5,I,trof,0
RWA,P2O5,H,trof,129.3400715044275
RWA,P2O5,I,trof,0
BLM,P2O5,H,trof,0
BLM,P2O5,I,trof,0
MAF,P2O5,H,trof,0
MAF,P2O5,I,trof,0
SHN,P2O5,H,trof,0
SHN,P2O5,I,trof,0
KNA,P2O5,H,trof,0
KNA,P2O5,I,trof,0
LCA,P2O5,H,trof,0
LCA,P2O5,I,trof,0
SPM,P2O5,H,trof,0
SPM,P2O5,I,trof,0
VCT,P2O5,H,trof,0
VCT,P2O5,I,trof,0
WSM,P2O5,H,trof,0
WSM,P2O5,I,trof,0
SMR,P2O5,H,trof,0
SMR,P2O5,I,trof,0
STP,P2O5,H,trof,0
STP,P2O5,I,trof,0
SAU,P2O5,H,trof,1141.4588125375187
SAU,P2O5,I,trof,339.4250157312223
SEN,P2O5,H,trof,0
SEN,P2O5,I,trof,0
SRB,P2O5,H,trof,271.2897299440802
SRB,P2O5,I,trof,0
SYC,P2O5,H,trof,0
SYC,P2O5,I,trof,0
SLE,P2O5,H,trof,0.02379999959468842
SLE,P2O5,I,trof,0
SGP,P2O5,H,trof,0
SGP,P2O5,I,trof,0
SXM,P2O5,H,trof,0
SXM,P2O5,I,trof,0
SLB,P2O5,H,trof,0
SLB,P2O5,I,trof,0
SOM,P2O5,H,trof,0
SOM,P2O5,I,trof,117.68079969358445
KOR,P2O5,H,trof,0
KOR,P2O5,I,trof,1533.7006269230715
SSD,P2O5,H,trof,0
SSD,P2O5,I,trof,0
LKA,P2O5,H,trof,363.49411701020495
LKA,P2O5,I,trof,0
SDN,P2O5,H,trof,6.460967589368964e-4
SDN,P2O5,I,trof,0
SUR,P2O5,H,trof,12.846672502947115
SUR,P2O5,I,trof,0
SWZ,P2O5,H,trof,0
SWZ,P2O5,I,trof,77.98580037349463
CHE,P2O5,H,trof,0.46763054149880245
CHE,P2O5,I,trof,0.8793053166806155
SYR,P2O5,H,trof,0
SYR,P2O5,I,trof,54.05124349119061
TWN,P2O5,H,trof,36018.06973195969
TWN,P2O5,I,trof,0
TJK,P2O5,H,trof,0
TJK,P2O5,I,trof,0
TZA,P2O5,H,trof,465.11010469087404
TZA,P2O5,I,trof,0
TLS,P2O5,H,trof,13.625500024318695
TLS,P2O5,I,trof,0
TGO,P2O5,H,trof,1.725611826762506
TGO,P2O5,I,trof,0
TKL,P2O5,H,trof,0
TKL,P2O5,I,trof,0
TON,P2O5,H,trof,0
TON,P2O5,I,trof,0
TTO,P2O5,H,trof,0
TTO,P2O5,I,trof,0
TUN,P2O5,H,trof,0
TUN,P2O5,I,trof,712.7255869040226
TKM,P2O5,H,trof,0
TKM,P2O5,I,trof,0
TCA,P2O5,H,trof,0
TCA,P2O5,I,trof,0
TUV,P2O5,H,trof,0
TUV,P2O5,I,trof,0
UGA,P2O5,H,trof,0
UGA,P2O5,I,trof,0
ARE,P2O5,H,trof,395.27781082915516
ARE,P2O5,I,trof,488.69189047451766
URY,P2O5,H,trof,0
URY,P2O5,I,trof,1927.410895769581
VUT,P2O5,H,trof,0
VUT,P2O5,I,trof,0
VEN,P2O5,H,trof,1019.5129754501949
VEN,P2O5,I,trof,3701.8947008995347
VIR,P2O5,H,trof,0
VIR,P2O5,I,trof,0
WLF,P2O5,H,trof,0
WLF,P2O5,I,trof,0
ESH,P2O5,H,trof,0
ESH,P2O5,I,trof,0
YEM,P2O5,H,trof,0.046024082035068574
YEM,P2O5,I,trof,5.38113068650942
ZMB,P2O5,H,trof,125.89460826754065
ZMB,P2O5,I,trof,741.892044058294
ZWE,P2O5,H,trof,0.49409919313091877
ZWE,P2O5,I,trof,0
AFG,P2O5,H,bana,0.006460458570441908
AFG,P2O5,I,bana,0
ALB,P2O5,H,bana,0
ALB,P2O5,I,bana,0
DZA,P2O5,H,bana,0
DZA,P2O5,I,bana,0
ASM,P2O5,H,bana,0
ASM,P2O5,I,bana,0
AND,P2O5,H,bana,0.003400000050663948
AND,P2O5,I,bana,0
AGO,P2O5,H,bana,365.3752541476665
AGO,P2O5,I,bana,2994.553087878672
AIA,P2O5,H,bana,0
AIA,P2O5,I,bana,0
ATG,P2O5,H,bana,0
ATG,P2O5,I,bana,0
ARM,P2O5,H,bana,0
ARM,P2O5,I,bana,0
ABW,P2O5,H,bana,0
ABW,P2O5,I,bana,0
AZE,P2O5,H,bana,0
AZE,P2O5,I,bana,0
BHS,P2O5,H,bana,0
BHS,P2O5,I,bana,0
BHR,P2O5,H,bana,0.11309651345464461
BHR,P2O5,I,bana,0.18580141496120184
BRB,P2O5,H,bana,0
BRB,P2O5,I,bana,0
BLZ,P2O5,H,bana,588.6196802868102
BLZ,P2O5,I,bana,0
BEN,P2O5,H,bana,0
BEN,P2O5,I,bana,0
BMU,P2O5,H,bana,0
BMU,P2O5,I,bana,0.9134451298835333
BTN,P2O5,H,bana,0
BTN,P2O5,I,bana,0
BOL,P2O5,H,bana,56.66319281100582
BOL,P2O5,I,bana,0
BES,P2O5,H,bana,0
BES,P2O5,I,bana,0
BIH,P2O5,H,bana,0
BIH,P2O5,I,bana,0
BWA,P2O5,H,bana,0
BWA,P2O5,I,bana,0
IOT,P2O5,H,bana,0
IOT,P2O5,I,bana,0
VGB,P2O5,H,bana,0
VGB,P2O5,I,bana,0.136
BRN,P2O5,H,bana,0
BRN,P2O5,I,bana,0
BFA,P2O5,H,bana,0
BFA,P2O5,I,bana,0
BDI,P2O5,H,bana,9.51387882667544
BDI,P2O5,I,bana,0
KHM,P2O5,H,bana,1.96928146016165
KHM,P2O5,I,bana,0
CMR,P2O5,H,bana,172.04751312203246
CMR,P2O5,I,bana,80.26001613329375
CPV,P2O5,H,bana,0
CPV,P2O5,I,bana,0
CYM,P2O5,H,bana,0
CYM,P2O5,I,bana,0
CAF,P2O5,H,bana,0
CAF,P2O5,I,bana,0
TCD,P2O5,H,bana,0
TCD,P2O5,I,bana,0
CXR,P2O5,H,bana,0
CXR,P2O5,I,bana,0
CCK,P2O5,H,bana,0
CCK,P2O5,I,bana,0
COL,P2O5,H,bana,1441.416786252777
COL,P2O5,I,bana,860.7113113440744
COM,P2O5,H,bana,0
COM,P2O5,I,bana,0
COK,P2O5,H,bana,0
COK,P2O5,I,bana,0
CRI,P2O5,H,bana,0
CRI,P2O5,I,bana,0
CIV,P2O5,H,bana,0.12643047948577357
CIV,P2O5,I,bana,382.81500309288623
CUB,P2O5,H,bana,143.16312624549602
CUB,P2O5,I,bana,0
CUW,P2O5,H,bana,0
CUW,P2O5,I,bana,0
COD,P2O5,H,bana,0.11462080396280858
COD,P2O5,I,bana,0.7488233139992041
DJI,P2O5,H,bana,0
DJI,P2O5,I,bana,0
DOM,P2O5,H,bana,162.19013131910245
DOM,P2O5,I,bana,0
DMA,P2O5,H,bana,0
DMA,P2O5,I,bana,0
ECU,P2O5,H,bana,684.614434736989
ECU,P2O5,I,bana,7244.149149606078
SLV,P2O5,H,bana,0
SLV,P2O5,I,bana,0
GNQ,P2O5,H,bana,0
GNQ,P2O5,I,bana,0
ERI,P2O5,H,bana,0
ERI,P2O5,I,bana,0
ETH,P2O5,H,bana,1522.7808536945745
ETH,P2O5,I,bana,2032.7373883515454
FLK,P2O5,H,bana,0
FLK,P2O5,I,bana,0
FJI,P2O5,H,bana,0
FJI,P2O5,I,bana,0
GUF,P2O5,H,bana,0
GUF,P2O5,I,bana,0
PYF,P2O5,H,bana,0
PYF,P2O5,I,bana,0
GAB,P2O5,H,bana,54.402388040498465
GAB,P2O5,I,bana,0
GMB,P2O5,H,bana,0
GMB,P2O5,I,bana,0
GEO,P2O5,H,bana,0
GEO,P2O5,I,bana,0
GHA,P2O5,H,bana,37.73807598140723
GHA,P2O5,I,bana,0
GRL,P2O5,H,bana,0
GRL,P2O5,I,bana,0
GRD,P2O5,H,bana,0
GRD,P2O5,I,bana,0
GLP,P2O5,H,bana,0
GLP,P2O5,I,bana,0
GUM,P2O5,H,bana,0
GUM,P2O5,I,bana,0
GTM,P2O5,H,bana,0
GTM,P2O5,I,bana,2284.6907094567455
GNB,P2O5,H,bana,2.2814000100567937
GNB,P2O5,I,bana,0
GIN,P2O5,H,bana,0.04736624620930382
GIN,P2O5,I,bana,164.7759002893003
GUY,P2O5,H,bana,1.7165258506988732
GUY,P2O5,I,bana,0.0019668013402603193
HTI,P2O5,H,bana,350.05889920538675
HTI,P2O5,I,bana,0
HND,P2O5,H,bana,66.05138079959958
HND,P2O5,I,bana,583.0984969843636
ISL,P2O5,H,bana,0
ISL,P2O5,I,bana,0
IRQ,P2O5,H,bana,0.01371044354934078
IRQ,P2O5,I,bana,0
IMN,P2O5,H,bana,0
IMN,P2O5,I,bana,0
ISR,P2O5,H,bana,10.848148464197626
ISR,P2O5,I,bana,2.2390870861275975
JAM,P2O5,H,bana,0
JAM,P2O5,I,bana,32.07740510615175
JEY,P2O5,H,bana,0
JEY,P2O5,I,bana,0
JOR,P2O5,H,bana,0
JOR,P2O5,I,bana,9.770709793460933
KAZ,P2O5,H,bana,0
KAZ,P2O5,I,bana,0
KEN,P2O5,H,bana,6.873983076191689
KEN,P2O5,I,bana,136.29653000915957
KIR,P2O5,H,bana,0
KIR,P2O5,I,bana,0
XKO,P2O5,H,bana,0
XKO,P2O5,I,bana,0
KWT,P2O5,H,bana,0
KWT,P2O5,I,bana,0
KGZ,P2O5,H,bana,0
KGZ,P2O5,I,bana,0
LAO,P2O5,H,bana,0.30939999701082704
LAO,P2O5,I,bana,0.39440000486373905
LBN,P2O5,H,bana,10.613112333222446
LBN,P2O5,I,bana,310.21568514670247
LSO,P2O5,H,bana,0
LSO,P2O5,I,bana,0
LBR,P2O5,H,bana,38.54240003070235
LBR,P2O5,I,bana,0
LBY,P2O5,H,bana,0
LBY,P2O5,I,bana,0
LIE,P2O5,H,bana,0
LIE,P2O5,I,bana,0
MKD,P2O5,H,bana,0
MKD,P2O5,I,bana,0
MDG,P2O5,H,bana,24.23014674069837
MDG,P2O5,I,bana,0
MWI,P2O5,H,bana,0.36396289609288235
MWI,P2O5,I,bana,0
MDV,P2O5,H,bana,0
MDV,P2O5,I,bana,0
MLI,P2O5,H,bana,0
MLI,P2O5,I,bana,1.0251444796935338
MHL,P2O5,H,bana,0
MHL,P2O5,I,bana,0
MTQ,P2O5,H,bana,0
MTQ,P2O5,I,bana,0
MRT,P2O5,H,bana,0
MRT,P2O5,I,bana,0
MUS,P2O5,H,bana,9.384209602035291
MUS,P2O5,I,bana,0
MYT,P2O5,H,bana,0
MYT,P2O5,I,bana,0
FSM,P2O5,H,bana,0
FSM,P2O5,I,bana,0
MDA,P2O5,H,bana,0
MDA,P2O5,I,bana,0
MCO,P2O5,H,bana,0
MCO,P2O5,I,bana,0
MNG,P2O5,H,bana,0
MNG,P2O5,I,bana,0
MNE,P2O5,H,bana,0
MNE,P2O5,I,bana,0
MSR,P2O5,H,bana,0
MSR,P2O5,I,bana,0
MOZ,P2O5,H,bana,26.813654682391576
MOZ,P2O5,I,bana,0
MMR,P2O5,H,bana,0.5584824795925655
MMR,P2O5,I,bana,0
"NAM",P2O5,H,bana,0
"NAM",P2O5,I,bana,0
NRU,P2O5,H,bana,0
NRU,P2O5,I,bana,0
NPL,P2O5,H,bana,0
NPL,P2O5,I,bana,0
NCL,P2O5,H,bana,0
NCL,P2O5,I,bana,0
NIC,P2O5,H,bana,0.025046399144686437
NIC,P2O5,I,bana,30.631745540159425
NER,P2O5,H,bana,0
NER,P2O5,I,bana,0
NGA,P2O5,H,bana,1.1645982755801068
NGA,P2O5,I,bana,0
NIU,P2O5,H,bana,0
NIU,P2O5,I,bana,0
NFK,P2O5,H,bana,0
NFK,P2O5,I,bana,0
PRK,P2O5,H,bana,0
PRK,P2O5,I,bana,0
MNP,P2O5,H,bana,0
MNP,P2O5,I,bana,0
NOR,P2O5,H,bana,0
NOR,P2O5,I,bana,0
OMN,P2O5,H,bana,4.917410915547881
OMN,P2O5,I,bana,33.9242576421045
PLW,P2O5,H,bana,0
PLW,P2O5,I,bana,0
PSE,P2O5,H,bana,0
PSE,P2O5,I,bana,0
PAN,P2O5,H,bana,113.54225348700605
PAN,P2O5,I,bana,49.81845908945981
PNG,P2O5,H,bana,96.07375493431879
PNG,P2O5,I,bana,0
PRY,P2O5,H,bana,0
PRY,P2O5,I,bana,0
PER,P2O5,H,bana,10.588175988099858
PER,P2O5,I,bana,119.41316535202677
PCN,P2O5,H,bana,0
PCN,P2O5,I,bana,0
XMI,P2O5,H,bana,0
XMI,P2O5,I,bana,0
PRI,P2O5,H,bana,0
PRI,P2O5,I,bana,0
QAT,P2O5,H,bana,0
QAT,P2O5,I,bana,0
COG,P2O5,H,bana,24.252601740000117
COG,P2O5,I,bana,0
REU,P2O5,H,bana,0
REU,P2O5,I,bana,0
RWA,P2O5,H,bana,1214.5096523569819
RWA,P2O5,I,bana,0
BLM,P2O5,H,bana,0
BLM,P2O5,I,bana,0
MAF,P2O5,H,bana,0
MAF,P2O5,I,bana,0
SHN,P2O5,H,bana,0
SHN,P2O5,I,bana,0
KNA,P2O5,H,bana,0
KNA,P2O5,I,bana,0
LCA,P2O5,H,bana,0
LCA,P2O5,I,bana,0
SPM,P2O5,H,bana,0
SPM,P2O5,I,bana,0
VCT,P2O5,H,bana,0
VCT,P2O5,I,bana,0
WSM,P2O5,H,bana,0
WSM,P2O5,I,bana,0
SMR,P2O5,H,bana,0
SMR,P2O5,I,bana,0
STP,P2O5,H,bana,0
STP,P2O5,I,bana,0
SAU,P2O5,H,bana,0
SAU,P2O5,I,bana,0
SEN,P2O5,H,bana,0
SEN,P2O5,I,bana,0
SRB,P2O5,H,bana,0
SRB,P2O5,I,bana,0
SYC,P2O5,H,bana,0
SYC,P2O5,I,bana,0
SLE,P2O5,H,bana,0.06459999918937684
SLE,P2O5,I,bana,0.006800000101327896
SGP,P2O5,H,bana,0
SGP,P2O5,I,bana,0
SXM,P2O5,H,bana,0
SXM,P2O5,I,bana,0
SLB,P2O5,H,bana,0
SLB,P2O5,I,bana,0
SOM,P2O5,H,bana,0
SOM,P2O5,I,bana,55.63760000881553
KOR,P2O5,H,bana,0
KOR,P2O5,I,bana,0
SSD,P2O5,H,bana,0
SSD,P2O5,I,bana,0
LKA,P2O5,H,bana,0
LKA,P2O5,I,bana,0
SDN,P2O5,H,bana,0
SDN,P2O5,I,bana,0
SUR,P2O5,H,bana,13.132009923183174
SUR,P2O5,I,bana,0
SWZ,P2O5,H,bana,0
SWZ,P2O5,I,bana,4.399600002735854
CHE,P2O5,H,bana,0
CHE,P2O5,I,bana,0
SYR,P2O5,H,bana,0
SYR,P2O5,I,bana,0
TWN,P2O5,H,bana,1274.4180010839557
TWN,P2O5,I,bana,0
TJK,P2O5,H,bana,0
TJK,P2O5,I,bana,0
TZA,P2O5,H,bana,3629.3210385547163
TZA,P2O5,I,bana,0
TLS,P2O5,H,bana,1.234199996352196
TLS,P2O5,I,bana,0
TGO,P2O5,H,bana,0.9740072431991388
TGO,P2O5,I,bana,0
TKL,P2O5,H,bana,0
TKL,P2O5,I,bana,0
TON,P2O5,H,bana,0
TON,P2O5,I,bana,0
TTO,P2O5,H,bana,0
TTO,P2O5,I,bana,0
TUN,P2O5,H,bana,0
TUN,P2O5,I,bana,0
TKM,P2O5,H,bana,0
TKM,P2O5,I,bana,0
TCA,P2O5,H,bana,0
TCA,P2O5,I,bana,0
TUV,P2O5,H,bana,0
TUV,P2O5,I,bana,0
UGA,P2O5,H,bana,0
UGA,P2O5,I,bana,0
ARE,P2O5,H,bana,0.12621593276008616
ARE,P2O5,I,bana,0.017146315389002267
URY,P2O5,H,bana,0
URY,P2O5,I,bana,0
VUT,P2O5,H,bana,0
VUT,P2O5,I,bana,0
VEN,P2O5,H,bana,129.22593462950908
VEN,P2O5,I,bana,2351.220703594653
VIR,P2O5,H,bana,0
VIR,P2O5,I,bana,0
WLF,P2O5,H,bana,0
WLF,P2O5,I,bana,0
ESH,P2O5,H,bana,0
ESH,P2O5,I,bana,0
YEM,P2O5,H,bana,0
YEM,P2O5,I,bana,3.617820908635708
ZMB,P2O5,H,bana,0.07807417401091638
ZMB,P2O5,I,bana,29.83995020453216
ZWE,P2O5,H,bana,0.79055870900947
ZWE,P2O5,I,bana,0
AFG,P2O5,H,plnt,0
AFG,P2O5,I,plnt,0
ALB,P2O5,H,plnt,0
ALB,P2O5,I,plnt,0
DZA,P2O5,H,plnt,0
DZA,P2O5,I,plnt,0
ASM,P2O5,H,plnt,0
ASM,P2O5,I,plnt,0
AND,P2O5,H,plnt,0
AND,P2O5,I,plnt,0
AGO,P2O5,H,plnt,0
AGO,P2O5,I,plnt,0
AIA,P2O5,H,plnt,0
AIA,P2O5,I,plnt,0
ATG,P2O5,H,plnt,0
ATG,P2O5,I,plnt,0
ARM,P2O5,H,plnt,0
ARM,P2O5,I,plnt,0
ABW,P2O5,H,plnt,0
ABW,P2O5,I,plnt,0
AZE,P2O5,H,plnt,0
AZE,P2O5,I,plnt,0
BHS,P2O5,H,plnt,0
BHS,P2O5,I,plnt,0
BHR,P2O5,H,plnt,0
BHR,P2O5,I,plnt,0
BRB,P2O5,H,plnt,0
BRB,P2O5,I,plnt,0
BLZ,P2O5,H,plnt,0
BLZ,P2O5,I,plnt,0
BEN,P2O5,H,plnt,0
BEN,P2O5,I,plnt,0
BMU,P2O5,H,plnt,0
BMU,P2O5,I,plnt,0
BTN,P2O5,H,plnt,0
BTN,P2O5,I,plnt,0
BOL,P2O5,H,plnt,113.57866765778749
BOL,P2O5,I,plnt,0
BES,P2O5,H,plnt,0
BES,P2O5,I,plnt,0
BIH,P2O5,H,plnt,0
BIH,P2O5,I,plnt,0
BWA,P2O5,H,plnt,0
BWA,P2O5,I,plnt,0
IOT,P2O5,H,plnt,0
IOT,P2O5,I,plnt,0
VGB,P2O5,H,plnt,0
VGB,P2O5,I,plnt,0
BRN,P2O5,H,plnt,0
BRN,P2O5,I,plnt,0
BFA,P2O5,H,plnt,0
BFA,P2O5,I,plnt,0
BDI,P2O5,H,plnt,10.680993315815654
BDI,P2O5,I,plnt,0
KHM,P2O5,H,plnt,0
KHM,P2O5,I,plnt,0
CMR,P2O5,H,plnt,547.2327454623954
CMR,P2O5,I,plnt,0
CPV,P2O5,H,plnt,0
CPV,P2O5,I,plnt,0
CYM,P2O5,H,plnt,0
CYM,P2O5,I,plnt,0
CAF,P2O5,H,plnt,0
CAF,P2O5,I,plnt,0
TCD,P2O5,H,plnt,0
TCD,P2O5,I,plnt,0
CXR,P2O5,H,plnt,0
CXR,P2O5,I,plnt,0
CCK,P2O5,H,plnt,0
CCK,P2O5,I,plnt,0
COL,P2O5,H,plnt,6792.897195380662
COL,P2O5,I,plnt,116.81395369893691
COM,P2O5,H,plnt,0
COM,P2O5,I,plnt,0
COK,P2O5,H,plnt,0
COK,P2O5,I,plnt,0
CRI,P2O5,H,plnt,0
CRI,P2O5,I,plnt,0.03421800943093363
CIV,P2O5,H,plnt,3922.299508033805
CIV,P2O5,I,plnt,0
CUB,P2O5,H,plnt,374.2424834958486
CUB,P2O5,I,plnt,0
CUW,P2O5,H,plnt,0
CUW,P2O5,I,plnt,0
COD,P2O5,H,plnt,0.0034215164709777792
COD,P2O5,I,plnt,0
DJI,P2O5,H,plnt,0
DJI,P2O5,I,plnt,0
DOM,P2O5,H,plnt,97.16804471379876
DOM,P2O5,I,plnt,924.0681436336096
DMA,P2O5,H,plnt,0
DMA,P2O5,I,plnt,0
ECU,P2O5,H,plnt,1166.5640118490946
ECU,P2O5,I,plnt,0
SLV,P2O5,H,plnt,5.310089932970881
SLV,P2O5,I,plnt,5.028306797293726
GNQ,P2O5,H,plnt,0
GNQ,P2O5,I,plnt,0
ERI,P2O5,H,plnt,0
ERI,P2O5,I,plnt,0
ETH,P2O5,H,plnt,0
ETH,P2O5,I,plnt,0
FLK,P2O5,H,plnt,0
FLK,P2O5,I,plnt,0
FJI,P2O5,H,plnt,0
FJI,P2O5,I,plnt,0
GUF,P2O5,H,plnt,0
GUF,P2O5,I,plnt,0
PYF,P2O5,H,plnt,0
PYF,P2O5,I,plnt,0
GAB,P2O5,H,plnt,1259.1505632204269
GAB,P2O5,I,plnt,0
GMB,P2O5,H,plnt,0
GMB,P2O5,I,plnt,0
GEO,P2O5,H,plnt,0
GEO,P2O5,I,plnt,0
GHA,P2O5,H,plnt,1694.9870342189654
GHA,P2O5,I,plnt,0
GRL,P2O5,H,plnt,0
GRL,P2O5,I,plnt,0
GRD,P2O5,H,plnt,0
GRD,P2O5,I,plnt,0
GLP,P2O5,H,plnt,0
GLP,P2O5,I,plnt,0
GUM,P2O5,H,plnt,0
GUM,P2O5,I,plnt,0
GTM,P2O5,H,plnt,66.24588493214598
GTM,P2O5,I,plnt,0
GNB,P2O5,H,plnt,61.92250007548929
GNB,P2O5,I,plnt,0
GIN,P2O5,H,plnt,0.9653692512211385
GIN,P2O5,I,plnt,0
GUY,P2O5,H,plnt,5.01337656371637
GUY,P2O5,I,plnt,0
HTI,P2O5,H,plnt,239.63199945992233
HTI,P2O5,I,plnt,0
HND,P2O5,H,plnt,11.330085878845546
HND,P2O5,I,plnt,320.9913303086591
ISL,P2O5,H,plnt,0
ISL,P2O5,I,plnt,0
IRQ,P2O5,H,plnt,0
IRQ,P2O5,I,plnt,0
IMN,P2O5,H,plnt,0
IMN,P2O5,I,plnt,0
ISR,P2O5,H,plnt,0
ISR,P2O5,I,plnt,0
JAM,P2O5,H,plnt,0
JAM,P2O5,I,plnt,0
JEY,P2O5,H,plnt,0
JEY,P2O5,I,plnt,0
JOR,P2O5,H,plnt,0
JOR,P2O5,I,plnt,0
KAZ,P2O5,H,plnt,0
KAZ,P2O5,I,plnt,0
KEN,P2O5,H,plnt,0
KEN,P2O5,I,plnt,0
KIR,P2O5,H,plnt,0
KIR,P2O5,I,plnt,0
XKO,P2O5,H,plnt,0
XKO,P2O5,I,plnt,0
KWT,P2O5,H,plnt,0
KWT,P2O5,I,plnt,0
KGZ,P2O5,H,plnt,0
KGZ,P2O5,I,plnt,0
LAO,P2O5,H,plnt,0
LAO,P2O5,I,plnt,0
LBN,P2O5,H,plnt,0
LBN,P2O5,I,plnt,0
LSO,P2O5,H,plnt,0
LSO,P2O5,I,plnt,0
LBR,P2O5,H,plnt,70.35110017511994
LBR,P2O5,I,plnt,0
LBY,P2O5,H,plnt,0
LBY,P2O5,I,plnt,0
LIE,P2O5,H,plnt,0
LIE,P2O5,I,plnt,0
MKD,P2O5,H,plnt,0
MKD,P2O5,I,plnt,0
MDG,P2O5,H,plnt,0
MDG,P2O5,I,plnt,0
MWI,P2O5,H,plnt,0
MWI,P2O5,I,plnt,0
MDV,P2O5,H,plnt,0
MDV,P2O5,I,plnt,0
MLI,P2O5,H,plnt,0
MLI,P2O5,I,plnt,0
MHL,P2O5,H,plnt,0
MHL,P2O5,I,plnt,0
MTQ,P2O5,H,plnt,0
MTQ,P2O5,I,plnt,0
MRT,P2O5,H,plnt,0
MRT,P2O5,I,plnt,0
MUS,P2O5,H,plnt,0
MUS,P2O5,I,plnt,0
MYT,P2O5,H,plnt,0
MYT,P2O5,I,plnt,0
FSM,P2O5,H,plnt,0
FSM,P2O5,I,plnt,0
MDA,P2O5,H,plnt,0
MDA,P2O5,I,plnt,0
MCO,P2O5,H,plnt,0
MCO,P2O5,I,plnt,0
MNG,P2O5,H,plnt,0
MNG,P2O5,I,plnt,0
MNE,P2O5,H,plnt,0
MNE,P2O5,I,plnt,0
MSR,P2O5,H,plnt,0
MSR,P2O5,I,plnt,0
MOZ,P2O5,H,plnt,0
MOZ,P2O5,I,plnt,0
MMR,P2O5,H,plnt,0
MMR,P2O5,I,plnt,0
"NAM",P2O5,H,plnt,0
"NAM",P2O5,I,plnt,0
NRU,P2O5,H,plnt,0
NRU,P2O5,I,plnt,0
NPL,P2O5,H,plnt,0
NPL,P2O5,I,plnt,0
NCL,P2O5,H,plnt,0
NCL,P2O5,I,plnt,0
NIC,P2O5,H,plnt,0
NIC,P2O5,I,plnt,262.82020972061804
NER,P2O5,H,plnt,0
NER,P2O5,I,plnt,0
NGA,P2O5,H,plnt,3.1623322747309657
NGA,P2O5,I,plnt,0
NIU,P2O5,H,plnt,0
NIU,P2O5,I,plnt,0
NFK,P2O5,H,plnt,0
NFK,P2O5,I,plnt,0
PRK,P2O5,H,plnt,0
PRK,P2O5,I,plnt,0
MNP,P2O5,H,plnt,0
MNP,P2O5,I,plnt,0
NOR,P2O5,H,plnt,0
NOR,P2O5,I,plnt,0
OMN,P2O5,H,plnt,0
OMN,P2O5,I,plnt,0
PLW,P2O5,H,plnt,0
PLW,P2O5,I,plnt,0
PSE,P2O5,H,plnt,0
PSE,P2O5,I,plnt,0
PAN,P2O5,H,plnt,108.4948242063972
PAN,P2O5,I,plnt,0
PNG,P2O5,H,plnt,0
PNG,P2O5,I,plnt,0
PRY,P2O5,H,plnt,0
PRY,P2O5,I,plnt,0
PER,P2O5,H,plnt,301.6872639136478
PER,P2O5,I,plnt,0
PCN,P2O5,H,plnt,0
PCN,P2O5,I,plnt,0
XMI,P2O5,H,plnt,0
XMI,P2O5,I,plnt,0
PRI,P2O5,H,plnt,0
PRI,P2O5,I,plnt,0
QAT,P2O5,H,plnt,0
QAT,P2O5,I,plnt,0
COG,P2O5,H,plnt,22.72441478147105
COG,P2O5,I,plnt,0
REU,P2O5,H,plnt,0
REU,P2O5,I,plnt,0
RWA,P2O5,H,plnt,0
RWA,P2O5,I,plnt,0
BLM,P2O5,H,plnt,0
BLM,P2O5,I,plnt,0
MAF,P2O5,H,plnt,0
MAF,P2O5,I,plnt,0
SHN,P2O5,H,plnt,0
SHN,P2O5,I,plnt,0
KNA,P2O5,H,plnt,0
KNA,P2O5,I,plnt,0
LCA,P2O5,H,plnt,0
LCA,P2O5,I,plnt,0
SPM,P2O5,H,plnt,0
SPM,P2O5,I,plnt,0
VCT,P2O5,H,plnt,0
VCT,P2O5,I,plnt,0
WSM,P2O5,H,plnt,0
WSM,P2O5,I,plnt,0
SMR,P2O5,H,plnt,0
SMR,P2O5,I,plnt,0
