wf_type,fips_code,country,split_rest_names,m3_per_ton
blue,AF10,AF,ooil,14021.5
blue,AF10,AF,opul,4545
blue,AF10,AF,pota,284
blue,AF10,AF,rice,3285
blue,AF10,AF,spis,11225
blue,AF10,AF,sunf,5825
blue,AF10,AF,temf,1731
blue,AF10,AF,tnut,10423
blue,AF10,AF,trof,458
blue,AF10,AF,vege,616
blue,AF10,AF,whea,1956
blue,AF11,AF,barl,2430
blue,AF11,AF,cott,8527
blue,AF11,AF,maiz,5112
blue,AF11,AF,ooil,11315
blue,AF11,AF,opul,3765
blue,AF11,AF,pota,187
blue,AF11,AF,rice,2715
blue,AF11,AF,spis,9342
blue,AF11,AF,sunf,5084
blue,AF11,AF,temf,1390.625
blue,AF11,AF,tnut,8578.5
blue,AF11,AF,trof,378
blue,AF11,AF,vege,732
blue,AF11,AF,whea,518
blue,AF13,AF,barl,1468
blue,AF13,AF,cott,5283
blue,AF13,AF,maiz,2813
blue,AF13,AF,ooil,5143.5
blue,AF13,AF,opul,1964
blue,AF13,AF,pota,62
blue,AF13,AF,rice,1764
blue,AF13,AF,spis,5426
blue,AF13,AF,sunf,2879
blue,AF13,AF,temf,708.75
blue,AF13,AF,tnut,4368
blue,AF13,AF,trof,192
blue,AF13,AF,vege,429
blue,AF13,AF,whea,62
blue,AF14,AF,barl,1353
blue,AF14,AF,cott,5457
blue,AF14,AF,maiz,2817
blue,AF14,AF,ooil,5555
blue,AF14,AF,opul,1923
blue,AF14,AF,pota,60
blue,AF14,AF,rice,1778
blue,AF14,AF,spis,5768
blue,AF14,AF,sunf,3028
blue,AF14,AF,temf,723.25
blue,AF14,AF,tnut,4402.5
blue,AF14,AF,trof,211
blue,AF14,AF,vege,446
blue,AF14,AF,whea,31
blue,AF15,AF,barl,605
blue,AF15,AF,cott,3142
blue,AF15,AF,maiz,1547
blue,AF15,AF,ooil,2162
blue,AF15,AF,opul,1119
blue,AF15,AF,pota,39
blue,AF15,AF,rice,1236
blue,AF15,AF,spis,3325
blue,AF15,AF,sunf,1344
blue,AF15,AF,temf,392.25
blue,AF15,AF,tnut,2455.5
blue,AF15,AF,trof,89
blue,AF15,AF,vege,254
blue,AF15,AF,whea,7
blue,AF16,AF,barl,868
blue,AF16,AF,cott,4149
blue,AF16,AF,maiz,2141
blue,AF16,AF,ooil,3309
blue,AF16,AF,opul,1486
blue,AF16,AF,pota,46
blue,AF16,AF,rice,1427
blue,AF16,AF,spis,4095
blue,AF16,AF,sunf,2151
blue,AF16,AF,temf,523.75
blue,AF16,AF,tnut,3215.5
blue,AF16,AF,trof,127
blue,AF16,AF,vege,326
blue,AF16,AF,whea,6
blue,AF17,AF,barl,1424
blue,AF17,AF,cott,3561
blue,AF17,AF,maiz,2804
blue,AF17,AF,ooil,5285
blue,AF17,AF,opul,2017
blue,AF17,AF,pota,75
blue,AF17,AF,rice,1770
blue,AF17,AF,spis,5393
blue,AF17,AF,sunf,2899
blue,AF17,AF,temf,732.25
blue,AF17,AF,tnut,4491
blue,AF17,AF,trof,191
blue,AF17,AF,vege,431
blue,AF17,AF,whea,122
blue,AF18,AF,barl,1055
blue,AF18,AF,cott,2457
blue,AF18,AF,maiz,1992
blue,AF18,AF,ooil,3023
blue,AF18,AF,opul,1455
blue,AF18,AF,pota,61
blue,AF18,AF,rice,1409
blue,AF18,AF,spis,3824
blue,AF18,AF,sunf,1977
blue,AF18,AF,temf,519.125
blue,AF18,AF,tnut,3189.5
blue,AF18,AF,trof,108
blue,AF18,AF,vege,303
blue,AF18,AF,whea,72
blue,AF19,AF,barl,2759
blue,AF19,AF,cott,9610
blue,AF19,AF,maiz,5759
blue,AF19,AF,ooil,13418
blue,AF19,AF,opul,4444
blue,AF19,AF,pota,317
blue,AF19,AF,rice,2932
blue,AF19,AF,spis,10576
blue,AF19,AF,sunf,5691
blue,AF19,AF,temf,1713.375
blue,AF19,AF,tnut,10714.5
blue,AF19,AF,trof,422
blue,AF19,AF,vege,818
blue,AF19,AF,whea,1634
blue,AF20,AF,barl,2401
blue,AF20,AF,cott,8733
blue,AF20,AF,maiz,5572
blue,AF20,AF,ooil,12171
blue,AF20,AF,opul,3926
blue,AF20,AF,pota,204
blue,AF20,AF,rice,3105
blue,AF20,AF,spis,10336
blue,AF20,AF,sunf,5529
blue,AF20,AF,temf,1478.625
blue,AF20,AF,tnut,9168.5
blue,AF20,AF,trof,415
blue,AF20,AF,vege,798
blue,AF20,AF,whea,742
blue,AF21,AF,barl,1398
blue,AF21,AF,cott,3458
blue,AF21,AF,maiz,2702
blue,AF21,AF,ooil,4907.5
blue,AF21,AF,opul,2014
blue,AF21,AF,pota,92
blue,AF21,AF,rice,1770
blue,AF21,AF,spis,5255
blue,AF21,AF,sunf,2781
blue,AF21,AF,temf,729.25
blue,AF21,AF,tnut,4521.5
blue,AF21,AF,trof,175
blue,AF21,AF,vege,415
blue,AF21,AF,whea,239
blue,AF22,AF,barl,1332
blue,AF22,AF,cott,5382
blue,AF22,AF,maiz,3013
blue,AF22,AF,ooil,5378.5
blue,AF22,AF,opul,2025
blue,AF22,AF,pota,59
blue,AF22,AF,rice,1876
blue,AF22,AF,spis,5622
blue,AF22,AF,sunf,2964
blue,AF22,AF,temf,716.125
blue,AF22,AF,tnut,4405.5
blue,AF22,AF,trof,204
blue,AF22,AF,vege,441
blue,AF22,AF,whea,35
blue,AF23,AF,barl,3592
blue,AF23,AF,cott,6884
blue,AF23,AF,maiz,6333
blue,AF23,AF,ooil,14831.5
blue,AF23,AF,opul,4695
blue,AF23,AF,pota,285
blue,AF23,AF,rice,3486
blue,AF23,AF,spis,11985
blue,AF23,AF,sunf,6247
blue,AF23,AF,temf,1810
blue,AF23,AF,tnut,10992
blue,AF23,AF,trof,975.6666666666666
blue,AF23,AF,vege,684
blue,AF23,AF,whea,2004
blue,AF24,AF,barl,2278
blue,AF24,AF,cott,7418
blue,AF24,AF,maiz,4115
blue,AF24,AF,ooil,8688
blue,AF24,AF,opul,3157
blue,AF24,AF,pota,108
blue,AF24,AF,rice,2466
blue,AF24,AF,spis,7853
blue,AF24,AF,sunf,4259
blue,AF24,AF,temf,1071.5
blue,AF24,AF,tnut,6588
blue,AF24,AF,trof,311
blue,AF24,AF,vege,629
blue,AF24,AF,whea,342
blue,AF26,AF,barl,1842
blue,AF26,AF,cott,7136
blue,AF26,AF,maiz,4113
blue,AF26,AF,ooil,8058.5
blue,AF26,AF,opul,2810
blue,AF26,AF,pota,95
blue,AF26,AF,rice,2298
blue,AF26,AF,spis,7590
blue,AF26,AF,sunf,4053
blue,AF26,AF,temf,993.25
blue,AF26,AF,tnut,6097.5
blue,AF26,AF,trof,297
blue,AF26,AF,vege,599
blue,AF26,AF,whea,106
blue,AF28,AF,barl,2868
blue,AF28,AF,cott,6080
blue,AF28,AF,maiz,5538
blue,AF28,AF,ooil,11819
blue,AF28,AF,opul,4062
blue,AF28,AF,pota,222
blue,AF28,AF,rice,3142
blue,AF28,AF,spis,9957
blue,AF28,AF,sunf,5213
blue,AF28,AF,temf,1490.625
blue,AF28,AF,tnut,9300
blue,AF28,AF,trof,391
blue,AF28,AF,vege,766
blue,AF28,AF,whea,1355
blue,AF29,AF,barl,1768
blue,AF29,AF,cott,4156
blue,AF29,AF,maiz,3453
blue,AF29,AF,ooil,6798
blue,AF29,AF,opul,2568
blue,AF29,AF,pota,123
blue,AF29,AF,rice,2116
blue,AF29,AF,spis,6497
blue,AF29,AF,sunf,3423
blue,AF29,AF,temf,943.875
blue,AF29,AF,tnut,5896.5
blue,AF29,AF,trof,232
blue,AF29,AF,vege,512
blue,AF29,AF,whea,570
blue,AF30,AF,barl,2789
blue,AF30,AF,cott,8280
blue,AF30,AF,maiz,4783
blue,AF30,AF,ooil,9916
blue,AF30,AF,opul,3575
blue,AF30,AF,pota,153
blue,AF30,AF,rice,2627
blue,AF30,AF,spis,8754
blue,AF30,AF,sunf,4849
blue,AF30,AF,temf,1247.25
blue,AF30,AF,tnut,7762
blue,AF30,AF,trof,348
blue,AF30,AF,vege,700
blue,AF30,AF,whea,644
blue,AF31,AF,barl,3155
blue,AF31,AF,cott,7704
blue,AF31,AF,maiz,5416
blue,AF31,AF,ooil,11326.5
blue,AF31,AF,opul,4081
blue,AF31,AF,pota,187
blue,AF31,AF,rice,3090
blue,AF31,AF,spis,9391
blue,AF31,AF,sunf,5175
blue,AF31,AF,temf,1444.7777777777778
blue,AF31,AF,tnut,6766
blue,AF31,AF,trof,393.5
blue,AF31,AF,vege,667
blue,AF31,AF,whea,997
blue,AF32,AF,barl,1562
blue,AF32,AF,cott,6124
blue,AF32,AF,maiz,3883
blue,AF32,AF,ooil,6816.5
blue,AF32,AF,opul,2583
blue,AF32,AF,pota,83
blue,AF32,AF,rice,2135
blue,AF32,AF,spis,6574
blue,AF32,AF,sunf,3445
blue,AF32,AF,temf,876.375
blue,AF32,AF,tnut,5374.5
blue,AF32,AF,trof,251
blue,AF32,AF,vege,526
blue,AF32,AF,whea,99
blue,AF33,AF,barl,1990
blue,AF33,AF,cott,8259
blue,AF33,AF,maiz,4975
blue,AF33,AF,ooil,10428
blue,AF33,AF,opul,3545
blue,AF33,AF,pota,132
blue,AF33,AF,rice,2586
blue,AF33,AF,spis,8882
blue,AF33,AF,sunf,4985
blue,AF33,AF,temf,1250.5
blue,AF33,AF,tnut,7589
blue,AF33,AF,trof,364
blue,AF33,AF,vege,714
blue,AF33,AF,whea,199
blue,AF999,AF,barl,2058
blue,AF999,AF,cott,6849
blue,AF999,AF,maiz,4552
blue,AF999,AF,ooil,9749.5
blue,AF999,AF,opul,3261
blue,AF999,AF,pota,150
blue,AF999,AF,rice,2544
blue,AF999,AF,sesa,5528
blue,AF999,AF,spis,8486
blue,AF999,AF,sunf,4586
blue,AF999,AF,temf,1198.3333333333333
blue,AF999,AF,tnut,7531.25
blue,AF999,AF,trof,782.75
blue,AF999,AF,vege,622
blue,AF999,AF,whea,426
blue,AG01,AG,bana,165
blue,AG01,AG,temf,1016
blue,AG03,AG,bana,178
blue,AG03,AG,ocer,737
blue,AG03,AG,ooil,1690
blue,AG03,AG,pota,221
blue,AG03,AG,rape,1703
blue,AG03,AG,spis,1413
blue,AG03,AG,temf,752.8888888888889
blue,AG03,AG,tnut,2124
blue,AG03,AG,trof,972.1666666666666
blue,AG03,AG,vege,83.35714285714286
blue,AG03,AG,whea,59
blue,AG06,AG,bana,68
blue,AG06,AG,ocer,200
blue,AG06,AG,ooil,751
blue,AG06,AG,pota,138
blue,AG06,AG,rape,1439
blue,AG06,AG,spis,393
blue,AG06,AG,temf,220.77777777777777
blue,AG06,AG,tnut,494
blue,AG06,AG,trof,597
blue,AG06,AG,vege,28.142857142857142
blue,AG06,AG,whea,10
blue,AG07,AG,bana,159
blue,AG07,AG,ocer,749.5
blue,AG07,AG,ooil,1897
blue,AG07,AG,pota,211
blue,AG07,AG,rape,1576
blue,AG07,AG,spis,1673
blue,AG07,AG,temf,858
blue,AG07,AG,tnut,2580
blue,AG07,AG,trof,772.6666666666666
blue,AG07,AG,vege,106.64285714285714
blue,AG07,AG,whea,306
blue,AG09,AG,bana,128
blue,AG09,AG,ocer,254
blue,AG09,AG,ooil,1917
blue,AG09,AG,pota,215
blue,AG09,AG,rape,1596
blue,AG09,AG,spis,1357
blue,AG09,AG,temf,592.4444444444445
blue,AG09,AG,tnut,1781
blue,AG09,AG,trof,842.5
blue,AG09,AG,vege,74.14285714285714
blue,AG09,AG,whea,62
blue,AG10,AG,bana,180
blue,AG10,AG,ocer,518.5
blue,AG10,AG,ooil,1750
blue,AG10,AG,pota,246
blue,AG10,AG,rape,1950
blue,AG10,AG,spis,1737
blue,AG10,AG,temf,851.5555555555555
blue,AG10,AG,tnut,2520
blue,AG10,AG,trof,832.8333333333334
blue,AG10,AG,vege,110.28571428571429
blue,AG10,AG,whea,90
blue,AG12,AG,bana,45
blue,AG12,AG,ocer,47
blue,AG12,AG,ooil,168
blue,AG12,AG,pota,219
blue,AG12,AG,rape,1720
blue,AG12,AG,spis,576
blue,AG12,AG,temf,310.6666666666667
blue,AG12,AG,tnut,739
blue,AG12,AG,trof,154.83333333333334
blue,AG12,AG,vege,26.071428571428573
blue,AG12,AG,whea,30
blue,AG13,AG,bana,120
blue,AG13,AG,ocer,101
blue,AG13,AG,ooil,1473
blue,AG13,AG,pota,190
blue,AG13,AG,rape,1565
blue,AG13,AG,spis,803
blue,AG13,AG,temf,355.44444444444446
blue,AG13,AG,tnut,922
blue,AG13,AG,trof,636.8333333333334
blue,AG13,AG,vege,64.5
blue,AG13,AG,whea,17
blue,AG14,AG,bana,57
blue,AG14,AG,ocer,0
blue,AG14,AG,ooil,304
blue,AG14,AG,pota,162
blue,AG14,AG,rape,1508
blue,AG14,AG,spis,1437
blue,AG14,AG,temf,783.8888888888889
blue,AG14,AG,tnut,2351
blue,AG14,AG,trof,727.2
blue,AG14,AG,vege,25.25
blue,AG14,AG,whea,81
blue,AG15,AG,bana,136
blue,AG15,AG,ocer,550
blue,AG15,AG,ooil,1667
blue,AG15,AG,pota,206
blue,AG15,AG,rape,1739
blue,AG15,AG,spis,1448
blue,AG15,AG,temf,664.7777777777778
blue,AG15,AG,tnut,2017
blue,AG15,AG,trof,796.5
blue,AG15,AG,vege,104.5
blue,AG15,AG,whea,68
blue,AG18,AG,bana,75
blue,AG18,AG,ocer,286
blue,AG18,AG,ooil,461
blue,AG18,AG,pota,200
blue,AG18,AG,rape,1746
blue,AG18,AG,spis,1741
blue,AG18,AG,temf,938.2222222222222
blue,AG18,AG,tnut,3064
blue,AG18,AG,trof,585
blue,AG18,AG,vege,54.642857142857146
blue,AG18,AG,whea,48
blue,AG19,AG,bana,222
blue,AG19,AG,ocer,1693.5
blue,AG19,AG,ooil,2
blue,AG19,AG,pota,270
blue,AG19,AG,rape,2210
blue,AG19,AG,spis,0
blue,AG19,AG,temf,162.33333333333334
blue,AG19,AG,tnut,0
blue,AG19,AG,trof,695.1666666666666
blue,AG19,AG,vege,112.5
blue,AG19,AG,whea,818
blue,AG20,AG,bana,144
blue,AG20,AG,ocer,2357
blue,AG20,AG,ooil,1615
blue,AG20,AG,pota,209
blue,AG20,AG,rape,1577
blue,AG20,AG,spis,1478
blue,AG20,AG,temf,832.3333333333334
blue,AG20,AG,tnut,2457
blue,AG20,AG,trof,819.2
blue,AG20,AG,vege,92.85714285714286
blue,AG20,AG,whea,491
blue,AG21,AG,bana,114
blue,AG21,AG,ocer,519
blue,AG21,AG,ooil,783
blue,AG21,AG,pota,186
blue,AG21,AG,rape,1481
blue,AG21,AG,spis,1460
blue,AG21,AG,temf,739.5555555555555
blue,AG21,AG,tnut,2351
blue,AG21,AG,trof,671.4
blue,AG21,AG,vege,63.42857142857143
blue,AG21,AG,whea,63
blue,AG22,AG,bana,208
blue,AG22,AG,ocer,35
blue,AG22,AG,ooil,3135
blue,AG22,AG,pota,225
blue,AG22,AG,rape,1672
blue,AG22,AG,spis,1528
blue,AG22,AG,temf,739.8888888888889
blue,AG22,AG,tnut,2230
blue,AG22,AG,trof,1434.6666666666667
blue,AG22,AG,vege,31.714285714285715
blue,AG22,AG,whea,17
blue,AG23,AG,bana,55
blue,AG23,AG,ocer,1045
blue,AG23,AG,ooil,567
blue,AG23,AG,pota,148
blue,AG23,AG,rape,1202
blue,AG23,AG,spis,374
blue,AG23,AG,temf,217
blue,AG23,AG,tnut,472
blue,AG23,AG,trof,587.4
blue,AG23,AG,vege,39.5
blue,AG23,AG,whea,8
blue,AG24,AG,bana,48
blue,AG24,AG,ocer,5
blue,AG24,AG,ooil,123
blue,AG24,AG,pota,9
blue,AG24,AG,rape,618
blue,AG24,AG,spis,485
blue,AG24,AG,temf,294.22222222222223
blue,AG24,AG,tnut,664
blue,AG24,AG,trof,836.6
blue,AG24,AG,vege,7
blue,AG24,AG,whea,1
blue,AG25,AG,bana,252
blue,AG25,AG,temf,1625
blue,AG26,AG,bana,136
blue,AG26,AG,ocer,969.5
blue,AG26,AG,ooil,1488
blue,AG26,AG,pota,202
blue,AG26,AG,rape,1635
blue,AG26,AG,spis,1723
blue,AG26,AG,temf,799.6666666666666
blue,AG26,AG,tnut,2557
blue,AG26,AG,trof,871.1666666666666
blue,AG26,AG,vege,127.42857142857143
blue,AG26,AG,whea,248
blue,AG29,AG,bana,147
blue,AG29,AG,ocer,1125
blue,AG29,AG,ooil,1599
blue,AG29,AG,pota,209
blue,AG29,AG,rape,1478
blue,AG29,AG,spis,1133
blue,AG29,AG,temf,577.5555555555555
blue,AG29,AG,tnut,1610
blue,AG29,AG,trof,822
blue,AG29,AG,vege,72.42857142857143
blue,AG29,AG,whea,53
blue,AG30,AG,bana,118
blue,AG30,AG,ocer,296
blue,AG30,AG,ooil,1440
blue,AG30,AG,pota,227
blue,AG30,AG,rape,1768
blue,AG30,AG,spis,1302
blue,AG30,AG,temf,567.7777777777778
blue,AG30,AG,tnut,1670
blue,AG30,AG,trof,812.3333333333334
blue,AG30,AG,vege,98.85714285714286
blue,AG30,AG,whea,60
blue,AG31,AG,bana,126
blue,AG31,AG,ocer,1429
blue,AG31,AG,ooil,1049
blue,AG31,AG,pota,215
blue,AG31,AG,rape,1671
blue,AG31,AG,spis,1282
blue,AG31,AG,temf,665.4444444444445
blue,AG31,AG,tnut,1962
blue,AG31,AG,trof,801.6
blue,AG31,AG,vege,71.41666666666667
blue,AG31,AG,whea,48
blue,AG32,AG,bana,194
blue,AG32,AG,ocer,0
blue,AG32,AG,ooil,402
blue,AG32,AG,pota,245
blue,AG32,AG,rape,1990
blue,AG32,AG,spis,542
blue,AG32,AG,temf,314.22222222222223
blue,AG32,AG,tnut,677
blue,AG32,AG,trof,589
blue,AG32,AG,vege,9.142857142857142
blue,AG32,AG,whea,26
blue,AG33,AG,bana,152
blue,AG33,AG,ocer,716
blue,AG33,AG,ooil,1237
blue,AG33,AG,pota,186
blue,AG33,AG,rape,1475
blue,AG33,AG,spis,690
blue,AG33,AG,temf,356.55555555555554
blue,AG33,AG,tnut,847
blue,AG33,AG,trof,855
blue,AG33,AG,vege,52.07692307692308
blue,AG33,AG,whea,8
blue,AG34,AG,bana,279
blue,AG34,AG,temf,1773
blue,AG35,AG,bana,114
blue,AG35,AG,ocer,1311
blue,AG35,AG,ooil,1655
blue,AG35,AG,pota,176
blue,AG35,AG,rape,1536
blue,AG35,AG,spis,926
blue,AG35,AG,temf,444.22222222222223
blue,AG35,AG,tnut,1269
blue,AG35,AG,trof,826
blue,AG35,AG,vege,81.21428571428571
blue,AG35,AG,whea,54
blue,AG36,AG,bana,14
blue,AG36,AG,ocer,8.5
blue,AG36,AG,ooil,680
blue,AG36,AG,pota,212
blue,AG36,AG,rape,1594
blue,AG36,AG,spis,292
blue,AG36,AG,temf,167.88888888888889
blue,AG36,AG,tnut,288
blue,AG36,AG,trof,773.1666666666666
blue,AG36,AG,vege,7.142857142857143
blue,AG36,AG,whea,20
blue,AG37,AG,bana,117
blue,AG37,AG,ooil,1182
blue,AG37,AG,pota,185
blue,AG37,AG,rape,1454
blue,AG37,AG,spis,998
blue,AG37,AG,temf,517.8888888888889
blue,AG37,AG,tnut,1457
blue,AG37,AG,trof,699.8
blue,AG37,AG,vege,83.18181818181819
blue,AG37,AG,whea,36
blue,AG38,AG,bana,238
blue,AG38,AG,temf,1554
blue,AG39,AG,bana,69
blue,AG39,AG,ocer,150.5
blue,AG39,AG,ooil,206
blue,AG39,AG,pota,205
blue,AG39,AG,rape,1832
blue,AG39,AG,spis,1227
blue,AG39,AG,temf,594.5555555555555
blue,AG39,AG,tnut,1783
blue,AG39,AG,trof,424
blue,AG39,AG,vege,59
blue,AG39,AG,whea,29
blue,AG40,AG,bana,139
blue,AG40,AG,ocer,1289
blue,AG40,AG,ooil,1233
blue,AG40,AG,pota,213
blue,AG40,AG,rape,1670
blue,AG40,AG,spis,1655
blue,AG40,AG,temf,900.7777777777778
blue,AG40,AG,tnut,2819
blue,AG40,AG,trof,833
blue,AG40,AG,vege,61
blue,AG40,AG,whea,182
blue,AG41,AG,bana,109
blue,AG41,AG,ocer,1023
blue,AG41,AG,ooil,1526
blue,AG41,AG,pota,181
blue,AG41,AG,rape,1554
blue,AG41,AG,spis,1028
blue,AG41,AG,temf,458.44444444444446
blue,AG41,AG,tnut,1354
blue,AG41,AG,trof,707.8333333333334
blue,AG41,AG,vege,99.28571428571429
blue,AG41,AG,whea,142
blue,AG42,AG,bana,242
blue,AG42,AG,temf,1598
blue,AG43,AG,bana,224
blue,AG43,AG,ocer,9
blue,AG43,AG,ooil,16
blue,AG43,AG,pota,268
blue,AG43,AG,rape,2351
blue,AG43,AG,spis,0
blue,AG43,AG,temf,168.55555555555554
blue,AG43,AG,tnut,1
blue,AG43,AG,trof,1356.857142857143
blue,AG43,AG,vege,58.714285714285715
blue,AG43,AG,whea,575
blue,AG44,AG,bana,137
blue,AG44,AG,ooil,1372
blue,AG44,AG,pota,214
blue,AG44,AG,rape,1496
blue,AG44,AG,spis,1243
blue,AG44,AG,temf,689.8888888888889
blue,AG44,AG,tnut,1983
blue,AG44,AG,trof,739.2
blue,AG44,AG,vege,93.41666666666667
blue,AG44,AG,whea,199
blue,AG45,AG,bana,290
blue,AG45,AG,temf,1890
blue,AG46,AG,bana,361
blue,AG46,AG,temf,2189
blue,AG47,AG,bana,182
blue,AG47,AG,ocer,219
blue,AG47,AG,ooil,1321
blue,AG47,AG,pota,167
blue,AG47,AG,rape,1520
blue,AG47,AG,spis,692
blue,AG47,AG,temf,383.1111111111111
blue,AG47,AG,tnut,896
blue,AG47,AG,trof,898.6
blue,AG47,AG,vege,33.57142857142857
blue,AG47,AG,whea,13
blue,AG48,AG,bana,97
blue,AG48,AG,ocer,494
blue,AG48,AG,ooil,863
blue,AG48,AG,pota,201
blue,AG48,AG,rape,1518
blue,AG48,AG,spis,858
blue,AG48,AG,temf,415.8888888888889
blue,AG48,AG,tnut,1154
blue,AG48,AG,trof,729.6
