Country,Element,Item,combo,product,animal,Unit,Value
Botswana,Production,"Meat, goat",goat-meat,meat,goat,tonnes,4800
Botswana,Production,"Meat, pig",pig-meat,meat,pig,tonnes,492
Botswana,Producing Animals/Slaughtered,"Meat, rabbit",rabbit-meat,meat,rabbit,1000 Head,595
Botswana,Production,"Meat, rabbit",rabbit-meat,meat,rabbit,tonnes,1071
Botswana,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,1400
Botswana,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,230000
Botswana,Production,"Milk, whole fresh goat",goat-milk,milk,goat,tonnes,11691
Brazil,Production,Beeswax,bee-beeswax,beeswax,bee,tonnes,1759
Brazil,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,361000
Brazil,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,2528693
Brazil,Laying,"Eggs, other bird, in shell",other bird-eggs,eggs,other bird,1000 Head,30400
Brazil,Production,"Eggs, other bird, in shell",other bird-eggs,eggs,other bird,tonnes,182300
Brazil,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,9550000
Brazil,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,5842721
Brazil,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,13607352
Brazil,Producing Animals/Slaughtered,"Meat, duck",duck-meat,meat,duck,1000 Head,5622
Brazil,Production,"Meat, duck",duck-meat,meat,duck,tonnes,7308
Brazil,Production,"Meat, goat",goat-meat,meat,goat,tonnes,35057
Brazil,Production,"Meat, horse",horse-meat,meat,horse,tonnes,23451
Brazil,Production,"Meat, pig",pig-meat,meat,pig,tonnes,3824682
Brazil,Producing Animals/Slaughtered,"Meat, rabbit",rabbit-meat,meat,rabbit,1000 Head,837
Brazil,Production,"Meat, rabbit",rabbit-meat,meat,rabbit,tonnes,1255
Brazil,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,91669
Brazil,Producing Animals/Slaughtered,"Meat, turkey",turkey-meat,meat,turkey,1000 Head,87175
Brazil,Production,"Meat, turkey",turkey-meat,meat,turkey,tonnes,553325
Brazil,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,33312149
Brazil,Production,"Milk, whole fresh goat",goat-milk,milk,goat,tonnes,264366
British Virgin Islands,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,140
British Virgin Islands,Production,"Meat, goat",goat-meat,meat,goat,tonnes,36
British Virgin Islands,Production,"Meat, pig",pig-meat,meat,pig,tonnes,19
British Virgin Islands,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,72
Brunei Darussalam,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,1980
Brunei Darussalam,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,8350
Brunei Darussalam,Production,"Meat, buffalo",buffalo-meat,meat,buffalo,tonnes,129
Brunei Darussalam,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,740
Brunei Darussalam,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,15522
Brunei Darussalam,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,23027
Brunei Darussalam,Producing Animals/Slaughtered,"Meat, duck",duck-meat,meat,duck,1000 Head,200
Brunei Darussalam,Production,"Meat, duck",duck-meat,meat,duck,tonnes,240
Brunei Darussalam,Production,"Meat, goat",goat-meat,meat,goat,tonnes,46
Brunei Darussalam,Production,"Meat, pig",pig-meat,meat,pig,tonnes,53
Brunei Darussalam,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,27
Brunei Darussalam,Production,"Milk, whole fresh buffalo",buffalo-milk,milk,buffalo,tonnes,210
Brunei Darussalam,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,55
Bulgaria,Production,Beeswax,bee-beeswax,beeswax,bee,tonnes,322
Bulgaria,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,6064
Bulgaria,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,79391
Bulgaria,Laying,"Eggs, other bird, in shell",other bird-eggs,eggs,other bird,1000 Head,155
Bulgaria,Production,"Eggs, other bird, in shell",other bird-eggs,eggs,other bird,tonnes,1311
Bulgaria,Production,Meat nes,nes-meat,meat,nes,tonnes,NA
Bulgaria,Production,"Meat, ass",ass-meat,meat,ass,tonnes,0
Bulgaria,Producing Animals/Slaughtered,"Meat, bird nes",bird nes-meat,meat,bird nes,1000 Head,6
Bulgaria,Production,"Meat, bird nes",bird nes-meat,meat,bird nes,tonnes,13
Bulgaria,Production,"Meat, buffalo",buffalo-meat,meat,buffalo,tonnes,260
Bulgaria,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,17113
Bulgaria,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,50074
Bulgaria,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,87029
Bulgaria,Producing Animals/Slaughtered,"Meat, duck",duck-meat,meat,duck,1000 Head,5576
Bulgaria,Production,"Meat, duck",duck-meat,meat,duck,tonnes,19586
Bulgaria,Production,"Meat, goat",goat-meat,meat,goat,tonnes,1633
Bulgaria,Producing Animals/Slaughtered,"Meat, goose and guinea fowl",goose and guinea-meat,meat,goose and guinea,1000 Head,14
Bulgaria,Production,"Meat, goose and guinea fowl",goose and guinea-meat,meat,goose and guinea,tonnes,60
Bulgaria,Production,"Meat, horse",horse-meat,meat,horse,tonnes,1
Bulgaria,Production,"Meat, pig",pig-meat,meat,pig,tonnes,75133
Bulgaria,Producing Animals/Slaughtered,"Meat, rabbit",rabbit-meat,meat,rabbit,1000 Head,2805
Bulgaria,Production,"Meat, rabbit",rabbit-meat,meat,rabbit,tonnes,4747
Bulgaria,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,8878
Bulgaria,Producing Animals/Slaughtered,"Meat, turkey",turkey-meat,meat,turkey,1000 Head,50
Bulgaria,Production,"Meat, turkey",turkey-meat,meat,turkey,tonnes,267
Bulgaria,Production,"Milk, whole fresh buffalo",buffalo-milk,milk,buffalo,tonnes,10375
Bulgaria,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,968177
Bulgaria,Production,"Milk, whole fresh goat",goat-milk,milk,goat,tonnes,43543
Bulgaria,Production,"Milk, whole fresh sheep",sheep-milk,milk,sheep,tonnes,69375
Burkina Faso,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,15500
Burkina Faso,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,48000
Burkina Faso,Production,Meat nes,nes-meat,meat,nes,tonnes,NA
Burkina Faso,Production,"Meat, ass",ass-meat,meat,ass,tonnes,1149
Burkina Faso,Production,"Meat, camel",camel-meat,meat,camel,tonnes,285
Burkina Faso,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,105000
Burkina Faso,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,60091
Burkina Faso,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,48073
Burkina Faso,Production,"Meat, game",game-meat,meat,game,tonnes,6920
Burkina Faso,Production,"Meat, goat",goat-meat,meat,goat,tonnes,26900
Burkina Faso,Production,"Meat, horse",horse-meat,meat,horse,tonnes,380
Burkina Faso,Production,"Meat, pig",pig-meat,meat,pig,tonnes,43859
Burkina Faso,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,14419
Burkina Faso,Production,"Milk, whole fresh camel",camel-milk,milk,camel,tonnes,290
Burkina Faso,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,212236
Burkina Faso,Production,"Milk, whole fresh goat",goat-milk,milk,goat,tonnes,180332
Burkina Faso,Production,"Milk, whole fresh sheep",sheep-milk,milk,sheep,tonnes,74489
Burundi,Production,Beeswax,bee-beeswax,beeswax,bee,tonnes,194
Burundi,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,700
Burundi,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,2800
Burundi,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,10287
Burundi,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,7000
Burundi,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,6300
Burundi,Production,"Meat, goat",goat-meat,meat,goat,tonnes,3780
Burundi,Production,"Meat, pig",pig-meat,meat,pig,tonnes,8850
Burundi,Producing Animals/Slaughtered,"Meat, rabbit",rabbit-meat,meat,rabbit,1000 Head,540
Burundi,Production,"Meat, rabbit",rabbit-meat,meat,rabbit,tonnes,648
Burundi,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,1080
Burundi,Producing Animals/Slaughtered,"Meat, turkey",turkey-meat,meat,turkey,1000 Head,NA
Burundi,Production,"Meat, turkey",turkey-meat,meat,turkey,tonnes,NA
Burundi,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,66000
Burundi,Production,"Milk, whole fresh goat",goat-milk,milk,goat,tonnes,56435
Burundi,Production,"Milk, whole fresh sheep",sheep-milk,milk,sheep,tonnes,1227
Cabo Verde,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,320
Cabo Verde,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,2690
Cabo Verde,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,691
Cabo Verde,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,540
Cabo Verde,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,988
Cabo Verde,Production,"Meat, goat",goat-meat,meat,goat,tonnes,944
Cabo Verde,Production,"Meat, pig",pig-meat,meat,pig,tonnes,2938
Cabo Verde,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,57
Cabo Verde,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,4649
Cabo Verde,Production,"Milk, whole fresh goat",goat-milk,milk,goat,tonnes,5433
Cambodia,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,5200
Cambodia,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,19500
Cambodia,Laying,"Eggs, other bird, in shell",other bird-eggs,eggs,other bird,1000 Head,810
Cambodia,Production,"Eggs, other bird, in shell",other bird-eggs,eggs,other bird,tonnes,4000
Cambodia,Production,"Meat, buffalo",buffalo-meat,meat,buffalo,tonnes,9287
Cambodia,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,58255
Cambodia,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,17550
Cambodia,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,17550
Cambodia,Producing Animals/Slaughtered,"Meat, duck",duck-meat,meat,duck,1000 Head,6601
Cambodia,Production,"Meat, duck",duck-meat,meat,duck,tonnes,9901
Cambodia,Production,"Meat, pig",pig-meat,meat,pig,tonnes,96269
Cambodia,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,24495
Cameroon,Production,Beeswax,bee-beeswax,beeswax,bee,tonnes,303
Cameroon,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,4550
Cameroon,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,15650
Cameroon,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,86561
Cameroon,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,95589
Cameroon,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,76471
Cameroon,Producing Animals/Slaughtered,"Meat, duck",duck-meat,meat,duck,1000 Head,NA
Cameroon,Production,"Meat, duck",duck-meat,meat,duck,tonnes,NA
Cameroon,Production,"Meat, game",game-meat,meat,game,tonnes,74902
Cameroon,Production,"Meat, goat",goat-meat,meat,goat,tonnes,16350
Cameroon,Production,"Meat, horse",horse-meat,meat,horse,tonnes,331
Cameroon,Production,"Meat, pig",pig-meat,meat,pig,tonnes,32618
Cameroon,Producing Animals/Slaughtered,"Meat, rabbit",rabbit-meat,meat,rabbit,1000 Head,97
Cameroon,Production,"Meat, rabbit",rabbit-meat,meat,rabbit,tonnes,97
Cameroon,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,17404
Cameroon,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,172348
Cameroon,Production,"Milk, whole fresh goat",goat-milk,milk,goat,tonnes,54037
Cameroon,Production,"Milk, whole fresh sheep",sheep-milk,milk,sheep,tonnes,18377
Canada,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,31659
Canada,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,553000
Canada,Production,Meat nes,nes-meat,meat,nes,tonnes,2091
Canada,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,1167695
Canada,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,738209
Canada,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,1237223
Canada,Producing Animals/Slaughtered,"Meat, duck",duck-meat,meat,duck,1000 Head,4167
Canada,Production,"Meat, duck",duck-meat,meat,duck,tonnes,8265
Canada,Producing Animals/Slaughtered,"Meat, goose and guinea fowl",goose and guinea-meat,meat,goose and guinea,1000 Head,197
Canada,Production,"Meat, goose and guinea fowl",goose and guinea-meat,meat,goose and guinea,tonnes,985
Canada,Production,"Meat, horse",horse-meat,meat,horse,tonnes,27257
Canada,Production,"Meat, pig",pig-meat,meat,pig,tonnes,2141784
Canada,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,16222
Canada,Producing Animals/Slaughtered,"Meat, turkey",turkey-meat,meat,turkey,1000 Head,20249
Canada,Production,"Meat, turkey",turkey-meat,meat,turkey,tonnes,171227
Canada,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,8100000
Cayman Islands,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,1
Cayman Islands,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,7
Central African Republic,Production,Beeswax,bee-beeswax,beeswax,bee,tonnes,832
Central African Republic,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,720
Central African Republic,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,2750
Central African Republic,Production,Meat nes,nes-meat,meat,nes,tonnes,11587
Central African Republic,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,97745
Central African Republic,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,7758
Central African Republic,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,6645
Central African Republic,Production,"Meat, game",game-meat,meat,game,tonnes,23964
Central African Republic,Production,"Meat, goat",goat-meat,meat,goat,tonnes,25637
Central African Republic,Production,"Meat, pig",pig-meat,meat,pig,tonnes,18466
Central African Republic,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,2500
Central African Republic,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,80563
Chad,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,1150
Chad,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,7500
Chad,Production,"Meat, camel",camel-meat,meat,camel,tonnes,5204
Chad,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,420468
Chad,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,7998
Chad,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,6383
Chad,Production,"Meat, game",game-meat,meat,game,tonnes,5706
Chad,Production,"Meat, goat",goat-meat,meat,goat,tonnes,113463
Chad,Production,"Meat, horse",horse-meat,meat,horse,tonnes,483
Chad,Production,"Meat, pig",pig-meat,meat,pig,tonnes,2500
Chad,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,152208
Chad,Production,"Milk, whole fresh camel",camel-milk,milk,camel,tonnes,63500
Chad,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,280792
Chad,Production,"Milk, whole fresh goat",goat-milk,milk,goat,tonnes,214957
Chad,Production,"Milk, whole fresh sheep",sheep-milk,milk,sheep,tonnes,120489
Chile,Production,Beeswax,bee-beeswax,beeswax,bee,tonnes,614
Chile,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,12500
Chile,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,227687
Chile,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,203104
Chile,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,285452
Chile,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,626127
Chile,Production,"Meat, goat",goat-meat,meat,goat,tonnes,5479
Chile,Production,"Meat, horse",horse-meat,meat,horse,tonnes,7477
Chile,Production,"Meat, pig",pig-meat,meat,pig,tonnes,490342
Chile,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,8836
Chile,Producing Animals/Slaughtered,"Meat, turkey",turkey-meat,meat,turkey,1000 Head,7986
Chile,Production,"Meat, turkey",turkey-meat,meat,turkey,tonnes,76905
Chile,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,1990519
Chile,Production,"Milk, whole fresh goat",goat-milk,milk,goat,tonnes,8111
China,Production,Beeswax,bee-beeswax,beeswax,bee,tonnes,NA
China,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,2929819
China,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,26693856
China,Laying,"Eggs, other bird, in shell",other bird-eggs,eggs,other bird,1000 Head,NA
China,Production,"Eggs, other bird, in shell",other bird-eggs,eggs,other bird,tonnes,4670573
China,Production,Meat nes,nes-meat,meat,nes,tonnes,503437
China,Production,"Meat, ass",ass-meat,meat,ass,tonnes,192419
China,Producing Animals/Slaughtered,"Meat, bird nes",bird nes-meat,meat,bird nes,1000 Head,426
China,Production,"Meat, bird nes",bird nes-meat,meat,bird nes,tonnes,64
China,Production,"Meat, buffalo",buffalo-meat,meat,buffalo,tonnes,635052
China,Production,"Meat, camel",camel-meat,meat,camel,tonnes,16659
China,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,5725595
China,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,10392383
China,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,14451797
China,Producing Animals/Slaughtered,"Meat, duck",duck-meat,meat,duck,1000 Head,2234337
China,Production,"Meat, duck",duck-meat,meat,duck,tonnes,3016493
China,Production,"Meat, game",game-meat,meat,game,tonnes,7757
China,Production,"Meat, goat",goat-meat,meat,goat,tonnes,2310285
China,Producing Animals/Slaughtered,"Meat, goose and guinea fowl",goose and guinea-meat,meat,goose and guinea,1000 Head,664505
China,Production,"Meat, goose and guinea fowl",goose and guinea-meat,meat,goose and guinea,tonnes,2598458
China,Production,"Meat, horse",horse-meat,meat,horse,tonnes,199089
China,Production,"Meat, mule",mule-meat,meat,mule,tonnes,53160
China,Production,"Meat, pig",pig-meat,meat,pig,tonnes,55451487
China,Producing Animals/Slaughtered,"Meat, rabbit",rabbit-meat,meat,rabbit,1000 Head,537419
China,Production,"Meat, rabbit",rabbit-meat,meat,rabbit,tonnes,852335
China,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,2402457
China,Producing Animals/Slaughtered,"Meat, turkey",turkey-meat,meat,turkey,1000 Head,185
China,Production,"Meat, turkey",turkey-meat,meat,turkey,tonnes,2985
China,Production,"Milk, whole fresh buffalo",buffalo-milk,milk,buffalo,tonnes,2946374
China,Production,"Milk, whole fresh camel",camel-milk,milk,camel,tonnes,14055
China,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,30772422
China,Production,"Milk, whole fresh goat",goat-milk,milk,goat,tonnes,235935
China,Production,"Milk, whole fresh sheep",sheep-milk,milk,sheep,tonnes,1171320
"China, Hong Kong SAR",Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,66
"China, Hong Kong SAR",Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,273
"China, Hong Kong SAR",Laying,"Eggs, other bird, in shell",other bird-eggs,eggs,other bird,1000 Head,NA
"China, Hong Kong SAR",Production,"Eggs, other bird, in shell",other bird-eggs,eggs,other bird,tonnes,NA
"China, Hong Kong SAR",Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,6600
"China, Hong Kong SAR",Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,15500
"China, Hong Kong SAR",Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,23405
"China, Hong Kong SAR",Producing Animals/Slaughtered,"Meat, duck",duck-meat,meat,duck,1000 Head,260
"China, Hong Kong SAR",Production,"Meat, duck",duck-meat,meat,duck,tonnes,424
"China, Hong Kong SAR",Production,"Meat, game",game-meat,meat,game,tonnes,7757
"China, Hong Kong SAR",Production,"Meat, goat",goat-meat,meat,goat,tonnes,128
"China, Hong Kong SAR",Production,"Meat, pig",pig-meat,meat,pig,tonnes,115500
"China, Hong Kong SAR",Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,0
"China, Hong Kong SAR",Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,60
"China, Macao SAR",Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,107
"China, Macao SAR",Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,430
"China, Macao SAR",Producing Animals/Slaughtered,"Meat, bird nes",bird nes-meat,meat,bird nes,1000 Head,426
