iso3c,Country,SPAM_super,cumulative_pressure,tonnes_producing_crop,cumulative_pressure_rate
AGO,Angola,yams,9.421888602681447e-9,49.700000286102295,1.8957522230268696e-4
AIA,Anguilla,bana,0,0,0
AIA,Anguilla,barl,0,0,0
AIA,Anguilla,cass,0,0,0
AIA,Anguilla,cnut,0,0,0
AIA,Anguilla,coco,0,0,0
AIA,Anguilla,maiz,0,0,0
AIA,Anguilla,ocer,0,0,0
AIA,Anguilla,ofib,0,0,0
AIA,Anguilla,oilp,0,0,0
AIA,Anguilla,orts,0,0,0
AIA,Anguilla,plnt,0,0,0
AIA,Anguilla,pota,0,0,0
AIA,Anguilla,rice,0,0,0
AIA,Anguilla,sorg,0,0,0
AIA,Anguilla,soyb,0,0,0
AIA,Anguilla,spis,0,0,0
AIA,Anguilla,sugb,0,0,0
AIA,Anguilla,sugc,0,0,0
AIA,Anguilla,swpo,0,0,0
AIA,Anguilla,tnut,0,0,0
AIA,Anguilla,vege,0,0,0
AIA,Anguilla,whea,0,0,0
AIA,Anguilla,xfru,0,0,0
AIA,Anguilla,xmil,0,0,0
AIA,Anguilla,xoil,0,0,0
AIA,Anguilla,xpul,0,0,0
AIA,Anguilla,yams,0,0,0
ALA,Åland,bana,0,0,0
ALA,Åland,barl,1.341147204255508e-6,2910.299997329712,4.608278203230083e-4
ALA,Åland,cass,0,0,0
ALA,Åland,cnut,0,0,0
ALA,Åland,coco,0,0,0
ALA,Åland,maiz,0,0,0
ALA,Åland,ocer,5.212093900939233e-6,23905.399940490723,2.1802998125586853e-4
ALA,Åland,ofib,0,0,0
ALA,Åland,oilp,0,0,0
ALA,Åland,orts,0,0,0
ALA,Åland,plnt,0,0,0
ALA,Åland,pota,5.439769380906828e-6,23594.399706721302,2.3055341303543353e-4
ALA,Åland,rice,0,0,0
ALA,Åland,sorg,0,0,0
ALA,Åland,soyb,0,0,0
ALA,Åland,spis,0,0,0
ALA,Åland,sugb,6.567368971852252e-7,7391.4999442100525,8.885028778220631e-5
ALA,Åland,sugc,0,0,0
ALA,Åland,swpo,0,0,0
ALA,Åland,tnut,0,0,0
ALA,Åland,vege,6.32384023452767e-7,4836.1001052856445,1.3076322029843823e-4
ALA,Åland,whea,4.5879323117860565e-6,6144.50001335144,7.466730086771742e-4
ALA,Åland,xfru,1.0409078967973895e-6,6385.799894690514,1.6300352562924098e-4
ALA,Åland,xmil,0,0,0
ALA,Åland,xoil,6.581259296341242e-7,467.3999984264374,0.0014080571926610834
ALA,Åland,xpul,2.277403657876073e-8,73.19999957084656,3.111207201131046e-4
ALA,Åland,yams,0,0,0
ALB,Albania,bana,0,1.3875360488891602,0
ALB,Albania,barl,2.006424565678399e-6,8360.506149098277,2.39988408583947e-4
ALB,Albania,cass,0,0,0
ALB,Albania,cnut,0,0,0
ALB,Albania,coco,0,0,0
ALB,Albania,maiz,2.1070904536079984e-4,351143.3624382019,6.000655797612656e-4
ALB,Albania,ocer,1.7662924301832868e-5,37668.88547027111,4.6889957271957863e-4
ALB,Albania,ofib,0,0,0
ALB,Albania,oilp,0,0,0
ALB,Albania,orts,0,0,0
ALB,Albania,plnt,0,0,0
ALB,Albania,pota,2.10972757548939e-5,257356.61906726655,8.197681424070777e-5
ALB,Albania,rice,0,0,0
ALB,Albania,sorg,0,0,0
ALB,Albania,soyb,2.559911757396262e-7,533.3999839574099,4.7992347851301436e-4
ALB,Albania,spis,8.232567728222268e-7,358.99301604228094,0.002293238965755441
ALB,Albania,sugb,1.913373514181061e-6,31368.319956481457,6.099700324517098e-5
ALB,Albania,sugc,0,0,0
ALB,Albania,swpo,0,0,0
ALB,Albania,tnut,2.298448585965632e-5,13827.229935787618,0.0016622625042321674
ALB,Albania,vege,1.568226559637001e-4,845451.3237555027,1.8548986979769857e-4
ALB,Albania,whea,5.691448831831699e-5,288393.2256695777,1.973502955423992e-4
ALB,Albania,xfru,1.352711398003872e-4,746999.4036204219,1.8108600775955036e-4
ALB,Albania,xmil,1.2920504186481595e-10,0.30000001192092896,4.3068345576889686e-4
ALB,Albania,xoil,4.551868480365517e-5,111053.36717294157,4.0988117661276924e-4
ALB,Albania,xpul,1.5763548287333678e-5,24358.164845205843,6.471566469604647e-4
ALB,Albania,yams,0,0,0
AND,Andorra,bana,8.743260898252127e-8,0,0
AND,Andorra,barl,0,0,0
AND,Andorra,cass,0,0,0
AND,Andorra,cnut,0,0,0
AND,Andorra,coco,0,0,0
AND,Andorra,maiz,0,0,0
AND,Andorra,ocer,8.157315691352405e-8,0,0
AND,Andorra,ofib,0,0,0
AND,Andorra,oilp,0,0,0
AND,Andorra,orts,0,0,0
AND,Andorra,plnt,0,0,0
AND,Andorra,pota,3.6339712462313224e-8,0,0
AND,Andorra,rice,3.114586468661196e-8,0,0
AND,Andorra,sorg,0,0,0
AND,Andorra,soyb,0,0,0
AND,Andorra,spis,0,0,0
AND,Andorra,sugb,0,0,0
AND,Andorra,sugc,0,0,0
AND,Andorra,swpo,0,0,0
AND,Andorra,tnut,0,0,0
AND,Andorra,vege,3.1597251608287334e-6,0,0
AND,Andorra,whea,0,0,0
AND,Andorra,xfru,3.4034835646058884e-6,0,0
AND,Andorra,xmil,0,0,0
AND,Andorra,xoil,0,0,0
AND,Andorra,xpul,0,0,0
AND,Andorra,yams,0,0,0
ARE,United Arab Emirates,bana,2.2732231142212304e-7,1304.0422322750092,1.743212802437698e-4
ARE,United Arab Emirates,barl,4.739362968189267e-8,135.36000001430511,3.5013024288478144e-4
ARE,United Arab Emirates,cass,0,0,0
ARE,United Arab Emirates,cnut,0,0,0
ARE,United Arab Emirates,coco,0,0,0
ARE,United Arab Emirates,maiz,1.0010149075915276e-6,12737.052565693855,7.859078090701096e-5
ARE,United Arab Emirates,ocer,2.049344737313759e-7,66.39999961853027,0.003086362573926653
ARE,United Arab Emirates,ofib,0,0,0
ARE,United Arab Emirates,oilp,0,0,0
ARE,United Arab Emirates,orts,0,0,0
ARE,United Arab Emirates,plnt,0,0,0
ARE,United Arab Emirates,pota,2.1695729363119583e-7,677.8028685878962,3.2008907557915005e-4
ARE,United Arab Emirates,rice,0,0,0
ARE,United Arab Emirates,sorg,9.766816248168715e-6,101760.20155715942,9.597874315021501e-5
ARE,United Arab Emirates,soyb,0,0,0
ARE,United Arab Emirates,spis,0,0.4666666761040688,0
ARE,United Arab Emirates,sugb,0,0,0
ARE,United Arab Emirates,sugc,3.843244658364441e-9,55.69999933242798,6.899900726079439e-5
ARE,United Arab Emirates,swpo,0,0,0
ARE,United Arab Emirates,tnut,5.543417193959186e-7,664.3001299723983,8.344748019527733e-4
ARE,United Arab Emirates,vege,6.179996918190946e-5,262920.03258132935,2.3505234110600837e-4
ARE,United Arab Emirates,whea,1.0374654980140582e-7,79.69999986886978,0.001301713299524464
ARE,United Arab Emirates,xfru,2.3021087831169443e-4,292775.73675116897,7.863044966303044e-4
ARE,United Arab Emirates,xmil,0,0,0
ARE,United Arab Emirates,xoil,0,0,0
ARE,United Arab Emirates,xpul,0,0,0
ARE,United Arab Emirates,yams,0,0,0
ARG,Argentina,bana,4.65378032219785e-5,174472.09889799356,2.6673493077645144e-4
ARG,Argentina,barl,7.024645471518111e-4,3538369.2814974487,1.985277655515159e-4
ARG,Argentina,cass,1.607269379156238e-5,199148.89594136176,8.070691888894473e-5
ARG,Argentina,cnut,0,0,0
ARG,Argentina,coco,0,0,0
ARG,Argentina,maiz,0.003106604756164451,43389575.45082104,7.15979523626721e-5
ARG,Argentina,ocer,2.37846807973652e-4,622686.1293113977,3.819690158132746e-4
ARG,Argentina,ofib,3.1574626416902435e-6,4062.926116682589,7.771400589160445e-4
ARG,Argentina,oilp,0,0,0
ARG,Argentina,orts,1.7617280860204023e-9,2.099999964237213,8.389181504868825e-4
ARG,Argentina,plnt,0,0,0
ARG,Argentina,pota,2.7689365046542654e-4,2229688.4399572015,1.241849065113068e-4
ARG,Argentina,rice,9.043304670086431e-4,1587800.0067810563,5.695493532853614e-4
ARG,Argentina,sorg,6.971813006593734e-4,2215479.726599917,3.146863824970916e-4
ARG,Argentina,soyb,0.011140961198394594,46322644.621382385,2.4050788311969482e-4
ARG,Argentina,spis,7.27987703222829e-5,146592.8034434691,4.966053490501424e-4
ARG,Argentina,sugb,5.284604420258249e-8,18.99999952316284,0.0027813708173075502
ARG,Argentina,sugc,0.0016882950955795263,21973158.756204724,7.683442850940991e-5
ARG,Argentina,swpo,2.167154837457484e-5,336229.6508985609,6.445460213475657e-5
ARG,Argentina,tnut,6.979232599163603e-5,190919.88384538144,3.655581838094879e-4
ARG,Argentina,vege,6.519757822593013e-4,3334165.6214010715,1.9554391001888212e-4
ARG,Argentina,whea,0.004138586457584454,22859942.19550124,1.8104098523918902e-4
ARG,Argentina,xfru,0.001679014696109901,7464743.2092021555,2.2492598191992688e-4
ARG,Argentina,xmil,3.656935448131942e-6,4470.493044197559,8.180161364703234e-4
ARG,Argentina,xoil,0.001907365184294004,6434662.738233723,2.964203815937002e-4
ARG,Argentina,xpul,2.3504905696127457e-4,568456.4776106998,4.134864606508098e-4
ARG,Argentina,yams,2.0393543589714133e-9,42.71867465972901,4.773917672342763e-5
ARM,Armenia,bana,0,0,0
ARM,Armenia,barl,6.972800737924208e-5,116868.39823415875,5.966369731493566e-4
ARM,Armenia,cass,0,0,0
ARM,Armenia,cnut,0,0,0
ARM,Armenia,coco,0,0,0
ARM,Armenia,maiz,5.657576045213113e-6,12216.525211840868,4.631084491791092e-4
ARM,Armenia,ocer,8.3313446718074e-6,26826.603217095137,3.105627874086678e-4
ARM,Armenia,ofib,0,0,0
ARM,Armenia,oilp,0,0,0
ARM,Armenia,orts,0,0,0
ARM,Armenia,plnt,0,0,0
ARM,Armenia,pota,1.42463993842076e-4,599902.8040000349,2.3747845966405536e-4
ARM,Armenia,rice,0,0,0
ARM,Armenia,sorg,0,0,0
ARM,Armenia,soyb,0,0,0
ARM,Armenia,spis,0,0,0
ARM,Armenia,sugb,4.604449088789596e-6,66237.84045010805,6.951387692444138e-5
ARM,Armenia,sugc,0,0,0
ARM,Armenia,swpo,0,0,0
ARM,Armenia,tnut,1.736304015106246e-5,6642.700697898865,0.002613852548942107
ARM,Armenia,vege,2.053158383218947e-4,797682.857655175,2.5739031038654874e-4
ARM,Armenia,whea,1.0141805053945677e-4,195826.41203962264,5.178977109529857e-4
ARM,Armenia,xfru,5.663152561491705e-4,809951.1279229224,6.991968238891853e-4
ARM,Armenia,xmil,3.0544885914104154e-10,1.399999976158142,2.181777602448605e-4
ARM,Armenia,xoil,7.493842915936022e-8,242.42965388298035,3.0911412015434647e-4
ARM,Armenia,xpul,1.984760092130573e-6,4996.703153476119,3.972139290983917e-4
ARM,Armenia,yams,0,0,0
ASM,American Samoa,bana,2.600432895457201e-7,286.5,9.076554608925658e-4
ASM,American Samoa,barl,0,0,0
ASM,American Samoa,cass,9.558452523927585e-9,33.20000076293945,2.8790518988775166e-4
ASM,American Samoa,cnut,1.4340681559685243e-6,2226.10009765625,6.442065015308086e-4
ASM,American Samoa,coco,1.0064018934366608e-8,0.30000001192092896,0.033546728448194806
ASM,American Samoa,maiz,0,0,0
ASM,American Samoa,ocer,0,0,0
ASM,American Samoa,ofib,0,0,0
ASM,American Samoa,oilp,0,0,0
ASM,American Samoa,orts,1.5194213693970557e-6,3257.5,4.6643787241659425e-4
ASM,American Samoa,plnt,0,0,0
ASM,American Samoa,pota,0,0,0
ASM,American Samoa,rice,0,0,0
ASM,American Samoa,sorg,0,0,0
ASM,American Samoa,soyb,0,0,0
ASM,American Samoa,spis,0,0,0
ASM,American Samoa,sugb,0,0,0
ASM,American Samoa,sugc,1.791626913702342e-8,9.699999809265137,0.001847038091682266
ASM,American Samoa,swpo,0,0,0
ASM,American Samoa,tnut,0,0,0
ASM,American Samoa,vege,2.435900219534858e-7,445.7999877929687,5.464110108199688e-4
ASM,American Samoa,whea,0,0,0
ASM,American Samoa,xfru,1.5243391194263216e-8,18.200000762939453,8.375489316079172e-4
ASM,American Samoa,xmil,0,0,0
ASM,American Samoa,xoil,0,0,0
ASM,American Samoa,xpul,0,0,0
ASM,American Samoa,yams,1.4751320369807739e-7,302.5,4.876469543738095e-4
ATG,Antigua and Barbuda,bana,1.734100478592e-8,269.0146732330322,6.446118562052735e-5
ATG,Antigua and Barbuda,barl,0,0,0
ATG,Antigua and Barbuda,cass,1.3160189560542761e-8,131.8771448135376,9.979128361589935e-5
ATG,Antigua and Barbuda,cnut,0,0,0
ATG,Antigua and Barbuda,coco,0,0,0
ATG,Antigua and Barbuda,maiz,2.8773617989112977e-8,77.32540027797222,3.721108185108193e-4
ATG,Antigua and Barbuda,ocer,0,0,0
ATG,Antigua and Barbuda,ofib,0,0,0
ATG,Antigua and Barbuda,oilp,0,0,0
ATG,Antigua and Barbuda,orts,7.232883968911474e-9,40.34878143668175,1.7925904355406232e-4
ATG,Antigua and Barbuda,plnt,0,0,0
ATG,Antigua and Barbuda,pota,0,0,0
ATG,Antigua and Barbuda,rice,0,0,0
ATG,Antigua and Barbuda,sorg,0,0,0
ATG,Antigua and Barbuda,soyb,0,0,0
ATG,Antigua and Barbuda,spis,0,0,0
ATG,Antigua and Barbuda,sugb,0,0,0
ATG,Antigua and Barbuda,sugc,0,0,0
ATG,Antigua and Barbuda,swpo,2.817784855689606e-8,272.3263918161392,1.0347086952894486e-4
ATG,Antigua and Barbuda,tnut,0,0,0
ATG,Antigua and Barbuda,vege,4.5918575792079743e-7,2501.002838373184,1.83600654455667e-4
ATG,Antigua and Barbuda,whea,0,0,0
ATG,Antigua and Barbuda,xfru,1.1762062049312076e-6,10239.09715270996,1.148740154907021e-4
ATG,Antigua and Barbuda,xmil,0,0,0
ATG,Antigua and Barbuda,xoil,4.851286717126386e-7,102.19999620318411,0.0047468560639488955
ATG,Antigua and Barbuda,xpul,0,0,0
ATG,Antigua and Barbuda,yams,1.9528999394523815e-8,138.98919224739075,1.4050732347421375e-4
AUS,Australia,bana,9.203609477690364e-5,352208.04748016596,2.613117316181894e-4
AUS,Australia,barl,0.003929082857431474,13277276.514360368,2.9592536189043564e-4
AUS,Australia,cass,0,0,0
AUS,Australia,cnut,0,0,0
AUS,Australia,coco,0,0,0
AUS,Australia,maiz,4.430501548377638e-4,470120.7754285931,9.424177317708415e-4
AUS,Australia,ocer,0.0012034466821638442,2482951.1866974533,4.8468398759161105e-4
AUS,Australia,ofib,0,0,0
AUS,Australia,oilp,0,0,0
AUS,Australia,orts,0,0,0
AUS,Australia,plnt,0,0,0
AUS,Australia,pota,3.7384311831430606e-4,1033342.0115398763,3.617806245554738e-4
AUS,Australia,rice,0.0013437759752613979,1347684.3914208114,9.970999024814014e-4
AUS,Australia,sorg,4.567805795475121e-4,1367884.5448701233,3.3393211529477595e-4
AUS,Australia,soyb,1.938072219634028e-5,29374.608694419265,6.597780551889471e-4
AUS,Australia,spis,9.029640528889875e-7,1356.4523271326907,6.656806397300374e-4
AUS,Australia,sugb,0,0,0
AUS,Australia,sugc,0.0021518272576448263,33897639.813975334,6.348014992942576e-5
AUS,Australia,swpo,7.326115795221119e-6,71998.25513082743,1.0175407420511643e-4
AUS,Australia,tnut,1.4903061680446403e-4,128763.59349682929,0.0011573971551837269
AUS,Australia,vege,5.632934294719695e-4,1648479.6233263612,3.417048178826353e-4
AUS,Australia,whea,0.010813254445679467,34487598.50226128,3.1354037147499455e-4
AUS,Australia,xfru,0.0019885085737114897,3562038.270532511,5.582501990957597e-4
AUS,Australia,xmil,2.9372553820137587e-5,38812.63494378328,7.567781435782746e-4
AUS,Australia,xoil,0.006554664045006452,7847918.623571392,8.352105009498158e-4
AUS,Australia,xpul,0.0016995610919929537,4162823.392282322,4.082712456992193e-4
AUS,Australia,yams,0,0,0
AUT,Austria,bana,0,0,0
AUT,Austria,barl,2.03969821316645e-4,815084.8655903935,2.5024366164485553e-4
AUT,Austria,cass,0,0,0
AUT,Austria,cnut,0,0,0
AUT,Austria,coco,0,0,0
AUT,Austria,maiz,3.0660964420298263e-4,2237985.9581581503,1.370024879223642e-4
AUT,Austria,ocer,1.6581040380689562e-4,785339.8375848532,2.1113204229752372e-4
AUT,Austria,ofib,1.5624266371305632e-6,5818.911290630698,2.6850841318827107e-4
AUT,Austria,oilp,0,0,0
AUT,Austria,orts,0,142.2996368408203,0
AUT,Austria,plnt,0,0,0
AUT,Austria,pota,4.299968962332684e-5,693514.5898190737,6.200257392500529e-5
AUT,Austria,rice,0,0,0
AUT,Austria,sorg,1.8793215155011263e-6,12969.223860263824,1.4490624387008587e-4
AUT,Austria,soyb,3.55128127543146e-5,179990.36277492344,1.9730396787256382e-4
AUT,Austria,spis,0,113.60636901855467,0
AUT,Austria,sugb,8.426924748925006e-5,2965639.9956736565,2.841519793777531e-5
AUT,Austria,sugc,0,0,0
AUT,Austria,swpo,0,0,0
AUT,Austria,tnut,1.531505088401323e-6,8577.318058088422,1.785529087331805e-4
AUT,Austria,vege,3.2773044939742546e-5,634581.7873930931,5.1645107992110105e-5
AUT,Austria,whea,6.63624386593212e-4,1502838.9673030376,4.4158050265634115e-4
AUT,Austria,xfru,7.511343739553697e-5,1147386.6537661552,6.546479963749479e-5
AUT,Austria,xmil,2.910275097347337e-6,17497.205267891288,1.6632799654513482e-4
AUT,Austria,xoil,1.1495688681144641e-4,193748.25578701496,5.933312088126206e-4
AUT,Austria,xpul,1.8940221842020965e-5,50296.98923121393,3.7656770577167685e-4
AUT,Austria,yams,0,0,0
AZE,Azerbaijan,bana,0,0,0
AZE,Azerbaijan,barl,4.830269490492435e-4,902862.6525614412,5.349949382432482e-4
AZE,Azerbaijan,cass,0,0,0
AZE,Azerbaijan,cnut,0,0,0
AZE,Azerbaijan,coco,0,0,0
AZE,Azerbaijan,maiz,2.0170302017609557e-4,254235.6223906651,7.933704108000784e-4
AZE,Azerbaijan,ocer,1.1531140693067567e-5,16449.26552271843,7.010124967064131e-4
AZE,Azerbaijan,ofib,0,0,0
AZE,Azerbaijan,oilp,0,0,0
AZE,Azerbaijan,orts,0,0,0
AZE,Azerbaijan,plnt,0,0,0
AZE,Azerbaijan,pota,2.7534869828008666e-4,923042.1028729676,2.983056757899386e-4
AZE,Azerbaijan,rice,2.303296890068129e-5,16345.2173910141,0.0014091564737061149
AZE,Azerbaijan,sorg,0,1.1295952796936035,0
AZE,Azerbaijan,soyb,1.1083101875842364e-8,14.884210593998432,7.446214097717254e-4
AZE,Azerbaijan,spis,0,39.7320640059188,0
AZE,Azerbaijan,sugb,3.261899626136632e-5,373770.46684375405,8.727012740415878e-5
AZE,Azerbaijan,sugc,0,0,0
AZE,Azerbaijan,swpo,0,0,0
AZE,Azerbaijan,tnut,1.1160559491769823e-4,64682.98671528697,0.0017254242666460194
AZE,Azerbaijan,vege,5.667450501103727e-4,1411068.7088159695,4.0164241937299387e-4
AZE,Azerbaijan,whea,7.964156113258019e-4,2292607.037268102,3.4738426532739786e-4
AZE,Azerbaijan,xfru,4.6082160646519386e-4,1534726.4474523664,3.002630255249423e-4
AZE,Azerbaijan,xmil,1.287388996660508e-7,1454.3369345068932,8.852068362665972e-5
AZE,Azerbaijan,xoil,7.847026059441785e-4,301953.2927175984,0.002598754922928001
AZE,Azerbaijan,xpul,1.1170378819924119e-5,32129.595977291465,3.4766633317826693e-4
AZE,Azerbaijan,yams,0,0,0
BDI,Burundi,bana,2.057134350862899e-4,812517.2191944122,2.531804006446152e-4
BDI,Burundi,barl,0,0,0
BDI,Burundi,cass,8.702090124433498e-5,2153661.843559861,4.0406018941439365e-5
BDI,Burundi,cnut,0,0,0
BDI,Burundi,coco,2.8045456530260926e-10,0.20000000298023224,0.0014022728056175533
BDI,Burundi,maiz,8.289447323481322e-5,230447.39142741263,3.5971105041092947e-4
BDI,Burundi,ocer,9.208026197590249e-6,14711.434035658836,6.259094915744477e-4
BDI,Burundi,ofib,6.366920261027906e-9,7,9.095600372897009e-4
BDI,Burundi,oilp,5.7459391323727135e-6,84360.67306423187,6.811158474278387e-5
BDI,Burundi,orts,6.7436895688874785e-6,58530.98243832588,1.1521572486833459e-4
BDI,Burundi,plnt,1.111962584437416e-6,924.2999725341796,0.001203032151335801
BDI,Burundi,pota,1.1826795579260857e-5,203253.5830314159,5.818739036660843e-5
BDI,Burundi,rice,1.0162284048028457e-4,60274.68418800831,0.0016859954033654233
BDI,Burundi,sorg,4.814930123640177e-5,25699.280626842752,0.0018735661100999885
BDI,Burundi,soyb,2.3342169790605217e-6,2276.004815362394,0.0010255764677232718
BDI,Burundi,spis,2.6064951396081225e-8,5.800000257790089,0.004493956937514426
BDI,Burundi,sugb,0,0,0
BDI,Burundi,sugc,1.5336447731814792e-5,253532.7210702896,6.049099961169471e-5
BDI,Burundi,swpo,8.537514580127855e-5,509645.59971416,1.6751865580545006e-4
BDI,Burundi,tnut,1.4171460029844855e-8,5.800000257790089,0.002443355068960713
BDI,Burundi,vege,4.517241520881781e-5,546795.3069839478,8.261302654183887e-5
BDI,Burundi,whea,8.819089907824605e-6,8146.541961237788,0.0010825562489933617
BDI,Burundi,xfru,3.6595832664038716e-5,134138.319547832,2.7282161270097846e-4
BDI,Burundi,xmil,6.2387863474383455e-6,10456.449495464563,5.966448123853503e-4
BDI,Burundi,xoil,1.3839575172892772e-5,10589.973476201296,0.0013068564528508275
BDI,Burundi,xpul,2.0558700237937054e-4,397348.11571986973,5.173977030365718e-4
BDI,Burundi,yams,8.831069330672535e-7,5891.347360730171,1.4989897539462036e-4
BEL,Belgium,bana,0,0,0
BEL,Belgium,barl,8.380585304943486e-5,405815.26772361994,2.0651232152879657e-4
BEL,Belgium,cass,0,0,0
BEL,Belgium,cnut,0,0,0
BEL,Belgium,coco,0,0,0
BEL,Belgium,maiz,1.2408341036999806e-4,654315.2742347717,1.896385660798074e-4
BEL,Belgium,ocer,2.0912583355101813e-5,65892.49380248785,3.173742887587028e-4
BEL,Belgium,ofib,1.0035964067138705e-5,44065.237960770726,2.2775240828322015e-4
BEL,Belgium,oilp,0,0,0
BEL,Belgium,orts,0,0,0
BEL,Belgium,plnt,0,0,0
BEL,Belgium,pota,2.1807416255313145e-4,4660830.762066841,4.67886893315188e-5
BEL,Belgium,rice,0,0,0
BEL,Belgium,sorg,0,0,0
BEL,Belgium,soyb,1.689180908850148e-10,0.6000000238418579,2.8153014028802197e-4
BEL,Belgium,spis,0,3.6648648381233215,0
BEL,Belgium,sugb,1.728231826942471e-4,6848825.530258656,2.5233988211657687e-5
BEL,Belgium,sugc,0,0,0
BEL,Belgium,swpo,0,0,0
BEL,Belgium,tnut,1.6552833836683462e-7,354.615300796926,4.66782843252514e-4
BEL,Belgium,vege,9.182898341489483e-5,2111027.5926338434,4.349966041908696e-5
BEL,Belgium,whea,7.096926273841349e-4,1712389.202220023,4.1444586689991713e-4
