country,iso3c,SPAM_super,produced,export_prop
Bahamas,BHS,sugb,0,0
Bahamas,BHS,sugc,57000,0
Bahamas,BHS,swpo,2000,0
Bahamas,BHS,tnut,0,0
Bahamas,BHS,vege,34000,0
Bahamas,BHS,whea,0,0
Bahamas,BHS,xfru,40000,0
Bahamas,BHS,xmil,0,0
Bahamas,BHS,xoil,0,0
Bahamas,BHS,xpul,0,0
Bahamas,BHS,yams,0,0
Barbados,BRB,bana,1000,0
Barbados,BRB,barl,0,0
Barbados,BRB,cass,0,0
Barbados,BRB,cnut,3000,0
Barbados,BRB,coco,0,0
Barbados,BRB,maiz,0,0.03333333333333333
Barbados,BRB,ocer,0,0
Barbados,BRB,oilp,0,0
Barbados,BRB,orts,0,0
Barbados,BRB,plnt,0,0
Barbados,BRB,pota,0,0
Barbados,BRB,rice,0,0
Barbados,BRB,sorg,0,0
Barbados,BRB,soyb,5000,0.03225806451612903
Barbados,BRB,spis,0,0
Barbados,BRB,sugc,131000,0
Barbados,BRB,swpo,1000,0
Barbados,BRB,tnut,0,0
Barbados,BRB,vege,9000,0
Barbados,BRB,whea,0,0.25
Barbados,BRB,xfru,4000,0.21052631578947367
Barbados,BRB,xmil,0,0
Barbados,BRB,xoil,2000,0.42857142857142855
Barbados,BRB,xpul,1000,0
Barbados,BRB,yams,0,0
Bangladesh,BGD,bana,807000,0
Bangladesh,BGD,barl,0,0
Bangladesh,BGD,cass,0,0
Bangladesh,BGD,cnut,464000,0
Bangladesh,BGD,coco,0,0
Bangladesh,BGD,maiz,3025000,0
Bangladesh,BGD,ocer,0,0
Bangladesh,BGD,oilp,0,0
Bangladesh,BGD,orts,0,0
Bangladesh,BGD,plnt,150000,0
Bangladesh,BGD,pota,10216000,0.006449091264412742
Bangladesh,BGD,rice,54151000,1.7580872011251758e-4
Bangladesh,BGD,sorg,0,0
Bangladesh,BGD,soyb,282000,0
Bangladesh,BGD,spis,382000,0.02012072434607646
Bangladesh,BGD,sugb,0,0
Bangladesh,BGD,sugc,3863000,0
Bangladesh,BGD,swpo,263000,0
Bangladesh,BGD,tnut,214000,0
Bangladesh,BGD,vege,5828000,0.004587907586432902
Bangladesh,BGD,whea,1311000,0.0030791969454366302
Bangladesh,BGD,xfru,3770000,0.031742299553256526
Bangladesh,BGD,xmil,10000,0
Bangladesh,BGD,xoil,697000,0.01995305164319249
Bangladesh,BGD,xpul,416000,0
Bangladesh,BGD,yams,0,0
Bolivia (Plurinational State of),BOL,bana,290000,0.3586206896551724
Bolivia (Plurinational State of),BOL,barl,45000,0
Bolivia (Plurinational State of),BOL,cass,203000,0
Bolivia (Plurinational State of),BOL,cnut,0,0
Bolivia (Plurinational State of),BOL,coco,6000,0
Bolivia (Plurinational State of),BOL,maiz,955000,0.0028680688336520078
Bolivia (Plurinational State of),BOL,ocer,89000,0.3516483516483517
Bolivia (Plurinational State of),BOL,oilp,0,0
Bolivia (Plurinational State of),BOL,orts,47000,0
Bolivia (Plurinational State of),BOL,plnt,482000,0.008298755186721992
Bolivia (Plurinational State of),BOL,pota,1045000,0
Bolivia (Plurinational State of),BOL,rice,479000,0
Bolivia (Plurinational State of),BOL,sorg,557000,0.016100178890876567
Bolivia (Plurinational State of),BOL,soyb,3081000,0.09085030714516651
Bolivia (Plurinational State of),BOL,spis,3000,0
Bolivia (Plurinational State of),BOL,sugb,0,0
Bolivia (Plurinational State of),BOL,sugc,8732000,0
Bolivia (Plurinational State of),BOL,swpo,4000,0
Bolivia (Plurinational State of),BOL,tnut,110000,0.22522522522522523
Bolivia (Plurinational State of),BOL,vege,427000,0
Bolivia (Plurinational State of),BOL,whea,154000,0.010075566750629723
Bolivia (Plurinational State of),BOL,xfru,664000,0.016415868673050615
Bolivia (Plurinational State of),BOL,xmil,0,0
Bolivia (Plurinational State of),BOL,xoil,308000,0.370253164556962
Bolivia (Plurinational State of),BOL,xpul,124000,0.1111111111111111
Botswana,BWA,bana,0,0
Botswana,BWA,barl,0,0
Botswana,BWA,cass,0,0
Botswana,BWA,cnut,0,0
Botswana,BWA,coco,0,0
Botswana,BWA,maiz,12000,0.029850746268656716
Botswana,BWA,ocer,4000,0
Botswana,BWA,oilp,0,0
Botswana,BWA,orts,102000,0
Botswana,BWA,plnt,0,0
Botswana,BWA,pota,0,0
Botswana,BWA,rice,0,0.02702702702702703
Botswana,BWA,sorg,6000,0
Botswana,BWA,soyb,0,0
Botswana,BWA,spis,0,0
Botswana,BWA,sugb,0,0
Botswana,BWA,sugc,0,0
Botswana,BWA,swpo,0,0
Botswana,BWA,tnut,0,0
Botswana,BWA,vege,75000,0.018018018018018018
Botswana,BWA,whea,0,0.009615384615384616
Botswana,BWA,xfru,6000,0
Botswana,BWA,xmil,1000,0
Botswana,BWA,xoil,1000,0
Botswana,BWA,xpul,2000,0.3333333333333333
Botswana,BWA,yams,0,0
Brazil,BRA,bana,6585000,0.006226271829916477
Brazil,BRA,barl,303000,0.004694835680751174
Brazil,BRA,cass,18502000,0.003232062055591467
Brazil,BRA,cnut,2212000,4.476275738585497e-4
Brazil,BRA,coco,236000,0.03367003367003367
Brazil,BRA,maiz,98013000,0.29780488541320693
Brazil,BRA,ocer,749000,0.024296675191815855
Brazil,BRA,oilp,2179000,0.03615863141524106
Brazil,BRA,orts,0,0
Brazil,BRA,plnt,0,0
Brazil,BRA,pota,3655000,0.005214800099329526
Brazil,BRA,rice,12482000,0.06237587348289812
Brazil,BRA,sorg,2224000,4.496402877697842e-4
Brazil,BRA,soyb,123165000,0.5628497614940434
Brazil,BRA,spis,79000,0.7346938775510204
Brazil,BRA,sugb,0,0
Brazil,BRA,sugc,758646000,0
Brazil,BRA,swpo,780000,0.005128205128205128
Brazil,BRA,tnut,181000,0.2237442922374429
Brazil,BRA,vege,11979000,0.030234802187198456
Brazil,BRA,whea,4345000,0.06692663462410448
Brazil,BRA,xfru,30287000,0.3676155891317035
Brazil,BRA,xmil,0,0
Brazil,BRA,xoil,4843000,0.07695274831243973
Brazil,BRA,xpul,3059000,0.03753846153846154
Brazil,BRA,yams,251000,0.00796812749003984
Belize,BLZ,bana,85000,1
Belize,BLZ,barl,0,0
Belize,BLZ,cass,1000,0
Belize,BLZ,cnut,2000,0
Belize,BLZ,coco,0,0
Belize,BLZ,maiz,90000,0.13043478260869565
Belize,BLZ,ocer,0,0
Belize,BLZ,oilp,0,0
Belize,BLZ,orts,0,0
Belize,BLZ,plnt,6000,0
Belize,BLZ,pota,1000,0
Belize,BLZ,rice,19000,0
Belize,BLZ,sorg,10000,0
Belize,BLZ,soyb,14000,0
Belize,BLZ,spis,0,0
Belize,BLZ,sugc,1670000,0
Belize,BLZ,swpo,0,0
Belize,BLZ,tnut,0,0
Belize,BLZ,vege,20000,0
Belize,BLZ,whea,0,0
Belize,BLZ,xfru,166000,0.6568047337278107
Belize,BLZ,xmil,0,0
Belize,BLZ,xoil,1000,0
Belize,BLZ,xpul,9000,0.4444444444444444
Belize,BLZ,yams,0,0
Solomon Islands,SLB,bana,0,0
Solomon Islands,SLB,barl,0,0
Solomon Islands,SLB,cass,3000,0
Solomon Islands,SLB,cnut,407000,0.22604422604422605
Solomon Islands,SLB,coco,5000,0.8
Solomon Islands,SLB,maiz,0,0
Solomon Islands,SLB,ocer,0,0
Solomon Islands,SLB,oilp,150000,0.25333333333333335
Solomon Islands,SLB,orts,46000,0
Solomon Islands,SLB,pota,0,0
Solomon Islands,SLB,rice,3000,0.014925373134328358
Solomon Islands,SLB,sorg,0,0
Solomon Islands,SLB,soyb,0,0
Solomon Islands,SLB,spis,0,0
Solomon Islands,SLB,swpo,105000,0
Solomon Islands,SLB,tnut,0,0
Solomon Islands,SLB,vege,8000,0
Solomon Islands,SLB,whea,0,0
Solomon Islands,SLB,xfru,29000,0
Solomon Islands,SLB,xmil,0,0
Solomon Islands,SLB,xoil,0,0
Solomon Islands,SLB,xpul,7000,0
Solomon Islands,SLB,yams,46000,0
Bulgaria,BGR,bana,0,0.02631578947368421
Bulgaria,BGR,barl,595000,0.5143769968051118
Bulgaria,BGR,cass,0,0
Bulgaria,BGR,cnut,0,0
Bulgaria,BGR,coco,0,0.38461538461538464
Bulgaria,BGR,maiz,2571000,0.35470668485675305
Bulgaria,BGR,ocer,242000,0.2862903225806452
Bulgaria,BGR,oilp,0,0.22
Bulgaria,BGR,orts,0,0
Bulgaria,BGR,plnt,0,0
Bulgaria,BGR,pota,228000,0.023178807947019868
Bulgaria,BGR,rice,59000,0.7959183673469388
Bulgaria,BGR,sorg,12000,0
Bulgaria,BGR,soyb,24000,0.09523809523809523
Bulgaria,BGR,spis,26000,0.59375
Bulgaria,BGR,sugb,0,0
Bulgaria,BGR,sugc,0,0
Bulgaria,BGR,swpo,0,0
Bulgaria,BGR,tnut,6000,0.4666666666666667
Bulgaria,BGR,vege,576000,0.11136890951276102
Bulgaria,BGR,whea,6135000,0.695479146768545
Bulgaria,BGR,xfru,432000,0.1366906474820144
Bulgaria,BGR,xmil,4000,0.3333333333333333
Bulgaria,BGR,xoil,3055000,0.47072738024837374
Bulgaria,BGR,xpul,209000,0.34893617021276596
Bulgaria,BGR,yams,0,0
Myanmar,MMR,bana,233000,1
Myanmar,MMR,barl,0,0
Myanmar,MMR,cass,399000,0.0075
Myanmar,MMR,cnut,490000,0.012244897959183673
Myanmar,MMR,coco,0,0
Myanmar,MMR,maiz,1909000,0.23553934340802501
Myanmar,MMR,ocer,12000,0
Myanmar,MMR,oilp,0,0
Myanmar,MMR,orts,0,0
Myanmar,MMR,plnt,1179000,0
Myanmar,MMR,pota,500000,0.0019801980198019802
Myanmar,MMR,rice,26572000,0.07252482696358711
Myanmar,MMR,sorg,209000,0
Myanmar,MMR,soyb,168000,0.016042780748663103
Myanmar,MMR,spis,140000,0.2789115646258503
Myanmar,MMR,sugc,10370000,0.011668273866923819
Myanmar,MMR,swpo,63000,0.015873015873015872
Myanmar,MMR,tnut,131000,0.36363636363636365
Myanmar,MMR,vege,5193000,0.06158864159631619
Myanmar,MMR,whea,123000,0.006993006993006993
Myanmar,MMR,xfru,1460000,0.13454317897371715
Myanmar,MMR,xmil,209000,0.03827751196172249
Myanmar,MMR,xoil,3406000,0.06327543424317618
Myanmar,MMR,xpul,6046000,0.22306943543153795
Myanmar,MMR,yams,0,0
Cameroon,CMR,bana,1245000,0.2216867469879518
Cameroon,CMR,barl,0,0
Cameroon,CMR,cass,5000000,4e-4
Cameroon,CMR,cnut,6000,0
Cameroon,CMR,coco,330000,0.7
Cameroon,CMR,maiz,2247000,4.306632213608958e-4
Cameroon,CMR,ocer,0,0
Cameroon,CMR,oilp,2422000,4.032258064516129e-4
Cameroon,CMR,orts,1891000,0.0010576414595452142
Cameroon,CMR,plnt,4624000,0
Cameroon,CMR,pota,315000,0
Cameroon,CMR,rice,264000,0.01957831325301205
Cameroon,CMR,sorg,1190000,8.298755186721991e-4
Cameroon,CMR,soyb,19000,1
Cameroon,CMR,spis,97000,0
Cameroon,CMR,sugb,0,0
Cameroon,CMR,sugc,1289000,0
Cameroon,CMR,swpo,398000,0
Cameroon,CMR,tnut,51000,0
Cameroon,CMR,vege,2985000,0.0039946737683089215
Cameroon,CMR,whea,1000,0.011461318051575931
Cameroon,CMR,xfru,557000,0.00530035335689046
Cameroon,CMR,xmil,102000,0.00980392156862745
Cameroon,CMR,xoil,885000,0.021468926553672316
Cameroon,CMR,xpul,638000,0.007751937984496124
Cameroon,CMR,yams,649000,0
Canada,CAN,bana,0,0
Canada,CAN,barl,7891000,0.3428077113198221
Canada,CAN,cass,0,0.05555555555555555
Canada,CAN,cnut,0,0.1590909090909091
Canada,CAN,coco,0,0.09523809523809523
Canada,CAN,maiz,14157000,0.11936495491963936
Canada,CAN,ocer,4407000,0.5514541387024608
Canada,CAN,oilp,0,0.01680672268907563
Canada,CAN,orts,0,0
Canada,CAN,plnt,0,0
Canada,CAN,pota,5970000,0.36136327440675264
Canada,CAN,rice,0,0.032015065913371
Canada,CAN,sorg,0,0
Canada,CAN,soyb,8058000,0.5574626000231938
Canada,CAN,spis,12000,0.1864406779661017
Canada,CAN,sugb,771000,0
Canada,CAN,sugc,0,0
Canada,CAN,swpo,0,0.45454545454545453
Canada,CAN,tnut,0,0.224
Canada,CAN,vege,2380000,0.22563106796116505
Canada,CAN,whea,30390000,0.7337363813842182
Canada,CAN,xfru,960000,0.13307881101718025
Canada,CAN,xmil,0,0.3076923076923077
Canada,CAN,xoil,26926000,0.5647058823529412
Canada,CAN,xpul,7279000,0.7228246495636075
Canada,CAN,yams,0,0
Cabo Verde,CPV,bana,10000,0
Cabo Verde,CPV,barl,0,0
Cabo Verde,CPV,cass,6000,0
Cabo Verde,CPV,cnut,6000,0
Cabo Verde,CPV,coco,0,0
Cabo Verde,CPV,maiz,5000,0
Cabo Verde,CPV,ocer,0,0
Cabo Verde,CPV,oilp,0,0
Cabo Verde,CPV,orts,0,0
Cabo Verde,CPV,plnt,0,0
Cabo Verde,CPV,pota,4000,0
Cabo Verde,CPV,rice,0,0
Cabo Verde,CPV,soyb,0,0
Cabo Verde,CPV,spis,1000,0
Cabo Verde,CPV,sugb,0,0
Cabo Verde,CPV,sugc,28000,0
Cabo Verde,CPV,swpo,5000,0
Cabo Verde,CPV,tnut,0,0
Cabo Verde,CPV,vege,29000,0
Cabo Verde,CPV,whea,0,0
Cabo Verde,CPV,xfru,4000,0
Cabo Verde,CPV,xoil,0,0
Cabo Verde,CPV,xpul,8000,0
Cabo Verde,CPV,yams,0,0
Central African Republic,CAF,bana,130000,0
Central African Republic,CAF,barl,0,0
Central African Republic,CAF,cass,708000,0
Central African Republic,CAF,cnut,0,0
Central African Republic,CAF,coco,0,0
Central African Republic,CAF,maiz,90000,0
Central African Republic,CAF,ocer,0,0
Central African Republic,CAF,oilp,7000,0
Central African Republic,CAF,orts,137000,0
Central African Republic,CAF,plnt,88000,0
Central African Republic,CAF,pota,1000,0
Central African Republic,CAF,rice,12000,0
Central African Republic,CAF,sorg,30000,0
Central African Republic,CAF,soyb,0,0
Central African Republic,CAF,spis,0,0
Central African Republic,CAF,sugb,0,0
Central African Republic,CAF,sugc,115000,0
Central African Republic,CAF,swpo,0,0
Central African Republic,CAF,tnut,0,0
Central African Republic,CAF,vege,95000,0
Central African Republic,CAF,whea,0,0
Central African Republic,CAF,xfru,82000,0
Central African Republic,CAF,xmil,10000,0
Central African Republic,CAF,xoil,266000,0
Central African Republic,CAF,xpul,45000,0
Central African Republic,CAF,yams,504000,0
Sri Lanka,LKA,bana,0,0
Sri Lanka,LKA,barl,0,0
Sri Lanka,LKA,cass,306000,0.060240963855421686
Sri Lanka,LKA,cnut,2500000,0.07547923322683706
Sri Lanka,LKA,coco,1000,0
Sri Lanka,LKA,maiz,196000,0
Sri Lanka,LKA,ocer,0,0.8
Sri Lanka,LKA,oilp,0,0
Sri Lanka,LKA,orts,0,0
Sri Lanka,LKA,plnt,661000,0.0226928895612708
Sri Lanka,LKA,pota,73000,0
Sri Lanka,LKA,rice,2389000,0.002866150759529951
Sri Lanka,LKA,sorg,0,0
Sri Lanka,LKA,soyb,17000,0
Sri Lanka,LKA,spis,92000,0.24855491329479767
Sri Lanka,LKA,sugb,0,0
Sri Lanka,LKA,sugc,655000,0
Sri Lanka,LKA,swpo,41000,0
Sri Lanka,LKA,tnut,107000,0.5135135135135135
Sri Lanka,LKA,vege,850000,0.02030008826125331
Sri Lanka,LKA,whea,0,0.07545671167593328
Sri Lanka,LKA,xfru,896000,0.030518819938962362
Sri Lanka,LKA,xmil,6000,0
Sri Lanka,LKA,xoil,48000,0.028169014084507043
Sri Lanka,LKA,xpul,16000,0.05653710247349823
Chad,TCD,bana,0,0
Chad,TCD,barl,0,0
Chad,TCD,cass,291000,0
Chad,TCD,cnut,0,0
Chad,TCD,coco,0,0
Chad,TCD,maiz,397000,0
Chad,TCD,ocer,449000,0
Chad,TCD,oilp,0,0
Chad,TCD,orts,29000,0
Chad,TCD,plnt,0,0
Chad,TCD,pota,41000,0
Chad,TCD,rice,264000,0
Chad,TCD,sorg,946000,0
Chad,TCD,soyb,0,0
Chad,TCD,spis,0,0
Chad,TCD,sugb,0,0
Chad,TCD,sugc,469000,0
Chad,TCD,swpo,200000,0
Chad,TCD,tnut,0,0
Chad,TCD,vege,110000,0
Chad,TCD,whea,2000,0
Chad,TCD,xfru,127000,0
Chad,TCD,xmil,660000,0
Chad,TCD,xoil,1163000,0.012897678417884782
Chad,TCD,xpul,189000,0
Chad,TCD,yams,475000,0
Chile,CHL,bana,0,0
Chile,CHL,barl,95000,0.17142857142857143
Chile,CHL,cass,0,0
Chile,CHL,cnut,0,0
Chile,CHL,coco,0,0
Chile,CHL,maiz,1063000,0.008142116950407105
Chile,CHL,ocer,836000,0.0743801652892562
Chile,CHL,oilp,0,0
Chile,CHL,orts,0,0
Chile,CHL,plnt,0,0
Chile,CHL,pota,1426000,0.006443298969072165
Chile,CHL,rice,128000,0.005420054200542005
Chile,CHL,sorg,0,0
Chile,CHL,soyb,15000,0.03636363636363636
Chile,CHL,spis,0,0.2
Chile,CHL,sugb,1770000,0
Chile,CHL,sugc,0,0
Chile,CHL,swpo,16000,0
Chile,CHL,tnut,152000,0.8670886075949367
Chile,CHL,vege,2314000,0.28177704648292884
Chile,CHL,whea,1349000,0.07737682165163082
Chile,CHL,xfru,6182000,0.5360317460317461
Chile,CHL,xmil,0,0
Chile,CHL,xoil,532000,0.05592105263157895
Chile,CHL,xpul,65000,0.12931034482758622
China,CHN,bana,11170000,0.0013105086411663526
China,CHN,barl,1897000,0.05173214451564967
China,CHN,cass,4861000,9.497601246864574e-4
China,CHN,cnut,373000,0
China,CHN,coco,0,0.02
China,CHN,maiz,259489000,0.00184506768424945
China,CHN,ocer,5254000,0.01823921431076815
China,CHN,oilp,886000,0.002735562310030395
China,CHN,orts,2034000,0.05544651619234544
China,CHN,plnt,0,0
China,CHN,pota,88482000,0.006298378646355616
China,CHN,rice,212791000,0.007950695628717601
China,CHN,sorg,2795000,0.005222264679658643
China,CHN,soyb,28943000,0.0022296098582319755
China,CHN,spis,1100000,0.6355475763016158
China,CHN,sugb,9384000,2.1312872975277067e-4
