iso3c,Country,SPAM_super,pressure,pressure_value,tonnes_producing_crop,water_pressure_rate
ALB,Albania,ofib,water,0,0,0
ALB,Albania,oilp,water,0,0,0
ALB,Albania,orts,water,0,0,0
ALB,Albania,plnt,water,0,0,0
ALB,Albania,pota,water,16047753.138400316,257356.61906726655,62.35609247806382
ALB,Albania,rice,water,0,0,0
ALB,Albania,sorg,water,0,0,0
ALB,Albania,soyb,water,37338,533.3999839574099,70.00000210532686
ALB,Albania,spis,water,1052703.538541317,358.99301604228094,2932.378880644668
ALB,Albania,sugb,water,571729.7918833494,31368.319956481457,18.22634405274281
ALB,Albania,sugc,water,0,0,0
ALB,Albania,swpo,water,0,0,0
ALB,Albania,tnut,water,27928883.11077881,13827.229935787618,2019.8465810200573
ALB,Albania,vege,water,117641279.22158813,845451.3237555027,139.14612931117603
ALB,Albania,whea,water,4789948.394434378,288393.2256695777,16.609087759649356
ALB,Albania,xfru,water,156249378.6935501,746999.4036204219,209.16934864508434
ALB,Albania,xmil,water,17.100000381469727,0.30000001192092896,56.99999900658929
ALB,Albania,xoil,water,31852074.67593479,111053.36717294157,286.817729950791
ALB,Albania,xpul,water,3999437.545104027,24358.164845205843,164.19289263046403
ALB,Albania,yams,water,0,0,0
DZA,Algeria,bana,water,44045.049057006836,367.3149818181992,119.91084283844083
DZA,Algeria,barl,water,78480734.2245121,997032.6854107678,78.71430432812622
DZA,Algeria,cass,water,0,0,0
DZA,Algeria,cnut,water,0,0,0
DZA,Algeria,coco,water,0,0,0
DZA,Algeria,maiz,water,298933.31771850586,3690.534805893898,80.99999957759513
DZA,Algeria,ocer,water,24737483.79609394,53550.386604972184,461.94780961295714
DZA,Algeria,ofib,water,0,0,0
DZA,Algeria,oilp,water,0,0,0
DZA,Algeria,orts,water,0,0,0
DZA,Algeria,plnt,water,0,0,0
DZA,Algeria,pota,water,1004672053.1161232,4523793.2388264835,222.08620068956665
DZA,Algeria,rice,water,134783.31900787354,395.0583535730839,341.17319071684756
DZA,Algeria,sorg,water,2711134.138977051,22535.748974666,120.303706880336
DZA,Algeria,soyb,water,0,0,0
DZA,Algeria,spis,water,19292609.77165401,11821.36011830531,1632.0126938506432
DZA,Algeria,sugb,water,366.6000061035156,17.17190194129944,21.348829463195393
DZA,Algeria,sugc,water,0,0,0
DZA,Algeria,swpo,water,0,0,0
DZA,Algeria,tnut,water,67354370.50930983,48679.434975504875,1383.6309016980588
DZA,Algeria,vege,water,482650166.13363457,6326626.023454189,76.28871444974693
DZA,Algeria,whea,water,331577739.3055799,2534383.3806844354,130.8317209750776
DZA,Algeria,xfru,water,4380894016.844017,5671834.590618789,772.394530702643
DZA,Algeria,xmil,water,34.20000076293945,0.8411000370979309,40.66103822910363
DZA,Algeria,xoil,water,872147616.1542344,1058005.545425519,824.331800457119
DZA,Algeria,xpul,water,23552315.547161102,108863.78255594522,216.34665812808353
DZA,Algeria,yams,water,0,0,0
ASM,American Samoa,bana,water,83429.69921875,286.5,291.2031386343805
ASM,American Samoa,barl,water,0,0,0
ASM,American Samoa,cass,water,0,33.20000076293945,0
ASM,American Samoa,cnut,water,13367,2226.10009765625,6.0046715842083875
ASM,American Samoa,coco,water,3.6000001430511475,0.30000001192092896,12
ASM,American Samoa,maiz,water,0,0,0
ASM,American Samoa,ocer,water,0,0,0
ASM,American Samoa,ofib,water,0,0,0
ASM,American Samoa,oilp,water,0,0,0
ASM,American Samoa,orts,water,130406.6640625,3257.5,40.032744148119725
ASM,American Samoa,plnt,water,0,0,0
ASM,American Samoa,pota,water,0,0,0
ASM,American Samoa,rice,water,0,0,0
ASM,American Samoa,sorg,water,0,0,0
ASM,American Samoa,soyb,water,0,0,0
ASM,American Samoa,spis,water,0,0,0
ASM,American Samoa,sugb,water,0,0,0
ASM,American Samoa,sugc,water,1658.6998901367188,9.699999809265137,170.9999920363277
ASM,American Samoa,swpo,water,0,0,0
ASM,American Samoa,tnut,water,0,0,0
ASM,American Samoa,vege,water,96819.474609375,445.7999877929687,217.1814205036236
ASM,American Samoa,whea,water,0,0,0
ASM,American Samoa,xfru,water,15495.48046875,18.200000762939453,851.3999900650197
ASM,American Samoa,xmil,water,0,0,0
ASM,American Samoa,xoil,water,0,0,0
ASM,American Samoa,xpul,water,0,0,0
ASM,American Samoa,yams,water,0,302.5,0
AND,Andorra,bana,water,873,0,0
AND,Andorra,barl,water,0,0,0
AND,Andorra,cass,water,0,0,0
AND,Andorra,cnut,water,0,0,0
AND,Andorra,coco,water,0,0,0
AND,Andorra,maiz,water,0,0,0
AND,Andorra,ocer,water,29.30000114440918,0,0
AND,Andorra,ofib,water,0,0,0
AND,Andorra,oilp,water,0,0,0
AND,Andorra,orts,water,0,0,0
AND,Andorra,plnt,water,0,0,0
AND,Andorra,pota,water,69.29999542236328,0,0
AND,Andorra,rice,water,102.30000305175781,0,0
AND,Andorra,sorg,water,0,0,0
AND,Andorra,soyb,water,0,0,0
AND,Andorra,spis,water,0,0,0
AND,Andorra,sugb,water,0,0,0
AND,Andorra,sugc,water,0,0,0
AND,Andorra,swpo,water,0,0,0
AND,Andorra,tnut,water,0,0,0
AND,Andorra,vege,water,548.50909423828125,0,0
AND,Andorra,whea,water,0,0,0
AND,Andorra,xfru,water,27188.041015625,0,0
AND,Andorra,xmil,water,0,0,0
AND,Andorra,xoil,water,0,0,0
AND,Andorra,xpul,water,0,0,0
AND,Andorra,yams,water,0,0,0
AGO,Angola,bana,water,830006763.2059765,4413917.988792151,188.04308673462782
AGO,Angola,barl,water,0,0,0
AGO,Angola,cass,water,0,8271133.837355651,0
AGO,Angola,cnut,water,0,0,0
AGO,Angola,coco,water,1939.7333726286888,484.9333431571722,4
AGO,Angola,maiz,water,225502296.45578003,2750837.002587199,81.97588451939976
AGO,Angola,ocer,water,0,0,0
AGO,Angola,ofib,water,1332935.7384414673,1389.536324083805,959.2665663636699
AGO,Angola,oilp,water,0,280448.19191503525,0
AGO,Angola,orts,water,2804.633316040039,2306.213709831238,1.216120303198299
AGO,Angola,plnt,water,1471.5,54.5,27
AGO,Angola,pota,water,26490952.09072876,802822.968552351,32.99725235626629
AGO,Angola,rice,water,22294757.964172363,65360.9423841238,341.1021498611037
AGO,Angola,sorg,water,8222476.334323883,79830.60310285166,102.99905067396597
AGO,Angola,soyb,water,1055308.3315200806,15075.83331477642,69.99999996588787
AGO,Angola,spis,water,0,0,0
AGO,Angola,sugb,water,0,0,0
AGO,Angola,sugc,water,32321612.121932983,567045.8270800114,56.999999961859054
AGO,Angola,swpo,water,101665483.42038453,1319699.32926023,77.03685314243062
AGO,Angola,tnut,water,5164819.8469696045,2343.9931594356894,2203.4278667489893
AGO,Angola,vege,water,194341467.5886522,814274.673896119,238.6681961490617
AGO,Angola,whea,water,976549.6875,2824.03163780272,345.7998396433756
AGO,Angola,xfru,water,254437896.26377106,943128.8340935112,269.78063554628164
AGO,Angola,xmil,water,4254337.621589661,74644.6336132288,56.99455427209293
AGO,Angola,xoil,water,46759743.08290863,201338.0381256938,232.24495241041774
AGO,Angola,xpul,water,40090018.260190964,320769.16196912527,124.98089908047244
AGO,Angola,yams,water,0,49.700000286102295,0
AIA,Anguilla,bana,water,0,0,0
AIA,Anguilla,barl,water,0,0,0
AIA,Anguilla,cass,water,0,0,0
AIA,Anguilla,cnut,water,0,0,0
AIA,Anguilla,coco,water,0,0,0
AIA,Anguilla,maiz,water,0,0,0
AIA,Anguilla,ocer,water,0,0,0
AIA,Anguilla,ofib,water,0,0,0
AIA,Anguilla,oilp,water,0,0,0
AIA,Anguilla,orts,water,0,0,0
AIA,Anguilla,plnt,water,0,0,0
AIA,Anguilla,pota,water,0,0,0
AIA,Anguilla,rice,water,0,0,0
AIA,Anguilla,sorg,water,0,0,0
AIA,Anguilla,soyb,water,0,0,0
AIA,Anguilla,spis,water,0,0,0
AIA,Anguilla,sugb,water,0,0,0
AIA,Anguilla,sugc,water,0,0,0
AIA,Anguilla,swpo,water,0,0,0
AIA,Anguilla,tnut,water,0,0,0
AIA,Anguilla,vege,water,0,0,0
AIA,Anguilla,whea,water,0,0,0
AIA,Anguilla,xfru,water,0,0,0
AIA,Anguilla,xmil,water,0,0,0
AIA,Anguilla,xoil,water,0,0,0
AIA,Anguilla,xpul,water,0,0,0
AIA,Anguilla,yams,water,0,0,0
ATG,Antigua and Barbuda,bana,water,3979.2307510375977,269.0146732330322,14.791872514666197
ATG,Antigua and Barbuda,barl,water,0,0,0
ATG,Antigua and Barbuda,cass,water,0,131.8771448135376,0
ATG,Antigua and Barbuda,cnut,water,0,0,0
ATG,Antigua and Barbuda,coco,water,0,0,0
ATG,Antigua and Barbuda,maiz,water,6263.357355117798,77.32540027797222,80.99999912838534
ATG,Antigua and Barbuda,ocer,water,0,0,0
ATG,Antigua and Barbuda,ofib,water,0,0,0
ATG,Antigua and Barbuda,oilp,water,0,0,0
ATG,Antigua and Barbuda,orts,water,1199.9219784736633,40.34878143668175,29.738741437747468
ATG,Antigua and Barbuda,plnt,water,0,0,0
ATG,Antigua and Barbuda,pota,water,0,0,0
ATG,Antigua and Barbuda,rice,water,0,0,0
ATG,Antigua and Barbuda,sorg,water,0,0,0
ATG,Antigua and Barbuda,soyb,water,0,0,0
ATG,Antigua and Barbuda,spis,water,0,0,0
ATG,Antigua and Barbuda,sugb,water,0,0,0
ATG,Antigua and Barbuda,sugc,water,0,0,0
ATG,Antigua and Barbuda,swpo,water,1131.6825065612793,272.3263918161392,4.155610842614671
ATG,Antigua and Barbuda,tnut,water,0,0,0
ATG,Antigua and Barbuda,vege,water,125900.49545288086,2501.002838373184,50.34000502565394
ATG,Antigua and Barbuda,whea,water,0,0,0
ATG,Antigua and Barbuda,xfru,water,568420.2750244141,10239.09715270996,55.514687139575734
ATG,Antigua and Barbuda,xmil,water,0,0,0
ATG,Antigua and Barbuda,xoil,water,133473.1971130371,102.19999620318411,1306.000020270829
ATG,Antigua and Barbuda,xpul,water,0,0,0
ATG,Antigua and Barbuda,yams,water,0,138.98919224739075,0
ARG,Argentina,bana,water,57271916.66756058,174472.09889799356,328.25831195534045
ARG,Argentina,barl,water,8585146.224913716,3538369.2814974487,2.4263002366108197
ARG,Argentina,cass,water,4429.594683647156,199148.89594136176,0.02224262737038434
ARG,Argentina,cnut,water,0,0,0
ARG,Argentina,coco,water,0,0,0
ARG,Argentina,maiz,water,642382039.4057618,43389575.45082104,14.804985592307894
ARG,Argentina,ocer,water,57094376.52620201,622686.1293113977,91.69045822385714
ARG,Argentina,ofib,water,550434.0026550293,4062.926116682589,135.47723656477982
ARG,Argentina,oilp,water,0,0,0
ARG,Argentina,orts,water,28,2.099999964237213,13.33333356039865
ARG,Argentina,plnt,water,0,0,0
ARG,Argentina,pota,water,109577308.11954117,2229688.4399572015,49.14467248242292
ARG,Argentina,rice,water,659319254.3953123,1587800.0067810563,415.24074290183995
ARG,Argentina,sorg,water,148132720.356454,2215479.726599917,66.86259349517606
ARG,Argentina,soyb,water,247708903.326751,46322644.621382385,5.347468939897472
ARG,Argentina,spis,water,36502856.28389633,146592.8034434691,249.00851492326498
ARG,Argentina,sugb,water,36739.39686584473,18.99999952316284,1933.6525151516896
ARG,Argentina,sugc,water,1298698610.23946,21973158.756204724,59.10386506777214
ARG,Argentina,swpo,water,7132077.245212287,336229.6508985609,21.211922345789798
ARG,Argentina,tnut,water,11688843.752463281,190919.88384538144,61.22381554521382
ARG,Argentina,vege,water,485230520.2148888,3334165.6214010715,145.5328184959771
ARG,Argentina,whea,water,355418079.21947205,22859942.19550124,15.547636830394834
ARG,Argentina,xfru,water,1778122818.000914,7464743.2092021555,238.20281129147682
ARG,Argentina,xmil,water,685397.9538702965,4470.493044197559,153.31596472561415
ARG,Argentina,xoil,water,544957026.7564977,6434662.738233723,84.690845336532007
ARG,Argentina,xpul,water,24184273.417004555,568456.4776106998,42.54375553719496
ARG,Argentina,yams,water,24,42.71867465972901,0.5618151824973365
ARM,Armenia,bana,water,0,0,0
ARM,Armenia,barl,water,34371623.3677578,116868.39823415875,294.1053688345283
ARM,Armenia,cass,water,0,0,0
ARM,Armenia,cnut,water,0,0,0
ARM,Armenia,coco,water,0,0,0
ARM,Armenia,maiz,water,117172.00982925296,12216.525211840868,9.5912714783811
ARM,Armenia,ocer,water,5096386.794178009,26826.603217095137,189.97510616365918
ARM,Armenia,ofib,water,0,0,0
ARM,Armenia,oilp,water,0,0,0
ARM,Armenia,orts,water,0,0,0
ARM,Armenia,plnt,water,0,0,0
ARM,Armenia,pota,water,138101922.9038849,599902.8040000349,230.2071635322392
ARM,Armenia,rice,water,0,0,0
ARM,Armenia,sorg,water,0,0,0
ARM,Armenia,soyb,water,0,0,0
ARM,Armenia,spis,water,0,0,0
ARM,Armenia,sugb,water,1891490.1960334778,66237.84045010805,28.556036597512477
ARM,Armenia,sugc,water,0,0,0
ARM,Armenia,swpo,water,0,0,0
ARM,Armenia,tnut,water,23564797.880615234,6642.700697898865,3547.4724742707367
ARM,Armenia,vege,water,136430380.87583923,797682.857655175,171.0333619013483
ARM,Armenia,whea,water,6782421.500345498,195826.41203962264,34.63486579620921
ARM,Armenia,xfru,water,740542856.6026154,809951.1279229224,914.3056056995674
ARM,Armenia,xmil,water,79.79999542236328,1.399999976158142,56.99999770096366
ARM,Armenia,xoil,water,52419.919921875,242.42965388298035,216.22734299318782
ARM,Armenia,xpul,water,686943.8938121796,4996.703153476119,137.47942847761223
ARM,Armenia,yams,water,0,0,0
ABW,Aruba,bana,water,0,0,0
ABW,Aruba,barl,water,0,0,0
ABW,Aruba,cass,water,0,0,0
ABW,Aruba,cnut,water,0,0,0
ABW,Aruba,coco,water,0,0,0
ABW,Aruba,maiz,water,0,0,0
ABW,Aruba,ocer,water,0,0,0
ABW,Aruba,ofib,water,0,0,0
ABW,Aruba,oilp,water,0,0,0
ABW,Aruba,orts,water,0,0,0
ABW,Aruba,plnt,water,0,0,0
ABW,Aruba,pota,water,0,0,0
ABW,Aruba,rice,water,0,0,0
ABW,Aruba,sorg,water,0,0,0
ABW,Aruba,soyb,water,0,0,0
ABW,Aruba,spis,water,0,0,0
ABW,Aruba,sugb,water,0,0,0
ABW,Aruba,sugc,water,0,0,0
ABW,Aruba,swpo,water,0,0,0
ABW,Aruba,tnut,water,0,0,0
ABW,Aruba,vege,water,0,0,0
ABW,Aruba,whea,water,0,0,0
ABW,Aruba,xfru,water,0,0,0
ABW,Aruba,xmil,water,0,0,0
ABW,Aruba,xoil,water,0,0,0
ABW,Aruba,xpul,water,0,0,0
ABW,Aruba,yams,water,0,0,0
AUS,Australia,bana,water,110054118.3043518,352208.04748016596,312.46906222535796
AUS,Australia,barl,water,1048904844.6971703,13277276.514360368,79.00000000472244
AUS,Australia,cass,water,0,0,0
AUS,Australia,cnut,water,0,0,0
AUS,Australia,coco,water,0,0,0
AUS,Australia,maiz,water,312398407.1453476,470120.7754285931,664.5067043900466
AUS,Australia,ocer,water,429440198.2916584,2482951.1866974533,172.9555540972403
AUS,Australia,ofib,water,0,0,0
AUS,Australia,oilp,water,0,0,0
AUS,Australia,orts,water,0,0,0
AUS,Australia,plnt,water,0,0,0
AUS,Australia,pota,water,92584804.93031693,1033342.0115398763,89.59744585662199
AUS,Australia,rice,water,1525401203.7368011,1347684.3914208114,1131.8682723101288
AUS,Australia,sorg,water,92650589.77015972,1367884.5448701233,67.73275574873655
AUS,Australia,soyb,water,2056222.6106901169,29374.608694419265,70.00000007083561
AUS,Australia,spis,water,809525.7446865588,1356.4523271326907,596.7963108572776
AUS,Australia,sugb,water,0,0,0
AUS,Australia,sugc,water,1768966877.0423431,33897639.813975334,52.18554703956211
AUS,Australia,swpo,water,1347705.6234989166,71998.25513082743,18.71858729145605
AUS,Australia,tnut,water,166877085.38090515,128763.59349682929,1295.9958700206234
AUS,Australia,vege,water,286633317.05036545,1648479.6233263612,173.87737949225388
AUS,Australia,whea,water,631403826.7335945,34487598.50226128,18.308141307438227
AUS,Australia,xfru,water,2413339851.9868507,3562038.270532511,677.5165421302634
AUS,Australia,xmil,water,2212320.198720932,38812.63494378328,57.00000017842862
AUS,Australia,xoil,water,5747399021.984468,7847918.623571392,732.3469186749761
AUS,Australia,xpul,water,823957057.6406803,4162823.392282322,197.93226375355192
AUS,Australia,yams,water,0,0,0
AUT,Austria,bana,water,0,0,0
AUT,Austria,barl,water,65512135.12429497,815084.8655903935,80.37461850900925
AUT,Austria,cass,water,0,0,0
AUT,Austria,cnut,water,0,0,0
AUT,Austria,coco,water,0,0,0
AUT,Austria,maiz,water,132192692.41702843,2237985.9581581503,59.067704127072474
AUT,Austria,ocer,water,20091767.082509242,785339.8375848532,25.583532276036358
AUT,Austria,ofib,water,1471704.2576675415,5818.911290630698,252.91745898192357
AUT,Austria,oilp,water,0,0,0
AUT,Austria,orts,water,0,142.2996368408203,0
AUT,Austria,plnt,water,0,0,0
AUT,Austria,pota,water,12897746.927895457,693514.5898190737,18.59765766609216
AUT,Austria,rice,water,0,0,0
AUT,Austria,sorg,water,1346217.7935447693,12969.223860263824,103.80095278248857
AUT,Austria,soyb,water,13009688.150931358,179990.36277492344,72.27991515967926
AUT,Austria,spis,water,0,113.60636901855467,0
AUT,Austria,sugb,water,12589920.009515524,2965639.9956736565,4.245262414818383
AUT,Austria,sugc,water,0,0,0
AUT,Austria,swpo,water,0,0,0
AUT,Austria,tnut,water,1413826.7670144886,8577.318058088422,164.83319814417376
AUT,Austria,vege,water,22087280.91009903,634581.7873930931,34.806042891390156
AUT,Austria,whea,water,509552322.81651306,1502838.9673030376,339.05982869937463
AUT,Austria,xfru,water,28020059.148597717,1147386.6537661552,24.420764401106922
AUT,Austria,xmil,water,1007391.4442558289,17497.205267891288,57.57441996205356
AUT,Austria,xoil,water,23130054.593888253,193748.25578701496,119.38200165948763
AUT,Austria,xpul,water,5877170.908493042,50296.98923121393,116.84935814897077
AUT,Austria,yams,water,0,0,0
AZE,Azerbaijan,bana,water,0,0,0
AZE,Azerbaijan,barl,water,409299099.66236115,902862.6525614412,453.33484390031043
AZE,Azerbaijan,cass,water,0,0,0
AZE,Azerbaijan,cnut,water,0,0,0
AZE,Azerbaijan,coco,water,0,0,0
AZE,Azerbaijan,maiz,water,238928472.35144043,254235.6223906651,939.7914820303847
AZE,Azerbaijan,ocer,water,12872015.048583984,16449.26552271843,782.5282551859942
AZE,Azerbaijan,ofib,water,0,0,0
AZE,Azerbaijan,oilp,water,0,0,0
AZE,Azerbaijan,orts,water,0,0,0
AZE,Azerbaijan,plnt,water,0,0,0
AZE,Azerbaijan,pota,water,303477542.34980774,923042.1028729676,328.7797397380187
AZE,Azerbaijan,rice,water,22436267.92578125,16345.2173910141,1372.6503226635425
AZE,Azerbaijan,sorg,water,0,1.1295952796936035,0
AZE,Azerbaijan,soyb,water,1825.6868958473206,14.884210593998432,122.65930291146705
AZE,Azerbaijan,spis,water,0,39.7320640059188,0
AZE,Azerbaijan,sugb,water,32852476.014038086,373770.46684375405,87.89478818766943
AZE,Azerbaijan,sugc,water,0,0,0
AZE,Azerbaijan,swpo,water,0,0,0
AZE,Azerbaijan,tnut,water,128190484.8383789,64682.98671528697,1981.8269277303298
AZE,Azerbaijan,vege,water,665988547.6926727,1411068.7088159695,471.97457043144624
AZE,Azerbaijan,whea,water,351535443.07204247,2292607.037268102,153.33436448443265
AZE,Azerbaijan,xfru,water,564908509.5136871,1534726.4474523664,368.0841693002885
AZE,Azerbaijan,xmil,water,83612.91526794434,1454.3369345068932,57.492121174997244
AZE,Azerbaijan,xoil,water,1026055161.8877754,301953.2927175984,3398.0591920466086
AZE,Azerbaijan,xpul,water,4743480.476416588,32129.595977291465,147.63585822147226
AZE,Azerbaijan,yams,water,0,0,0
BHS,Bahamas,bana,water,922223.8681640625,9507.462432861328,97.00000128073223
BHS,Bahamas,barl,water,0,0,0
BHS,Bahamas,cass,water,0,846.6486482620239,0
BHS,Bahamas,cnut,water,4243.2100830078125,2121.6050415039062,2
BHS,Bahamas,coco,water,0,0,0
BHS,Bahamas,maiz,water,61015.47393798828,753.2774424552917,81.00000145910336
BHS,Bahamas,ocer,water,0,0,0
BHS,Bahamas,ofib,water,0,0,0
BHS,Bahamas,oilp,water,0,0,0
BHS,Bahamas,orts,water,0,0,0
BHS,Bahamas,plnt,water,3728.2120971679688,138.08192944526672,27.00000001553981
BHS,Bahamas,pota,water,0,0,0
BHS,Bahamas,rice,water,0,0,0
BHS,Bahamas,sorg,water,0,0,0
BHS,Bahamas,soyb,water,0,0,0
BHS,Bahamas,spis,water,0,0,0
BHS,Bahamas,sugb,water,0,0,0
BHS,Bahamas,sugc,water,3254192.765625,57091.10021972656,57.00000093010269
BHS,Bahamas,swpo,water,9685.414367675781,1937.082908630371,4.999999909412202
BHS,Bahamas,tnut,water,0,0,0
BHS,Bahamas,vege,water,2203239.41015625,28920.803588867188,76.18181850950947
BHS,Bahamas,whea,water,0,0,0
BHS,Bahamas,xfru,water,10585153.171875,37297.93231201172,283.7999995100553
BHS,Bahamas,xmil,water,0,0,0
BHS,Bahamas,xoil,water,0,0,0
BHS,Bahamas,xpul,water,13643.163177490234,189.48837447166443,72.00000113743334
BHS,Bahamas,yams,water,0,0,0
BHR,Bahrain,bana,water,93426.20544433594,949.8567657470704,98.35820390335951
BHR,Bahrain,barl,water,0,0,0
BHR,Bahrain,cass,water,0,0,0
BHR,Bahrain,cnut,water,0,0,0
BHR,Bahrain,coco,water,0,0,0
BHR,Bahrain,maiz,water,0,0,0
BHR,Bahrain,ocer,water,0,0,0
BHR,Bahrain,ofib,water,0,0,0
BHR,Bahrain,oilp,water,0,0,0
BHR,Bahrain,orts,water,0,0,0
BHR,Bahrain,plnt,water,0,0,0
BHR,Bahrain,pota,water,2433.0928325653076,72.83008623123169,33.40779832170411
BHR,Bahrain,rice,water,0,0,0
BHR,Bahrain,sorg,water,0,0,0
BHR,Bahrain,soyb,water,0,0,0
BHR,Bahrain,spis,water,0,0,0
BHR,Bahrain,sugb,water,0,0,0
BHR,Bahrain,sugc,water,0,0,0
BHR,Bahrain,swpo,water,0,0,0
BHR,Bahrain,tnut,water,251943.984375,158.39999389648438,1590.5555182006342
BHR,Bahrain,vege,water,1152674.6723632812,13730.274459838867,83.95132054605764
BHR,Bahrain,whea,water,0,0,0
BHR,Bahrain,xfru,water,5055329.094238281,18667.123500823975,270.81457376200126
BHR,Bahrain,xmil,water,0,0,0
BHR,Bahrain,xoil,water,0,0,0
BHR,Bahrain,xpul,water,857.969051361084,7.371428579092026,116.39115025743953
BHR,Bahrain,yams,water,0,0,0
BGD,Bangladesh,bana,water,78655454.91149902,824898.8419490457,95.35163696636344
BGD,Bangladesh,barl,water,21268.819827079773,280.3685619980097,75.8602165503519
BGD,Bangladesh,cass,water,0,186.07275986671448,0
BGD,Bangladesh,cnut,water,166842.00673615932,88035.53086036444,1.8951667026440948
BGD,Bangladesh,coco,water,0,0,0
BGD,Bangladesh,maiz,water,121550.80825948715,2938938.863103032,0.04135873998112014
BGD,Bangladesh,ocer,water,0,0,0
BGD,Bangladesh,ofib,water,158774710.67536354,1849546.16187153,85.84522730414126
BGD,Bangladesh,oilp,water,0,0,0
BGD,Bangladesh,orts,water,0,0,0
BGD,Bangladesh,plnt,water,0,0,0
BGD,Bangladesh,pota,water,995549112.9583969,9281280.755061686,107.26419545227733
BGD,Bangladesh,rice,water,10431602471.066372,53749767.17827666,194.0771657013312
BGD,Bangladesh,sorg,water,9015.413650512695,86.97848711535335,103.65107453014441
BGD,Bangladesh,soyb,water,6199634.512130737,88550.45438879728,70.0124528430999
BGD,Bangladesh,spis,water,15167829.722823054,698261.4025837183,21.722280032519055
BGD,Bangladesh,sugb,water,0,0,0
BGD,Bangladesh,sugc,water,243710870.2899475,4109362.461674094,59.30624824724351
BGD,Bangladesh,swpo,water,19892.923568725586,257027.5217167139,0.07739608364061036
BGD,Bangladesh,tnut,water,623907949.0457764,390340.9767873883,1598.3665209343567
BGD,Bangladesh,vege,water,309799965.6477089,5902340.420800686,52.48764787539699
