country,iso3c,SPAM_super,imported
Sierra Leone,SLE,xmil,0
Sierra Leone,SLE,xoil,3000
Sierra Leone,SLE,xpul,0
Slovenia,SVN,bana,82000
Slovenia,SVN,barl,55000
Slovenia,SVN,cass,0
Slovenia,SVN,cnut,2000
Slovenia,SVN,coco,0
Slovenia,SVN,maiz,481000
Slovenia,SVN,ocer,25000
Slovenia,SVN,oilp,2000
Slovenia,SVN,orts,0
Slovenia,SVN,plnt,1000
Slovenia,SVN,pota,61000
Slovenia,SVN,rice,20000
Slovenia,SVN,sorg,0
Slovenia,SVN,soyb,63000
Slovenia,SVN,spis,4000
Slovenia,SVN,sugb,5000
Slovenia,SVN,sugc,0
Slovenia,SVN,swpo,0
Slovenia,SVN,tnut,5000
Slovenia,SVN,vege,178000
Slovenia,SVN,whea,312000
Slovenia,SVN,xfru,245000
Slovenia,SVN,xmil,0
Slovenia,SVN,xoil,69000
Slovenia,SVN,xpul,4000
Slovenia,SVN,yams,0
Slovakia,SVK,bana,76000
Slovakia,SVK,barl,98000
Slovakia,SVK,cass,0
Slovakia,SVK,cnut,4000
Slovakia,SVK,coco,10000
Slovakia,SVK,maiz,120000
Slovakia,SVK,ocer,21000
Slovakia,SVK,oilp,9000
Slovakia,SVK,orts,0
Slovakia,SVK,plnt,11000
Slovakia,SVK,pota,88000
Slovakia,SVK,rice,33000
Slovakia,SVK,sorg,0
Slovakia,SVK,soyb,8000
Slovakia,SVK,spis,4000
Slovakia,SVK,sugb,1000
Slovakia,SVK,sugc,0
Slovakia,SVK,swpo,0
Slovakia,SVK,tnut,14000
Slovakia,SVK,vege,323000
Slovakia,SVK,whea,278000
Slovakia,SVK,xfru,265000
Slovakia,SVK,xmil,0
Slovakia,SVK,xoil,211000
Slovakia,SVK,xpul,8000
South Africa,ZAF,bana,115000
South Africa,ZAF,barl,142000
South Africa,ZAF,cass,16000
South Africa,ZAF,cnut,9000
South Africa,ZAF,coco,6000
South Africa,ZAF,maiz,572000
South Africa,ZAF,ocer,90000
South Africa,ZAF,oilp,498000
South Africa,ZAF,orts,0
South Africa,ZAF,plnt,2000
South Africa,ZAF,pota,38000
South Africa,ZAF,rice,1621000
South Africa,ZAF,sorg,59000
South Africa,ZAF,soyb,222000
South Africa,ZAF,spis,32000
South Africa,ZAF,sugb,0
South Africa,ZAF,sugc,0
South Africa,ZAF,swpo,0
South Africa,ZAF,tnut,12000
South Africa,ZAF,vege,208000
South Africa,ZAF,whea,1856000
South Africa,ZAF,xfru,145000
South Africa,ZAF,xmil,9000
South Africa,ZAF,xoil,365000
South Africa,ZAF,xpul,56000
South Africa,ZAF,yams,1000
Spain,ESP,bana,308000
Spain,ESP,barl,1488000
Spain,ESP,cass,11000
Spain,ESP,cnut,39000
Spain,ESP,coco,135000
Spain,ESP,maiz,7645000
Spain,ESP,ocer,442000
Spain,ESP,oilp,1958000
Spain,ESP,orts,7000
Spain,ESP,plnt,24000
Spain,ESP,pota,1728000
Spain,ESP,rice,189000
Spain,ESP,sorg,229000
Spain,ESP,soyb,3456000
Spain,ESP,spis,76000
Spain,ESP,sugb,0
Spain,ESP,sugc,0
Spain,ESP,swpo,2000
Spain,ESP,tnut,446000
Spain,ESP,vege,1220000
Spain,ESP,whea,6875000
Spain,ESP,xfru,1937000
Spain,ESP,xmil,15000
Spain,ESP,xoil,2441000
Spain,ESP,xpul,230000
Spain,ESP,yams,0
Suriname,SUR,bana,0
Suriname,SUR,barl,3000
Suriname,SUR,cass,0
Suriname,SUR,cnut,0
Suriname,SUR,coco,0
Suriname,SUR,maiz,12000
Suriname,SUR,ocer,0
Suriname,SUR,oilp,1000
Suriname,SUR,orts,0
Suriname,SUR,plnt,0
Suriname,SUR,pota,12000
Suriname,SUR,rice,1000
Suriname,SUR,sorg,0
Suriname,SUR,soyb,6000
Suriname,SUR,spis,0
Suriname,SUR,sugc,0
Suriname,SUR,swpo,0
Suriname,SUR,tnut,0
Suriname,SUR,vege,13000
Suriname,SUR,whea,34000
Suriname,SUR,xfru,4000
Suriname,SUR,xmil,0
Suriname,SUR,xoil,9000
Suriname,SUR,xpul,2000
Tajikistan,TJK,bana,1000
Tajikistan,TJK,barl,9000
Tajikistan,TJK,cass,0
Tajikistan,TJK,cnut,0
Tajikistan,TJK,coco,0
Tajikistan,TJK,maiz,2000
Tajikistan,TJK,ocer,0
Tajikistan,TJK,oilp,0
Tajikistan,TJK,orts,0
Tajikistan,TJK,plnt,0
Tajikistan,TJK,pota,31000
Tajikistan,TJK,rice,26000
Tajikistan,TJK,sorg,0
Tajikistan,TJK,soyb,1000
Tajikistan,TJK,spis,0
Tajikistan,TJK,sugb,0
Tajikistan,TJK,sugc,0
Tajikistan,TJK,swpo,0
Tajikistan,TJK,tnut,0
Tajikistan,TJK,vege,7000
Tajikistan,TJK,whea,1143000
Tajikistan,TJK,xfru,4000
Tajikistan,TJK,xmil,0
Tajikistan,TJK,xoil,115000
Tajikistan,TJK,xpul,6000
Swaziland,SWZ,bana,3000
Swaziland,SWZ,barl,3000
Swaziland,SWZ,cass,0
Swaziland,SWZ,cnut,0
Swaziland,SWZ,coco,0
Swaziland,SWZ,maiz,120000
Swaziland,SWZ,ocer,1000
Swaziland,SWZ,oilp,1000
Swaziland,SWZ,orts,0
Swaziland,SWZ,plnt,1000
Swaziland,SWZ,pota,12000
Swaziland,SWZ,rice,52000
Swaziland,SWZ,sorg,2000
Swaziland,SWZ,soyb,2000
Swaziland,SWZ,spis,2000
Swaziland,SWZ,sugb,0
Swaziland,SWZ,sugc,0
Swaziland,SWZ,swpo,0
Swaziland,SWZ,tnut,0
Swaziland,SWZ,vege,19000
Swaziland,SWZ,whea,55000
Swaziland,SWZ,xfru,35000
Swaziland,SWZ,xmil,0
Swaziland,SWZ,xoil,12000
Swaziland,SWZ,xpul,6000
Swaziland,SWZ,yams,0
Sweden,SWE,bana,211000
Sweden,SWE,barl,67000
Sweden,SWE,cass,2000
Sweden,SWE,cnut,26000
Sweden,SWE,coco,5000
Sweden,SWE,maiz,65000
Sweden,SWE,ocer,22000
Sweden,SWE,oilp,169000
Sweden,SWE,orts,0
Sweden,SWE,plnt,2000
Sweden,SWE,pota,151000
Sweden,SWE,rice,65000
Sweden,SWE,sorg,0
Sweden,SWE,soyb,61000
Sweden,SWE,spis,14000
Sweden,SWE,sugb,0
Sweden,SWE,sugc,0
Sweden,SWE,swpo,5000
Sweden,SWE,tnut,25000
Sweden,SWE,vege,689000
Sweden,SWE,whea,586000
Sweden,SWE,xfru,655000
Sweden,SWE,xmil,0
Sweden,SWE,xoil,849000
Sweden,SWE,xpul,10000
Sweden,SWE,yams,0
Switzerland,CHE,bana,92000
Switzerland,CHE,barl,145000
Switzerland,CHE,cass,1000
Switzerland,CHE,cnut,10000
Switzerland,CHE,coco,55000
Switzerland,CHE,maiz,173000
Switzerland,CHE,ocer,73000
Switzerland,CHE,oilp,33000
Switzerland,CHE,orts,0
Switzerland,CHE,plnt,1000
Switzerland,CHE,pota,69000
Switzerland,CHE,rice,122000
Switzerland,CHE,sorg,0
Switzerland,CHE,soyb,19000
Switzerland,CHE,spis,8000
Switzerland,CHE,sugb,79000
Switzerland,CHE,sugc,4000
Switzerland,CHE,swpo,4000
Switzerland,CHE,tnut,38000
Switzerland,CHE,vege,408000
Switzerland,CHE,whea,769000
Switzerland,CHE,xfru,504000
Switzerland,CHE,xmil,2000
Switzerland,CHE,xoil,185000
Switzerland,CHE,xpul,20000
Switzerland,CHE,yams,0
Turkmenistan,TKM,bana,0
Turkmenistan,TKM,barl,7000
Turkmenistan,TKM,cnut,0
Turkmenistan,TKM,coco,0
Turkmenistan,TKM,maiz,3000
Turkmenistan,TKM,ocer,6000
Turkmenistan,TKM,oilp,1000
Turkmenistan,TKM,pota,127000
Turkmenistan,TKM,rice,28000
Turkmenistan,TKM,sorg,0
Turkmenistan,TKM,soyb,0
Turkmenistan,TKM,spis,0
Turkmenistan,TKM,sugb,0
Turkmenistan,TKM,swpo,0
Turkmenistan,TKM,tnut,1000
Turkmenistan,TKM,vege,41000
Turkmenistan,TKM,whea,67000
Turkmenistan,TKM,xfru,77000
Turkmenistan,TKM,xmil,0
Turkmenistan,TKM,xoil,34000
Turkmenistan,TKM,xpul,3000
"China, Taiwan Province of",TWN,bana,0
"China, Taiwan Province of",TWN,barl,122000
"China, Taiwan Province of",TWN,cass,344000
"China, Taiwan Province of",TWN,cnut,10000
"China, Taiwan Province of",TWN,coco,0
"China, Taiwan Province of",TWN,maiz,4494000
"China, Taiwan Province of",TWN,ocer,39000
"China, Taiwan Province of",TWN,oilp,216000
"China, Taiwan Province of",TWN,orts,4000
"China, Taiwan Province of",TWN,plnt,0
"China, Taiwan Province of",TWN,pota,134000
"China, Taiwan Province of",TWN,rice,192000
"China, Taiwan Province of",TWN,sorg,57000
"China, Taiwan Province of",TWN,soyb,2539000
"China, Taiwan Province of",TWN,spis,12000
"China, Taiwan Province of",TWN,sugb,0
"China, Taiwan Province of",TWN,sugc,0
"China, Taiwan Province of",TWN,swpo,1000
"China, Taiwan Province of",TWN,tnut,27000
"China, Taiwan Province of",TWN,vege,460000
"China, Taiwan Province of",TWN,whea,1520000
"China, Taiwan Province of",TWN,xfru,495000
"China, Taiwan Province of",TWN,xmil,2000
"China, Taiwan Province of",TWN,xoil,273000
"China, Taiwan Province of",TWN,xpul,58000
"China, Taiwan Province of",TWN,yams,3000
United Republic of Tanzania,TZA,bana,0
United Republic of Tanzania,TZA,barl,37000
United Republic of Tanzania,TZA,cass,0
United Republic of Tanzania,TZA,cnut,0
United Republic of Tanzania,TZA,coco,0
United Republic of Tanzania,TZA,maiz,125000
United Republic of Tanzania,TZA,ocer,0
United Republic of Tanzania,TZA,oilp,338000
United Republic of Tanzania,TZA,orts,0
United Republic of Tanzania,TZA,plnt,0
United Republic of Tanzania,TZA,pota,5000
United Republic of Tanzania,TZA,rice,1000
United Republic of Tanzania,TZA,sorg,2000
United Republic of Tanzania,TZA,soyb,6000
United Republic of Tanzania,TZA,spis,0
United Republic of Tanzania,TZA,sugb,0
United Republic of Tanzania,TZA,sugc,0
United Republic of Tanzania,TZA,swpo,0
United Republic of Tanzania,TZA,tnut,1000
United Republic of Tanzania,TZA,vege,11000
United Republic of Tanzania,TZA,whea,649000
United Republic of Tanzania,TZA,xfru,16000
United Republic of Tanzania,TZA,xmil,0
United Republic of Tanzania,TZA,xoil,91000
United Republic of Tanzania,TZA,xpul,14000
United Republic of Tanzania,TZA,yams,0
Thailand,THA,bana,8000
Thailand,THA,barl,445000
Thailand,THA,cass,2355000
Thailand,THA,cnut,449000
Thailand,THA,coco,3000
Thailand,THA,maiz,127000
Thailand,THA,ocer,24000
Thailand,THA,oilp,31000
Thailand,THA,orts,3000
Thailand,THA,plnt,0
Thailand,THA,pota,152000
Thailand,THA,rice,89000
Thailand,THA,sorg,0
Thailand,THA,soyb,2751000
Thailand,THA,spis,105000
Thailand,THA,sugb,0
Thailand,THA,sugc,5000
Thailand,THA,swpo,19000
Thailand,THA,tnut,63000
Thailand,THA,vege,574000
Thailand,THA,whea,3098000
Thailand,THA,xfru,711000
Thailand,THA,xmil,6000
Thailand,THA,xoil,200000
Thailand,THA,xpul,40000
Thailand,THA,yams,0
Togo,TGO,bana,0
Togo,TGO,barl,11000
Togo,TGO,cass,1000
Togo,TGO,cnut,0
Togo,TGO,coco,0
Togo,TGO,maiz,1000
Togo,TGO,ocer,0
Togo,TGO,oilp,142000
Togo,TGO,orts,0
Togo,TGO,pota,4000
Togo,TGO,rice,173000
Togo,TGO,sorg,0
Togo,TGO,soyb,0
Togo,TGO,spis,0
Togo,TGO,sugc,0
Togo,TGO,swpo,0
Togo,TGO,tnut,1000
Togo,TGO,vege,26000
Togo,TGO,whea,141000
Togo,TGO,xfru,6000
Togo,TGO,xmil,0
Togo,TGO,xoil,42000
Togo,TGO,xpul,0
Togo,TGO,yams,0
Trinidad and Tobago,TTO,bana,1000
Trinidad and Tobago,TTO,barl,10000
Trinidad and Tobago,TTO,cass,0
Trinidad and Tobago,TTO,cnut,5000
Trinidad and Tobago,TTO,coco,0
Trinidad and Tobago,TTO,maiz,98000
Trinidad and Tobago,TTO,ocer,8000
Trinidad and Tobago,TTO,oilp,9000
Trinidad and Tobago,TTO,orts,4000
Trinidad and Tobago,TTO,plnt,0
Trinidad and Tobago,TTO,pota,45000
Trinidad and Tobago,TTO,rice,34000
Trinidad and Tobago,TTO,sorg,0
Trinidad and Tobago,TTO,soyb,18000
Trinidad and Tobago,TTO,spis,3000
Trinidad and Tobago,TTO,sugc,0
Trinidad and Tobago,TTO,swpo,0
Trinidad and Tobago,TTO,tnut,2000
Trinidad and Tobago,TTO,vege,39000
Trinidad and Tobago,TTO,whea,152000
Trinidad and Tobago,TTO,xfru,20000
Trinidad and Tobago,TTO,xmil,0
Trinidad and Tobago,TTO,xoil,28000
Trinidad and Tobago,TTO,xpul,12000
Trinidad and Tobago,TTO,yams,0
Oman,OMN,bana,0
Oman,OMN,barl,132000
Oman,OMN,cass,1000
Oman,OMN,cnut,6000
Oman,OMN,coco,0
Oman,OMN,maiz,236000
Oman,OMN,ocer,6000
Oman,OMN,oilp,196000
Oman,OMN,orts,1000
Oman,OMN,plnt,4000
Oman,OMN,pota,138000
Oman,OMN,rice,226000
Oman,OMN,sorg,0
Oman,OMN,soyb,15000
Oman,OMN,spis,21000
Oman,OMN,sugb,1000
Oman,OMN,sugc,0
Oman,OMN,swpo,0
Oman,OMN,tnut,4000
Oman,OMN,vege,275000
Oman,OMN,whea,830000
Oman,OMN,xfru,403000
Oman,OMN,xmil,1000
Oman,OMN,xoil,76000
Oman,OMN,xpul,40000
Oman,OMN,yams,1000
Tunisia,TUN,bana,57000
Tunisia,TUN,barl,515000
Tunisia,TUN,cass,0
Tunisia,TUN,cnut,3000
Tunisia,TUN,coco,6000
Tunisia,TUN,maiz,1309000
Tunisia,TUN,ocer,2000
Tunisia,TUN,oilp,54000
Tunisia,TUN,orts,0
Tunisia,TUN,plnt,0
Tunisia,TUN,pota,36000
Tunisia,TUN,rice,33000
Tunisia,TUN,sorg,5000
Tunisia,TUN,soyb,621000
Tunisia,TUN,spis,12000
Tunisia,TUN,sugb,0
Tunisia,TUN,sugc,0
Tunisia,TUN,swpo,0
Tunisia,TUN,tnut,9000
Tunisia,TUN,vege,27000
Tunisia,TUN,whea,1954000
Tunisia,TUN,xfru,17000
Tunisia,TUN,xmil,0
Tunisia,TUN,xoil,82000
Tunisia,TUN,xpul,20000
Turkey,TUR,bana,208000
Turkey,TUR,barl,460000
Turkey,TUR,cass,259000
Turkey,TUR,cnut,35000
Turkey,TUR,coco,125000
Turkey,TUR,maiz,2084000
Turkey,TUR,ocer,5000
Turkey,TUR,oilp,688000
Turkey,TUR,orts,0
Turkey,TUR,plnt,0
Turkey,TUR,pota,46000
Turkey,TUR,rice,448000
Turkey,TUR,sorg,0
Turkey,TUR,soyb,2342000
Turkey,TUR,spis,37000
Turkey,TUR,sugb,0
Turkey,TUR,sugc,3000
Turkey,TUR,swpo,0
Turkey,TUR,tnut,106000
Turkey,TUR,vege,90000
Turkey,TUR,whea,5178000
Turkey,TUR,xfru,261000
Turkey,TUR,xmil,7000
Turkey,TUR,xoil,1849000
Turkey,TUR,xpul,571000
United Arab Emirates,ARE,bana,183000
United Arab Emirates,ARE,barl,425000
United Arab Emirates,ARE,cass,11000
United Arab Emirates,ARE,cnut,56000
United Arab Emirates,ARE,coco,8000
United Arab Emirates,ARE,maiz,737000
United Arab Emirates,ARE,ocer,183000
United Arab Emirates,ARE,oilp,357000
United Arab Emirates,ARE,orts,13000
United Arab Emirates,ARE,plnt,25000
United Arab Emirates,ARE,pota,321000
United Arab Emirates,ARE,rice,985000
United Arab Emirates,ARE,sorg,11000
United Arab Emirates,ARE,soyb,73000
United Arab Emirates,ARE,spis,152000
United Arab Emirates,ARE,sugb,1000
United Arab Emirates,ARE,sugc,2000
United Arab Emirates,ARE,swpo,4000
United Arab Emirates,ARE,tnut,131000
United Arab Emirates,ARE,vege,1542000
United Arab Emirates,ARE,whea,1334000
United Arab Emirates,ARE,xfru,1548000
United Arab Emirates,ARE,xmil,18000
United Arab Emirates,ARE,xoil,1136000
United Arab Emirates,ARE,xpul,660000
United Arab Emirates,ARE,yams,8000
Uganda,UGA,bana,0
Uganda,UGA,barl,13000
Uganda,UGA,cass,42000
Uganda,UGA,cnut,0
Uganda,UGA,coco,0
Uganda,UGA,maiz,6000
Uganda,UGA,ocer,0
Uganda,UGA,oilp,344000
Uganda,UGA,orts,0
Uganda,UGA,plnt,0
Uganda,UGA,pota,19000
Uganda,UGA,rice,202000
Uganda,UGA,sorg,16000
Uganda,UGA,soyb,1000
Uganda,UGA,spis,2000
Uganda,UGA,sugb,0
Uganda,UGA,sugc,0
Uganda,UGA,swpo,0
Uganda,UGA,tnut,0
Uganda,UGA,vege,47000
Uganda,UGA,whea,704000
Uganda,UGA,xfru,13000
Uganda,UGA,xmil,0
Uganda,UGA,xoil,24000
Uganda,UGA,xpul,11000
Uganda,UGA,yams,0
United Kingdom of Great Britain and Northern Ireland,GBR,bana,1133000
United Kingdom of Great Britain and Northern Ireland,GBR,barl,237000
United Kingdom of Great Britain and Northern Ireland,GBR,cass,15000
United Kingdom of Great Britain and Northern Ireland,GBR,cnut,50000
United Kingdom of Great Britain and Northern Ireland,GBR,coco,123000
United Kingdom of Great Britain and Northern Ireland,GBR,maiz,2322000
United Kingdom of Great Britain and Northern Ireland,GBR,ocer,85000
United Kingdom of Great Britain and Northern Ireland,GBR,oilp,442000
United Kingdom of Great Britain and Northern Ireland,GBR,orts,7000
United Kingdom of Great Britain and Northern Ireland,GBR,plnt,44000
United Kingdom of Great Britain and Northern Ireland,GBR,pota,926000
United Kingdom of Great Britain and Northern Ireland,GBR,rice,776000
United Kingdom of Great Britain and Northern Ireland,GBR,sorg,22000
United Kingdom of Great Britain and Northern Ireland,GBR,soyb,959000
United Kingdom of Great Britain and Northern Ireland,GBR,spis,96000
United Kingdom of Great Britain and Northern Ireland,GBR,sugb,4000
United Kingdom of Great Britain and Northern Ireland,GBR,sugc,0
United Kingdom of Great Britain and Northern Ireland,GBR,swpo,157000
United Kingdom of Great Britain and Northern Ireland,GBR,tnut,121000
United Kingdom of Great Britain and Northern Ireland,GBR,vege,3571000
United Kingdom of Great Britain and Northern Ireland,GBR,whea,3060000
United Kingdom of Great Britain and Northern Ireland,GBR,xfru,4354000
United Kingdom of Great Britain and Northern Ireland,GBR,xmil,14000
United Kingdom of Great Britain and Northern Ireland,GBR,xoil,1433000
United Kingdom of Great Britain and Northern Ireland,GBR,xpul,245000
United Kingdom of Great Britain and Northern Ireland,GBR,yams,12000
Ukraine,UKR,bana,238000
Ukraine,UKR,barl,20000
Ukraine,UKR,cass,1000
Ukraine,UKR,cnut,8000
Ukraine,UKR,coco,27000
Ukraine,UKR,maiz,86000
Ukraine,UKR,ocer,38000
Ukraine,UKR,oilp,215000
Ukraine,UKR,orts,0
Ukraine,UKR,pota,38000
Ukraine,UKR,rice,118000
Ukraine,UKR,sorg,0
Ukraine,UKR,soyb,11000
Ukraine,UKR,spis,10000
Ukraine,UKR,sugb,0
Ukraine,UKR,sugc,0
Ukraine,UKR,swpo,0
Ukraine,UKR,tnut,6000
Ukraine,UKR,vege,111000
Ukraine,UKR,whea,81000
Ukraine,UKR,xfru,505000
Ukraine,UKR,xmil,0
Ukraine,UKR,xoil,116000
Ukraine,UKR,xpul,2000
United States of America,USA,bana,4814000
United States of America,USA,barl,878000
United States of America,USA,cass,193000
United States of America,USA,cnut,530000
United States of America,USA,coco,508000
United States of America,USA,maiz,1788000
United States of America,USA,ocer,2512000
United States of America,USA,oilp,1798000
United States of America,USA,orts,163000
United States of America,USA,plnt,382000
United States of America,USA,pota,3193000
United States of America,USA,rice,1095000
United States of America,USA,sorg,92000
United States of America,USA,soyb,880000
United States of America,USA,spis,420000
United States of America,USA,sugb,0
United States of America,USA,sugc,3000
United States of America,USA,swpo,12000
United States of America,USA,tnut,392000
United States of America,USA,vege,10733000
United States of America,USA,whea,5397000
United States of America,USA,xfru,17557000
United States of America,USA,xmil,1000
United States of America,USA,xoil,4396000
United States of America,USA,xpul,545000
United States of America,USA,yams,44000
Burkina Faso,BFA,bana,0
Burkina Faso,BFA,barl,0
Burkina Faso,BFA,cass,14000
Burkina Faso,BFA,cnut,6000
Burkina Faso,BFA,coco,0
Burkina Faso,BFA,maiz,5000
Burkina Faso,BFA,ocer,0
Burkina Faso,BFA,oilp,58000
Burkina Faso,BFA,orts,0
Burkina Faso,BFA,plnt,4000
Burkina Faso,BFA,pota,9000
Burkina Faso,BFA,rice,297000
Burkina Faso,BFA,sorg,0
Burkina Faso,BFA,soyb,0
Burkina Faso,BFA,spis,1000
Burkina Faso,BFA,sugb,0
Burkina Faso,BFA,sugc,0
Burkina Faso,BFA,swpo,0
Burkina Faso,BFA,tnut,8000
Burkina Faso,BFA,vege,28000
Burkina Faso,BFA,whea,282000
Burkina Faso,BFA,xfru,28000
Burkina Faso,BFA,xmil,0
Burkina Faso,BFA,xoil,32000
Burkina Faso,BFA,xpul,1000
Burkina Faso,BFA,yams,0
Uruguay,URY,bana,51000
Uruguay,URY,barl,9000
Uruguay,URY,cass,2000
Uruguay,URY,cnut,1000
Uruguay,URY,coco,0
Uruguay,URY,maiz,275000
Uruguay,URY,ocer,20000
Uruguay,URY,oilp,20000
Uruguay,URY,orts,0
Uruguay,URY,plnt,1000
Uruguay,URY,pota,31000
Uruguay,URY,rice,2000
Uruguay,URY,sorg,1000
Uruguay,URY,soyb,12000
Uruguay,URY,spis,0
Uruguay,URY,sugb,0
Uruguay,URY,sugc,0
Uruguay,URY,swpo,0
Uruguay,URY,tnut,1000
Uruguay,URY,vege,38000
Uruguay,URY,whea,39000
Uruguay,URY,xfru,31000
Uruguay,URY,xmil,0
Uruguay,URY,xoil,54000
Uruguay,URY,xpul,5000
Uzbekistan,UZB,bana,18000
Uzbekistan,UZB,barl,38000
Uzbekistan,UZB,cass,0
Uzbekistan,UZB,cnut,4000
Uzbekistan,UZB,coco,0
Uzbekistan,UZB,maiz,45000
Uzbekistan,UZB,ocer,5000
Uzbekistan,UZB,oilp,0
Uzbekistan,UZB,orts,0
Uzbekistan,UZB,plnt,0
Uzbekistan,UZB,pota,217000
Uzbekistan,UZB,rice,0
Uzbekistan,UZB,sorg,0
Uzbekistan,UZB,soyb,27000
Uzbekistan,UZB,spis,2000
Uzbekistan,UZB,sugb,0
Uzbekistan,UZB,sugc,0
Uzbekistan,UZB,swpo,0
Uzbekistan,UZB,tnut,1000
Uzbekistan,UZB,vege,16000
Uzbekistan,UZB,whea,2145000
Uzbekistan,UZB,xfru,22000
Uzbekistan,UZB,xmil,0
Uzbekistan,UZB,xoil,315000
Uzbekistan,UZB,xpul,9000
Venezuela (Bolivarian Republic of),VEN,bana,0
Venezuela (Bolivarian Republic of),VEN,barl,0
Venezuela (Bolivarian Republic of),VEN,cass,3000
Venezuela (Bolivarian Republic of),VEN,cnut,1000
Venezuela (Bolivarian Republic of),VEN,coco,0
Venezuela (Bolivarian Republic of),VEN,maiz,1761000
Venezuela (Bolivarian Republic of),VEN,ocer,42000
Venezuela (Bolivarian Republic of),VEN,oilp,15000
Venezuela (Bolivarian Republic of),VEN,orts,0
Venezuela (Bolivarian Republic of),VEN,plnt,0
Venezuela (Bolivarian Republic of),VEN,pota,3000
Venezuela (Bolivarian Republic of),VEN,rice,731000
Venezuela (Bolivarian Republic of),VEN,sorg,0
Venezuela (Bolivarian Republic of),VEN,soyb,427000
Venezuela (Bolivarian Republic of),VEN,spis,0
Venezuela (Bolivarian Republic of),VEN,sugb,0
Venezuela (Bolivarian Republic of),VEN,sugc,0
Venezuela (Bolivarian Republic of),VEN,swpo,0
Venezuela (Bolivarian Republic of),VEN,tnut,0
Venezuela (Bolivarian Republic of),VEN,vege,53000
Venezuela (Bolivarian Republic of),VEN,whea,1840000
Venezuela (Bolivarian Republic of),VEN,xfru,4000
Venezuela (Bolivarian Republic of),VEN,xmil,0
Venezuela (Bolivarian Republic of),VEN,xoil,13000
Venezuela (Bolivarian Republic of),VEN,xpul,177000
Venezuela (Bolivarian Republic of),VEN,yams,0
Viet Nam,VNM,bana,6000
Viet Nam,VNM,barl,380000
Viet Nam,VNM,cass,508000
Viet Nam,VNM,cnut,3000
Viet Nam,VNM,coco,0
Viet Nam,VNM,maiz,7738000
Viet Nam,VNM,ocer,2000
Viet Nam,VNM,oilp,603000
Viet Nam,VNM,orts,1000
Viet Nam,VNM,plnt,0
Viet Nam,VNM,pota,66000
Viet Nam,VNM,rice,89000
Viet Nam,VNM,sorg,0
Viet Nam,VNM,soyb,1677000
Viet Nam,VNM,spis,94000
Viet Nam,VNM,sugb,0
Viet Nam,VNM,sugc,1000
Viet Nam,VNM,swpo,0
Viet Nam,VNM,tnut,1374000
Viet Nam,VNM,vege,328000
Viet Nam,VNM,whea,4749000
Viet Nam,VNM,xfru,1195000
Viet Nam,VNM,xmil,1000
Viet Nam,VNM,xoil,45000
Viet Nam,VNM,xpul,42000
Viet Nam,VNM,yams,0
Ethiopia,ETH,bana,0
Ethiopia,ETH,barl,126000
Ethiopia,ETH,cass,0
Ethiopia,ETH,cnut,0
Ethiopia,ETH,coco,0
Ethiopia,ETH,maiz,14000
Ethiopia,ETH,ocer,3000
Ethiopia,ETH,oilp,458000
Ethiopia,ETH,orts,0
Ethiopia,ETH,plnt,0
Ethiopia,ETH,pota,0
Ethiopia,ETH,rice,362000
Ethiopia,ETH,sorg,223000
Ethiopia,ETH,soyb,5000
Ethiopia,ETH,spis,3000
Ethiopia,ETH,sugb,0
Ethiopia,ETH,sugc,0
Ethiopia,ETH,swpo,0
Ethiopia,ETH,tnut,0
Ethiopia,ETH,vege,54000
Ethiopia,ETH,whea,1176000
Ethiopia,ETH,xfru,19000
Ethiopia,ETH,xmil,0
Ethiopia,ETH,xoil,40000
Ethiopia,ETH,xpul,68000
Ethiopia,ETH,yams,0
Samoa,WSM,bana,0
Samoa,WSM,barl,1000
Samoa,WSM,cass,0
Samoa,WSM,cnut,0
Samoa,WSM,coco,0
Samoa,WSM,maiz,0
Samoa,WSM,ocer,0
Samoa,WSM,oilp,0
Samoa,WSM,orts,0
Samoa,WSM,plnt,0
Samoa,WSM,pota,2000
Samoa,WSM,rice,3000
Samoa,WSM,sorg,0
Samoa,WSM,soyb,0
Samoa,WSM,spis,0
Samoa,WSM,sugc,0
Samoa,WSM,swpo,0
Samoa,WSM,tnut,0
Samoa,WSM,vege,3000
Samoa,WSM,whea,13000
Samoa,WSM,xfru,1000
Samoa,WSM,xmil,0
Samoa,WSM,xoil,2000
Samoa,WSM,xpul,0
Samoa,WSM,yams,0
Yemen,YEM,bana,0
Yemen,YEM,barl,0
Yemen,YEM,cass,1000
Yemen,YEM,cnut,4000
Yemen,YEM,coco,0
Yemen,YEM,maiz,629000
Yemen,YEM,ocer,2000
Yemen,YEM,oilp,166000
Yemen,YEM,orts,0
Yemen,YEM,plnt,0
Yemen,YEM,pota,118000
Yemen,YEM,rice,666000
Yemen,YEM,sorg,0
Yemen,YEM,soyb,1000
Yemen,YEM,spis,9000
Yemen,YEM,sugb,0
Yemen,YEM,sugc,0
Yemen,YEM,swpo,0
Yemen,YEM,tnut,3000
Yemen,YEM,vege,81000
Yemen,YEM,whea,3335000
Yemen,YEM,xfru,71000
Yemen,YEM,xmil,0
Yemen,YEM,xoil,58000
Yemen,YEM,xpul,77000
Zambia,ZMB,bana,1000
Zambia,ZMB,barl,6000
Zambia,ZMB,cass,0
Zambia,ZMB,cnut,0
Zambia,ZMB,coco,0
Zambia,ZMB,maiz,3000
