iso3c,Country,system,feed_item,tonnes
NZL,New Zealand,pigs_industrial_meat,forage fish,1412.7187055135726
NZL,New Zealand,pigs_backyard_meat,forage fish,0.23920498062021636
NZL,New Zealand,chickens_industrial_meat,forage fish,2231.2449323228266
NZL,New Zealand,chickens_industrial_eggs,forage fish,454.89146551730954
NZL,New Zealand,salmon_aquaculture_meat,forage fish,8113.811994815439
NZL,New Zealand,salmon_aquaculture_meat,forage fish,5409.207996543626
NIC,Nicaragua,pigs_intermediate_meat,forage fish,304.4315067637093
NIC,Nicaragua,pigs_industrial_meat,forage fish,384.56012432615955
NIC,Nicaragua,pigs_backyard_meat,forage fish,11.443575244820403
NIC,Nicaragua,shrimp_aquaculture_meat,forage fish,10193.201859579216
NIU,Niue,pigs_backyard_meat,forage fish,0.08245697339037272
NFK,Norfolk Island,chickens_industrial_meat,forage fish,211.76295417550813
PRK,North Korea,pigs_intermediate_meat,forage fish,1030.2082383278068
PRK,North Korea,pigs_industrial_meat,forage fish,597.1109703190424
PRK,North Korea,pigs_backyard_meat,forage fish,63.253346933430684
PRK,North Korea,chickens_industrial_meat,forage fish,0.6566878949549615
NOR,Norway,pigs_intermediate_meat,forage fish,43.77644582806251
NOR,Norway,pigs_industrial_meat,forage fish,8300.037141550225
NOR,Norway,pigs_backyard_meat,forage fish,0.06903475282777029
NOR,Norway,marine-fish-general_aquaculture_meat,forage fish,796.0344961381868
NOR,Norway,salmon_aquaculture_meat,forage fish,799030.4313783552
NOR,Norway,salmon_aquaculture_meat,forage fish,532686.9542522369
OMN,Oman,chickens_industrial_meat,forage fish,141.50290914559645
PAK,Pakistan,pigs_intermediate_meat,forage fish,3.1483784342334516e-4
PAK,Pakistan,pigs_backyard_meat,forage fish,4.230027863732879
PAK,Pakistan,chickens_industrial_meat,forage fish,8675.582452980887
PAK,Pakistan,chickens_industrial_eggs,forage fish,21696.997090002405
PLW,Palau,chickens_industrial_meat,forage fish,0.09480587095567129
PSE,Palestina,chickens_industrial_meat,forage fish,152.6423983702462
PAN,Panama,pigs_intermediate_meat,forage fish,0.0029852994965726487
PAN,Panama,pigs_industrial_meat,forage fish,1954.1436986755728
PAN,Panama,pigs_backyard_meat,forage fish,9.344970763415205
PAN,Panama,marine-fish-general_aquaculture_meat,forage fish,882.809794431994
PAN,Panama,shrimp_aquaculture_meat,forage fish,3080.7322560171524
PNG,Papua New Guinea,pigs_intermediate_meat,forage fish,392.5714365872233
PNG,Papua New Guinea,pigs_industrial_meat,forage fish,143.12950181497484
PNG,Papua New Guinea,pigs_backyard_meat,forage fish,129.52184141593315
PNG,Papua New Guinea,chickens_industrial_meat,forage fish,158.28057745664128
PRY,Paraguay,pigs_intermediate_meat,forage fish,812.411011211676
PRY,Paraguay,pigs_industrial_meat,forage fish,1285.7728341867112
PRY,Paraguay,pigs_backyard_meat,forage fish,54.67830037238138
PER,Peru,shrimp_aquaculture_meat,forage fish,11259.564442097382
PHL,Philippines,pigs_intermediate_meat,forage fish,9347.563200969265
PHL,Philippines,pigs_industrial_meat,forage fish,12910.026738428325
PHL,Philippines,pigs_backyard_meat,forage fish,1410.2621969917152
PHL,Philippines,crustaceans_aquaculture_meat,forage fish,11202.482392609225
PHL,Philippines,marine-fish-general_aquaculture_meat,forage fish,179111.4645277298
PHL,Philippines,shrimp_aquaculture_meat,forage fish,25565.44966398876
POL,Poland,pigs_intermediate_meat,forage fish,1411.2562981774647
POL,Poland,pigs_industrial_meat,forage fish,79462.23153581285
POL,Poland,pigs_backyard_meat,forage fish,31.361239738738362
PRT,Portugal,pigs_intermediate_meat,forage fish,55.75905611613724
PRT,Portugal,pigs_industrial_meat,forage fish,19237.07039472254
PRT,Portugal,pigs_backyard_meat,forage fish,18.328138139637996
PRT,Portugal,marine-fish-general_aquaculture_meat,forage fish,2199.0939114266703
PRI,Puerto Rico,pigs_intermediate_meat,forage fish,0.7016243682993384
PRI,Puerto Rico,pigs_industrial_meat,forage fish,323.25278985368243
PRI,Puerto Rico,pigs_backyard_meat,forage fish,0.5918245236271676
QAT,Qatar,chickens_industrial_meat,forage fish,377.0277033185771
REU,Reunion,pigs_intermediate_meat,forage fish,29.821815118743114
REU,Reunion,pigs_industrial_meat,forage fish,144.80700531624453
REU,Reunion,pigs_backyard_meat,forage fish,1.0248473674924452
ROU,Romania,pigs_intermediate_meat,forage fish,2742.826816795409
ROU,Romania,pigs_industrial_meat,forage fish,19681.34441099762
ROU,Romania,pigs_backyard_meat,forage fish,19.00016610008692
ROU,Romania,chickens_industrial_eggs,forage fish,4742.6785862652305
RUS,Russia,pigs_intermediate_meat,forage fish,2.104449514635939
RUS,Russia,pigs_industrial_meat,forage fish,119968.19434745544
RUS,Russia,pigs_backyard_meat,forage fish,60.6738716215856
RUS,Russia,chickens_industrial_eggs,forage fish,6816.151141127286
RUS,Russia,salmon_aquaculture_meat,forage fish,7980.155427272007
RUS,Russia,salmon_aquaculture_meat,forage fish,5320.103618181339
RWA,Rwanda,pigs_intermediate_meat,forage fish,431.3620646958762
RWA,Rwanda,pigs_industrial_meat,forage fish,245.94486005942875
RWA,Rwanda,pigs_backyard_meat,forage fish,30.27833500292495
SHN,Saint Helena,pigs_intermediate_meat,forage fish,0.14937891344086887
SHN,Saint Helena,pigs_industrial_meat,forage fish,0.3922303490339233
SHN,Saint Helena,pigs_backyard_meat,forage fish,0.01290460304861225
KNA,Saint Kitts and Nevis,pigs_intermediate_meat,forage fish,0.06315987461108027
KNA,Saint Kitts and Nevis,pigs_industrial_meat,forage fish,41.608272270758086
KNA,Saint Kitts and Nevis,pigs_backyard_meat,forage fish,0.049957748709556285
LCA,Saint Lucia,pigs_intermediate_meat,forage fish,7.418240765097006
LCA,Saint Lucia,pigs_industrial_meat,forage fish,197.65539600099402
LCA,Saint Lucia,pigs_backyard_meat,forage fish,0.6186544720414047
VCT,Saint Vincent and the Grenadines,pigs_intermediate_meat,forage fish,1.5234173863215204
VCT,Saint Vincent and the Grenadines,pigs_industrial_meat,forage fish,31.3629045028614
VCT,Saint Vincent and the Grenadines,pigs_backyard_meat,forage fish,0.09953839212872528
WSM,Samoa,pigs_backyard_meat,forage fish,6.216681799285624
WSM,Samoa,chickens_industrial_meat,forage fish,27.813635540731898
WSM,Samoa,chickens_industrial_eggs,forage fish,5.688387220167593
STP,São Tomé and Príncipe,pigs_intermediate_meat,forage fish,5.815522278766087
STP,São Tomé and Príncipe,pigs_industrial_meat,forage fish,0.10817170112546055
STP,São Tomé and Príncipe,pigs_backyard_meat,forage fish,0.8010322996801814
SAU,Saudi Arabia,chickens_industrial_meat,forage fish,6947.8018430010725
SAU,Saudi Arabia,marine-fish-general_aquaculture_meat,forage fish,3791.177617199618
SAU,Saudi Arabia,shrimp_aquaculture_meat,forage fish,16054.866316920015
SEN,Senegal,pigs_intermediate_meat,forage fish,231.1900391701724
SEN,Senegal,pigs_industrial_meat,forage fish,2.323425970038009
SEN,Senegal,pigs_backyard_meat,forage fish,7.043800049193402
SRB,Serbia,pigs_intermediate_meat,forage fish,834.8647455030374
SRB,Serbia,pigs_industrial_meat,forage fish,17577.784528278997
SRB,Serbia,pigs_backyard_meat,forage fish,62.89745108368227
SYC,Seychelles,pigs_intermediate_meat,forage fish,1.220464882921842
SYC,Seychelles,pigs_industrial_meat,forage fish,3.5772292345302033
SYC,Seychelles,pigs_backyard_meat,forage fish,0.09239610143183793
SLE,Sierra Leone,pigs_intermediate_meat,forage fish,15.925596893335406
SLE,Sierra Leone,pigs_industrial_meat,forage fish,7.994045781431871
SLE,Sierra Leone,pigs_backyard_meat,forage fish,3.682042505472198
SGP,Singapore,marine-fish-general_aquaculture_meat,forage fish,1425.8359079848292
SVK,Slovakia,chickens_industrial_eggs,forage fish,898.4916264643844
SVN,Slovenia,pigs_intermediate_meat,forage fish,0.1787073522538389
SVN,Slovenia,pigs_industrial_meat,forage fish,1481.0873867937746
SVN,Slovenia,pigs_backyard_meat,forage fish,0.5349149206983133
SLB,Solomon Islands,pigs_intermediate_meat,forage fish,28.36368467044063
SLB,Solomon Islands,pigs_industrial_meat,forage fish,23.750137034829987
SLB,Solomon Islands,pigs_backyard_meat,forage fish,1.4474788676017456
SLB,Solomon Islands,chickens_industrial_meat,forage fish,5.229430098169277
SLB,Solomon Islands,chickens_industrial_eggs,forage fish,10.269513698149911
SOM,Somalia,pigs_industrial_meat,forage fish,18.499118780310003
ZAF,South Africa,pigs_intermediate_meat,forage fish,380.548490229641
ZAF,South Africa,pigs_industrial_meat,forage fish,10432.54694526965
ZAF,South Africa,pigs_backyard_meat,forage fish,17.453989307914792
KOR,South Korea,pigs_intermediate_meat,forage fish,1185.8683768359808
KOR,South Korea,pigs_industrial_meat,forage fish,78270.23106430711
KOR,South Korea,pigs_backyard_meat,forage fish,0.131442243181615
KOR,South Korea,chickens_industrial_meat,forage fish,3972.7734688098176
KOR,South Korea,marine-fish-general_aquaculture_meat,forage fish,41312.555680102545
KOR,South Korea,shrimp_aquaculture_meat,forage fish,2106.791641179504
SSD,South Sudan,pigs_intermediate_meat,forage fish,0.07582913866996013
SSD,South Sudan,pigs_backyard_meat,forage fish,0.0052088950632990716
ESP,Spain,pigs_intermediate_meat,forage fish,1324.3151715172792
ESP,Spain,pigs_industrial_meat,forage fish,198025.27409784184
ESP,Spain,pigs_backyard_meat,forage fish,9.315774407190712
ESP,Spain,marine-fish-general_aquaculture_meat,forage fish,23371.123946881686
ESP,Spain,tuna_aquaculture_meat,forage fish,3461.388962618174
LKA,Sri Lanka,chickens_industrial_meat,forage fish,411.7852499844868
LKA,Sri Lanka,chickens_industrial_eggs,forage fish,1989.6124025529625
LKA,Sri Lanka,shrimp_aquaculture_meat,forage fish,1896.2763022280528
SUR,Suriname,pigs_intermediate_meat,forage fish,18.972280924082508
SUR,Suriname,pigs_industrial_meat,forage fish,108.17387012985948
SUR,Suriname,pigs_backyard_meat,forage fish,0.41153515376260763
SWE,Sweden,pigs_intermediate_meat,forage fish,145.64928996524569
SWE,Sweden,pigs_industrial_meat,forage fish,14631.228615931832
SWE,Sweden,pigs_backyard_meat,forage fish,0.11192025708155791
SWE,Sweden,salmon_aquaculture_meat,forage fish,1751.0236555231145
SWE,Sweden,salmon_aquaculture_meat,forage fish,1167.3491036820762
CHE,Switzerland,pigs_intermediate_meat,forage fish,82.2107190106465
CHE,Switzerland,pigs_industrial_meat,forage fish,14008.052789858071
CHE,Switzerland,pigs_backyard_meat,forage fish,0.42725525115365726
SYR,Syria,pigs_intermediate_meat,forage fish,0.00129949422286812
SYR,Syria,pigs_industrial_meat,forage fish,0.09244976008647321
SYR,Syria,pigs_backyard_meat,forage fish,2.8667255428027876e-4
SYR,Syria,chickens_industrial_meat,forage fish,217.992643139402
TWN,Taiwan,pigs_intermediate_meat,forage fish,5962.850333351765
TWN,Taiwan,pigs_industrial_meat,forage fish,11038.38527890375
TWN,Taiwan,pigs_backyard_meat,forage fish,117.48094371703696
TWN,Taiwan,chickens_industrial_meat,forage fish,2165.114258582618
TWN,Taiwan,marine-fish-general_aquaculture_meat,forage fish,36243.92286336668
TWN,Taiwan,shrimp_aquaculture_meat,forage fish,2048.211857268558
TJK,Tajikistan,chickens_industrial_meat,forage fish,75.74269047912261
TZA,Tanzania,pigs_industrial_meat,forage fish,239.81924675692287
THA,Thailand,pigs_intermediate_meat,forage fish,7235.6739943032935
THA,Thailand,pigs_industrial_meat,forage fish,43696.37193801622
THA,Thailand,pigs_backyard_meat,forage fish,119.9196846015279
THA,Thailand,marine-fish-general_aquaculture_meat,forage fish,11013.052185539123
THA,Thailand,shrimp_aquaculture_meat,forage fish,147144.07848332069
TKL,Tokelau,pigs_intermediate_meat,forage fish,0.4030240673844454
TKL,Tokelau,pigs_industrial_meat,forage fish,0.7656108282184404
TKL,Tokelau,pigs_backyard_meat,forage fish,0.023081647941316143
TON,Tonga,pigs_intermediate_meat,forage fish,33.12638079665754
TON,Tonga,pigs_industrial_meat,forage fish,56.22574233360068
TON,Tonga,pigs_backyard_meat,forage fish,1.9521053702701807
TON,Tonga,chickens_industrial_meat,forage fish,21.161325996263173
TON,Tonga,chickens_industrial_eggs,forage fish,6.5509683982254785
TTO,Trinidad and Tobago,pigs_industrial_meat,forage fish,269.50424777063
TTO,Trinidad and Tobago,pigs_backyard_meat,forage fish,0.17677625039908304
TUN,Tunisia,pigs_intermediate_meat,forage fish,1.8377031844136353
TUN,Tunisia,pigs_industrial_meat,forage fish,31.743453040062068
TUN,Tunisia,pigs_backyard_meat,forage fish,0.09492240168953046
TUN,Tunisia,marine-fish-general_aquaculture_meat,forage fish,9950.737732905956
TUR,Turkey,pigs_intermediate_meat,forage fish,0.02588001236290607
TUR,Turkey,pigs_industrial_meat,forage fish,7.97908980555092
TUR,Turkey,pigs_backyard_meat,forage fish,0.008230924022341572
TUR,Turkey,chickens_industrial_meat,forage fish,9119.86253103759
TUR,Turkey,marine-fish-general_aquaculture_meat,forage fish,79334.19262651693
TUR,Turkey,salmon_aquaculture_meat,forage fish,3649.192156048171
TUR,Turkey,salmon_aquaculture_meat,forage fish,2432.7947706987807
TUR,Turkey,tuna_aquaculture_meat,forage fish,2611.1642951012827
TKM,Turkmenistan,chickens_industrial_meat,forage fish,742.4989659041557
TUV,Tuvalu,pigs_intermediate_meat,forage fish,5.789843752044942
TUV,Tuvalu,pigs_industrial_meat,forage fish,10.998765158186115
TUV,Tuvalu,pigs_backyard_meat,forage fish,0.33159095432494784
UGA,Uganda,pigs_intermediate_meat,forage fish,902.507067118796
UGA,Uganda,pigs_industrial_meat,forage fish,684.176755266565
UGA,Uganda,pigs_backyard_meat,forage fish,118.39882154659789
UKR,Ukraine,pigs_industrial_meat,forage fish,3354.820489899733
UKR,Ukraine,chickens_industrial_eggs,forage fish,2960.706952405496
ARE,United Arab Emirates,chickens_industrial_meat,forage fish,800.7210434778195
ARE,United Arab Emirates,marine-fish-general_aquaculture_meat,forage fish,1213.8634673439917
GBR,United Kingdom,pigs_intermediate_meat,forage fish,325.1724366573805
GBR,United Kingdom,pigs_industrial_meat,forage fish,37294.9876974805
GBR,United Kingdom,pigs_backyard_meat,forage fish,1.2882650148585735
GBR,United Kingdom,salmon_aquaculture_meat,forage fish,118444.85608783437
GBR,United Kingdom,salmon_aquaculture_meat,forage fish,78963.23739188958
USA,United States,pigs_intermediate_meat,forage fish,3.946164491918601
USA,United States,pigs_industrial_meat,forage fish,717426.0205540127
USA,United States,pigs_backyard_meat,forage fish,71.04839584850635
USA,United States,chickens_industrial_meat,forage fish,201658.66197645568
USA,United States,marine-fish-general_aquaculture_meat,forage fish,805.8091623620921
USA,United States,salmon_aquaculture_meat,forage fish,9003.42520355635
USA,United States,salmon_aquaculture_meat,forage fish,6002.283469037566
USA,United States,shrimp_aquaculture_meat,forage fish,668.816242232918
UZB,Uzbekistan,pigs_intermediate_meat,forage fish,38.18563389571218
UZB,Uzbekistan,pigs_industrial_meat,forage fish,54.23525094164523
UZB,Uzbekistan,pigs_backyard_meat,forage fish,3.165571069491417
UZB,Uzbekistan,chickens_industrial_meat,forage fish,1211.1162552591754
VUT,Vanuatu,pigs_intermediate_meat,forage fish,61.54583879295927
VUT,Vanuatu,pigs_industrial_meat,forage fish,118.95957570473561
VUT,Vanuatu,pigs_backyard_meat,forage fish,4.016937359073961
VUT,Vanuatu,chickens_industrial_meat,forage fish,57.72793480418437
VUT,Vanuatu,chickens_industrial_eggs,forage fish,12.782231356080633
VEN,Venezuela,shrimp_aquaculture_meat,forage fish,10034.29144807501
VNM,Vietnam,crustaceans_aquaculture_meat,forage fish,41438.17271496856
VNM,Vietnam,marine-fish-general_aquaculture_meat,forage fish,6498.13728986644
VNM,Vietnam,shrimp_aquaculture_meat,forage fish,290135.89753973216
VIR,"Virgin Islands, U.S.",pigs_intermediate_meat,forage fish,1.1644557864590828
VIR,"Virgin Islands, U.S.",pigs_industrial_meat,forage fish,13.778142429649032
VIR,"Virgin Islands, U.S.",pigs_backyard_meat,forage fish,0.04615818999727465
WLF,Wallis and Futuna,pigs_intermediate_meat,forage fish,10.115904091349579
WLF,Wallis and Futuna,pigs_industrial_meat,forage fish,19.216831788282857
WLF,Wallis and Futuna,pigs_backyard_meat,forage fish,0.5793493633270355
YEM,Yemen,chickens_industrial_meat,forage fish,1667.0099214617517
ZWE,Zimbabwe,pigs_intermediate_meat,forage fish,309.3073801102588
ZWE,Zimbabwe,pigs_industrial_meat,forage fish,9.974427407871307
ZWE,Zimbabwe,pigs_backyard_meat,forage fish,12.40335953403592
