iso3c,animal,product,system,feedstuff,feeditem_kg_per_head
BRA,pigs,meat,intermediate,Oil palm kernel expeller,0
BRA,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,47.1722
BRA,pigs,meat,intermediate,Residual plant material such as stems from banana,2.9693
BRA,pigs,meat,intermediate,SYNTHETIC,5.9194
BRA,pigs,meat,intermediate,Wet by-product from grain industries,0
CHL,pigs,meat,intermediate,Beans from soy,11.9766
CHL,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",10.0519
CHL,pigs,meat,intermediate,By-products from cottonseed,6.3564
CHL,pigs,meat,intermediate,By-products from soy,47.9064
CHL,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,16.0474
CHL,pigs,meat,intermediate,Crop residues from sugarcane,37.8547
CHL,pigs,meat,intermediate,Dry by-product from grain industries,68.9598
CHL,pigs,meat,intermediate,FISHMEAL,2.9941
CHL,pigs,meat,intermediate,Fruit from banana trees,0
CHL,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),42.3035
CHL,pigs,meat,intermediate,Grains from maize (Zea mays),236.4981
CHL,pigs,meat,intermediate,Grains from millet,0
CHL,pigs,meat,intermediate,Grains from rice,27.6293
CHL,pigs,meat,intermediate,Grains from sorghum,0
CHL,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,44.9906
CHL,pigs,meat,intermediate,Household food waste and other organic material used as feed,29.9415
CHL,pigs,meat,intermediate,Leguminous beans,9.3307
CHL,pigs,meat,intermediate,Molasses,0
CHL,pigs,meat,intermediate,Oil palm kernel expeller,0
CHL,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,0
CHL,pigs,meat,intermediate,Residual plant material such as stems from banana,0
CHL,pigs,meat,intermediate,SYNTHETIC,5.9883
CHL,pigs,meat,intermediate,Wet by-product from grain industries,0
COL,pigs,meat,intermediate,Beans from soy,15.9339
COL,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",0
COL,pigs,meat,intermediate,By-products from cottonseed,11.5212
COL,pigs,meat,intermediate,By-products from soy,31.136
COL,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,18.529
COL,pigs,meat,intermediate,Crop residues from sugarcane,73.6763
COL,pigs,meat,intermediate,Dry by-product from grain industries,27.1267
COL,pigs,meat,intermediate,FISHMEAL,12.1617
COL,pigs,meat,intermediate,Fruit from banana trees,6.9545
COL,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),0
COL,pigs,meat,intermediate,Grains from maize (Zea mays),93.253
COL,pigs,meat,intermediate,Grains from millet,60.8085
COL,pigs,meat,intermediate,Grains from rice,64.8536
COL,pigs,meat,intermediate,Grains from sorghum,78.0373
COL,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,0
COL,pigs,meat,intermediate,Household food waste and other organic material used as feed,0
COL,pigs,meat,intermediate,Leguminous beans,9.8814
COL,pigs,meat,intermediate,Molasses,15.2021
COL,pigs,meat,intermediate,Oil palm kernel expeller,0
COL,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,75.9747
COL,pigs,meat,intermediate,Residual plant material such as stems from banana,6.9545
COL,pigs,meat,intermediate,SYNTHETIC,6.0809
COL,pigs,meat,intermediate,Wet by-product from grain industries,0
ECU,pigs,meat,intermediate,Beans from soy,42.5263
ECU,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",0
ECU,pigs,meat,intermediate,By-products from cottonseed,25.0435
ECU,pigs,meat,intermediate,By-products from soy,87.3239
ECU,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,10.327
ECU,pigs,meat,intermediate,Crop residues from sugarcane,64.0355
ECU,pigs,meat,intermediate,Dry by-product from grain industries,38.0176
ECU,pigs,meat,intermediate,FISHMEAL,11.946
ECU,pigs,meat,intermediate,Fruit from banana trees,9.5438
ECU,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),16.0254
ECU,pigs,meat,intermediate,Grains from maize (Zea mays),74.7033
ECU,pigs,meat,intermediate,Grains from millet,0
ECU,pigs,meat,intermediate,Grains from rice,48.1355
ECU,pigs,meat,intermediate,Grains from sorghum,36.2868
ECU,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,89.5829
ECU,pigs,meat,intermediate,Household food waste and other organic material used as feed,0
ECU,pigs,meat,intermediate,Leguminous beans,2.6551
ECU,pigs,meat,intermediate,Molasses,0
ECU,pigs,meat,intermediate,Oil palm kernel expeller,0
ECU,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,25.6309
ECU,pigs,meat,intermediate,Residual plant material such as stems from banana,9.5438
ECU,pigs,meat,intermediate,SYNTHETIC,5.973
ECU,pigs,meat,intermediate,Wet by-product from grain industries,0
FLK,pigs,meat,intermediate,Beans from soy,20.9091
FLK,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",7.2508
FLK,pigs,meat,intermediate,By-products from cottonseed,11.674
FLK,pigs,meat,intermediate,By-products from soy,64.6697
FLK,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,16.6636
FLK,pigs,meat,intermediate,Crop residues from sugarcane,51.5815
FLK,pigs,meat,intermediate,Dry by-product from grain industries,40.0592
FLK,pigs,meat,intermediate,FISHMEAL,7.8308
FLK,pigs,meat,intermediate,Fruit from banana trees,5.7169
FLK,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),25.6371
FLK,pigs,meat,intermediate,Grains from maize (Zea mays),90.144
FLK,pigs,meat,intermediate,Grains from millet,13.8191
FLK,pigs,meat,intermediate,Grains from rice,56.9905
FLK,pigs,meat,intermediate,Grains from sorghum,57.1114
FLK,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,48.5207
FLK,pigs,meat,intermediate,Household food waste and other organic material used as feed,2.3032
FLK,pigs,meat,intermediate,Leguminous beans,7.7145
FLK,pigs,meat,intermediate,Molasses,5.758
FLK,pigs,meat,intermediate,Oil palm kernel expeller,1.1516
FLK,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,51.6187
FLK,pigs,meat,intermediate,Residual plant material such as stems from banana,5.7169
FLK,pigs,meat,intermediate,SYNTHETIC,5.9883
FLK,pigs,meat,intermediate,Wet by-product from grain industries,0
GUF,pigs,meat,intermediate,Beans from soy,0
GUF,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",0
GUF,pigs,meat,intermediate,By-products from cottonseed,0
GUF,pigs,meat,intermediate,By-products from soy,15.4003
GUF,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,37.047
GUF,pigs,meat,intermediate,Crop residues from sugarcane,21.8855
GUF,pigs,meat,intermediate,Dry by-product from grain industries,58.2889
GUF,pigs,meat,intermediate,FISHMEAL,12.3203
GUF,pigs,meat,intermediate,Fruit from banana trees,13.4148
GUF,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),0
GUF,pigs,meat,intermediate,Grains from maize (Zea mays),103.7686
GUF,pigs,meat,intermediate,Grains from millet,61.6013
GUF,pigs,meat,intermediate,Grains from rice,90.0696
GUF,pigs,meat,intermediate,Grains from sorghum,46.201
GUF,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,0
GUF,pigs,meat,intermediate,Household food waste and other organic material used as feed,0
GUF,pigs,meat,intermediate,Leguminous beans,5.0106
GUF,pigs,meat,intermediate,Molasses,15.4003
GUF,pigs,meat,intermediate,Oil palm kernel expeller,0
GUF,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,116.03
GUF,pigs,meat,intermediate,Residual plant material such as stems from banana,13.4148
GUF,pigs,meat,intermediate,SYNTHETIC,6.1601
GUF,pigs,meat,intermediate,Wet by-product from grain industries,0
GUY,pigs,meat,intermediate,Beans from soy,57.4213
GUY,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",0
GUY,pigs,meat,intermediate,By-products from cottonseed,0
GUY,pigs,meat,intermediate,By-products from soy,101.8722
GUY,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,16.8389
GUY,pigs,meat,intermediate,Crop residues from sugarcane,56.7507
GUY,pigs,meat,intermediate,Dry by-product from grain industries,52.7594
GUY,pigs,meat,intermediate,FISHMEAL,11.8536
GUY,pigs,meat,intermediate,Fruit from banana trees,4.0576
GUY,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),0
GUY,pigs,meat,intermediate,Grains from maize (Zea mays),72.4453
GUY,pigs,meat,intermediate,Grains from millet,0
GUY,pigs,meat,intermediate,Grains from rice,53.8937
GUY,pigs,meat,intermediate,Grains from sorghum,7.8246
GUY,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,82.6298
GUY,pigs,meat,intermediate,Household food waste and other organic material used as feed,0
GUY,pigs,meat,intermediate,Leguminous beans,7.0841
GUY,pigs,meat,intermediate,Molasses,0
GUY,pigs,meat,intermediate,Oil palm kernel expeller,0
GUY,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,57.2632
GUY,pigs,meat,intermediate,Residual plant material such as stems from banana,4.0576
GUY,pigs,meat,intermediate,SYNTHETIC,5.9268
GUY,pigs,meat,intermediate,Wet by-product from grain industries,0
PRY,pigs,meat,intermediate,Beans from soy,17.8137
PRY,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",9.5181
PRY,pigs,meat,intermediate,By-products from cottonseed,6.9675
PRY,pigs,meat,intermediate,By-products from soy,77.0712
PRY,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,13.7844
PRY,pigs,meat,intermediate,Crop residues from sugarcane,36.3541
PRY,pigs,meat,intermediate,Dry by-product from grain industries,36.6908
PRY,pigs,meat,intermediate,FISHMEAL,11.8515
PRY,pigs,meat,intermediate,Fruit from banana trees,1.8508
PRY,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),14.0511
PRY,pigs,meat,intermediate,Grains from maize (Zea mays),139.459
PRY,pigs,meat,intermediate,Grains from millet,0
PRY,pigs,meat,intermediate,Grains from rice,94.2523
PRY,pigs,meat,intermediate,Grains from sorghum,35.5183
PRY,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,16.5915
PRY,pigs,meat,intermediate,Household food waste and other organic material used as feed,0
PRY,pigs,meat,intermediate,Leguminous beans,6.2087
PRY,pigs,meat,intermediate,Molasses,14.8144
PRY,pigs,meat,intermediate,Oil palm kernel expeller,14.8144
PRY,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,37.1867
PRY,pigs,meat,intermediate,Residual plant material such as stems from banana,1.8508
PRY,pigs,meat,intermediate,SYNTHETIC,5.9257
PRY,pigs,meat,intermediate,Wet by-product from grain industries,0
PER,pigs,meat,intermediate,Beans from soy,10.3738
PER,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",10.9395
PER,pigs,meat,intermediate,By-products from cottonseed,15.8888
PER,pigs,meat,intermediate,By-products from soy,68.2528
PER,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,13.7498
PER,pigs,meat,intermediate,Crop residues from sugarcane,78.5265
PER,pigs,meat,intermediate,Dry by-product from grain industries,23.493
PER,pigs,meat,intermediate,FISHMEAL,0
PER,pigs,meat,intermediate,Fruit from banana trees,7.2818
PER,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),57.1318
PER,pigs,meat,intermediate,Grains from maize (Zea mays),17.6923
PER,pigs,meat,intermediate,Grains from millet,0
PER,pigs,meat,intermediate,Grains from rice,44.7599
PER,pigs,meat,intermediate,Grains from sorghum,138.6523
PER,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,75.7196
PER,pigs,meat,intermediate,Household food waste and other organic material used as feed,0
PER,pigs,meat,intermediate,Leguminous beans,7.0376
PER,pigs,meat,intermediate,Molasses,0
PER,pigs,meat,intermediate,Oil palm kernel expeller,0
PER,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,26.378
PER,pigs,meat,intermediate,Residual plant material such as stems from banana,7.2818
PER,pigs,meat,intermediate,SYNTHETIC,6.0925
PER,pigs,meat,intermediate,Wet by-product from grain industries,0
SUR,pigs,meat,intermediate,Beans from soy,0
SUR,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",0
SUR,pigs,meat,intermediate,By-products from cottonseed,0
SUR,pigs,meat,intermediate,By-products from soy,15.4752
SUR,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,15.3355
SUR,pigs,meat,intermediate,Crop residues from sugarcane,58.7622
SUR,pigs,meat,intermediate,Dry by-product from grain industries,51.3046
SUR,pigs,meat,intermediate,FISHMEAL,12.3802
SUR,pigs,meat,intermediate,Fruit from banana trees,17.1918
SUR,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),0
SUR,pigs,meat,intermediate,Grains from maize (Zea mays),95.7637
SUR,pigs,meat,intermediate,Grains from millet,61.901
SUR,pigs,meat,intermediate,Grains from rice,82.2977
SUR,pigs,meat,intermediate,Grains from sorghum,46.4257
SUR,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,0
SUR,pigs,meat,intermediate,Household food waste and other organic material used as feed,0
SUR,pigs,meat,intermediate,Leguminous beans,3.3066
SUR,pigs,meat,intermediate,Molasses,15.4752
SUR,pigs,meat,intermediate,Oil palm kernel expeller,0
SUR,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,120.0087
SUR,pigs,meat,intermediate,Residual plant material such as stems from banana,17.1918
SUR,pigs,meat,intermediate,SYNTHETIC,6.1901
SUR,pigs,meat,intermediate,Wet by-product from grain industries,0
URY,pigs,meat,intermediate,Beans from soy,11.9699
URY,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",5.1649
URY,pigs,meat,intermediate,By-products from cottonseed,36.567
URY,pigs,meat,intermediate,By-products from soy,68.7328
URY,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,11.3072
URY,pigs,meat,intermediate,Crop residues from sugarcane,44.2989
URY,pigs,meat,intermediate,Dry by-product from grain industries,23.4798
URY,pigs,meat,intermediate,FISHMEAL,0
URY,pigs,meat,intermediate,Fruit from banana trees,2.9657
URY,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),64.793
URY,pigs,meat,intermediate,Grains from maize (Zea mays),26.428
URY,pigs,meat,intermediate,Grains from millet,0
URY,pigs,meat,intermediate,Grains from rice,39.6577
URY,pigs,meat,intermediate,Grains from sorghum,145.4866
URY,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,83.3634
URY,pigs,meat,intermediate,Household food waste and other organic material used as feed,0
URY,pigs,meat,intermediate,Leguminous beans,5.5463
URY,pigs,meat,intermediate,Molasses,0
URY,pigs,meat,intermediate,Oil palm kernel expeller,0
URY,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,18.8025
URY,pigs,meat,intermediate,Residual plant material such as stems from banana,2.9657
URY,pigs,meat,intermediate,SYNTHETIC,5.975
URY,pigs,meat,intermediate,Wet by-product from grain industries,0
VEN,pigs,meat,intermediate,Beans from soy,12.5665
VEN,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",0
VEN,pigs,meat,intermediate,By-products from cottonseed,8.3103
VEN,pigs,meat,intermediate,By-products from soy,69.5812
VEN,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,16.9924
VEN,pigs,meat,intermediate,Crop residues from sugarcane,65.4892
VEN,pigs,meat,intermediate,Dry by-product from grain industries,28.2855
VEN,pigs,meat,intermediate,FISHMEAL,0
VEN,pigs,meat,intermediate,Fruit from banana trees,4.1124
VEN,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),48.0124
VEN,pigs,meat,intermediate,Grains from maize (Zea mays),27.9361
VEN,pigs,meat,intermediate,Grains from millet,0
VEN,pigs,meat,intermediate,Grains from rice,41.2113
VEN,pigs,meat,intermediate,Grains from sorghum,139.6378
VEN,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,77.1121
VEN,pigs,meat,intermediate,Household food waste and other organic material used as feed,0
VEN,pigs,meat,intermediate,Leguminous beans,7.5006
VEN,pigs,meat,intermediate,Molasses,0
VEN,pigs,meat,intermediate,Oil palm kernel expeller,0
VEN,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,43.2928
VEN,pigs,meat,intermediate,Residual plant material such as stems from banana,4.1124
VEN,pigs,meat,intermediate,SYNTHETIC,6.0015
VEN,pigs,meat,intermediate,Wet by-product from grain industries,0
BMU,pigs,meat,intermediate,Beans from soy,23.346800000000002
BMU,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",9.7636
BMU,pigs,meat,intermediate,By-products from cottonseed,5.7591
BMU,pigs,meat,intermediate,By-products from soy,62.5214
BMU,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,19.1234
BMU,pigs,meat,intermediate,Crop residues from sugarcane,18.7587
BMU,pigs,meat,intermediate,Dry by-product from grain industries,37.3432
BMU,pigs,meat,intermediate,FISHMEAL,13.5604
BMU,pigs,meat,intermediate,Fruit from banana trees,2.6885
BMU,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),21.2953
BMU,pigs,meat,intermediate,Grains from maize (Zea mays),127.4697
BMU,pigs,meat,intermediate,Grains from millet,30.1343
BMU,pigs,meat,intermediate,Grains from rice,85.8369
BMU,pigs,meat,intermediate,Grains from sorghum,54.1491
BMU,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,17.7114
BMU,pigs,meat,intermediate,Household food waste and other organic material used as feed,0
