iso3c,animal,system,product,feedstuff,feeditem_kg_per_head
EGY,chickens,backyard,eggs&meat,By-products from soy,0
EGY,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,0.8884666322284546
EGY,chickens,backyard,eggs&meat,Crop residues from sugarcane,2.325780736629352
EGY,chickens,backyard,eggs&meat,Dry by-product from grain industries,1.3897013254360802
EGY,chickens,backyard,eggs&meat,FISHMEAL,0
EGY,chickens,backyard,eggs&meat,Fresh grass,0.34673191467414893
EGY,chickens,backyard,eggs&meat,Fruit from banana trees,0.30714469720425913
EGY,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),0.31159850331066413
EGY,chickens,backyard,eggs&meat,Grains from maize (Zea mays),1.4759229617209964
EGY,chickens,backyard,eggs&meat,Grains from millet,0
EGY,chickens,backyard,eggs&meat,Grains from rice,1.9006152287993412
EGY,chickens,backyard,eggs&meat,Grains from sorghum,1.0499048123469492
EGY,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,1.221405644368634
EGY,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,8.979900411119571
EGY,chickens,backyard,eggs&meat,Leguminous beans,0.6186747287742884
EGY,chickens,backyard,eggs&meat,Limestone,0
EGY,chickens,backyard,eggs&meat,Molasses,0
EGY,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
EGY,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,0
EGY,chickens,backyard,eggs&meat,RAPESEED,0
EGY,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0.30714469720425913
EGY,chickens,backyard,eggs&meat,SOY OIL,0
EGY,chickens,backyard,eggs&meat,SYNTHETIC,0
EGY,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
LBY,chickens,backyard,eggs&meat,Beans from soy,0
LBY,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",0.41072245505326443
LBY,chickens,backyard,eggs&meat,By-products from cottonseed,0
LBY,chickens,backyard,eggs&meat,By-products from rape (canola),0
LBY,chickens,backyard,eggs&meat,By-products from soy,0
LBY,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,4.581890879185668
LBY,chickens,backyard,eggs&meat,Crop residues from sugarcane,0
LBY,chickens,backyard,eggs&meat,Dry by-product from grain industries,1.049718051171199
LBY,chickens,backyard,eggs&meat,FISHMEAL,0
LBY,chickens,backyard,eggs&meat,Fresh grass,2.029944206423314
LBY,chickens,backyard,eggs&meat,Fruit from banana trees,0
LBY,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),0.7923150742805034
LBY,chickens,backyard,eggs&meat,Grains from maize (Zea mays),0
LBY,chickens,backyard,eggs&meat,Grains from millet,1.8222584099406758
LBY,chickens,backyard,eggs&meat,Grains from rice,0
LBY,chickens,backyard,eggs&meat,Grains from sorghum,0
LBY,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,1.3780839605474713
LBY,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,9.88599843072903
LBY,chickens,backyard,eggs&meat,Leguminous beans,2.764065845241252
LBY,chickens,backyard,eggs&meat,Limestone,0
LBY,chickens,backyard,eggs&meat,Molasses,0
LBY,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
LBY,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,0
LBY,chickens,backyard,eggs&meat,RAPESEED,0
LBY,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0
LBY,chickens,backyard,eggs&meat,SOY OIL,0
LBY,chickens,backyard,eggs&meat,SYNTHETIC,0
LBY,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
MAR,chickens,backyard,eggs&meat,Beans from soy,0
MAR,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",0.6083718448020319
MAR,chickens,backyard,eggs&meat,By-products from cottonseed,0
MAR,chickens,backyard,eggs&meat,By-products from rape (canola),0
MAR,chickens,backyard,eggs&meat,By-products from soy,0
MAR,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,0.9896922664711957
MAR,chickens,backyard,eggs&meat,Crop residues from sugarcane,3.3806001464159396
MAR,chickens,backyard,eggs&meat,Dry by-product from grain industries,0.9212332414501093
MAR,chickens,backyard,eggs&meat,FISHMEAL,0
MAR,chickens,backyard,eggs&meat,Fresh grass,1.160460261304607
MAR,chickens,backyard,eggs&meat,Fruit from banana trees,0.7769155074009764
MAR,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),0.7697492487376307
MAR,chickens,backyard,eggs&meat,Grains from maize (Zea mays),0.5898137753768663
MAR,chickens,backyard,eggs&meat,Grains from millet,0
MAR,chickens,backyard,eggs&meat,Grains from rice,3.658250537352197
MAR,chickens,backyard,eggs&meat,Grains from sorghum,0
MAR,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,1.0413894401476693
MAR,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,10.061437224774242
MAR,chickens,backyard,eggs&meat,Leguminous beans,0.4187625510855776
MAR,chickens,backyard,eggs&meat,Limestone,0
MAR,chickens,backyard,eggs&meat,Molasses,0
MAR,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
MAR,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,0
MAR,chickens,backyard,eggs&meat,RAPESEED,0
MAR,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0.7769155074009764
MAR,chickens,backyard,eggs&meat,SOY OIL,0
MAR,chickens,backyard,eggs&meat,SYNTHETIC,0
MAR,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
SDN,chickens,backyard,eggs&meat,Beans from soy,0
SDN,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",1.2143185876305216
SDN,chickens,backyard,eggs&meat,By-products from cottonseed,0.1183586085349552
SDN,chickens,backyard,eggs&meat,By-products from rape (canola),0
SDN,chickens,backyard,eggs&meat,By-products from soy,0
SDN,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,3.382346993103378
SDN,chickens,backyard,eggs&meat,Crop residues from sugarcane,2.0566183258330657
SDN,chickens,backyard,eggs&meat,Dry by-product from grain industries,1.6213098052295312
SDN,chickens,backyard,eggs&meat,FISHMEAL,0
SDN,chickens,backyard,eggs&meat,Fresh grass,1.5553437256208504
SDN,chickens,backyard,eggs&meat,Fruit from banana trees,0.2142371263441949
SDN,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),0.9074047505267933
SDN,chickens,backyard,eggs&meat,Grains from maize (Zea mays),0.8244473373411426
SDN,chickens,backyard,eggs&meat,Grains from millet,0.35441996661816444
SDN,chickens,backyard,eggs&meat,Grains from rice,1.8279957084558076
SDN,chickens,backyard,eggs&meat,Grains from sorghum,0.22480561805902363
SDN,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,1.4575955963026141
SDN,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,11.536657637662737
SDN,chickens,backyard,eggs&meat,Leguminous beans,1.3315469882722406
SDN,chickens,backyard,eggs&meat,Limestone,0
SDN,chickens,backyard,eggs&meat,Molasses,0
SDN,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
SDN,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,0
SDN,chickens,backyard,eggs&meat,RAPESEED,0
SDN,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0.2142371263441949
SDN,chickens,backyard,eggs&meat,SOY OIL,0
SDN,chickens,backyard,eggs&meat,SYNTHETIC,0
SDN,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
TUN,chickens,backyard,eggs&meat,Beans from soy,0
TUN,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",1.0050774419054036
TUN,chickens,backyard,eggs&meat,By-products from cottonseed,0
TUN,chickens,backyard,eggs&meat,By-products from rape (canola),0
TUN,chickens,backyard,eggs&meat,By-products from soy,0
TUN,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,2.8189414407367512
TUN,chickens,backyard,eggs&meat,Crop residues from sugarcane,0
TUN,chickens,backyard,eggs&meat,Dry by-product from grain industries,2.316702090343027
TUN,chickens,backyard,eggs&meat,FISHMEAL,0
TUN,chickens,backyard,eggs&meat,Fresh grass,1.772916428189859
TUN,chickens,backyard,eggs&meat,Fruit from banana trees,0
TUN,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),1.7894640384903775
TUN,chickens,backyard,eggs&meat,Grains from maize (Zea mays),0
TUN,chickens,backyard,eggs&meat,Grains from millet,0
TUN,chickens,backyard,eggs&meat,Grains from rice,0
TUN,chickens,backyard,eggs&meat,Grains from sorghum,0
TUN,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,2.667700900272084
TUN,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,9.162067604517267
TUN,chickens,backyard,eggs&meat,Leguminous beans,1.372295860114737
TUN,chickens,backyard,eggs&meat,Limestone,0
TUN,chickens,backyard,eggs&meat,Molasses,0
TUN,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
TUN,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,0
TUN,chickens,backyard,eggs&meat,RAPESEED,0
TUN,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0
TUN,chickens,backyard,eggs&meat,SOY OIL,0
TUN,chickens,backyard,eggs&meat,SYNTHETIC,0
TUN,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
ESH,chickens,backyard,eggs&meat,Beans from soy,0
ESH,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",3.335289275888426
ESH,chickens,backyard,eggs&meat,By-products from cottonseed,0
ESH,chickens,backyard,eggs&meat,By-products from rape (canola),0
ESH,chickens,backyard,eggs&meat,By-products from soy,0
ESH,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,7.595567227177645
ESH,chickens,backyard,eggs&meat,Crop residues from sugarcane,0
ESH,chickens,backyard,eggs&meat,Dry by-product from grain industries,1.7026312708532838
ESH,chickens,backyard,eggs&meat,FISHMEAL,0
ESH,chickens,backyard,eggs&meat,Fresh grass,1.492554060209453
ESH,chickens,backyard,eggs&meat,Fruit from banana trees,0
ESH,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),0
ESH,chickens,backyard,eggs&meat,Grains from maize (Zea mays),1.7026309887507938
ESH,chickens,backyard,eggs&meat,Grains from millet,0
ESH,chickens,backyard,eggs&meat,Grains from rice,0
ESH,chickens,backyard,eggs&meat,Grains from sorghum,0
ESH,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,0
ESH,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,11.28409959896177
ESH,chickens,backyard,eggs&meat,Leguminous beans,1.097478550280483
ESH,chickens,backyard,eggs&meat,Limestone,0
ESH,chickens,backyard,eggs&meat,Molasses,0
ESH,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
ESH,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,0
ESH,chickens,backyard,eggs&meat,RAPESEED,0
ESH,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0
ESH,chickens,backyard,eggs&meat,SOY OIL,0
ESH,chickens,backyard,eggs&meat,SYNTHETIC,0
ESH,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
IOT,chickens,backyard,eggs&meat,Beans from soy,0.38645352585692216
IOT,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",0.17746215907915985
IOT,chickens,backyard,eggs&meat,By-products from cottonseed,0.480228849072039
IOT,chickens,backyard,eggs&meat,By-products from rape (canola),0
IOT,chickens,backyard,eggs&meat,By-products from soy,0.38645352585692216
IOT,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,0.873184863496162
IOT,chickens,backyard,eggs&meat,Crop residues from sugarcane,2.8818194873520615
IOT,chickens,backyard,eggs&meat,Dry by-product from grain industries,0.6672326445408717
IOT,chickens,backyard,eggs&meat,FISHMEAL,0
IOT,chickens,backyard,eggs&meat,Fresh grass,3.6704478605590367
IOT,chickens,backyard,eggs&meat,Fruit from banana trees,0.18874637875893818
IOT,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),0.47705630675876376
IOT,chickens,backyard,eggs&meat,Grains from maize (Zea mays),0.716485453859492
IOT,chickens,backyard,eggs&meat,Grains from millet,0.3250660810404887
IOT,chickens,backyard,eggs&meat,Grains from rice,1.025419667154004
IOT,chickens,backyard,eggs&meat,Grains from sorghum,0.4161760111032621
IOT,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,0.8522021266257725
IOT,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,10.308171669640062
IOT,chickens,backyard,eggs&meat,Leguminous beans,0.326651415871533
IOT,chickens,backyard,eggs&meat,Limestone,0
IOT,chickens,backyard,eggs&meat,Molasses,0
IOT,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
IOT,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,1.4224247596347173
IOT,chickens,backyard,eggs&meat,RAPESEED,0
IOT,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0.18874637875893818
IOT,chickens,backyard,eggs&meat,SOY OIL,0
IOT,chickens,backyard,eggs&meat,SYNTHETIC,0
IOT,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
BDI,chickens,backyard,eggs&meat,Beans from soy,0.27518126684633915
BDI,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",0.45170781899163454
BDI,chickens,backyard,eggs&meat,By-products from cottonseed,0.25575131818920244
BDI,chickens,backyard,eggs&meat,By-products from rape (canola),0
BDI,chickens,backyard,eggs&meat,By-products from soy,0.27518126684633915
BDI,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,0.9708224884699416
BDI,chickens,backyard,eggs&meat,Crop residues from sugarcane,3.1983862730921153
BDI,chickens,backyard,eggs&meat,Dry by-product from grain industries,0.6585030507655798
BDI,chickens,backyard,eggs&meat,FISHMEAL,0
BDI,chickens,backyard,eggs&meat,Fresh grass,3.332870230242855
BDI,chickens,backyard,eggs&meat,Fruit from banana trees,0.08391362015641202
BDI,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),0
BDI,chickens,backyard,eggs&meat,Grains from maize (Zea mays),0.5313654253251836
BDI,chickens,backyard,eggs&meat,Grains from millet,0.5051806744619742
BDI,chickens,backyard,eggs&meat,Grains from rice,1.543832755303663
BDI,chickens,backyard,eggs&meat,Grains from sorghum,0.6514019660232993
BDI,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,0.4635438189366401
BDI,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,10.30449445642017
BDI,chickens,backyard,eggs&meat,Leguminous beans,0.43100402872979504
BDI,chickens,backyard,eggs&meat,Limestone,0
BDI,chickens,backyard,eggs&meat,Molasses,0
BDI,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
BDI,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,1.744180980120949
BDI,chickens,backyard,eggs&meat,RAPESEED,0
BDI,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0.08391362015641202
BDI,chickens,backyard,eggs&meat,SOY OIL,0
BDI,chickens,backyard,eggs&meat,SYNTHETIC,0
BDI,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
COM,chickens,backyard,eggs&meat,Beans from soy,0.3201891961309409
COM,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",0.22570086711232298
COM,chickens,backyard,eggs&meat,By-products from cottonseed,0.345997662995386
COM,chickens,backyard,eggs&meat,By-products from rape (canola),0
COM,chickens,backyard,eggs&meat,By-products from soy,0.3201891961309409
COM,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,0.9023694396598382
COM,chickens,backyard,eggs&meat,Crop residues from sugarcane,3.5135389299702013
COM,chickens,backyard,eggs&meat,Dry by-product from grain industries,0.6649945085375303
COM,chickens,backyard,eggs&meat,FISHMEAL,0
COM,chickens,backyard,eggs&meat,Fresh grass,3.134256730576098
COM,chickens,backyard,eggs&meat,Fruit from banana trees,0.14794166127554184
COM,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),0.6897203684926076
COM,chickens,backyard,eggs&meat,Grains from maize (Zea mays),0.7551536247336406
COM,chickens,backyard,eggs&meat,Grains from millet,0.3129564608062375
COM,chickens,backyard,eggs&meat,Grains from rice,1.3041258385924088
COM,chickens,backyard,eggs&meat,Grains from sorghum,0.35378293242810027
COM,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,0.6994864785123924
COM,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,10.308171669640062
COM,chickens,backyard,eggs&meat,Leguminous beans,0.370127652491097
COM,chickens,backyard,eggs&meat,Limestone,0
COM,chickens,backyard,eggs&meat,Molasses,0
COM,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
COM,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,1.2537844530586701
COM,chickens,backyard,eggs&meat,RAPESEED,0
COM,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0.14794166127554184
COM,chickens,backyard,eggs&meat,SOY OIL,0
COM,chickens,backyard,eggs&meat,SYNTHETIC,0
COM,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
DJI,chickens,backyard,eggs&meat,Beans from soy,0
DJI,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",0
DJI,chickens,backyard,eggs&meat,By-products from cottonseed,0.5015757709690933
DJI,chickens,backyard,eggs&meat,By-products from rape (canola),0
DJI,chickens,backyard,eggs&meat,By-products from soy,0
DJI,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,2.3156632637381382
DJI,chickens,backyard,eggs&meat,Crop residues from sugarcane,6.825622640491184
DJI,chickens,backyard,eggs&meat,Dry by-product from grain industries,0.6205772713702893
DJI,chickens,backyard,eggs&meat,FISHMEAL,0
DJI,chickens,backyard,eggs&meat,Fresh grass,3.058697618964324
DJI,chickens,backyard,eggs&meat,Fruit from banana trees,0
DJI,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),0
DJI,chickens,backyard,eggs&meat,Grains from maize (Zea mays),1.393687588256148
DJI,chickens,backyard,eggs&meat,Grains from millet,0
DJI,chickens,backyard,eggs&meat,Grains from rice,2.453858115037457
DJI,chickens,backyard,eggs&meat,Grains from sorghum,0.30254472270557625
DJI,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,0
DJI,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,12.385603780287973
DJI,chickens,backyard,eggs&meat,Leguminous beans,1.1061790195038508
DJI,chickens,backyard,eggs&meat,Limestone,0
DJI,chickens,backyard,eggs&meat,Molasses,0
DJI,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
DJI,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,0
DJI,chickens,backyard,eggs&meat,RAPESEED,0
DJI,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0
DJI,chickens,backyard,eggs&meat,SOY OIL,0
DJI,chickens,backyard,eggs&meat,SYNTHETIC,0
DJI,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
ERI,chickens,backyard,eggs&meat,Beans from soy,0
ERI,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",0
ERI,chickens,backyard,eggs&meat,By-products from cottonseed,0.3923300438961154
ERI,chickens,backyard,eggs&meat,By-products from rape (canola),0
ERI,chickens,backyard,eggs&meat,By-products from soy,0
ERI,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,1.2199848246304135
ERI,chickens,backyard,eggs&meat,Crop residues from sugarcane,7.045958222431707
ERI,chickens,backyard,eggs&meat,Dry by-product from grain industries,0.4633504787351729
ERI,chickens,backyard,eggs&meat,FISHMEAL,0
ERI,chickens,backyard,eggs&meat,Fresh grass,1.8969731184559673
ERI,chickens,backyard,eggs&meat,Fruit from banana trees,0.15668773050622373
ERI,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),0.8346430392366495
ERI,chickens,backyard,eggs&meat,Grains from maize (Zea mays),0.635406538415441
ERI,chickens,backyard,eggs&meat,Grains from millet,0.33485503126372124
ERI,chickens,backyard,eggs&meat,Grains from rice,2.3911365701960396
ERI,chickens,backyard,eggs&meat,Grains from sorghum,0.3715716557392513
ERI,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,0.7795716806674285
ERI,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,11.450061036908966
ERI,chickens,backyard,eggs&meat,Leguminous beans,0.49593420367943064
ERI,chickens,backyard,eggs&meat,Limestone,0
ERI,chickens,backyard,eggs&meat,Molasses,0
ERI,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
ERI,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,0
ERI,chickens,backyard,eggs&meat,RAPESEED,0
ERI,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0.15668773050622373
ERI,chickens,backyard,eggs&meat,SOY OIL,0
ERI,chickens,backyard,eggs&meat,SYNTHETIC,0
ERI,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
ETH,chickens,backyard,eggs&meat,Beans from soy,0
ETH,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",0.2183080759748726
ETH,chickens,backyard,eggs&meat,By-products from cottonseed,0.34752624284991346
ETH,chickens,backyard,eggs&meat,By-products from rape (canola),0
ETH,chickens,backyard,eggs&meat,By-products from soy,0
ETH,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,1.0546277669290804
ETH,chickens,backyard,eggs&meat,Crop residues from sugarcane,4.664700651591965
ETH,chickens,backyard,eggs&meat,Dry by-product from grain industries,0.842309833316621
ETH,chickens,backyard,eggs&meat,FISHMEAL,0
ETH,chickens,backyard,eggs&meat,Fresh grass,2.477073602608451
ETH,chickens,backyard,eggs&meat,Fruit from banana trees,0.1123904329130173
ETH,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),0.6734544458950031
ETH,chickens,backyard,eggs&meat,Grains from maize (Zea mays),1.051571316094295
ETH,chickens,backyard,eggs&meat,Grains from millet,0.6215401601709413
ETH,chickens,backyard,eggs&meat,Grains from rice,1.0883489808650422
ETH,chickens,backyard,eggs&meat,Grains from sorghum,0.8063600617456631
ETH,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,0.789710649330401
ETH,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,10.553131928478352
ETH,chickens,backyard,eggs&meat,Leguminous beans,0.5807061353151854
ETH,chickens,backyard,eggs&meat,Limestone,0
ETH,chickens,backyard,eggs&meat,Molasses,0
ETH,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
ETH,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,0.3886805552596987
ETH,chickens,backyard,eggs&meat,RAPESEED,0
ETH,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0.1123904329130173
ETH,chickens,backyard,eggs&meat,SOY OIL,0
ETH,chickens,backyard,eggs&meat,SYNTHETIC,0
ETH,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
KEN,chickens,backyard,eggs&meat,Beans from soy,0.493124943201094
KEN,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",0.4068698611430812
KEN,chickens,backyard,eggs&meat,By-products from cottonseed,0.22037656756198437
KEN,chickens,backyard,eggs&meat,By-products from rape (canola),0
KEN,chickens,backyard,eggs&meat,By-products from soy,0.493124943201094
KEN,chickens,backyard,eggs&meat,Crop residue from leguminous plants cultivation,0.5955927996341265
KEN,chickens,backyard,eggs&meat,Crop residues from sugarcane,3.2547759214837635
KEN,chickens,backyard,eggs&meat,Dry by-product from grain industries,0.5690560252741308
KEN,chickens,backyard,eggs&meat,FISHMEAL,0
KEN,chickens,backyard,eggs&meat,Fresh grass,2.456421392943422
KEN,chickens,backyard,eggs&meat,Fruit from banana trees,0.23962824585032588
KEN,chickens,backyard,eggs&meat,Grains from barley (Hordeum vulgare),1.1476149334355379
KEN,chickens,backyard,eggs&meat,Grains from maize (Zea mays),0.5808410319751777
KEN,chickens,backyard,eggs&meat,Grains from millet,0.24351431986523467
KEN,chickens,backyard,eggs&meat,Grains from rice,1.2995524225833077
KEN,chickens,backyard,eggs&meat,Grains from sorghum,0.26244423858362376
KEN,chickens,backyard,eggs&meat,Grains from wheat (Triticum aestivum).,0.9047014982620531
KEN,chickens,backyard,eggs&meat,Household food waste and other organic material used as feed,9.943894613379701
KEN,chickens,backyard,eggs&meat,Leguminous beans,0.20142236088100213
KEN,chickens,backyard,eggs&meat,Limestone,0
KEN,chickens,backyard,eggs&meat,Molasses,0
KEN,chickens,backyard,eggs&meat,Oil palm kernel expeller,0
KEN,chickens,backyard,eggs&meat,Pellets from cassava (Manihot esculenta) roots,1.3071532870284097
KEN,chickens,backyard,eggs&meat,RAPESEED,0
KEN,chickens,backyard,eggs&meat,Residual plant material such as stems from banana,0.23962824585032588
KEN,chickens,backyard,eggs&meat,SOY OIL,0
KEN,chickens,backyard,eggs&meat,SYNTHETIC,0
KEN,chickens,backyard,eggs&meat,Wet by-product from grain industries,0
MDG,chickens,backyard,eggs&meat,Beans from soy,0
MDG,chickens,backyard,eggs&meat,"By-product from oil production other than soy, cottonse",0
MDG,chickens,backyard,eggs&meat,By-products from cottonseed,0.5602647521294144
MDG,chickens,backyard,eggs&meat,By-products from rape (canola),0
MDG,chickens,backyard,eggs&meat,By-products from soy,0
