iso3c,country,animal,product,tonnes_N_head
MYS,Malaysia,chickens,meat,3.6135000000000003e-4
MYS,Malaysia,chickens,eggs,5.3874e-4
MYS,Malaysia,pigs,meat,0.004108440446614883
MYS,Malaysia,goats,milk,0.015001500000000001
MYS,Malaysia,goats,meat,0.015001500000000001
MYS,Malaysia,sheep,milk,0.0119574
MYS,Malaysia,sheep,meat,0.0119574
MYS,Malaysia,chickens,eggs&meat,4.5004500000000005e-4
MLI,Mali,cows,milk,0.06022500000000001
MLI,Mali,cows,meat,0.03978135
MLI,Mali,chickens,meat,3.6135e-4
MLI,Mali,chickens,eggs,5.3874e-4
MLI,Mali,pigs,meat,0.015002959999999997
MLI,Mali,goats,milk,0.015001500000000003
MLI,Mali,goats,meat,0.015001500000000003
MLI,Mali,sheep,milk,0.0119574
MLI,Mali,sheep,meat,0.0119574
MLI,Mali,chickens,eggs&meat,4.50045e-4
MLT,Malta,cows,milk,0.10511999999999999
MLT,Malta,cows,meat,0.050588999999999995
MLT,Malta,chickens,meat,3.6135000000000003e-4
MLT,Malta,chickens,eggs,6.3072e-4
MLT,Malta,pigs,meat,0.011412028120314015
MLT,Malta,goats,milk,0.017987200000000002
MLT,Malta,goats,meat,0.017987200000000002
MLT,Malta,sheep,milk,0.015047125
MLT,Malta,sheep,meat,0.015047125
MLT,Malta,chickens,eggs&meat,4.96035e-4
MTQ,Martinique,cows,milk,0.07008
MTQ,Martinique,cows,meat,0.040077
MTQ,Martinique,chickens,meat,3.6135000000000003e-4
MTQ,Martinique,chickens,eggs,5.3874e-4
MTQ,Martinique,pigs,meat,0.015002960000000001
MTQ,Martinique,goats,milk,0.015001500000000001
MTQ,Martinique,goats,meat,0.015001500000000001
MTQ,Martinique,sheep,milk,0.011957400000000002
MTQ,Martinique,sheep,meat,0.011957400000000002
MTQ,Martinique,chickens,eggs&meat,4.5004500000000005e-4
MRT,Mauritania,cows,milk,0.060225
MRT,Mauritania,cows,meat,0.03978135
MRT,Mauritania,chickens,meat,3.613499999999999e-4
MRT,Mauritania,chickens,eggs,5.3874e-4
MRT,Mauritania,goats,milk,0.0150015
MRT,Mauritania,goats,meat,0.0150015
MRT,Mauritania,sheep,milk,0.011957400000000002
MRT,Mauritania,sheep,meat,0.011957400000000002
MRT,Mauritania,chickens,eggs&meat,4.5004499999999994e-4
MUS,Mauritius,buffaloes,milk,0.044384
MUS,Mauritius,cows,milk,0.060225
MUS,Mauritius,cows,meat,0.03978135
MUS,Mauritius,chickens,meat,3.6135000000000003e-4
MUS,Mauritius,chickens,eggs,5.3874e-4
MUS,Mauritius,pigs,meat,0.015002765569336942
MUS,Mauritius,goats,milk,0.015001500000000003
MUS,Mauritius,goats,meat,0.015001500000000003
MUS,Mauritius,sheep,milk,0.0119574
MUS,Mauritius,sheep,meat,0.0119574
MUS,Mauritius,chickens,eggs&meat,4.5004500000000005e-4
MEX,Mexico,cows,milk,0.07008
MEX,Mexico,cows,meat,0.040077
MEX,Mexico,chickens,meat,3.6135e-4
MEX,Mexico,chickens,eggs,5.3874e-4
MEX,Mexico,pigs,meat,0.015002959939429187
MEX,Mexico,goats,milk,0.015001500000000001
MEX,Mexico,goats,meat,0.015001500000000001
MEX,Mexico,sheep,milk,0.0119574
MEX,Mexico,sheep,meat,0.0119574
MEX,Mexico,chickens,eggs&meat,4.50045e-4
FSM,Micronesia,buffaloes,milk,0.044384
FSM,Micronesia,cows,milk,0.0803
FSM,Micronesia,cows,meat,0.06022500000000001
FSM,Micronesia,chickens,meat,3.6135000000000003e-4
FSM,Micronesia,chickens,eggs,5.3874e-4
FSM,Micronesia,pigs,meat,0.010857097423671767
FSM,Micronesia,goats,milk,0.015549
FSM,Micronesia,goats,meat,0.015549
FSM,Micronesia,chickens,eggs&meat,4.5004500000000005e-4
MDA,Moldova,cows,milk,0.0702625
MDA,Moldova,cows,meat,0.04995025
MDA,Moldova,chickens,meat,3.6135000000000003e-4
MDA,Moldova,chickens,eggs,5.3874e-4
MDA,Moldova,pigs,meat,0.012055963793288032
MDA,Moldova,goats,milk,0.0179872
MDA,Moldova,goats,meat,0.0179872
MDA,Moldova,sheep,milk,0.015932250000000002
MDA,Moldova,sheep,meat,0.015932250000000002
MDA,Moldova,chickens,eggs&meat,4.5004500000000005e-4
MNG,Mongolia,cows,milk,0.0600425
MNG,Mongolia,cows,meat,0.0395879
MNG,Mongolia,chickens,meat,3.6135000000000003e-4
MNG,Mongolia,chickens,eggs,5.3874e-4
MNG,Mongolia,pigs,meat,0.00410844
MNG,Mongolia,goats,milk,0.015001500000000003
MNG,Mongolia,goats,meat,0.015001500000000003
MNG,Mongolia,sheep,milk,0.0119574
MNG,Mongolia,sheep,meat,0.0119574
MNG,Mongolia,chickens,eggs&meat,4.5004500000000005e-4
MNE,Montenegro,cows,milk,0.10511999999999999
MNE,Montenegro,cows,meat,0.050589
MNE,Montenegro,chickens,meat,3.6135e-4
MNE,Montenegro,chickens,eggs,6.3072e-4
MNE,Montenegro,pigs,meat,0.011411837882841513
MNE,Montenegro,goats,milk,0.017987200000000002
MNE,Montenegro,goats,meat,0.017987200000000002
MNE,Montenegro,sheep,milk,0.015047125
MNE,Montenegro,sheep,meat,0.015047125
MNE,Montenegro,chickens,eggs&meat,4.960349999999999e-4
MSR,Montserrat,cows,milk,0.07008
MSR,Montserrat,cows,meat,0.040077
MSR,Montserrat,chickens,meat,3.6135e-4
MSR,Montserrat,chickens,eggs,5.3874e-4
MSR,Montserrat,pigs,meat,0.015001262214983713
MSR,Montserrat,goats,milk,0.0150015
MSR,Montserrat,goats,meat,0.0150015
MSR,Montserrat,sheep,milk,0.011957400000000002
MSR,Montserrat,sheep,meat,0.011957400000000002
MSR,Montserrat,chickens,eggs&meat,4.50045e-4
MAR,Morocco,cows,milk,0.060225
MAR,Morocco,cows,meat,0.03978135
MAR,Morocco,chickens,meat,3.6135e-4
MAR,Morocco,chickens,eggs,5.3874e-4
MAR,Morocco,pigs,meat,0.015002439170622035
MAR,Morocco,goats,milk,0.015001500000000003
MAR,Morocco,goats,meat,0.015001500000000003
MAR,Morocco,sheep,milk,0.0119574
MAR,Morocco,sheep,meat,0.0119574
MAR,Morocco,chickens,eggs&meat,4.50045e-4
MOZ,Mozambique,cows,milk,0.060224999999999994
MOZ,Mozambique,cows,meat,0.03978135000000001
MOZ,Mozambique,chickens,meat,3.6135000000000003e-4
MOZ,Mozambique,chickens,eggs,5.3874e-4
MOZ,Mozambique,pigs,meat,0.015002961254454019
MOZ,Mozambique,goats,milk,0.0150015
MOZ,Mozambique,goats,meat,0.0150015
MOZ,Mozambique,sheep,milk,0.0119574
MOZ,Mozambique,sheep,meat,0.0119574
MOZ,Mozambique,chickens,eggs&meat,4.5004500000000005e-4
MMR,Myanmar,buffaloes,milk,0.044384
MMR,Myanmar,cows,milk,0.06004249999999999
MMR,Myanmar,cows,meat,0.0395879
MMR,Myanmar,chickens,meat,3.6135e-4
MMR,Myanmar,chickens,eggs,5.3874e-4
MMR,Myanmar,pigs,meat,0.004108440013993619
MMR,Myanmar,goats,milk,0.015001500000000001
MMR,Myanmar,goats,meat,0.015001500000000001
MMR,Myanmar,sheep,milk,0.0119574
MMR,Myanmar,sheep,meat,0.0119574
MMR,Myanmar,chickens,eggs&meat,4.50045e-4
NAM,Namibia,cows,milk,0.060225
NAM,Namibia,cows,meat,0.03978135
NAM,Namibia,chickens,meat,3.6135000000000003e-4
NAM,Namibia,chickens,eggs,5.3874e-4
NAM,Namibia,pigs,meat,0.015002947995716212
NAM,Namibia,goats,milk,0.0150015
NAM,Namibia,goats,meat,0.0150015
NAM,Namibia,sheep,milk,0.011957399999999998
NAM,Namibia,sheep,meat,0.011957399999999998
NAM,Namibia,chickens,eggs&meat,4.5004500000000005e-4
NRU,Nauru,chickens,meat,3.6135000000000003e-4
NRU,Nauru,chickens,eggs,5.3874e-4
NRU,Nauru,pigs,meat,0.010854088249835202
NRU,Nauru,chickens,eggs&meat,4.5004500000000005e-4
NPL,Nepal,buffaloes,milk,0.034455999999999994
NPL,Nepal,cows,milk,0.04717625000000001
NPL,Nepal,cows,meat,0.013651000000000002
NPL,Nepal,chickens,meat,3.6135000000000003e-4
NPL,Nepal,chickens,eggs,5.3874e-4
NPL,Nepal,pigs,meat,0.004108439445918635
NPL,Nepal,goats,milk,0.015001500000000003
NPL,Nepal,goats,meat,0.015001500000000003
NPL,Nepal,sheep,milk,0.0119574
NPL,Nepal,sheep,meat,0.0119574
NPL,Nepal,chickens,eggs&meat,4.5004500000000005e-4
NLD,Netherlands,cows,milk,0.10511999999999998
NLD,Netherlands,cows,meat,0.050589
NLD,Netherlands,chickens,meat,3.6135000000000003e-4
NLD,Netherlands,chickens,eggs,6.3072e-4
NLD,Netherlands,pigs,meat,0.011412090000000003
NLD,Netherlands,goats,milk,0.0179872
NLD,Netherlands,goats,meat,0.0179872
NLD,Netherlands,sheep,milk,0.015047124999999998
NLD,Netherlands,sheep,meat,0.015047124999999998
NLD,Netherlands,chickens,eggs&meat,4.96035e-4
NCL,New Caledonia,cows,milk,0.0803
NCL,New Caledonia,cows,meat,0.060225
NCL,New Caledonia,chickens,meat,3.6135e-4
NCL,New Caledonia,chickens,eggs,5.387399999999999e-4
NCL,New Caledonia,pigs,meat,0.010856925
NCL,New Caledonia,goats,milk,0.015549
NCL,New Caledonia,goats,meat,0.015549
NCL,New Caledonia,sheep,milk,0.011548600000000001
NCL,New Caledonia,sheep,meat,0.011548600000000001
NCL,New Caledonia,chickens,eggs&meat,4.5004499999999994e-4
NZL,New Zealand,cows,milk,0.0803
NZL,New Zealand,cows,meat,0.060225
NZL,New Zealand,chickens,meat,3.6135000000000003e-4
NZL,New Zealand,chickens,eggs,5.3874e-4
NZL,New Zealand,pigs,meat,0.010856925
NZL,New Zealand,goats,milk,0.019954549999999998
NZL,New Zealand,goats,meat,0.019954549999999998
NZL,New Zealand,sheep,milk,0.020003825000000003
NZL,New Zealand,sheep,meat,0.020003825000000003
NZL,New Zealand,chickens,eggs&meat,4.5004500000000005e-4
NIC,Nicaragua,cows,milk,0.07008
NIC,Nicaragua,cows,meat,0.040076999999999995
NIC,Nicaragua,chickens,meat,3.6135e-4
NIC,Nicaragua,chickens,eggs,5.3874e-4
NIC,Nicaragua,pigs,meat,0.015002951897179592
NIC,Nicaragua,goats,milk,0.015001500000000001
NIC,Nicaragua,goats,meat,0.015001500000000001
NIC,Nicaragua,sheep,milk,0.0119574
NIC,Nicaragua,sheep,meat,0.0119574
NIC,Nicaragua,chickens,eggs&meat,4.50045e-4
NER,Niger,cows,milk,0.060225
NER,Niger,cows,meat,0.03978134999999999
NER,Niger,chickens,meat,3.6135e-4
NER,Niger,chickens,eggs,5.3874e-4
NER,Niger,pigs,meat,0.015002862475442042
NER,Niger,goats,milk,0.015001500000000001
NER,Niger,goats,meat,0.015001500000000001
NER,Niger,sheep,milk,0.0119574
NER,Niger,sheep,meat,0.0119574
NER,Niger,chickens,eggs&meat,4.50045e-4
NGA,Nigeria,cows,milk,0.060224999999999994
NGA,Nigeria,cows,meat,0.03978135
NGA,Nigeria,chickens,meat,3.613499999999999e-4
NGA,Nigeria,chickens,eggs,5.3874e-4
NGA,Nigeria,pigs,meat,0.015002960278045468
NGA,Nigeria,goats,milk,0.0150015
NGA,Nigeria,goats,meat,0.0150015
NGA,Nigeria,sheep,milk,0.0119574
NGA,Nigeria,sheep,meat,0.0119574
NGA,Nigeria,chickens,eggs&meat,4.5004499999999994e-4
NIU,Niue,cows,milk,0.0803
NIU,Niue,cows,meat,0.060224999999999994
NIU,Niue,chickens,meat,3.6135000000000003e-4
NIU,Niue,chickens,eggs,5.3874e-4
NIU,Niue,pigs,meat,0.010855960555804574
NIU,Niue,chickens,eggs&meat,4.5004500000000005e-4
PRK,North Korea,cows,milk,0.0600425
PRK,North Korea,cows,meat,0.039587899999999995
PRK,North Korea,chickens,meat,3.6135000000000003e-4
PRK,North Korea,chickens,eggs,5.3874e-4
PRK,North Korea,pigs,meat,0.00410844
PRK,North Korea,goats,milk,0.015001500000000001
PRK,North Korea,goats,meat,0.015001500000000001
PRK,North Korea,sheep,milk,0.0119574
PRK,North Korea,sheep,meat,0.0119574
PRK,North Korea,chickens,eggs&meat,4.5004500000000005e-4
NOR,Norway,cows,milk,0.10512
NOR,Norway,cows,meat,0.050588999999999995
NOR,Norway,chickens,meat,3.6135e-4
NOR,Norway,chickens,eggs,6.307200000000001e-4
NOR,Norway,pigs,meat,0.01141209494036371
NOR,Norway,goats,milk,0.017987200000000002
NOR,Norway,goats,meat,0.017987200000000002
NOR,Norway,sheep,milk,0.015047125
NOR,Norway,sheep,meat,0.015047125
NOR,Norway,chickens,eggs&meat,4.96035e-4
OMN,Oman,cows,milk,0.0702625
OMN,Oman,cows,meat,0.04988455
OMN,Oman,chickens,meat,3.6135e-4
OMN,Oman,chickens,eggs,5.3874e-4
OMN,Oman,goats,milk,0.015001500000000003
OMN,Oman,goats,meat,0.015001500000000003
OMN,Oman,sheep,milk,0.0119574
OMN,Oman,sheep,meat,0.0119574
OMN,Oman,chickens,eggs&meat,4.50045e-4
PAK,Pakistan,buffaloes,milk,0.034455999999999994
PAK,Pakistan,cows,milk,0.04717625
PAK,Pakistan,cows,meat,0.013651
PAK,Pakistan,chickens,meat,3.6135e-4
PAK,Pakistan,chickens,eggs,5.3874e-4
PAK,Pakistan,goats,milk,0.0150015
PAK,Pakistan,goats,meat,0.0150015
PAK,Pakistan,sheep,milk,0.0119574
PAK,Pakistan,sheep,meat,0.0119574
PAK,Pakistan,chickens,eggs&meat,4.50045e-4
PSE,Palestina,cows,milk,0.0702625
PSE,Palestina,cows,meat,0.04988455
PSE,Palestina,chickens,meat,3.6135e-4
PSE,Palestina,chickens,eggs,5.3874e-4
PSE,Palestina,goats,milk,0.015001500000000003
PSE,Palestina,goats,meat,0.015001500000000003
PSE,Palestina,sheep,milk,0.0119574
PSE,Palestina,sheep,meat,0.0119574
PSE,Palestina,chickens,eggs&meat,4.50045e-4
PAN,Panama,cows,milk,0.07008
PAN,Panama,cows,meat,0.040077
PAN,Panama,chickens,meat,3.6135000000000003e-4
PAN,Panama,chickens,eggs,5.3874e-4
PAN,Panama,pigs,meat,0.015002960000000001
PAN,Panama,goats,milk,0.0150015
PAN,Panama,goats,meat,0.0150015
PAN,Panama,chickens,eggs&meat,4.5004500000000005e-4
PNG,Papua New Guinea,cows,milk,0.0803
PNG,Papua New Guinea,cows,meat,0.060225
PNG,Papua New Guinea,chickens,meat,3.6135000000000003e-4
PNG,Papua New Guinea,chickens,eggs,5.387399999999999e-4
PNG,Papua New Guinea,pigs,meat,0.010856920950920074
PNG,Papua New Guinea,goats,milk,0.015549
PNG,Papua New Guinea,goats,meat,0.015549
PNG,Papua New Guinea,sheep,milk,0.011548600000000001
PNG,Papua New Guinea,sheep,meat,0.011548600000000001
PNG,Papua New Guinea,chickens,eggs&meat,4.5004499999999994e-4
PRY,Paraguay,cows,milk,0.07008
PRY,Paraguay,cows,meat,0.040076999999999995
PRY,Paraguay,chickens,meat,3.6135e-4
PRY,Paraguay,chickens,eggs,5.3874e-4
PRY,Paraguay,pigs,meat,0.015002958412303867
PRY,Paraguay,goats,milk,0.015001500000000001
PRY,Paraguay,goats,meat,0.015001500000000001
PRY,Paraguay,sheep,milk,0.0119574
PRY,Paraguay,sheep,meat,0.0119574
PRY,Paraguay,chickens,eggs&meat,4.50045e-4
PER,Peru,cows,milk,0.07007999999999999
PER,Peru,cows,meat,0.040076999999999995
PER,Peru,chickens,meat,3.6135e-4
PER,Peru,chickens,eggs,5.3874e-4
PER,Peru,pigs,meat,0.015002961308260966
PER,Peru,goats,milk,0.015001500000000001
PER,Peru,goats,meat,0.015001500000000001
PER,Peru,sheep,milk,0.0119574
PER,Peru,sheep,meat,0.0119574
PER,Peru,chickens,eggs&meat,4.50045e-4
PHL,Philippines,buffaloes,milk,0.044384
PHL,Philippines,cows,milk,0.0600425
PHL,Philippines,cows,meat,0.039587899999999995
PHL,Philippines,chickens,meat,3.6135e-4
PHL,Philippines,chickens,eggs,5.3874e-4
PHL,Philippines,pigs,meat,0.00410844
PHL,Philippines,goats,milk,0.015001500000000001
PHL,Philippines,goats,meat,0.015001500000000001
PHL,Philippines,sheep,milk,0.0119574
PHL,Philippines,sheep,meat,0.0119574
PHL,Philippines,chickens,eggs&meat,4.50045e-4
POL,Poland,cows,milk,0.0702625
POL,Poland,cows,meat,0.049950249999999995
POL,Poland,chickens,meat,3.6135000000000003e-4
POL,Poland,chickens,eggs,5.387399999999999e-4
POL,Poland,pigs,meat,0.012055950177794412
POL,Poland,goats,milk,0.0179872
POL,Poland,goats,meat,0.0179872
POL,Poland,sheep,milk,0.01593225
POL,Poland,sheep,meat,0.01593225
POL,Poland,chickens,eggs&meat,4.5004499999999994e-4
PRT,Portugal,cows,milk,0.10511999999999999
PRT,Portugal,cows,meat,0.050588999999999995
PRT,Portugal,chickens,meat,3.6135000000000003e-4
PRT,Portugal,chickens,eggs,6.3072e-4
PRT,Portugal,pigs,meat,0.011412090000000003
PRT,Portugal,goats,milk,0.0179872
PRT,Portugal,goats,meat,0.0179872
PRT,Portugal,sheep,milk,0.015047125000000001
PRT,Portugal,sheep,meat,0.015047125000000001
PRT,Portugal,chickens,eggs&meat,4.96035e-4
PRI,Puerto Rico,cows,milk,0.07008
PRI,Puerto Rico,cows,meat,0.040077
PRI,Puerto Rico,chickens,meat,3.6135e-4
PRI,Puerto Rico,chickens,eggs,5.387399999999999e-4
PRI,Puerto Rico,pigs,meat,0.015002959999999997
PRI,Puerto Rico,goats,milk,0.0150015
PRI,Puerto Rico,goats,meat,0.0150015
PRI,Puerto Rico,sheep,milk,0.0119574
PRI,Puerto Rico,sheep,meat,0.0119574
PRI,Puerto Rico,chickens,eggs&meat,4.5004499999999994e-4
QAT,Qatar,cows,milk,0.0702625
QAT,Qatar,cows,meat,0.04988455
QAT,Qatar,chickens,meat,3.6135000000000003e-4
QAT,Qatar,chickens,eggs,5.387399999999999e-4
QAT,Qatar,goats,milk,0.0150015
QAT,Qatar,goats,meat,0.0150015
QAT,Qatar,sheep,milk,0.0119574
QAT,Qatar,sheep,meat,0.0119574
QAT,Qatar,chickens,eggs&meat,4.5004499999999994e-4
COG,Republic of Congo,cows,milk,0.060225
COG,Republic of Congo,cows,meat,0.03978135
COG,Republic of Congo,chickens,meat,3.6135000000000003e-4
COG,Republic of Congo,chickens,eggs,5.3874e-4
COG,Republic of Congo,pigs,meat,0.015002959999999997
COG,Republic of Congo,goats,milk,0.0150015
COG,Republic of Congo,goats,meat,0.0150015
COG,Republic of Congo,sheep,milk,0.011957400000000002
COG,Republic of Congo,sheep,meat,0.011957400000000002
COG,Republic of Congo,chickens,eggs&meat,4.5004500000000005e-4
REU,Reunion,cows,milk,0.060224999999999994
REU,Reunion,cows,meat,0.03978135
REU,Reunion,chickens,meat,3.6135e-4
REU,Reunion,chickens,eggs,5.387399999999999e-4
REU,Reunion,pigs,meat,0.015003004464476135
REU,Reunion,goats,milk,0.015001500000000001
REU,Reunion,goats,meat,0.015001500000000001
REU,Reunion,sheep,milk,0.011957400000000002
REU,Reunion,sheep,meat,0.011957400000000002
REU,Reunion,chickens,eggs&meat,4.5004499999999994e-4
ROU,Romania,cows,milk,0.0702625
ROU,Romania,cows,meat,0.04995025
ROU,Romania,chickens,meat,3.6135000000000003e-4
ROU,Romania,chickens,eggs,5.3874e-4
ROU,Romania,pigs,meat,0.012055950000000003
ROU,Romania,goats,milk,0.0179872
ROU,Romania,goats,meat,0.0179872
ROU,Romania,sheep,milk,0.015932250000000002
ROU,Romania,sheep,meat,0.015932250000000002
ROU,Romania,chickens,eggs&meat,4.5004500000000005e-4
RUS,Russia,buffaloes,milk,0.044384
RUS,Russia,cows,milk,0.0702625
RUS,Russia,cows,meat,0.04995025
RUS,Russia,chickens,meat,3.6135000000000003e-4
RUS,Russia,chickens,eggs,5.3874e-4
RUS,Russia,pigs,meat,0.012055949815873847
RUS,Russia,goats,milk,0.0179872
RUS,Russia,goats,meat,0.0179872
RUS,Russia,sheep,milk,0.01593225
RUS,Russia,sheep,meat,0.01593225
RUS,Russia,chickens,eggs&meat,4.5004500000000005e-4
RWA,Rwanda,cows,milk,0.06022500000000001
RWA,Rwanda,cows,meat,0.03978135
RWA,Rwanda,chickens,meat,3.6135000000000003e-4
RWA,Rwanda,chickens,eggs,5.3874e-4
RWA,Rwanda,pigs,meat,0.015002958785344998
RWA,Rwanda,goats,milk,0.0150015
RWA,Rwanda,goats,meat,0.0150015
RWA,Rwanda,sheep,milk,0.0119574
RWA,Rwanda,sheep,meat,0.0119574
RWA,Rwanda,chickens,eggs&meat,4.5004500000000005e-4
SHN,Saint Helena,cows,milk,0.06022500000000001
SHN,Saint Helena,cows,meat,0.03978134999999999
SHN,Saint Helena,chickens,meat,3.6135000000000003e-4
SHN,Saint Helena,chickens,eggs,5.387399999999999e-4
SHN,Saint Helena,pigs,meat,0.015007979775280896
SHN,Saint Helena,goats,milk,0.0150015
SHN,Saint Helena,goats,meat,0.0150015
SHN,Saint Helena,sheep,milk,0.0119574
SHN,Saint Helena,sheep,meat,0.0119574
SHN,Saint Helena,chickens,eggs&meat,4.5004499999999994e-4
KNA,Saint Kitts and Nevis,cows,milk,0.07008
KNA,Saint Kitts and Nevis,cows,meat,0.040077
KNA,Saint Kitts and Nevis,chickens,meat,3.6135000000000003e-4
KNA,Saint Kitts and Nevis,chickens,eggs,5.387400000000001e-4
KNA,Saint Kitts and Nevis,pigs,meat,0.015002960000000001
KNA,Saint Kitts and Nevis,goats,milk,0.0150015
KNA,Saint Kitts and Nevis,goats,meat,0.0150015
KNA,Saint Kitts and Nevis,sheep,milk,0.0119574
KNA,Saint Kitts and Nevis,sheep,meat,0.0119574
KNA,Saint Kitts and Nevis,chickens,eggs&meat,4.5004500000000005e-4
LCA,Saint Lucia,cows,milk,0.07008
LCA,Saint Lucia,cows,meat,0.040076999999999995
LCA,Saint Lucia,chickens,meat,3.6135e-4
LCA,Saint Lucia,chickens,eggs,5.3874e-4
LCA,Saint Lucia,pigs,meat,0.015002860211554107
LCA,Saint Lucia,goats,milk,0.015001500000000001
LCA,Saint Lucia,goats,meat,0.015001500000000001
LCA,Saint Lucia,sheep,milk,0.0119574
LCA,Saint Lucia,sheep,meat,0.0119574
LCA,Saint Lucia,chickens,eggs&meat,4.50045e-4
SPM,Saint Pierre and Miquelon,cows,milk,0.0970024
SPM,Saint Pierre and Miquelon,cows,meat,0.04401535
SPM,Saint Pierre and Miquelon,chickens,meat,3.6135e-4
SPM,Saint Pierre and Miquelon,chickens,eggs,5.4531e-4
SPM,Saint Pierre and Miquelon,sheep,milk,0.00743505
SPM,Saint Pierre and Miquelon,sheep,meat,0.00743505
SPM,Saint Pierre and Miquelon,chickens,eggs&meat,4.5333e-4
VCT,Saint Vincent and the Grenadines,cows,milk,0.07008
VCT,Saint Vincent and the Grenadines,cows,meat,0.040077
VCT,Saint Vincent and the Grenadines,chickens,meat,3.6135000000000003e-4
VCT,Saint Vincent and the Grenadines,chickens,eggs,5.3874e-4
VCT,Saint Vincent and the Grenadines,pigs,meat,0.01500261922196796
VCT,Saint Vincent and the Grenadines,goats,milk,0.0150015
VCT,Saint Vincent and the Grenadines,goats,meat,0.0150015
VCT,Saint Vincent and the Grenadines,sheep,milk,0.011957399999999998
VCT,Saint Vincent and the Grenadines,sheep,meat,0.011957399999999998
VCT,Saint Vincent and the Grenadines,chickens,eggs&meat,4.5004500000000005e-4
WSM,Samoa,cows,milk,0.08030000000000001
WSM,Samoa,cows,meat,0.06022500000000001
WSM,Samoa,chickens,meat,3.6135e-4
WSM,Samoa,chickens,eggs,5.387400000000001e-4
WSM,Samoa,pigs,meat,0.010856873871291601
WSM,Samoa,chickens,eggs&meat,4.5004500000000005e-4
STP,São Tomé and Príncipe,cows,milk,0.06022500000000001
STP,São Tomé and Príncipe,cows,meat,0.03978135
STP,São Tomé and Príncipe,chickens,meat,3.6135e-4
STP,São Tomé and Príncipe,chickens,eggs,5.3874e-4
STP,São Tomé and Príncipe,pigs,meat,0.015003063973668462
STP,São Tomé and Príncipe,goats,milk,0.015001500000000001
STP,São Tomé and Príncipe,goats,meat,0.015001500000000001
STP,São Tomé and Príncipe,sheep,milk,0.0119574
STP,São Tomé and Príncipe,sheep,meat,0.0119574
STP,São Tomé and Príncipe,chickens,eggs&meat,4.50045e-4
SAU,Saudi Arabia,cows,milk,0.07026249999999999
SAU,Saudi Arabia,cows,meat,0.04988454999999999
SAU,Saudi Arabia,chickens,meat,3.6135000000000003e-4
SAU,Saudi Arabia,chickens,eggs,5.3874e-4
SAU,Saudi Arabia,goats,milk,0.015001500000000001
SAU,Saudi Arabia,goats,meat,0.015001500000000001
SAU,Saudi Arabia,sheep,milk,0.0119574
SAU,Saudi Arabia,sheep,meat,0.0119574
SAU,Saudi Arabia,chickens,eggs&meat,4.5004500000000005e-4
SEN,Senegal,cows,milk,0.060225
SEN,Senegal,cows,meat,0.03978135
SEN,Senegal,chickens,meat,3.6135000000000003e-4
SEN,Senegal,chickens,eggs,5.3874e-4
SEN,Senegal,pigs,meat,0.01500296250231042
SEN,Senegal,goats,milk,0.0150015
SEN,Senegal,goats,meat,0.0150015
SEN,Senegal,sheep,milk,0.011957400000000002
SEN,Senegal,sheep,meat,0.011957400000000002
SEN,Senegal,chickens,eggs&meat,4.5004500000000005e-4
SRB,Serbia,cows,milk,0.10511999999999999
SRB,Serbia,cows,meat,0.050589
SRB,Serbia,chickens,meat,3.6135e-4
SRB,Serbia,chickens,eggs,6.3072e-4
SRB,Serbia,pigs,meat,0.011412092892384401
SRB,Serbia,goats,milk,0.0179872
SRB,Serbia,goats,meat,0.0179872
SRB,Serbia,sheep,milk,0.015047125
SRB,Serbia,sheep,meat,0.015047125
SRB,Serbia,chickens,eggs&meat,4.960349999999999e-4
SYC,Seychelles,cows,milk,0.060225
SYC,Seychelles,cows,meat,0.03978135
SYC,Seychelles,chickens,meat,3.6135e-4
SYC,Seychelles,chickens,eggs,5.3874e-4
SYC,Seychelles,pigs,meat,0.015002048776223777
SYC,Seychelles,goats,milk,0.0150015
SYC,Seychelles,goats,meat,0.0150015
SYC,Seychelles,chickens,eggs&meat,4.50045e-4
SLE,Sierra Leone,cows,milk,0.060225
SLE,Sierra Leone,cows,meat,0.03978135
SLE,Sierra Leone,chickens,meat,3.6135e-4
SLE,Sierra Leone,chickens,eggs,5.3874e-4
SLE,Sierra Leone,pigs,meat,0.015003001981394226
SLE,Sierra Leone,goats,milk,0.015001500000000003
SLE,Sierra Leone,goats,meat,0.015001500000000003
SLE,Sierra Leone,sheep,milk,0.0119574
SLE,Sierra Leone,sheep,meat,0.0119574
SLE,Sierra Leone,chickens,eggs&meat,4.50045e-4
SGP,Singapore,cows,milk,0.0600425
SGP,Singapore,cows,meat,0.0395879
SGP,Singapore,chickens,meat,3.6135e-4
SGP,Singapore,chickens,eggs,5.3874e-4
SGP,Singapore,goats,milk,0.0150015
SGP,Singapore,goats,meat,0.0150015
SGP,Singapore,chickens,eggs&meat,4.50045e-4
SVK,Slovakia,cows,milk,0.0702625
SVK,Slovakia,cows,meat,0.049950249999999995
SVK,Slovakia,chickens,meat,3.6135e-4
SVK,Slovakia,chickens,eggs,5.387399999999999e-4
SVK,Slovakia,pigs,meat,0.01205593966386899
SVK,Slovakia,goats,milk,0.0179872
SVK,Slovakia,goats,meat,0.0179872
SVK,Slovakia,sheep,milk,0.01593225
SVK,Slovakia,sheep,meat,0.01593225
SVK,Slovakia,chickens,eggs&meat,4.5004499999999994e-4
SVN,Slovenia,cows,milk,0.10511999999999998
SVN,Slovenia,cows,meat,0.050588999999999995
