iso3c,country,animal,product,tonnes_N_head
ARM,Armenia,buffaloes,milk,0.044384
ARM,Armenia,cows,milk,0.0702625
ARM,Armenia,cows,meat,0.04988455
ARM,Armenia,chickens,meat,3.6135000000000003e-4
ARM,Armenia,chickens,eggs,5.3874e-4
ARM,Armenia,pigs,meat,0.015002954061828892
ARM,Armenia,goats,milk,0.0150015
ARM,Armenia,goats,meat,0.0150015
ARM,Armenia,sheep,milk,0.0119574
ARM,Armenia,sheep,meat,0.0119574
ARM,Armenia,chickens,eggs&meat,4.5004500000000005e-4
AUS,Australia,cows,milk,0.0803
AUS,Australia,cows,meat,0.060225
AUS,Australia,chickens,meat,3.6135000000000003e-4
AUS,Australia,chickens,eggs,5.387399999999999e-4
AUS,Australia,pigs,meat,0.010856925865621701
AUS,Australia,goats,milk,0.019954549999999998
AUS,Australia,goats,meat,0.019954549999999998
AUS,Australia,sheep,milk,0.020003825
AUS,Australia,sheep,meat,0.020003825
AUS,Australia,chickens,eggs&meat,4.5004499999999994e-4
AUT,Austria,cows,milk,0.10511999999999998
AUT,Austria,cows,meat,0.050588999999999995
AUT,Austria,chickens,meat,3.6135e-4
AUT,Austria,chickens,eggs,6.307199999999999e-4
AUT,Austria,pigs,meat,0.011412087739271262
AUT,Austria,goats,milk,0.0179872
AUT,Austria,goats,meat,0.0179872
AUT,Austria,sheep,milk,0.015047124999999998
AUT,Austria,sheep,meat,0.015047124999999998
AUT,Austria,chickens,eggs&meat,4.960349999999999e-4
AZE,Azerbaijan,buffaloes,milk,0.044384
AZE,Azerbaijan,cows,milk,0.0702625
AZE,Azerbaijan,cows,meat,0.04988455
AZE,Azerbaijan,chickens,meat,3.6135000000000003e-4
AZE,Azerbaijan,chickens,eggs,5.387399999999999e-4
AZE,Azerbaijan,pigs,meat,0.015002101317957168
AZE,Azerbaijan,goats,milk,0.015001500000000003
AZE,Azerbaijan,goats,meat,0.015001500000000003
AZE,Azerbaijan,sheep,milk,0.011957399999999998
AZE,Azerbaijan,sheep,meat,0.011957399999999998
AZE,Azerbaijan,chickens,eggs&meat,4.5004499999999994e-4
BHS,Bahamas,cows,milk,0.07008
BHS,Bahamas,cows,meat,0.040077
BHS,Bahamas,chickens,meat,3.6135e-4
BHS,Bahamas,chickens,eggs,5.3874e-4
BHS,Bahamas,pigs,meat,0.015003375977653633
BHS,Bahamas,goats,milk,0.0150015
BHS,Bahamas,goats,meat,0.0150015
BHS,Bahamas,sheep,milk,0.0119574
BHS,Bahamas,sheep,meat,0.0119574
BHS,Bahamas,chickens,eggs&meat,4.50045e-4
BHR,Bahrain,cows,milk,0.07026249999999999
BHR,Bahrain,cows,meat,0.04988455
BHR,Bahrain,chickens,meat,3.6135e-4
BHR,Bahrain,chickens,eggs,5.387400000000001e-4
BHR,Bahrain,goats,milk,0.015001500000000001
BHR,Bahrain,goats,meat,0.015001500000000001
BHR,Bahrain,sheep,milk,0.0119574
BHR,Bahrain,sheep,meat,0.0119574
BHR,Bahrain,chickens,eggs&meat,4.5004500000000005e-4
BGD,Bangladesh,buffaloes,milk,0.034455999999999994
BGD,Bangladesh,cows,milk,0.04717625
BGD,Bangladesh,cows,meat,0.013651
BGD,Bangladesh,chickens,meat,3.6135e-4
BGD,Bangladesh,chickens,eggs,5.3874e-4
BGD,Bangladesh,goats,milk,0.0150015
BGD,Bangladesh,goats,meat,0.0150015
BGD,Bangladesh,sheep,milk,0.0119574
BGD,Bangladesh,sheep,meat,0.0119574
BGD,Bangladesh,chickens,eggs&meat,4.50045e-4
BRB,Barbados,cows,milk,0.07008
BRB,Barbados,cows,meat,0.040077
BRB,Barbados,chickens,meat,3.6135e-4
BRB,Barbados,chickens,eggs,5.3874e-4
BRB,Barbados,pigs,meat,0.015003094664771994
BRB,Barbados,goats,milk,0.0150015
BRB,Barbados,goats,meat,0.0150015
BRB,Barbados,sheep,milk,0.0119574
BRB,Barbados,sheep,meat,0.0119574
BRB,Barbados,chickens,eggs&meat,4.50045e-4
BLR,Belarus,cows,milk,0.0702625
BLR,Belarus,cows,meat,0.04995025
BLR,Belarus,chickens,meat,3.6135e-4
BLR,Belarus,chickens,eggs,5.3874e-4
BLR,Belarus,pigs,meat,0.012055950000000003
BLR,Belarus,goats,milk,0.0179872
BLR,Belarus,goats,meat,0.0179872
BLR,Belarus,sheep,milk,0.01593225
BLR,Belarus,sheep,meat,0.01593225
BLR,Belarus,chickens,eggs&meat,4.50045e-4
BEL,Belgium,cows,milk,0.10511999999999999
BEL,Belgium,cows,meat,0.050589
BEL,Belgium,chickens,meat,3.6135e-4
BEL,Belgium,chickens,eggs,6.3072e-4
BEL,Belgium,pigs,meat,0.011412091033675577
BEL,Belgium,goats,milk,0.0179872
BEL,Belgium,goats,meat,0.0179872
BEL,Belgium,sheep,milk,0.015047125
BEL,Belgium,sheep,meat,0.015047125
BEL,Belgium,chickens,eggs&meat,4.960349999999999e-4
BLZ,Belize,cows,milk,0.07008
BLZ,Belize,cows,meat,0.04007700000000001
BLZ,Belize,chickens,meat,3.6135000000000003e-4
BLZ,Belize,chickens,eggs,5.3874e-4
BLZ,Belize,pigs,meat,0.015002778120910757
BLZ,Belize,goats,milk,0.015001500000000001
BLZ,Belize,goats,meat,0.015001500000000001
BLZ,Belize,sheep,milk,0.011957400000000002
BLZ,Belize,sheep,meat,0.011957400000000002
BLZ,Belize,chickens,eggs&meat,4.5004500000000005e-4
BEN,Benin,cows,milk,0.06022500000000001
BEN,Benin,cows,meat,0.03978135
BEN,Benin,chickens,meat,3.6135e-4
BEN,Benin,chickens,eggs,5.3874e-4
BEN,Benin,pigs,meat,0.015002959999999997
BEN,Benin,goats,milk,0.0150015
BEN,Benin,goats,meat,0.0150015
BEN,Benin,sheep,milk,0.011957399999999998
BEN,Benin,sheep,meat,0.011957399999999998
BEN,Benin,chickens,eggs&meat,4.50045e-4
BMU,Bermuda,cows,milk,0.0970024
BMU,Bermuda,cows,meat,0.044015349999999995
BMU,Bermuda,chickens,meat,3.6135000000000003e-4
BMU,Bermuda,chickens,eggs,5.453099999999999e-4
BMU,Bermuda,pigs,meat,0.008078564778325123
BMU,Bermuda,goats,milk,0.006323625
BMU,Bermuda,goats,meat,0.006323625
BMU,Bermuda,chickens,eggs&meat,4.5332999999999994e-4
BTN,Bhutan,buffaloes,milk,0.034456
BTN,Bhutan,cows,milk,0.04717625
BTN,Bhutan,cows,meat,0.013651
BTN,Bhutan,chickens,meat,3.6135000000000003e-4
BTN,Bhutan,chickens,eggs,5.3874e-4
BTN,Bhutan,pigs,meat,0.004108400892857143
BTN,Bhutan,goats,milk,0.015001500000000003
BTN,Bhutan,goats,meat,0.015001500000000003
BTN,Bhutan,sheep,milk,0.0119574
BTN,Bhutan,sheep,meat,0.0119574
BTN,Bhutan,chickens,eggs&meat,4.5004500000000005e-4
BOL,Bolivia,cows,milk,0.07008
BOL,Bolivia,cows,meat,0.040076999999999995
BOL,Bolivia,chickens,meat,3.6135e-4
BOL,Bolivia,chickens,eggs,5.3874e-4
BOL,Bolivia,pigs,meat,0.015002960000000001
BOL,Bolivia,goats,milk,0.015001500000000001
BOL,Bolivia,goats,meat,0.015001500000000001
BOL,Bolivia,sheep,milk,0.0119574
BOL,Bolivia,sheep,meat,0.0119574
BOL,Bolivia,chickens,eggs&meat,4.50045e-4
BES,"Bonaire, Sint Eustatius and Saba",cows,milk,0.07008
BES,"Bonaire, Sint Eustatius and Saba",cows,meat,0.040077
BES,"Bonaire, Sint Eustatius and Saba",chickens,meat,3.6135000000000003e-4
BES,"Bonaire, Sint Eustatius and Saba",chickens,eggs,5.3874e-4
BES,"Bonaire, Sint Eustatius and Saba",pigs,meat,0.015001515176715179
BES,"Bonaire, Sint Eustatius and Saba",goats,milk,0.0150015
BES,"Bonaire, Sint Eustatius and Saba",goats,meat,0.0150015
BES,"Bonaire, Sint Eustatius and Saba",sheep,milk,0.0119574
BES,"Bonaire, Sint Eustatius and Saba",sheep,meat,0.0119574
BES,"Bonaire, Sint Eustatius and Saba",chickens,eggs&meat,4.5004500000000005e-4
BIH,Bosnia and Herzegovina,cows,milk,0.10511999999999999
BIH,Bosnia and Herzegovina,cows,meat,0.050589
BIH,Bosnia and Herzegovina,chickens,meat,3.6135000000000003e-4
BIH,Bosnia and Herzegovina,chickens,eggs,6.307199999999999e-4
BIH,Bosnia and Herzegovina,pigs,meat,0.011412086159584391
BIH,Bosnia and Herzegovina,goats,milk,0.017987199999999995
BIH,Bosnia and Herzegovina,goats,meat,0.017987199999999995
BIH,Bosnia and Herzegovina,sheep,milk,0.015047125
BIH,Bosnia and Herzegovina,sheep,meat,0.015047125
BIH,Bosnia and Herzegovina,chickens,eggs&meat,4.960349999999999e-4
BWA,Botswana,cows,milk,0.060225
BWA,Botswana,cows,meat,0.03978135000000001
BWA,Botswana,chickens,meat,3.6135000000000003e-4
BWA,Botswana,chickens,eggs,5.3874e-4
BWA,Botswana,pigs,meat,0.015000783716075158
BWA,Botswana,goats,milk,0.015001500000000003
BWA,Botswana,goats,meat,0.015001500000000003
BWA,Botswana,sheep,milk,0.011957399999999998
BWA,Botswana,sheep,meat,0.011957399999999998
BWA,Botswana,chickens,eggs&meat,4.5004500000000005e-4
BRA,Brazil,buffaloes,milk,0.044384
BRA,Brazil,cows,milk,0.07008
BRA,Brazil,cows,meat,0.040076999999999995
BRA,Brazil,chickens,meat,3.6135e-4
BRA,Brazil,chickens,eggs,5.3874e-4
BRA,Brazil,pigs,meat,0.015002959974809965
BRA,Brazil,goats,milk,0.015001499999999997
BRA,Brazil,goats,meat,0.015001499999999997
BRA,Brazil,sheep,milk,0.011957400000000002
BRA,Brazil,sheep,meat,0.011957400000000002
BRA,Brazil,chickens,eggs&meat,4.50045e-4
VGB,British Virgin Islands,cows,milk,0.07008
VGB,British Virgin Islands,cows,meat,0.040076999999999995
VGB,British Virgin Islands,pigs,meat,0.015002960000000001
VGB,British Virgin Islands,goats,milk,0.0150015
VGB,British Virgin Islands,goats,meat,0.0150015
VGB,British Virgin Islands,sheep,milk,0.0119574
VGB,British Virgin Islands,sheep,meat,0.0119574
BRN,Brunei,buffaloes,milk,0.044384
BRN,Brunei,cows,milk,0.060042500000000006
BRN,Brunei,cows,meat,0.0395879
BRN,Brunei,chickens,meat,3.613499999999999e-4
BRN,Brunei,chickens,eggs,5.387399999999999e-4
BRN,Brunei,pigs,meat,0.00410844
BRN,Brunei,goats,milk,0.015001500000000001
BRN,Brunei,goats,meat,0.015001500000000001
BRN,Brunei,sheep,milk,0.011957399999999998
BRN,Brunei,sheep,meat,0.011957399999999998
BRN,Brunei,chickens,eggs&meat,4.5004499999999994e-4
BGR,Bulgaria,buffaloes,milk,0.04438400000000001
BGR,Bulgaria,cows,milk,0.0702625
BGR,Bulgaria,cows,meat,0.049950249999999995
BGR,Bulgaria,chickens,meat,3.6135000000000003e-4
BGR,Bulgaria,chickens,eggs,5.3874e-4
BGR,Bulgaria,pigs,meat,0.012055963097760317
BGR,Bulgaria,goats,milk,0.017987200000000002
BGR,Bulgaria,goats,meat,0.017987200000000002
BGR,Bulgaria,sheep,milk,0.01593225
BGR,Bulgaria,sheep,meat,0.01593225
BGR,Bulgaria,chickens,eggs&meat,4.5004500000000005e-4
BFA,Burkina Faso,cows,milk,0.060225
BFA,Burkina Faso,cows,meat,0.03978134999999999
BFA,Burkina Faso,chickens,meat,3.6135000000000003e-4
BFA,Burkina Faso,chickens,eggs,5.3874e-4
BFA,Burkina Faso,pigs,meat,0.015002958743703596
BFA,Burkina Faso,goats,milk,0.015001500000000001
BFA,Burkina Faso,goats,meat,0.015001500000000001
BFA,Burkina Faso,sheep,milk,0.0119574
BFA,Burkina Faso,sheep,meat,0.0119574
BFA,Burkina Faso,chickens,eggs&meat,4.5004500000000005e-4
BDI,Burundi,cows,milk,0.060225
BDI,Burundi,cows,meat,0.03978135000000001
BDI,Burundi,chickens,meat,3.6135e-4
BDI,Burundi,chickens,eggs,5.3874e-4
BDI,Burundi,pigs,meat,0.015002953254736514
BDI,Burundi,goats,milk,0.015001500000000001
BDI,Burundi,goats,meat,0.015001500000000001
BDI,Burundi,sheep,milk,0.011957399999999998
BDI,Burundi,sheep,meat,0.011957399999999998
BDI,Burundi,chickens,eggs&meat,4.50045e-4
KHM,Cambodia,buffaloes,milk,0.044384
KHM,Cambodia,cows,milk,0.0600425
KHM,Cambodia,cows,meat,0.0395879
KHM,Cambodia,chickens,meat,3.6135e-4
KHM,Cambodia,chickens,eggs,5.3874e-4
KHM,Cambodia,pigs,meat,0.0041084400940817395
KHM,Cambodia,chickens,eggs&meat,4.50045e-4
CMR,Cameroon,cows,milk,0.060224999999999994
CMR,Cameroon,cows,meat,0.03978135
CMR,Cameroon,chickens,meat,3.6135e-4
CMR,Cameroon,chickens,eggs,5.3874e-4
CMR,Cameroon,pigs,meat,0.01500295838249069
CMR,Cameroon,goats,milk,0.0150015
CMR,Cameroon,goats,meat,0.0150015
CMR,Cameroon,sheep,milk,0.0119574
CMR,Cameroon,sheep,meat,0.0119574
CMR,Cameroon,chickens,eggs&meat,4.50045e-4
CAN,Canada,cows,milk,0.0970024
CAN,Canada,cows,meat,0.044015349999999995
CAN,Canada,chickens,meat,3.6135000000000003e-4
CAN,Canada,chickens,eggs,5.4531e-4
CAN,Canada,pigs,meat,0.0080811
CAN,Canada,goats,milk,0.006323625
CAN,Canada,goats,meat,0.006323625
CAN,Canada,sheep,milk,0.0074350499999999995
CAN,Canada,sheep,meat,0.0074350499999999995
CAN,Canada,chickens,eggs&meat,4.5333000000000005e-4
CPV,Cape Verde,cows,milk,0.060224999999999994
CPV,Cape Verde,cows,meat,0.03978135
CPV,Cape Verde,chickens,meat,3.6135e-4
CPV,Cape Verde,chickens,eggs,5.387399999999999e-4
CPV,Cape Verde,pigs,meat,0.015002897677338357
CPV,Cape Verde,goats,milk,0.015001500000000003
CPV,Cape Verde,goats,meat,0.015001500000000003
CPV,Cape Verde,sheep,milk,0.0119574
CPV,Cape Verde,sheep,meat,0.0119574
CPV,Cape Verde,chickens,eggs&meat,4.5004499999999994e-4
CYM,Cayman Islands,cows,milk,0.07008
CYM,Cayman Islands,cows,meat,0.040077
CYM,Cayman Islands,chickens,meat,3.6135000000000003e-4
CYM,Cayman Islands,chickens,eggs,5.387400000000001e-4
CYM,Cayman Islands,pigs,meat,0.015000325358045493
CYM,Cayman Islands,goats,milk,0.0150015
CYM,Cayman Islands,goats,meat,0.0150015
CYM,Cayman Islands,chickens,eggs&meat,4.5004500000000005e-4
CAF,Central African Republic,cows,milk,0.06022500000000001
CAF,Central African Republic,cows,meat,0.03978135
CAF,Central African Republic,chickens,meat,3.6135e-4
CAF,Central African Republic,chickens,eggs,5.387399999999999e-4
CAF,Central African Republic,pigs,meat,0.015002956196779209
CAF,Central African Republic,goats,milk,0.015001500000000001
CAF,Central African Republic,goats,meat,0.015001500000000001
CAF,Central African Republic,sheep,milk,0.011957400000000002
CAF,Central African Republic,sheep,meat,0.011957400000000002
CAF,Central African Republic,chickens,eggs&meat,4.5004499999999994e-4
TCD,Chad,cows,milk,0.060225
TCD,Chad,cows,meat,0.03978135
TCD,Chad,chickens,meat,3.6135000000000003e-4
TCD,Chad,chickens,eggs,5.3874e-4
TCD,Chad,pigs,meat,0.015002960000000001
TCD,Chad,goats,milk,0.015001500000000001
TCD,Chad,goats,meat,0.015001500000000001
TCD,Chad,sheep,milk,0.0119574
TCD,Chad,sheep,meat,0.0119574
TCD,Chad,chickens,eggs&meat,4.5004500000000005e-4
CHL,Chile,cows,milk,0.07008
CHL,Chile,cows,meat,0.040077
CHL,Chile,chickens,meat,3.6135e-4
CHL,Chile,chickens,eggs,5.3874e-4
CHL,Chile,pigs,meat,0.015002961248180506
CHL,Chile,goats,milk,0.015001500000000003
CHL,Chile,goats,meat,0.015001500000000003
CHL,Chile,sheep,milk,0.0119574
CHL,Chile,sheep,meat,0.0119574
CHL,Chile,chickens,eggs&meat,4.50045e-4
CHN,China,buffaloes,milk,0.044384
CHN,China,cows,milk,0.06004249999999999
CHN,China,cows,meat,0.0395879
CHN,China,chickens,meat,3.6135000000000003e-4
CHN,China,chickens,eggs,5.3874e-4
CHN,China,pigs,meat,0.00410844
CHN,China,goats,milk,0.0150015
CHN,China,goats,meat,0.0150015
CHN,China,sheep,milk,0.0119574
CHN,China,sheep,meat,0.0119574
CHN,China,chickens,eggs&meat,4.5004500000000005e-4
COL,Colombia,cows,milk,0.07008
COL,Colombia,cows,meat,0.040077
COL,Colombia,chickens,meat,3.6135e-4
COL,Colombia,chickens,eggs,5.3874e-4
COL,Colombia,pigs,meat,0.015002959999999997
COL,Colombia,goats,milk,0.015001500000000001
COL,Colombia,goats,meat,0.015001500000000001
COL,Colombia,sheep,milk,0.0119574
COL,Colombia,sheep,meat,0.0119574
COL,Colombia,chickens,eggs&meat,4.50045e-4
COM,Comoros,cows,milk,0.060225
COM,Comoros,cows,meat,0.03978135
COM,Comoros,chickens,meat,3.6135000000000003e-4
COM,Comoros,chickens,eggs,5.387399999999999e-4
COM,Comoros,goats,milk,0.015001500000000001
COM,Comoros,goats,meat,0.015001500000000001
COM,Comoros,sheep,milk,0.011957399999999998
COM,Comoros,sheep,meat,0.011957399999999998
COM,Comoros,chickens,eggs&meat,4.5004499999999994e-4
COK,Cook Islands,cows,milk,0.0803
COK,Cook Islands,cows,meat,0.060224999999999994
COK,Cook Islands,chickens,meat,3.6135e-4
COK,Cook Islands,chickens,eggs,5.3874e-4
COK,Cook Islands,pigs,meat,0.010857059110882574
COK,Cook Islands,goats,milk,0.015549
COK,Cook Islands,goats,meat,0.015549
COK,Cook Islands,chickens,eggs&meat,4.50045e-4
CRI,Costa Rica,cows,milk,0.07008
CRI,Costa Rica,cows,meat,0.040077
CRI,Costa Rica,chickens,meat,3.6135000000000003e-4
CRI,Costa Rica,chickens,eggs,5.3874e-4
CRI,Costa Rica,pigs,meat,0.01500296858639606
CRI,Costa Rica,goats,milk,0.015001500000000001
CRI,Costa Rica,goats,meat,0.015001500000000001
CRI,Costa Rica,sheep,milk,0.0119574
CRI,Costa Rica,sheep,meat,0.0119574
CRI,Costa Rica,chickens,eggs&meat,4.5004500000000005e-4
CIV,Côte d'Ivoire,cows,milk,0.060225
CIV,Côte d'Ivoire,cows,meat,0.03978135
CIV,Côte d'Ivoire,chickens,meat,3.6135e-4
CIV,Côte d'Ivoire,chickens,eggs,5.3874e-4
CIV,Côte d'Ivoire,pigs,meat,0.015002956975971734
CIV,Côte d'Ivoire,goats,milk,0.015001500000000001
CIV,Côte d'Ivoire,goats,meat,0.015001500000000001
CIV,Côte d'Ivoire,sheep,milk,0.011957399999999998
CIV,Côte d'Ivoire,sheep,meat,0.011957399999999998
CIV,Côte d'Ivoire,chickens,eggs&meat,4.50045e-4
HRV,Croatia,cows,milk,0.10511999999999999
HRV,Croatia,cows,meat,0.050589
HRV,Croatia,chickens,meat,3.6135000000000003e-4
HRV,Croatia,chickens,eggs,6.3072e-4
HRV,Croatia,pigs,meat,0.011412086245263292
HRV,Croatia,goats,milk,0.0179872
HRV,Croatia,goats,meat,0.0179872
HRV,Croatia,sheep,milk,0.015047125
HRV,Croatia,sheep,meat,0.015047125
HRV,Croatia,chickens,eggs&meat,4.96035e-4
CUB,Cuba,cows,milk,0.07008
CUB,Cuba,cows,meat,0.040077
CUB,Cuba,chickens,meat,3.6135e-4
CUB,Cuba,chickens,eggs,5.387399999999999e-4
CUB,Cuba,pigs,meat,0.015002960000000001
CUB,Cuba,goats,milk,0.015001500000000001
CUB,Cuba,goats,meat,0.015001500000000001
CUB,Cuba,sheep,milk,0.011957400000000002
CUB,Cuba,sheep,meat,0.011957400000000002
CUB,Cuba,chickens,eggs&meat,4.5004499999999994e-4
CZE,Czech Republic,cows,milk,0.07026249999999999
CZE,Czech Republic,cows,meat,0.04995025
CZE,Czech Republic,chickens,meat,3.6135000000000003e-4
CZE,Czech Republic,chickens,eggs,5.387399999999999e-4
CZE,Czech Republic,pigs,meat,0.012055955415837122
CZE,Czech Republic,goats,milk,0.0179872
CZE,Czech Republic,goats,meat,0.0179872
CZE,Czech Republic,sheep,milk,0.01593225
CZE,Czech Republic,sheep,meat,0.01593225
CZE,Czech Republic,chickens,eggs&meat,4.5004499999999994e-4
COD,Democratic Republic of the Congo,cows,milk,0.060225
COD,Democratic Republic of the Congo,cows,meat,0.03978135
COD,Democratic Republic of the Congo,chickens,meat,3.6135e-4
COD,Democratic Republic of the Congo,chickens,eggs,5.3874e-4
COD,Democratic Republic of the Congo,pigs,meat,0.015002957874930691
COD,Democratic Republic of the Congo,goats,milk,0.0150015
COD,Democratic Republic of the Congo,goats,meat,0.0150015
COD,Democratic Republic of the Congo,sheep,milk,0.0119574
COD,Democratic Republic of the Congo,sheep,meat,0.0119574
COD,Democratic Republic of the Congo,chickens,eggs&meat,4.50045e-4
DNK,Denmark,cows,milk,0.10511999999999999
DNK,Denmark,cows,meat,0.050589
DNK,Denmark,chickens,meat,3.6135e-4
DNK,Denmark,chickens,eggs,6.3072e-4
DNK,Denmark,pigs,meat,0.011412090512994869
DNK,Denmark,sheep,milk,0.015047125
DNK,Denmark,sheep,meat,0.015047125
DNK,Denmark,chickens,eggs&meat,4.960349999999999e-4
DJI,Djibouti,cows,milk,0.060224999999999994
DJI,Djibouti,cows,meat,0.03978135
DJI,Djibouti,goats,milk,0.015001500000000001
DJI,Djibouti,goats,meat,0.015001500000000001
DJI,Djibouti,sheep,milk,0.0119574
DJI,Djibouti,sheep,meat,0.0119574
DOM,Dominican Republic,cows,milk,0.07007999999999999
DOM,Dominican Republic,cows,meat,0.040077
DOM,Dominican Republic,chickens,meat,3.6135000000000003e-4
DOM,Dominican Republic,chickens,eggs,5.3874e-4
DOM,Dominican Republic,pigs,meat,0.015002960000000001
DOM,Dominican Republic,goats,milk,0.015001500000000001
DOM,Dominican Republic,goats,meat,0.015001500000000001
DOM,Dominican Republic,sheep,milk,0.0119574
DOM,Dominican Republic,sheep,meat,0.0119574
DOM,Dominican Republic,chickens,eggs&meat,4.5004500000000005e-4
DMA,Dominica,cows,milk,0.07008
DMA,Dominica,cows,meat,0.04007700000000001
DMA,Dominica,chickens,meat,3.6135e-4
DMA,Dominica,chickens,eggs,5.3874e-4
DMA,Dominica,pigs,meat,0.015002547805456703
DMA,Dominica,goats,milk,0.0150015
DMA,Dominica,goats,meat,0.0150015
DMA,Dominica,sheep,milk,0.0119574
DMA,Dominica,sheep,meat,0.0119574
DMA,Dominica,chickens,eggs&meat,4.50045e-4
ECU,Ecuador,cows,milk,0.07007999999999999
ECU,Ecuador,cows,meat,0.040077
ECU,Ecuador,chickens,meat,3.6135000000000003e-4
ECU,Ecuador,chickens,eggs,5.3874e-4
ECU,Ecuador,pigs,meat,0.01500296280358198
ECU,Ecuador,goats,milk,0.0150015
ECU,Ecuador,goats,meat,0.0150015
ECU,Ecuador,sheep,milk,0.0119574
ECU,Ecuador,sheep,meat,0.0119574
ECU,Ecuador,chickens,eggs&meat,4.5004500000000005e-4
EGY,Egypt,buffaloes,milk,0.044384
EGY,Egypt,cows,milk,0.060224999999999994
EGY,Egypt,cows,meat,0.03978135
EGY,Egypt,chickens,meat,3.6135000000000003e-4
EGY,Egypt,chickens,eggs,5.3874e-4
EGY,Egypt,pigs,meat,0.015002533032971532
EGY,Egypt,goats,milk,0.015001500000000001
EGY,Egypt,goats,meat,0.015001500000000001
EGY,Egypt,sheep,milk,0.0119574
EGY,Egypt,sheep,meat,0.0119574
EGY,Egypt,chickens,eggs&meat,4.5004500000000005e-4
SLV,El Salvador,cows,milk,0.07008
SLV,El Salvador,cows,meat,0.040076999999999995
SLV,El Salvador,chickens,meat,3.6135e-4
SLV,El Salvador,chickens,eggs,5.3874e-4
SLV,El Salvador,pigs,meat,0.015002964083660107
SLV,El Salvador,goats,milk,0.015001500000000001
