"iso3c","category1_production","category2_production","tonnes"
"BWA","chickens_eggs","chickens_eggs&meat",2860
"BWA","chickens_meat","chickens_eggs&meat",4600
"BWA","cows_meat","cows_meat",38642.31
"BWA","cows_milk","large_ruminant_milk",230000
"BWA","goats_meat","small_ruminant_meat",5688.89
"BWA","goats_milk","small_ruminant_milk",11691
"BWA","pigs_meat","pigs_meat",521.92
"BWA","sheep_meat","small_ruminant_meat",1665.52
"BRA","chickens_eggs","chickens_eggs&meat",2528693
"BRA","chickens_meat","chickens_eggs&meat",13607352
"BRA","cows_meat","cows_meat",10777857.14
"BRA","cows_milk","large_ruminant_milk",33312149
"BRA","goats_meat","small_ruminant_meat",42618.42
"BRA","goats_milk","small_ruminant_milk",264366
"BRA","pigs_meat","pigs_meat",4076018.27
"BRA","sheep_meat","small_ruminant_meat",108965.06
"VGB","cows_meat","cows_meat",166.32
"VGB","goats_meat","small_ruminant_meat",44.62
"VGB","pigs_meat","pigs_meat",19.79
"VGB","sheep_meat","small_ruminant_meat",89.12
"BRN","buffaloes_milk","large_ruminant_milk",210
"BRN","chickens_eggs","chickens_eggs&meat",8350
"BRN","chickens_meat","chickens_eggs&meat",23027
"BRN","cows_meat","cows_meat",804.18
"BRN","cows_milk","large_ruminant_milk",55
"BRN","goats_meat","small_ruminant_meat",60.19
"BRN","pigs_meat","pigs_meat",59.01
"BRN","sheep_meat","small_ruminant_meat",31.94
"BGR","buffaloes_milk","large_ruminant_milk",10375
"BGR","chickens_eggs","chickens_eggs&meat",79391
"BGR","chickens_meat","chickens_eggs&meat",87029
"BGR","cows_meat","cows_meat",21139.59
"BGR","cows_milk","large_ruminant_milk",968177
"BGR","goats_meat","small_ruminant_meat",1940.16
"BGR","goats_milk","small_ruminant_milk",43543
"BGR","pigs_meat","pigs_meat",87655.17
"BGR","sheep_meat","small_ruminant_meat",10569.05
"BGR","sheep_milk","small_ruminant_milk",69375
"BFA","chickens_eggs","chickens_eggs&meat",48000
"BFA","chickens_meat","chickens_eggs&meat",48073
"BFA","cows_meat","cows_meat",123060
"BFA","cows_milk","large_ruminant_milk",212236
"BFA","goats_meat","small_ruminant_meat",33894
"BFA","goats_milk","small_ruminant_milk",180332
"BFA","pigs_meat","pigs_meat",46846.47
"BFA","sheep_meat","small_ruminant_meat",18167.94
"BFA","sheep_milk","small_ruminant_milk",74489
"BDI","chickens_eggs","chickens_eggs&meat",2800
"BDI","chickens_meat","chickens_eggs&meat",6300
"BDI","cows_meat","cows_meat",12027.93
"BDI","cows_milk","large_ruminant_milk",66000
"BDI","goats_meat","small_ruminant_meat",4611.54
"BDI","goats_milk","small_ruminant_milk",56435
"BDI","pigs_meat","pigs_meat",9404.6
"BDI","sheep_meat","small_ruminant_meat",1304.98
"BDI","sheep_milk","small_ruminant_milk",1227
"CPV","chickens_eggs","chickens_eggs&meat",2690
"CPV","chickens_meat","chickens_eggs&meat",988
"CPV","cows_meat","cows_meat",795.32
"CPV","cows_milk","large_ruminant_milk",4649
"CPV","goats_meat","small_ruminant_meat",1091.12
"CPV","goats_milk","small_ruminant_milk",5433
"CPV","pigs_meat","pigs_meat",3068.15
"CPV","sheep_meat","small_ruminant_meat",62.43
"KHM","chickens_eggs","chickens_eggs&meat",19500
"KHM","chickens_meat","chickens_eggs&meat",17550
"KHM","cows_meat","cows_meat",69906
"KHM","cows_milk","large_ruminant_milk",24495
"KHM","pigs_meat","pigs_meat",102128.88
"CMR","chickens_eggs","chickens_eggs&meat",15650
"CMR","chickens_meat","chickens_eggs&meat",76471
"CMR","cows_meat","cows_meat",101050.56
"CMR","cows_milk","large_ruminant_milk",172348
"CMR","goats_meat","small_ruminant_meat",19620.06
"CMR","goats_milk","small_ruminant_milk",54037
"CMR","pigs_meat","pigs_meat",35929.21
"CMR","sheep_meat","small_ruminant_meat",20293.04
"CMR","sheep_milk","small_ruminant_milk",18377
"CAN","chickens_eggs","chickens_eggs&meat",553000
"CAN","chickens_meat","chickens_eggs&meat",1237223
"CAN","cows_meat","cows_meat",1205061.24
"CAN","cows_milk","large_ruminant_milk",8100000
"CAN","pigs_meat","pigs_meat",2267156.74
"CAN","sheep_meat","small_ruminant_meat",16838.44
"CYM","chickens_eggs","chickens_eggs&meat",7
"CAF","chickens_eggs","chickens_eggs&meat",2750
"CAF","chickens_meat","chickens_eggs&meat",6645
"CAF","cows_meat","cows_meat",111490.44
"CAF","cows_milk","large_ruminant_milk",80563
"CAF","goats_meat","small_ruminant_meat",28200.69
"CAF","pigs_meat","pigs_meat",19389.28
"CAF","sheep_meat","small_ruminant_meat",3000.03
"TCD","chickens_eggs","chickens_eggs&meat",7500
"TCD","chickens_meat","chickens_eggs&meat",6383
"TCD","cows_meat","cows_meat",491947.56
"TCD","cows_milk","large_ruminant_milk",280792
"TCD","goats_meat","small_ruminant_meat",132751.68
"TCD","goats_milk","small_ruminant_milk",214957
"TCD","pigs_meat","pigs_meat",2679.58
"TCD","sheep_meat","small_ruminant_meat",174193.55
"TCD","sheep_milk","small_ruminant_milk",120489
"CHL","chickens_eggs","chickens_eggs&meat",227687
"CHL","chickens_meat","chickens_eggs&meat",626127
"CHL","cows_meat","cows_meat",228388.38
"CHL","cows_milk","large_ruminant_milk",1990519
"CHL","goats_meat","small_ruminant_meat",6388.45
"CHL","goats_milk","small_ruminant_milk",8111
"CHL","pigs_meat","pigs_meat",527560.72
"CHL","sheep_meat","small_ruminant_meat",10763.91
"HKG","chickens_eggs","chickens_eggs&meat",273
"HKG","chickens_meat","chickens_eggs&meat",23405
"HKG","cows_meat","cows_meat",7893.6
"HKG","cows_milk","large_ruminant_milk",60
"HKG","goats_meat","small_ruminant_meat",154.21
"HKG","pigs_meat","pigs_meat",124672.06
"HKG","sheep_meat","small_ruminant_meat",0.05
"MAC","chickens_eggs","chickens_eggs&meat",430
"MAC","chickens_meat","chickens_eggs&meat",3806
"MAC","cows_meat","cows_meat",937.68
"MAC","goats_meat","small_ruminant_meat",28.59
"MAC","pigs_meat","pigs_meat",7227.86
"CHN","buffaloes_milk","large_ruminant_milk",2946374
"CHN","chickens_eggs","chickens_eggs&meat",26318000
"CHN","chickens_meat","chickens_eggs&meat",13865862
"CHN","cows_meat","cows_meat",6955435.2
"CHN","cows_milk","large_ruminant_milk",30386000
"CHN","goats_meat","small_ruminant_meat",2714493.77
"CHN","goats_milk","small_ruminant_milk",221735
"CHN","pigs_meat","pigs_meat",56916792
"CHN","sheep_meat","small_ruminant_meat",2882948.4
"CHN","sheep_milk","small_ruminant_milk",1171320
"TWN","chickens_eggs","chickens_eggs&meat",375153
"TWN","chickens_meat","chickens_eggs&meat",558724
"TWN","cows_meat","cows_meat",7645.87
"TWN","cows_milk","large_ruminant_milk",386362
"TWN","goats_meat","small_ruminant_meat",2254.78
"TWN","goats_milk","small_ruminant_milk",14200
"TWN","pigs_meat","pigs_meat",868539.37
"COL","chickens_eggs","chickens_eggs&meat",799000
"COL","chickens_meat","chickens_eggs&meat",1563569
"COL","cows_meat","cows_meat",882592.86
"COL","cows_milk","large_ruminant_milk",7100000
"COL","goats_meat","small_ruminant_meat",5442.32
"COL","pigs_meat","pigs_meat",368432.43
"COL","sheep_meat","small_ruminant_meat",3604.97
"COM","chickens_eggs","chickens_eggs&meat",1060
"COM","chickens_meat","chickens_eggs&meat",596
"COM","cows_meat","cows_meat",1510.56
"COM","cows_milk","large_ruminant_milk",13375
"COM","goats_meat","small_ruminant_meat",465.24
"COM","sheep_meat","small_ruminant_meat",112.85
"COG","chickens_eggs","chickens_eggs&meat",1600
"COG","chickens_meat","chickens_eggs&meat",6955
"COG","cows_meat","cows_meat",7806.93
"COG","cows_milk","large_ruminant_milk",4200
"COG","goats_meat","small_ruminant_meat",1317.64
"COG","pigs_meat","pigs_meat",2350.69
"COG","sheep_meat","small_ruminant_meat",556.53
"COK","chickens_eggs","chickens_eggs&meat",36
"COK","chickens_meat","chickens_eggs&meat",18
"COK","cows_meat","cows_meat",3.43
"COK","goats_meat","small_ruminant_meat",2.41
"COK","pigs_meat","pigs_meat",589.87
"CRI","chickens_eggs","chickens_eggs&meat",67313
"CRI","chickens_meat","chickens_eggs&meat",133200
"CRI","cows_meat","cows_meat",85535.41
"CRI","cows_milk","large_ruminant_milk",1144352
"CRI","goats_meat","small_ruminant_meat",26.57
"CRI","goats_milk","small_ruminant_milk",27
"CRI","pigs_meat","pigs_meat",63512.42
"CRI","sheep_meat","small_ruminant_meat",18
"CIV","chickens_eggs","chickens_eggs&meat",56800
"CIV","chickens_meat","chickens_eggs&meat",44724
"CIV","cows_meat","cows_meat",39896.48
"CIV","cows_milk","large_ruminant_milk",33000
"CIV","goats_meat","small_ruminant_meat",5362.91
"CIV","pigs_meat","pigs_meat",7734.3
"CIV","sheep_meat","small_ruminant_meat",9968.35
"HRV","chickens_eggs","chickens_eggs&meat",39234
"HRV","chickens_meat","chickens_eggs&meat",52400
"HRV","cows_meat","cows_meat",54607.85
"HRV","cows_milk","large_ruminant_milk",648400
"HRV","goats_meat","small_ruminant_meat",667.2
"HRV","goats_milk","small_ruminant_milk",10800
"HRV","pigs_meat","pigs_meat",111291.04
"HRV","sheep_meat","small_ruminant_meat",5371.97
"HRV","sheep_milk","small_ruminant_milk",9100
"CUB","chickens_eggs","chickens_eggs&meat",111558
"CUB","chickens_meat","chickens_eggs&meat",29250
"CUB","cows_meat","cows_meat",100260
"CUB","cows_milk","large_ruminant_milk",536400
"CUB","goats_meat","small_ruminant_meat",4204.87
"CUB","goats_milk","small_ruminant_milk",4700
"CUB","pigs_meat","pigs_meat",242110
"CUB","sheep_meat","small_ruminant_meat",12062.72
"CYP","chickens_eggs","chickens_eggs&meat",9635
"CYP","chickens_meat","chickens_eggs&meat",25100
"CYP","cows_meat","cows_meat",5957.6
"CYP","cows_milk","large_ruminant_milk",216368
"CYP","goats_meat","small_ruminant_meat",2431.33
"CYP","goats_milk","small_ruminant_milk",30356
"CYP","pigs_meat","pigs_meat",45300.17
"CYP","sheep_meat","small_ruminant_meat",3641.06
"CYP","sheep_milk","small_ruminant_milk",32294
"CZE","chickens_eggs","chickens_eggs&meat",84422
"CZE","chickens_meat","chickens_eggs&meat",151981
"CZE","cows_meat","cows_meat",77296.17
"CZE","cows_milk","large_ruminant_milk",3079213
"CZE","goats_meat","small_ruminant_meat",292.89
"CZE","goats_milk","small_ruminant_milk",10858
"CZE","pigs_meat","pigs_meat",231125.23
"CZE","sheep_meat","small_ruminant_meat",4121.11
"CZE","sheep_milk","small_ruminant_milk",2631
"PRK","chickens_eggs","chickens_eggs&meat",119700
"PRK","chickens_meat","chickens_eggs&meat",31122
"PRK","cows_meat","cows_meat",25802.35
"PRK","cows_milk","large_ruminant_milk",83048
"PRK","goats_meat","small_ruminant_meat",17778.37
"PRK","pigs_meat","pigs_meat",129029.03
"PRK","sheep_meat","small_ruminant_meat",1171.22
"COD","chickens_eggs","chickens_eggs&meat",8800
"COD","chickens_meat","chickens_eggs&meat",10307
"COD","cows_meat","cows_meat",19017.54
"COD","cows_milk","large_ruminant_milk",7165
"COD","goats_meat","small_ruminant_meat",22013.13
"COD","pigs_meat","pigs_meat",26600.18
"COD","sheep_meat","small_ruminant_meat",3386.62
"DNK","chickens_eggs","chickens_eggs&meat",87899
"DNK","chickens_meat","chickens_eggs&meat",151712
"DNK","cows_meat","cows_meat",135295.98
"DNK","cows_milk","large_ruminant_milk",5557160
"DNK","pigs_meat","pigs_meat",1600249.85
"DNK","sheep_meat","small_ruminant_meat",1908.47
"DJI","cows_meat","cows_meat",7525.95
"DJI","cows_milk","large_ruminant_milk",8850
"DJI","goats_meat","small_ruminant_meat",2887.54
"DJI","sheep_meat","small_ruminant_meat",2627.63
"DMA","chickens_eggs","chickens_eggs&meat",324
"DMA","chickens_meat","chickens_eggs&meat",356
"DMA","cows_meat","cows_meat",641.75
"DMA","cows_milk","large_ruminant_milk",6964
"DMA","goats_meat","small_ruminant_meat",52.05
"DMA","pigs_meat","pigs_meat",443.02
"DMA","sheep_meat","small_ruminant_meat",30.87
"DOM","chickens_eggs","chickens_eggs&meat",135353
"DOM","chickens_meat","chickens_eggs&meat",339110
"DOM","cows_meat","cows_meat",76028.42
"DOM","cows_milk","large_ruminant_milk",847686
"DOM","goats_meat","small_ruminant_meat",1067.03
"DOM","pigs_meat","pigs_meat",80461.78
"DOM","sheep_meat","small_ruminant_meat",1112.5
"ECU","chickens_eggs","chickens_eggs&meat",150500
"ECU","chickens_meat","chickens_eggs&meat",338000
"ECU","cows_meat","cows_meat",259795.19
"ECU","cows_milk","large_ruminant_milk",1850000
"ECU","goats_meat","small_ruminant_meat",528
"ECU","goats_milk","small_ruminant_milk",1200
"ECU","pigs_meat","pigs_meat",230734.47
"ECU","sheep_meat","small_ruminant_meat",5845.74
"ECU","sheep_milk","small_ruminant_milk",4300
"EGY","buffaloes_milk","large_ruminant_milk",2351119
"EGY","chickens_eggs","chickens_eggs&meat",435842
"EGY","chickens_meat","chickens_eggs&meat",1043615
"EGY","cows_meat","cows_meat",441354.96
"EGY","cows_milk","large_ruminant_milk",2961482
"EGY","goats_meat","small_ruminant_meat",38909.89
"EGY","goats_milk","small_ruminant_milk",16269
"EGY","pigs_meat","pigs_meat",526.02
"EGY","sheep_meat","small_ruminant_meat",67719.67
"EGY","sheep_milk","small_ruminant_milk",94552
"SLV","chickens_eggs","chickens_eggs&meat",66896
"SLV","chickens_meat","chickens_eggs&meat",136238
"SLV","cows_meat","cows_meat",21625.79
"SLV","cows_milk","large_ruminant_milk",461787
"SLV","goats_meat","small_ruminant_meat",100.22
"SLV","pigs_meat","pigs_meat",7435.85
"SLV","sheep_meat","small_ruminant_meat",41.93
"GNQ","chickens_eggs","chickens_eggs&meat",320
"GNQ","chickens_meat","chickens_eggs&meat",254
"GNQ","cows_meat","cows_meat",59.14
"GNQ","goats_meat","small_ruminant_meat",56.76
"GNQ","pigs_meat","pigs_meat",184.39
"GNQ","sheep_meat","small_ruminant_meat",120.57
"ERI","chickens_eggs","chickens_eggs&meat",2500
"ERI","chickens_meat","chickens_eggs&meat",1578
"ERI","cows_meat","cows_meat",28109.21
"ERI","cows_milk","large_ruminant_milk",120000
"ERI","goats_meat","small_ruminant_meat",8318.78
"ERI","goats_milk","small_ruminant_milk",18696
"ERI","sheep_meat","small_ruminant_meat",8244.23
"ERI","sheep_milk","small_ruminant_milk",13542
"EST","chickens_eggs","chickens_eggs&meat",12635
"EST","chickens_meat","chickens_eggs&meat",20400
"EST","cows_meat","cows_meat",14196.49
"EST","cows_milk","large_ruminant_milk",790028
"EST","goats_meat","small_ruminant_meat",17.9
"EST","goats_milk","small_ruminant_milk",618
"EST","pigs_meat","pigs_meat",40269.47
"EST","sheep_meat","small_ruminant_meat",703.64
"SWZ","chickens_eggs","chickens_eggs&meat",1375
"SWZ","chickens_meat","chickens_eggs&meat",6024
"SWZ","cows_meat","cows_meat",18629.79
"SWZ","cows_milk","large_ruminant_milk",39641
"SWZ","goats_meat","small_ruminant_meat",1938.91
"SWZ","pigs_meat","pigs_meat",1396.37
"SWZ","sheep_meat","small_ruminant_meat",676.81
"ETH","chickens_eggs","chickens_eggs&meat",55000
"ETH","chickens_meat","chickens_eggs&meat",71129
"ETH","cows_meat","cows_meat",481462.73
"ETH","cows_milk","large_ruminant_milk",3100000
"ETH","goats_meat","small_ruminant_meat",112254.88
"ETH","goats_milk","small_ruminant_milk",79128
"ETH","pigs_meat","pigs_meat",2123.36
"ETH","sheep_meat","small_ruminant_meat",131650.88
"ETH","sheep_milk","small_ruminant_milk",81854
"FLK","chickens_meat","chickens_eggs&meat",9
"FLK","cows_meat","cows_meat",164.31
"FLK","cows_milk","large_ruminant_milk",1490
"FLK","sheep_meat","small_ruminant_meat",940.87
"FRO","cows_meat","cows_meat",111.07
"FRO","sheep_meat","small_ruminant_meat",639.44
"FJI","chickens_eggs","chickens_eggs&meat",8143
"FJI","chickens_meat","chickens_eggs&meat",33071
"FJI","cows_meat","cows_meat",4804.39
"FJI","cows_milk","large_ruminant_milk",14444
"FJI","goats_meat","small_ruminant_meat",202.8
"FJI","pigs_meat","pigs_meat",4604.51
"FJI","sheep_meat","small_ruminant_meat",98.11
"FIN","chickens_eggs","chickens_eggs&meat",73550
"FIN","chickens_meat","chickens_eggs&meat",120800
"FIN","cows_meat","cows_meat",92867.08
"FIN","cows_milk","large_ruminant_milk",2405761
"FIN","goats_meat","small_ruminant_meat",0
"FIN","pigs_meat","pigs_meat",188601.09
"FIN","sheep_meat","small_ruminant_meat",1449
"FRA","chickens_eggs","chickens_eggs&meat",877856
"FRA","chickens_meat","chickens_eggs&meat",1161745
"FRA","cows_meat","cows_meat",1625654.22
"FRA","cows_milk","large_ruminant_milk",25539489
"FRA","goats_meat","small_ruminant_meat",13380.13
"FRA","goats_milk","small_ruminant_milk",648897
"FRA","pigs_meat","pigs_meat",2423249
"FRA","sheep_meat","small_ruminant_meat",109818.49
"FRA","sheep_milk","small_ruminant_milk",320679
"GUF","chickens_eggs","chickens_eggs&meat",690
"GUF","chickens_meat","chickens_eggs&meat",297
"GUF","cows_meat","cows_meat",629.73
"GUF","cows_milk","large_ruminant_milk",540
"GUF","goats_meat","small_ruminant_meat",4.77
"GUF","pigs_meat","pigs_meat",477.5
"GUF","sheep_meat","small_ruminant_meat",9.46
"PYF","chickens_eggs","chickens_eggs&meat",2250
"PYF","chickens_meat","chickens_eggs&meat",686
"PYF","cows_meat","cows_meat",162.44
"PYF","cows_milk","large_ruminant_milk",1231
"PYF","goats_meat","small_ruminant_meat",91.41
"PYF","pigs_meat","pigs_meat",1068
"PYF","sheep_meat","small_ruminant_meat",3.61
"GAB","chickens_eggs","chickens_eggs&meat",2500
"GAB","chickens_meat","chickens_eggs&meat",3900
"GAB","cows_meat","cows_meat",1419.22
"GAB","cows_milk","large_ruminant_milk",14000
"GAB","goats_meat","small_ruminant_meat",415.94
"GAB","pigs_meat","pigs_meat",3883.71
"GAB","sheep_meat","small_ruminant_meat",988.84
"GMB","chickens_eggs","chickens_eggs&meat",995
"GMB","chickens_meat","chickens_eggs&meat",1550
"GMB","cows_meat","cows_meat",5139.82
"GMB","cows_milk","large_ruminant_milk",75356
"GMB","goats_meat","small_ruminant_meat",1233.8
"GMB","pigs_meat","pigs_meat",525
"GMB","sheep_meat","small_ruminant_meat",395.56
"GEO","buffaloes_milk","large_ruminant_milk",6171
"GEO","chickens_eggs","chickens_eggs&meat",39307
"GEO","chickens_meat","chickens_eggs&meat",21800
"GEO","cows_meat","cows_meat",27004.76
"GEO","cows_milk","large_ruminant_milk",518100
"GEO","goats_meat","small_ruminant_meat",27.42
"GEO","goats_milk","small_ruminant_milk",3099
"GEO","pigs_meat","pigs_meat",18157.14
"GEO","sheep_meat","small_ruminant_meat",7816.67
"GEO","sheep_milk","small_ruminant_milk",7210
"DEU","chickens_eggs","chickens_eggs&meat",826200
