iso3c,nutrient,prod_system,split_rest_names,allocated_pesticide
AGO,N,I,fodd,0
AGO,N,H,lent,0
AGO,N,I,lent,0
AGO,N,H,opul,0.010269064716175195
AGO,N,I,opul,0
AGO,N,H,othr,0
AGO,N,I,othr,0
AGO,N,H,pige,0.009043674451731229
AGO,N,I,pige,0
AGO,N,H,rcof,0.009277012192187462
AGO,N,I,rcof,0
AGO,N,H,spis,0
AGO,N,I,spis,0
AGO,N,H,teas,6.420458601369278e-4
AGO,N,I,teas,0
AGO,N,H,tnut,2.3401287519053398
AGO,N,I,tnut,12.339813073318824
AGO,N,H,toba,0.001715179683335186
AGO,N,I,toba,5.890689230932521
AIA,N,H,acof,0
AIA,N,I,acof,0
AIA,N,H,bean,0
AIA,N,I,bean,0
AIA,N,H,chic,0
AIA,N,I,chic,0
AIA,N,H,coco,0
AIA,N,I,coco,0
AIA,N,H,cowp,0
AIA,N,I,cowp,0
AIA,N,H,fodd,0
AIA,N,I,fodd,0
AIA,N,H,lent,0
AIA,N,I,lent,0
AIA,N,H,opul,0
AIA,N,I,opul,0
AIA,N,H,othr,0
AIA,N,I,othr,0
AIA,N,H,pige,0
AIA,N,I,pige,0
AIA,N,H,rcof,0
AIA,N,I,rcof,0
AIA,N,H,spis,0
AIA,N,I,spis,0
AIA,N,H,teas,0
AIA,N,I,teas,0
AIA,N,H,tnut,0
AIA,N,I,tnut,0
AIA,N,H,toba,0
AIA,N,I,toba,0
ATG,N,H,acof,0
ATG,N,I,acof,0
ATG,N,H,bean,0
ATG,N,I,bean,0
ATG,N,H,chic,0
ATG,N,I,chic,0
ATG,N,H,coco,0
ATG,N,I,coco,0
ATG,N,H,cowp,0
ATG,N,I,cowp,0
ATG,N,H,fodd,0
ATG,N,I,fodd,0
ATG,N,H,lent,0
ATG,N,I,lent,0
ATG,N,H,opul,0
ATG,N,I,opul,0
ATG,N,H,othr,0
ATG,N,I,othr,0
ATG,N,H,pige,0
ATG,N,I,pige,0
ATG,N,H,rcof,0
ATG,N,I,rcof,0
ATG,N,H,spis,0
ATG,N,I,spis,0
ATG,N,H,teas,0
ATG,N,I,teas,0
ATG,N,H,tnut,0
ATG,N,I,tnut,0
ATG,N,H,toba,0
ATG,N,I,toba,0
ARG,N,H,acof,0
ARG,N,I,acof,0
ARG,N,H,bean,20.533644737082863
ARG,N,I,bean,3789.6755258148773
ARG,N,H,chic,0.0889844007650648
ARG,N,I,chic,1087.033420532713
ARG,N,H,coco,0
ARG,N,I,coco,0
ARG,N,H,cowp,0
ARG,N,I,cowp,0
ARG,N,H,fodd,900460.6368505243
ARG,N,I,fodd,2.7698178048793602
ARG,N,H,lent,0
ARG,N,I,lent,1439.411642128541
ARG,N,H,opul,43.63794949341786
ARG,N,I,opul,21851.578569449135
ARG,N,H,othr,428.42662241422715
ARG,N,I,othr,86.90887613332028
ARG,N,H,pige,0
ARG,N,I,pige,0
ARG,N,H,rcof,0
ARG,N,I,rcof,0
ARG,N,H,spis,32521.862631114847
ARG,N,I,spis,6597.252313178563
ARG,N,H,teas,0
ARG,N,I,teas,0
ARG,N,H,tnut,49725.066948876585
ARG,N,I,tnut,10087.024174771263
ARG,N,H,toba,0.07118752061205183
ARG,N,I,toba,0
ARM,N,H,acof,0
ARM,N,I,acof,0
ARM,N,H,bean,4.273437112098273
ARM,N,I,bean,238.7931350223974
ARM,N,H,chic,0
ARM,N,I,chic,0
ARM,N,H,coco,0
ARM,N,I,coco,0
ARM,N,H,cowp,0
ARM,N,I,cowp,0
ARM,N,H,fodd,3837.6362809269353
ARM,N,I,fodd,6600.283370578969
ARM,N,H,lent,0.009631420707697954
ARM,N,I,lent,0.6318211977935005
ARM,N,H,opul,0.02577551686717633
ARM,N,I,opul,2.277342689821562
ARM,N,H,othr,0
ARM,N,I,othr,0
ARM,N,H,pige,0
ARM,N,I,pige,0
ARM,N,H,rcof,0
ARM,N,I,rcof,0
ARM,N,H,spis,0
ARM,N,I,spis,0
ARM,N,H,teas,0
ARM,N,I,teas,0
ARM,N,H,tnut,38.428221979282306
ARM,N,I,tnut,0
ARM,N,H,toba,0
ARM,N,I,toba,13.268824378172738
ABW,N,H,acof,0
ABW,N,I,acof,0
ABW,N,H,bean,0
ABW,N,I,bean,0
ABW,N,H,chic,0
ABW,N,I,chic,0
ABW,N,H,coco,0
ABW,N,I,coco,0
ABW,N,H,cowp,0
ABW,N,I,cowp,0
ABW,N,H,fodd,0
ABW,N,I,fodd,0
ABW,N,H,lent,0
ABW,N,I,lent,0
ABW,N,H,opul,0
ABW,N,I,opul,0
ABW,N,H,othr,0
ABW,N,I,othr,0
ABW,N,H,pige,0
ABW,N,I,pige,0
ABW,N,H,rcof,0
ABW,N,I,rcof,0
ABW,N,H,spis,0
ABW,N,I,spis,0
ABW,N,H,teas,0
ABW,N,I,teas,0
ABW,N,H,tnut,0
ABW,N,I,tnut,0
ABW,N,H,toba,0
ABW,N,I,toba,0
AUS,N,H,acof,0
AUS,N,I,acof,0
AUS,N,H,bean,4289.718581790109
AUS,N,I,bean,0
AUS,N,H,chic,0
AUS,N,I,chic,0
AUS,N,H,coco,0
AUS,N,I,coco,0
AUS,N,H,cowp,0
AUS,N,I,cowp,0
AUS,N,H,fodd,0
AUS,N,I,fodd,0
AUS,N,H,lent,0
AUS,N,I,lent,0
AUS,N,H,opul,37442.63010003435
AUS,N,I,opul,0
AUS,N,H,othr,0
AUS,N,I,othr,0
AUS,N,H,pige,0
AUS,N,I,pige,0
AUS,N,H,rcof,0
AUS,N,I,rcof,0
AUS,N,H,spis,23.550833918492334
AUS,N,I,spis,118.12694653454554
AUS,N,H,teas,0
AUS,N,I,teas,0
AUS,N,H,tnut,2360.0424200082557
AUS,N,I,tnut,11837.568297856396
AUS,N,H,toba,0
AUS,N,I,toba,0
AUT,N,H,acof,0
AUT,N,I,acof,0
AUT,N,H,bean,0.008591875608668345
AUT,N,I,bean,0.2663481317059712
AUT,N,H,chic,0
AUT,N,I,chic,0
AUT,N,H,coco,0
AUT,N,I,coco,0
AUT,N,H,cowp,0
AUT,N,I,cowp,0
AUT,N,H,fodd,12365.061916086206
AUT,N,I,fodd,712.6100377384267
AUT,N,H,lent,0
AUT,N,I,lent,0.008497459393188477
AUT,N,H,opul,38.139618498466525
AUT,N,I,opul,10.832183383130872
AUT,N,H,othr,0
AUT,N,I,othr,23.038554126445597
AUT,N,H,pige,0
AUT,N,I,pige,0
AUT,N,H,rcof,0
AUT,N,I,rcof,0
AUT,N,H,spis,0
AUT,N,I,spis,0
AUT,N,H,teas,0
AUT,N,I,teas,0
AUT,N,H,tnut,0
AUT,N,I,tnut,118.47756474879091
AUT,N,H,toba,0
AUT,N,I,toba,0.8695969467522987
AZE,N,H,acof,0
AZE,N,I,acof,0
AZE,N,H,bean,0.8377263013498663
AZE,N,I,bean,1.3744256426583954
AZE,N,H,chic,0
AZE,N,I,chic,0
AZE,N,H,coco,0
AZE,N,I,coco,0
AZE,N,H,cowp,0
AZE,N,I,cowp,0
AZE,N,H,fodd,1506.1050716658335
AZE,N,I,fodd,4116.6993017373115
AZE,N,H,lent,0.043706519707562404
AZE,N,I,lent,0.013369053316881869
AZE,N,H,opul,0.26186031451733627
AZE,N,I,opul,0.2565988228989793
AZE,N,H,othr,0
AZE,N,I,othr,0
AZE,N,H,pige,0
AZE,N,I,pige,0
AZE,N,H,rcof,0
AZE,N,I,rcof,0
AZE,N,H,spis,0
AZE,N,I,spis,0
AZE,N,H,teas,0
AZE,N,I,teas,2.3820880590552647
AZE,N,H,tnut,0.0367281669093271
AZE,N,I,tnut,910.4790217806986
AZE,N,H,toba,0
AZE,N,I,toba,3.4870154260536737
BHS,N,H,acof,0
BHS,N,I,acof,0
BHS,N,H,bean,0
BHS,N,I,bean,0
BHS,N,H,chic,0
BHS,N,I,chic,0
BHS,N,H,coco,0
BHS,N,I,coco,0
BHS,N,H,cowp,0
BHS,N,I,cowp,0
BHS,N,H,fodd,0
BHS,N,I,fodd,0
BHS,N,H,lent,0
BHS,N,I,lent,0
BHS,N,H,opul,0
BHS,N,I,opul,0
BHS,N,H,othr,0
BHS,N,I,othr,0
BHS,N,H,pige,0
BHS,N,I,pige,0
BHS,N,H,rcof,0
BHS,N,I,rcof,0
BHS,N,H,spis,0
BHS,N,I,spis,0
BHS,N,H,teas,0
BHS,N,I,teas,0
BHS,N,H,tnut,0
BHS,N,I,tnut,0
BHS,N,H,toba,0
BHS,N,I,toba,0
BHR,N,H,acof,0
BHR,N,I,acof,0
BHR,N,H,bean,0
BHR,N,I,bean,0
BHR,N,H,chic,0
BHR,N,I,chic,0
BHR,N,H,coco,0
BHR,N,I,coco,0
BHR,N,H,cowp,0
BHR,N,I,cowp,0
BHR,N,H,fodd,0
BHR,N,I,fodd,172.16268625913628
BHR,N,H,lent,0
BHR,N,I,lent,0
BHR,N,H,opul,0
BHR,N,I,opul,0.2382563876396778
BHR,N,H,othr,0
BHR,N,I,othr,0
BHR,N,H,pige,0
BHR,N,I,pige,0
BHR,N,H,rcof,0
BHR,N,I,rcof,0
BHR,N,H,spis,0
BHR,N,I,spis,0
BHR,N,H,teas,0
BHR,N,I,teas,0
BHR,N,H,tnut,2.358668821706805
BHR,N,I,tnut,0
BHR,N,H,toba,0
BHR,N,I,toba,0
BGD,N,H,acof,0
BGD,N,I,acof,0
BGD,N,H,bean,0
BGD,N,I,bean,3.9528123994269793
BGD,N,H,chic,0
BGD,N,I,chic,0
BGD,N,H,coco,0
BGD,N,I,coco,0
BGD,N,H,cowp,0
BGD,N,I,cowp,0.0012174583777565756
BGD,N,H,fodd,7.61456024491378
BGD,N,I,fodd,0
BGD,N,H,lent,0
BGD,N,I,lent,0
BGD,N,H,opul,9.397993484547072
BGD,N,I,opul,27.58210964478057
BGD,N,H,othr,7.247795308772879
BGD,N,I,othr,0.005604771947419633
BGD,N,H,pige,0.14293354659704982
BGD,N,I,pige,0.5933735236375042
BGD,N,H,rcof,0
BGD,N,I,rcof,0
BGD,N,H,spis,3551.560290839341
BGD,N,I,spis,2.7464470001284824
BGD,N,H,teas,183.97706858347635
BGD,N,I,teas,1305.2248427447769
BGD,N,H,tnut,1937.645444812696
BGD,N,I,tnut,1.4983950664259007
BGD,N,H,toba,15.555065610096696
BGD,N,I,toba,55.854667373632985
BRB,N,H,acof,0
BRB,N,I,acof,0
BRB,N,H,bean,0
BRB,N,I,bean,0
BRB,N,H,chic,0
BRB,N,I,chic,0
BRB,N,H,coco,0
BRB,N,I,coco,0
BRB,N,H,cowp,0
BRB,N,I,cowp,0
BRB,N,H,fodd,0
BRB,N,I,fodd,0
BRB,N,H,lent,0
BRB,N,I,lent,0
BRB,N,H,opul,0
BRB,N,I,opul,0
BRB,N,H,othr,0
BRB,N,I,othr,0
BRB,N,H,pige,0
BRB,N,I,pige,0
BRB,N,H,rcof,0
BRB,N,I,rcof,0
BRB,N,H,spis,0
BRB,N,I,spis,0
BRB,N,H,teas,0
BRB,N,I,teas,0
BRB,N,H,tnut,0
BRB,N,I,tnut,0
BRB,N,H,toba,0
BRB,N,I,toba,0
BLR,N,H,acof,0
BLR,N,I,acof,0
BLR,N,H,bean,448.64359457959927
BLR,N,I,bean,53.08142065893663
BLR,N,H,chic,0
BLR,N,I,chic,0
BLR,N,H,coco,0
BLR,N,I,coco,0
BLR,N,H,cowp,0
BLR,N,I,cowp,0
BLR,N,H,fodd,16553.101785226354
BLR,N,I,fodd,292.11226224907216
BLR,N,H,lent,0
BLR,N,I,lent,0.0061474995218599405
BLR,N,H,opul,276.786628003843
BLR,N,I,opul,32.9585545647874
BLR,N,H,othr,0
BLR,N,I,othr,0
BLR,N,H,pige,0
BLR,N,I,pige,0
BLR,N,H,rcof,0
BLR,N,I,rcof,0
BLR,N,H,spis,0
BLR,N,I,spis,0
BLR,N,H,teas,0
BLR,N,I,teas,0
BLR,N,H,tnut,56.37274056886981
BLR,N,I,tnut,0
BLR,N,H,toba,0
BLR,N,I,toba,0
BEL,N,H,acof,0
BEL,N,I,acof,0
BEL,N,H,bean,12.03739206369232
BEL,N,I,bean,0.4885715469913458
BEL,N,H,chic,0
BEL,N,I,chic,0
BEL,N,H,coco,0
BEL,N,I,coco,0
BEL,N,H,cowp,0
BEL,N,I,cowp,0
BEL,N,H,fodd,31965.155405668578
BEL,N,I,fodd,700.1856141098956
BEL,N,H,lent,0
BEL,N,I,lent,0
BEL,N,H,opul,44.550911369678055
BEL,N,I,opul,1.8513510362100845
BEL,N,H,othr,16.840383191682793
BEL,N,I,othr,0
BEL,N,H,pige,0
BEL,N,I,pige,0
BEL,N,H,rcof,0
BEL,N,I,rcof,0
BEL,N,H,spis,0
BEL,N,I,spis,0
BEL,N,H,teas,0
BEL,N,I,teas,0
BEL,N,H,tnut,14.6699127170515
BEL,N,I,tnut,0
BEL,N,H,toba,0
BEL,N,I,toba,0.006155742287126239
BLZ,N,H,acof,0
BLZ,N,I,acof,0
BLZ,N,H,bean,9618.300082943028
BLZ,N,I,bean,0
BLZ,N,H,chic,0
BLZ,N,I,chic,0
BLZ,N,H,coco,0
BLZ,N,I,coco,0
BLZ,N,H,cowp,0
BLZ,N,I,cowp,0
BLZ,N,H,fodd,0
BLZ,N,I,fodd,0
BLZ,N,H,lent,0
BLZ,N,I,lent,0
BLZ,N,H,opul,3434.163252412743
BLZ,N,I,opul,0
BLZ,N,H,othr,275.0690381647251
BLZ,N,I,othr,0
BLZ,N,H,pige,0
BLZ,N,I,pige,0
BLZ,N,H,rcof,0
BLZ,N,I,rcof,0
BLZ,N,H,spis,673.1535962764384
BLZ,N,I,spis,0
BLZ,N,H,teas,0
BLZ,N,I,teas,0
BLZ,N,H,tnut,791.9454073840452
BLZ,N,I,tnut,0
BLZ,N,H,toba,0
BLZ,N,I,toba,0
BEN,N,H,acof,0
BEN,N,I,acof,0
BEN,N,H,bean,642.5357174958905
BEN,N,I,bean,0
BEN,N,H,chic,0
BEN,N,I,chic,0
BEN,N,H,coco,0
BEN,N,I,coco,0
BEN,N,H,cowp,0
BEN,N,I,cowp,0
BEN,N,H,fodd,0
BEN,N,I,fodd,0
BEN,N,H,lent,0
BEN,N,I,lent,0
BEN,N,H,opul,121.35028979074012
BEN,N,I,opul,0
BEN,N,H,othr,0
BEN,N,I,othr,0
BEN,N,H,pige,0
BEN,N,I,pige,0
BEN,N,H,rcof,3.373502497533558
BEN,N,I,rcof,0
BEN,N,H,spis,15136.287991813158
BEN,N,I,spis,22.585084370704575
BEN,N,H,teas,0
BEN,N,I,teas,0
BEN,N,H,tnut,9753.968696411474
BEN,N,I,tnut,14.55404421935782
BEN,N,H,toba,4.141018990168384
BEN,N,I,toba,0
BMU,N,H,acof,0
BMU,N,I,acof,0
BMU,N,H,bean,0
BMU,N,I,bean,0
BMU,N,H,chic,0
BMU,N,I,chic,0
BMU,N,H,coco,0
BMU,N,I,coco,0
BMU,N,H,cowp,0
BMU,N,I,cowp,0
BMU,N,H,fodd,0
BMU,N,I,fodd,0
BMU,N,H,lent,0
BMU,N,I,lent,0
BMU,N,H,opul,0
BMU,N,I,opul,0
BMU,N,H,othr,0
BMU,N,I,othr,0
BMU,N,H,pige,0
BMU,N,I,pige,0
BMU,N,H,rcof,0
BMU,N,I,rcof,0
BMU,N,H,spis,0
BMU,N,I,spis,0
BMU,N,H,teas,0
BMU,N,I,teas,0
BMU,N,H,tnut,0
BMU,N,I,tnut,0
BMU,N,H,toba,0
BMU,N,I,toba,0
BTN,N,H,acof,0
BTN,N,I,acof,0
BTN,N,H,bean,0
BTN,N,I,bean,0
BTN,N,H,chic,0
BTN,N,I,chic,0
BTN,N,H,coco,0
BTN,N,I,coco,0
BTN,N,H,cowp,0
BTN,N,I,cowp,0
BTN,N,H,fodd,0.009843453185612508
BTN,N,I,fodd,0
BTN,N,H,lent,0
BTN,N,I,lent,0
BTN,N,H,opul,9.457065710596576e-5
BTN,N,I,opul,0
BTN,N,H,othr,0
BTN,N,I,othr,0
BTN,N,H,pige,0
BTN,N,I,pige,0
BTN,N,H,rcof,0
BTN,N,I,rcof,0
BTN,N,H,spis,0.5926946731547813
BTN,N,I,spis,0
BTN,N,H,teas,0
BTN,N,I,teas,0
BTN,N,H,tnut,0.1946250472668543
BTN,N,I,tnut,0
BTN,N,H,toba,0
BTN,N,I,toba,0
BOL,N,H,acof,3493.647349644497
BOL,N,I,acof,0
BOL,N,H,bean,9600.416681775469
BOL,N,I,bean,1127.4081183834726
BOL,N,H,chic,498.5512762861585
BOL,N,I,chic,0
BOL,N,H,coco,5028.039610460024
BOL,N,I,coco,0
BOL,N,H,cowp,0
BOL,N,I,cowp,0
BOL,N,H,fodd,25533.674112989815
BOL,N,I,fodd,0.5993663928018473
BOL,N,H,lent,0
BOL,N,I,lent,0
BOL,N,H,opul,4624.652464136107
BOL,N,I,opul,0
BOL,N,H,othr,418.7990703165121
BOL,N,I,othr,2452.3115458336933
BOL,N,H,pige,0
BOL,N,I,pige,0
BOL,N,H,rcof,0
BOL,N,I,rcof,0
BOL,N,H,spis,182.95719470276373
BOL,N,I,spis,1071.320537188097
BOL,N,H,teas,157.02435748629676
BOL,N,I,teas,0
BOL,N,H,tnut,6909.085319811619
BOL,N,I,tnut,40456.70305475293
BOL,N,H,toba,522.9467747921188
BOL,N,I,toba,0
BES,N,H,acof,0
BES,N,I,acof,0
BES,N,H,bean,0
BES,N,I,bean,0
BES,N,H,chic,0
BES,N,I,chic,0
BES,N,H,coco,0
BES,N,I,coco,0
BES,N,H,cowp,0
BES,N,I,cowp,0
BES,N,H,fodd,0
BES,N,I,fodd,0
BES,N,H,lent,0
BES,N,I,lent,0
BES,N,H,opul,0
BES,N,I,opul,0
BES,N,H,othr,0
BES,N,I,othr,0
BES,N,H,pige,0
BES,N,I,pige,0
BES,N,H,rcof,0
BES,N,I,rcof,0
BES,N,H,spis,0
BES,N,I,spis,0
BES,N,H,teas,0
BES,N,I,teas,0
BES,N,H,tnut,0
BES,N,I,tnut,0
BES,N,H,toba,0
BES,N,I,toba,0
BIH,N,H,acof,0
BIH,N,I,acof,0
BIH,N,H,bean,933.3384453854376
BIH,N,I,bean,0
BIH,N,H,chic,0
BIH,N,I,chic,0
BIH,N,H,coco,0
BIH,N,I,coco,0
BIH,N,H,cowp,0.5789665158076345
BIH,N,I,cowp,0
BIH,N,H,fodd,8852.59987430554
BIH,N,I,fodd,18.469551100192913
BIH,N,H,lent,0.030753681277370742
BIH,N,I,lent,0
BIH,N,H,opul,120.13167537531615
BIH,N,I,opul,0
BIH,N,H,othr,0
BIH,N,I,othr,0
BIH,N,H,pige,0
BIH,N,I,pige,0
BIH,N,H,rcof,0
BIH,N,I,rcof,0
BIH,N,H,spis,1824.4487397039932
BIH,N,I,spis,10.712546984856232
BIH,N,H,teas,0
BIH,N,I,teas,0
BIH,N,H,tnut,224.92455610377786
BIH,N,I,tnut,1.3206810325597742
BIH,N,H,toba,52.41046842200881
BIH,N,I,toba,1.6759161609244255
BWA,N,H,acof,0
BWA,N,I,acof,0
BWA,N,H,bean,0
BWA,N,I,bean,0
BWA,N,H,chic,0
BWA,N,I,chic,0
BWA,N,H,coco,0
BWA,N,I,coco,0
BWA,N,H,cowp,0
BWA,N,I,cowp,0
BWA,N,H,fodd,0.09509828438399293
BWA,N,I,fodd,0.40785337779993547
BWA,N,H,lent,0
BWA,N,I,lent,0
BWA,N,H,opul,58.097979913738875
BWA,N,I,opul,0
BWA,N,H,othr,0
BWA,N,I,othr,0
BWA,N,H,pige,0
BWA,N,I,pige,0
BWA,N,H,rcof,0
BWA,N,I,rcof,0
BWA,N,H,spis,0
BWA,N,I,spis,0
BWA,N,H,teas,0
BWA,N,I,teas,0
BWA,N,H,tnut,0
BWA,N,I,tnut,0
BWA,N,H,toba,0
BWA,N,I,toba,0
BRA,N,H,acof,1.9709184020554646
BRA,N,I,acof,120200.4004798868
BRA,N,H,bean,2566.482497868328
BRA,N,I,bean,82081.36961194074
BRA,N,H,chic,0
BRA,N,I,chic,0
BRA,N,H,coco,1.9709184622210683
BRA,N,I,coco,6045.682705502979
BRA,N,H,cowp,0
BRA,N,I,cowp,0
BRA,N,H,fodd,546.3757028342827
BRA,N,I,fodd,0
BRA,N,H,lent,0
BRA,N,I,lent,0
BRA,N,H,opul,22.483069193959505
BRA,N,I,opul,376.5914087969099
BRA,N,H,othr,48126.749576661634
BRA,N,I,othr,131990.24137451098
BRA,N,H,pige,0
BRA,N,I,pige,0
BRA,N,H,rcof,0
BRA,N,I,rcof,79773.16864277954
BRA,N,H,spis,48905.98826553663
BRA,N,I,spis,134127.34578547723
BRA,N,H,teas,0
BRA,N,I,teas,0
BRA,N,H,tnut,131680.12311223563
BRA,N,I,tnut,361139.9343456873
BRA,N,H,toba,7.117205236230854
BRA,N,I,toba,6.350736966215451
IOT,N,H,acof,0
IOT,N,I,acof,0
IOT,N,H,bean,0
IOT,N,I,bean,0
IOT,N,H,chic,0
IOT,N,I,chic,0
IOT,N,H,coco,0
IOT,N,I,coco,0
IOT,N,H,cowp,0
IOT,N,I,cowp,0
IOT,N,H,fodd,0
IOT,N,I,fodd,0
IOT,N,H,lent,0
IOT,N,I,lent,0
IOT,N,H,opul,0
IOT,N,I,opul,0
