iso3c,country,animal,system_1,system_2,product,tonnes_per_head,gapfilled,gf_int,gf_int_prod
ALB,Albania,sheep,non-dairy,All systems,meat,0,NA,0.03881748374449811,0.014798038111732194
DZA,Algeria,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
DZA,Algeria,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
DZA,Algeria,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
DZA,Algeria,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
DZA,Algeria,cows,dairy,All systems,milk,0.7038239224317366,NA,0.7252514995172334,0.7038239224317366
DZA,Algeria,cows,dairy,All systems,meat,0.021427577085496755,NA,0.7252514995172334,0.021427577085496755
DZA,Algeria,cows,non-dairy,All systems,milk,0,NA,0.7252514995172334,0.7038239224317366
DZA,Algeria,cows,non-dairy,All systems,meat,0,NA,0.7252514995172334,0.021427577085496755
DZA,Algeria,goats,dairy,All systems,milk,0.03695948080316184,NA,0.04174150061120341,0.03695948080316184
DZA,Algeria,goats,dairy,All systems,meat,0.00478201980804157,NA,0.04174150061120341,0.00478201980804157
DZA,Algeria,goats,non-dairy,All systems,milk,0,NA,0.04174150061120341,0.03695948080316184
DZA,Algeria,goats,non-dairy,All systems,meat,0,NA,0.04174150061120341,0.00478201980804157
DZA,Algeria,sheep,dairy,All systems,milk,0.009733932420772796,NA,0.015587540501706375,0.009733932420772796
DZA,Algeria,sheep,dairy,All systems,meat,0.00585360808093358,NA,0.015587540501706375,0.00585360808093358
DZA,Algeria,sheep,non-dairy,All systems,milk,0,NA,0.015587540501706375,0.009733932420772796
DZA,Algeria,sheep,non-dairy,All systems,meat,0,NA,0.015587540501706375,0.00585360808093358
ASM,American Samoa,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
ASM,American Samoa,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
ASM,American Samoa,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
ASM,American Samoa,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
ASM,American Samoa,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean,0,0.6443353857041486
ASM,American Samoa,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean,0,0.04979231432360938
ASM,American Samoa,cows,non-dairy,All systems,milk,0,rate gf with global mean,0,0.6443353857041486
ASM,American Samoa,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean,0,0.04979231432360938
ASM,American Samoa,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean,0,0.036853123384769114
ASM,American Samoa,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean,0,0.006732853074592355
ASM,American Samoa,goats,non-dairy,All systems,milk,0,rate gf with global mean,0,0.036853123384769114
ASM,American Samoa,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean,0,0.006732853074592355
ASM,American Samoa,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean,0,0.01776753168294103
ASM,American Samoa,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean,0,0.007394704992069966
ASM,American Samoa,sheep,non-dairy,All systems,milk,0,rate gf with global mean,0,0.01776753168294103
ASM,American Samoa,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean,0,0.007394704992069966
AND,Andorra,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
AND,Andorra,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
AND,Andorra,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
AND,Andorra,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
AND,Andorra,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean,0,0.6443353857041486
AND,Andorra,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean,0,0.04979231432360938
AND,Andorra,cows,non-dairy,All systems,milk,0,rate gf with global mean,0,0.6443353857041486
AND,Andorra,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean,0,0.04979231432360938
AND,Andorra,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean,0,0.036853123384769114
AND,Andorra,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean,0,0.006732853074592355
AND,Andorra,goats,non-dairy,All systems,milk,0,rate gf with global mean,0,0.036853123384769114
AND,Andorra,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean,0,0.006732853074592355
AND,Andorra,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean,0,0.01776753168294103
AND,Andorra,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean,0,0.007394704992069966
AND,Andorra,sheep,non-dairy,All systems,milk,0,rate gf with global mean,0,0.01776753168294103
AND,Andorra,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean,0,0.007394704992069966
AGO,Angola,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
AGO,Angola,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
AGO,Angola,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
AGO,Angola,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
AGO,Angola,cows,dairy,All systems,milk,0.16229333763915307,NA,0.1952916377145655,0.16229333763915307
AGO,Angola,cows,dairy,All systems,meat,0.02147988021126795,NA,0.1952916377145655,0.03299830007541244
AGO,Angola,cows,non-dairy,All systems,milk,0,NA,0.1952916377145655,0.16229333763915307
AGO,Angola,cows,non-dairy,All systems,meat,0.011518419864144492,NA,0.1952916377145655,0.03299830007541244
AGO,Angola,goats,dairy,All systems,milk,0,NA,0.0034033922219215028,0
AGO,Angola,goats,dairy,All systems,meat,0,NA,0.0034033922219215028,0.0034033922219215028
AGO,Angola,goats,non-dairy,All systems,milk,0,NA,0.0034033922219215028,0
AGO,Angola,goats,non-dairy,All systems,meat,0.0034033922219215028,NA,0.0034033922219215028,0.0034033922219215028
AGO,Angola,sheep,dairy,All systems,milk,0,NA,0.004909332420606806,0
AGO,Angola,sheep,dairy,All systems,meat,0,NA,0.004909332420606806,0.004909332420606806
AGO,Angola,sheep,non-dairy,All systems,milk,0,NA,0.004909332420606806,0
AGO,Angola,sheep,non-dairy,All systems,meat,0.004909332420606806,NA,0.004909332420606806,0.004909332420606806
AIA,Anguilla,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
AIA,Anguilla,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
AIA,Anguilla,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
AIA,Anguilla,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
AIA,Anguilla,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean,0,0.6443353857041486
AIA,Anguilla,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean,0,0.04979231432360938
AIA,Anguilla,cows,non-dairy,All systems,milk,0,rate gf with global mean,0,0.6443353857041486
AIA,Anguilla,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean,0,0.04979231432360938
AIA,Anguilla,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean,0,0.036853123384769114
AIA,Anguilla,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean,0,0.006732853074592355
AIA,Anguilla,goats,non-dairy,All systems,milk,0,rate gf with global mean,0,0.036853123384769114
AIA,Anguilla,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean,0,0.006732853074592355
AIA,Anguilla,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean,0,0.01776753168294103
AIA,Anguilla,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean,0,0.007394704992069966
AIA,Anguilla,sheep,non-dairy,All systems,milk,0,rate gf with global mean,0,0.01776753168294103
AIA,Anguilla,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean,0,0.007394704992069966
ATG,Antigua & Barbuda,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
ATG,Antigua & Barbuda,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
ATG,Antigua & Barbuda,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
ATG,Antigua & Barbuda,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
ATG,Antigua & Barbuda,cows,dairy,All systems,milk,0.4320286535949702,NA,0.4524134609712954,0.4320286535949702
ATG,Antigua & Barbuda,cows,dairy,All systems,meat,0.020384807376325198,NA,0.4524134609712954,0.020384807376325198
ATG,Antigua & Barbuda,cows,non-dairy,All systems,milk,0,NA,0.4524134609712954,0.4320286535949702
ATG,Antigua & Barbuda,cows,non-dairy,All systems,meat,0,NA,0.4524134609712954,0.020384807376325198
ATG,Antigua & Barbuda,goats,dairy,All systems,milk,0,NA,0.004057910486154776,0
ATG,Antigua & Barbuda,goats,dairy,All systems,meat,0,NA,0.004057910486154776,0.004057910486154776
ATG,Antigua & Barbuda,goats,non-dairy,All systems,milk,0,NA,0.004057910486154776,0
ATG,Antigua & Barbuda,goats,non-dairy,All systems,meat,0.004057910486154776,NA,0.004057910486154776,0.004057910486154776
ATG,Antigua & Barbuda,sheep,dairy,All systems,milk,0,NA,0.007793437971655945,0
ATG,Antigua & Barbuda,sheep,dairy,All systems,meat,0,NA,0.007793437971655945,0.007793437971655945
ATG,Antigua & Barbuda,sheep,non-dairy,All systems,milk,0,NA,0.007793437971655945,0
ATG,Antigua & Barbuda,sheep,non-dairy,All systems,meat,0.007793437971655945,NA,0.007793437971655945,0.007793437971655945
ARG,Argentina,buffalo,dairy,All systems,milk,0,NA,0.07596705676368315,0
ARG,Argentina,buffalo,dairy,All systems,meat,0,NA,0.07596705676368315,0.07596705676368315
ARG,Argentina,buffalo,non-dairy,All systems,milk,0,NA,0.07596705676368315,0
ARG,Argentina,buffalo,non-dairy,All systems,meat,0.07596705676368315,NA,0.07596705676368315,0.07596705676368315
ARG,Argentina,cows,dairy,All systems,milk,1.889952301498217,NA,1.9896478752844662,1.889952301498217
ARG,Argentina,cows,dairy,All systems,meat,0.04548324777830001,NA,1.9896478752844662,0.09969557378624933
ARG,Argentina,cows,non-dairy,All systems,milk,0,NA,1.9896478752844662,1.889952301498217
ARG,Argentina,cows,non-dairy,All systems,meat,0.05421232600794932,NA,1.9896478752844662,0.09969557378624933
ARG,Argentina,goats,dairy,All systems,milk,0,NA,0.0073919097472128215,0
ARG,Argentina,goats,dairy,All systems,meat,0,NA,0.0073919097472128215,0.0073919097472128215
ARG,Argentina,goats,non-dairy,All systems,milk,0,NA,0.0073919097472128215,0
ARG,Argentina,goats,non-dairy,All systems,meat,0.0073919097472128215,NA,0.0073919097472128215,0.0073919097472128215
ARG,Argentina,sheep,dairy,All systems,milk,0,NA,0.00892253091852279,0
ARG,Argentina,sheep,dairy,All systems,meat,0,NA,0.00892253091852279,0.00892253091852279
ARG,Argentina,sheep,non-dairy,All systems,milk,0,NA,0.00892253091852279,0
ARG,Argentina,sheep,non-dairy,All systems,meat,0.00892253091852279,NA,0.00892253091852279,0.00892253091852279
ARM,Armenia,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
ARM,Armenia,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
ARM,Armenia,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
ARM,Armenia,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
ARM,Armenia,cows,dairy,All systems,milk,0.7798715927688603,NA,0.8426378725609154,0.7798715927688603
ARM,Armenia,cows,dairy,All systems,meat,0.06276627979205507,NA,0.8426378725609154,0.06276627979205507
ARM,Armenia,cows,non-dairy,All systems,milk,0,NA,0.8426378725609154,0.7798715927688603
ARM,Armenia,cows,non-dairy,All systems,meat,0,NA,0.8426378725609154,0.06276627979205507
ARM,Armenia,goats,dairy,All systems,milk,0.050095721489175855,NA,0.06013544191720163,0.050095721489175855
ARM,Armenia,goats,dairy,All systems,meat,0.010039720428025773,NA,0.06013544191720163,0.010039720428025773
ARM,Armenia,goats,non-dairy,All systems,milk,0,NA,0.06013544191720163,0.050095721489175855
ARM,Armenia,goats,non-dairy,All systems,meat,0,NA,0.06013544191720163,0.010039720428025773
ARM,Armenia,sheep,dairy,All systems,milk,0.062370251326583866,NA,0.06829199409449194,0.062370251326583866
ARM,Armenia,sheep,dairy,All systems,meat,0.005921742767908065,NA,0.06829199409449194,0.005921742767908065
ARM,Armenia,sheep,non-dairy,All systems,milk,0,NA,0.06829199409449194,0.062370251326583866
ARM,Armenia,sheep,non-dairy,All systems,meat,0,NA,0.06829199409449194,0.005921742767908065
ABW,Aruba,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
ABW,Aruba,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
ABW,Aruba,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
ABW,Aruba,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
ABW,Aruba,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean,0,0.6443353857041486
ABW,Aruba,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean,0,0.04979231432360938
ABW,Aruba,cows,non-dairy,All systems,milk,0,rate gf with global mean,0,0.6443353857041486
ABW,Aruba,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean,0,0.04979231432360938
ABW,Aruba,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean,0,0.036853123384769114
ABW,Aruba,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean,0,0.006732853074592355
ABW,Aruba,goats,non-dairy,All systems,milk,0,rate gf with global mean,0,0.036853123384769114
ABW,Aruba,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean,0,0.006732853074592355
ABW,Aruba,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean,0,0.01776753168294103
ABW,Aruba,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean,0,0.007394704992069966
ABW,Aruba,sheep,non-dairy,All systems,milk,0,rate gf with global mean,0,0.01776753168294103
ABW,Aruba,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean,0,0.007394704992069966
AUS,Australia,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
AUS,Australia,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
AUS,Australia,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
AUS,Australia,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
AUS,Australia,cows,dairy,All systems,milk,2.511027318680519,NA,2.6350238234436913,2.511027318680519
AUS,Australia,cows,dairy,All systems,meat,0.06374171063905033,NA,2.6350238234436913,0.12399650476317234
AUS,Australia,cows,non-dairy,All systems,milk,0,NA,2.6350238234436913,2.511027318680519
AUS,Australia,cows,non-dairy,All systems,meat,0.06025479412412201,NA,2.6350238234436913,0.12399650476317234
AUS,Australia,goats,dairy,All systems,milk,0,NA,0.023722223146375045,0
AUS,Australia,goats,dairy,All systems,meat,0.011861124581145795,NA,0.023722223146375045,0.023722223146375045
AUS,Australia,goats,non-dairy,All systems,milk,0,NA,0.023722223146375045,0
AUS,Australia,goats,non-dairy,All systems,meat,0.01186109856522925,NA,0.023722223146375045,0.023722223146375045
AUS,Australia,sheep,dairy,All systems,milk,0,NA,0.013912894145131865,0
AUS,Australia,sheep,dairy,All systems,meat,0,NA,0.013912894145131865,0.013912894145131865
AUS,Australia,sheep,non-dairy,All systems,milk,0,NA,0.013912894145131865,0
AUS,Australia,sheep,non-dairy,All systems,meat,0.013912894145131865,NA,0.013912894145131865,0.013912894145131865
AUT,Austria,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
AUT,Austria,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
AUT,Austria,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
AUT,Austria,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
AUT,Austria,cows,dairy,All systems,milk,2.0376604610770417,NA,2.227167385295075,2.0376604610770417
AUT,Austria,cows,dairy,All systems,meat,0.08832397485131822,NA,2.227167385295075,0.18950692421803317
AUT,Austria,cows,non-dairy,All systems,milk,0,NA,2.227167385295075,2.0376604610770417
AUT,Austria,cows,non-dairy,All systems,meat,0.10118294936671496,NA,2.227167385295075,0.18950692421803317
AUT,Austria,goats,dairy,All systems,milk,0.2595438866224267,NA,0.2705254865191523,0.2595438866224267
AUT,Austria,goats,dairy,All systems,meat,0.010981599896725584,NA,0.2705254865191523,0.010981599896725584
AUT,Austria,goats,non-dairy,All systems,milk,0,NA,0.2705254865191523,0.2595438866224267
AUT,Austria,goats,non-dairy,All systems,meat,0,NA,0.2705254865191523,0.010981599896725584
AUT,Austria,sheep,dairy,All systems,milk,0.16036364005119705,NA,0.18509335045194678,0.16036364005119705
AUT,Austria,sheep,dairy,All systems,meat,0.01236484754959396,NA,0.18509335045194678,0.024729710400749727
AUT,Austria,sheep,non-dairy,All systems,milk,0,NA,0.18509335045194678,0.16036364005119705
AUT,Austria,sheep,non-dairy,All systems,meat,0.012364862851155766,NA,0.18509335045194678,0.024729710400749727
AZE,Azerbaijan,buffalo,dairy,All systems,milk,0.06273589378925133,NA,0.0709915287735489,0.06273589378925133
AZE,Azerbaijan,buffalo,dairy,All systems,meat,0.00825563498429757,NA,0.0709915287735489,0.00825563498429757
AZE,Azerbaijan,buffalo,non-dairy,All systems,milk,0,NA,0.0709915287735489,0.06273589378925133
AZE,Azerbaijan,buffalo,non-dairy,All systems,meat,0,NA,0.0709915287735489,0.00825563498429757
AZE,Azerbaijan,cows,dairy,All systems,milk,0.44796612597260294,NA,0.51073242897462,0.44796612597260294
AZE,Azerbaijan,cows,dairy,All systems,meat,0.06276630300201706,NA,0.51073242897462,0.06276630300201706
AZE,Azerbaijan,cows,non-dairy,All systems,milk,0,NA,0.51073242897462,0.44796612597260294
AZE,Azerbaijan,cows,non-dairy,All systems,meat,0,NA,0.51073242897462,0.06276630300201706
AZE,Azerbaijan,goats,dairy,All systems,milk,0.01870479578031295,NA,0.03878439526629825,0.01870479578031295
AZE,Azerbaijan,goats,dairy,All systems,meat,0.010039791187406902,NA,0.03878439526629825,0.020079599485985297
AZE,Azerbaijan,goats,non-dairy,All systems,milk,0,NA,0.03878439526629825,0.01870479578031295
AZE,Azerbaijan,goats,non-dairy,All systems,meat,0.010039808298578394,NA,0.03878439526629825,0.020079599485985297
AZE,Azerbaijan,sheep,dairy,All systems,milk,0.041970909065506386,NA,0.05381439681183578,0.041970909065506386
AZE,Azerbaijan,sheep,dairy,All systems,meat,0.005921744856937198,NA,0.05381439681183578,0.011843487746329397
AZE,Azerbaijan,sheep,non-dairy,All systems,milk,0,NA,0.05381439681183578,0.041970909065506386
AZE,Azerbaijan,sheep,non-dairy,All systems,meat,0.0059217428893921994,NA,0.05381439681183578,0.011843487746329397
BHS,Bahamas,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
BHS,Bahamas,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
BHS,Bahamas,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
BHS,Bahamas,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
BHS,Bahamas,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean,0,0.6443353857041486
BHS,Bahamas,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean,0,0.04979231432360938
BHS,Bahamas,cows,non-dairy,All systems,milk,0,rate gf with global mean,0,0.6443353857041486
BHS,Bahamas,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean,0,0.04979231432360938
BHS,Bahamas,goats,dairy,All systems,milk,0.1099763745602705,NA,0.11403458168098643,0.1099763745602705
BHS,Bahamas,goats,dairy,All systems,meat,0.004058207120715938,NA,0.11403458168098643,0.004058207120715938
BHS,Bahamas,goats,non-dairy,All systems,milk,0,NA,0.11403458168098643,0.1099763745602705
BHS,Bahamas,goats,non-dairy,All systems,meat,0,NA,0.11403458168098643,0.004058207120715938
BHS,Bahamas,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean,0,0.01776753168294103
BHS,Bahamas,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean,0,0.007394704992069966
BHS,Bahamas,sheep,non-dairy,All systems,milk,0,rate gf with global mean,0,0.01776753168294103
BHS,Bahamas,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean,0,0.007394704992069966
BHR,Bahrain,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
BHR,Bahrain,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
BHR,Bahrain,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
BHR,Bahrain,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
BHR,Bahrain,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean,0,0.6443353857041486
BHR,Bahrain,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean,0,0.04979231432360938
BHR,Bahrain,cows,non-dairy,All systems,milk,0,rate gf with global mean,0,0.6443353857041486
BHR,Bahrain,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean,0,0.04979231432360938
BHR,Bahrain,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean,0,0.036853123384769114
BHR,Bahrain,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean,0,0.006732853074592355
BHR,Bahrain,goats,non-dairy,All systems,milk,0,rate gf with global mean,0,0.036853123384769114
BHR,Bahrain,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean,0,0.006732853074592355
BHR,Bahrain,sheep,dairy,All systems,milk,0,NA,0.005868042834554203,0
BHR,Bahrain,sheep,dairy,All systems,meat,0,NA,0.005868042834554203,0.005868042834554203
BHR,Bahrain,sheep,non-dairy,All systems,milk,0,NA,0.005868042834554203,0
BHR,Bahrain,sheep,non-dairy,All systems,meat,0.005868042834554203,NA,0.005868042834554203,0.005868042834554203
BGD,Bangladesh,buffalo,dairy,All systems,milk,0,NA,0.013981463339104631,0
BGD,Bangladesh,buffalo,dairy,All systems,meat,0,NA,0.013981463339104631,0.013981463339104631
BGD,Bangladesh,buffalo,non-dairy,All systems,milk,0,NA,0.013981463339104631,0
BGD,Bangladesh,buffalo,non-dairy,All systems,meat,0.013981463339104631,NA,0.013981463339104631,0.013981463339104631
BGD,Bangladesh,cows,dairy,All systems,milk,0.06645605264848824,NA,0.1105582755452032,0.06645605264848824
BGD,Bangladesh,cows,dairy,All systems,meat,0.0220515225255025,NA,0.1105582755452032,0.044102222896714956
BGD,Bangladesh,cows,non-dairy,All systems,milk,0,NA,0.1105582755452032,0.06645605264848824
BGD,Bangladesh,cows,non-dairy,All systems,meat,0.022050700371212456,NA,0.1105582755452032,0.044102222896714956
BGD,Bangladesh,goats,dairy,All systems,milk,0.026726376006914,NA,0.03341603177350976,0.026726376006914
BGD,Bangladesh,goats,dairy,All systems,meat,0.00668965576659576,NA,0.03341603177350976,0.00668965576659576
BGD,Bangladesh,goats,non-dairy,All systems,milk,0,NA,0.03341603177350976,0.026726376006914
BGD,Bangladesh,goats,non-dairy,All systems,meat,0,NA,0.03341603177350976,0.00668965576659576
