iso3c,country,animal,system_1,system_2,product,tonnes_per_head
AGO,Angola,chickens,backyard,backyard,meat,4.191356264924615e-4
AGO,Angola,chickens,layers,industrial,eggs,0.03404695528070907
AGO,Angola,chickens,layers,industrial,meat,0.005738508465403462
AGO,Angola,chickens,broilers,industrial,eggs,0
AGO,Angola,chickens,broilers,industrial,meat,0.005624594402849621
AIA,Anguilla,chickens,backyard,backyard,eggs,0
AIA,Anguilla,chickens,backyard,backyard,meat,0
AIA,Anguilla,chickens,layers,industrial,eggs,0
AIA,Anguilla,chickens,layers,industrial,meat,0
AIA,Anguilla,chickens,broilers,industrial,eggs,0
AIA,Anguilla,chickens,broilers,industrial,meat,0.01282626055486296
ATG,Antigua & Barbuda,chickens,backyard,backyard,eggs,0
ATG,Antigua & Barbuda,chickens,backyard,backyard,meat,0
ATG,Antigua & Barbuda,chickens,layers,industrial,eggs,0.04365655834722179
ATG,Antigua & Barbuda,chickens,layers,industrial,meat,0.004979073186804877
ATG,Antigua & Barbuda,chickens,broilers,industrial,eggs,0
ATG,Antigua & Barbuda,chickens,broilers,industrial,meat,0.01282628046885453
ARG,Argentina,chickens,backyard,backyard,eggs,0.0022579438357234576
ARG,Argentina,chickens,backyard,backyard,meat,4.4632882124063107e-4
ARG,Argentina,chickens,layers,industrial,eggs,0.04614624601619246
ARG,Argentina,chickens,layers,industrial,meat,0.0057525140835209656
ARG,Argentina,chickens,broilers,industrial,eggs,0
ARG,Argentina,chickens,broilers,industrial,meat,0.012858349772589749
ARM,Armenia,chickens,backyard,backyard,eggs,0.0031219462277527615
ARM,Armenia,chickens,backyard,backyard,meat,3.8224958595289437e-4
ARM,Armenia,chickens,layers,industrial,eggs,0.043948211695556724
ARM,Armenia,chickens,layers,industrial,meat,0.0053555121869969646
ARM,Armenia,chickens,broilers,industrial,eggs,0
ARM,Armenia,chickens,broilers,industrial,meat,0.00862941948307403
ABW,Aruba,chickens,backyard,backyard,eggs,0
ABW,Aruba,chickens,backyard,backyard,meat,0
ABW,Aruba,chickens,layers,industrial,eggs,0
ABW,Aruba,chickens,layers,industrial,meat,0
ABW,Aruba,chickens,broilers,industrial,eggs,0
ABW,Aruba,chickens,broilers,industrial,meat,0
AUS,Australia,chickens,backyard,backyard,eggs,0
AUS,Australia,chickens,backyard,backyard,meat,0
AUS,Australia,chickens,layers,industrial,eggs,0.04510696017166451
AUS,Australia,chickens,layers,industrial,meat,0.005978697076924069
AUS,Australia,chickens,broilers,industrial,eggs,0
AUS,Australia,chickens,broilers,industrial,meat,0.00933007879735905
AUT,Austria,chickens,backyard,backyard,eggs,0
AUT,Austria,chickens,backyard,backyard,meat,0
AUT,Austria,chickens,layers,industrial,eggs,0.04195347204238058
AUT,Austria,chickens,layers,industrial,meat,0.005450880519431413
AUT,Austria,chickens,broilers,industrial,eggs,0
AUT,Austria,chickens,broilers,industrial,meat,0.010183876901345947
AZE,Azerbaijan,chickens,backyard,backyard,eggs,0.003121948514193171
AZE,Azerbaijan,chickens,backyard,backyard,meat,3.8224988408424405e-4
AZE,Azerbaijan,chickens,layers,industrial,eggs,0.04394819640480413
AZE,Azerbaijan,chickens,layers,industrial,meat,0.005355510453354242
AZE,Azerbaijan,chickens,broilers,industrial,eggs,0
AZE,Azerbaijan,chickens,broilers,industrial,meat,0.009027700615126127
BHS,Bahamas,chickens,backyard,backyard,eggs,0.0022579248891504674
BHS,Bahamas,chickens,backyard,backyard,meat,4.463246441998371e-4
BHS,Bahamas,chickens,layers,industrial,eggs,0.043657457762002416
BHS,Bahamas,chickens,layers,industrial,meat,0.004979175042510776
BHS,Bahamas,chickens,broilers,industrial,eggs,0
BHS,Bahamas,chickens,broilers,industrial,meat,0.012826258737430986
BHR,Bahrain,chickens,backyard,backyard,eggs,0.0031220324647613143
BHR,Bahrain,chickens,backyard,backyard,meat,3.822608304863814e-4
BHR,Bahrain,chickens,layers,industrial,eggs,0.04394794721695488
BHR,Bahrain,chickens,layers,industrial,meat,0.005355482200807595
BHR,Bahrain,chickens,broilers,industrial,eggs,0
BHR,Bahrain,chickens,broilers,industrial,meat,0.009027703375133112
BGD,Bangladesh,chickens,backyard,backyard,eggs,0.0014327392426973751
BGD,Bangladesh,chickens,backyard,backyard,meat,3.227924878825366e-4
BGD,Bangladesh,chickens,layers,industrial,eggs,0.007509134180624293
BGD,Bangladesh,chickens,layers,industrial,meat,0.0016187784504236595
BGD,Bangladesh,chickens,broilers,industrial,eggs,0
BGD,Bangladesh,chickens,broilers,industrial,meat,0.007457947960915085
BRB,Barbados,chickens,backyard,backyard,eggs,0.0022579533127184775
BRB,Barbados,chickens,backyard,backyard,meat,4.4633091057862475e-4
BRB,Barbados,chickens,layers,industrial,eggs,0.043657653504592095
BRB,Barbados,chickens,layers,industrial,meat,0.00497919720970224
BRB,Barbados,chickens,broilers,industrial,eggs,0
BRB,Barbados,chickens,broilers,industrial,meat,0.0128262571259501
BLR,Belarus,chickens,backyard,backyard,eggs,0.005434012419605459
BLR,Belarus,chickens,backyard,backyard,meat,0.0012041694281096991
BLR,Belarus,chickens,layers,industrial,eggs,0.05336360287580085
BLR,Belarus,chickens,layers,industrial,meat,0.0059105858411230795
BLR,Belarus,chickens,broilers,industrial,eggs,0
BLR,Belarus,chickens,broilers,industrial,meat,0.009678841422066835
BEL,Belgium,chickens,backyard,backyard,eggs,0
BEL,Belgium,chickens,backyard,backyard,meat,0
BEL,Belgium,chickens,layers,industrial,eggs,0.04722319828820399
BEL,Belgium,chickens,layers,industrial,meat,0.006091129841259499
BEL,Belgium,chickens,broilers,industrial,eggs,0
BEL,Belgium,chickens,broilers,industrial,meat,0.010302351403904272
BLZ,Belize,chickens,backyard,backyard,eggs,0.0022579403942637618
BLZ,Belize,chickens,backyard,backyard,meat,4.463280625220201e-4
BLZ,Belize,chickens,layers,industrial,eggs,0.043657810416951284
BLZ,Belize,chickens,layers,industrial,meat,0.004979214979500395
BLZ,Belize,chickens,broilers,industrial,eggs,0
BLZ,Belize,chickens,broilers,industrial,meat,0.01282625208398843
BEN,Benin,chickens,backyard,backyard,eggs,4.841979689693925e-4
BEN,Benin,chickens,backyard,backyard,meat,2.9936062527980496e-4
BEN,Benin,chickens,layers,industrial,eggs,0.03404695811612435
BEN,Benin,chickens,layers,industrial,meat,0.005738508932787824
BEN,Benin,chickens,broilers,industrial,eggs,0
BEN,Benin,chickens,broilers,industrial,meat,0.005624595174847043
BMU,Bermuda,chickens,backyard,backyard,eggs,0
BMU,Bermuda,chickens,backyard,backyard,meat,0
BMU,Bermuda,chickens,layers,industrial,eggs,0
BMU,Bermuda,chickens,layers,industrial,meat,0
BMU,Bermuda,chickens,broilers,industrial,eggs,0
BMU,Bermuda,chickens,broilers,industrial,meat,0
BTN,Bhutan,chickens,backyard,backyard,eggs,0.0015887138196014959
BTN,Bhutan,chickens,backyard,backyard,meat,3.227938402525895e-4
BTN,Bhutan,chickens,layers,industrial,eggs,0.007509143561483062
BTN,Bhutan,chickens,layers,industrial,meat,0.0016187804532466648
BTN,Bhutan,chickens,broilers,industrial,eggs,0
BTN,Bhutan,chickens,broilers,industrial,meat,0.0074579899406226275
BOL,Bolivia,chickens,backyard,backyard,eggs,0.002257943699790607
BOL,Bolivia,chickens,backyard,backyard,meat,4.4632879127230567e-4
BOL,Bolivia,chickens,layers,industrial,eggs,0.046146237229494805
BOL,Bolivia,chickens,layers,industrial,meat,0.005752513030557626
BOL,Bolivia,chickens,broilers,industrial,eggs,0
BOL,Bolivia,chickens,broilers,industrial,meat,0.012858349865136334
BIH,Bosnia & Herzegovina,chickens,backyard,backyard,eggs,0.005434010344675745
BIH,Bosnia & Herzegovina,chickens,backyard,backyard,meat,0.0012041688811324685
BIH,Bosnia & Herzegovina,chickens,layers,industrial,eggs,0.052191656201960444
BIH,Bosnia & Herzegovina,chickens,layers,industrial,meat,0.006131634684073744
BIH,Bosnia & Herzegovina,chickens,broilers,industrial,eggs,0
BIH,Bosnia & Herzegovina,chickens,broilers,industrial,meat,0.00899707067023971
BWA,Botswana,chickens,backyard,backyard,eggs,9.969835034798445e-4
BWA,Botswana,chickens,backyard,backyard,meat,4.224812615067236e-4
BWA,Botswana,chickens,layers,industrial,eggs,0.034046972454015216
BWA,Botswana,chickens,layers,industrial,meat,0.005738511296217986
BWA,Botswana,chickens,broilers,industrial,eggs,0
BWA,Botswana,chickens,broilers,industrial,meat,0.0056245944538462714
BRA,Brazil,chickens,backyard,backyard,eggs,0.002905094955003652
BRA,Brazil,chickens,backyard,backyard,meat,4.4632879597572876e-4
BRA,Brazil,chickens,layers,industrial,eggs,0.030871231882100444
BRA,Brazil,chickens,layers,industrial,meat,0.001936263035517181
BRA,Brazil,chickens,broilers,industrial,eggs,0
BRA,Brazil,chickens,broilers,industrial,meat,0.013106734410279805
VGB,British Virgin Islands,chickens,backyard,backyard,eggs,0
VGB,British Virgin Islands,chickens,backyard,backyard,meat,0
VGB,British Virgin Islands,chickens,layers,industrial,eggs,0
VGB,British Virgin Islands,chickens,layers,industrial,meat,0
VGB,British Virgin Islands,chickens,broilers,industrial,eggs,0
VGB,British Virgin Islands,chickens,broilers,industrial,meat,0.012826256052240135
BRN,Brunei,chickens,backyard,backyard,eggs,8.465319858410096e-4
BRN,Brunei,chickens,backyard,backyard,meat,6.170915929090739e-4
BRN,Brunei,chickens,layers,industrial,eggs,0.02967068381382765
BRN,Brunei,chickens,layers,industrial,meat,0.0022582449762567403
BRN,Brunei,chickens,broilers,industrial,eggs,0
BRN,Brunei,chickens,broilers,industrial,meat,0.009564335357595427
BGR,Bulgaria,chickens,backyard,backyard,eggs,0.005434010817476148
BGR,Bulgaria,chickens,backyard,backyard,meat,8.841437160210831e-4
BGR,Bulgaria,chickens,layers,industrial,eggs,0.05336359186458944
BGR,Bulgaria,chickens,layers,industrial,meat,0.005910584661975696
BGR,Bulgaria,chickens,broilers,industrial,eggs,0
BGR,Bulgaria,chickens,broilers,industrial,meat,0.009678841681294435
BFA,Burkina Faso,chickens,backyard,backyard,eggs,4.133397339410389e-4
BFA,Burkina Faso,chickens,backyard,backyard,meat,2.993606308780728e-4
BFA,Burkina Faso,chickens,layers,industrial,eggs,0.03404702192123432
BFA,Burkina Faso,chickens,layers,industrial,meat,0.005738519450298576
BFA,Burkina Faso,chickens,broilers,industrial,eggs,0
BFA,Burkina Faso,chickens,broilers,industrial,meat,0.0056245989801169275
BDI,Burundi,chickens,backyard,backyard,eggs,0.0010204755302640452
BDI,Burundi,chickens,backyard,backyard,meat,4.742187929062272e-4
BDI,Burundi,chickens,layers,industrial,eggs,0.03404732508527934
BDI,Burundi,chickens,layers,industrial,meat,0.005738569423272616
BDI,Burundi,chickens,broilers,industrial,eggs,0
BDI,Burundi,chickens,broilers,industrial,meat,0.005624594453846273
CPV,Cape Verde,chickens,backyard,backyard,eggs,4.8419739285632176e-4
CPV,Cape Verde,chickens,backyard,backyard,meat,2.993599898687024e-4
CPV,Cape Verde,chickens,layers,industrial,eggs,0
CPV,Cape Verde,chickens,layers,industrial,meat,0
CPV,Cape Verde,chickens,broilers,industrial,eggs,0
CPV,Cape Verde,chickens,broilers,industrial,meat,0
KHM,Cambodia,chickens,backyard,backyard,eggs,8.465310913729933e-4
KHM,Cambodia,chickens,backyard,backyard,meat,6.170907810868093e-4
KHM,Cambodia,chickens,layers,industrial,eggs,0.029670682942382006
KHM,Cambodia,chickens,layers,industrial,meat,0.0022582449107299337
KHM,Cambodia,chickens,broilers,industrial,eggs,0
KHM,Cambodia,chickens,broilers,industrial,meat,0.009564334626552241
CMR,Cameroon,chickens,backyard,backyard,eggs,9.92779933997943e-4
CMR,Cameroon,chickens,backyard,backyard,meat,4.191355975488346e-4
CMR,Cameroon,chickens,layers,industrial,eggs,0.034046897039334764
CMR,Cameroon,chickens,layers,industrial,meat,0.005738498865008117
CMR,Cameroon,chickens,broilers,industrial,eggs,0
CMR,Cameroon,chickens,broilers,industrial,meat,0.005624594251510152
CAN,Canada,chickens,backyard,backyard,eggs,0
CAN,Canada,chickens,backyard,backyard,meat,0
CAN,Canada,chickens,layers,industrial,eggs,0.04539670322260175
CAN,Canada,chickens,layers,industrial,meat,0.005315848286774351
CAN,Canada,chickens,broilers,industrial,eggs,0
CAN,Canada,chickens,broilers,industrial,meat,0.010773665763069607
CYM,Cayman Islands,chickens,backyard,backyard,eggs,0
CYM,Cayman Islands,chickens,backyard,backyard,meat,0
CYM,Cayman Islands,chickens,layers,industrial,eggs,0
CYM,Cayman Islands,chickens,layers,industrial,meat,0
CYM,Cayman Islands,chickens,broilers,industrial,eggs,0
CYM,Cayman Islands,chickens,broilers,industrial,meat,0
CAF,Central African Republic,chickens,backyard,backyard,eggs,9.927799053079237e-4
CAF,Central African Republic,chickens,backyard,backyard,meat,4.1913558279204206e-4
CAF,Central African Republic,chickens,layers,industrial,eggs,0.03404688301590075
CAF,Central African Republic,chickens,layers,industrial,meat,0.005738496553412412
CAF,Central African Republic,chickens,broilers,industrial,eggs,0
CAF,Central African Republic,chickens,broilers,industrial,meat,0.00562459295064666
TCD,Chad,chickens,backyard,backyard,eggs,9.927799393292746e-4
TCD,Chad,chickens,backyard,backyard,meat,4.1913560029102e-4
TCD,Chad,chickens,layers,industrial,eggs,0.03405141054617374
TCD,Chad,chickens,layers,industrial,meat,0.005739242862734062
TCD,Chad,chickens,broilers,industrial,eggs,0
TCD,Chad,chickens,broilers,industrial,meat,0.005624648923189041
CHL,Chile,chickens,backyard,backyard,eggs,0.0022579433969349407
CHL,Chile,chickens,backyard,backyard,meat,4.463287245034778e-4
CHL,Chile,chickens,layers,industrial,eggs,0.04614624556826936
CHL,Chile,chickens,layers,industrial,meat,0.005752514029843621
CHL,Chile,chickens,broilers,industrial,eggs,0
CHL,Chile,chickens,broilers,industrial,meat,0.01285834972583656
HKG,Hong Kong SAR China,chickens,backyard,backyard,eggs,0.0012403905171555654
HKG,Hong Kong SAR China,chickens,backyard,backyard,meat,4.434378859471402e-4
HKG,Hong Kong SAR China,chickens,layers,industrial,eggs,0
HKG,Hong Kong SAR China,chickens,layers,industrial,meat,0
HKG,Hong Kong SAR China,chickens,broilers,industrial,eggs,0
HKG,Hong Kong SAR China,chickens,broilers,industrial,meat,0
MAC,Macau SAR China,chickens,backyard,backyard,eggs,0
MAC,Macau SAR China,chickens,backyard,backyard,meat,0
MAC,Macau SAR China,chickens,layers,industrial,eggs,0
MAC,Macau SAR China,chickens,layers,industrial,meat,0
MAC,Macau SAR China,chickens,broilers,industrial,eggs,0
MAC,Macau SAR China,chickens,broilers,industrial,meat,0
CHN,China,chickens,backyard,backyard,eggs,0.0012407982543227469
CHN,China,chickens,backyard,backyard,meat,4.4294722105480154e-4
CHN,China,chickens,layers,industrial,eggs,0.04344249079432178
CHN,China,chickens,layers,industrial,meat,0.0056146600582045935
CHN,China,chickens,broilers,industrial,eggs,0
CHN,China,chickens,broilers,industrial,meat,0.008410754708570624
COL,Colombia,chickens,backyard,backyard,eggs,0.002257943748764948
COL,Colombia,chickens,backyard,backyard,meat,4.4632880206939393e-4
COL,Colombia,chickens,layers,industrial,eggs,0.05075675914915388
COL,Colombia,chickens,layers,industrial,meat,0.0057024444933505385
COL,Colombia,chickens,broilers,industrial,eggs,0
COL,Colombia,chickens,broilers,industrial,meat,0.012901133596916173
COM,Comoros,chickens,backyard,backyard,eggs,0.0010204758399941641
COM,Comoros,chickens,backyard,backyard,meat,4.7421895837073476e-4
COM,Comoros,chickens,layers,industrial,eggs,0.034047824244925064
COM,Comoros,chickens,layers,industrial,meat,0.0057386517037818835
COM,Comoros,chickens,broilers,industrial,eggs,0
COM,Comoros,chickens,broilers,industrial,meat,0.005624569465241385
COG,Congo - Brazzaville,chickens,backyard,backyard,eggs,9.927796817716054e-4
COG,Congo - Brazzaville,chickens,backyard,backyard,meat,4.191354678155047e-4
COG,Congo - Brazzaville,chickens,layers,industrial,eggs,0.03404673206705815
COG,Congo - Brazzaville,chickens,layers,industrial,meat,0.005738471671297542
COG,Congo - Brazzaville,chickens,broilers,industrial,eggs,0
COG,Congo - Brazzaville,chickens,broilers,industrial,meat,0.005624592946928417
COK,Cook Islands,chickens,backyard,backyard,eggs,0.001255786856446238
COK,Cook Islands,chickens,backyard,backyard,meat,3.491904076510244e-4
COK,Cook Islands,chickens,layers,industrial,eggs,0
COK,Cook Islands,chickens,layers,industrial,meat,0
COK,Cook Islands,chickens,broilers,industrial,eggs,0
COK,Cook Islands,chickens,broilers,industrial,meat,0
CRI,Costa Rica,chickens,backyard,backyard,eggs,0.002257944299001692
CRI,Costa Rica,chickens,backyard,backyard,meat,4.4632892337688994e-4
CRI,Costa Rica,chickens,layers,industrial,eggs,0.04365759034742403
CRI,Costa Rica,chickens,layers,industrial,meat,0.004979190057364881
CRI,Costa Rica,chickens,broilers,industrial,eggs,0
CRI,Costa Rica,chickens,broilers,industrial,meat,0.012826256319466173
CIV,Côte d’Ivoire,chickens,backyard,backyard,eggs,4.841979689693924e-4
CIV,Côte d’Ivoire,chickens,backyard,backyard,meat,2.9936062527980496e-4
CIV,Côte d’Ivoire,chickens,layers,industrial,eggs,0.034046935083029
CIV,Côte d’Ivoire,chickens,layers,industrial,meat,0.005738505136056996
CIV,Côte d’Ivoire,chickens,broilers,industrial,eggs,0
CIV,Côte d’Ivoire,chickens,broilers,industrial,meat,0.005624594395890423
HRV,Croatia,chickens,backyard,backyard,eggs,0.005434005468792159
HRV,Croatia,chickens,backyard,backyard,meat,0.0012041675957890257
HRV,Croatia,chickens,layers,industrial,eggs,0.05219161498155718
HRV,Croatia,chickens,layers,industrial,meat,0.006131629898268709
HRV,Croatia,chickens,broilers,industrial,eggs,0
HRV,Croatia,chickens,broilers,industrial,meat,0.008997069752265899
CUB,Cuba,chickens,backyard,backyard,eggs,0.002257943719465346
CUB,Cuba,chickens,backyard,backyard,meat,4.463287956098809e-4
CUB,Cuba,chickens,layers,industrial,eggs,0
CUB,Cuba,chickens,layers,industrial,meat,0
CUB,Cuba,chickens,broilers,industrial,eggs,0
CUB,Cuba,chickens,broilers,industrial,meat,0
CYP,Cyprus,chickens,backyard,backyard,eggs,0.003121930811769973
CYP,Cyprus,chickens,backyard,backyard,meat,3.8224757584682037e-4
CYP,Cyprus,chickens,layers,industrial,eggs,0.04394819882660643
CYP,Cyprus,chickens,layers,industrial,meat,0.005355510727934576
CYP,Cyprus,chickens,broilers,industrial,eggs,0
CYP,Cyprus,chickens,broilers,industrial,meat,0.008629419042728473
CZE,Czechia,chickens,backyard,backyard,eggs,0
CZE,Czechia,chickens,backyard,backyard,meat,0
CZE,Czechia,chickens,layers,industrial,eggs,0.051962973546764185
CZE,Czechia,chickens,layers,industrial,meat,0.0061338328626835085
CZE,Czechia,chickens,broilers,industrial,eggs,0
CZE,Czechia,chickens,broilers,industrial,meat,0.009703782371781228
PRK,North Korea,chickens,backyard,backyard,eggs,0.0012403893305115482
PRK,North Korea,chickens,backyard,backyard,meat,4.434373509425409e-4
PRK,North Korea,chickens,layers,industrial,eggs,0.028101720045002297
PRK,North Korea,chickens,layers,industrial,meat,0.00233652219613695
PRK,North Korea,chickens,broilers,industrial,eggs,0
PRK,North Korea,chickens,broilers,industrial,meat,0.008085176105683725
COD,Congo - Kinshasa,chickens,backyard,backyard,eggs,9.92779903785795e-4
COD,Congo - Kinshasa,chickens,backyard,backyard,meat,4.191355820091308e-4
COD,Congo - Kinshasa,chickens,layers,industrial,eggs,0.03404685930753759
COD,Congo - Kinshasa,chickens,layers,industrial,meat,0.005738492645371745
COD,Congo - Kinshasa,chickens,broilers,industrial,eggs,0
COD,Congo - Kinshasa,chickens,broilers,industrial,meat,0.0056245953246855905
DNK,Denmark,chickens,backyard,backyard,eggs,0
DNK,Denmark,chickens,backyard,backyard,meat,0
DNK,Denmark,chickens,layers,industrial,eggs,0.055068014021611114
DNK,Denmark,chickens,layers,industrial,meat,0.006108511714516399
DNK,Denmark,chickens,broilers,industrial,eggs,0
DNK,Denmark,chickens,broilers,industrial,meat,0.009609521336283853
DJI,Djibouti,chickens,backyard,backyard,eggs,0.0010204755446119316
DJI,Djibouti,chickens,backyard,backyard,meat,4.742188005711776e-4
DJI,Djibouti,chickens,layers,industrial,eggs,0
DJI,Djibouti,chickens,layers,industrial,meat,0
DJI,Djibouti,chickens,broilers,industrial,eggs,0
DJI,Djibouti,chickens,broilers,industrial,meat,0.00562459464353022
DMA,Dominica,chickens,backyard,backyard,eggs,0.002257975382325517
DMA,Dominica,chickens,backyard,backyard,meat,4.463357761365781e-4
DMA,Dominica,chickens,layers,industrial,eggs,0.0436568934249481
DMA,Dominica,chickens,layers,industrial,meat,0.004979111133233021
DMA,Dominica,chickens,broilers,industrial,eggs,0
DMA,Dominica,chickens,broilers,industrial,meat,0.012826273905791045
DOM,Dominican Republic,chickens,backyard,backyard,eggs,0.0016060687092744168
DOM,Dominican Republic,chickens,backyard,backyard,meat,4.4632878161361705e-4
DOM,Dominican Republic,chickens,layers,industrial,eggs,0.04365758569211441
DOM,Dominican Republic,chickens,layers,industrial,meat,0.0049791895301666885
DOM,Dominican Republic,chickens,broilers,industrial,eggs,0
DOM,Dominican Republic,chickens,broilers,industrial,meat,0.01282625610160945
ECU,Ecuador,chickens,backyard,backyard,eggs,0.002257943601281752
ECU,Ecuador,chickens,backyard,backyard,meat,4.4632876955463113e-4
ECU,Ecuador,chickens,layers,industrial,eggs,0.04614624547839745
ECU,Ecuador,chickens,layers,industrial,meat,0.005752514019073725
ECU,Ecuador,chickens,broilers,industrial,eggs,0
ECU,Ecuador,chickens,broilers,industrial,meat,0.012858349850504448
EGY,Egypt,chickens,backyard,backyard,eggs,0.0014504908416241966
EGY,Egypt,chickens,backyard,backyard,meat,4.179026085341212e-4
EGY,Egypt,chickens,layers,industrial,eggs,0.03404693439172581
EGY,Egypt,chickens,layers,industrial,meat,0.005738505022103916
EGY,Egypt,chickens,broilers,industrial,eggs,0
EGY,Egypt,chickens,broilers,industrial,meat,0
SLV,El Salvador,chickens,backyard,backyard,eggs,0.002257944048511665
SLV,El Salvador,chickens,backyard,backyard,meat,4.4632886815280985e-4
SLV,El Salvador,chickens,layers,industrial,eggs,0.0436575807776752
SLV,El Salvador,chickens,layers,industrial,meat,0.00497918897362294
SLV,El Salvador,chickens,broilers,industrial,eggs,0
SLV,El Salvador,chickens,broilers,industrial,meat,0.012826256052240137
GNQ,Equatorial Guinea,chickens,backyard,backyard,eggs,0
GNQ,Equatorial Guinea,chickens,backyard,backyard,meat,0
GNQ,Equatorial Guinea,chickens,layers,industrial,eggs,0.03404722838768241
GNQ,Equatorial Guinea,chickens,layers,industrial,meat,0.005738553483828014
GNQ,Equatorial Guinea,chickens,broilers,industrial,eggs,0
GNQ,Equatorial Guinea,chickens,broilers,industrial,meat,0.005624605267303646
ERI,Eritrea,chickens,backyard,backyard,eggs,0.001020475785774308
ERI,Eritrea,chickens,backyard,backyard,meat,4.7421892940531876e-4
ERI,Eritrea,chickens,layers,industrial,eggs,0.0340485925683006
ERI,Eritrea,chickens,layers,industrial,meat,0.005738778352719081
ERI,Eritrea,chickens,broilers,industrial,eggs,0
ERI,Eritrea,chickens,broilers,industrial,meat,0.00562457566890496
EST,Estonia,chickens,backyard,backyard,eggs,0.005434057327313665
EST,Estonia,chickens,backyard,backyard,meat,8.841515015183063e-4
EST,Estonia,chickens,layers,industrial,eggs,0.05506785090406411
EST,Estonia,chickens,layers,industrial,meat,0.006108494149059319
EST,Estonia,chickens,broilers,industrial,eggs,0
EST,Estonia,chickens,broilers,industrial,meat,0.00960952584657048
ETH,Ethiopia,chickens,backyard,backyard,eggs,0.0011573686012335107
ETH,Ethiopia,chickens,backyard,backyard,meat,4.742187985735234e-4
ETH,Ethiopia,chickens,layers,industrial,eggs,0.034046978917322945
ETH,Ethiopia,chickens,layers,industrial,meat,0.005738512361617114
ETH,Ethiopia,chickens,broilers,industrial,eggs,0
ETH,Ethiopia,chickens,broilers,industrial,meat,0.0056245944538462714
FLK,Falkland Islands,chickens,backyard,backyard,eggs,0
FLK,Falkland Islands,chickens,backyard,backyard,meat,0
FLK,Falkland Islands,chickens,layers,industrial,eggs,0
FLK,Falkland Islands,chickens,layers,industrial,meat,0
FLK,Falkland Islands,chickens,broilers,industrial,eggs,0
FLK,Falkland Islands,chickens,broilers,industrial,meat,0
FRO,Faroe Islands,chickens,backyard,backyard,eggs,0.005433970956646823
FRO,Faroe Islands,chickens,backyard,backyard,meat,8.84137043532152e-4
FRO,Faroe Islands,chickens,layers,industrial,eggs,0
FRO,Faroe Islands,chickens,layers,industrial,meat,0
FRO,Faroe Islands,chickens,broilers,industrial,eggs,0
FRO,Faroe Islands,chickens,broilers,industrial,meat,0
FSM,Micronesia (Federated States of),chickens,backyard,backyard,eggs,0.0012557632434964413
FSM,Micronesia (Federated States of),chickens,backyard,backyard,meat,3.4918250656419615e-4
FSM,Micronesia (Federated States of),chickens,layers,industrial,eggs,0.04925668113671671
FSM,Micronesia (Federated States of),chickens,layers,industrial,meat,0.006229625986009021
FSM,Micronesia (Federated States of),chickens,broilers,industrial,eggs,0
FSM,Micronesia (Federated States of),chickens,broilers,industrial,meat,0.009369002632865777
FJI,Fiji,chickens,backyard,backyard,eggs,0.0012557701073240466
FJI,Fiji,chickens,backyard,backyard,meat,3.491848032572545e-4
FJI,Fiji,chickens,layers,industrial,eggs,0.04925562042598004
FJI,Fiji,chickens,layers,industrial,meat,0.006229496436168883
FJI,Fiji,chickens,broilers,industrial,eggs,0
FJI,Fiji,chickens,broilers,industrial,meat,0.009369110752817416
FIN,Finland,chickens,backyard,backyard,eggs,0
FIN,Finland,chickens,backyard,backyard,meat,0
FIN,Finland,chickens,layers,industrial,eggs,0.05765357900692058
